,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Taryn's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Between the Lines: Israel, the Palestinians, and the U.S. War on Terror","Honig-Parnass, Tikva",1931859442,9781931859448,1931859442,418        pp,3.94,18,"Apr 01, 2007","Jul 01, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.4/5An illuminating collection of essays that filled-in many gaps in my knowledge of the Israeli-Palestinian conflict. This book specifically focuses3.4/5An illuminating collection of essays that filled-in many gaps in my knowledge of the Israeli-Palestinian conflict. This book specifically focuses on the time period between the beginning of the Second Intifada (2000-2005) up to the election of Hamas in Gaza (2006). It includes commentary on the U.S. role in legitimizing the “War on Terror” (in Iraq and elsewhere in the Middle East) and how it changed the political dynamics in Israel in regards to the Palestinians. It also speaks a lot to the moral bankruptcy and ultimate decline of the Zionist Left in Israel- and how it subsequently facilitated in disastrous and blatantly genocidal actions taken by the Israeli government since the turn of the century. I wouldn’t say that this is the most comprehensive account of the conflict to exist, but it posits some important ideas and presents an incisive political history that offers important context for current Israeli bombardement of Gaza....more",Notes are private!,0,0,1,"Nov 15, 2023","Dec 17, 2023","Nov 15, 2023",,Paperback,view (with text),/book/show/1143611.Between_the_Lines
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How Israel Lost: The Four Questions,"Cramer, Richard Ben",074325029X,9780743250290,074325029X,320        pp,3.75,189,2004,"Sep 12, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 15, 2023",,Paperback,view,/book/show/478325.How_Israel_Lost
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sea Cloak and Other Stories,Nayrouz Qarmout,1905583788,9781905583782,1905583788,106        pp,3.97,295,"Aug 22, 2019","Aug 22, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 15, 2023",,Paperback,view,/book/show/45415635-the-sea-cloak-and-other-stories
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Minor Detail,"Shibli, Adania",0811229076,9780811229074,0811229076,105        pp,4.19,"18,593","Jun 19, 2017","May 26, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 15, 2023",,Paperback,view,/book/show/52974301-minor-detail
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Library at Mount Char,"Hawkins, Scott*",0553418629,9780553418620,0553418629,390        pp,4.09,"56,267","Jun 16, 2015","Mar 15, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 14, 2023",,Paperback,view,/book/show/26892110-the-library-at-mount-char
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fall of the House of Usher,"Poe, Edgar Allan",1594561796,9781594561795,1594561796,36        pp,3.88,"70,696",1839,"Feb 02, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 14, 2023",,Paperback,view,/book/show/175516.The_Fall_of_the_House_of_Usher
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Curious Incident of the Dog in the Night-Time,"Haddon, Mark",1400032717,9781400032716,1400032717,226        pp,3.89,"1,478,944","Jul 31, 2003","May 18, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 14, 2023",,Paperback,view,/book/show/1618.The_Curious_Incident_of_the_Dog_in_the_Night_Time
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Weaveworld,"Barker, Clive*",0743417356,9780743417358,0743417356,648        pp,4.13,"32,328",Oct 1987,"Apr 01, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 14, 2023",,Paperback,view,/book/show/768879.Weaveworld
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great and Secret Show        (Book of the Art #1),"Barker, Clive*",006093316X,9780060933166,006093316X,658        pp,4.06,"30,553","Aug 07, 1989","Nov 03, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 14, 2023",,Paperback,view,/book/show/32628.The_Great_and_Secret_Show
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Clan of the Cave Bear        (Earth's Children, #1)","Auel, Jean M.",0553238973,9780553238976,0553238973,495        pp,4.09,"267,084","May 04, 1980",Sep 1983,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 14, 2023",,Mass Market Paperback,view,/book/show/837686.The_Clan_of_the_Cave_Bear
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Germinal,"Zola, Émile",0140447423,9780140447422,0140447423,592        pp,4.19,"37,789",1885,"May 25, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 14, 2023",,Paperback,view,/book/show/28407.Germinal
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Gideon the Ninth        (The Locked Tomb, #1)","Muir, Tamsyn*",1250313198,9781250313195,1250313198,448        pp,4.22,"134,009","Sep 10, 2019","Sep 10, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 09, 2023",,Hardcover,view,/book/show/42036538-gideon-the-ninth
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Age of Myth        (The Legends of the First Empire, #1)","Sullivan, Michael J.*",1101965339,9781101965337,1101965339,432        pp,4.22,"36,093","Jun 28, 2016","Jun 28, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5/5This book is quite good! A fun fantasy romp that is really well plotted and features some really memorable characters. I definitely want to read 3.5/5This book is quite good! A fun fantasy romp that is really well plotted and features some really memorable characters. I definitely want to read more of Michael J. Sullivan’s Riyria world. Sure, this is far from the most “original” fantasy worlds- my biggest criticism would be that some moments felt a bit too familiar. Nonetheless, I personally found this series to be wayyyyy more appealing than Robert Jordan’s WoT books (for example) mostly just because the themes are more interesting and characters are more dynamic....more",Notes are private!,0,0,1,"Nov 09, 2023","Nov 28, 2023","Nov 09, 2023",,Hardcover,view (with text),/book/show/26863057-age-of-myth
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bad Girls,"Sosa Villada, Camila",1635422027,9781635422023,,208        pp,4.44,"23,673","Mar 01, 2019","May 03, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 05, 2023",,Hardcover,view,/book/show/59237338-bad-girls
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rifqa,"El-Kurd, Mohammed",1642595861,9781642595864,1642595861,100        pp,4.66,"2,534","Oct 12, 2021","Oct 12, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 05, 2023",,Paperback,view,/book/show/57653182-rifqa
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One State: The Only Democratic Future for Palestine-Israel,"Karmi, Ghada",0745348319,9780745348315,0745348319,208        pp,4.27,90,unknown,"Apr 20, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 30, 2023",,Paperback,view,/book/show/76150399-one-state
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Democracy Awakening: Notes on the State of America,"Richardson, Heather Cox",0593652967,9780593652961,0593652967,286        pp,4.45,"6,350","Sep 26, 2023","Sep 26, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 30, 2023",,Hardcover,view,/book/show/90590139-democracy-awakening
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Black Friend: Essays,Ziwe,1419756346,9781419756344,1419756346,192        pp,4.32,"4,867","Oct 17, 2023","Oct 17, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 05, 2023",,Hardcover,view,/book/show/56969544-black-friend
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Never Whistle at Night,"Hawk, Shane*",0593468465,9780593468463,0593468465,400        pp,4.04,"7,737","Sep 19, 2023","Sep 19, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 03, 2023",,Paperback,view,/book/show/75293507-never-whistle-at-night
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,City of Incurable Women,"Casey, Maud",1942658869,9781942658863,1942658869,128        pp,3.02,545,"Feb 22, 2022","Feb 22, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 03, 2023",,Paperback,view,/book/show/57000160-city-of-incurable-women
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Only the Clothes on Her Back: Clothing and the Hidden History of Power in the Nineteenth-Century United States,"Edwards, Laura F.",0197568572,9780197568576,0197568572,456        pp,3.61,57,"Feb 24, 2022","Feb 24, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 26, 2023",,Hardcover,view,/book/show/58079947-only-the-clothes-on-her-back
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Winter Tide        (The Innsmouth Legacy, #1)","Emrys, Ruthanna*",0765390906,9780765390905,0765390906,366        pp,3.74,"3,436","Apr 04, 2017","Apr 04, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 26, 2023",,Hardcover,view,/book/show/29939089-winter-tide
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Down the Drain,"Fox, Julia",1668011506,9781668011508,1668011506,318        pp,4.41,"26,234","Oct 10, 2023","Oct 10, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.2/5Hands down, one of the best celebrity memoirs I’ve ever read. Julia Fox is a fantastic writer- and despite being only 33 years old and only very 4.2/5Hands down, one of the best celebrity memoirs I’ve ever read. Julia Fox is a fantastic writer- and despite being only 33 years old and only very recently becoming famous, it seems as though she’s lived many lifetimes as she describes her time as a dominatrix/sex worker, a recovering drug addict, and her unlikely rise to fashion icon status, all with astute wisdom. With Down the Drain, Fox’s unique insights into womanhood (shaped by her experience growing up poor and unruly in New York City in the time of late-stage capitalism) comes to the light and reveals her to be so much more than a momentary meme or an air-headed caricature. This one is a must-read (especially for the girls and gays).“Sometimes you have to say fuck it and throw your life down the drain just to see where you’ll come out on the other side. The most profound beauty emerges from the ashes of destruction. And by that, I mean that sometimes you have to burn your life to the ground in order to experience the life that is truly meant for you. It is in letting go that we are forced to carve our own destiny. We must be willing to relinquish all we once held dear if we are holding on with fear. If you believe in the power within yourself, anything is possible. Because the truth is, anyone who is ‘someone’ first started out as a delusional dreamer.”...more",Notes are private!,0,2,1,"Oct 25, 2023","Nov 16, 2023","Sep 26, 2023",,Hardcover,view (with text),/book/show/123183412-down-the-drain
