,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Kelley's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"If It Bleeds        (Holly Gibney, #5)","King, Stephen*",1529391539,9781529391534,1529391539,369        pp,3.99,"97,174","Apr 21, 2020","Apr 21, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Holly’s second encounter with the “Outsider” in this novella. Love her evolution. I read #3 before this one. I really hope they bring back Will PaytonHolly’s second encounter with the “Outsider” in this novella. Love her evolution. I read #3 before this one. I really hope they bring back Will Payton if there’s a #4. Loving this character! ...more,Notes are private!,2,1,1,"Sep 30, 2023",Oct 2023,"Sep 14, 2023",,Hardcover,view (with text),/book/show/53163059-if-it-bleeds
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Essential Muir: A Selection of John Muir’s Best Writings,"Muir, John",1597140279,9781597140270,1597140279,160        pp,4.07,472,"Apr 01, 2006","Apr 01, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This particular book speaks much of Yosemite where I bought this book. He has a wonderful eye for nature and ability to write about it in a scientificThis particular book speaks much of Yosemite where I bought this book. He has a wonderful eye for nature and ability to write about it in a scientific, yet almost poetic way. His self taught knowledge is amazing. Almost makes me want to camp. ...more",Notes are private!,0,2,1,"Sep 11, 2023","Oct 24, 2023","Sep 11, 2023",,Paperback,view (with text),/book/show/238717.Essential_Muir
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Good Marriage,"King, Stephen*",,,B00N2VBYXQ,4        pp,3.84,"19,864","Sep 01, 2014","Sep 30, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 via scribed only because it was so short. Stephen King can tell a story. Give him 200 pages or 700, he delivers every single time.",Notes are private!,0,2,1,"Oct 18, 2023","Oct 19, 2023","Sep 09, 2023",,Audible Audio,view (with text),/book/show/22844188-a-good-marriage
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Fodor's Yosemite, Sequoia & Kings Canyon National Parks",Fodor's Travel Publications Inc,1400005604,9781400005604,1400005604,189        pp,3.58,19,"Aug 31, 2010","Aug 31, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Very little service in Yosemite or Sequoia. I’m always happy to carry these for more research on the fly!,Notes are private!,0,1,1,"Sep 06, 2023","Sep 12, 2023","Sep 06, 2023",,Kindle Edition,view (with text),/book/show/10032840-fodor-s-yosemite-sequoia-kings-canyon-national-parks
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Outsider,"King, Stephen*",1501180983,9781501180989,1501180983,561        pp,4.01,"308,490","May 22, 2018","May 22, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.5 via Libby. No one tells a story like Stephen King. I’m not a fan of bogey man books but if I was, he would be the one I’d read. I will read his ne4.5 via Libby. No one tells a story like Stephen King. I’m not a fan of bogey man books but if I was, he would be the one I’d read. I will read his new book Holly. I really enjoyed her character in this one! The Universe never ends. Will Patton does an outstanding job as narrator. Adding him to favorite narrator list! ...more",Notes are private!,0,1,1,"Sep 06, 2023","Sep 12, 2023","Aug 22, 2023",,Hardcover,view (with text),/book/show/36124936-the-outsider
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Love Letters to the Dead,"Dellaira, Ava*",0374346674,9780374346676,0374346674,336        pp,3.79,"87,581","Apr 01, 2014","Apr 01, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Such an interesting way to tell the story. Mostly YA but I still enjoyed it!,Notes are private!,0,1,1,"Aug 22, 2023","Aug 23, 2023","Aug 22, 2023",,Hardcover,view (with text),/book/show/18140047-love-letters-to-the-dead
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Psychology of Money,"Housel, Morgan",,,,252        pp,4.33,"177,030",2020,"Sep 08, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Admittedly, a finance nerd. I’m fascinated by books like this. Can’t say that I actually learned anything new but great reminders. Overall lesson….staAdmittedly, a finance nerd. I’m fascinated by books like this. Can’t say that I actually learned anything new but great reminders. Overall lesson….start investing/saving early and don’t stop. ...more",Notes are private!,0,2,1,"Aug 13, 2023","Aug 13, 2023","Aug 13, 2023",,Paperback,view (with text),/book/show/41881472-the-psychology-of-money
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Soul of Christianity: Restoring the Great Tradition,"Smith, Huston",0060858354,9780060858353,0060858354,191        pp,3.91,213,"Sep 06, 2005","Sep 05, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 11, 2023",,Paperback,view,/book/show/25888.The_Soul_of_Christianity
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lady Tan’s Circle of Women,"See, Lisa*",1982117087,9781982117085,1982117087,368        pp,4.37,"83,923","Jun 06, 2023","Jun 06, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Enjoyed the history of a period that I’m not very familiar with. I especially enjoyed the Chinese history and history of women’s influence of Chinese Enjoyed the history of a period that I’m not very familiar with. I especially enjoyed the Chinese history and history of women’s influence of Chinese medicine. This book is based on an actual woman doctor. I’m also reminded how grateful I am to be born when and where I was. Women’s options were so very limited....more,Notes are private!,0,4,1,"Aug 02, 2023","Aug 09, 2023","Aug 02, 2023",,Hardcover,view (with text),/book/show/62919732-lady-tan-s-circle-of-women
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Librarian of Burned Books,"Labuskes, Brianna*",0063259257,9780063259256,0063259257,416        pp,3.94,"14,182","Feb 19, 2023","Feb 21, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 via Libby. It’s so close to another book I’ve read that I had to check and make sure I had not read it. Once we got about 1/3 of the way in, it be3.5 via Libby. It’s so close to another book I’ve read that I had to check and make sure I had not read it. Once we got about 1/3 of the way in, it began to differentiate itself. Might have been a 4 if not for my confusion about the first part. ...more",Notes are private!,0,1,1,"Jan 16, 2024","Jan 20, 2024","Jul 30, 2023",,Paperback,view (with text),/book/show/61190260-the-librarian-of-burned-books
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Caleb's Crossing,"Brooks, Geraldine*",0670021040,9780670021048,0670021040,306        pp,3.85,"67,808","May 01, 2011","May 03, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 16, 2023",,Hardcover,view,/book/show/9684523-caleb-s-crossing
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Alice's Adventures in Wonderland,"Carroll, Lewis",152900246X,9781529002461,,320        pp,4.00,"384,923",Nov 1865,unknown,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Funny how you “know” a story but have never read the book. Scarlett Johannsen does a great job of narrating. 3 stars via Audible. Way more than a fairFunny how you “know” a story but have never read the book. Scarlett Johannsen does a great job of narrating. 3 stars via Audible. Way more than a fairy tale. ...more,Notes are private!,0,1,1,"Jul 15, 2023","Jul 16, 2023","Jul 15, 2023",,Hardcover,view (with text),/book/show/60671823-alice-s-adventures-in-wonderland
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Our Migrant Souls: A Meditation on Race and the Meanings and Myths of “Latino”,"Tobar, Héctor",037460990X,9780374609900,037460990X,256        pp,4.31,"1,116",unknown,"May 09, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 11, 2023",,Hardcover,view,/book/show/62039320-our-migrant-souls
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret Life of Sunflowers,"Molnar, Marta*",1940627486,9781940627489,B0B5G1KKCZ,356        pp,4.16,"18,831",unknown,"Jul 19, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 11, 2023",,Kindle Edition,view,/book/show/61613291-the-secret-life-of-sunflowers
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret Chord,"Brooks, Geraldine*",0670025771,9780670025770,0670025771,302        pp,3.66,"19,631","Oct 06, 2015","Oct 06, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Not my favorite Brooks novel and I am a huge fan. Tells a more well rounded fictionalized story of King David. I very much enjoyed imagining David in Not my favorite Brooks novel and I am a huge fan. Tells a more well rounded fictionalized story of King David. I very much enjoyed imagining David in a more complete way, both regal and severely faulted. I think it was the names, that in many instances she altered to the true Hebrew names. I should’ve created a family tree and continually referred to it. 3.5 via Libby...more",Notes are private!,0,0,1,"Jul 16, 2023","Jul 23, 2023","Jul 11, 2023",,Hardcover,view (with text),/book/show/24611425-the-secret-chord
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Magnificent Lives of Marjorie Post,"Pataki, Allison*",0593355687,9780593355688,0593355687,400        pp,4.15,"48,374","Feb 15, 2022","Feb 15, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 11, 2023",,Hardcover,view,/book/show/57792084-the-magnificent-lives-of-marjorie-post
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Someone Else's Shoes,"Moyes, Jojo*",1984879294,9781984879295,1984879294,438        pp,3.97,"173,193","Feb 02, 2023","Feb 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 11, 2023",,Hardcover,view,/book/show/62971668-someone-else-s-shoes
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Summer of 1876: Outlaws, Lawmen, and Legends in the Season That Defined the American West","Wimmer, Chris",1250280893,9781250280893,1250280893,320        pp,3.95,708,"May 30, 2023","May 30, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 via Libby. You’ve heard most of these stories but like me, may not have realized they all happened in the same summer, 100 years after our indepen3.5 via Libby. You’ve heard most of these stories but like me, may not have realized they all happened in the same summer, 100 years after our independence. ...more",Notes are private!,0,2,1,"Jul 04, 2023","Jul 09, 2023","Jul 04, 2023",,Hardcover,view (with text),/book/show/61885037-the-summer-of-1876
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Oaxaca Journal,"Sacks, Oliver",0792242084,9780792242086,0792242084,160        pp,3.84,"2,233",2002,"Oct 04, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 02, 2023",,Paperback,view,/book/show/66721.Oaxaca_Journal
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Invincible Miss Cust,"Haw, Penny*",1728257727,,B09NQR1NPP,416        pp,4.20,"1,980","Oct 04, 2022","Oct 04, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 28, 2023",,Kindle Edition,view,/book/show/60093490-the-invincible-miss-cust
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Audrey Hepburn Estate,"Janowitz, Brenda*",1525811487,9781525811487,1525811487,368        pp,3.61,"4,151","Apr 18, 2023","Apr 18, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5 via Libby. The story is a bit “high school romance” for me. The intrigue is pretty good. The author’s note took it from 3 to 3.5. Love the Easter 3.5 via Libby. The story is a bit “high school romance” for me. The intrigue is pretty good. The author’s note took it from 3 to 3.5. Love the Easter Eggs to honor Audrey Hepburn in the novel. ...more,Notes are private!,0,1,1,"Jun 27, 2023","Jul 02, 2023","Jun 27, 2023",,Paperback,view (with text),/book/show/61155409-the-audrey-hepburn-estate
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Beauty in the World: The Metropolitan Museum of Art and Me,"Bringley, Patrick*",1982163321,9781982163327,,240        pp,4.09,"8,290","Feb 14, 2023","Feb 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 26, 2023",,ebook,view,/book/show/59364113-all-the-beauty-in-the-world
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Master Slave Husband Wife: An Epic Journey from Slavery to Freedom,"Woo, Ilyon*",1501191055,9781501191053,1501191055,416        pp,4.02,"8,967","Jan 17, 2023","Jan 17, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 24, 2023",,Hardcover,view,/book/show/61272711-master-slave-husband-wife
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Happiness: A Guide to Developing Life's Most Important Skill,"Ricard, Matthieu",,,B000SEUSXW,308        pp,4.08,"7,581","Jun 30, 2003","Dec 14, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 23, 2023",,Kindle Edition,view,/book/show/40884324-happiness
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Camp Zero,"Sterling, Michelle Min*",1668007568,9781668007563,1668007568,304        pp,3.22,"16,574","Mar 30, 2023","Apr 04, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Meh. It was ok. 3 via Libby.,Notes are private!,0,1,1,"Jun 22, 2023","Jun 25, 2023","Jun 22, 2023",,Hardcover,view (with text),/book/show/61273342-camp-zero
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Banyan Moon,"Thai, Thao",0063267101,9780063267107,0063267101,336        pp,3.93,"21,587","Jun 27, 2023","Jun 27, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Took a while to get into but ended up enjoying it. Made me wish I had more history of my grandmother. Get them to write it all down before it’s too laTook a while to get into but ended up enjoying it. Made me wish I had more history of my grandmother. Get them to write it all down before it’s too late. 3.5 via Libby...more,Notes are private!,0,2,1,"Aug 28, 2023","Sep 02, 2023","Jun 22, 2023",,Hardcover,view (with text),/book/show/62800971-banyan-moon
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Found You,"Jewell, Lisa*",1501154605,9781501154607,1501154605,352        pp,3.96,"128,294","Jun 30, 2016","Mar 06, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 22, 2023",,Paperback,view,/book/show/30893022-i-found-you
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Lady's Guide to Scandal        (A Lady's Guide, #2)","Irwin, Sophie",0593492005,9780593492000,0593492005,359        pp,3.83,"8,649","Jul 06, 2023","Jul 11, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 22, 2023",,Paperback,view,/book/show/63018956-a-lady-s-guide-to-scandal
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"How to Human: Three Ways to Share Life Beyond What Distracts, Divides, and Disconnects Us","Whittaker, Carlos",052565402X,9780525654025,052565402X,240        pp,4.38,"2,056","Jan 24, 2023","Jan 24, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 21, 2023",,Paperback,view,/book/show/60916633-how-to-human
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lonely Hearts Book Club,"Gilmore, Lucy*",1728256216,9781728256214,1728256216,352        pp,3.88,"25,830","Mar 28, 2023","Mar 28, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Adorable, sweet, easy book. Listened via Libby",Notes are private!,0,1,1,"Jun 19, 2023","Jun 22, 2023","Jun 19, 2023",,Paperback,view (with text),/book/show/61341469-the-lonely-hearts-book-club
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Your Next Five Moves: Master the Art of Business Strategy,"Bet-David, Patrick",1982154829,9781982154820,,275        pp,4.13,"5,200",2020,"Aug 18, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 19, 2023",,ebook,view,/book/show/50542735-your-next-five-moves
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,That Bonesetter Woman,"Quinn, Frances*",,,B0929CFK69,400        pp,4.31,"1,795","Jul 21, 2022","Aug 04, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 16, 2023",,Kindle Edition,view,/book/show/58261398-that-bonesetter-woman
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Sinners Bleed,"Cosby, S.A.*",1250831911,9781250831910,1250831911,341        pp,4.26,"50,143","Jun 06, 2023","Jun 06, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 16, 2023",,Hardcover,view,/book/show/61884832-all-the-sinners-bleed
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,No Two Persons,"Bauermeister, Erica*",1250284376,9781250284372,1250284376,314        pp,4.11,"17,648","May 02, 2023","May 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 12, 2023",,Hardcover,view,/book/show/60196684-no-two-persons
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everything in Its Place: First Loves and Last Tales,"Sacks, Oliver",0345811380,9780345811387,0345811380,288        pp,4.14,"2,792",Apr 2019,"Jan 01, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 11, 2023",,Hardcover,view,/book/show/41089239-everything-in-its-place
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Saratoga Trunk,"Ferber, Edna",0060956712,9780060956714,0060956712,304        pp,3.73,740,1941,"Apr 23, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 01, 2023",,Paperback,view,/book/show/149146.Saratoga_Trunk
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The River We Remember,"Krueger, William Kent*",198217921X,9781982179212,198217921X,421        pp,4.32,"46,442","Sep 05, 2023","Sep 05, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,4.5 via Libby. Excellent. Sometimes slow and meandering much like the river. Sometimes fast and ruthless as a river. It worked for me.,Notes are private!,0,1,1,"Dec 17, 2023","Dec 22, 2023","May 31, 2023",,Hardcover,view (with text),/book/show/101160844-the-river-we-remember
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Trackers,"Frazier, Charles",0062948083,9780062948083,0062948083,320        pp,3.72,"10,672","Apr 11, 2023","Apr 11, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 31, 2023",,Hardcover,view,/book/show/61609871-the-trackers
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cold Mountain,"Frazier, Charles",0802142842,9780802142849,0802142842,449        pp,3.88,"242,734","Jan 01, 1997","Aug 31, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 31, 2023",,Paperback,view,/book/show/10920.Cold_Mountain
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Soulmate,"Hepworth, Sally*",1250229707,9781250229700,1250229707,327        pp,3.81,"119,911","Oct 25, 2022","Apr 04, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 31, 2023",,Hardcover,view,/book/show/60784540-the-soulmate
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hang the Moon,"Walls, Jeannette*",1501117297,9781501117299,1501117297,368        pp,3.84,"60,678","Mar 28, 2023","Mar 28, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Book Woman of Troublesome Creek meets Bonnie (of Bonnie and Clyde). Enjoyable, fast paced read. 3.5 via Libby. Fun listen.",Notes are private!,0,2,1,"May 29, 2023",Jun 2023,"May 29, 2023",,Hardcover,view (with text),/book/show/61272702-hang-the-moon
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Clytemnestra,"Casati, Costanza*",1728268230,9781728268231,1728268230,448        pp,4.26,"21,804","May 02, 2023","May 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 27, 2023",,Hardcover,view,/book/show/61361681-clytemnestra
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Rogue Justice        (Avery Keene, #2)","Abrams, Stacey",038554832X,9780385548328,038554832X,368        pp,4.03,"6,966","May 23, 2023","May 23, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 25, 2023",,Hardcover,view,/book/show/62849881-rogue-justice
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trust,"Diaz, Hernan*",0593420314,9780593420317,0593420314,402        pp,3.84,"97,371","May 03, 2022","May 03, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I seem to be on a Pulitzer kick. I did not remember this was a Pulitzer winner until I read a summary about half way through. What an interesting way I seem to be on a Pulitzer kick. I did not remember this was a Pulitzer winner until I read a summary about half way through. What an interesting way to write a book. I didn’t understand the technique until Part 3 (this the reason I went looking for a summary). It’s told in 4 parts with a different voice in each part. Once I made it past the first 2 parts, I enjoyed Part 3 and 4. Part 1 is a fictional novel about a wealthy NY financier couple. Part 2 is an autobiography by the real NY financier (also fictional) in response to the novel. Part 3 is the ghost writer’s story of the time writing the autobiography. Part 4 is 50 years later as the ghost writer revisits the journals of the wife and uncovers the “real” story. I almost quit in Part 2 but it helps to know it’s only part of a larger story. PS. Mozhan Marno has a voice like velvet. Love her narration....more",Notes are private!,0,1,1,"May 25, 2023","May 26, 2023","May 25, 2023",,Hardcover,view (with text),/book/show/58210933-trust
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,None of This Is True,"Jewell, Lisa*",1982179007,9781982179007,1982179007,380        pp,4.15,"425,841","Jul 20, 2023","Aug 08, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Aug 14, 2023","Aug 17, 2023","May 24, 2023",,Hardcover,view,/book/show/62334530-none-of-this-is-true
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Crook Manifesto        (Ray Carney, #2)","Whitehead, Colson*",0385545150,9780385545150,,336        pp,3.90,"13,328","Jul 18, 2023","Jul 18, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Did not enjoy as much as Harlem Shuffle.,Notes are private!,0,0,1,"Aug 27, 2023","Aug 27, 2023","May 24, 2023",,Hardcover,view (with text),/book/show/61812836-crook-manifesto
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The First Ladies,"Benedict, Marie*",0593440285,9780593440285,0593440285,389        pp,4.04,"25,144","Jun 27, 2023","Jun 27, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"So much I didn’t know! Could’ve been a 4.5 but the dialogue and narration was sometimes grating. Eleanor isn’t often mentioned in discussion of Civil So much I didn’t know! Could’ve been a 4.5 but the dialogue and narration was sometimes grating. Eleanor isn’t often mentioned in discussion of Civil Rights and I had not heard of Mary before this book. Courageous, determined ladies that made a difference in the world. ...more",Notes are private!,0,0,1,"Dec 27, 2023","Jan 03, 2024","May 24, 2023",,Hardcover,view (with text),/book/show/63024287-the-first-ladies
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wind Knows My Name,"Allende, Isabel*",0593598105,9780593598108,0593598105,260        pp,4.03,"33,270","Jun 06, 2023","Jun 06, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Not as much of a literary work as some of her other novels but the story of two children separated from their parents and the trauma that they face. TNot as much of a literary work as some of her other novels but the story of two children separated from their parents and the trauma that they face. The story of Anita will stay with you for a long time. ...more,Notes are private!,0,1,1,"Jul 02, 2023","Jul 04, 2023","May 24, 2023",,Hardcover,view (with text),/book/show/62583516-the-wind-knows-my-name
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chain-Gang All-Stars,"Adjei-Brenyah, Nana Kwame*",0593317335,9780593317334,0593317335,367        pp,4.14,"37,795","May 02, 2023","May 02, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Hunger Games meets Shawshank. Powerful statement on the prison system and people’s ability to dehumanize others in the name of entertainment. Scary reHunger Games meets Shawshank. Powerful statement on the prison system and people’s ability to dehumanize others in the name of entertainment. Scary really. The story itself was good but not great. The social indictments, however will stay with me for a long time. ...more",Notes are private!,0,2,1,"Jul 23, 2023","Jul 30, 2023","May 17, 2023",,Hardcover,view (with text),/book/show/61190770-chain-gang-all-stars
