,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Milly *:･ﾟ✧'s rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Guide,"Heller, Peter",1984898965,9781984898968,1984898965,257        pp,3.63,"17,249","Aug 24, 2021","May 10, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 28, 2022",,Paperback,view,/book/show/56631373-the-guide
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Good Left Undone,"Trigiani, Adriana*",0593183320,9780593183328,0593183320,439        pp,3.99,"24,109","Apr 26, 2022","Apr 26, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 28, 2022",,Hardcover,view,/book/show/58065358-the-good-left-undone
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Seven Days in June,"Williams, Tia*",1538719096,9781538719091,1538719096,352        pp,4.03,"153,692","Jun 01, 2021","Jun 07, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 27, 2022",,Paperback,view,/book/show/59228198-seven-days-in-june
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Strength In Our Scars,"Sparacino, Bianca",,,B07FQXNJX3,160        pp,4.07,"10,667","Sep 06, 2018","Sep 06, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 15, 2022",,Kindle Edition,view,/book/show/41057388-the-strength-in-our-scars
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,You're Not Pretty Enough,"Tress, Jennifer*",0989481700,9780989481700,0989481700,202        pp,3.54,598,"Jul 31, 2013","Aug 06, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 14, 2022",,Paperback,view,/book/show/18285246-you-re-not-pretty-enough
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Why Men Love Bitches,"Argov, Sherry*",1605501557,9781605501550,1605501557,288        pp,3.84,"56,685","Oct 01, 2009","Oct 01, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,ehh i like skimmed through the rest but it was pretty repetitive. good points but not sure if i agree with all,Notes are private!,0,3,1,"May 08, 2022","May 27, 2022","May 08, 2022",,Kindle Edition,view (with text),/book/show/9201647-why-men-love-bitches
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Love and Other Words,"Lauren, Christina*",1501190539,9781501190537,1501190539,432        pp,4.27,"567,026","Apr 10, 2018","Apr 10, 2018",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"2.5 Stars“Limerence.' There's no other word like it. The state of being infatuated with another person.”maybe these type of romance books just aren't 2.5 Stars“Limerence.' There's no other word like it. The state of being infatuated with another person.”maybe these type of romance books just aren't for me. i feel like i've read the same thing over and over again. i was not a huge fan of elliot and i thought that most scenes in this book were cringey. it was fun to read at times because i wanted to know what happened at the end, but overall it was definitely not for me :(...more",Notes are private!,0,2,1,"Apr 15, 2022","Apr 17, 2022","Apr 17, 2022",,Hardcover,view (with text),/book/show/36206591-love-and-other-words
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Time Is a Mother,"Vuong, Ocean",0593300238,9780593300237,0593300238,114        pp,3.96,"26,875","Apr 05, 2022","Apr 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 15, 2022",,Hardcover,view,/book/show/58582927-time-is-a-mother
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Never Let Me Go,"Ishiguro, Kazuo*",,,1400078776,288        pp,3.85,"694,212","Apr 05, 2005","Aug 31, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 04, 2022",,Paperback,view,/book/show/6334.Never_Let_Me_Go
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cleopatra and Frankenstein,"Mellors, Coco*",1635576814,9781635576818,1635576814,384        pp,3.76,"106,601","Feb 15, 2022","Feb 08, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"5 Stars“People are like this too, you know,” he says eventually. “We break. We put ourselves back together. The cracks are the best part. You don’t ha5 Stars“People are like this too, you know,” he says eventually. “We break. We put ourselves back together. The cracks are the best part. You don’t have to hide them.”I am so sad that I finished this book. I thoroughly enjoyed every second of it. This book is like a combination of A Little Life and Conversations with Friends, two of my all-time favorite books. I first discovered this book on Instagram and read the sample for it while trying to decide which books to bring with me on vacation. I really wanted to keep reading, so I bought it (best decision). This book is fairly new and so underrated. If you see this  and you love any Sally Rooney book or A Little Life, then stop everything you are doing and buy this book right now. Each chapter focused on a different character, and I loved reading about every single character. There wasn't a single character that I wasn't bored of while reading this. However, my favorite chapters were probably Eleanor's and Zoe's. This book made me laugh out loud and almost cry several times. The writing was impactful while also interesting and humorous. (view spoiler)[I also loved the way it ended, it really reminded me of Conversations with Friends.  (hide spoiler)]This is only a debut book so I am so excited to see what the author creates in the future!! I stalked her Instagram and it seems like she based Cleo on herself. Highly recommend this:)...more",Notes are private!,0,13,1,"Apr 12, 2022","Apr 14, 2022","Mar 26, 2022",,Hardcover,view (with text),/book/show/57693262-cleopatra-and-frankenstein
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Unsinkable Greta James,"Smith, Jennifer E.*",0593358279,9780593358276,0593358279,320        pp,3.86,"31,951","Mar 01, 2022","Mar 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 24, 2022",,Hardcover,view,/book/show/58265135-the-unsinkable-greta-james
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In My Dreams I Hold a Knife,"Winstead, Ashley*",1728243203,9781728243207,1728243203,336        pp,3.85,"96,646","Aug 03, 2021","Apr 19, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 24, 2022",,Paperback,view,/book/show/60000306-in-my-dreams-i-hold-a-knife
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Pact,"Picoult, Jodi*",0061150142,9780061150142,0061150142,512        pp,4.03,"308,186","Apr 22, 1998","Aug 29, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 23, 2022",,Mass Market Paperback,view,/book/show/10916.The_Pact
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Anthropocene Reviewed: Essays on a Human-Centered Planet,"Green, John*",0525556532,9780525556534,0525556532,304        pp,4.37,"124,165","May 18, 2021","May 18, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 20, 2022",,Hardcover,view,/book/show/58678422-the-anthropocene-reviewed
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bittersweet: How Sorrow and Longing Make Us Whole,"Cain, Susan*",0451499786,9780451499783,0451499786,310        pp,3.98,"20,832","Apr 05, 2022","Apr 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 20, 2022",,Hardcover,view,/book/show/58734811-bittersweet
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Immortalists,"Benjamin, Chloe*",0735213186,9780735213180,0735213186,346        pp,3.71,"205,543","Jan 09, 2018","Jan 09, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 13, 2022",,Hardcover,view,/book/show/30288282-the-immortalists
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Reputation,"Vaughan, Sarah*",1668000067,9781668000069,1668000067,336        pp,3.66,"6,612","Mar 03, 2022","Jul 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 11, 2022",,Hardcover,view,/book/show/59348302-reputation
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The No-Show,"O'Leary, Beth*",0593438442,9780593438442,0593438442,337        pp,3.81,"92,292","Apr 12, 2022","Apr 12, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 11, 2022",,Paperback,view,/book/show/58678549-the-no-show
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Slow Days, Fast Company: The World, the Flesh, and L.A.","Babitz, Eve",1681370085,9781681370088,1681370085,164        pp,4.10,"17,315",1977,"Aug 30, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 09, 2022",,Paperback,view,/book/show/28109997-slow-days-fast-company
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bad Feminist,"Gay, Roxane*",0062282719,9780062282712,0062282719,320        pp,3.93,"113,014","Aug 05, 2014","Aug 05, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 09, 2022",,Paperback,view,/book/show/18813642-bad-feminist
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mary Jane,"Blau, Jessica Anya",006305230X,9780063052307,006305230X,336        pp,4.15,"83,900","May 11, 2021","Apr 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 07, 2022",,Paperback,view,/book/show/56903408-mary-jane
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Final Girl Support Group,"Hendrix, Grady*",059320123X,9780593201237,059320123X,352        pp,3.52,"135,344","Jul 13, 2021","Jul 13, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 06, 2022",,Hardcover,view,/book/show/55829194-the-final-girl-support-group
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Gentleman in Moscow,"Towles, Amor*",,,0143110438,462        pp,4.33,"543,445","Sep 06, 2016","Mar 26, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 06, 2022",,Paperback,view,/book/show/34066798-a-gentleman-in-moscow
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Run River,"Didion, Joan",0679752501,9780679752509,0679752501,272        pp,3.84,"3,551",1963,"Apr 26, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 05, 2022",,Paperback,view,/book/show/7831.Run_River
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Book Lovers,"Henry, Emily*",0593334833,9780593334836,0593334833,377        pp,4.14,"1,050,113","May 03, 2022","May 03, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 04, 2022",,Paperback,view,/book/show/58701063-book-lovers
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When the Stars Go Dark,"McLain, Paula*",0593237919,9780593237915,0593237919,400        pp,3.85,"55,894","Apr 13, 2021","Apr 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 01, 2022",,Paperback,view,/book/show/60149537-when-the-stars-go-dark
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Adèle,"Slimani, Leïla",0143132180,9780143132189,0143132180,216        pp,3.38,"16,435","Aug 08, 2014","Jan 15, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 26, 2022",,Paperback,view,/book/show/40265073-ad-le
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Comeback,"Berman, Ella*",0593099516,9780593099513,0593099516,378        pp,3.74,"14,760","Aug 03, 2020","Aug 03, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 24, 2022",,Hardcover,view,/book/show/51941088-the-comeback
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sputnik Sweetheart,"Murakami, Haruki",0099448475,9780099448471,0099448475,229        pp,3.83,"158,021","Apr 20, 1999","Oct 03, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 23, 2022",,Paperback,view,/book/show/9557.Sputnik_Sweetheart
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lie With Me,"Besson, Philippe",1501197878,9781501197871,1501197878,149        pp,4.26,"39,895","Jan 05, 2017","Apr 30, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 23, 2022",,Hardcover,view,/book/show/40539136-lie-with-me
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The World Cannot Give,"Burton, Tara Isabella*",1982170069,9781982170066,1982170069,320        pp,3.45,"2,206","Mar 08, 2022","Mar 08, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 22, 2022",,Hardcover,view,/book/show/58070067-the-world-cannot-give
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Very Nice Girl,"Crimp, Imogen",1250792770,9781250792778,1250792770,336        pp,3.38,"7,451","Feb 08, 2022","Feb 08, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 16, 2022",,Hardcover,view,/book/show/57771192-a-very-nice-girl
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Genesis Machine: Our Quest to Rewrite Life in the Age of Synthetic Biology,"Webb, Amy*",1541797914,9781541797918,1541797914,368        pp,3.95,576,"Feb 15, 2022","Feb 15, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 16, 2022",,Hardcover,view,/book/show/58340994-the-genesis-machine
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Diamond Eye,"Quinn, Kate*",0062943510,9780062943514,0062943510,435        pp,4.29,"135,214","Mar 29, 2022","Mar 29, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 16, 2022",,Hardcover,view,/book/show/58490567-the-diamond-eye
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wish You Were Gone,"Scott, Kieran*",1982153989,9781982153984,1982153989,352        pp,3.75,"4,507","Feb 22, 2022","Feb 22, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 16, 2022",,Hardcover,view,/book/show/56898184-wish-you-were-gone
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,You Can't Catch Me,"McKenzie, Catherine*",1542019036,9781542019033,1542019036,335        pp,3.76,"6,111","Jun 09, 2020","Jun 09, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 16, 2022",,Hardcover,view,/book/show/50935960-you-can-t-catch-me
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"It Starts with Us        (It Ends with Us, #2)","Hoover, Colleen*",1668001225,9781668001226,1668001225,323        pp,3.87,"1,436,929","Oct 18, 2022","Oct 18, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 12, 2022",,Paperback,view,/book/show/60393672-it-starts-with-us
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Certain Hunger,"Summers, Chelsea G.*",1951213149,9781951213145,1951213149,240        pp,3.79,"38,700","Oct 31, 2019","Dec 01, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 09, 2022",,Hardcover,view,/book/show/53180064-a-certain-hunger
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Idol,"O'Neill, Louise",1787635333,9781787635333,1787635333,320        pp,3.60,"9,143","May 12, 2022","Jan 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 09, 2022",,Paperback,view,/book/show/58908158-idol
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Animal,"Taddeo, Lisa*",1982122129,9781982122126,1982122129,336        pp,3.71,"36,827","Jun 08, 2021","Jun 08, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 05, 2022",,Hardcover,view,/book/show/55711559-animal
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lapvona,"Moshfegh, Ottessa",0593300262,9780593300268,0593300262,304        pp,3.54,"61,002","Jun 21, 2022","Jun 21, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 05, 2022",,Hardcover,view,/book/show/59089897-lapvona
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stoner,"Williams, John",,,,306        pp,4.33,"166,245",1965,"Jul 05, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 03, 2022",,Paperback,view,/book/show/15790264-stoner
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The School for Good Mothers,"Chan, Jessamine*",,,,336        pp,3.54,"105,750","Jan 04, 2022","Jan 04, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 30, 2022",,Hardcover,view,/book/show/57846320-the-school-for-good-mothers
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"1Q84        (1Q84, #1-3)","Murakami, Haruki",0307593312,9780307593313,0307593312,944        pp,3.94,"259,639","May 28, 2009","Oct 25, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 30, 2022",,Hardcover,view,/book/show/10357575-1q84
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wind-Up Bird Chronicle,"Murakami, Haruki",0965341984,9780965341981,0965341984,607        pp,4.15,"283,492","Apr 12, 1994",1997,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 30, 2022",,Paperback,view,/book/show/11275.The_Wind_Up_Bird_Chronicle
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Regretting You,"Hoover, Colleen*",154201641X,9781542016414,B07SH5V2NB,363        pp,4.14,"595,869","Dec 10, 2019","Dec 10, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 27, 2022",,Kindle Edition,view,/book/show/44582454-regretting-you
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Hope You Stay,"Peppernell, Courtney*",1524851973,9781524851972,1524851973,214        pp,3.86,"5,694","Mar 03, 2020","Mar 03, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 StarsIf you ever need encouragement, to be reminded of why it's important to try, stop and look to the skyGot this as a gift and I loved it. So cu3.5 StarsIf you ever need encouragement, to be reminded of why it's important to try, stop and look to the skyGot this as a gift and I loved it. So cute and easy to read. Hopefully, I can get into some more poetry this year!! ...more",Notes are private!,0,0,1,"Jan 23, 2022","Jan 25, 2022","Jan 23, 2022",,Paperback,view (with text),/book/show/50904683-i-hope-you-stay
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Vanishing Half,"Bennett, Brit*",0525536965,9780525536963,0525536965,389        pp,4.15,"753,604","Jun 02, 2020","Feb 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 22, 2022",,Paperback,view,/book/show/59452404-the-vanishing-half
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Whiskey, Words, and a Shovel I","Sin, r.h.*",1682410188,9781682410189,1682410188,146        pp,3.82,"14,519","Dec 25, 2015","Dec 25, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 16, 2022",,Paperback,view,/book/show/28159939-whiskey-words-and-a-shovel-i
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Clarity & Connection,"Pueblo, Yung*",1524860484,9781524860486,1524860484,256        pp,4.29,"10,726",2019,"Apr 27, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 16, 2022",,Paperback,view,/book/show/54335204-clarity-connection
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Alone With You in the Ether,"Blake, Olivie*",,,B08BK995LT,248        pp,3.84,"76,115","Jun 20, 2020","Jun 19, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 14, 2022",,Kindle Edition,view,/book/show/54208009-alone-with-you-in-the-ether
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sex and Rage,"Babitz, Eve",1619029359,9781619029354,1619029359,256        pp,3.59,"11,609",1979,"Jul 11, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 12, 2022",,Paperback,view,/book/show/32332902-sex-and-rage
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Made in Manhattan,"Layne, Lauren",1982152834,9781982152833,1982152834,304        pp,3.73,"9,596","Jan 18, 2022","Jan 18, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 11, 2022",,Paperback,view,/book/show/58438547-made-in-manhattan
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Flicker in the Dark,"Willingham, Stacy*",1250803829,9781250803825,1250803829,357        pp,4.00,"390,469","Jan 11, 2022","Jan 11, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 11, 2022",,Hardcover,view,/book/show/57693172-a-flicker-in-the-dark
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Soulmate Equation,"Lauren, Christina*",1982171111,9781982171117,1982171111,416        pp,4.01,"230,802","May 18, 2021","Feb 08, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 11, 2022",,Paperback,view,/book/show/58438593-the-soulmate-equation
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Project Hail Mary,"Weir, Andy*",0593135202,9780593135204,0593135202,476        pp,4.51,"565,835","May 04, 2021","May 04, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 11, 2022",,Hardcover,view,/book/show/54493401-project-hail-mary
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All About Love: New Visions,"hooks, bell",0688168442,9780688168445,0688168442,240        pp,4.06,"86,260","Dec 22, 1999","Dec 22, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 10, 2022",,Hardcover,view,/book/show/17607.All_About_Love
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Reminders of Him,"Hoover, Colleen*",,,,335        pp,4.38,"1,198,244","Jan 18, 2022","Jan 18, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2022",,Kindle Edition,view,/book/show/58341222-reminders-of-him
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mad Women's Ball,"Mas, Victoria*",1419757598,9781419757594,1419757598,224        pp,3.78,"29,250","Aug 21, 2019","Sep 07, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 08, 2022",,Hardcover,view,/book/show/56969561-the-mad-women-s-ball
