,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Julie's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Normal People,"Rooney, Sally*",1984822179,9781984822178,1984822179,273        pp,3.81,"1,385,658","Aug 28, 2018","Apr 16, 2019",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I thought this book would be a more in-depth relationship between two people. I could not even feel empathetic for either one of them the characters. I thought this book would be a more in-depth relationship between two people. I could not even feel empathetic for either one of them the characters. They came across as superficial and not well developed. It really felt like it came down to a sexual connection between the two. I feel that sex is an important part of a relationship, but it’s not the main focus of a relationship. I felt like that’s what the author’s focus was on this book. It left me wanting and disappointed....more",Notes are private!,0,3,1,"May 13, 2020","May 21, 2020","May 12, 2020",,Hardcover,view (with text),/book/show/41057294-normal-people
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Simple Path,"Teresa, Mother",0345397452,9780345397454,0345397452,240        pp,4.24,"1,701",May 1995,"Oct 31, 1995",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The title says it all. It tells us how to love how to enjoy the simple things in life for those will give us the most pleasure and the most peace. In The title says it all. It tells us how to love how to enjoy the simple things in life for those will give us the most pleasure and the most peace. In the time that we live in, it is nice to be gently reminded that we too can go back and find that love and peace...more",Notes are private!,0,0,1,"May 07, 2020","May 12, 2020","May 07, 2020",,Hardcover,view (with text),/book/show/220309.A_Simple_Path
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Gifts of Imperfection,"Brown, Brené*",159285849X,9781592858491,159285849X,137        pp,4.25,"192,598","Aug 27, 2010","Aug 27, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 29, 2020","Nov 14, 2020","Apr 29, 2020",,Paperback,view,/book/show/7015403-the-gifts-of-imperfection
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Isaiah  -  (The Holy Bible #23) NIV UK,Anonymous,,,,unknown,4.59,791,-520,Oct 2013,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 12, 2020","Apr 12, 2020","Apr 12, 2020",,Audiobook,view,/book/show/40238127-the-book-of-isaiah---the-holy-bible-23-niv-uk
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rediscover the Saints: Twenty-Five Questions That Will Change Your Life,"Kelly, Matthew*",,9781635821147,,unknown,4.11,"1,924","Aug 15, 2019","Aug 15, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I liked the fact that each chapter talked about a saint and how it connected to our life today and just had great little stories and antidotes about lI liked the fact that each chapter talked about a saint and how it connected to our life today and just had great little stories and antidotes about life and saints in general very inspirational....more,Notes are private!,0,1,1,not set,not set,"Apr 03, 2020",,ebook,view (with text),/book/show/46260889-rediscover-the-saints
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eleanor Oliphant Is Completely Fine,"Honeyman, Gail",0735220697,9780735220690,0735220697,325        pp,4.24,"1,227,127","May 09, 2017","Jun 05, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 14, 2020","Mar 17, 2020","Mar 14, 2020",,Paperback,view,/book/show/39961982-eleanor-oliphant-is-completely-fine
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Apeirogon,"McCann, Colum*",030787804X,9780307878045,030787804X,15        pp,4.25,"21,707","Feb 25, 2020","Feb 25, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 07, 2020","Apr 20, 2020","Mar 07, 2020",,Audio CD,view,/book/show/50732671-apeirogon
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mr. Lincoln's Wife,"Colver, Anne",0815220715,9780815220718,0815220715,363        pp,3.86,50,"May 20, 1943","Jan 01, 1965",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 06, 2020","Mar 06, 2020","Mar 06, 2020",,Hardcover,view,/book/show/2983212-mr-lincoln-s-wife
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Water Dancer,"Coates, Ta-Nehisi",,,,416        pp,4.07,"110,076","Sep 24, 2019","Sep 24, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 04, 2020",,Hardcover,view,/book/show/43982054-the-water-dancer
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Smoke at Dawn        (Civil War: 1861-1865, Western Theater, #3)","Shaara, Jeff",0345527410,9780345527417,0345527410,495        pp,4.28,"2,825",2014,"Jun 03, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Jan 2020,"Feb 23, 2020","Jan 01, 2020",,Hardcover,view,/book/show/18373208-the-smoke-at-dawn
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Saint Clare: Beyond the Legend,"Bartoli, Marco",0867169508,9780867169508,0867169508,176        pp,4.00,35,"Mar 05, 2010","Mar 05, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Jan 2020,"Apr 27, 2020","Jan 01, 2020",,Paperback,view,/book/show/9150823-saint-clare
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Interior Castle,Teresa of Ávila,0486461459,9780486461458,0486461459,169        pp,4.15,"8,201",1588,"Dec 17, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Dec 03, 2019","Dec 03, 2019","Dec 03, 2019",,Paperback,view,/book/show/2327660.The_Interior_Castle
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Chain of Thunder        (Civil War: 1861-1865, Western Theater, #2)","Shaara, Jeff",0345527399,9780345527394,0345527399,608        pp,4.22,"3,469","Jan 01, 2013","May 06, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Love this series. It talks about the battles that took place during the Civil War west of the Mississippi that didn’t get as much recognition as in thLove this series. It talks about the battles that took place during the Civil War west of the Mississippi that didn’t get as much recognition as in the East. In fact this battle took place same time as Gettysburg and the whole town surrounded or they would have starved to death. However you never hear about the battle in Vicksburg. One of the deciding factors for Lincoln making Grant the head of the whole Federal Army. Great book with such vivid detail and human emotion. Can’t wait to read the next in the series. ...more,Notes are private!,0,1,1,"Oct 15, 2019","Dec 06, 2019","Oct 15, 2019",,Paperback,view (with text),/book/show/18730317-a-chain-of-thunder
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The List,"Forde, Patricia*",,,,336        pp,3.68,"5,744","Apr 16, 2015","Aug 01, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Sep 29, 2019","Dec 14, 2019","Sep 29, 2019",,Hardcover,view,/book/show/33846933-the-list
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Island of the Blue Dolphins,"O'Dell, Scott",,,B0038AUY8M,194        pp,3.87,"332,521","Sep 09, 1960","Feb 08, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 09, 2019",,Kindle Edition,view,/book/show/41044096-island-of-the-blue-dolphins
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bridge to Terabithia,"Paterson, Katherine",,,B001UFP6JY,190        pp,4.05,"546,236","Oct 21, 1977","Oct 06, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 09, 2019",,Kindle Edition,view,/book/show/40940121-bridge-to-terabithia
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Phantom Tollbooth,"Juster, Norton",0394820371,9780394820378,0394820371,248        pp,4.20,"286,767",1961,1996,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 09, 2019",,Paperback,view,/book/show/378.The_Phantom_Tollbooth
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Where the Wild Things Are,"Sendak, Maurice",0099408392,9780099408390,B00BG704OS,38        pp,4.24,"1,003,701","Apr 09, 1963",2000,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 09, 2019",,Paperback,view,/book/show/19543.Where_the_Wild_Things_Are
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Anne of Windy Poplars        (Anne of Green Gables, #4)","Montgomery, L.M.",0808516965,9780808516965,0808516965,288        pp,4.02,"97,951","Jun 28, 1936","Dec 01, 1983",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 09, 2019",,School & Library Binding,view,/book/show/65840.Anne_of_Windy_Poplars
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Anne's House of Dreams        (Anne of Green Gables, #5)","Montgomery, L.M.",,,,227        pp,4.17,"107,595",1917,"Nov 01, 1983",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 09, 2019",,Mass Market Paperback,view,/book/show/77394.Anne_s_House_of_Dreams
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Little House on the Prairie        (Little House, #3)","Wilder, Laura Ingalls",,,,335        pp,4.21,"290,692",1935,1994,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 09, 2019",,Paperback,view,/book/show/77767.Little_House_on_the_Prairie
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Little House in the Big Woods        (Little House, #1)","Wilder, Laura Ingalls",0060885378,9780060885373,0060885378,224        pp,4.20,"269,087",1932,"Jan 01, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 09, 2019",,Paperback,view,/book/show/8337.Little_House_in_the_Big_Woods
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Raven,"Poe, Edgar Allan",0486290727,9780486290720,0486290727,64        pp,4.29,"146,367","Jan 29, 1845","Apr 25, 1996",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 09, 2019",,Paperback,view,/book/show/264158.The_Raven
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Cannery Row        (Cannery Row, #1)","Steinbeck, John",014200068X,9780142000687,014200068X,181        pp,4.06,"137,779",1945,"Feb 05, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 09, 2019",,Paperback,view,/book/show/4799.Cannery_Row
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Yellow Wall-Paper,"Gilman, Charlotte Perkins",1558611584,9781558611580,1558611584,64        pp,4.10,"201,647","Jan 10, 1892","Sep 01, 1996",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 09, 2019",,Paperback,view,/book/show/286957.The_Yellow_Wall_Paper
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Sorcerer's Stone        (Harry Potter, #1)","Rowling, J.K.",,,0439554934,309        pp,4.47,"10,053,196","Jun 26, 1997","Nov 01, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 09, 2019",,Hardcover,view,/book/show/3.Harry_Potter_and_the_Sorcerer_s_Stone
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Anne of the Island        (Anne of Green Gables, #3)","Montgomery, L.M.",,,,243        pp,4.27,"173,584","Nov 01, 1915","Nov 01, 1983",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 09, 2019",,Mass Market Paperback,view,/book/show/77392.Anne_of_the_Island
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Tell-Tale Heart and Other Writings,"Poe, Edgar Allan",0553212281,9780553212280,0553212281,448        pp,4.19,"240,048",1843,"Feb 01, 1983",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 09, 2019",,Mass Market Paperback,view,/book/show/391729.The_Tell_Tale_Heart_and_Other_Writings
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fountainhead,"Rand, Ayn",,,,704        pp,3.88,"323,407","Apr 15, 1943","Sep 01, 1996",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 09, 2019",,Mass Market Paperback,view,/book/show/2122.The_Fountainhead
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Where the Red Fern Grows,"Rawls, Wilson",0375806814,9780375806810,0375806814,272        pp,4.11,"406,575",1961,"May 09, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 09, 2019",,Mass Market Paperback,view,/book/show/10365.Where_the_Red_Fern_Grows
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Anne of Avonlea        (Anne of Green Gables, #2)","Montgomery, L.M.",0553213148,9780553213140,0553213148,276        pp,4.22,"198,649","Jan 14, 1909",Sep 1992,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 09, 2019",,Mass Market Paperback,view,/book/show/77390.Anne_of_Avonlea
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Black Beauty,"Sewell, Anna",0439228905,9780439228909,0439228905,245        pp,3.99,"278,344","Nov 24, 1877","Mar 01, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 09, 2019",,Mass Market Paperback,view,/book/show/3685.Black_Beauty
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Wrinkle in Time        (Time Quintet, #1)","L'Engle, Madeleine",1250153271,9781250153272,1250153271,218        pp,3.98,"1,202,376",1962,"Nov 07, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 09, 2019",,Paperback,view,/book/show/33574273-a-wrinkle-in-time
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Color Purple,"Walker, Alice",,,,295        pp,4.27,"685,380","Jun 01, 1982","Apr 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 09, 2019",,Paperback,view,/book/show/11486.The_Color_Purple
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Two Towers        (The Lord of the Rings, #2)","Tolkien, J.R.R.",0618346260,9780618346264,0618346260,322        pp,4.48,"968,773","Nov 11, 1954","Jan 01, 1993",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 09, 2019",,Paperback,view,/book/show/15241.The_Two_Towers
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Charlotte’s Web,"White, E.B.",0064410935,9780064410939,0064410935,184        pp,4.20,"1,834,841","Oct 15, 1952","Oct 01, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 09, 2019",,Paperback,view,/book/show/24178.Charlotte_s_Web
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Outsiders,"Hinton, S.E.*",,,,208        pp,4.13,"1,337,496","Apr 24, 1967","Sep 01, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 09, 2019",,Mass Market Paperback,view,/book/show/231804.The_Outsiders
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One Hundred Years of Solitude,"García Márquez, Gabriel",,,,417        pp,4.11,"971,248",1967,"Jun 24, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 09, 2019",,Mass Market Paperback,view,/book/show/320.One_Hundred_Years_of_Solitude
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Lion, the Witch and the Wardrobe        (Chronicles of Narnia, #1)","Lewis, C.S.",,,,206        pp,4.24,"2,798,639","Oct 16, 1950",2005,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 09, 2019",,Paperback,view,/book/show/100915.The_Lion_the_Witch_and_the_Wardrobe
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,East of Eden,"Steinbeck, John",0142000655,9780142000656,0142000655,601        pp,4.41,"538,918",1952,2002,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 09, 2019",,Paperback,view,/book/show/4406.East_of_Eden
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Fellowship of the Ring        (The Lord of the Rings, #1)","Tolkien, J.R.R.",0618346252,9780618346257,0618346252,398        pp,4.39,"2,808,418","Jul 29, 1954","Jan 01, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 09, 2019",,Paperback,view,/book/show/34.The_Fellowship_of_the_Ring
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Anne of Green Gables        (Anne of Green Gables, #1)","Montgomery, L.M.",0451528824,9780451528827,0451528824,320        pp,4.31,"978,820",1908,"May 06, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Jul 07, 2020not set","Jul 20, 2020not set","Sep 09, 2019",,Mass Market Paperback,view,/book/show/8127.Anne_of_Green_Gables
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gone with the Wind,"Mitchell, Margaret",,,0446675539,"1,037        pp",4.31,"1,207,890","Jun 30, 1936","Apr 01, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 09, 2019",,Mass Market Paperback,view,/book/show/18405.Gone_with_the_Wind
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Little Prince,"Saint-Exupéry, Antoine de",,,,96        pp,4.32,"2,111,736","Apr 06, 1943","Jun 29, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 09, 2019",,Paperback,view,/book/show/157993.The_Little_Prince
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Grapes of Wrath,"Steinbeck, John",067001690X,9780670016907,067001690X,479        pp,4.01,"906,514","Apr 14, 1939","Apr 10, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 09, 2019",,Hardcover,view,/book/show/18114322-the-grapes-of-wrath
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Adventures of Tom Sawyer,"Twain, Mark",,9780143039563,0143039563,244        pp,3.92,"936,240",Jun 1876,"Feb 28, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 09, 2019",,Paperback,view,/book/show/24583.The_Adventures_of_Tom_Sawyer
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Hobbit        (The Lord of the Rings, #0)","Tolkien, J.R.R.",,,,366        pp,4.29,"3,973,538","Sep 21, 1937","Aug 15, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 09, 2019",,Paperback,view,/book/show/5907.The_Hobbit
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anna Karenina,"Tolstoy, Leo",,,,964        pp,4.09,"848,060",1878,"Oct 16, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 09, 2019",,Paperback,view,/book/show/15823480-anna-karenina
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dracula,"Stoker, Bram",0393970124,9780393970128,0393970124,488        pp,4.01,"1,275,179","May 26, 1897","May 12, 1986",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 09, 2019",,Paperback,view,/book/show/17245.Dracula
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Of Mice and Men,"Steinbeck, John",0142000671,9780142000670,0142000671,107        pp,3.88,"2,546,819","Feb 25, 1937",2002,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 09, 2019",,Paperback,view,/book/show/890.Of_Mice_and_Men
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lord of the Flies,"Golding, William",0140283331,9780140283334,0140283331,182        pp,3.69,"2,904,230","Sep 17, 1954","Oct 01, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 09, 2019",,Paperback,view,/book/show/7624.Lord_of_the_Flies
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Catcher in the Rye,"Salinger, J.D.",0316769177,9780316769174,0316769177,277        pp,3.80,"3,523,806","Jul 16, 1951","Jan 30, 2001",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,2,"Nov 19, 2019not set","Nov 19, 2019not set","Sep 09, 2019",,Paperback,view,/book/show/5107.The_Catcher_in_the_Rye
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wuthering Heights,"Brontë, Emily",,,,464        pp,3.89,"1,805,465",Dec 1847,2002,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 09, 2019",,Paperback,view,/book/show/6185.Wuthering_Heights
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,1984,"Orwell, George",,,,298        pp,4.19,"4,598,651","Jun 08, 1949","Sep 03, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 09, 2019",,Kindle Edition,view,/book/show/40961427-1984
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,God Will Carry You Through,"Lucado, Max*",1400323118,9781400323111,1400323118,224        pp,4.54,"1,054","Sep 17, 2013","Sep 17, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 02, 2019","Sep 02, 2019","Sep 02, 2019",,Hardcover,view,/book/show/17586416-god-will-carry-you-through
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Reckless Oath We Made,"Greenwood, Bryn*",0525541845,9780525541844,0525541845,436        pp,3.99,"12,825","Aug 20, 2019","Aug 20, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 20, 2019",,Hardcover,view,/book/show/42976592-the-reckless-oath-we-made
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Nickel Boys,"Whitehead, Colson*",,,,213        pp,4.26,"245,130","Jul 16, 2019","Jul 16, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Dec 08, 2019","Dec 28, 2019","Jul 16, 2019",,Kindle Edition,view,/book/show/42270835-the-nickel-boys
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Most Fun We Ever Had,"Lombardo, Claire*",0385544251,9780385544252,0385544251,532        pp,3.95,"79,070","Jun 25, 2019","Jun 25, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 15, 2019",,Hardcover,view,/book/show/41880044-the-most-fun-we-ever-had
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mother Teresa: Come Be My Light: The Private Writings of the Saint of Calcutta,"Teresa, Mother",0307589234,9780307589231,0307589234,416        pp,4.16,"3,869","Sep 04, 2007","Oct 13, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jun 08, 2019","Jun 28, 2019","Jun 08, 2019",,Paperback,view,/book/show/6861191-mother-teresa
