,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Elizabeth's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
201,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An American Marriage,"Jones, Tayari*",1616201347,9781616201340,1616201347,308        pp,3.94,"358,673","Jan 29, 2018","Feb 06, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This was a captivating story and had tough characters. Big Roy was the best of then all in my opinion. But I loved the writing so much it kept me goinThis was a captivating story and had tough characters. Big Roy was the best of then all in my opinion. But I loved the writing so much it kept me going despite my anger at the choices everyone makes! ...more,Notes are private!,0,2,1,Mar 2022,"Mar 05, 2022","Mar 01, 2022",,Hardcover,view (with text),/book/show/33590210-an-american-marriage
202,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Verity,"Hoover, Colleen*",1791392792,9781791392796,1791392792,323        pp,4.32,"2,674,427","Dec 07, 2018","Dec 10, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This was pure insanity. Compulsively readable/skimmable but extremely crazy.,Notes are private!,0,1,1,"Feb 27, 2022","Feb 28, 2022","Feb 28, 2022",,Paperback,view (with text),/book/show/43225180-verity
203,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Days of Ptolemy Grey,"Mosley, Walter",1594487723,9781594487729,1594487723,277        pp,4.13,"8,524","Nov 11, 2010","Nov 11, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Great story, I loved the pacing and dialogue. I don’t admire all the choices made but it’s certainly thought provoking and will be a good conversationGreat story, I loved the pacing and dialogue. I don’t admire all the choices made but it’s certainly thought provoking and will be a good conversation at book club! ...more",Notes are private!,0,1,1,"Mar 16, 2022","Mar 20, 2022","Feb 27, 2022",,Hardcover,view (with text),/book/show/7951334-the-last-days-of-ptolemy-grey
204,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Remains of the Day,"Ishiguro, Kazuo*",,,,276        pp,4.14,"303,581","May 01, 1989","Jul 15, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 24, 2022",,Kindle Edition,view,/book/show/8622058-the-remains-of-the-day
205,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Going There,"Couric, Katie",0316593311,9780316593311,0316593311,736        pp,4.04,"23,803","Oct 26, 2021","Oct 26, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 stars. When I read memoir I try not to rate based on the author’s story and more about the crafting of the book. I enjoyed this book, I listened t3.5 stars. When I read memoir I try not to rate based on the author’s story and more about the crafting of the book. I enjoyed this book, I listened to it (my favorite was to consume memoir) and found myself laughing and crying at various times. I felt some more editing was needed as some chapters ended on strange notes (example, one chapter ended with the exclamation “Jesus!”, it made sense on audio but I don’t think it would have in print) and some chapters could have been shorter. And why 99 chapters? I was hoping there would be a surprise 100, that would have felt more resolved, haha. As for the “tea” she spills, I felt some of it was enlightening and some felt a little petty. She critiques herself and her own actions in addition to many (many) others. I have some opinions on the Matt Laurer scandal, but I’ll save that for a conversation if anyone is interested :)One thing that bothered me was her continued mentioning of her body. It seems that she still struggles with her body image and I just wish she could use her voice to promote more body positivity. She admits to struggling with bulimia when she was younger so I don’t doubt this is an ongoing battle. It made me sad to be honest. But overall it made for an interesting read! ...more",Notes are private!,0,0,1,"Mar 12, 2022","Mar 18, 2022","Feb 24, 2022",,Hardcover,view (with text),/book/show/57007708-going-there
206,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What My Bones Know: A Memoir of Healing from Complex Trauma,"Foo, Stephanie*",0593238109,9780593238103,0593238109,352        pp,4.52,"43,007","Feb 22, 2022","Feb 22, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 23, 2022",,Hardcover,view,/book/show/58214328-what-my-bones-know
207,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ginny Moon,"Ludwig, Benjamin*",1489220704,9781489220707,1489220704,368        pp,4.08,"15,745","May 02, 2017","May 02, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Feb 13, 2022","Feb 13, 2022","Feb 13, 2022",,Hardcover,view,/book/show/32195586-ginny-moon
208,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"More Than a Body: Your Body Is an Instrument, Not an Ornament","Kite, Lexie",0358229243,9780358229247,0358229243,352        pp,4.19,"5,980","Dec 29, 2020","Dec 29, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 11, 2022",,Hardcover,view,/book/show/48930276-more-than-a-body
209,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Taste: My Life Through Food,"Tucci, Stanley",1982168013,9781982168018,1982168013,291        pp,4.21,"75,244","Oct 05, 2021","Oct 05, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"So much fun. I definitely recommend the audio but if you want to try his recipes you may have to get it in print, too. His enthusiasm and passion for So much fun. I definitely recommend the audio but if you want to try his recipes you may have to get it in print, too. His enthusiasm and passion for food and acting is definitely apparent through his memoir. But his love of his family is also center stage, from his childhood around the table to tales involving both his late wife and his second wife and all their children combined. His cancer journey was so poignant and ironic but made the impact of his memoir that much stronger. I highly recommend! Oh and in case Mr. Tucci reads this: I promise I will never cut my spaghetti with a knife again. ...more",Notes are private!,0,0,1,"Feb 11, 2022","Feb 12, 2022","Feb 11, 2022",,Hardcover,view (with text),/book/show/55360284-taste
210,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Know Why the Caged Bird Sings,"Angelou, Maya",,,,unknown,4.29,"530,957",1969,"Jan 04, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I’m not sure why it took me so long to read Maya Angelou’s childhood memoir. I enjoyed listening to her voice narrate her own story. I especially enjoI’m not sure why it took me so long to read Maya Angelou’s childhood memoir. I enjoyed listening to her voice narrate her own story. I especially enjoyed her emphatic “Preach IT” section. It was not easy all the time and her traumatic assault and the confusion it brought on her was a testament to the innocence of childhood. I enjoyed the many lessons she teaches without once telling the reader what to think: her stories are so powerful, one can’t help but reflect on it and that is where growth occurs. ...more",Notes are private!,0,1,1,"Jan 31, 2022","Feb 08, 2022","Jan 28, 2022",,Audiobook,view (with text),/book/show/22490966-i-know-why-the-caged-bird-sings
211,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Room,"Donoghue, Emma*",,,B003YFIUW8,321        pp,4.08,"803,847","Aug 20, 2010","Sep 13, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 28, 2022",,Kindle Edition,view,/book/show/31685789-room
212,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Supper of the Lamb: A Culinary Reflection,"Capon, Robert Farrar",0375760563,9780375760563,0375760563,284        pp,4.47,"2,493","Oct 01, 1989","Jul 02, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 25, 2022",,Paperback,view,/book/show/157466.The_Supper_of_the_Lamb
213,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Magnolia Palace,"Davis, Fiona*",0593184017,9780593184011,0593184017,340        pp,3.88,"68,925","Jan 25, 2022","Jan 25, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 23, 2022",,Hardcover,view,/book/show/57099323-the-magnolia-palace
214,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Year of Magical Thinking,"Didion, Joan",1400078431,9781400078431,1400078431,227        pp,3.93,"242,892","Sep 01, 2005","Feb 13, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,There is no question that Joan Didion was a gifted writer. I thoroughly enjoyed this book for its unique writing style. It almost felt like a stream oThere is no question that Joan Didion was a gifted writer. I thoroughly enjoyed this book for its unique writing style. It almost felt like a stream of consciousness in several places. The whole book told the story of how she handled the aftermath of her husband’s sudden death. Her daughter was simultaneously in critical condition when he died which complicated her grief even further. The Year of Magical Thinking is a journey deep into the grieving process and Joan Didion is very honest and open in her experience. The love she had for her husband was beautiful. I don’t agree with everything she wrote concerning the resurrection of the body but I still enjoyed listening to this. ...more,Notes are private!,0,1,1,"Jan 20, 2022","Jan 24, 2022","Jan 20, 2022",,Paperback,view (with text),/book/show/7815.The_Year_of_Magical_Thinking
215,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The One Hundred Years of Lenni and Margot,"Cronin, Marianne*",0063017504,9780063017504,0063017504,322        pp,4.30,"96,040","Jun 01, 2021","Jun 01, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This was a lovely story.,Notes are private!,0,1,1,"May 28, 2022","Jun 04, 2022","Jan 19, 2022",,Paperback,view (with text),/book/show/54798488-the-one-hundred-years-of-lenni-and-margot
216,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Taft,"Patchett, Ann",0060540761,9780060540760,0060540761,246        pp,3.55,"9,941","Oct 01, 1994","Mar 18, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I don’t know what to rate this so I’m not going to. I’ve been reading through all of Patchett’s catalog this year and this one definitely left me feelI don’t know what to rate this so I’m not going to. I’ve been reading through all of Patchett’s catalog this year and this one definitely left me feeling confused, which is a first for me and this author. The writing is gorgeous, the characters jump off the page, the sense of place is spot on. But it moved really slow and I was not a fan of the characters choices and don’t feel like we got enough resolution. This was probably all well intended and I’m perhaps missing something in my understanding so I’m not upset about it! Two more books to go! ...more",Notes are private!,0,1,1,"Sep 27, 2022","Oct 04, 2022","Jan 18, 2022",,Paperback,view (with text),/book/show/255511.Taft
217,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This is the Story of a Happy Marriage,"Patchett, Ann",0062236679,9780062236678,0062236679,308        pp,4.00,"35,146","Nov 11, 2013","Nov 05, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Reading Ann Patchett truly feels like checking in with a very old friend, especially her non fiction. I can’t say enough about how much I love her worReading Ann Patchett truly feels like checking in with a very old friend, especially her non fiction. I can’t say enough about how much I love her work. How did I miss it all these years? I’m just glad she waited for me. This collection was just as wonderful as These Precious Days. I highly recommend! ...more",Notes are private!,0,2,1,"Feb 28, 2022","Mar 21, 2022","Jan 18, 2022",,Hardcover,view (with text),/book/show/17349222-this-is-the-story-of-a-happy-marriage
218,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Magician's Assistant,"Patchett, Ann",,,,357        pp,3.72,"44,004",1997,"Dec 01, 1998",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I have been making my way through Ann Patchett’s catalog all year and this was the first real miss for me. I have noticed the further into her backlisI have been making my way through Ann Patchett’s catalog all year and this was the first real miss for me. I have noticed the further into her backlist, the less I am enjoying the books. Hmmmm. This book just didn’t excite me at all. ...more",Notes are private!,0,1,1,"Oct 20, 2022","Oct 29, 2022","Jan 18, 2022",,Paperback,view (with text),/book/show/16055.The_Magician_s_Assistant
219,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Truth & Beauty,"Patchett, Ann",0060572159,9780060572150,0060572159,257        pp,3.96,"43,448",Sep 1995,"Apr 05, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book broke my heart and sadly, because it’s real life, couldn’t put it back together before the final pages. But despite the sadness, I definitelThis book broke my heart and sadly, because it’s real life, couldn’t put it back together before the final pages. But despite the sadness, I definitely can say this is one of the best memoirs I have ever read. It was intimate without feeling intrusive, it told the story in great detail yet was respectful. It truly honored the friendship of Ann and Lucy. I had alternating feelings of being angry with Lucy and simply adoring her, which seems to track with all who came into contact with her. She was a tortured soul, an artist, a survivor, and so much more. Ann’s love and grief for Lucy was palpable on every page and I am thankful she shared this with her readers. Lucy’s story needs to live on, as both a tribute to her and a cautionary tale. ...more",Notes are private!,0,2,1,"Aug 27, 2022","Aug 31, 2022","Jan 18, 2022",,Paperback,view (with text),/book/show/3686.Truth_Beauty
220,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Patron Saint of Liars,"Patchett, Ann",1841150509,9781841150505,1841150509,352        pp,3.87,"50,656",1992,"Jan 01, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Not sure I can rate this one. I loved the storyline and felt like I was going to love this book most of the way through. I really had a hard time withNot sure I can rate this one. I loved the storyline and felt like I was going to love this book most of the way through. I really had a hard time with the main character-she was flat and disconnected emotionally for seemingly no reason. Maybe I missed a clue somewhere but I didn’t understand the lack of development for her. But despite that, it was an enjoyable reading experience. I really loved the other two main characters and the story of the house itself. Side note-this was my last Ann Patchett book! I am so glad I read through her entire catalog this year. She has taken her place at the top of my favorites list and I’ll be forever grateful for her books. I’m going to end the year by re-reading the one that started it all for me-These Precious Days. ...more",Notes are private!,0,1,1,"Nov 13, 2022","Nov 20, 2022","Jan 18, 2022",,Paperback,view (with text),/book/show/15957.The_Patron_Saint_of_Liars
221,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Run,"Patchett, Ann",0061340634,9780061340635,0061340634,295        pp,3.65,"50,182",2007,"Sep 25, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My Ann Patchett immersion continues with Run. Every time I start a book by this writer, I feel like I’m setting off on a trip where I don’t know whereMy Ann Patchett immersion continues with Run. Every time I start a book by this writer, I feel like I’m setting off on a trip where I don’t know where I’m going but I know the journey will be worth every step. Run is no exception. I really can’t  these books-just read them all and enjoy the experience. ...more",Notes are private!,0,3,1,"Jun 04, 2022","Jun 11, 2022","Jan 18, 2022",,Hardcover,view (with text),/book/show/80566.Run
222,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,State of Wonder,"Patchett, Ann",0062049801,9780062049803,0062049801,353        pp,3.89,"188,467","May 03, 2011","Jun 07, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Wow this was a wild ride down the Amazon and into the jungle. What a unique and fascinating story.,Notes are private!,0,1,1,"Apr 18, 2022","Apr 25, 2022","Jan 18, 2022",,Hardcover,view (with text),/book/show/9118135-state-of-wonder
223,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bel Canto,"Patchett, Ann",,,0060838728,318        pp,3.93,"283,420","May 22, 2001","Feb 07, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My first non 5 star Patchett book….I’m ok, it’s ok. As usual I loved the writing and sense of place. It was almost like reading someone’s dream. I felMy first non 5 star Patchett book….I’m ok, it’s ok. As usual I loved the writing and sense of place. It was almost like reading someone’s dream. I felt transported every time I picked it up. But there is something lingering that is holding me back from 5 stars, but I’m not sure what it is yet. If I figure it out, I’ll update this. ...more",Notes are private!,0,5,1,"Jul 05, 2022","Jul 11, 2022","Jan 18, 2022",,Paperback,view (with text),/book/show/5826.Bel_Canto
224,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Let Your Life Speak: Listening for the Voice of Vocation,"Palmer, Parker J.",0787947350,9780787947354,0787947350,128        pp,4.15,"12,362","Sep 10, 1999","Sep 10, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 14, 2022",,Hardcover,view,/book/show/67862.Let_Your_Life_Speak
225,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Housekeeping,"Robinson, Marilynne",0312424094,9780312424091,0312424094,219        pp,3.81,"53,437","Mar 01, 1980","Nov 01, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is my second Marilynne Robinson book (Gilead was my first). I had a similar experience this time around-I found the book to be slow. It took me wThis is my second Marilynne Robinson book (Gilead was my first). I had a similar experience this time around-I found the book to be slow. It took me well over a week to read 218 pages. There are lots of words yet little plot. It’s gorgeous writing and the landscape of the lake and the train are very immersive. So it’s a mixed bag because it is a beautiful book but as a reading experience, it is a bit of a slog. Being slowed down isn’t always a bad thing though! She was my 4th author for my 2023 challenge. I’ll rate her as number 3/4 so far. 1. Eudora Welty-Delta Wedding2. Toni Morrison-Beloved3. Marilynne Robinson-Housekeeping4. Flannery O’Conner-A good man is hard to find...more",Notes are private!,0,0,1,"Apr 20, 2023","Apr 28, 2023","Jan 13, 2022",,Paperback,view (with text),/book/show/11741.Housekeeping
226,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Commonwealth,"Patchett, Ann",0062491792,9780062491794,0062491792,322        pp,3.83,"182,228",Sep 2016,"Sep 13, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This is a smart book written by a smart author. It tells the story of a family who has been fractured and patched up in the most interesting of ways. This is a smart book written by a smart author. It tells the story of a family who has been fractured and patched up in the most interesting of ways. I loved the detail and the intersections. Everything made sense. ...more,Notes are private!,0,1,1,"Jan 25, 2022","Feb 04, 2022","Jan 13, 2022",,Hardcover,view (with text),/book/show/28214365-commonwealth
227,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Lost Friends,"Wingate, Lisa*",,,B07ZC727WV,426        pp,4.16,"100,811","Apr 07, 2020","Apr 07, 2020",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This one wasn’t for me.,Notes are private!,0,1,1,"Jan 15, 2022","Jan 18, 2022","Jan 12, 2022",,Kindle Edition,view (with text),/book/show/59042303-the-book-of-lost-friends
228,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sparks Like Stars,"Hashimi, Nadia*",0063008297,9780063008298,0063008297,480        pp,4.29,"19,311","Mar 02, 2021","Feb 08, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 12, 2022",,Paperback,view,/book/show/58132537-sparks-like-stars
229,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Transit of Venus,"Hazzard, Shirley",1860491812,9781860491818,1860491812,352        pp,4.00,"4,268","Mar 14, 1980","Oct 05, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 11, 2022",,Paperback,view,/book/show/12738.The_Transit_of_Venus
230,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dutch House,"Patchett, Ann",,,B07PRXT94R,353        pp,4.10,"446,643","Sep 24, 2019","Sep 24, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book is a literary treasure. I can’t even really  it honestly, it almost seems silly to try. Ann Patchett has skyrocketed to the top of my This book is a literary treasure. I can’t even really  it honestly, it almost seems silly to try. Ann Patchett has skyrocketed to the top of my favorite authors and I’m so excited to continue reading her books. ...more",Notes are private!,0,2,1,"Jan 10, 2022","Jan 13, 2022","Jan 10, 2022",,Kindle Edition,view (with text),/book/show/44569767-the-dutch-house
231,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Corner That Held Them,"Warner, Sylvia Townsend",086068878X,9780860688785,086068878X,310        pp,3.94,"1,267",1948,2008,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2022",,Paperback,view,/book/show/958668.The_Corner_That_Held_Them
232,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Passing,"Larsen, Nella",,,,122        pp,3.93,"65,234",Apr 1929,"Apr 24, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was a really interesting book. Despite being published in the 1920s, it felt like something recent in many ways. I enjoyed the descriptive writinThis was a really interesting book. Despite being published in the 1920s, it felt like something recent in many ways. I enjoyed the descriptive writing, it made me feel I was a fly on the wall for most of the story. It is a short book at just over 100 pages but it packs quite a punch. I recommend! ...more",Notes are private!,0,0,1,"Jan 19, 2022","Jan 22, 2022","Jan 06, 2022",,Paperback,view (with text),/book/show/349929.Passing
233,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Uncommon Reader,"Bennett, Alan",0374280967,9780374280963,0374280967,120        pp,3.74,"53,673",2007,"Sep 18, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A fun and quick read involving Queen Elizabeth as a reader and aspiring writer, what could be better?! The wit and humor made this book come alive on A fun and quick read involving Queen Elizabeth as a reader and aspiring writer, what could be better?! The wit and humor made this book come alive on the page, to the point I was imagining Olivia Coleman as the Queen during most of the dialogue! I highly recommend! ...more",Notes are private!,0,0,1,"Jan 22, 2022","Jan 24, 2022","Jan 05, 2022",,Hardcover,view (with text),/book/show/1096390.The_Uncommon_Reader
234,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Count of Monte Cristo,"Dumas, Alexandre",0140449264,9780140449266,0140449264,"1,276        pp",4.30,"913,607","Aug 28, 1844","May 27, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Impossible to  but oh so so amazing to read. This was the story to beat all stories and the adventure to beat all adventures. It has it all-suspImpossible to  but oh so so amazing to read. This was the story to beat all stories and the adventure to beat all adventures. It has it all-suspense, drama, humor, murder, love, and lots and lots of revenge. Dumas is a master of his craft. Don’t let the length scare you, this was the longest book I’ve ever read and I did it in less than 4 months. Pick this one up, you won’t regret it for a minute. ...more",Notes are private!,0,5,1,"Jan 02, 2022","Apr 20, 2022","Jan 02, 2022",,Paperback,view (with text),/book/show/7126.The_Count_of_Monte_Cristo
235,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sentence,"Erdrich, Louise",006267112X,9780062671127,006267112X,387        pp,3.96,"68,601","Nov 09, 2021","Nov 09, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Sentence was my first Louise Erdrich book and I am happy to say it will be the first of many. There is nothing better than discovering love for a The Sentence was my first Louise Erdrich book and I am happy to say it will be the first of many. There is nothing better than discovering love for a writer with an exceptional catalog! The Sentence is the pandemic book everyone needs to read. It covers those traumatic first days of March 2020 and goes deeper into the race relations exposed that summer, starting with the murder of George Floyd. The book takes place in Minneapolis, so it felt real and raw. The author doesn’t tell the reader what or how to think but challenges the reader to open up one’s mind to others’ experiences. I dog eared so many pages that I’ll have to buy my own copy to mark it up. I particularly loved the main character and her husband, it is rare to have a solid married couple throughout a book. The side characters were fun and the ghost story was the thread that brought the entire book together to form a beautiful tapestry about trauma, love, and family. I highly recommend. ...more",Notes are private!,0,2,1,"Feb 14, 2022","Feb 26, 2022","Dec 31, 2021",,Hardcover,view (with text),/book/show/56816904-the-sentence
236,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Oh William!        (Amgash, #3)","Strout, Elizabeth*",,9780593416129,,unknown,3.86,"80,111","Oct 19, 2021","Oct 19, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was a smartly written and executed book, and it just wasn’t my favorite. The narrator, Lucy, writes about her ex husband, William, telling his stThis was a smartly written and executed book, and it just wasn’t my favorite. The narrator, Lucy, writes about her ex husband, William, telling his story as well as her own. At times it felt like whiplash going back and forth in the narratives while other times it felt natural and right. Basically it was very middle of the road for me. ...more",Notes are private!,0,1,1,"Dec 20, 2021","Dec 24, 2021","Dec 24, 2021",,Audiobook,view (with text),/book/show/57955450-oh-william
237,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Where the Light Gets In: Losing My Mother Only to Find Her Again,"Williams-Paisley, Kimberly*",1101902957,9781101902950,1101902957,272        pp,4.30,"4,712","Mar 29, 2016","Apr 05, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I enjoyed listening to this memoir in the familiar voice of Kimberly Williams-Paisley. I found it very moving and brave, in telling the story but alsoI enjoyed listening to this memoir in the familiar voice of Kimberly Williams-Paisley. I found it very moving and brave, in telling the story but also in living the experience. I had started listening when we found out my father in law is most likely in his last weeks, suffering from dementia much like Kimberly’s mother. The timing was right and I gained some insight into this experience. A theology book it is not but her faith was very comforting. I recommend the audio! ...more",Notes are private!,0,1,1,"Dec 13, 2021","Dec 18, 2021","Dec 13, 2021",,Hardcover,view (with text),/book/show/25852857-where-the-light-gets-in
238,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Somebody's Daughter,"Ford, Ashley C.*",1250305977,9781250305978,1250305977,224        pp,4.04,"65,158","Jun 01, 2021","Jun 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 11, 2021",,Hardcover,view,/book/show/54860610-somebody-s-daughter
239,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blackbird House,"Hoffman, Alice*",,,B000FC1S7M,256        pp,3.81,"17,974","Jan 01, 2004","Jul 20, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This was an artful short story collection that were all woven together with beautiful threads. Perfect to read during a busy time of year.,Notes are private!,0,1,1,"Dec 10, 2021","Dec 21, 2021","Dec 09, 2021",,Kindle Edition,view (with text),/book/show/6582538-blackbird-house
240,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Redbird Christmas,"Flagg, Fannie",0345480260,9780345480262,0345480260,193        pp,3.94,"28,471",2004,"Oct 25, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 09, 2021",,Paperback,view,/book/show/199532.A_Redbird_Christmas
