,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Elisa's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Zoo o Lettere non d'amore,"Shklovsky, Victor",,,,104        pp,3.97,793,1922,"Jul 07, 1979",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 18, 2014","Jan 25, 2014","Jan 18, 2014",,Paperback,view,/book/show/17668428-zoo-o-lettere-non-d-amore
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Liriche e poemi,"Lermontov, Mikhail",8806539264,9788806539269,8806539264,702        pp,4.11,9,2006,1982,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 17, 2014",,Hardcover,view,/book/show/16301133-liriche-e-poemi
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Una storia della lettura,"Manguel, Alberto*",8807490854,9788807490859,8807490854,312        pp,3.98,"5,162","Oct 01, 1996",May 2009,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 11, 2014",,Paperback,view,/book/show/16002919-una-storia-della-lettura
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fax da Sarajevo,"Kubert, Joe",,,,214        pp,3.87,895,1996,"May 11, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 08, 2014",,Paperback,view,/book/show/17907812-fax-da-sarajevo
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Un eroe del nostro tempo e altre prose,"Lermontov, Mikhail",8811364620,9788811364627,8811364620,207        pp,4.11,"58,688",1839,"Jan 01, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 06, 2014","Jan 17, 2014","Jan 06, 2014",,Paperback,view,/book/show/9701382-un-eroe-del-nostro-tempo-e-altre-prose
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Le affinità elettive,"Goethe, Johann Wolfgang von",880437408X,9788804374084,880437408X,268        pp,3.70,"11,604",1809,1993,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 02, 2014","Jan 06, 2014","Jan 02, 2014",,Paperback,view,/book/show/11273928-le-affinit-elettive
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il mondo di ieri,"Zweig, Stefan",8804381124,9788804381129,8804381124,368        pp,4.51,"22,213",1942,"Feb 01, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 01, 2014",,Paperback,view,/book/show/9700484-il-mondo-di-ieri
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'arte di correre,"Murakami, Haruki",880619951X,9788806199517,880619951X,157        pp,3.87,"167,215","Oct 15, 2007","Sep 29, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 29, 2013","Dec 29, 2013","Dec 29, 2013",,Hardcover,view,/book/show/9660569-l-arte-di-correre
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La pianista,"Jelinek, Elfriede",9879397355,9789879397350,9879397355,288        pp,3.58,"12,938",1983,"Jan 28, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 06, 2013",,Paperback,view,/book/show/1694634.La_pianista
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il nostro bisogno di consolazione,"Dagerman, Stig",,,,48        pp,4.24,"1,475",1952,"May 01, 1991",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 06, 2013",,Paperback,view,/book/show/1773183.Il_nostro_bisogno_di_consolazione
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Oblomov,"Goncharov, Ivan",8807822466,9788807822469,8807822466,432        pp,4.12,"38,652",1859,2012,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 19, 2013",,Paperback,view,/book/show/15784141-oblomov
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lettere a don Julio Einaudi, Hidalgo editorial e ad altri queridos amigos","Rodari, Gianni",8806191497,9788806191498,8806191497,126        pp,3.77,13,2008,2008,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 17, 2013",,Paperback,view,/book/show/11174915-lettere-a-don-julio-einaudi-hidalgo-editorial-e-ad-altri-queridos-amigo
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il paese delle prugne verdi,"Müller, Herta",8889767073,9788889767078,8889767073,254        pp,3.67,"5,741",1994,2008,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Nov 17, 2013",,Paperback,view,/book/show/9649501-il-paese-delle-prugne-verdi
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Amore,"Inoue, Yasushi",8845921158,9788845921155,8845921158,124        pp,3.80,702,1950,Oct 2006,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 17, 2013",,Paperback,view,/book/show/9697687-amore
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Le intermittenze della morte,"Saramago, José",8806179373,9788806179373,8806179373,205        pp,4.00,"60,713",Jan 2005,2005,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 17, 2013",,Hardcover,view,/book/show/3564334-le-intermittenze-della-morte
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il giro del giorno in ottanta mondi,"Cortázar, Julio",8875200165,9788875200169,8875200165,302        pp,4.09,817,1967,2006,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 17, 2013",,Paperback,view,/book/show/14743881-il-giro-del-giorno-in-ottanta-mondi
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Diario di un vecchio pazzo,"Tanizaki, Jun'ichirō",8845243753,9788845243752,8845243753,164        pp,3.47,"3,403",1961,2000,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 17, 2013",,Paperback,view,/book/show/9703259-diario-di-un-vecchio-pazzo
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Con gli occhi a mandorla. Sguardi sul Giappone dei cartoon e dei fumetti,"Ponticiello, Roberta",8889613211,9788889613214,8889613211,336        pp,3.64,33,2005,Apr 2007,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 17, 2013",,Paperback,view,/book/show/16031886-con-gli-occhi-a-mandorla-sguardi-sul-giappone-dei-cartoon-e-dei-fumetti
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il dottor Glas,"Söderberg, Hjalmar",8874200323,9788874200320,8874200323,171        pp,3.71,"13,150",1905,"Jul 31, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 17, 2013",,Paperback,view,/book/show/17664700-il-dottor-glas
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La scimmia sulla schiena,"Burroughs, William S.",8817106194,9788817106191,8817106194,252        pp,3.85,"64,733","Apr 15, 1953",1998,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 16, 2013",,Paperback,view,/book/show/9707195-la-scimmia-sulla-schiena
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La bellezza delle cose fragili,"Selasi, Taiye",8806208020,9788806208028,8806208020,350        pp,3.85,"11,749","Mar 05, 2013","Sep 03, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 12, 2013",,Hardcover,view,/book/show/18376783-la-bellezza-delle-cose-fragili
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La linea d'ombra,"Conrad, Joseph",8804533692,9788804533696,8804533692,265        pp,3.68,"5,931",1916,"Jun 22, 1999",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Nov 2013,"Nov 19, 2013","Nov 01, 2013",,Paperback,view,/book/show/7312822-la-linea-d-ombra
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lo straniero,"Camus, Albert",8845238857,9788845238857,8845238857,172        pp,4.02,"1,094,318","May 19, 1942",Oct 1998,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 30, 2013",Nov 2013,"Oct 30, 2013",,Paperback,view,/book/show/17608018-lo-straniero
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Suite francese,"Némirovsky, Irène",,,,415        pp,3.85,"74,157",Sep 2004,Oct 2012,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 15, 2013","Oct 15, 2013","Oct 15, 2013",,Paperback,view,/book/show/16120448-suite-francese
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Martin Eden,"London, Jack",8817153478,9788817153478,8817153478,381        pp,4.47,"43,033",1908,Jun 2006,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,Sep 2013,"Oct 28, 2013","Sep 01, 2013",,Paperback,view,/book/show/9669053-martin-eden
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Due punti,"Szymborska, Wisława",8845921077,9788845921070,8845921077,52        pp,4.12,622,"Nov 30, 2005","Oct 11, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 29, 2013",,Paperback,view,/book/show/9694359-due-punti
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Quer pasticciaccio brutto de via Merulana,"Gadda, Carlo Emilio",8811666422,9788811666424,8811666422,275        pp,3.62,"3,194",Jun 1957,2000,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 01, 2013",,Paperback,view,/book/show/3473246-quer-pasticciaccio-brutto-de-via-merulana
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gli amori difficili,"Calvino, Italo",8806029444,9788806029449,B018BA6ZYA,unknown,3.92,"10,717",1958,"Jun 12, 1982",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 18, 2013",,Paperback,view,/book/show/13419628-gli-amori-difficili
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cani neri,"McEwan, Ian*",8806135031,9788806135034,8806135031,185        pp,3.45,"12,657",1992,1994,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Buona l'intenzione ma deludente il risultato. McEwan vorrebbe indagare sul Male con la m maiuscola, quello che ci portiamo in giro come un arto suppleBuona l'intenzione ma deludente il risultato. McEwan vorrebbe indagare sul Male con la m maiuscola, quello che ci portiamo in giro come un arto supplementare, pronto a sferrare un colpo gonfio d'odio più o meno giustificato, nei rapporti più semplici con i familiari o in guerre insanguinate da questa o quella ideologia. In realtà vorrebbe, ma si ferma molto prima. Per lo più inciampa su un discorso ripetitivo e noioso che pare più l'ossessione di un uomo con la febbre alta che un memoriale. Per cento pagine, si susseguono sempre le stesse domande: dobbiamo avere un approccio spiritualistico o materialistico ai fatti del mondo e dell'uomo? Dobbiamo credere nel Bene e nel Male o solo nell'esistenza di comportamenti definiti disumani, ben spiegabili sul piano sociale e storico? Sentire di essere protetti da una qualche divinità e sentirsi bene per questo, equivale a dimostrare che Dio esiste, o è solo una proiezione mentale del nostro desiderio di mettere i piedi su un terreno solido e fiorito? Impossibile dare una risposta, per McEwan. Si finisce solo per guardare con sospetto entrambe le prospettive e per impegnarsi in una lotta interna che pare non avere una fine. In questo caso, la lotta è portata sul piano relazionale, perché sono i coniugi June e Bernard a rappresentare i due poli del dibattito, a vivere l'abisso che separa i due approcci e la solitudine a cui porta l'incapacità di capire le reciproche posizioni. Sembra, insomma, che tutto sia colpa di quello in cui crediamo nel nostro intimo: quando il mondo esterno non pare dare conferme delle nostre convinzioni anche agli altri, ci armiamo contro di loro. Lì inizia tutto, si cade nel vortice dell'incomprensione: da una separazione si passa alla costruzione di un Muro a Berlino.Sì, va bene. Quindi? McEwan sembra rispondere: no, niente, dicevo così per dire. Mi viene in mente un'immagine descritta da Miller in Tropico del Cancro, che calza a pennello. Pare che un'orchestra stia eseguendo un pezzo di Ravel. I tamburi tengono tutta la platea ben sveglia e ritta sulle poltrone. Ma non è Ravel.  All'improvviso tutto è morto. Come se egli si ricordasse, nel bel mezzo della tirata, di essere in mutande. Si ferma. Grande sbaglio, secondo la mia modesta opinione. L'arte sta nell'andare fino in fondo. Se cominci con i tamburi devi finire con la dinamite, o col tritolo. Ravel ha sacrificato qualcosa alla forma, per avere una verdura che la gente potesse digerire prima di andare a letto. ...more",Notes are private!,0,2,1,"Jul 24, 2013","Jul 26, 2013","Jul 18, 2013",,Paperback,view (with text),/book/show/7675557-cani-neri
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il sogno di una cosa,"Pasolini, Pier Paolo",8811667909,9788811667902,8811667909,220        pp,3.63,326,1950,"Apr 01, 1995",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 26, 2013","Jul 27, 2013","Jul 18, 2013",,Paperback,view,/book/show/863244.Il_sogno_di_una_cosa
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tropico del Cancro,"Miller, Henry",8807806797,9788807806797,B001Z6XQL8,261        pp,3.66,"72,339",1934,1989,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"E io gli risi in faccia.Henry Miller rideva spesso in faccia alle persone. Questa frase spunta fuori tante volte durante la narrazione. Non potei tratE io gli risi in faccia.Henry Miller rideva spesso in faccia alle persone. Questa frase spunta fuori tante volte durante la narrazione. Non potei trattenermi, scoppiai a ridergli in faccia. Ho passato il tempo a immaginare la sua risata. Meglio, il momento esatto in cui il tentativo di trattenerla si trasformava in un misero fallimento. Volevo avere in testa il suo viso esatto ai tempi del racconto, e così l'ho cercato: http://img2.bdbphotos.com/images/orig... . Uno così ha un viso perfetto per ridere in faccia alla gente.È pulito e bonaccione. Davanti a un viso così, placido come un piccione albino, uno si accoccola sulla sedia e vomita in un colpo solo mal di vivere e aspirazioni. Henry Miller ascoltava tutte le sparate egotistiche dei conoscenti, e loro lo prendevano in simpatia. Dovunque andasse, qualche amico lo rimediava. Lui, zitto zitto, sorrideva, si faceva due risate dentro e sperava in qualche franco di ricompensa. I parassiti sono sempre quelli che ne sanno di più sul conto degli uomini. Volta per volta, ride in faccia a tutto. Cosa è il mondo se non un'accozzaglia di ossa morte (doppiamente morte), scheletri in trepidazione per un miraggio paradisiaco, fogne e vuoto? Tutto puzza, ma ci convinciamo di vivere immersi nel profumo di rose. Cosa siamo noi, se non meteore che bruciano rapidamente, destinate a scomparire del tutto, lasciando solo un nome, e forse nemmeno quello? Eppure pare che la vita debba avere valore solo se si arriva allo scalino più alto della scala sociale. E cosa impedisce di pensare che il paradiso non esista, che non abbia alcun senso vivere disperando nella speranza, quando si può prendere atto che il cielo è vuoto e afferrare ciò che la vita offre di piacevole? Miller sospetta che  nel centro della terra, Dio o il Diavolo lavorino di continuo in camicia di forza a macinare per quel paradiso che non è che un venire in sogno . Bella fregatura, sarebbe, aver vissuto nella castità e nel rigore. La felicità è molto più simile a un orgasmo che al paradiso. Chi può additare un uomo che passa la vita di bordello in caffè, vivendo alla giornata, tra lavori saltuari e serate passate a spassarsela, conscio del fatto che anche questa, come l'idea del paradiso, è una delusione a cui si ricorre per andare avanti? Il mondo di Miller è senza speranza, ma non disperato.  Tanto siamo già morti. Perché non ridere, allora?Se la vita deve essere vissuta, l'arte non deve essere da meno. Non di frottole deve essere fatta, di storie inventate e progettate da un dio capace di rappresentare il mondo che vorrebbe, ma verità, nuda e cruda. Miller è talmente unito al suo libro da essere la macchina da scrivere. L'arte deve essere un escremento umano, il risultato di un'assimilazione della realtà, in tutte le sue componenti (anche quelle socialmente inaccettabili), e deve puzzare di vita vera, non evaporare come una scoreggia secca. Che senso ha creare mondi armoniosi, se nella realtà si dà più importanza a un cesto di verdure al mercato che a un mendicante cencioso? Che senso ha vivere di idee, se la realtà sembra ridere loro in faccia? L'estetica dell'idea produce vasi di fiori e i vasi di fiori si mettono alla finestra. Ma se non c'è né pioggia né sole, a che serve mettere i fiori fuori dalla finestra?Miller non si poneva problemi a parlare di erezioni e triangoli, belle fiche e puttane. Ma il suo narrare porta la luce sugli aspetti disperati del sesso: spesso è meccanico, privo di passione, è come un urlo dell'uomo che cerca di far coincidere le sue aspettative e la realtà. Sono uomini e donne disorientati, delusi dalle promesse che avevano fatto a loro stessi, vanno incontro ad atti sessuali interrotti, ballerini in una danza in cui l'orgasmo arriva sempre nel momento sbagliato o non arriva affatto. Si va in cerca della fica ricca, del proprio orientamento sessuale, delle vergini, delle giovani, per poi accorgersi che l'ideale di completo appagamento si sposta sempre più in là. Non era questo, non era questo. Come quando fuori piove e malediciamo il tempo perché è tetro e, quando il sole risplende, continuiamo a maledirlo perché stavolta splende troppo. L'uomo si annichilisce, schiacciato dalla fanfara del futuro che pare debba essere sempre migliore, ma solo a parole. Sì, sicuramente lo sarà. Invece, è solo una promessa americana (ma l'America non esiste, spiega Miller: è solo un nome che si dà a un'idea astratta). La miseria, poi, è sempre dietro l'angolo, anche se il sole a volte scalda l'aria di Parigi e la rende così bella. Anche se oramai sono passati ottant'anni dalla pubblicazione, e quindi dovremmo avere smesso di guardare solo al contenuto sessuale come alla vuota rappresentazione di un accoppiamento, c'è sempre qualcuno che sfodera l'indice dell'ammonimento. Ho letto un commento in cui una lettrice trasformava la pagina bianca in un pio confessionale da social network. Sentiva il bisogno di specificare che lei il libro lo aveva letto solo fino a pagina 18 (quindi nessuna aggravante), e che sua zia, che glielo aveva prestato, lo aveva letto tutto solo perché costretta al liceo (forse per un docente in cui lo stesso Henry Miller si era reincarnato, tanto per potersi sentire ancora una volta un plenipotenziario degli spiriti liberi, e insegnare agli alunni come si accoppiano gli elefanti). In sostanza, Miller era solo uno sporcaccione. Lui le avrebbe riso in faccia fragorosamente, senza nemmeno pensare di trattenersi un secondo. Forse più per il riferimento allo sporco, che per la pudicizia. Avrebbe detto di lei ciò che pensò riguardo alla signora Wren: Uscendo dal vinaio, sento scrosciare il pisciatoio. Tutto è lubrico ed effuso. Vorrei che la signora Wren ascoltasse. ...more",Notes are private!,0,8,1,"Jul 14, 2013","Jul 24, 2013","Jul 14, 2013",,Paperback,view (with text),/book/show/15206507-tropico-del-cancro
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il paradiso degli orchi        (Malaussène #1),"Pennac, Daniel",880781210X,9788807812101,880781210X,202        pp,3.99,"12,855","May 02, 1985","May 01, 1992",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 12, 2013","Jul 13, 2013","Jul 12, 2013",,Paperback,view,/book/show/6371905-il-paradiso-degli-orchi
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Literate Passion: Letters of Anaïs Nin & Henry Miller, 1932-1953","Nin, Anaïs",015652791X,9780156527910,015652791X,448        pp,4.19,"2,216",1965,"Apr 22, 1989",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 12, 2013",,Paperback,view,/book/show/46156.A_Literate_Passion
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lo scherzo,"Kundera, Milan",,,8845908038,368        pp,4.03,"35,742",1967,Feb 1991,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 06, 2013",,Paperback,view,/book/show/9710963-lo-scherzo
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Le città invisibili,"Calvino, Italo",8804425547,9788804425540,8804425547,166        pp,4.12,"83,833","Nov 03, 1972","Nov 19, 1996",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 31, 2013",,Paperback,view,/book/show/1879904.Le_citt_invisibili
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Estate al lago,"Vigevani, Alberto",8818060856,9788818060850,8818060856,135        pp,3.04,47,1994,"Jan 01, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 25, 2013",,Hardcover,view,/book/show/8129247-estate-al-lago
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Letters: Summer 1926,"Pasternak, Boris",0940322714,9780940322714,0940322714,380        pp,4.22,321,1926,"Sep 01, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 25, 2013",,Paperback,view,/book/show/12427.Letters
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Scusate l'amore, Poesie 1915-1925","Tsvetaeva, Marina",8836813577,9788836813575,8836813577,155        pp,4.29,62,unknown,2013,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 24, 2013",not set,"May 25, 2013",,Paperback,view,/book/show/17975516-scusate-l-amore-poesie-1915-1925
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Art in the Light of Conscience: Eight Essays on Poetry,"Tsvetaeva, Marina",1852248645,9781852248642,1852248645,224        pp,4.24,68,"Jan 30, 1991","Apr 30, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 25, 2013",,Paperback,view,/book/show/8070217-art-in-the-light-of-conscience
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La struttura del testo poetico,"Lotman, Yuri M.",8842504661,9788842504665,8842504661,364        pp,4.43,74,1970,1990,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 24, 2013",,Paperback,view,/book/show/14290584-la-struttura-del-testo-poetico
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'altra Eszter,"Szabó, Magda",8806191985,9788806191986,8806191985,264        pp,4.20,"1,823",1959,Apr 2009,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 21, 2013","May 23, 2013","May 21, 2013",,Hardcover,view,/book/show/9735384-l-altra-eszter
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Canzoniere della morte,"Toma, Salvatore",8806148060,9788806148065,8806148060,109        pp,4.31,88,1999,"Mar 09, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 14, 2013",,Paperback,view,/book/show/13151970-canzoniere-della-morte
