,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Beatriz's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
437,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Female Hero in American and British Literature,"Pearson, Carol S.*",0835214664,9780835214667,0835214664,352        pp,3.68,22,1981,"Jan 01, 1981",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 26, 2021",,Paperback,view,/book/show/569523.Female_Hero_in_American_and_British_Literature
438,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Quest of Her Own: Essays on the Female Hero in Modern Fantasy,"Campbell, Lori M",0786477660,9780786477661,0786477660,300        pp,3.90,31,"Jan 01, 2014","Aug 07, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 26, 2021",,Paperback,view,/book/show/22292579-a-quest-of-her-own
439,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Daybook: The Journal of an Artist,"Truitt, Anne",0140069631,9780140069631,0140069631,240        pp,4.18,964,"Sep 12, 1982","Mar 06, 1984",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 26, 2021",,Paperback,view,/book/show/799034.Daybook
440,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Women & Power: A Manifesto,"Beard, Mary",1631494759,9781631494758,1631494759,115        pp,4.03,"34,486","Nov 02, 2017","Dec 12, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 23, 2021",,Hardcover,view,/book/show/36525023-women-power
441,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Livre,"Strayed, Cheryl*",8539004828,,B00C0WHY6Y,433        pp,4.06,"796,767","Mar 20, 2012","Apr 04, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 20, 2021",,Kindle Edition,view,/book/show/18999935-livre
442,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Into the Wild,"Krakauer, Jon*",0385486804,9780385486804,0385486804,203        pp,4.01,"1,090,212","Jan 13, 1996","Feb 01, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 20, 2021",,Paperback,view,/book/show/1845.Into_the_Wild
443,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,As Boas Mulheres da China,Xinran,8535903267,9788535903263,8535903267,288        pp,4.31,"12,053","Oct 02, 2002",2003,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 19, 2021",,,view,/book/show/2747393-as-boas-mulheres-da-china
444,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Le petit livre des couleurs,"Pastoureau, Michel",2757803107,9782757803103,2757803107,121        pp,3.87,837,2005,"Jan 01, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 19, 2021",,Paperback,view,/book/show/2128848.Le_petit_livre_des_couleurs
445,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Le Livre Secret Des Fourmis (Ldp Litterature),Werber,2253155764,9782253155768,2253155764,288        pp,3.98,"3,506",1993,2003,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 19, 2021",,Paperback,view,/book/show/1688668.Le_Livre_Secret_Des_Fourmis_Ldp_Litterature_
446,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Hora da Estrela,"Lispector, Clarice",853250812X,9788532508126,853250812X,88        pp,4.09,"34,674","Oct 26, 1977",2009,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 19, 2021",,Paperback,view,/book/show/6819764-a-hora-da-estrela
447,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Heroine's Journey: Woman's Quest for Wholeness,"Murdock, Maureen*",0877734852,9780877734857,0877734852,232        pp,3.89,"1,985",1990,"Jun 23, 1990",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Tenho dúvidas sobre a polarização entre ""masculino"" e ""feminino"", não obstante a insistência da autora de que se tratam apenas de ""formas de estar"" arTenho dúvidas sobre a polarização entre ""masculino"" e ""feminino"", não obstante a insistência da autora de que se tratam apenas de ""formas de estar"" arquetípicas. Por essa razão, também não achei que a conclusão fosse um bom remate para a leitura sobre a jornada da heroína mulher. Ainda assim, adorei este livro e recomendo-o a outras pessoas que estão a passar por períodos de transformação e de criação nas suas vidas, principalmente às que se sentem cansadas, culpadas e pouco ""produtivas""....more",Notes are private!,0,2,1,"May 21, 2021","May 26, 2021","May 19, 2021",,Paperback,view (with text),/book/show/744748.The_Heroine_s_Journey
448,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bridge to Wholeness: A Feminine Alternative to the Hero Myth,"Raffa, Jean*",0931055881,9780931055881,0931055881,208        pp,4.09,11,"Jan 26, 2004","Jan 26, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 19, 2021",,Paperback,view,/book/show/391928.The_Bridge_to_Wholeness
449,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Teoria Feminista: Da Margem ao Centro,"hooks, bell",9898868880,9789898868886,9898868880,328        pp,4.44,"7,973",1984,Jul 2020,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"May 17, 2021","Jul 03, 2021","May 17, 2021",,Paperback,view,/book/show/54453568-teoria-feminista
450,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Esquerda e Direita: Guia Histórico Para o Século XXI,"Tavares, Rui*",9896712611,9789896712617,9896712611,112        pp,3.85,"1,494","May 01, 2015",May 2015,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,2,"May 15, 2021May 15, 2021","May 18, 2021not set","May 16, 2021",,Paperback,view,/book/show/25739364-esquerda-e-direita
451,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lonely Century: How to Restore Human Connection in a World That's Pulling Apart,"Hertz, Noreena*",0593135830,9780593135839,0593135830,384        pp,3.88,"1,558","Feb 02, 2021","Feb 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 16, 2021",,Hardcover,view,/book/show/50695158-the-lonely-century
452,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Love in Colour: Mythical Tales from Around the World, Retold","Babalola, Bolu",1472268865,9781472268860,1472268865,304        pp,3.97,"15,188","Aug 20, 2020","Aug 20, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 16, 2021",,Hardcover,view,/book/show/51102251-love-in-colour
453,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Suspense ou a Arte da Ficção,"Highsmith, Patricia",,9789895642854,,144        pp,3.77,"1,490",1966,Mar 2021,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"É um óptimo guia para quem pretende conhecer o ponto de vista do escritor enquanto criador de obras específicas. Por exemplo, se algum dia se questionÉ um óptimo guia para quem pretende conhecer o ponto de vista do escritor enquanto criador de obras específicas. Por exemplo, se algum dia se questionaram de que forma os livros de Mr Ripley foram pensados, neste guia Highsmith desvenda as estratégias, revezes e dificuldades ao escrevê-los.Também serve para nos lembrarmos que o ""suspense"" não existe apenas em thrillers, mas que o podemos integrar em qualquer obra ficcional.Só tenho pena que Highsmith não se sirva de obras de outros autores para explicar o que só explica com obras suas.Ainda assim, apesar de nunca ter lido nenhum livro de Highsmith, consegui entender completamente as lições partilhadas....more",Notes are private!,0,2,1,"May 26, 2021","Jul 07, 2021","May 14, 2021",,Paperback,view (with text),/book/show/57404956-suspense-ou-a-arte-da-fic-o
454,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Talk About Books You Haven't Read,"Bayard, Pierre",1596914696,9781596914698,1596914696,185        pp,3.43,"4,526","Jan 11, 2007","Oct 30, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 12, 2021",,Hardcover,view,/book/show/1143788.How_to_Talk_About_Books_You_Haven_t_Read
455,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O Herói de Mil Faces,"Campbell, Joseph",8531502942,9788531502941,8531502942,416        pp,4.14,"41,443","Jun 10, 1949",1995,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 04, 2021",not set,"May 04, 2021",,Paperback,view,/book/show/6406621-o-her-i-de-mil-faces
456,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The View From The Studio Door - How Artists Find Their Way In An Uncertain World,"Orland, Ted",,,B007X499V2,67        pp,4.12,255,"Apr 01, 2006","Apr 01, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 04, 2021",,Kindle Edition,view,/book/show/567800.The_View_From_The_Studio_Door_How_Artists_Find_Their_Way_In_An_Uncertain_World
457,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Where the Past Begins: A Writer's Memoir,"Tan, Amy*",0062319299,9780062319296,0062319299,368        pp,3.57,"3,094","Oct 17, 2017","Oct 17, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 03, 2021",,Hardcover,view,/book/show/34043618-where-the-past-begins
458,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,História do Português desde o Big Bang,"Neves, Marco*",9897026223,9789897026225,9897026223,245        pp,4.29,45,unknown,Apr 2021,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Tem um início pouco comum e que até pode causar estranheza a quem não se interessar ou não entender física/biologia, mas até funciona como ferramenta Tem um início pouco comum e que até pode causar estranheza a quem não se interessar ou não entender física/biologia, mas até funciona como ferramenta para cativar a atenção dos leitores, que poderão também eles não ser entendidos em linguística. Assim, a sua imersão no tema e na terminologia é facilitada através deste ""aquecimento"".Gostei muito do livro e até já o estou a recomendar a alguns alunos meus, estrangeiros que estão a aprender Português, na esperança de que venham a entender melhor algumas das particularidades da língua. Por outro lado, os professores também podem beneficiar, através do acesso a explicações simples, mas completas, que o autor/professor/tradutor/homem de não sei quantos ofícios (sete, segundo a nota biográfica) Marco Neves partilha. Nem sempre é fácil encontrar explicações que agradem ou que sejam interessantes q.b. para os alunos, sejam ou não falantes nativos de Português....more",Notes are private!,0,5,1,"Apr 19, 2021","May 02, 2021","May 02, 2021",,Paperback,view (with text),/book/show/57863687-hist-ria-do-portugu-s-desde-o-big-bang
459,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anxious People,"Backman, Fredrik*",198216963X,9781982169633,198216963X,336        pp,4.18,"633,729","Apr 25, 2019","Jan 01, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 02, 2021",,Hardcover,view,/book/show/49127718-anxious-people
460,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Breviário das Almas,"Mestre, Joaquim",9895554303,9789895554300,9895554303,108        pp,4.13,47,Feb 2009,Feb 2009,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 02, 2021",,Paperback,view,/book/show/17202468-brevi-rio-das-almas
461,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Onde Cantam os Grilos,"Isaac, Maria*",9898886021,9789898886026,9898886021,296        pp,4.09,"1,180",Nov 2017,"Oct 27, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 30, 2021",,Paperback,view,/book/show/36444923-onde-cantam-os-grilos
462,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Feminismo em Comum: para Todas, Todes e Todos","Tiburi, Marcia",8501113514,9788501113511,8501113514,126        pp,3.67,645,Jan 2018,"Jan 13, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 27, 2021",,Paperback,view,/book/show/38103904-feminismo-em-comum
463,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Almoço de Domingo,"Peixoto, José Luís*",9897224602,9789897224607,9897224602,264        pp,4.12,"1,559",unknown,"Mar 25, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 07, 2021",not set,"Apr 15, 2021",,Paperback,view,/book/show/57514880-almo-o-de-domingo
464,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tomorrow Sex Will Be Good Again: Women and Desire in the Age of Consent,"Angel, Katherine",,,,160        pp,4.08,"4,457","Feb 09, 2021","Mar 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 15, 2021",,Hardcover,view,/book/show/52514416-tomorrow-sex-will-be-good-again
465,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Blow Your House Down: A Story of Family, Feminism, and Treason","Frangello, Gina*",1640093168,9781640093164,1640093168,336        pp,3.98,"1,733","Apr 06, 2021","Apr 06, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 13, 2021",,Hardcover,view,/book/show/55303944-blow-your-house-down
466,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Who Have Never Known Men,"Harpman, Jacqueline",152911179X,9781529111798,152911179X,188        pp,4.24,"50,760",1995,"May 02, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 12, 2021",,Paperback,view,/book/show/43208407-i-who-have-never-known-men
467,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The CBT Workbook for Perfectionism: Evidence-Based Skills to Help You Let Go of Self-Criticism, Build Self-Esteem, and Find Balance","Martin, Sharon*",1684031532,9781684031535,1684031532,240        pp,4.16,184,2019,"Jan 02, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 06, 2021",,Paperback,view,/book/show/38744775-the-cbt-workbook-for-perfectionism
468,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Write an Autobiographical Novel,"Chee, Alexander*",1526609118,9781526609113,1526609118,280        pp,4.40,"11,087","Apr 17, 2018","Nov 15, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 29, 2021","Apr 24, 2021","Apr 02, 2021",,Paperback,view,/book/show/43090569-how-to-write-an-autobiographical-novel
469,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,As coisas que os homens me explicam,"Solnit, Rebecca",9897222952,9789897222955,9897222952,161        pp,3.84,"78,339","Apr 14, 2014",Apr 2016,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Só peca por não ser uma coletânea de textos propositadamente escritos para o mesmo livro. Por vezes, há repetição e alguma sensação de manta de retalhSó peca por não ser uma coletânea de textos propositadamente escritos para o mesmo livro. Por vezes, há repetição e alguma sensação de manta de retalhos. De resto, é brilhante!...more",Notes are private!,0,5,1,"Oct 14, 2021","Oct 23, 2021","Mar 29, 2021",,Paperback,view (with text),/book/show/29926431-as-coisas-que-os-homens-me-explicam
470,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Outline,"Cusk, Rachel",0571346766,9780571346769,0571346766,249        pp,3.68,"52,263","Sep 14, 2014","May 01, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 27, 2021","Mar 29, 2021","Mar 27, 2021",,Paperback,view,/book/show/40176913-outline
471,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Discourse of Reading Groups: Integrating Cognitive and Sociocultural Perspectives,"Peplow, David",1317914074,9781317914075,B0187PHAP2,214        pp,4.00,1,unknown,"Nov 19, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 25, 2021",,Kindle Edition,view,/book/show/30080222-the-discourse-of-reading-groups
472,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O mito e o estilo : introdução a uma mitoestilística,"Godinho, Helder",,,,unknown,4.00,1,unknown,1982,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 21, 2021",,Paperback,view,/book/show/32938050-o-mito-e-o-estilo
473,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Bookshop on the Corner        (Kirrinfief, #1)","Colgan, Jenny",0062467263,9780062467263,,384        pp,3.84,"87,954","Feb 11, 2016","Sep 20, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 18, 2021",,ebook,view,/book/show/28372019-the-bookshop-on-the-corner
474,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Marcha de Radetzky,"Roth, Joseph",9896232598,9789896232597,9896232598,432        pp,4.10,"11,947",1932,Oct 2019,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 13, 2021",not set,"Mar 13, 2021",,Paperback,view,/book/show/48508844-a-marcha-de-radetzky
475,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Joy Luck Club,"Tan, Amy*",,,,352        pp,3.97,"683,132",1989,"Sep 21, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 11, 2021",,Paperback,view,/book/show/7763.The_Joy_Luck_Club
476,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Klara and the Sun,"Ishiguro, Kazuo*",059331817X,9780593318171,059331817X,303        pp,3.75,"336,671","Mar 02, 2021","Mar 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 10, 2021",,Hardcover,view,/book/show/54120408-klara-and-the-sun
477,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Stay Sane in an Age of Division,"Shafak, Elif*",1788165721,9781788165723,1788165721,96        pp,4.02,"6,399",Aug 2020,"Aug 27, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 08, 2021",,Paperback,view,/book/show/50485581-how-to-stay-sane-in-an-age-of-division
478,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O Poder dos Mitos,"Campbell, Joseph",9892349288,9789892349282,9892349288,352        pp,4.26,"51,191","Jun 01, 1988",Sep 2020,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 03, 2021",not set,"Mar 07, 2021",,Paperback,view,/book/show/55281175-o-poder-dos-mitos
479,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Goddesses in Everywoman,"Shinoda Bolen, Jean",,,,370        pp,4.14,"6,140",Jan 1984,"Mar 02, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 02, 2021",,Paperback,view,/book/show/174635.Goddesses_in_Everywoman
480,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Midnight Library,"Haig, Matt*",,,,288        pp,4.00,"1,766,854","Aug 13, 2020","Sep 29, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,"Jun 10, 2021","Jun 13, 2021","Mar 02, 2021",,Hardcover,view,/book/show/52578297-the-midnight-library
481,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Writing Life Stories,"Roorbach, Bill*",1884910475,9781884910470,1884910475,224        pp,4.04,507,"Jun 17, 1998","Jan 01, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 02, 2021",,Paperback,view,/book/show/223364.Writing_Life_Stories
482,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trinta e Oito e Meio,"Ribeiro, Maria",9896713359,9789896713355,9896713359,175        pp,3.96,233,"Jan 01, 2015",Sep 2016,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Crónicas maravilhosas: as que são sobre a família, em particular as que têm o pai ou os filhos como protagonistas.Crónicas de que gostei muito, pela eCrónicas maravilhosas: as que são sobre a família, em particular as que têm o pai ou os filhos como protagonistas.Crónicas de que gostei muito, pela escrita, nem sempre entendendo ou conhecendo as referências: os textos de opinião sobre filmes ou peças de teatro, sempre iniciados e emoldurados em histórias pessoais ternas e uma atitude carismática em relação à vida.Crónicas que nem aqueceram nem arrefeceram, não sendo terríveis: presentes aqui e ali, como uma nuvem, principalmente aquelas cujo tema é sabe-se lá o quê. Gosto de divagação, mas não sou uma grande fã....more",Notes are private!,0,3,1,"Sep 06, 2021","Sep 18, 2021","Mar 01, 2021",,Paperback,view (with text),/book/show/32054227-trinta-e-oito-e-meio
483,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Leituras Para um Século,"Caraça, João",9896714142,9789896714147,9896714142,216        pp,4.33,3,unknown,"Jan 12, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 01, 2021",,Paperback,view,/book/show/37868985-leituras-para-um-s-culo
484,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Meia-Noite Todo o Dia,"Kureishi, Hanif",9726954339,,,211        pp,3.33,"1,006",1999,Oct 2000,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 25, 2021",,,view,/book/show/13483652-meia-noite-todo-o-dia
485,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,24 horas da vida de uma mulher e outras novelas (Coleção Clássicos de Ouro),"Zweig, Stefan",8520942776,9788520942772,B07F5R9DW8,364        pp,4.13,386,1927,"Jun 29, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 25, 2021",,Kindle Edition,view,/book/show/42285698-24-horas-da-vida-de-uma-mulher-e-outras-novelas-cole-o-cl-ssicos-de-ou
486,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Misteriosamente Feliz,"Margarit, Joan",,2200020872528,,373        pp,4.47,90,"Jan 01, 2008",Apr 2015,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 25, 2021",,Paperback,view,/book/show/25619034-misteriosamente-feliz
487,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Paula,"Allende, Isabel*",849759388X,9788497593885,849759388X,432        pp,4.19,"47,854",1994,"Feb 17, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 25, 2021",,Paperback,view,/book/show/24790.Paula
488,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Os Anos,"Ernaux, Annie*",9897110747,9789897110740,9897110747,200        pp,4.18,"29,446","Feb 07, 2008","Feb 20, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Apr 13, 2023","Apr 27, 2023","Feb 25, 2021",,Paperback,view,/book/show/51459519-os-anos
489,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Write an Autobiographical Novel,"Chee, Alexander*",1328764524,9781328764522,1328764524,277        pp,4.40,"11,087","Apr 17, 2018","Apr 17, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 23, 2021",,Paperback,view,/book/show/35721123-how-to-write-an-autobiographical-novel
490,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Writing Great Books for Young Adults: Everything You Need to Know, from Crafting the Idea to Landing a Publishing Deal","Brooks, Regina",1402226616,9781402226618,1402226616,191        pp,3.72,570,"Aug 01, 2008","Sep 01, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 22, 2021",,Paperback,view,/book/show/6909506-writing-great-books-for-young-adults
491,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Paixão Intacta,"Steiner, George",9727087345,9789727087341,9727087345,412        pp,4.12,96,1995,2003,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 22, 2021",,Paperback,view,/book/show/20446819-paix-o-intacta
