,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Aviva's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pachinko,"Lee, Min Jin",,,,496        pp,4.33,"471,170","Feb 07, 2017","Feb 07, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 06, 2022",,Kindle Edition,view,/book/show/34051011-pachinko
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cherry,"Karr, Mary",0141002077,9780141002071,,276        pp,3.80,"10,144","Jan 01, 2000","Sep 01, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,*3.75!!!! The writing was the TRUE TRUE standout of this book.. the way karr uses words…. Damn u can tell she’s a poet. Adversely I think she is less *3.75!!!! The writing was the TRUE TRUE standout of this book.. the way karr uses words…. Damn u can tell she’s a poet. Adversely I think she is less adept at stringing a story together — the essential skill of a novelist. NEEEED to read some of her poetry and her other (more highly-regarded) memoir. ...more,Notes are private!,0,3,1,"Dec 27, 2022","Dec 30, 2022","Apr 03, 2022",,Paperback,view (with text),/book/show/386335.Cherry
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Brooklyn,"Tóibín, Colm",1439138311,9781439138311,1439138311,262        pp,3.70,"113,326","Apr 29, 2009","May 05, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 31, 2022",,Hardcover,view,/book/show/4954833-brooklyn
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"My Sister, the Serial Killer","Braithwaite, Oyinkan*",0385544235,9780385544238,0385544235,226        pp,3.67,"293,698","Jul 17, 2018","Nov 20, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 30, 2022",,Hardcover,view,/book/show/38819868-my-sister-the-serial-killer
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Houseguest and Other Stories,"Dávila, Amparo",0811228215,9780811228213,0811228215,122        pp,3.66,"8,524","Jun 18, 2018","Nov 27, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 26, 2022",,Paperback,view,/book/show/38458438-the-houseguest-and-other-stories
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Young Mungo,"Stuart, Douglas*",0802159559,9780802159557,0802159559,390        pp,4.39,"57,148","Apr 05, 2022","Apr 05, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Goddamn poor Mungo could not catch a break,Notes are private!,0,3,1,"Jan 02, 2023","Jan 03, 2023","Mar 25, 2022",,Hardcover,view (with text),/book/show/58891551-young-mungo
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Swimming in the Dark,"Jedrowski, Tomasz*",006289000X,9780062890009,006289000X,191        pp,4.26,"42,267","Feb 06, 2020","Apr 28, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 18, 2022",,Hardcover,view,/book/show/49977811-swimming-in-the-dark
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The White Guard,"Bulgakov, Mikhail",0099490668,9780099490661,0099490668,304        pp,4.01,"14,632",1924,2006,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 13, 2022",,Paperback,view,/book/show/229733.The_White_Guard
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Doctor Zhivago,"Pasternak, Boris",0679774386,9780679774389,0679774386,592        pp,4.01,"96,753",Nov 1957,"Mar 18, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 13, 2022",,Paperback,view,/book/show/130440.Doctor_Zhivago
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Purple Hibiscus,"Adichie, Chimamanda Ngozi",1616202416,9781616202415,1616202416,336        pp,4.18,"119,966","Oct 30, 2003","Apr 17, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 13, 2022",,Paperback,view,/book/show/14569052-purple-hibiscus
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Half of a Yellow Sun,"Adichie, Chimamanda Ngozi",1400044162,9781400044160,1400044162,433        pp,4.34,"158,871","Sep 12, 2006","Sep 12, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 13, 2022",,Hardcover,view,/book/show/18749.Half_of_a_Yellow_Sun
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Brief Wondrous Life of Oscar Wao,"Díaz, Junot",1594489580,9781594489587,1594489580,335        pp,3.89,"263,631","Sep 06, 2007","Sep 06, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 13, 2022",,Hardcover,view,/book/show/297673.The_Brief_Wondrous_Life_of_Oscar_Wao
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Homesick for Another World,"Moshfegh, Ottessa",0399562885,9780399562884,0399562885,294        pp,3.63,"32,776","Jan 12, 2017","Jan 17, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 06, 2022",,Hardcover,view,/book/show/30079724-homesick-for-another-world
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hiroshima,"Hersey, John",0679721037,9780679721031,,152        pp,4.03,"80,342",1946,"Mar 04, 1989",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 02, 2022","Mar 06, 2022","Mar 02, 2022",,Paperback,view,/book/show/27323.Hiroshima
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Woman Destroyed,"Beauvoir, Simone de",,,,254        pp,4.03,"30,038",1967,2013,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 01, 2022",,Paperback,view,/book/show/141421.The_Woman_Destroyed
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hamnet,"O'Farrell, Maggie*",,,,305        pp,4.20,"255,726","Mar 31, 2020",unknown,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,*3.5,Notes are private!,0,2,1,"Apr 02, 2022","Apr 06, 2022","Feb 26, 2022",,Paperback,view (with text),/book/show/58463899-hamnet
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Black Boy,"Wright, Richard",0060929782,9780060929787,0060929782,419        pp,4.08,"53,782",Feb 1945,Sep 1998,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 21, 2022",,Paperback,view,/book/show/228630.Black_Boy
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sign In Sidney Brustein's Window,"Hansberry, Lorraine",039440713X,9780394407135,039440713X,126        pp,3.92,382,1965,1965,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 20, 2022",,Paperback,view,/book/show/2862565-the-sign-in-sidney-brustein-s-window
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lying Life of Adults,"Ferrante, Elena",1609455916,9781609455910,1609455916,336        pp,3.66,"70,646","Nov 07, 2019","Sep 01, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Felt like it was somewhat lacking in plot?? Musing, mulling over is ferrante’s style, but lends more to longer stories when there is time for such thiFelt like it was somewhat lacking in plot?? Musing, mulling over is ferrante’s style, but lends more to longer stories when there is time for such things. This was not that and I got bored! But it is ferrante so I’ll be kind ...more",Notes are private!,0,2,1,"Sep 16, 2023","Oct 04, 2023","Feb 19, 2022",,Hardcover,view (with text),/book/show/48616787-the-lying-life-of-adults
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Raisin in the Sun,"Hansberry, Lorraine",0679755330,9780679755333,0679755330,151        pp,3.85,"96,437",1959,"Nov 29, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 18, 2022",Mar 2022,"Feb 18, 2022",,Mass Market Paperback,view,/book/show/505483.A_Raisin_in_the_Sun
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Enigma Variations,"Aciman, André*",0374148430,9780374148430,0374148430,266        pp,3.65,"11,672","Jan 03, 2017","Jan 03, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 14, 2022",,Hardcover,view,/book/show/29875935-enigma-variations
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Life in France,"Child, Julia",1400043468,9781400043460,B0027IQBC4,336        pp,4.16,"89,743",2006,"Apr 04, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 14, 2022",,Hardcover,view,/book/show/5084.My_Life_in_France
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Days of Abandonment,"Ferrante, Elena",1933372001,9781933372006,1933372001,188        pp,3.87,"42,750",2002,"Sep 01, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"*3.5ishLess of a narrative and more of an exploration on feminism, motherhood, sex, hysteria….not what I was expecting, nor what I wanted (though some*3.5ishLess of a narrative and more of an exploration on feminism, motherhood, sex, hysteria….not what I was expecting, nor what I wanted (though some might). Ferrante’s prose is beautiful, inquisitive, and meandering, though sometimes I think she gets lost in her metaphors. Read the Neapolitan Novels before Ferrante’s earlier work (such as this book) to appreciate her true craft!...more",Notes are private!,0,2,1,"Feb 14, 2022","Feb 18, 2022","Feb 14, 2022",,Paperback,view (with text),/book/show/77810.The_Days_of_Abandonment
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Suite Française,"Némirovsky, Irène",1400096278,9781400096275,1400096278,431        pp,3.85,"74,156",Sep 2004,"Apr 10, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 13, 2022",,Paperback,view,/book/show/43944.Suite_Fran_aise
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Outline,"Cusk, Rachel",0571233627,9780571233625,0571233627,249        pp,3.68,"52,263","Sep 14, 2014","Jan 01, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 06, 2022",,Hardcover,view,/book/show/21400742-outline
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Elegance of the Hedgehog,"Barbery, Muriel",1933372605,9781933372600,1933372605,325        pp,3.80,"184,431",Aug 2006,"Sep 02, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 02, 2022",,Paperback,view,/book/show/2967752-the-elegance-of-the-hedgehog
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shuggie Bain,"Stuart, Douglas*",0802148042,9780802148049,0802148042,430        pp,4.31,"151,856","Feb 11, 2020","Feb 11, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Such an impressive debut novel. Stuart does not hold back the punches,,, yet at least when he strikes you it feels poetic!!!!! Brutal and heartbreakinSuch an impressive debut novel. Stuart does not hold back the punches,,, yet at least when he strikes you it feels poetic!!!!! Brutal and heartbreaking.. I think this is as close as I will ever get to reading A Little Life (black and white cover, traumatic)...more",Notes are private!,0,1,1,"Apr 07, 2023","Apr 12, 2023","Feb 02, 2022",,Hardcover,view (with text),/book/show/52741293-shuggie-bain
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Story of the Lost Child        (The Neapolitan Novels, #4)","Ferrante, Elena",1609452860,9781609452865,1609452860,473        pp,4.44,"137,109","Oct 29, 2014","Sep 01, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Oh my god so um,Notes are private!,0,2,1,"Sep 10, 2022","Oct 20, 2022","Feb 01, 2022",,Paperback,view (with text),/book/show/25242224-the-story-of-the-lost-child
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Those Who Leave and Those Who Stay        (The Neapolitan Novels, #3)","Ferrante, Elena",,,,418        pp,4.35,"148,718","Oct 30, 2013","Sep 02, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.75. Ferrante can be overly self-indulgent and saturates the novel with unnecessary and presumptuous prose; the plot lags in some places and becomes 3.75. Ferrante can be overly self-indulgent and saturates the novel with unnecessary and presumptuous prose; the plot lags in some places and becomes ugly in others. Second and first were better....more,Notes are private!,0,5,1,"Jun 18, 2022","Jun 20, 2022","Feb 01, 2022",,Paperback,view (with text),/book/show/23156040-those-who-leave-and-those-who-stay
172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Story of a New Name        (The Neapolitan Novels, #2)","Ferrante, Elena",,,1609451341,471        pp,4.44,"179,012","Sep 22, 2012","Sep 03, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"May 30, 2022","Jun 08, 2022","Feb 01, 2022",,Paperback,view,/book/show/17465515-the-story-of-a-new-name
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Devotion,"Smith, Patti*",0300218621,9780300218626,0300218621,95        pp,3.85,"13,069","Sep 12, 2017","Sep 12, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 29, 2022",,Hardcover,view,/book/show/34607044-devotion
174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Complete Persepolis,"Satrapi, Marjane",0375714839,9780375714832,0375714839,341        pp,4.39,"181,332",2003,"Oct 30, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 28, 2022",,Paperback,view,/book/show/991197.The_Complete_Persepolis
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,House of Leaves,"Danielewski, Mark Z.*",,,,710        pp,4.09,"170,083","May 07, 2000","Mar 07, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 26, 2022",,Paperback,view,/book/show/24800.House_of_Leaves
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Luster,"Leilani, Raven*",0374194327,9780374194321,0374194327,227        pp,3.53,"98,752","Aug 04, 2020","Aug 04, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 24, 2022",,Hardcover,view,/book/show/51541496-luster
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What I Talk About When I Talk About Running,"Murakami, Haruki",0307269191,9780307269195,0307269191,188        pp,3.87,"167,213","Oct 15, 2007","Jul 29, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 24, 2022",,Hardcover,view,/book/show/2195464.What_I_Talk_About_When_I_Talk_About_Running
178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chelsea Girls,"Myles, Eileen",0876859325,9780876859322,0876859325,276        pp,3.85,"5,481","May 01, 1994","May 01, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 24, 2022",,Paperback,view,/book/show/380853.Chelsea_Girls
179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Slaughterhouse-Five,"Vonnegut, Kurt, Jr.",0385333846,9780385333849,0385333846,275        pp,4.10,"1,369,561","Mar 31, 1969","Jan 12, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 23, 2022",,Paperback,view,/book/show/4981.Slaughterhouse_Five
180,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ariel,"Plath, Sylvia",0060931728,9780060931728,0060931728,128        pp,4.20,"79,728",1965,"Mar 06, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 18, 2022",,Paperback,view,/book/show/395090.Ariel
181,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Edinburgh,"Chee, Alexander*",0312305036,9780312305031,0312305036,224        pp,4.14,"4,780","Oct 16, 2001","Nov 09, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 15, 2022",,Paperback,view,/book/show/272433.Edinburgh
182,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Master and Margarita,"Bulgakov, Mikhail",,,0802130119,402        pp,4.29,"353,329",1967,"Jan 23, 1994",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Mar 23, 2022","Apr 02, 2022","Jan 12, 2022",,Paperback,view,/book/show/339472.The_Master_and_Margarita
183,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sex and Rage,"Babitz, Eve",1619029359,9781619029354,1619029359,256        pp,3.59,"11,599",1979,"Jul 11, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 10, 2022",,Paperback,view,/book/show/32332902-sex-and-rage
184,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Out of Egypt: A Memoir,"Aciman, André*",,,,352        pp,4.02,"2,726",1980,"Jan 23, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2022",,Kindle Edition,view,/book/show/40940603-out-of-egypt
185,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Girl, Interrupted","Kaysen, Susanna",0679746048,9780679746041,0679746048,169        pp,3.93,"244,119",1993,"Apr 19, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 08, 2022",,Paperback,view,/book/show/68783.Girl_Interrupted
186,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Leavers,"Ko, Lisa*",1616206888,9781616206888,1616206888,396        pp,3.89,"47,125","May 02, 2017","May 02, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 08, 2022",,Hardcover,view,/book/show/30753987-the-leavers
187,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Go Tell It on the Mountain,"Baldwin, James",0141185910,9780141185910,0141185910,256        pp,4.04,"68,521","May 18, 1953",2001,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 07, 2022",,Paperback,view,/book/show/17143.Go_Tell_It_on_the_Mountain
188,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Black Swans,"Babitz, Eve",051714445X,9780517144459,051714445X,256        pp,3.90,"10,425","Sep 09, 1993","May 07, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2022",,Hardcover,view,/book/show/475853.Black_Swans
189,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Piranesi,"Clarke, Susanna",163557563X,9781635575637,163557563X,272        pp,4.23,"280,811","Sep 15, 2020","Sep 15, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 01, 2022",,Hardcover,view,/book/show/50202953-piranesi
190,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bunny,"Awad, Mona*",0525559736,9780525559733,0525559736,307        pp,3.52,"190,930","Jun 11, 2019","Jun 11, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 01, 2022",,Hardcover,view,/book/show/42815544-bunny
191,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Jew Today,"Wiesel, Elie",0394740572,9780394740577,0394740572,247        pp,4.12,94,1977,"Aug 12, 1979",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 31, 2021",,Paperback,view,/book/show/338046.A_Jew_Today
192,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lonely Londoners,"Selvon, Sam",0582642647,9780582642645,0582642647,142        pp,3.71,"11,295",1956,"Jan 11, 1989",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 31, 2021",,Paperback,view,/book/show/612888.The_Lonely_Londoners
193,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Woman Is No Man,"Rum, Etaf*",0062699768,9780062699763,0062699768,339        pp,4.26,"149,536","Mar 05, 2019","Mar 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 31, 2021",,Hardcover,view,/book/show/34313931-a-woman-is-no-man
194,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Slouching Towards Bethlehem,"Didion, Joan",,,,238        pp,4.19,"67,266",1968,"Oct 28, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 30, 2021",,Paperback,view,/book/show/424.Slouching_Towards_Bethlehem
195,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Her Body and Other Parties: Stories,"Machado, Carmen Maria*",155597788X,9781555977887,155597788X,248        pp,3.85,"89,389","Oct 03, 2017","Oct 03, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 30, 2021",,Paperback,view,/book/show/33375622-her-body-and-other-parties
196,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Intimacies,"Kitamura, Katie*",0399576169,9780399576164,0399576169,225        pp,3.65,"33,281","Jul 20, 2021","Jul 20, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 29, 2021",,Hardcover,view,/book/show/55918474-intimacies
197,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On Beauty,"Smith, Zadie",0143037749,9780143037743,0143037749,445        pp,3.77,"82,320","Jun 04, 2005","Aug 29, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 28, 2021",,Paperback,view,/book/show/3679.On_Beauty
198,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Price of Salt, or Carol","Highsmith, Patricia",0393325997,9780393325997,0393325997,292        pp,4.02,"70,873",1952,"Mar 17, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2021",,Paperback,view,/book/show/52258.The_Price_of_Salt_or_Carol
199,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fran Lebowitz Reader,"Lebowitz, Fran",0349015899,9780349015897,0349015899,318        pp,3.61,"7,947",1994,2021,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 25, 2021",,Paperback,view,/book/show/59927354-the-fran-lebowitz-reader
200,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Between Shades of Gray,"Sepetys, Ruta*",0399254129,9780399254123,0399254129,344        pp,4.37,"242,713","Mar 22, 2011","Mar 22, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 24, 2021",,Hardcover,view,/book/show/7824322-between-shades-of-gray
201,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What We Talk About When We Talk About Love,"Carver, Raymond",0679723056,9780679723059,0679723056,159        pp,4.05,"66,742","Apr 20, 1981",Jun 1989,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 23, 2021",,Paperback,view,/book/show/11438.What_We_Talk_About_When_We_Talk_About_Love
