,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Erika's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
450,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mercies,"Millwood Hargrave, Kiran *",0316529257,9780316529259,0316529257,345        pp,4.01,"43,423","Feb 06, 2020","Feb 11, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Oh wow, this was exceptional. This book had a completely new and novel setting for me- northern Norway in the early 17th century is not at all a time Oh wow, this was exceptional. This book had a completely new and novel setting for me- northern Norway in the early 17th century is not at all a time or place or culture I know anything about. My reading was slow going as I had to Google probably 10 things per page (Norwegian phrases, foods, maps, etc). But it was worth it. This story was harsh and unforgettable. I knew nothing about the storm of 1617 or subsequent witch trials. Kiran Hargrave wove together a bleak, infuriating, quietly empowering story that I won’t forget anytime soon. I only wish it went on for another hundred pages!! ...more",Notes are private!,0,0,1,"Sep 08, 2020","Sep 10, 2020","Feb 17, 2020",,Hardcover,view (with text),/book/show/46138193-the-mercies
451,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girl with the Louding Voice,"Daré, Abi",1524746029,9781524746025,1524746029,371        pp,4.44,"149,217","Feb 04, 2020","Feb 04, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Oh my gosh, this was so good. So awful, but so good, and ultimately hopeful. I loved the colloquial voice of the narrator- took me a minute to get to Oh my gosh, this was so good. So awful, but so good, and ultimately hopeful. I loved the colloquial voice of the narrator- took me a minute to get to used to reading, but really added to the story. I bet it would be fantastic as an audiobook! Really, really good book!...more",Notes are private!,0,0,1,"Jun 17, 2020","Jun 19, 2020","Feb 17, 2020",,Hardcover,view (with text),/book/show/50214741-the-girl-with-the-louding-voice
452,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Summer Wives,"Williams, Beatriz*",,,B0716GZWPG,396        pp,3.74,"43,395","Jul 10, 2018","Jul 10, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Oh man. I liked this book, but I didn’t love it the way I normally love Beatriz’s books. I found myself forgetting who characters were between the thrOh man. I liked this book, but I didn’t love it the way I normally love Beatriz’s books. I found myself forgetting who characters were between the three storyline time periods, and each time I started reading again, I had to work hard to remember who was who and what was happening. That’s not usually the case for me with her books!! I loved the characteristic strong females, but felt like their individual voices weren’t as strong as I expected. I did overall enjoy the plot and the mystery and how it all got revealed. 3.5 stars, but I’m still a Beatriz fan for life!!!...more",Notes are private!,0,0,1,"Jul 29, 2020","Aug 02, 2020","Feb 16, 2020",,Kindle Edition,view (with text),/book/show/36453468-the-summer-wives
453,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Court of Thorns and Roses        (A Court of Thorns and Roses, #1)","Maas, Sarah J.*",1619634449,9781619634442,1619634449,419        pp,4.20,"2,490,648","May 05, 2015","May 05, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Oh my gosh. I was peer pressured into reading this, and I started with no small amount of trepidation. I don’t usually like fantasy. Or world buildingOh my gosh. I was peer pressured into reading this, and I started with no small amount of trepidation. I don’t usually like fantasy. Or world building. Or books that start with maps of imaginary lands. I dislike when I can’t figure out how to pronounce characters’ names and place names. This book starts with ALL of these elements. AND YET. Goooooood lord this was incredible!!!!! I was totally over all of my issues by about page 40. By page 60 I couldn’t set it down. The book starts a little slow with the world building, but then you’re totally sucked into this delightful Beauty and the Beast situation that lasts for a nice long while as the slow-burn romance builds. Then the action (and gore) really pick up. Anyways, I’m here for all of it, finished the book in under 24 hours and am extremely perturbed that the library can’t give me the next book at 10 pm on a Sunday. This was fantastic, 5 stars easy!...more",Notes are private!,0,6,1,"Aug 15, 2020","Aug 16, 2020","Feb 13, 2020",,Hardcover,view (with text),/book/show/16096824-a-court-of-thorns-and-roses
454,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Parable of the Sower        (Earthseed, #1)","Butler, Octavia E.",0446675504,9780446675505,0446675504,345        pp,4.21,"167,816",Oct 1993,"Jan 01, 2000",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book was fascinating in so many ways. It was horrifying in how close to home it hit- it was written in 1993 and takes place in 2024-2027, in a quThis book was fascinating in so many ways. It was horrifying in how close to home it hit- it was written in 1993 and takes place in 2024-2027, in a quickly-crumbling California. The slow collapse of civilization Butler imagined here was completely believable- from where I sit now in 2020, I could easily imagine this as a plausible climate-crisis-driven possibility for our not-so-distant future. It was very uncomfortable to read for that reason. There weren’t zombies or time travel or fairies or anything to distract from how very real and possible the story was. (It reminded me of Station Eleven in that way.) I enjoyed (??? Well that’s not the word for it...appreciated, maybe?) Lauren’s story and journey north. The experience of gathering her group of travelers together and making their way north was compelling and my favorite part of the book. My least favorite part was the actual discussion about Earthseed. It was just a little farfetched and cheesy to me, to imagine a teenage girl in this world creating a religion and expecting others to join her in it. I liked the actual Earthseed poetry at the beginning of the chapters though, so there’s that. My largest complaint about the book, weirdly, was the editing- or lack thereof. There were SO MANY punctuation errors- I’m not sure if it was just the edition I read or what, but random (and missing) quotation marks were evvvverywhere and suuuuper distracting. There were spelling errors, random capITalization erroRs, and just overall the whole thing needed a proofreader to give it a once over. I’m not sure how that is possible in a book so popular and published so many times!! My final complaint is that there were a lot of (not graphic, not explicit) references to children being raped. It was perhaps the casualness that they were spoken of with that was so jarring: “we passed Sue’s eight year old sister’s body, and noticed that she’d been raped. Then we heard a dog and ran to hide from it.” ....for example. But it was rough. Overall it was a compelling book, if not enjoyable. But I am curious enough to want to read the next one and hope for some happiness for the characters I’ve come to appreciate. ...more",Notes are private!,0,3,1,"Sep 20, 2020","Sep 23, 2020","Feb 13, 2020",,Paperback,view (with text),/book/show/52397.Parable_of_the_Sower
455,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Parable of the Talents        (Earthseed, #2)","Butler, Octavia E.",0446610380,9780446610384,0446610380,448        pp,4.31,"59,273",1998,"Nov 01, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 13, 2020",,Mass Market Paperback,view,/book/show/60932.Parable_of_the_Talents
456,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Flatshare,"O'Leary, Beth*",1250295637,9781250295637,1250295637,328        pp,4.01,"385,563","Apr 10, 2019","May 28, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Well, this was just a delight!! I was hoping for a light rom-com, and I got it, plus so much more! I loved the main (and side) characters, the premiseWell, this was just a delight!! I was hoping for a light rom-com, and I got it, plus so much more! I loved the main (and side) characters, the premise, and the perfect ending! Four stars only because as a very American American, I struggled some with the British phrases, lingo, and references. Which is not the author’s fault, and someone more familiar with British colloquialisms who didn’t have to spend a weird amount of time googling phrases should expect to give this a full five stars! It was wonderful!...more",Notes are private!,0,0,1,"Feb 06, 2020","Feb 09, 2020","Feb 06, 2020",,Hardcover,view (with text),/book/show/48715812-the-flatshare
457,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Long Bright River,"Moore, Liz*",0525540679,9780525540670,0525540679,482        pp,4.04,"108,528","Jan 07, 2020","Jan 07, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 24, 2020",,Hardcover,view,/book/show/43834909-long-bright-river
458,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Glass Hotel,"Mandel, Emily St. John*",0525521143,9780525521143,0525521143,307        pp,3.69,"172,172","Mar 24, 2020","Mar 24, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 24, 2020",,Hardcover,view,/book/show/45754981-the-glass-hotel
459,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Post-Birthday World,"Shriver, Lionel*",0061187844,9780061187841,0061187844,517        pp,3.57,"14,582",2007,"Mar 13, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 22, 2020",,Hardcover,view,/book/show/393060.The_Post_Birthday_World
460,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Only Plane in the Sky: An Oral History of 9/11,"Graff, Garrett M.*",,,B07QGGSS3S,16        pp,4.72,"34,951","Sep 10, 2019","Sep 10, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 11, 2020",,Audiobook,view,/book/show/43821581-the-only-plane-in-the-sky
461,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Downstairs Girl,"Lee, Stacey*",,,,374        pp,3.97,"35,264","Aug 13, 2019","Aug 13, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 stars for this one, I think. I enjoyed the setting and learned a lot I didn’t know about Atlanta in the late 1800s. I had never heard about the ro3.5 stars for this one, I think. I enjoyed the setting and learned a lot I didn’t know about Atlanta in the late 1800s. I had never heard about the role of Chinese men being brought in to replace the freed slaves and thought that was fascinating. I liked Jo, the main character. However, I just felt like the book tried to cover too many story lines/topics and it ended up making me not care enough about any of them. I still generally enjoyed it, though, and would definitely read more by this author. ...more",Notes are private!,0,2,1,"Jan 19, 2020","Jan 23, 2020","Jan 10, 2020",,Hardcover,view (with text),/book/show/33224061-the-downstairs-girl
462,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Know My Name,"Miller, Chanel",0735223718,9780735223714,,384        pp,4.71,"199,549","Sep 24, 2019","Sep 24, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 08, 2020",,ebook,view,/book/show/50196744-know-my-name
463,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lovely War,"Berry, Julie*",,,,471        pp,4.23,"55,686","Mar 05, 2019","Mar 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2020",,Hardcover,view,/book/show/44107480-lovely-war
464,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Ballad of Songbirds and Snakes        (The Hunger Games, #0)","Collins, Suzanne",,,,541        pp,3.95,"752,146","May 19, 2020","May 19, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"SO GOOD!!!! I was so excited to delve back into the world of Panem, but apprehensive about watching Snow get a redemption story. I needn’t have worrieSO GOOD!!!! I was so excited to delve back into the world of Panem, but apprehensive about watching Snow get a redemption story. I needn’t have worried. I couldn’t put this down and absolutely loved the glimpse into how the Games became the spectacle we saw in THG. Snow was an interesting, conflicted protagonist, but his emerging cruelty wasn’t minimized or glorified. It was overall fantastic and now I can’t wait to reread the original trilogy for the fiftieth time. ...more",Notes are private!,0,0,1,"May 19, 2020","May 22, 2020","Jan 03, 2020",,Kindle Edition,view (with text),/book/show/51901147-the-ballad-of-songbirds-and-snakes
465,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Deal of a Lifetime,"Backman, Fredrik*",150119349X,9781501193491,150119349X,65        pp,3.81,"47,877","Oct 31, 2017","Oct 31, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Everything* Fredrik Backman writes is gold. This short novella is no exception. There were quite a few beautiful, deep nuggets of wisdom tucked into aEverything* Fredrik Backman writes is gold. This short novella is no exception. There were quite a few beautiful, deep nuggets of wisdom tucked into a story that took maybe thirty minutes to read. A lovely way to start the new year, and with appx 17 less boxes of Kleenex than his other novella. *except My Grandmother Asked Me- couldn’t stand that one. ...more",Notes are private!,0,0,1,Jan 2020,Jan 2020,"Jan 01, 2020",,Hardcover,view (with text),/book/show/36229962-the-deal-of-a-lifetime
466,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Motherhood So White: A Memoir of Race, Gender, and Parenting in America","Austin, Nefertiti",1492679011,9781492679011,1492679011,304        pp,3.87,"1,940","Sep 24, 2019","Sep 20, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 23, 2019",,Hardcover,view,/book/show/43352275-motherhood-so-white
467,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Honey-Don't List,"Lauren, Christina*",1982123915,9781982123918,1982123915,308        pp,3.51,"68,108","Mar 24, 2020","Mar 24, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I liked this, but it wasn’t my favorite Christina Lauren book. It was a quick, fun read, and I don’t have any specific complaints- it was just a solidI liked this, but it wasn’t my favorite Christina Lauren book. It was a quick, fun read, and I don’t have any specific complaints- it was just a solid 3 star read for me. ...more",Notes are private!,0,0,1,"Jun 22, 2020","Jun 24, 2020","Dec 20, 2019",,Paperback,view (with text),/book/show/51086670-the-honey-don-t-list
468,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Such a Fun Age,"Reid, Kiley",,,,310        pp,3.79,"521,172","Dec 31, 2019","Dec 31, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Oooohhh this book was FANTASTIC. Witty, insightful, cutting- it was so good. And I wasn’t expecting it, but it gave me some deeeeep and glorious flashOooohhh this book was FANTASTIC. Witty, insightful, cutting- it was so good. And I wasn’t expecting it, but it gave me some deeeeep and glorious flashbacks to The Nanny Diaries (Emma McLaughlin and Nicola Kraus) which was and is one of my favorite and most reread books of all time. There were a lot of parallels with the complicated nanny-child relationship, nanny-parent relationships and power dynamics, and so on. Plus this added in race. It was just really well done and enjoyable. Serious, but not heavy-handed or sad. Also, it was OVERFLOWING with clothing, music, and cultural references from 2015-16. This book will stand as a time capsule to those years for many years to come. ...more",Notes are private!,0,4,1,"Feb 21, 2020","Feb 22, 2020","Dec 18, 2019",,Hardcover,view (with text),/book/show/43923951-such-a-fun-age
469,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kindred,"Butler, Octavia E.",0807083690,9780807083697,0807083690,288        pp,4.30,"217,807",Jun 1979,"Feb 01, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was really, really good. The story is just as compelling as the description has me hoping it would be. I appreciated that the “sci-fi” was very lThis was really, really good. The story is just as compelling as the description has me hoping it would be. I appreciated that the “sci-fi” was very light on “sci,” because I get bogged down in attempts at explaining time travel sometimes. But I really could have used another chapter or two at the end to perhaps explain a BIT more of the why, or Dana’s mindset/thinking going forwards, or how the experience impacted her life in the long term. It felt like it just ended too abruptly. But it was still a great book that id highly recommend!...more",Notes are private!,0,0,1,"Feb 12, 2020","Feb 18, 2020","Dec 18, 2019",,Paperback,view (with text),/book/show/60931.Kindred
470,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Boy Swallows Universe,"Dalton, Trent",1460753895,9781460753897,1460753895,464        pp,4.34,"80,110","Jun 18, 2018","Jun 18, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 07, 2019",,Paperback,view,/book/show/37558445-boy-swallows-universe
471,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Don't Come Home,"Bledsoe, Bea*",,,B0818FQQCM,241        pp,4.00,40,"Nov 17, 2019","Nov 17, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really enjoyed this surprisingly genre-crossing mystery! Leigh is a strong female protagonist with a compelling backstory and a devastating mystery I really enjoyed this surprisingly genre-crossing mystery! Leigh is a strong female protagonist with a compelling backstory and a devastating mystery to solve. I loved the descriptions of the desolate beauty of Wyoming (and learned something new- apparently Wyoming residents are called “Wyos”?? Who knew?). The book was well-written and moved quickly. My only complaint is with the random weird punctuation errors that seem to occur often in Kindle books- like quotation marks turned the wrong way or on the wrong line. Those tend to distract me, so hopefully future editions will fix those so that readers stay immersed in the story! I can’t wait to read more by Bea!!...more",Notes are private!,0,1,1,"Dec 06, 2019","Dec 07, 2019","Dec 06, 2019",,Kindle Edition,view (with text),/book/show/48835300-don-t-come-home
472,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Text Me When You Get Home: The Evolution and Triumph of Modern Female Friendship,"Schaefer, Kayleen*",0525527532,9780525527534,,7        pp,3.47,"8,154","Feb 06, 2018","Feb 06, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 06, 2019",,Audiobook,view,/book/show/35268117-text-me-when-you-get-home
473,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Family Upstairs        (The Family Upstairs, #1)","Jewell, Lisa*",1501190105,9781501190100,1501190105,340        pp,3.97,"414,648","Aug 06, 2019","Nov 05, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ooooh!! This was a fantastic thriller!! It’s been a little while since I’ve enjoyed a good suspense novel, and this did not disappoint!",Notes are private!,0,0,1,Mar 2020,"Mar 04, 2020","Dec 05, 2019",,Hardcover,view (with text),/book/show/43822820-the-family-upstairs
474,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Very Valentine        (Valentine, #1)","Trigiani, Adriana*",0061257052,9780061257056,0061257052,371        pp,3.82,"18,784","Feb 03, 2009","Feb 03, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 04, 2019",,Hardcover,view,/book/show/3673357-very-valentine
475,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Capture the Castle,"Smith, Dodie",0312181108,9780312181109,0312181108,408        pp,4.00,"104,345",1948,"Mar 15, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 04, 2019",,Hardcover,view,/book/show/31122.I_Capture_the_Castle
476,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Red, White & Royal Blue","McQuiston, Casey*",,,,423        pp,4.09,"988,195","May 14, 2019","May 14, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Oh, this was a delightful bit of escapism. Loved the dramatic secret romance, even more loved the alternate timeline setting where the progressive womOh, this was a delightful bit of escapism. Loved the dramatic secret romance, even more loved the alternate timeline setting where the progressive woman won the 2016 presidency. ...more",Notes are private!,0,1,1,"Jan 14, 2020","Jan 18, 2020","Dec 02, 2019",,Paperback,view (with text),/book/show/41150487-red-white-royal-blue
477,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Winter Storms        (Winter, #3)","Hilderbrand, Elin*",0316261173,9780316261173,0316261173,246        pp,3.92,"55,289","Oct 04, 2016","Oct 04, 2016",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Why am I still reading these books. I can't stop rolling my eyes. Why am I still reading these books. I can't stop rolling my eyes. ...more,Notes are private!,0,0,1,Dec 2019,"Dec 02, 2019","Dec 01, 2019",,Hardcover,view (with text),/book/show/28962891-winter-storms
478,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Winter Stroll        (Winter, #2)","Hilderbrand, Elin*",0316261130,9780316261135,0316261130,263        pp,3.85,"59,223","Nov 19, 2015","Oct 13, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I liked this more than the first book. The characters developed a little more and their problems felt more interesting. Still, since each book is so sI liked this more than the first book. The characters developed a little more and their problems felt more interesting. Still, since each book is so short and reads so quickly, and clearly cannot stand alone....why bother making this a four-book series?? Seems like it coulda just been one longer book that covered all the same characters and situations. I’ll keep reading, but I’m kinda meh on the whole thing. ...more",Notes are private!,0,0,1,"Nov 30, 2019",Dec 2019,"Nov 30, 2019",,Hardcover,view (with text),/book/show/24819476-winter-stroll
479,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Winter Street        (Winter Street, 1)","Hilderbrand, Elin*",0316410667,9780316410663,0316410667,352        pp,3.81,"83,826",2014,"Oct 14, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I enjoyed the setting and characters, but not enough really happened to make it a great read. I know it was just setting up for the next three books, I enjoyed the setting and characters, but not enough really happened to make it a great read. I know it was just setting up for the next three books, though, and I think there is enough potential to merit reading on!...more",Notes are private!,0,0,1,"Nov 24, 2019","Nov 25, 2019","Nov 24, 2019",,Hardcover,view (with text),/book/show/20706324-winter-street
480,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Fire Sparkling,"MacLean, Julianne*",1542092817,9781542092814,B07L4PL653,432        pp,4.44,"37,202","Aug 01, 2019","Aug 01, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I’m always a sucker for a good WWII story!! I enjoyed this one. I feel like the writing could have been stronger, and the storyline was a bittttt too I’m always a sucker for a good WWII story!! I enjoyed this one. I feel like the writing could have been stronger, and the storyline was a bittttt too far-fetched, but I was still totally sucked into it. 3.5 stars is probably more accurate, but I’ll round up because I really enjoyed the ending and how it all tied together. ...more",Notes are private!,0,0,1,"Nov 12, 2019","Nov 18, 2019","Nov 12, 2019",,Kindle Edition,view (with text),/book/show/43159032-a-fire-sparkling
481,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Where the Forest Meets the Stars,"Vanderah, Glendy",154204006X,9781542040068,154204006X,332        pp,4.14,"191,827","Mar 01, 2019","Mar 01, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Aaah, this was wonderful. Such a unique story- it has me thinking about a wide variety of topics/situations I don’t normally consider. It covered weigAaah, this was wonderful. Such a unique story- it has me thinking about a wide variety of topics/situations I don’t normally consider. It covered weighty topics without feeling too heavy or sad. I just really, really enjoyed it!...more",Notes are private!,0,0,1,"Nov 09, 2019","Nov 10, 2019","Nov 09, 2019",,Hardcover,view (with text),/book/show/40545956-where-the-forest-meets-the-stars
482,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pipestone,"Eagle, Fortunate",080614114X,9780806141145,080614114X,212        pp,3.83,293,Mar 2010,"Mar 19, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 02, 2019",,Paperback,view,/book/show/8064851-pipestone
483,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Proposal        (The Wedding Date, #2)","Guillory, Jasmine*",0399587683,9780399587689,0399587683,325        pp,3.48,"118,907","Oct 30, 2018","Oct 30, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was cute. I liked it better than The Wedding Date, actually. I don’t feel like I get as sucked into these books as I do Christina Lauren books, bThis was cute. I liked it better than The Wedding Date, actually. I don’t feel like I get as sucked into these books as I do Christina Lauren books, but I do really love the diverse and surprisingly well-developed cast of characters Guillory includes in her stories!...more",Notes are private!,0,0,1,"Oct 31, 2019",Nov 2019,"Nov 01, 2019",,Paperback,view (with text),/book/show/37584991-the-proposal
484,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Grace Year,"Liggett, Kim*",1250145449,9781250145444,1250145449,416        pp,4.15,"131,857","Oct 08, 2019","Oct 08, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ohhhhh this was great!! So dark. It was like someone read/watched The Handmaid’s Tale and were like “good, but they were really too kind to the women.Ohhhhh this was great!! So dark. It was like someone read/watched The Handmaid’s Tale and were like “good, but they were really too kind to the women. We could really oppress more.” So then they wrote this story. ...more",Notes are private!,0,0,1,"Nov 13, 2020","Nov 15, 2020","Oct 30, 2019",,Hardcover,view (with text),/book/show/43263520-the-grace-year
485,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ninth House        (Alex Stern, #1)","Bardugo, Leigh*",1250313074,9781250313072,1250313074,461        pp,4.03,"305,607","Oct 08, 2019","Oct 08, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really really liked the premise and “world” of this book. The secret societies and their links to magic in the otherwise normal, modern setting was I really really liked the premise and “world” of this book. The secret societies and their links to magic in the otherwise normal, modern setting was really fun and different. And I liked the magical murder mystery, in theory. But I just got really lost in all of the details, and forgot the connections and societies’ details, and it just ended up being kinda hard to keep picking up. I finished it, and I did enjoy the ending, but I probably won’t read the next one. Just not exactly for me, though I enjoyed aspects of it!...more",Notes are private!,0,0,1,"Oct 28, 2023","Nov 08, 2023","Oct 26, 2019",,Hardcover,view (with text),/book/show/43263680-ninth-house
486,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Happiness for Beginners,"Center, Katherine*",1250047307,9781250047304,1250047307,320        pp,4.07,"46,744","Mar 24, 2015","Mar 24, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 24, 2019",,Paperback,view,/book/show/21853666-happiness-for-beginners
487,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The World That We Knew,"Hoffman, Alice*",1501137573,9781501137570,1501137573,372        pp,4.19,"33,381","Sep 24, 2019","Sep 24, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book was extraordinary. A World War II story unlike anything I’ve ever read. This tale of Jewish mysticism, Resistance, and love is absolutely enThis book was extraordinary. A World War II story unlike anything I’ve ever read. This tale of Jewish mysticism, Resistance, and love is absolutely enthralling and heartbreaking. Wow. ...more",Notes are private!,0,1,1,"Oct 28, 2019","Oct 30, 2019","Oct 22, 2019",,Hardcover,view (with text),/book/show/43822062-the-world-that-we-knew
