,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Daniel's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
339,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Scars of Independence: America's Violent Birth,"Hoock, Holger",0804137285,9780804137287,0804137285,480        pp,3.87,702,"May 09, 2017","May 09, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 09, 2017",,Hardcover,view,/book/show/31453065-scars-of-independence
340,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bride of Sforza,"Seymour, Miranda*",0395202906,9780395202906,0395202906,212        pp,3.38,8,1975,"Jan 01, 1975",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"After reading A History of Milan Under the Sforza, I wanted a book that would bring some life to the historical record. Dates, places, and facts are iAfter reading A History of Milan Under the Sforza, I wanted a book that would bring some life to the historical record. Dates, places, and facts are interesting, but they also lack in the emotional/human content that probably drove the creation of history as it is.Within the Sforzas' rule of Milan, a brief period in the 1490’s marks the height of that City’s prosperity. A competent ruler, Lodovico (El Moro) Sforza, had usurped power from the rightful, but incompetent heir to Milan, namely his young nephew Gian Sforza. Leonardo da Vinci was on retainer to Lodovico, practicing art and engineering throughout the realm. As for intrigue, the wives of Lodovico and Gian were competing for the spoils of the dukedom while Lodovico had ever-growing concerns of a restoration of his nephew to his proper position. The city-state was in relative peace with its neighbors who, near the end of this period of prosperity, looked towards the riches of Milan as a suitable prize for the taking.The Bride of Sforza capitalizes on this period of Milan’s history and tells the tale of Lodovico’s wife, Beatrice Sforza. The story gives life to those that moved in and out of hers. Miranda Seymour fills in the human personalities associated with the historical figures and uses these human attributes to move each character towards their inevitable fates. She does a good job of both respecting the framework of history and creating reasonable depictions of these people’s lives.The shortcomings of the book reside in its stiff delivery. The story is told in the first person by an onlooker with close ties to Beatrice but somewhat outside of Beatrice’s inner circle. As a result, the installation of human emotions into the various characters is tempered by the personality of the narrator, and the attempt to give life to history falls short of the magic that can be great historical fiction....more",Notes are private!,0,8,1,"Mar 05, 2017","Mar 15, 2017","Mar 05, 2017",,Hardcover,view (with text),/book/show/1892361.The_Bride_of_Sforza
341,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A History of Milan Under the Sforza,"Ady, Cecilia Mary",,,B019N308Y2,364        pp,3.84,32,1907,"Dec 22, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"While planning a future trip to Northern Italy, I realized that I knew virtually nothing about the history of the area. With other locations, say LondWhile planning a future trip to Northern Italy, I realized that I knew virtually nothing about the history of the area. With other locations, say London, there is some underlying knowledge given how relevant the history of the Untied Kingdom is to that of America. But with Italy that was not the case.I chose to start with the Sforzas partly by random and partly due to a previous but brief trip through Milan. The Castle in Milan bears the Sforza name and it is the predominate feature of the City. While the Duomo is beautiful, the Castle is a massive structure of stone that resonates a historical past.The book is well written and well organized. It focuses on Northern Italy and from there it touches on that region’s interactions with the balance of Italy as well as the rest of Europe. The timespan of the book progresses through a period of just over one hundred years. The narrative goes into detail, and those like me, who are not familiar with the smaller cities and castles of Italy, should be prepared to have Google available while reading. From this perspective, the book is challenging.The history itself is captivating. I was caught off guard by how chaotic Italy was during a period when renaissance art is mostly all that remains. The country was comprised of city-states that viewed the surrounding villages as little more than sources of income for the regional despot. Mercenary armies and frequent wars were the norm and they were all predicated on the desires of rulers, kings, and the Pope. And yet, there were still traces of human kindness expressed by rulers towards their subjects and Leonardo da Vinci appears in Milan bringing with him artistic and engineering talents.I was hoping that A History of Milan Under the Sforza would serve as a foundation upon which other histories and other historical fictions could rest. Now that I have completed it, I am certain that that will be the case....more",Notes are private!,0,10,1,"Feb 11, 2017","Mar 03, 2017","Feb 11, 2017",,Kindle Edition,view (with text),/book/show/28492602-a-history-of-milan-under-the-sforza
342,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Good Morning, Midnight","Brooks-Dalton, Lily*",0812998901,9780812998900,,218        pp,3.90,"20,763","Aug 09, 2016","Aug 09, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The genre of science fiction can be used to explore humanity’s eventual future. It has the ability to extrapolate the present paths of science and tecThe genre of science fiction can be used to explore humanity’s eventual future. It has the ability to extrapolate the present paths of science and technology and then place humans in the midst of a future world. But sometimes, science fiction is used not to show us who we will become, but rather who we are. This is the case with Good Morning, Midnight. The book uses science fiction to create a world that is devoid of external societal pressures. There are no deadlines to meet and days simply consist of time. Under these conditions, the two main characters are left to themselves to explore their lives, evaluate their regrets, and make changes during the time they perceive to be remaining to them. The result is a heightened sense of intimacy between the reader and these characters. I felt the loneliness of their lives and could feel the emotions they felt throughout the novel.The premise also offers an occasion for reflection on our need for companionship. The two main characters share a sort of common past that is never recognized between them. They have lived similar lives. However, their outcomes are different. It may be that the final difference between them resides in their ability to know that we as humans are all created with a need for companionship and that without this realization, life cannot be enjoyed to its fullest....more",Notes are private!,0,18,1,"Feb 02, 2017",not set,"Feb 02, 2017",,ebook,view (with text),/book/show/27405160-good-morning-midnight
343,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Golden Rendezvous,"MacLean, Alistair",0449214230,9780449214237,0449214230,270        pp,3.91,"2,755",1962,"Apr 12, 1987",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It's a rare thing for a 'thriller' to garner four or five stars from me. While reading these types of books, I feel the mapping of the plot, as if theIt's a rare thing for a 'thriller' to garner four or five stars from me. While reading these types of books, I feel the mapping of the plot, as if the voice from a GPS computer were directing my every turn. It feels manipulative. While the sights may be interesting along the way, the randomness of life has been suppressed.This is the feeling that was conveyed by The Golden Rendezvous. It was an engaging turn of events and the setting, a passenger ship at sea, enhanced the experience. The characters, however, serve only the plot. They drive the action, which diminishes their human presence in the story. While the plot offers a few twists, the characters remain flat and uninteresting. The hero, for instance, exhibits extraordinary powers of reasoning and a super-human capacity for endurance. These characteristics are simply not true to life, but they had to be included in order for the story to make its way from beginning to end. As a 'thriller' you get what you pay for with this novel, but not much of anything else....more",Notes are private!,0,4,1,"Jan 11, 2017","Jan 16, 2017","Jan 11, 2017",,Paperback,view (with text),/book/show/149657.The_Golden_Rendezvous
344,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Tie That Binds,"Haruf, Kent",0030719798,9780030719790,0030719798,246        pp,4.11,"9,183",1984,"Jan 01, 1984",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 07, 2017",,Hardcover,view,/book/show/4259178-the-tie-that-binds
345,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hell's Angels: The True Story of the 303rd Bomb Group in World War II,"Stout, Jay A.",0425274098,9780425274095,0425274098,464        pp,4.21,493,"Jan 06, 2015","Jan 06, 2015",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"While Stout's title is correct in that this is indeed a true story of the 303rd Bombardment Group during World War II, his book is certainly not a comWhile Stout's title is correct in that this is indeed a true story of the 303rd Bombardment Group during World War II, his book is certainly not a complete story. It is structured to give a certain impression of the life of some of the men that served in a heavy bombardment group during the war, and all other aspects of life that contradict this impression are ignored or minimalized. As a result, the book has a monotonous feel to it.Every chapter includes multiple accounts of aircrew members’ combat experiences while on missions. The book is so filled with these war stories that it's easy to lose track of any given person even though they would occasionally reappear later in the book at a future point in time. Additionally, the accounts are all very similar in nature. They typically take the form of some plane, man, or enemy fighter being shot resulting in someone dying, being injured, captured, or lucking out. The effect is a virtual blender of combat situations. The other issue with the book stems from the fact that life as a bomber crew member was often filled with other activities beyond those that brought death and destruction. Missing from Stout’s account is any meaningful sense of the downtime that had to be endured between missions or the hours of uneventful flight time that had to be endured while heading into danger. While these other stories would have been devoid of shrapnel and machine gun fire, they would have served to provide a more complete picture of the experience; a truer story.Furthermore, the ground crews that kept the bombers flying are also missing in a significant way. They were equally important to the success and failures of the 303rd Bombardment Group, but their lives are only briefly mentioned. If they are the unsung heroes of the unit, then their contributions still remain unsung.I can see this book as being of interest to flight crew members and their relatives. It chronicles their suffering in combat and enshrines their sacrifices. However, the true story of 303rd Bombardment Group is so much more than the one recorded in this book and so many other aspects of the Group’s history have been left unsaid....more",Notes are private!,0,7,1,"Dec 28, 2016","Jan 08, 2017","Dec 28, 2016",,Hardcover,view (with text),/book/show/22522038-hell-s-angels
346,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Strangers in Their Own Land: Anger and Mourning on the American Right,"Hochschild, Arlie Russell",1620972255,9781620972250,1620972255,242        pp,4.11,"16,429","Sep 06, 2016","Sep 06, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The premise that prompted this book is that people of all political points of view should be able to find common ground on issues that affect their liThe premise that prompted this book is that people of all political points of view should be able to find common ground on issues that affect their lives. For this book, the writer, Arlie Hochschild, focuses on the environment and the state of Louisiana, where people have experienced and endured wide-spread environmental damage caused by the petrochemical industry. The other attribute of Louisiana that works well for this premise is that a large portion of its people profess support for the conservative opinions encapsulated by the Tea Party, which differ from the writer’s own liberal point of view.As the book progresses, Hochschild interviews and reports on people that have been adversely affected by environmental damage. She relays tales of people who worked for the petrochemical industry and who have suffered through the environmental damage that it has caused. The air has become malodorous, the bayous are polluted, homes have been rendered worthless, wildlife has died off, and cancer rates have soared.Hochschild then finds that these same people make political decisions that ignore their own stated frustrations with the environment much to the detriment of their own health and safety concerns. As she investigates further, she finds the reasons for this paradox and works to give structure and context to these reasons. She uses her 54 years of experience as an investigator of social issues to define their story and then confirms with these same people that her understanding represents their feelings and beliefs.I was sensitive to the fact that a liberal social scientist from Berkley was the person writing about the beliefs of people that see politics from an opposite perspective. However, Hochschild remained empathetic during her interviews and was non-confrontational. She encouraged people to feel positive and proud of their beliefs. When feelings were expressed that were not consistent with facts she let those feelings stand on their own and saved fact-checking for an appendix in the back of the book. In short, she searched for the true beliefs of the people she interviewed. I am admittedly a progressive person with liberal political beliefs, and I wanted to be challenged by this book. I wanted to say, “yes, I can see the thought process behind the Tea Party movement, and I understand why Tea Party members see themselves as ‘strangers in their own land.’” The end result is something close to this desire. I now have a more structured understanding of Tea Party beliefs. Hochschild walked through a political minefield in a practiced professional manner and reported objectively on what she observed. Had I attempted to do the same, the effort would have destroyed my ability to achieve this same level of understanding.Lastly, others may believe that Hochschild cheated the Tea Party out of a realistic foundation. As such, I am open to suggestions for books that would serve to correct that perception....more",Notes are private!,0,6,1,"Dec 05, 2016","Dec 12, 2016","Dec 05, 2016",,Hardcover,view (with text),/book/show/28695425-strangers-in-their-own-land
347,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Democracy for Realists: Why Elections Do Not Produce Responsive Government        (Princeton Studies in Political Behavior, 1)","Achen, Christopher H.",0691169446,9780691169446,0691169446,408        pp,4.00,947,"Apr 19, 2016","Apr 19, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 13, 2016",,Hardcover,view,/book/show/27311899-democracy-for-realists
348,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Very Long Engagement,"Japrisot, Sébastien",0099474549,9780099474548,0099474549,320        pp,3.90,"7,281","Sep 06, 1991","Jan 06, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Oct 28, 2016",,Paperback,view,/book/show/6253.A_Very_Long_Engagement
349,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Housekeeping,"Robinson, Marilynne",0374173133,9780374173135,0374173133,219        pp,3.81,"53,435","Mar 01, 1980","Jan 01, 1981",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 28, 2016",,Hardcover,view,/book/show/1069627.Housekeeping
350,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Pair of Blue Eyes,"Hardy, Thomas",0140432663,9780140432664,0140432663,450        pp,3.78,"8,367",1873,"Sep 02, 1986",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"In my experience with 19th Century writing, I’ve noticed a fair amount of heavy handedness by writers that seemingly push their characters through ploIn my experience with 19th Century writing, I’ve noticed a fair amount of heavy handedness by writers that seemingly push their characters through plots. There always appears to be something forced about the tragedies and the characters seem to be easily trapped by emotions spawned by narrow perceptions of life. I find these manipulations to be distracting form the reality that these writers strive to create.The element of Blue Eyes that is refreshing is that the plot feels organic to the hearts and minds of its characters. Hardy tell the story with a light hand and as a result the characters' actions feel rooted to themselves and true to the moment. This approach may have the effect of minimizing plot twists and avoiding surprising revelations, but it also has the effect of creating a world that is inherently human. Every element of this story is constantly changing and the characters change and adapt as the story progresses.This human approach may have been a necessity for Hardy to tell his story, which is all about love. It’s practically a symphony of love in that every nuance of the emotion is exemplified by its characters. The main characters exemplify how love can be passionate, irrational, fearful, and hateful. The supporting characters act out love in its other forms such as it exists between family members and close friends. Love as a path to happiness, sadness, regret, and deceitfulness is explored. And love’s ability to cross social boundaries is yet another theme.In approaching the final chapters, Hardy takes a few liberties with his characters to set them on their final paths, but then lets them fall towards the ending. The final chapters are enthralling and capture the inadequacy of rational thought to defining the emotion. In terms of its trueness to the emotion, this is arguably the best love story that I have read; and Hardy succeeds with this book where others of the genre have failed....more",Notes are private!,0,3,1,"Oct 22, 2016","Nov 06, 2016","Oct 22, 2016",,Mass Market Paperback,view (with text),/book/show/898288.A_Pair_of_Blue_Eyes
351,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Logan's Run,"Nolan, William F.",0553025171,9780553025170,0553025171,149        pp,3.64,"12,123",1967,"Aug 01, 1976",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"As a novel, Logan’s Run presents some key visions of the future. The novel extrapolates possible long-term outcomes of overpopulation, dwindling resouAs a novel, Logan’s Run presents some key visions of the future. The novel extrapolates possible long-term outcomes of overpopulation, dwindling resources, and artificial intelligence. And if you’ve seen the movie of the same name, it becomes apparent that these key visions were carefully transplanted into a concise, though-provoking screenplay. Beyond these key visions, however, the story becomes a sprawling romp through the world without much meaning beyond communicating the extent of the chase. The stops along the way are described in terms of the 1960's era during which the book was written. Hence, free love, psychedelic scenes, and acid trips color most of the side-plots as Logan 3 and Jessica 6 try to escape the demands of their society. The book has a groovy feel to it which becomes tiring if you are hoping to have the best parts of the movie expanded upon within the breadth of the book....more",Notes are private!,0,1,1,"Oct 17, 2016","Oct 21, 2016","Oct 17, 2016",,Paperback,view (with text),/book/show/73654.Logan_s_Run
352,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The North Water,"McGuire, Ian*",1471151255,9781471151255,1471151255,325        pp,3.98,"31,533","Feb 11, 2016","Feb 11, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 12, 2016",,Paperback,view,/book/show/26851955-the-north-water
353,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Gamiani, or Two Nights of Excess        (Naughty French Novels, 1)","Musset, Alfred de",0061237248,9780061237249,0061237248,92        pp,3.10,438,1833,"Feb 06, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 10, 2016",,Paperback,view,/book/show/622765.Gamiani_or_Two_Nights_of_Excess
354,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Another Brooklyn,"Woodson, Jacqueline*",0062359983,9780062359988,0062359983,192        pp,3.87,"39,180","Aug 09, 2016","Aug 09, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 09, 2016",,Hardcover,view,/book/show/27213163-another-brooklyn
355,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hunted,"Leonard, Elmore",0060084065,9780060084066,0060084065,336        pp,3.67,"1,524",1977,"Jan 28, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The thing I like best about Leonard is his consistency. I find it hard to believe that my attention could not be held by any of his books. His abilityThe thing I like best about Leonard is his consistency. I find it hard to believe that my attention could not be held by any of his books. His ability to write characters that are true to themselves before holding fast to any moral ideal is what makes his characters real and interesting. This is what I have come to expect from Leonard and The Hunted is one more case-in-point.The story brings the reader to Israel in the late 1970s, however, with only a few exceptions, the setting is timeless. In some ways, the book could serve as a guide to Israel in that it provides a sense of the relative size of the country. The next time I read this story I'll be sure to have a road map with me to follow the travels of the characters, just as one of the characters does in the novel.The plot may be somewhat cliché with mobsters, hit men, and a briefcase full of money, but the plot is only a delivery system. In the same way that chips were invented to serve up spicy salsa, The Hunted serves up real, flavor-filled people....more",Notes are private!,0,3,1,"Oct 09, 2016","Oct 16, 2016","Oct 09, 2016",,Mass Market Paperback,view (with text),/book/show/288970.The_Hunted
356,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ghosts of Spain: Travels Through Spain and Its Silent Past,"Tremlett, Giles",0571279392,9780571279395,0571279392,468        pp,3.93,"3,719","Jan 01, 2006","Apr 05, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 24, 2016",,Paperback,view,/book/show/13629710-ghosts-of-spain
357,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Enemy: A Novel of Life Aboard a U.S. Navy Destroyer in World War II,"Williams, Wirt",,,B00WT53JZ2,320        pp,3.63,115,1951,"Apr 27, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It’s always a pleasure to take a chance on a book and then find it to be enjoyably unique. Writ Williams takes WWII naval warfare beyond the typical sIt’s always a pleasure to take a chance on a book and then find it to be enjoyably unique. Writ Williams takes WWII naval warfare beyond the typical scenes of artillery salvos, depth charges, and torpedo attacks. Rather, The Enemy is a book about its characters and their life in the Navy on board a small ship in the Atlantic.What Williams captures so well is that quality of Navy life (and for that matter the military experience) known as the wait. The wait is a period of time that has to be suffered by individuals before a pre-disclosed fate can actually be experienced. If you or your unit has been assigned a task in the Navy, you will have to experience the wait before the task can transpire. And while the wait itself is not that exciting, the effect that it has on individuals is interesting. It brings out the true nature of people while at the same time forces people to repress their fear of the future. It forces people to cope as best they can.Williams takes his characters through the wait. His characters range in experience from the newest sailors to oldest of salts. He also explores a range of personalities and how different people behave under the prolonged stress of not being able to do what they have sent to accomplish. And the ship, old and outdated, experiences its own form of waiting as it steams towards a new war 20 years after being launched too late for the First World War.The Enemy accomplishes what it promises to do in that the characters truly act out life aboard a Navy destroyer during WWII. Only Williams, who once lived through his own story and then became an accomplished writer, could write such a novel in such a convincing manner. And it is my hope, that such truth will not be forgotten in favor of more flashy war stories of the typical type....more",Notes are private!,0,1,1,"Sep 05, 2016","Sep 18, 2016","Sep 05, 2016",,Kindle Edition,view (with text),/book/show/25447768-the-enemy
358,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,S.S. Asteroid or Tell It to the Bees,"Johnson, Josephine",0615314910,9780615314914,0615314910,270        pp,3.00,2,2009,"Sep 28, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 29, 2016",,Hardcover,view,/book/show/7180901-s-s-asteroid-or-tell-it-to-the-bees
359,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Lesson Before Dying,"Gaines, Ernest J.",0375702709,9780375702709,B000RWMZN6,256        pp,3.98,"60,088","Jan 01, 1993","Jan 01, 1993",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A Lesson Before Dying gives it's readers an insight into the black experience in America. And while the specifics may have shifted from its late 1940sA Lesson Before Dying gives it's readers an insight into the black experience in America. And while the specifics may have shifted from its late 1940s setting, the message still holds true today. Racism, whether deliberate or implicit, still exists. It has profound negative effects on entire segments of American society and it creates a hopeless generational cycle. The story uses the 1940s as a time variable. Readers knows that life in that era has long since past which invites consideration of the changes that have occurred since then. While African Americans have transitioned from the sugarcane fields of the south to the neighborhoods of the inner city, the hopelessness of birth, poverty, denied opportunity, and death still exists. In addition to this timeless theme, the book also provides a constant: a young black man in jail. He is just as trapped as any person in the cane fields or the inner-city and his fate is just as set.The engine that has propelled this cycle through time is discrimination. Discrimination was deliberate and even codified in the 1940s, but as sensitivities have changed, the means of maintaining racial biases have evolved. Yesterday's whites-only institutions have been replaced by understandings that manifest themselves in statistics that cannot be rationally explained by anything other than discrimination. A Lesson Before Dying is a book for those that want to explore this topic. It provides a foundation for thought. Where those thoughts lead to is left to the reader's consideration, if they happen to be so inclined....more",Notes are private!,0,1,1,"Sep 25, 2016","Oct 09, 2016","Aug 18, 2016",,Paperback,view (with text),/book/show/5197.A_Lesson_Before_Dying
360,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Spartina,"Casey, John",0375702687,9780375702686,0375702687,375        pp,3.79,"2,261","Jun 17, 1989","Apr 28, 1998",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Spartina offers a glimpse into a rural New England town where everybody knows everybody and secrets are the only temporary privacy afforded its resideSpartina offers a glimpse into a rural New England town where everybody knows everybody and secrets are the only temporary privacy afforded its residents. The town's economy is fishing, crabbing, and lobster hunting but the community also sits at an epoch. The yuppies are moving in to take advantage of nature, ocean breezes, and affordable serenity just hours away from the chaos of civilization. While the premise is interesting, the story itself often becomes bogged down in its own narrative. I found myself wanting to reach the ends of chapters, which is not a good sign of an enjoyable book.As for the characters, I liked the depictions of human nature: how each of the characters presented a strong conviction of their sense of being and how easily that conviction crumbled in the face of tangible temptation. However, they fell short of being convincing.The characters did not come across as unique individuals. Rather, they all seemed to have been made from a single flavor of ice cream that was simply served in different containers: cone, cup, or bowl. Their personalities tended to overlap and blend together. Their actions may have been interesting but their reactions lacked the emotional responses that could be considered theirs as individuals. The best parts of this book were the depictions of the sea and life on a small boat. Had there been more sea action, this book could have overcome some of its shortcomings. I found myself wishing for the next voyage chapter after chapter....more",Notes are private!,0,1,1,"Aug 14, 2016","Aug 25, 2016","Aug 14, 2016",,Paperback,view (with text),/book/show/137549.Spartina
361,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dolphin Confidential: Confessions of a Field Biologist,"Bearzi, Maddalena",0226040151,9780226040158,0226040151,216        pp,4.06,84,"Mar 05, 2012","Apr 15, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My perception of Dolphin Confidential changed while reading it. My initial view was that it would be a book filled with an abundance of information abMy perception of Dolphin Confidential changed while reading it. My initial view was that it would be a book filled with an abundance of information about dolphins, information that would enlighten my understanding about these fascinating creatures of the sea.As the book progressed, however, it became something different. Maddalena Bearzi wrote this book as a personal account of her life as a marine biologist. Bearzi shows that she is more than a scientist gathering data on detached subjects. She shows herself to be a person that is drawn to nature with a passion and she applies that passion to her work. In taking this approach, she not only imparts information, but she also conveys an understanding as to why that information is important her, and hopefully by extension, to humankind as well. The oceans are in trouble; the creatures that live in the oceans are not faring well; and the humans that depend upon the oceans are only a step behind.As for the dolphins, they are amazing creatures. The information that is imparted improved my understanding of their behavior in the wild and most of the book focused on dolphins located off the cost of Southern California. The book includes aspects of their social interactions and behaviors. It also provides measured arguments that suggest that dolphins feel emotions. And it discusses their potential for intelligence with examples of how dolphins teach and pass down skills from one generation to the next.On occasion, I have taken a tour boat out of Dana Point Harbor that focuses on bringing people closer to dolphins. My next tour of this type will certainly be more informed because of this book....more",Notes are private!,0,6,1,"Aug 02, 2016","Aug 10, 2016","Aug 02, 2016",,Hardcover,view (with text),/book/show/13212126-dolphin-confidential
362,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hombre,"Leonard, Elmore",0380822245,9780380822249,0380822245,184        pp,4.00,"4,580",1961,"Mar 05, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Hombre is a unique book when taken in context with the other books that I’ve read by Leonard. His writing style felt like it was adjusted to match theHombre is a unique book when taken in context with the other books that I’ve read by Leonard. His writing style felt like it was adjusted to match the dryness of the Arizona desert as well as the solitude of its main character, John Russell. Both, the character and his setting seemed to be intertwined through the pages, serving each other throughout the story. The story is thought provoking. Leonard gambles with the lives of all his characters and in doing so, repeatedly pits the value of one life against another. He makes it easy to fall into this gambit and once inside it’s impossible to climb back out. He makes the end a relief but the end also provokes the biggest question of the book: John Russell.With John Russell, Leonard once again creates a distinct human persona. The intrigue with Russell is associated with his actions, which were the final outcome of a host of personal feelings. Various portions of selfishness, kindness, disgust, and pity shaped his every move creating a complexity that mirrors real life. This complexity is maintained until the very end, when one of the supporting characters, the narrator of the story, thinks he has John Russell figured out, but even now, I still have my doubts....more",Notes are private!,0,5,1,"Jul 05, 2016","Jul 08, 2016","Jul 05, 2016",,Mass Market Paperback,view (with text),/book/show/835203.Hombre
363,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Silent Sparks: The Wondrous World of Fireflies,"Lewis, Sara",0691162689,9780691162683,0691162689,240        pp,4.26,108,"Mar 22, 2016","Apr 26, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 04, 2016",,Hardcover,view,/book/show/26597323-silent-sparks
364,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Best of Edward Abbey,"Abbey, Edward",1578051215,9781578051212,1578051215,458        pp,4.19,427,"Mar 12, 1988","Jul 01, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 26, 2016",,Paperback,view,/book/show/118542.The_Best_of_Edward_Abbey
365,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ring of Swords        (Hwarhath, #1)","Arnason, Eleanor",0312855184,9780312855185,0312855184,383        pp,3.89,390,"Aug 01, 1993","Jan 01, 1993",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 21, 2016",,Hardcover,view,/book/show/1824492.Ring_of_Swords
