,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Anna's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Awakening,"Chopin, Kate",0543898083,9780543898081,0543898083,195        pp,3.68,"208,655",1899,2006,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 27, 2023",,Paperback,view,/book/show/58345.The_Awakening
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Brothers Karamazov,"Dostoevsky, Fyodor",,,0374528373,796        pp,4.37,"332,293",1880,"Jun 14, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 27, 2023",,Paperback,view,/book/show/4934.The_Brothers_Karamazov
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Howards End,"Forster, E.M.",0486424545,9780486424545,0486424545,246        pp,3.96,"89,643","Oct 18, 1910","Oct 29, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 27, 2023",,Paperback,view,/book/show/3102.Howards_End
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Our Spoons Came from Woolworths,"Comyns, Barbara",0860683532,9780860683537,0860683532,223        pp,3.90,"3,196",1950,"Apr 21, 1983",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 27, 2023",,Paperback,view,/book/show/1818286.Our_Spoons_Came_from_Woolworths
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Strongmen: Mussolini to the Present,"Ben-Ghiat, Ruth",1324001542,9781324001546,1324001542,384        pp,4.22,"2,735","Nov 10, 2020","Nov 10, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 27, 2023",,Hardcover,view,/book/show/53597796-strongmen
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Our Migrant Souls: A Meditation on Race and the Meanings and Myths of “Latino”,"Tobar, Héctor",037460990X,9780374609900,037460990X,256        pp,4.31,"1,116",unknown,"May 09, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 27, 2023",,Hardcover,view,/book/show/62039320-our-migrant-souls
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anagrams,"Moore, Lorrie",0446672726,9780446672726,0446672726,228        pp,3.93,"4,721",1986,"Aug 01, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 27, 2023",,Paperback,view,/book/show/19635.Anagrams
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Unfit Heiress: The Tragic Life and Scandalous Sterilization of Ann Cooper Hewitt,"Farley, Audrey Clare*",1538753359,9781538753354,1538753359,304        pp,3.64,"1,473","Apr 20, 2021","Apr 20, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 27, 2023",,Hardcover,view,/book/show/54817567-the-unfit-heiress
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Stand in the Trench, Achilles: Classical Receptions in British Poetry of the Great War","Vandiver, Elizabeth",0199542740,9780199542741,0199542740,480        pp,4.65,26,"Feb 18, 2010","Feb 28, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 24, 2023",,Hardcover,view,/book/show/7686142-stand-in-the-trench-achilles
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Scythe        (Arc of a Scythe, #1)","Shusterman, Neal*",,,,435        pp,4.33,"314,433","Nov 22, 2016","Nov 22, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 23, 2023",,Hardcover,view,/book/show/28954189-scythe
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Green Lady: A Spirit, A Story, A Place","Bayley, Sally",0008414246,9780008414245,B0BP9ZXGWR,193        pp,3.62,8,unknown,"Jul 20, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 17, 2023",Sep 2023,"Aug 17, 2023",,Kindle Edition,view,/book/show/124946270-the-green-lady
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fruiting Bodies: Stories,"Harlan, Kathryn*",1324021225,9781324021223,1324021225,256        pp,4.19,"2,386","Jun 07, 2022","Jun 07, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 16, 2023",,Hardcover,view,/book/show/58999220-fruiting-bodies
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Death of the Heart,"Bowen, Elizabeth",0385720173,9780385720175,0385720173,418        pp,3.65,"8,324",1938,"May 09, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 12, 2023",,Paperback,view,/book/show/91494.The_Death_of_the_Heart
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Candy House,"Egan, Jennifer*",1476716765,9781476716763,1476716765,352        pp,3.65,"57,146","Apr 05, 2022","Apr 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 09, 2023",,Hardcover,view,/book/show/58437521-the-candy-house
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Blessing the Boats: New and Selected Poems, 1988-2000","Clifton, Lucille",1880238888,9781880238882,1880238888,132        pp,4.26,"1,998","Apr 01, 2000","Apr 01, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 07, 2023",,Paperback,view,/book/show/607270.Blessing_the_Boats
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,At the Owl Woman Saloon: Stories,"Gallagher, Tess",0684847566,9780684847566,0684847566,240        pp,3.53,75,"Aug 23, 1997","Aug 23, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 07, 2023",,Paperback,view,/book/show/922656.At_the_Owl_Woman_Saloon
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Concerning the Book that is the Body of the Beloved,"Orr, Gregory",1556592299,9781556592294,1556592299,200        pp,4.32,274,"Sep 01, 2005","Sep 01, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 07, 2023",,Paperback,view,/book/show/540175.Concerning_the_Book_that_is_the_Body_of_the_Beloved
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Poetry as Survival,"Orr, Gregory",0820324280,9780820324289,0820324280,242        pp,4.34,286,"Oct 01, 2002","Oct 29, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 07, 2023",,Paperback,view,/book/show/540174.Poetry_as_Survival
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wild Iris,"Glück, Louise",0880013346,9780880013345,0880013346,65        pp,4.18,"12,286",1992,"Nov 01, 1993",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 07, 2023",,Paperback,view,/book/show/76546.The_Wild_Iris
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Little Disturbances of Man,"Paley, Grace",0140075577,9780140075571,0140075577,192        pp,3.99,"1,999",1959,"Jan 08, 1985",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 07, 2023",,Paperback,view,/book/show/133620.The_Little_Disturbances_of_Man
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Concert of Tenses: Essays on Poetry,"Gallagher, Tess",0472063707,9780472063703,0472063707,240        pp,4.61,23,"Jan 15, 1986","Nov 28, 1986",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 07, 2023",,Paperback,view,/book/show/922649.A_Concert_of_Tenses
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Amplitude: New and Selected Poems,"Gallagher, Tess",1555971105,9781555971106,1555971105,204        pp,4.17,121,1987,"Sep 01, 1988",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 07, 2023",,Paperback,view,/book/show/400152.Amplitude
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Letters To My Weird Sisters: On Autism and Feminism,"Limburg, Joanne",,,B0977KG2VN,255        pp,4.16,522,"Jul 01, 2021","Jul 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 05, 2023",,Kindle Edition,view,/book/show/58466932-letters-to-my-weird-sisters
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Magic Fish,"Nguyen, Trung Le",,9791033513537,B09SXQ6J4R,248        pp,4.52,"24,596","Oct 13, 2020","May 13, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 01, 2023",,Hardcover,view,/book/show/61081923-the-magic-fish
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Checkout 19,"Bennett, Claire-Louise",0593420519,9780593420515,,288        pp,3.18,"7,507","Aug 19, 2021","Mar 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 30, 2023",,ebook,view,/book/show/58386759-checkout-19
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Elect H. Mouse State Judge,"Reifler, Nelly",0865477655,9780865477650,0865477655,104        pp,3.75,195,"Aug 06, 2013","Aug 06, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 30, 2023",,Paperback,view,/book/show/16059545-elect-h-mouse-state-judge
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Quicksand,"Larsen, Nella",0141181273,9780141181271,0141181273,192        pp,3.72,"7,313",1928,"Jan 29, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 09, 2023",,Paperback,view,/book/show/78257.Quicksand
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Demon Copperhead,"Kingsolver, Barbara",,,,560        pp,4.51,"397,968","Oct 18, 2022","Oct 18, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 04, 2023",,Hardcover,view,/book/show/60194162-demon-copperhead
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Night is Darkening Round Me,"Brontë, Emily",0141398477,9780141398471,0141398477,55        pp,3.85,"3,376",1846,"Feb 26, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 29, 2023",,Mass Market Paperback,view,/book/show/24874353-the-night-is-darkening-round-me
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How Much Land Does a Man Need?,"Tolstoy, Leo",,,B00EVJKQZ0,66        pp,4.11,"12,696",1886,"Aug 29, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 29, 2023",,Kindle Edition,view,/book/show/21206786-how-much-land-does-a-man-need
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Death of Ivan Ilych,"Tolstoy, Leo",1600964338,9781600964336,1600964338,86        pp,4.13,"163,972",1886,"Aug 03, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 29, 2023",,Paperback,view,/book/show/18386.The_Death_of_Ivan_Ilych
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anthem for Doomed Youth,"Owen, Wilfred",0141397608,9780141397603,0141397608,54        pp,4.07,"1,263",1920,"Feb 26, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 29, 2023",,Mass Market Paperback,view,/book/show/24874316-anthem-for-doomed-youth
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eyes Guts Throat Bones,"Fowley-Doyle, Moïra*",1399600516,9781399600514,1399600516,304        pp,4.03,469,"Apr 13, 2023","Apr 13, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 29, 2023",,Hardcover,view,/book/show/64645834-eyes-guts-throat-bones
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Watching Women & Girls,"Pender, Danielle",0008472467,978000847246,0008472467,272        pp,3.74,"1,820","Jan 23, 2022","Jun 23, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 24, 2023",,Hardcover,view,/book/show/60822162-watching-women-girls
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Queen's Throat: Opera, Homosexuality, and the Mystery of Desire","Koestenbaum, Wayne",0306810085,9780306810084,0306810085,272        pp,3.94,283,1993,"Apr 10, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 21, 2023",,Paperback,view,/book/show/224579.The_Queen_s_Throat
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pageboy,"Page, Elliot",,,,271        pp,3.76,"53,623","Jun 06, 2023","Jun 06, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 10, 2023","Jun 19, 2023","Jun 10, 2023",,,view,/book/show/60473073-pageboy
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Years,"Ernaux, Annie*",1910695785,9781910695784,1910695785,232        pp,4.18,"29,456","Feb 07, 2008","Jun 20, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 25, 2023","Jan 14, 2024","May 25, 2023",,Paperback,view,/book/show/40491227-the-years
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"I, Tina","Turner, Tina",068805949X,9780688059491,068805949X,236        pp,4.13,"2,517","Sep 01, 1986","Jan 01, 1986",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 24, 2023",,Hardcover,view,/book/show/568429.I_Tina
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Miss Major Speaks: Conversations with a Black Trans Revolutionary,"Griffin-Gracy, Miss Major",,,,176        pp,4.67,695,"May 16, 2023","May 16, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 24, 2023",,Paperback,view,/book/show/59095820-miss-major-speaks
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Autobiography of Benvenuto Cellini,"Cellini, Benvenuto",0140447180,9780140447187,0140447180,465        pp,3.98,"3,373",1558,"Jul 01, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 23, 2023",,Paperback,view,/book/show/880378.The_Autobiography_of_Benvenuto_Cellini
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Motherthing,"Hogarth, Ainslie*",0593467027,9780593467022,0593467027,288        pp,3.69,"17,815","Sep 27, 2022","Sep 27, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 23, 2023",,Paperback,view,/book/show/60097451-motherthing
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Golem Girl: A Memoir,"Lehrer, Riva",1984820303,9781984820303,1984820303,448        pp,4.32,"1,119","Oct 06, 2020","Oct 06, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 22, 2023",,Hardcover,view,/book/show/53906621-golem-girl
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Brutes,"Tate, Dizz",1646221672,9781646221677,1646221672,304        pp,3.21,"7,550","Feb 07, 2023","Feb 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 22, 2023",,Hardcover,view,/book/show/61324696-brutes
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Psychoanalysis and the Unconscious and Fantasia of the Unconscious,"Lawrence, D.H.",0486443736,9780486443737,0486443736,240        pp,3.39,178,1923,"Jan 04, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 22, 2023",,Paperback,view,/book/show/208966.Psychoanalysis_and_the_Unconscious_and_Fantasia_of_the_Unconscious
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Inventory of a Life Mislaid: An Unreliable Memoir,"Warner, Marina",0008347581,9780008347581,0008347581,432        pp,3.88,106,unknown,"Mar 04, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 22, 2023",,Hardcover,view,/book/show/54494950-inventory-of-a-life-mislaid
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Mister God, This is Anna",Fynn,0345441559,9780345441553,0345441559,298        pp,4.13,"6,648",1974,"Nov 07, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 22, 2023",,Paperback,view,/book/show/50807.Mister_God_This_is_Anna
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Prime of Miss Jean Brodie,"Spark, Muriel",0060931736,9780060931735,0060931736,150        pp,3.71,"54,734",1961,"Feb 03, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 22, 2023",,Paperback,view,/book/show/517188.The_Prime_of_Miss_Jean_Brodie
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girls of Slender Means,"Spark, Muriel",081121379X,9780811213790,081121379X,140        pp,3.65,"7,343",1963,"Apr 17, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 22, 2023",,Paperback,view,/book/show/69517.The_Girls_of_Slender_Means
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bad Behavior,"Gaitskill, Mary",,,,208        pp,3.87,"11,598",1988,"May 14, 1989",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 21, 2023",,Paperback,view,/book/show/251356.Bad_Behavior
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Acts of Desperation,"Nolan, Megan",,,,288        pp,3.75,"26,203","Mar 09, 2021","Mar 09, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 15, 2023",,,view,/book/show/49535227-acts-of-desperation
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Paris: The Memoir,"Hilton, Paris",0063224623,9780063224629,0063224623,336        pp,4.22,"52,489","Mar 14, 2023","Mar 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 13, 2023",,Hardcover,view,/book/show/61812425-paris
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hijab Butch Blues,"H., Lamya",0593448766,9780593448762,0593448766,304        pp,4.48,"8,413","Feb 07, 2023","Feb 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 03, 2023",,Hardcover,view,/book/show/61111274-hijab-butch-blues
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Black Friend: Essays,Ziwe,1419756346,9781419756344,1419756346,192        pp,4.32,"4,867","Oct 17, 2023","Oct 17, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 27, 2023",,Hardcover,view,/book/show/56969544-black-friend
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,If They Come in the Morning: Voices of Resistance,"Davis, Angela Y.",0893880221,9780893880224,0893880221,281        pp,4.45,"1,159",Dec 1971,1971,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 23, 2023",,Hardcover,view,/book/show/744206.If_They_Come_in_the_Morning
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bookbinder,"Williams, Pip",0593600444,9780593600443,0593600444,448        pp,4.09,"18,697","Mar 28, 2023","Aug 01, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 29, 2023",,Hardcover,view,/book/show/63946934-the-bookbinder
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"What the River Knows        (Secrets of the Nile, #1)","Ibanez, Isabel*",1250803373,9781250803375,1250803373,404        pp,3.96,"30,904","Oct 31, 2023","Oct 31, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 29, 2023",,Hardcover,view,/book/show/65213381-what-the-river-knows
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Uncommon Type,"Hanks, Tom",1101911948,9781101911945,1101911948,403        pp,3.42,"44,464","Oct 17, 2017","Sep 04, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 29, 2023",,Paperback,view,/book/show/39948345-uncommon-type
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In My Dreams I Hold a Knife,"Winstead, Ashley*",1728243203,9781728243207,1728243203,336        pp,3.85,"96,624","Aug 03, 2021","Apr 19, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 29, 2023",,Paperback,view,/book/show/60000306-in-my-dreams-i-hold-a-knife
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Folklorn,"Hur, Angela Mi Young*",1645660168,9781645660163,1645660168,416        pp,3.65,"1,430","Apr 27, 2021","Apr 27, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 26, 2023",,Hardcover,view,/book/show/54864318-folklorn
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Goose,"Li, Yiyun",037460634X,9780374606343,037460634X,348        pp,3.72,"13,592","Sep 20, 2022","Sep 20, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 26, 2023",,Hardcover,view,/book/show/59808607-the-book-of-goose
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Work Won't Love You Back: How Devotion to Our Jobs Keeps Us Exploited, Exhausted, and Alone","Jaffe, Sarah*",1568589395,9781568589398,1568589395,432        pp,3.99,"4,548","Jan 26, 2021","Jan 26, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 26, 2023",,Hardcover,view,/book/show/53241562-work-won-t-love-you-back
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An Autobiography,"Davis, Angela Y.",0241551250,9780241551257,0241551250,0        pp,4.43,"9,317",Sep 1974,"Mar 10, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 24, 2023","May 14, 2023","Mar 24, 2023",,Hardcover,view,/book/show/58032434-an-autobiography
