,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Aliaa's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,أصدقاء وعشاق والشيء الرهيب,"Perry, Matthew",977867423X,9789778674231,977867423X,292        pp,3.90,"250,275","Nov 01, 2022",Oct 2023,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,عادةً لا أحب كتب السير الذاتية، وعادةَ ما لا أحتاج إلى كثير من الوقت لإنهاء كتاب في حجم هذا العمل (292 صفحة في الأصل، و752 صفحة على أبجد بسبب حجم الخطعادةً لا أحب كتب السير الذاتية، وعادةَ ما لا أحتاج إلى كثير من الوقت لإنهاء كتاب في حجم هذا العمل (292 صفحة في الأصل، و752 صفحة على أبجد بسبب حجم الخط)، ربما يومًا، يقل أو يزيد بعض الشئ، ولكني احتجت إلى 5 أيام متواصلة من أجل إنهاء هذا الكتاب، ليس بسبب الملل، بل على العكس، رغبت في التمهل خلال القراءة لأضع نفسي محل ماثيو بيري/تشاندلر، لم أحتج لمجهود مضاعف لأفعل ذلك، أصبحت في تلك الحالة بمجرد ما دلفت إلى عالم ماثيو الموحش، الممتلئ بالحبوب المخدرة والكحول والسجائر والاكتئاب والمشارط الطبية والجراحات والوحدة والانكسار والعلاقات والصداقات والعزلة والفرح والحزن والبكاء والهيستيريا والملذات... والموت.أتذكر يوم إعلان وفاة ماثيو وكيف تأثرت، وكيف بكيت، وكيف شعرت بأنني لا أستطيع العودة إلى رؤية مسلسلي المفضل من جديد، المسلسل الذي عشت معه أيامًا خلال سنوات الجامعة، والآن أقول لنفسي: كيف أشاهده بعدما قرأت تلك المذكرات وأدركت ما مر به ماثيو خلف كواليس العمل؟أحببت ماثيو بكل عيوبه، بل ربما عيوبه هي التي جعلتني أذوب فيه عشقًا، في بعض الأحايين شعرت به بقوة، ووجدت نفسي في مواقف مشابهة مع بعض الاختلاف، ربما قاده الاكتئاب في النهاية إلى حتفه، وربما يقودني اكتئابي يومًا ما إلى نهاية مماثلة، من يدري؟اقتبست الكثير مما وُرد على لسان ماثيو، وسأكتفي هنا بما قاله في النهاية (الرب دائمًا موجود من أجلي الآن، في كل وقت أخلي فيه مساري كي أشعر بروعته. من الصعب التصديق، مع كل شيء، أنه ما زال يظهر من أجلنا نحن البشر، ولكنه يفعل، وذلك هو الجوهر: إن الحب ينتصر دائمًا).أخيرًا أود الإشارة إلى أن ذلك الكتاب هو الوحيد الذي وددت اقتنائه بعدما قرأته إلكترونيًا!...more,Notes are private!,0,3,1,Mar 2024,"Mar 05, 2024","Nov 04, 2023",,Paperback,view (with text),/book/show/201056714
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,ضمانات للمستقبل,"حمادة, ممدوح",,9789933540852,,80        pp,3.43,30,unknown,2019,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Nov 03, 2023","Nov 04, 2023","Nov 03, 2023",,Paperback,view,/book/show/50641136
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,مومو,"كارتولانو, كارمينيه",,,,220        pp,2.50,34,unknown,unknown,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,Nov 2023,Nov 2023,"Nov 02, 2023",,Paperback,view,/book/show/35994671
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,المشاء العظيم,"الفخراني, أحمد*",,,,184        pp,3.63,38,"Oct 08, 2023","Oct 08, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,هذا مبتذل.. وجميل!,Notes are private!,0,3,1,not set,Nov 2023,"Nov 02, 2023",,Paperback,view (with text),/book/show/199324252
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,أنا وأنا,"حنا, ميشيل*",,,,112        pp,3.31,75,"Jan 01, 2012",Jan 2012,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"May 04, 2023","May 04, 2023","Oct 31, 2023",,,view,/book/show/13427803
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,تأملات,"Kafka, Franz",,,,80        pp,3.60,"1,786",1913,Feb 2018,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"May 15, 2023","May 15, 2023","Oct 31, 2023",,Kindle Edition,view,/book/show/38714662
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,ماذا تفعل أنجلينا جولي في بيتي؟,"رجب, سفيان",,9789923400388,,70        pp,3.41,22,unknown,2021,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 16, 2023","May 16, 2023","Oct 31, 2023",,Paperback,view,/book/show/56278812
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,عالم لا يتحلل,"Belyaev, Alexander",,,,36        pp,3.58,146,unknown,2022,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 11, 2023","May 11, 2023","Oct 31, 2023",,Paperback,view,/book/show/63203767
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,الحشرة الغريبة,"Fast, Howard",,,,51        pp,3.11,55,unknown,"Nov 12, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 11, 2023","May 11, 2023","Oct 31, 2023",,ebook,view,/book/show/63285424
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,اتجه غربًا,"Belyaev, Alexander",,,,36        pp,3.29,70,unknown,"Oct 24, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 15, 2023","May 15, 2023","Oct 31, 2023",,ebook,view,/book/show/63208175
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,المغامرات الغريبة للبروفيسور نيبفالوف,"Belyaev, Alexander",,,,71        pp,3.18,28,unknown,2023,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 17, 2023","May 18, 2023","Oct 31, 2023",,ebook,view,/book/show/123223959
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,النساء تجعلننا شعراء، الأطفال يجعلوننا فلاسفة,"Chazal, Malcolm de",,9789923400791,,134        pp,3.19,27,unknown,2021,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,May 2023,May 2023,"Oct 31, 2023",,Paperback,view,/book/show/56267507
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,أصوات الكلام,"Butler, Octavia E.",,,,39        pp,4.08,846,unknown,2022,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 03, 2023","May 03, 2023","Oct 31, 2023",,ebook,view,/book/show/60881838
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,قصائد العطلة الطويلة,"Abdellatif, Yasser",,9789778030310,,120        pp,3.00,30,2018,2018,did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 08, 2023","May 08, 2023","Oct 31, 2023",,Paperback,view,/book/show/39172248
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,‫كاميو‬,", unknown",9778210136,9789778210132,B08BPG5SB5,43        pp,1.00,1,unknown,"Jan 01, 2018",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 14, 2023","May 14, 2023","Oct 31, 2023",,Kindle Edition,view,/book/show/81512426
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,أصابع بيضاء وسوداء,"عزت, سماح أبو بكر*",,,,32        pp,3.20,10,unknown,2021,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 13, 2023","May 13, 2023","Oct 31, 2023",,Paperback,view,/book/show/75506392
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,قلوب من ورق,"عزت, سماح أبو بكر*",9777952775,9789777952774,,23        pp,3.25,8,"Jan 01, 2020","Jan 01, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 11, 2023","May 11, 2023","Oct 31, 2023",,Paperback,view,/book/show/58178679
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,لا أحد ينجو من آنا فونتينا,"Gabal, Eman*",,,,unknown,4.22,50,"Jan 26, 2022","Jan 26, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,مجموعة قصصية مميزة للغاية,Notes are private!,0,0,1,"May 09, 2023","May 09, 2023","Oct 31, 2023",,Paperback,view (with text),/book/show/60374557
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,‫بالخارج لأجل الشتاء‬,"فيبرارو, باولو",,,B0772YC7XH,85        pp,2.33,3,unknown,"Mar 04, 2017",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 21, 2023","May 21, 2023","Oct 31, 2023",,Kindle Edition,view,/book/show/40022700
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,مرثية موت ابيه,"مانريكي, خورخي",,9789778461039,,104        pp,3.88,"2,511",1477,"Apr 09, 2020",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 19, 2023","May 19, 2023","Oct 31, 2023",,Paperback,view,/book/show/56517292
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,أعرني انتباهك أيها الغريب,"إسماعيل, أمل",,9781912619214,,86        pp,3.17,29,unknown,Oct 2019,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 18, 2023","May 18, 2023","Oct 31, 2023",,Paperback,view,/book/show/49003525
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,‫البحر المتوسط‬,"غيمارايش, جواو لويش باريتو",,,B0B7JBV4YW,72        pp,1.50,2,unknown,"Jul 25, 2022",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 20, 2023","May 20, 2023","Oct 31, 2023",,Kindle Edition,view,/book/show/61824941
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,تمسح الوحدة قدميها,"حمدان, خيري",,9789778210699,,141        pp,2.71,7,unknown,"Jan 16, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 20, 2023","May 20, 2023","Oct 31, 2023",,Paperback,view,/book/show/46218080
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,داخل وخارج حوض السمكة الذهبية,"Trezise, Rachel*",,,,197        pp,3.67,165,Apr 2001,Feb 2021,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,رواية عن فتاة تُدمر حياتها منذ صغرها نتيجة انفصال والدها الوحشي عن والدتها، لتقع الأم في براثن علاقات متعددة، وتدفع الابنة الثمن غاليًا، من جسدها ومشارواية عن فتاة تُدمر حياتها منذ صغرها نتيجة انفصال والدها الوحشي عن والدتها، لتقع الأم في براثن علاقات متعددة، وتدفع الابنة الثمن غاليًا، من جسدها ومشاعرها وعواطفها...more,Notes are private!,0,0,1,"May 21, 2023","May 21, 2023","Oct 31, 2023",,Paperback,view (with text),/book/show/57292559
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,المرأة التي نظرت في المرآة حتى اختفت,"عابدين, سارة",,,,107        pp,3.41,29,unknown,2019,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 19, 2023","May 19, 2023","Oct 31, 2023",,,view,/book/show/52201711
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,ألم خفيف يعلن عن وجود القلب,"مؤلفين, مجموعة",,9789948810643,,116        pp,3.05,21,"Jan 01, 2023","Jan 01, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 22, 2023","May 22, 2023","Oct 31, 2023",,Hardcover,view,/book/show/63371280
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,‫لا تترك أثراً بعدك وقصائد أخرى‬,"موزيتش, براني",,,B0C572B7JJ,60        pp,2.50,2,unknown,"May 14, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 23, 2023","May 23, 2023","Oct 31, 2023",,Kindle Edition,view,/book/show/154658283
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,معركة شرسة بين تنين وآخر,"هو, سين تشاي",,9789778212228,,unknown,3.50,10,unknown,2022,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 23, 2023","May 23, 2023","Oct 31, 2023",,Paperback,view,/book/show/60111780
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,يخطئ الموتى,"الحسين, إبراهيم",,9789921775631,,132        pp,2.81,16,unknown,Sep 2022,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 23, 2023","May 23, 2023","Oct 31, 2023",,Paperback,view,/book/show/62686687
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,كيف قتلت أبي,"Jaramillo Klinkert, Sara",,9789921712599,,222        pp,4.28,"3,334",unknown,Oct 2022,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,رواية حزينة والأكثر حزنًا أنها قصة حقيقية وقعت لكاتبة العمل، التي تسرد لنا ما حدث مع والدها الذي قُتل في طفولتها، وتُركت بمفردها رفقة أخواتها الذكور ارواية حزينة والأكثر حزنًا أنها قصة حقيقية وقعت لكاتبة العمل، التي تسرد لنا ما حدث مع والدها الذي قُتل في طفولتها، وتُركت بمفردها رفقة أخواتها الذكور الأربعة ووالدتها اليائسة، لتنقلب حياتها تمامًا وتحاول الهروب بشتى الطرق من الحزن الدفين الذي انغمست بذوره في روحها حتى الكبر....more,Notes are private!,0,0,1,"May 20, 2023","May 23, 2023","Oct 31, 2023",,Paperback,view (with text),/book/show/62073376
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,كتاب الذاهبين,Raed Wahesh رائد وحش*,9791280738,9791280738639,,87        pp,3.56,18,unknown,2022,did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 23, 2023","May 23, 2023","Oct 31, 2023",,Paperback,view,/book/show/60567573
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,صانعات الحلوى,"Drofenik, Lou*",,,,234        pp,3.81,63,2016,2018,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 23, 2023","May 25, 2023","Oct 31, 2023",,Paperback,view,/book/show/46150371
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,رحلة موجين وتليها السكير,"أوك, كيم سونغ",,,,84        pp,2.47,17,unknown,2022,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 24, 2023","May 24, 2023","Oct 31, 2023",,Paperback,view,/book/show/60496529
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,سعال ملائكة متعبين,"صالح, خالد بن",,,,unknown,3.62,13,2010,2010,did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 23, 2023","May 23, 2023","Oct 31, 2023",,Hardcover,view,/book/show/10119615
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,أما هذه.. فرقصتي أنا,"محمود, غادة محمد*",,9789770923054,,80        pp,3.56,"1,005",2008,2008,did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 25, 2023","May 25, 2023","Oct 31, 2023",,,view,/book/show/3482804
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,الجنوب,"García Morales, Adelaida",,9789921808100,,75        pp,3.95,704,"Jan 01, 1985",Sep 2023,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 30, 2023","Oct 30, 2023","Oct 30, 2023",,Paperback,view,/book/show/199032086
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,أنطولوجيا شعر الهايكو الياباني,"مؤلفين, مجموعة",,9789933604165,,144        pp,2.60,48,2018,2018,did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 25, 2023","May 25, 2023","Oct 29, 2023",,Paperback,view,/book/show/40963192
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,أناشيد الصباح,"Nasrallah, Ibrahim",,,,unknown,3.00,5,unknown,unknown,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 26, 2023","May 26, 2023","Oct 29, 2023",,,view,/book/show/32073562
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,الجمجمة,"Dick, Philip K.",,,,72        pp,3.70,"3,289",Sep 1952,2022,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 26, 2023","May 26, 2023","Oct 29, 2023",,ebook,view,/book/show/44027137
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,‫الحارس في الثقب (محاولة لطمس ما حدث)‏‬,"زمانان, صالح",,,B076F8QWVM,59        pp,3.27,11,"Jan 01, 2014","Oct 01, 2017",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 28, 2023","May 28, 2023","Oct 29, 2023",,Kindle Edition,view,/book/show/39861637
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,لغز الباب الخشبي,"Dadouch, Maria*",6144259643,9786144259641,6144259643,80        pp,4.83,59,unknown,Dec 2016,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 28, 2023","May 28, 2023","Oct 29, 2023",,Paperback,view,/book/show/34097801
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,الباندا الوحيد,"باشي, تشاغري اوضه",,,,unknown,3.58,19,unknown,unknown,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 29, 2023","May 29, 2023","Oct 29, 2023",,,view,/book/show/60556318
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,خياطة الشعر,"صونار, اوزغه بهار",,,,unknown,3.86,14,unknown,unknown,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 29, 2023","May 29, 2023","Oct 29, 2023",,,view,/book/show/60587675
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,الأسود الآخرون,"غوكجأر, غوكجه",,,,unknown,3.00,5,unknown,unknown,did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 30, 2023","May 30, 2023","Oct 29, 2023",,,view,/book/show/60587680
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,جوني ذو الذاكرة,"Gibson, William",,,,58        pp,3.79,"11,926",May 1981,2022,did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 30, 2023","May 30, 2023","Oct 29, 2023",,ebook,view,/book/show/60881755
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,لاشين: عهد الدجالين,"هنائي, شيرين*",,,,160        pp,3.67,590,Jan 2021,Jan 2021,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 30, 2023","May 30, 2023","Oct 29, 2023",,Paperback,view,/book/show/56711253
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,لاشين: أبناء ديهيا,"هنائي, شيرين*",,9789776692718,,128        pp,3.65,427,"Jul 01, 2021","Jul 01, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 30, 2023","May 30, 2023","Oct 29, 2023",,Paperback,view,/book/show/58477760
