,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Girl's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cukry,"Kotas, Dorota",8395783876,9788395783876,8395783876,168        pp,4.02,"2,112","Apr 14, 2021","Apr 14, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 28, 2022","Dec 28, 2022","Dec 28, 2022",,Paperback,view,/book/show/57116881-cukry
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pustostany,"Kotas, Dorota",8366324036,9788366324039,8366324036,184        pp,3.74,980,"Jan 17, 2020","Jan 17, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 28, 2022","Dec 28, 2022","Dec 28, 2022",,Paperback,view,/book/show/50551536-pustostany
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gadka. W sześćdziesiąt języków dookoła Europy,"Dorren, Gaston*",8366147827,9788366147829,8366147827,384        pp,3.92,"4,168","Nov 01, 2014","Aug 10, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 28, 2022","Dec 28, 2022","Dec 28, 2022",,Hardcover,view,/book/show/57596722-gadka-w-sze-dziesi-t-j-zyk-w-dooko-a-europy
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Języczni. Co język robi naszej głowie,"Ratajczak, Jagoda*",8366147320,9788366147324,8366147320,240        pp,3.46,761,"Apr 01, 2020","Apr 01, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 28, 2022","Dec 28, 2022","Dec 28, 2022",,Hardcover,view,/book/show/51484797-j-zyczni-co-j-zyk-robi-naszej-g-owie
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Mniej znaczy lepiej. O tym, jak odejście od wzrostu gospodarczego ocali świat","Hickel, Jason",8366147800,9788366147805,8366147800,332        pp,4.52,"5,998","Jan 13, 2020","Jun 08, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 28, 2022","Dec 28, 2022","Dec 28, 2022",,Paperback,view,/book/show/57892050-mniej-znaczy-lepiej-o-tym-jak-odej-cie-od-wzrostu-gospodarczego-ocali
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nie rdzewieje,"Pawlak, Gocha",832716208X,9788327162083,,272        pp,2.79,66,"Jul 13, 2022","Jul 13, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 28, 2022","Dec 28, 2022","Dec 28, 2022",,Paperback,view,/book/show/61401212-nie-rdzewieje
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Garden Jungle: or Gardening to Save the Planet,"Goulson, Dave",1787331350,9781787331358,1787331350,272        pp,4.40,"1,425",2019,"Jul 11, 2019",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 28, 2022","Dec 28, 2022","Dec 28, 2022",,Hardcover,view,/book/show/42277872-the-garden-jungle
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Diary of a Young Naturalist,"McAnulty, Dara*",1908213795,9781908213792,1908213795,224        pp,4.22,"3,574","May 21, 2020","Jun 05, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 28, 2022","Dec 28, 2022","Dec 28, 2022",,Hardcover,view,/book/show/48853063-diary-of-a-young-naturalist
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Have Always Lived in the Castle,"Jackson, Shirley",0143039970,9780143039976,0143039970,160        pp,3.94,"227,037","Sep 21, 1962","Oct 31, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 28, 2022","Dec 28, 2022","Dec 28, 2022",,Paperback,view,/book/show/89724.We_Have_Always_Lived_in_the_Castle
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Z tobą będzie inaczej,"Wójtowicz, Milena",8382107583,9788382107586,8382107583,320        pp,3.39,358,"Oct 12, 2022","Oct 12, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 28, 2022","Dec 28, 2022","Dec 28, 2022",,Paperback,view,/book/show/62592327-z-tob-b-dzie-inaczej
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Neuroróżnorodne. Jak żyć w świecie skrojonym nie na naszą miarę,"Nerenberg, Jenara",,9788367075367,,280        pp,3.86,"6,211","Mar 24, 2020","Sep 30, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 28, 2022","Dec 28, 2022","Dec 28, 2022",,Paperback,view,/book/show/61409489-neuror-norodne-jak-y-w-wiecie-skrojonym-nie-na-nasz-miar
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Murder Most Festive        (Christmas Mystery, #1)","Moncrieff, Ada",1529113296,9781529113297,1529113296,336        pp,3.30,"2,037","Nov 05, 2020","Nov 05, 2020",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 28, 2022","Dec 28, 2022","Dec 28, 2022",,Paperback,view,/book/show/51003627-murder-most-festive
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Envious Casca        (Inspectors Hannasyde & Hemingway, #6)","Heyer, Georgette",0099493667,9780099493662,0099493667,352        pp,3.74,"5,896",1941,"Oct 24, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 28, 2022","Dec 28, 2022","Dec 28, 2022",,Paperback,view,/book/show/311162.Envious_Casca
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Długa noc        (Jakub Mortka, #6)","Chmielarz, Wojciech",8367262174,9788367262170,8367262174,376        pp,3.69,871,"Jun 15, 2022","Jun 15, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 28, 2022","Dec 28, 2022","Dec 28, 2022",,Paperback,view,/book/show/60899583-d-uga-noc
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dług honorowy        (Bezimienny, #2)","Chmielarz, Wojciech",8366863883,9788366863880,8366863883,400        pp,3.78,889,"Oct 13, 2021","Oct 13, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 28, 2022","Dec 28, 2022","Dec 28, 2022",,Paperback,view,/book/show/58950470-d-ug-honorowy
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Prosta sprawa        (Bezimienny, #1)","Chmielarz, Wojciech",8366500853,9788366500853,8366500853,384        pp,3.63,"1,217",Mar 2020,"Oct 14, 2020",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 28, 2022","Dec 28, 2022","Dec 28, 2022",,Paperback,view,/book/show/54460981-prosta-sprawa
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Żeby nie było śladów. Sprawa Grzegorza Przemyka,"Łazarewicz, Cezary",838049234X,9788380492349,838049234X,320        pp,4.47,"1,427","Feb 17, 2016","Feb 17, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 28, 2022","Dec 28, 2022","Dec 28, 2022",,Hardcover,view,/book/show/29222982-eby-nie-by-o-lad-w-sprawa-grzegorza-przemyka
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Osiedle marzeń        (Jakub Mortka, #4)","Chmielarz, Wojciech",8380493494,9788380493490,8380493494,368        pp,3.92,"1,113","Sep 14, 2016","Sep 14, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 28, 2022","Dec 28, 2022","Dec 28, 2022",,Paperback,view,/book/show/31194171-osiedle-marze
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Cienie        (Jakub Mortka, #5)","Chmielarz, Wojciech",8365780887,9788365780881,8365780887,480        pp,3.96,"1,132","Jan 15, 2018","Jan 17, 2018",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 28, 2022","Dec 28, 2022","Dec 28, 2022",,Paperback,view,/book/show/37796150-cienie
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Przejęcie        (Jakub Mortka, #3)","Chmielarz, Wojciech",8375368881,9788375368888,8375368881,394        pp,3.77,"1,243","Nov 12, 2014","Nov 12, 2014",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 28, 2022","Dec 28, 2022","Dec 28, 2022",,ebook,view,/book/show/23558819-przej-cie
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Farma lalek        (Jakub Mortka, #2)","Chmielarz, Wojciech",8375365548,9788375365542,8375365548,376        pp,3.92,"1,752","Jun 19, 2013","Jun 19, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 28, 2022","Dec 28, 2022","Dec 28, 2022",,Paperback,view,/book/show/18110489-farma-lalek
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Żmijowisko,"Chmielarz, Wojciech",8365973375,9788365973375,8365973375,480        pp,3.77,"3,358","May 09, 2018","May 09, 2018",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 28, 2022","Dec 28, 2022","Dec 28, 2022",,Paperback,view,/book/show/39708866-mijowisko
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Podpalacz        (Jakub Mortka, #1)","Chmielarz, Wojciech",837536469X,9788375364699,837536469X,360        pp,3.73,"2,523","Nov 06, 2012","Nov 06, 2012",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 28, 2022","Dec 28, 2022","Dec 28, 2022",,Paperback,view,/book/show/16240491-podpalacz
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wyrwa,"Chmielarz, Wojciech",8366500160,9788366500167,8366500160,383        pp,3.51,"2,273","May 06, 2020","May 06, 2020",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 28, 2022","Dec 28, 2022","Dec 28, 2022",,Paperback,view,/book/show/52913146-wyrwa
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rana,"Chmielarz, Wojciech",8366335046,9788366335042,8366335046,413        pp,3.42,"1,869","Aug 14, 2019","Aug 14, 2019",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 28, 2022","Dec 28, 2022","Dec 28, 2022",,Paperback,view,/book/show/52749040-rana
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Electricity of Every Living Thing,"May, Katherine",1409172503,9781409172505,1409172503,288        pp,4.02,"3,545","Apr 19, 2018","Apr 19, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Dec 28, 2022","Dec 28, 2022","Dec 28, 2022",,Hardcover,view,/book/show/37831997-the-electricity-of-every-living-thing
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wintering: The Power of Rest and Retreat in Difficult Times,"May, Katherine",0593189485,9780593189481,0593189485,241        pp,3.86,"48,834","Feb 06, 2020","Nov 10, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Feb 08, 2023Dec 28, 2022","Feb 08, 2023Dec 28, 2022","Dec 28, 2022",,Hardcover,view,/book/show/52623750-wintering
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,En moderne familie,"Flatland, Helga",,9788203362361,,239        pp,3.80,"4,086","Aug 01, 2017","Aug 01, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 28, 2022","Dec 28, 2022","Dec 28, 2022",,Hardcover,view,/book/show/35464845-en-moderne-familie
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Seasparrow        (Graceling Realm, #5)","Cashore, Kristin",0593616030,9780593616031,0593616030,624        pp,4.14,"6,001","Oct 27, 2022","Nov 01, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 28, 2022","Dec 28, 2022","Dec 28, 2022",,Paperback,view,/book/show/57503085-seasparrow
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Winterkeep        (Graceling Realm, #4)","Cashore, Kristin",0803741502,9780803741508,0803741502,528        pp,4.02,"15,710","Jan 19, 2021","Jan 19, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 28, 2022","Dec 28, 2022","Dec 28, 2022",,Hardcover,view,/book/show/53624358-winterkeep
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Fire        (Graceling Realm, #2)","Cashore, Kristin",0803734611,9780803734616,0803734611,480        pp,4.10,"185,861","Oct 05, 2009","Oct 05, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 28, 2022","Dec 28, 2022","Dec 28, 2022",,Hardcover,view,/book/show/6137154-fire
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Graceling        (Graceling Realm, #1)","Cashore, Kristin",,9780152063962,015206396X,471        pp,4.07,"461,341","Oct 01, 2008","Oct 01, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 28, 2022","Dec 28, 2022","Dec 28, 2022",,Hardcover,view,/book/show/3236307-graceling
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Undercover        (Into Shadow, #5)","Muir, Tamsyn*",,,B0BGQ5ZCMD,59        pp,4.03,"4,539","Nov 15, 2022","Nov 15, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 28, 2022","Dec 28, 2022","Dec 28, 2022",,Kindle Edition,view,/book/show/62991424-undercover
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Nona the Ninth        (The Locked Tomb, #3)","Muir, Tamsyn*",1250854113,9781250854117,1250854113,480        pp,4.35,"37,752","Sep 13, 2022","Sep 13, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"NONA IS THE BEST PLEASE LOVE AND CHERISH HER.PS Cows have complex social structures, John.",Notes are private!,0,2,2,"May 2023Dec 28, 2022","May 05, 2023Dec 28, 2022","Dec 28, 2022",,Hardcover,view (with text),/book/show/58662507-nona-the-ninth
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Golden Enclaves        (The Scholomance #3),"Novik, Naomi*",0593158369,9780593158364,0593158369,407        pp,4.14,"73,597","Sep 27, 2022","Sep 27, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 28, 2022","Dec 28, 2022","Dec 28, 2022",,ebook,view,/book/show/55858638-the-golden-enclaves
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Voicemail of Magnus Bane        (The Bane Chronicles, #11)","Clare, Cassandra*",,,B00PATD9JA,16        pp,4.08,"6,786","Nov 11, 2014","Nov 19, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,not setnot set,"Feb 17, 2015not set","Nov 17, 2022",,Kindle Edition,view,/book/show/23568841-the-voicemail-of-magnus-bane
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Raven and the Reindeer,"Kingfisher, T.",,,B01BKTT73A,226        pp,4.22,"4,660","Feb 07, 2016","Feb 07, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Apr 12, 2022","Dec 28, 2022","Apr 12, 2022",,Kindle Edition,view,/book/show/28963596-the-raven-and-the-reindeer
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Seventh Bride,"Kingfisher, T.",150394767X,9781503947672,B00XPNFDQK,237        pp,3.93,"11,851","Nov 11, 2014","Nov 24, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 12, 2022","Dec 28, 2022","Apr 12, 2022",,Kindle Edition,view,/book/show/25935854-the-seventh-bride
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Jasmine Throne        (The Burning Kingdoms, #1)","Suri, Tasha*",0356515648,9780356515649,0356515648,533        pp,4.14,"26,170","Jun 08, 2021","Jun 08, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 12, 2022","Apr 02, 2022","Apr 12, 2022",,Paperback,view,/book/show/50523477-the-jasmine-throne
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Husband Material        (London Calling, #2)","Hall, Alexis*",1728250943,,B0971WJBF8,423        pp,3.57,"35,087","Aug 02, 2022","Aug 02, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 12, 2022","Dec 28, 2022","Apr 12, 2022",,Kindle Edition,view,/book/show/58323892-husband-material
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Mirror & the Light        (Thomas Cromwell, #3)","Mantel, Hilary",1250182492,9781250182494,1250182492,759        pp,4.39,"39,083","Mar 05, 2020","May 04, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Feb 2022,"Mar 10, 2022","Apr 12, 2022",,Paperback,view,/book/show/54860229-the-mirror-the-light
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Subtle Blood        (The Will Darling Adventures, #3)","Charles, K.J.*",,9781912688197,,290        pp,4.46,"5,873","Jun 23, 2021","Jun 23, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jan 16, 2022","Jan 20, 2022","Apr 12, 2022",,ebook,view,/book/show/52238002-subtle-blood
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Sugared Game        (The Will Darling Adventures, #2)","Charles, K.J.*",1912688174,,B08DL1CKY3,288        pp,4.27,"7,172","Aug 23, 2020","Aug 26, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jan 15, 2022","Jan 17, 2022","Apr 12, 2022",,Kindle Edition,view,/book/show/52237997-the-sugared-game
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Gentle Art of Fortune Hunting,"Charles, K.J.*",1912688212,9781912688210,,244        pp,4.17,"6,563","Feb 24, 2021","Feb 24, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 12, 2022","Jan 12, 2022","Apr 12, 2022",,ebook,view,/book/show/56239247-the-gentle-art-of-fortune-hunting
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Slippery Creatures        (The Will Darling Adventures, #1)","Charles, K.J.*",1912688158,9781912688159,,265        pp,4.05,"11,153","May 13, 2020","May 13, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 12, 2022","Jan 15, 2022","Apr 12, 2022",,ebook,view,/book/show/52237989-slippery-creatures
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Duchess Deal        (Girl Meets Duke, #1)","Dare, Tessa*",,,B01N5BWIBA,389        pp,4.00,"59,304","Aug 22, 2017","Aug 22, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I'm sorry butTHE DUKE WAS BATMAN.That's all.I'm sorry butTHE DUKE WAS BATMAN.That's all....more,Notes are private!,0,3,1,"Jan 06, 2022","Jan 08, 2022","Apr 12, 2022",,Kindle Edition,view (with text),/book/show/33259027-the-duchess-deal
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"How to Belong with a Billionaire        (Arden St. Ives, #3)","Hall, Alexis*",1455571407,9781455571406,,352        pp,3.94,"2,779","Sep 03, 2019","Sep 03, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 31, 2021",Jan 2022,"Apr 12, 2022",,ebook,view,/book/show/31933327-how-to-belong-with-a-billionaire
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nettle & Bone,"Kingfisher, T.",1250244048,9781250244048,1250244048,243        pp,4.15,"74,829","Apr 26, 2022","Apr 26, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 10, 2022","Dec 28, 2022","Apr 10, 2022",,Hardcover,view,/book/show/56179377-nettle-bone
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Wallflower Wager        (Girl Meets Duke, #3)","Dare, Tessa*",0062672150,9780062672155,,368        pp,3.96,"30,202","Aug 13, 2019","Aug 13, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 03, 2022","Jan 05, 2022","Jan 03, 2022",,ebook,view,/book/show/40972652-the-wallflower-wager
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Statystycznie rzecz biorąc, czyli ile trzeba zjeść czekolady, żeby dostać Nobla?","Bąk, Janina",,9788328072602,,320        pp,3.58,"2,922","Mar 25, 2020","Mar 25, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"(DNF)Próbowałam, naprawdę próbowałam. I jak udawało się dotrzeć do jakiegoś meritum, to było ciekawie. Ale te piętrowe anegdotki pomiędzy sensownymi m(DNF)Próbowałam, naprawdę próbowałam. I jak udawało się dotrzeć do jakiegoś meritum, to było ciekawie. Ale te piętrowe anegdotki pomiędzy sensownymi momentami... no nie, nie dałam rady. Cieszę się tylko, że miałam pożyczone, a nie kupione przez siebie....more",Notes are private!,0,2,1,"Dec 29, 2021","Dec 29, 2021","Dec 29, 2021",,Paperback,view (with text),/book/show/51477728-statystycznie-rzecz-bior-c-czyli-ile-trzeba-zje-czekolady-eby-dosta
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lord of the Butterflies,"Gibson, Andrea",1943735425,9781943735426,1943735425,96        pp,4.44,"5,070","Nov 27, 2018","Nov 27, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Some of these poems were really beautiful, but not all of them worked for me.",Notes are private!,0,1,1,"Dec 29, 2021","Dec 29, 2021","Dec 29, 2021",,Paperback,view (with text),/book/show/39656141-lord-of-the-butterflies
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,War of the Foxes,"Siken, Richard",1556594771,9781556594779,1556594771,49        pp,4.15,"7,595","Apr 28, 2015","Apr 28, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Gorgeous.,Notes are private!,0,1,1,"Dec 29, 2021","Dec 29, 2021","Dec 29, 2021",,Paperback,view (with text),/book/show/21532793-war-of-the-foxes
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Red, White & Royal Blue","McQuiston, Casey*",,,,423        pp,4.09,"988,209","May 14, 2019","May 14, 2019",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really hoped I would enjoy this. I mean, I love romances! I love romcoms! I love escapism! And if only this book was set in Belgravia or Montenero oI really hoped I would enjoy this. I mean, I love romances! I love romcoms! I love escapism! And if only this book was set in Belgravia or Montenero or Aldovia, or at least if the protags came from the lands of Britannia and UnitedStateslandia and I could pretend this isn't the real world, I would have enjoyed it so much more. But alas. Instead there was this weird fanfictional version of American politics and British royal family and the number of times I exclaimed ""this doesn't make sense"" seriously took away much of the pleasure of the reading....more",Notes are private!,0,4,1,"Dec 28, 2021","Dec 29, 2021","Dec 28, 2021",,Paperback,view (with text),/book/show/41150487-red-white-royal-blue
