,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Bel's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Kill for Me, Kill for You","Cavanagh, Steve*",1668049341,9781668049341,1668049341,352        pp,4.28,"13,360","Jul 20, 2023","Mar 19, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 31, 2023",,Hardcover,view,/book/show/176451879-kill-for-me-kill-for-you
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Love in the Big City,"Park, Sang Young",1911284657,9781911284659,1911284657,217        pp,3.65,"10,231","Jun 28, 2019","Oct 28, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 19, 2023",,Paperback,view,/book/show/56918103-love-in-the-big-city
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ressurreição,Machado de Assis,858186368X,9788581863689,858186368X,136        pp,3.58,776,1872,"Oct 29, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 16, 2023",,Paperback,view,/book/show/55700682-ressurrei-o
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Aos Prantos no Mercado,"Zauner, Michelle",6589733686,9786589733683,,288        pp,4.27,"417,306","Apr 20, 2021","Oct 17, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"esse é um livro da autora para ela mesma. chega um momento que nós, leitores, nos sentimos incomodados & com medo de estar atrapalhando todo esse mergesse é um livro da autora para ela mesma. chega um momento que nós, leitores, nos sentimos incomodados & com medo de estar atrapalhando todo esse mergulho da escritora no reconhecimento do luto. é bonito, mas triste. muito triste.“algumas das lembranças mais antigas que tenho são de minha mãe me instruindo a sempre “reservar dez por cento de mim mesma”. ela queria dizer que, por mais que você achasse que amava alguém, ou que alguém amava você, nunca devia se entregar por inteiro. reserve dez por cento, sempre, para que sobre alguma coisa em que se apoiar.”...more",Notes are private!,0,103,1,"Nov 20, 2023","Dec 13, 2023","Oct 14, 2023",,Paperback,view (with text),/book/show/62698777-aos-prantos-no-mercado
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What You Are Looking For Is in the Library,"Aoyama, Michiko",1335005625,9781335005625,1335005625,304        pp,4.10,"31,772","Nov 09, 2020","Sep 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 04, 2023",,Hardcover,view,/book/show/91274427-what-you-are-looking-for-is-in-the-library
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Want to Die But I Want to Eat Tteokpokki,"Baek, Se-hee",,9786237351030,,232        pp,3.31,"51,865","Jun 20, 2018",Aug 2019,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 22, 2023",,Paperback,view,/book/show/49228706-i-want-to-die-but-i-want-to-eat-tteokpokki
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cazuza: Só as mães são felizes,"Araujo, Lucinha",8525012742,9788525012746,8525012742,397        pp,4.26,324,unknown,"Jan 01, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 22, 2023",,,view,/book/show/2051451.Cazuza
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Manual de assassinato para boas garotas        (Manual de assassinato para boas garotas, #1)","Jackson, Holly*",,,,448        pp,4.33,"1,044,545","May 02, 2019","Mar 25, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,estou extremamente PIPPETIZADA após esta leitura,Notes are private!,1,123,1,"Sep 20, 2023","Oct 31, 2023","Sep 20, 2023",,Paperback,view (with text),/book/show/60734818-manual-de-assassinato-para-boas-garotas
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,People Who Eat Darkness: The True Story of a Young Woman Who Vanished from the Streets of Tokyo—and the Evil That Swallowed Her Up,"Lloyd Parry, Richard*",,,B007RMYAPA,465        pp,3.78,"21,972","Dec 28, 2010","May 22, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 18, 2023",,Kindle Edition,view,/book/show/18877989-people-who-eat-darkness
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Reticências,"Chioro, Solaine*",6588131305,9786588131305,6588131305,176        pp,4.36,447,"Mar 31, 2019","Aug 16, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 14, 2023",,Paperback,view,/book/show/58580812-retic-ncias
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Rosa do Povo,"Andrade, Carlos Drummond de",8535920277,9788535920277,8535920277,188        pp,4.30,"1,718",1945,Feb 2012,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,a lua fica sendo nosso esquema de um território mais justo,Notes are private!,0,56,1,"Sep 06, 2023","Sep 08, 2023","Sep 14, 2023",,Paperback,view (with text),/book/show/17858509-a-rosa-do-povo
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Aurora: O despertar da mulher exausta,"Ceribelli, Marcela",6555114207,9786555114201,B0BJFDS4HC,319        pp,4.28,"1,098","Nov 15, 2022","Nov 15, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Sep 05, 2023",,Kindle Edition,view,/book/show/63327287-aurora
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gay de família,"Fagundes, Felipe",,,B09L5JS22Z,84        pp,4.36,"1,041","Nov 22, 2021","Nov 22, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,1,113,1,Sep 2023,"Sep 14, 2023","Sep 01, 2023",,Kindle Edition,view,/book/show/59568653-gay-de-fam-lia
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Espera,"Telles, Lygia Fagundes",658763933X,9786587639338,B08YP25VL8,25        pp,3.71,724,2021,"Mar 11, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“marghí, eu te amo, mas não quero ficar. sou instável, tenho verdadeiro horror de me enraizar, me apoltronar na sua concha.”",Notes are private!,1,71,1,"Aug 31, 2023","Aug 31, 2023","Aug 31, 2023",,Kindle Edition,view (with text),/book/show/57389601-a-espera
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O Som do Rugido da Onça,"Verunschk, Micheliny",6559210219,9786559210213,6559210219,168        pp,3.90,"1,086","Mar 09, 2021","Mar 09, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 28, 2023",,Paperback,view,/book/show/57090882-o-som-do-rugido-da-on-a
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A gente dá certo,"Poeira, Pedro*",6558810638,9786558810636,6558810638,208        pp,4.06,157,"Oct 27, 2021","Oct 27, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 28, 2023",,Paperback,view,/book/show/59052813-a-gente-d-certo
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Thought I Knew You,"Hancock, Penny",1509867880,9781509867882,B07K6PH62H,326        pp,4.02,"2,246","Mar 07, 2019","Mar 07, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 28, 2023",,Kindle Edition,view,/book/show/43312988-i-thought-i-knew-you
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O Negócio do Jair: A história proibida do clã Bolsonaro,"Piva, Juliana Dal",6559790800,9786559790807,,328        pp,4.37,177,unknown,"Sep 23, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 28, 2023",,Paperback,view,/book/show/61865412-o-neg-cio-do-jair
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Solitária,"Cruz, Eliana Alves",6559212343,9786559212347,6559212343,168        pp,4.35,762,"Apr 25, 2022","Apr 25, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 28, 2023",,Paperback,view,/book/show/60797286-solit-ria
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Terra Dá, a Terra Quer","Santos, Antônio Bispo dos",8571261067,9788571261068,B0C5B6GTNQ,91        pp,4.61,156,"May 18, 2023","May 29, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 28, 2023",,Kindle Edition,view,/book/show/156430454-a-terra-d-a-terra-quer
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A noite passada no Telegraph Club,"Lo, Malinda*",6559241408,9786559241408,B0BGQFMD9F,420        pp,4.23,"84,498","Jan 19, 2021","Oct 17, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 26, 2023",,Kindle Edition,view,/book/show/62882648-a-noite-passada-no-telegraph-club
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Conversations on Love,"Lunn, Natasha",0241448735,9780241448731,0241448735,320        pp,4.26,"25,911","Jul 08, 2021","Jul 15, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 14, 2023",,Hardcover,view,/book/show/57028269-conversations-on-love
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Teias mortais,"Castilho, Felipe*",6560050645,9786560050648,B0CFC9539G,240        pp,3.99,107,"Sep 25, 2023","Sep 25, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2023,"Aug 11, 2023",,Kindle Edition,view,/book/show/196205683-teias-mortais
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Delilah Green não está nem aí        (Bright Falls, #1)","Blake, Ashley Herring",6555653639,9786555653632,B0B94FW7B1,426        pp,4.10,"81,650","Feb 22, 2022","Aug 26, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,como é bom ler sobre mulheres MUITO AMIGAS!!!!!!!!!,Notes are private!,2,176,1,"Aug 07, 2023","Aug 25, 2023","Aug 07, 2023",,Kindle Edition,view (with text),/book/show/61984501-delilah-green-n-o-est-nem-a
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A rosa mais vermelha desabrocha - O amor nos tempos do capitalismo tardio ou por que as pessoas se apaixonam tão raramente hoje em dia,"Strömquist, Liv",8535934294,9788535934298,8535934294,173        pp,4.22,"8,578","Aug 30, 2019","Jan 01, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 31, 2023",,Paperback,view,/book/show/57798679-a-rosa-mais-vermelha-desabrocha---o-amor-nos-tempos-do-capitalismo-tardi
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Morte do Adivinho        (Coleção Clube do Crime, #1)","Fisher, Rudolph",655511410X,9786555114102,655511410X,304        pp,3.85,930,1932,"Jan 15, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 31, 2023",,Hardcover,view,/book/show/108212763-a-morte-do-adivinho
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eu que nunca conheci os homens,"Harpman, Jacqueline",6555530448,9786555530445,6555530448,192        pp,4.24,"50,870",1995,Sep 2021,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 31, 2023",,Paperback,view,/book/show/59045775-eu-que-nunca-conheci-os-homens
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A palavra que resta,"Gardel, Stênio",6559210286,9786559210282,6559210286,152        pp,4.06,"2,678","Apr 19, 2021",Mar 2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 18, 2023",,Paperback,view,/book/show/57098019-a-palavra-que-resta
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sacrifícios humanos,"Ampuero, María Fernanda",,,,unknown,4.13,"3,373","Jan 19, 2021",2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 18, 2023",,,view,/book/show/63216694-sacrif-cios-humanos
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,American Predator: The Hunt for the Most Meticulous Serial Killer of the 21st Century,"Callahan, Maureen",052542864X,9780525428640,052542864X,285        pp,4.09,"38,364","Jul 01, 2019","Jul 02, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 10, 2023",,Hardcover,view,/book/show/43231095-american-predator
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,She Kills Me: The True Stories of History's Deadliest Women,"Wright, Jennifer*",1419748467,9781419748462,1419748467,176        pp,3.61,"2,099","Sep 28, 2021","Oct 26, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 10, 2023",,Hardcover,view,/book/show/56969455-she-kills-me
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tudo o Que Sei Sobre o Amor,"Alderton, Dolly",,9789895437474,9895437471,302        pp,4.03,"296,295","Feb 01, 2018","Apr 26, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,71,1,"Jun 27, 2023","Jul 22, 2023","Jun 27, 2023",,Paperback,view,/book/show/45214962-tudo-o-que-sei-sobre-o-amor
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Brief Answers to the Big Questions,"Hawking, Stephen",1984819194,9781984819192,1984819194,256        pp,4.28,"73,665",Oct 2018,"Oct 16, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 17, 2023",,Hardcover,view,/book/show/40277241-brief-answers-to-the-big-questions
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Não fossem as sílabas do sábado,"Carrara, Mariana Salomão",6556922811,9786556922812,B0B194V698,168        pp,4.34,838,unknown,"Jun 07, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""não teria feito a menor diferença. mas é importante para as tragédias que elas sejam descobertas imediatamente, porque cada segundo que elas passam o""não teria feito a menor diferença. mas é importante para as tragédias que elas sejam descobertas imediatamente, porque cada segundo que elas passam ocultas vira um ano a mais de luto, isso é um capricho que as desgraças têm.""4,5⭐ com força....more",Notes are private!,1,113,1,"Jan 30, 2024","Jan 30, 2024","May 31, 2023",,Kindle Edition,view (with text),/book/show/61267267-n-o-fossem-as-s-labas-do-s-bado
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rita Lee: Outra autobiografia,"Lee, Rita",,,B0BXMQMX5X,179        pp,4.63,"1,439","May 22, 2023","May 22, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"rest in power, véia doida. obrigada por existir.",Notes are private!,0,182,1,"May 25, 2023","May 30, 2023","May 31, 2023",,Kindle Edition,view (with text),/book/show/123229934-rita-lee
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"O assassinato no trem        (As irmãs Mitford investigam, #1)","Fellowes, Jessica*",8501119679,,B085ZKJR12,422        pp,3.51,"13,424","Sep 14, 2017","Mar 30, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"como é bom ser viciada em tomar conhecimento a respeito de histórias bizarras que aconteceram há ANOS e nunca falaram o suficiente sobre a existência como é bom ser viciada em tomar conhecimento a respeito de histórias bizarras que aconteceram há ANOS e nunca falaram o suficiente sobre a existência delas até uma pessoa simplesmente decidir jogar o fundamento da fofoca num livro. gratidão apenas.(agora vou pra umas semanas de obsessão COMPLETA com o caso que inspirou esse livro super bem escrito e gostosin demais de ler! tchau, seguimores)...more",Notes are private!,0,70,1,"Apr 17, 2023","May 14, 2023","Apr 17, 2023",,Kindle Edition,view (with text),/book/show/53173024-o-assassinato-no-trem
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bateau Mouche: Uma Tragédia Brasileira,"Sant'Anna, Ivan",8539007037,9788539007035,8539007037,168        pp,3.99,68,unknown,"Nov 01, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,33,1,"Feb 23, 2023","Mar 05, 2023","Mar 06, 2023",,Paperback,view,/book/show/27219350-bateau-mouche
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Caixa-preta,"Sant'Anna, Ivan",8573023414,9788573023411,8573023414,332        pp,4.35,186,"Nov 07, 2000","Nov 07, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 28, 2023",,Paperback,view,/book/show/1908771.Caixa_preta
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Natureza da Mordida,"Madeira, Carla",9788566256,9788566256352,8566256352,268        pp,4.43,"3,705",2018,2018,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""— o que você não tem mais que te entristece tanto?""estrutura psicológica, carla madeira.""— o que você não tem mais que te entristece tanto?""estrutura psicológica, carla madeira....more",Notes are private!,2,235,1,"May 15, 2023","May 31, 2023","Feb 03, 2023",,Paperback,view (with text),/book/show/43226692-a-natureza-da-mordida
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Risque esta palavra,"Marques, Ana Martins",6557822446,9786557822449,B094RBWDNC,132        pp,4.39,382,"Jun 21, 2021","Jun 21, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 20, 2023",,Kindle Edition,view,/book/show/58389859-risque-esta-palavra
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Árvore de Diana,"Pizarnik, Alejandra",8566786688,9788566786682,8566786688,102        pp,4.29,956,1962,2018,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 20, 2023",,Paperback,view,/book/show/40216430-rvore-de-diana
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Autobiografia do vermelho,"Carson, Anne",6555250852,9786555250855,6555250852,192        pp,4.28,"29,421","Mar 31, 1998",2021,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 20, 2023",,Paperback,view,/book/show/59127780-autobiografia-do-vermelho
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Freud (1900) - Obras completas volume 4: A interpretação dos sonhos (Obras Completas de Freud)        (1900) - Obras completas volume 4: A interpretação dos sonhos (Obras Completas de Freud) (Portuguese Edition),"Freud, Sigmund",8554513835,9788554513832,B07QM9Q5WP,801        pp,3.84,"73,915",1899,"Jun 10, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 20, 2023",,Kindle Edition,view,/book/show/53529209-freud-1900---obras-completas-volume-4
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,As paixões violentas por coisa nenhuma,"Poeira, Pedro*",,,B0BPCKM56R,60        pp,3.64,205,"Dec 14, 2022","Dec 14, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3,5 ⭐envolvido em inspirações como as músicas ""right where you left me"" (taylor swift) e ""young and beautiful"" (lana del rey), pedro constroi uma narr3,5 ⭐envolvido em inspirações como as músicas ""right where you left me"" (taylor swift) e ""young and beautiful"" (lana del rey), pedro constroi uma narrativa que conta muito e mostra pouco — técnica que eu, particularmente, gosto. é lindo demais comparar a escrita desse conto com ""adivinha quem não voltou pra casa?"" e perceber a nítida evolução do autor, que me conquistou quando li o segundo conto citado. em ""as paixões violentas por coisa nenhuma"", senti que a escrita foi o que mais gostei e ficou por isso. a história é muito bem narrada e ambientada, mas os personagens, para mim, eram menos interessantes do que a descrição do carpete verde do restaurante chique.em suma, recomendo demais a leitura, principalmente aos que estão vivendo ou já viveram uma desilusão amorosa que foi a porta de abertura para reflexões acerca de um relacionamento abusivo. e espero que o pedro escreva sobre qualquer coisa o tempo inteiro ♥...more",Notes are private!,0,89,1,"Jan 12, 2023","Jan 12, 2023","Jan 18, 2023",,Kindle Edition,view (with text),/book/show/64537256-as-paix-es-violentas-por-coisa-nenhuma
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Apague a luz se for chorar,"Guimarães, Fabiane",,9788556521774,,176        pp,3.59,588,"Feb 12, 2021","Feb 12, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2023",,Paperback,view,/book/show/56950479-apague-a-luz-se-for-chorar
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Água Fresca Para As Flores,"Perrin, Valérie",6555602309,9786555602302,6555602309,480        pp,4.28,"72,450","Feb 28, 2018","Mar 08, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2023",,Paperback,view,/book/show/60457594-gua-fresca-para-as-flores
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hospício é Deus,"Cançado, Maura Lopes",,,,201        pp,4.47,62,"Jan 01, 1965",1979,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 27, 2022",,Paperback,view,/book/show/13578856-hosp-cio-deus
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lady Chatterley’s Lover,"Lawrence, D.H.",039460430X,9780394604305,039460430X,376        pp,3.50,"125,625",1928,"Jun 12, 1983",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 27, 2022",,Hardcover,view,/book/show/32049.Lady_Chatterley_s_Lover
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everything I Need I Get from You,"Tiffany, Kaitlyn",0374539189,9780374539184,0374539189,304        pp,3.55,"2,882","Jun 14, 2022","Jun 14, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 23, 2022",,Paperback,view,/book/show/58772737-everything-i-need-i-get-from-you
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bendita seja a filha criada por uma voz em sua cabeça: Poemas,"Shire, Warsan*",6557826212,9786557826218,B0B4ZGSQDP,156        pp,4.22,"7,271","Mar 01, 2022","Aug 05, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""no one leaves home unless home is the mouth of a shark. you only run for the border when you see the whole city running as well. the boy you went to ""no one leaves home unless home is the mouth of a shark. you only run for the border when you see the whole city running as well. the boy you went to school with, who kissed you dizzy behind the old tin factory, is holding a gun bigger than his body. you only leave home when home won’t let you stay.""...more",Notes are private!,0,73,1,"Dec 15, 2022","Dec 15, 2022","Dec 22, 2022",,Kindle Edition,view (with text),/book/show/61382460-bendita-seja-a-filha-criada-por-uma-voz-em-sua-cabe-a
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Violeta,"Allende, Isabel*",0593496205,9780593496206,0593496205,322        pp,4.03,"80,179","Jan 25, 2022","Jan 25, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 13, 2022",,Paperback,view,/book/show/57933338-violeta
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Book Lovers,"Henry, Emily*",,,0593440870,377        pp,4.14,"1,050,113","May 03, 2022","May 03, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 09, 2022",,Hardcover,view,/book/show/58690308-book-lovers
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Meu ano de descanso e relaxamento,"Moshfegh, Ottessa",6580309067,9786580309061,6580309067,240        pp,3.64,"395,073","Jul 10, 2018",2019,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 09, 2022",,Paperback,view,/book/show/46042082-meu-ano-de-descanso-e-relaxamento
