,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Oscar's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
236,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Elia, reina de Júpiter","Tower, Austin",,,,128        pp,5.00,1,1956,1956,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Extraordinario bolsilibro de Austin Tower (Agustín de la Torre Rodríguez), por ahora de lo mejor que he leído en este formato, tanto dentro como fueraExtraordinario bolsilibro de Austin Tower (Agustín de la Torre Rodríguez), por ahora de lo mejor que he leído en este formato, tanto dentro como fuera de la mítica Colección Espacio, Ciencia Ficción, de la editorial Toray. La prosa es más que apreciable, la imaginación magnífica, pero lo que destaca el tono narrativo, con sabor épico, que deja poso.La historia está narrada por el joven protagonista, que asiste en Londres a la exposición de Sir Walter sobre el espacio y las estrellas. Su entusiasmo es tal, que va tras el conferenciante para que le ayude a profundizar en el tema. De esta manera, Sir Walter le propone la hipnosis, la autosugestión para conseguir el desdoblamiento espiritual. Esta funciona, y aparece dentro del cuerpo de una especie de araña de múltiples patas, pudiendo comunicarse telepáticamente con sus nuevos congéneres. Pronto se da cuenta que tiene la capacidad de “mudar” de cuerpo a voluntad, aumentando tanto en sabiduría como en aventuras.Como digo, es una magnífica novela corta, que puede encasillarse bajo la etiqueta de Espada y Planeta, claramente homenajeando al John Carter de Edgar Rice Burroughs. ¡Una joyita!...more",Notes are private!,0,9,1,"Dec 16, 2022","Dec 18, 2022","Dec 16, 2022",,Bolsilibro,view (with text),/book/show/68049700-elia-reina-de-j-piter
237,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Objetivo: Tierra,"Carrados, Clark",,,,128        pp,4.00,2,1954,1954,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"El bolsilibro comienza con un prólogo indicando que nos disponemos a leer el libro que narra la conquista de la Tierra por los hombres de Marte. Se trEl bolsilibro comienza con un prólogo indicando que nos disponemos a leer el libro que narra la conquista de la Tierra por los hombres de Marte. Se trata de un bestseller marciano que ¡por fin llega a la Tierra! La conquista ha quedado muy atrás, y se pretende apasionar al lector terrestre adaptando los modismos marcianos, para que la narración no decaiga. Esto es así porque la historia está narrada por el héroe marciano Jadhuz, valiente y astuto, que se infiltró entre los humanos para preparar la invasión.La novela corta comienza con un joven que despierta en el hospital tras un grave accidente de tráfico. Los doctores observan rarezas en el paciente, ya que su peso no corresponde a su estatura, y el número de sus glóbulos rojos es mayor de lo que debería. Pronto sabremos que se trata de Jadhuz, bajo un nombre terrestre, un marciano en misión especial. Por culpa de este accidente, la invasión se ha retrasado, así que huye inmediatamente, asesinando si es preciso. Así, a través del presente, con Jadhuz perseguido por el gobierno americano, y mediante flashbacks, conociendo su pasado y el momento en que llegó a la Tierra, avanza la historia.Interesante bolsilibro de Clark Carrados (Luis García Lecha), el que su personaje no escatima a la hora de eliminar terrestres, ya sea rusos o americanos, eso sí, por el bien del Sistema Solar, para que seamos cuidadosos con la energía atómica, y no se utilice como medio militar....more",Notes are private!,0,5,1,"Dec 15, 2022","Dec 17, 2022","Dec 15, 2022",,Bolsilibro,view (with text),/book/show/67999724-objetivo
238,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Volver a empezar,"Thels, H.S.",,,,128        pp,4.00,1,1957,1957,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"El inicio de la novela corta es sensacional. Se narra el fin de la Tierra como la conocemos a raíz de la Tercera Guerra Mundial. Cómo se van destruyenEl inicio de la novela corta es sensacional. Se narra el fin de la Tierra como la conocemos a raíz de la Tercera Guerra Mundial. Cómo se van destruyendo las grandes ciudades por las bombas atómicas; cómo cambia el clima, desplazándose el frío y el hielo hacia el sur, debido al cambio de eje del planeta, y fundiéndose los polos por el calor. En fin, el afán del ser humano por la destrucción del otro. Tras esto, volvemos al inicio, al día en que estalló la guerra, donde conocemos al hombre más rico de la Tierra, y puede que el más canalla, un megalómano de libro, que viendo el panorama decide contratar al hombre más sabio del mundo para que le indique el mejor lugar donde construirse una ciudad para su familia y sus favoritos. Pero su mayor deseo es rehacer la Tierra para ser el amo de todo y todos. Por otro lado, tenemos un pueblecito francés donde todos sus habitantes, adelantándose a la radiactividad que está por caer, deciden desplazarse hacia el sur. De esta manera, tenemos al canalla que construye la ciudad en Kenia, y al grupo de supervivientes que también llega hasta África.H.S. Thels (Enrique Sánchez Pascual) nos muestra los peligros de la guerra atómica (no olvidemos que el bolsilibro se publicó en 1959), en lo que es una de sus temáticas favoritas, como he comentado en otras ocasiones, es decir, ¡cuidado con la ciencia y sus peligros! Pero no nos da el sermón, no hace demagogia, no hay que olvidar que al fin y al cabo estamos leyendo un bolsilibro, que pretende honestamente entretener. Aunque el mensaje está ahí para el que lo quiera ver.Como es habitual con este autor, a veces complementa el bolsilibro con un relato corto, supongo que para llegar al cupo de páginas obligatorio. En este caso, se trata de ‘La extraordinaria ambición de Miss Stanley’, firmado como Law Space. Todo comienza cuando un autobús es retenido debido al accidente de un platillo volante (!). Clara Stanley viaja en dicho autobús junto a Harry, un doctor que se ofrece a ayudar. La policía les deja entrar en el platillo, donde hay un extraterrestre muerto, igual que nosotros de aspecto, pero con cuatro brazos. El otro extraterrestre se ha escapado. El final se ve venir, pero el relato es curioso y entretenido....more",Notes are private!,0,3,1,"Dec 14, 2022","Dec 16, 2022","Dec 14, 2022",,Bolsilibro,view (with text),/book/show/67354318-volver-a-empezar
239,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rebeldes de la galaxia,"Carrados, Clark",,,,128        pp,3.50,2,1954,1954,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Esta es la verdadera historia del Traidor, el ex coronel David Henríquez. Así se nos cuenta en la introducción. Desde hace siglos se mantiene este apeEsta es la verdadera historia del Traidor, el ex coronel David Henríquez. Así se nos cuenta en la introducción. Desde hace siglos se mantiene este apelativo de Traidor, para el que en su día fue Héroe. La guerra de los terráqueos contra la Coalición fue perdida. Así comienza la novela, con la última batalla entre naves, con el coronel Henríquez comandando una de ellas. Una vez apresado, es destituido de su cargo y liberado, como tantos otros, ya que es una regla de la Coalición, hacerse amigo del vencido. Eso sí, bajo la máxima pena si hay sublevación. Pero David sólo piensa en casarse con su prometida y vivir tranquilo.Sin embargo, todo comienza a complicarse cuando está en la habitación de su hotel. Tiene varias visitas, a cuál más singular. Le ofrecen trabajo en la Policía Coaligada de Ocupación, sufre amenazas, chantaje, atentados, y algunas aventuras más, con un viaje a Júpiter en busca de hidrógeno incluido.Magnífico bolsilibro de Clark Carrados (Luis García Lecha), en el que no hay tiempo para aburrirse....more",Notes are private!,0,6,1,"Dec 13, 2022","Dec 15, 2022","Dec 13, 2022",,Bolsilibro,view (with text),/book/show/66093628-rebeldes-de-la-galaxia
240,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La incógnita de Marte,Peter Barton (II),,,,128        pp,4.00,1,1956,1956,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"La Tierra lleva años siendo atacada por Piratas del Espacio. Estos ataques consisten en raptos de personas. Al iniciarse la historia, asistimos al rapLa Tierra lleva años siendo atacada por Piratas del Espacio. Estos ataques consisten en raptos de personas. Al iniciarse la historia, asistimos al rapto de la novia de uno de los protagonistas, justo antes de casarse. Para saber más sobre estos piratas, se dispone un cohete que visitará Venus, Mercurio y Marte. En él irán dos científicos, y Alan, que quiere recuperar a su novia. Como es de suponer por el título de la novela, todo el meollo se desarrollará en Marte.Muy buen bolsilibro de Peter Barton (Amadeo Ventura), que nos muestra un Marte subterráneo, con enormes ciudades. Aventura, amistad, peleas, y hasta unos Juegos mortales, al estilo romano....more",Notes are private!,0,6,1,"Dec 12, 2022","Dec 14, 2022","Dec 12, 2022",,Bolsilibro,view (with text),/book/show/65652693-la-inc-gnita-de-marte
241,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,¡Alerta en la Tierra!,"Simmons, Alex",8431019611,9788431019617,,194        pp,3.00,2,1978,1978,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"En vísperas del año 1908, en Inglaterra, el profesor Warner y el joven escritor de romances científicos Alex Young, observan una anormal configuraciónEn vísperas del año 1908, en Inglaterra, el profesor Warner y el joven escritor de romances científicos Alex Young, observan una anormal configuración de meteoritos, que les da a entender supuestas naves extraterrestres. Esto se confirmará posteriormente con la invasión de estos seres.Interesante novela de Alex Simmons (Enrique Sánchez Pascual), basada prácticamente en su totalidad en la famosa historia de H.G. Wells La guerra de los mundos. Está dentro de la colección Novelas famosas, de la Editorial Toray, que venía con ilustraciones interiores, y resulta una curiosidad ver a este autor rodeado de figuras como Verne, Dickens, Stevenson y Defoe. Me pregunto si por problemas de derechos no pudieron incluir la novela de Wells, y le pidieron a Sánchez Pascual que escribiera algo similar....more",Notes are private!,0,5,1,"May 06, 2023","May 11, 2023","Dec 11, 2022",,Hardcover,view (with text),/book/show/65153826-alerta-en-la-tierra
242,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lo mejor de Tam-Tam,"Garland, Curtis",,,,344        pp,0.00,0,Nov 2022,Nov 2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 11, 2022",,Paperback,view,/book/show/65153711-lo-mejor-de-tam-tam
243,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,El inspector Fernández,"Charlo, Ramón",,,,284        pp,0.00,0,Nov 2022,Nov 2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 11, 2022",,Bolsilibro,view,/book/show/65153615-el-inspector-fern-ndez
244,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tesoro cósmico,"Milk, Louis G.",,,,128        pp,4.00,3,1954,1954,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Una expedición de mineros se encuentra en el llamado Planeta Gris en busca de AntiGe, un metal antigravedad. Pero sufren el ataque de Dungo, un extrañUna expedición de mineros se encuentra en el llamado Planeta Gris en busca de AntiGe, un metal antigravedad. Pero sufren el ataque de Dungo, un extraño ser en busca de su sangre, rica en oxígeno. Esto les extraña enormemente, ya que previamente ya habían acabado con este tal Dungo. Lo que no saben es que mataron a su pareja, por lo que Dungo busca venganza. Todo esto lo conocemos mediante flashbacks muy bien hilvanados.Me ha parecido una maravilla de bolsilibro, con acción, suspense, motines, peleas, y alguna sorpresa hacia el final. Gran novela de Louis G. Milk (Luis García Lecha)....more",Notes are private!,0,12,1,"Dec 11, 2022","Dec 12, 2022","Dec 11, 2022",,Bolsilibro,view (with text),/book/show/50218577-tesoro-c-smico
245,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ultrametrópolis,"Space, Law",,,,128        pp,2.50,2,1958,1958,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Patrick Gardner es el único superviviente de una expedición en busca de vida por el Sistema Solar. En Venus perdió a todos sus compañeros, y ahora regPatrick Gardner es el único superviviente de una expedición en busca de vida por el Sistema Solar. En Venus perdió a todos sus compañeros, y ahora regresa a la Tierra, tras diez años de viaje. Pero al llegar al espaciódromo londinense, se da cuenta de que algo no va bien. Todo aparece en ruinas y no hay gente, ni siquiera cadáveres. Sospecha que pueda ser debido a una guerra. Posteriormente, encuentra a un perro, y después a un chiquillo de doce años, solo y asustado, que será quién le cuente lo sucedido, y le lleve a una ciudad megalítica.Interesante bolsilibro de Law Space (Enrique Sánchez Pascual), con un buen arranque, tanto en Venus como al llegar a la Tierra, pero que termina un tanto precipitadamente.La novela corta viene acompañada del relato corto ‘El polizón’, que tiene como protagonista a un corresponsal de prensa americana en Moscú, al que se le propone que por un millón de dólares se infiltre en el cohete ruso que va a ser enviado a la Luna. Se ve venir, pero me ha gustado bastante....more",Notes are private!,0,9,1,"Dec 10, 2022","Dec 11, 2022","Dec 10, 2022",,Bolsilibro,view (with text),/book/show/65005067-ultrametr-polis
246,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Motín electrónico,"Milk, Louis G.",,,,128        pp,3.00,1,1955,1955,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Una serie de catástrofes están asolando el mundo. Medios de transporte, comunicación, abastecimientos, sanidad, etc., están sufriendo sabotajes, habieUna serie de catástrofes están asolando el mundo. Medios de transporte, comunicación, abastecimientos, sanidad, etc., están sufriendo sabotajes, habiendo todo tipo de daños personales y materiales. Y es que pronto se sabe que los “hubots”, sirvientes robot, se han rebelado. Pero la amenaza real proviene del espacio exterior, ya que los hubots fueron introducidos hace años por una raza extraterrestre, preparando el terreno para la futura invasión. Para conocer mejor a los humanos, el protagonista, piloto de combate, es secuestrado y trasladado al planeta de los invasores, donde conocerá a la reina.Buen bolsilibro de Louis G. Milk (Luis García Lecha), dividido en dos partes, la primera con el caos en la Tierra, y la segunda más pulp clásico, en el planeta invasor, donde se mantiene una lucha por el poder....more",Notes are private!,0,3,1,"Dec 08, 2022","Dec 10, 2022","Dec 08, 2022",,Bolsilibro,view (with text),/book/show/64629136-mot-n-electr-nico
247,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Nosotros, los marcianos","Space, Law",,,,128        pp,3.00,1,1957,1957,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"La historia nos presenta a una sociedad marciana dividida en castas, que un buen día descubren que el Tercer Mundo, es decir, la Tierra, está habitadoLa historia nos presenta a una sociedad marciana dividida en castas, que un buen día descubren que el Tercer Mundo, es decir, la Tierra, está habitado, y además por seres inteligentes, lo cuál queda demostrado cuando observaron el estallido de la primera bomba atómica. A partir de aquí, surge el deseo de enviar una astronave a la Tierra con investigadores que aclaren qué tipo de habitantes son los del Tercer Mundo. La elegida es Te-Lia, que viajará junto a cuatro “A-képhalos”, seres desprovistos de cabeza y muy serviles. Sus órdenes son sólo observar, pasando desapercibida, hasta que surgen problemas y debe permanecer más tiempo.Buena narración de Law Space (Enrique Sánchez Pascual). Curiosamente, está dedicada a Louis G. Milk, otro escritor de bolsilibros sobre “marcianos”....more",Notes are private!,0,4,1,"Dec 07, 2022","Dec 09, 2022","Dec 07, 2022",,Bolsilibro,view (with text),/book/show/64408505-nosotros-los-marcianos
248,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Safari en Venus,"Garland, Johnny",,,,128        pp,4.00,1,1961,1961,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"El astuto y elegante ladrón “Mister Puma”, un Raffles del siglo XXI, lleva robados más de cien millones en gemas. Este ladrón es muy difícil de atrapaEl astuto y elegante ladrón “Mister Puma”, un Raffles del siglo XXI, lleva robados más de cien millones en gemas. Este ladrón es muy difícil de atrapar, ya que es capaz de adoptar cualquier identidad; es un maestro del disfraz. A todo esto, tenemos a Clem Arnold, director del Gran Zoo Interplanetario, que tiene intención de visitar Venus para cazar nuevas especies para su Zoo. Para ello contrata a Victor Kellog, el mejor cazador del espacio, así como a otros miembros para la expedición. Este tal Kellog es un canalla de mucho cuidado, que trata brutalmente a su esposa, y además insiste en llevársela con él a Venus, tal vez con no muy buenas intenciones. Y volviendo a “Mister Puma”, se encuentra atrapado en la ciudad de su último robo, y oyendo la noticia de este próximo viaje a Venus, pues se le ocurre infiltrarse para evadir a la policía.Gran bolsilibro de Johnny Garland (Juan Gallardo Muñoz). Aventuras y misterio, con bestias monstruosas incluidas....more",Notes are private!,0,3,1,"Dec 06, 2022","Dec 08, 2022","Dec 06, 2022",,Bolsilibro,view (with text),/book/show/64211945-safari-en-venus
249,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,El negro espacio silencioso,"Carrados, Clark",,,,128        pp,4.00,1,1954,1954,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"La compañía de transportes Transpacial está siendo sometida a una serie de robos, con crímenes incluidos, por parte de “gangsters” del espacio. Las péLa compañía de transportes Transpacial está siendo sometida a una serie de robos, con crímenes incluidos, por parte de “gangsters” del espacio. Las pérdidas ya ascienden a más de doscientos millones. Para buscar una solución, la compañía quiere enviar a un agente especial, cuyo nombre es una incógnita. A partir de aquí asistiremos a un robo con secuestro de varios importantes personajes, entre los que se encuentra un poeta y una diseñadora de moda. El poeta Ernie Heaviside es el escritor de “Poema de las estrellas”, que le ha hecho mundialmente famoso, y que incluye el verso que da nombre al título.Estupendo bolsilibro de Clark Carrados (Luis García Lecha), con aventuras, peleas, torturas, muy bien llevado hasta su desenlace....more",Notes are private!,0,7,1,"Dec 06, 2022","Dec 07, 2022","Dec 06, 2022",,Bolsilibro,view (with text),/book/show/64210645-el-negro-espacio-silencioso
250,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mundos silenciosos,"Garland, Johnny",,,,128        pp,4.00,1,1958,1958,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"El capitán Roy Ullman va a ser el primer hombre en pisar Marte. Pronto ve a lo lejos formas que parecen edificios. ¿Marte está habitado? De repente emEl capitán Roy Ullman va a ser el primer hombre en pisar Marte. Pronto ve a lo lejos formas que parecen edificios. ¿Marte está habitado? De repente empieza a escuchar una extraña voz, que tarda en reconocer como femenina, y entra en una especie de letargo. Cuando despierta, tiene ante él una mujer, Azyar. A partir de aquí sabrá de los marcianos, y de cómo están siendo invadidos por los “zsaks”, seres silenciosos, todo cerebro, llegados desde Andrómeda.Buen bolsilibro de Johnny Garland (Juan Gallardo Muñoz), que va de menos a más, y que contiene poderosas imágenes....more",Notes are private!,0,7,1,"Dec 03, 2022","Dec 06, 2022","Dec 03, 2022",,Bolsilibro,view (with text),/book/show/63914630-mundos-silenciosos
251,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Los hombres arañas de Titán,"Milk, Louis G.",,,,128        pp,4.00,1,1954,1954,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Al principio nos encontramos con dos líneas argumentales. Por una parte tenemos a Roberto y Paddy, español e irlandés, respectivamente, que han perdidAl principio nos encontramos con dos líneas argumentales. Por una parte tenemos a Roberto y Paddy, español e irlandés, respectivamente, que han perdido su licencia de piloto sideral. Así que no les queda otra que alistarse en la Legión del Espacio. Y por otro lado está Betta St. Albans, cuyo marido desapareció hace ocho años. Tras no saber nada de él durante todo este tiempo, ha decidido fletar una astronave, capitaneada por ella misma, para ir en su busca. Por el medio tendremos a piratas espaciales, y cómo no, hombres arañas.Muy buen bolsilibro de aventuras por parte de Louis G. Milk (Luis García Lecha). También anda por ahí un científico loco, algo que nunca falla....more",Notes are private!,0,7,1,"Dec 02, 2022","Dec 04, 2022","Dec 02, 2022",,Bolsilibro,view (with text),/book/show/63907698-los-hombres-ara-as-de-tit-n
252,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Guerra de satélites,"Thels, H.S.",,,,128        pp,3.00,1,1958,1958,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"La novela corta empieza de manera curiosa, con una carta enviada al autor desde el futuro, con el manuscrito del presente bolsilibro, que será, fue esLa novela corta empieza de manera curiosa, con una carta enviada al autor desde el futuro, con el manuscrito del presente bolsilibro, que será, fue escrito, pero que todavía no lo ha sido. Sabiendo que fue escrita en 1958, ya en la Guerra Fría, la historia trata de la lucha por hacerse con el espacio. La URSS llegó primero con el Sputnik, y los USA se disponen a enviar el primer satélite tripulado. Es entonces cuando ambos países llevan la batalla que querrían llevar en la Tierra al espacio exterior. Cómo no, los malos son los rusos, que empiezan el conflicto destruyendo el primer satélite. Ambos países siguen enviando satélites para continuar la lucha. Entremedias, también está la trama de un astronauta canalla que hace trampas para no ir en el primer satélite, con grandes probabilidades de no volver.Buen bolsilibro, como casi todos los de Enrique Sánchez Pascual....more",Notes are private!,0,5,1,Dec 2022,"Dec 03, 2022","Dec 01, 2022",,Bolsilibro,view (with text),/book/show/63900295-guerra-de-sat-lites
253,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ellos Nº 2,"Milk, Louis G.",,,,128        pp,3.00,1,1968,1968,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Jimmy Beand es un joven que nació con poderes especiales. Telepatía, ver a través de los objetos, presentir hechos futuros, todo ello ha llevado a preJimmy Beand es un joven que nació con poderes especiales. Telepatía, ver a través de los objetos, presentir hechos futuros, todo ello ha llevado a preocupar enormemente a sus padres, y también les ha asustado, ya que incluso sus presentimientos les han salvado las vidas. Por ello el padre acude a su amigo William Tell, psiquiatra, que será el narrador de la historia. Investigando, encuentra un hecho sorprendente, existen más jóvenes con poderes, y en todos los casos aparece el doctor Pendrall, que trató a las madres. Parece que algo oscuro y siniestro se oculta detrás de todo esto.Buen bolsilibro de Louis G. Milk (Luis García Lecha), que en el prólogo habla de otra novela corta suya, ”Ellos”, sobre invasiones extraterrestres, de ahí el nº 2. Sin embargo, la presente historia se aleja un tanto de la típica invasión....more",Notes are private!,0,8,1,Dec 2022,"Dec 02, 2022","Dec 01, 2022",,Bolsilibro,view (with text),/book/show/63900289-ellos-n-2
254,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Asteroide nueve-uno-seis,"Silverton, Roy",,,,128        pp,3.00,1,1960,1960,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Desde el astropuerto de Washington se dispone a salir una nave a Venus con mil millones de dólares del espacio. Pero algo sucede y la nave sale antes Desde el astropuerto de Washington se dispone a salir una nave a Venus con mil millones de dólares del espacio. Pero algo sucede y la nave sale antes de tiempo, siendo arrojados los cuerpos de pasajeros y tripulantes, todos muertos. ¡La nave y el dinero han sido robados! Lucille, sobrina de James L. Brook, jefe de Caja y encargado del traslado del dinero, acude a su ex prometido, Chris Alcott, detective privado, para que esclarezca la inocencia de aquél. Y es que se ha averiguado que su cadáver no corresponde, ha sido sustituido, lo que indica su intervención en el crimen cometido. A partir de aquí, asistimos a la búsqueda y persecución de la nave fugitiva, tanto por la policía, comandada por el inspector Clarence, antiguo jefe de Chris, como por el mismo Alcott.Entretenido bolsilibro de Roy Silverton (Salvador Dulcet Altés), muy buen narrador, más cercano a lo policíaco que a la ciencia ficción....more",Notes are private!,0,6,1,"Nov 30, 2022",Dec 2022,"Nov 30, 2022",,Bolsilibro,view (with text),/book/show/63892984-asteroide-nueve-uno-seis
255,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"""Ellos""","Milk, Louis G.",,,,128        pp,4.00,1,1954,1954,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Tripp, el narrador, abandona su trabajo, harto de “Azote”, su jefe. Mientras está haraganeando a la orilla de un río, es amonestado por unos militaresTripp, el narrador, abandona su trabajo, harto de “Azote”, su jefe. Mientras está haraganeando a la orilla de un río, es amonestado por unos militares, solicitando su documentación. Parece que algo raro está sucediendo, aunque ni los mismos soldados saben nada. Posteriormente, encuentra una extraña maleta, con la que habla telepáticamente. Se trata de un translator, un aparato que traslada los electrones de los átomos de un lugar a otro, es decir, puede hacer aparecer los objetos deseados por Tripp. Tras conocer a una joven, le vuelve a suceder otra cosa extraña: se les presenta repentinamente un monstruoso ser, una especie de hombre-crustáceo, asesinando con sus pinzas en lugar de manos. Y aún le sucede otra cosa extraña. Una persona se transforma ante sus ojos, sin razón aparente, en uno de estos monstruos.Todo este locurón va tomando forma según avanza la trama, siendo ésta bastante divertida y entretenida. Luis García Lecha, el autor tras el seudónimo, solía empezar sus historias de manera sorpresiva y contundente, atrapando al lector. A veces se quedaba en una mera premisa y el bolsilibro no llegaba a tener toda la fuerza que debería, pero otras veces, como esta, daba en el clavo....more",Notes are private!,0,5,1,"Nov 29, 2022","Nov 30, 2022","Nov 29, 2022",,Bolsilibro,view (with text),/book/show/63886505-ellos
256,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,¡Llegan los marcianos!,"Thels, H.S.",,,,128        pp,3.00,1,1956,1956,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Los marcianos han llegado, es un hecho. En Monte Palomar se han reunido los astrofísicos más eminentes del planeta para hacer un informe a las autoridLos marcianos han llegado, es un hecho. En Monte Palomar se han reunido los astrofísicos más eminentes del planeta para hacer un informe a las autoridades. Seis mil astronaves se han posado en la Luna, preparadas para la invasión. Pero ya hay naves explorando en la Tierra. Todavía no se sabe con qué intenciones vienen, pero el lector ya ha asistido a un par de muertes, donde los extraterrestres, antropófagos, han devorado hasta los huesos a sus víctimas. Al mismo tiempo, se han dedicado a hacer desaparecer todo tipo de armamento. Se sabe cuándo están cerca por el cambio repentino de temperatura, que baja radicalmente. Para narrar la historia, el autor utiliza a un par de científicos y la novia de uno de ellos, así como a un militar condecorado.Buen bolsilibro de H.S. Thels (Enrique Sánchez Pascual), en una de sus temáticas favoritas, las invasiones alienígenas. Se lee con agrado.La novela corta viene acompañada de un relato corto, firmado como Law Space, otro de los seudónimos de Sánchez Pascual. ‘El destino trabaja’ tiene como protagonista a Harry Coller, de viaje por Oriente, un mujeriego que acude a un doctor para saber si tiene lepra. Cuando se le comunica que está sano, viaja de regreso a Londres. Después sabremos más de su historia, de dónde vino su temor a haber contraído la lepra. Todo tiene que ver con su obsesión con una indígena, casada con un blanco al que visita. Buen relato, me ha gustado, a pesar de ser bastante predecible....more",Notes are private!,0,5,1,"Nov 28, 2022","Nov 29, 2022","Nov 28, 2022",,Bolsilibro,view (with text),/book/show/63876746-llegan-los-marcianos
257,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Planetoide 2.012,"Carrados, Clark",,,,128        pp,5.00,1,1954,1954,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Un par de criminales tienen un plan: robar el oro del palacio de la reina del planetoide 2.012, más conocido como Astarté. Para ello necesitan más ayuUn par de criminales tienen un plan: robar el oro del palacio de la reina del planetoide 2.012, más conocido como Astarté. Para ello necesitan más ayuda, y se les ocurre implicar en un duelo a Emory Winton, héroe de la I Guerra Sideral, y ex policía sideral, ya que fue expulsado del cuerpo por asesino. De esta manera lo volverían a poner en problemas y se vería obligado a huir con ellos. Por el camino se encontrarán problemas y aventuras, hasta llegar a Astarteia, capital de Astarté, muy parecida a aquellas ciudades sin ley del salvaje Oeste.Gran bolsilibro de Clark Carrados (Luis García Lecha), con escenas realmente logradas. Duelos, aventuras, y hasta monstruos....more",Notes are private!,0,6,1,"Nov 26, 2022","Nov 28, 2022","Nov 26, 2022",,Bolsilibro,view (with text),/book/show/63844334-planetoide-2-012
