,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Paul 's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Leopard,"Lampedusa, Giuseppe Tomasi di",,,B0041RRH6S,274        pp,4.01,"37,213",1958,"Sep 07, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 15, 2024",,Kindle Edition,view,/book/show/11546057-the-leopard
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kluge,"Marcus, Gary F.",,,B003JTHWQ4,224        pp,3.82,"1,949","Jan 01, 2008","Apr 07, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 15, 2024",,Kindle Edition,view,/book/show/8706438-kluge
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Innocent,"McEwan, Ian*",,,B00354YA54,244        pp,3.72,"12,255","May 10, 1990",unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 15, 2024",,Kindle Edition,view,/book/show/11253782-the-innocent
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Echo Chamber,"Boyne, John*",,,B08ZDQ2JDQ,432        pp,3.88,"11,009","Aug 05, 2021","Aug 05, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 15, 2024",,Kindle Edition,view,/book/show/57638052-the-echo-chamber
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tom Lake,"Patchett, Ann",006332752X,9780063327528,006332752X,309        pp,4.04,"241,592","Aug 01, 2023","Aug 01, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is not the kind of novel I would had read, had I not known the author.Set during the Covid lockdown, on a cherry farm in Michigan while they struThis is not the kind of novel I would had read, had I not known the author.Set during the Covid lockdown, on a cherry farm in Michigan while they struggle to bring in the harvest without the usual workforce, a woman is telling her three adult daughters the story of her relationship with a man who became a movie star.From that description, I'd just swipe right past it - but this is Ann Patchett, whose writing I fell in love with in Bel Canto, and who has left me breathless with each book of hers I've read.Her writing is damned-near sublime, evoking character and place and mood perfectly. And I read the audiobook, performed by Meryl Streep, which is as good as you would imagine it would be.The narrator, Lara, is always telling us that this isn't the story of the movie star Peter Duke that her girls want to hear, and she is absolutely correct. It is her story, it is the story of her life, her ambition, her choices and mistakes and wrong turns and finding exactly where she needs to be.This is a novel that made me smile so widely my face hurt - the beauty of the writing and the humanity of the characters. All framed with the double backdrop of a family pulling together with the hardships and uncertainty of farming during Covid, and the passions of talented young people in a theatre troupe, this is emotional and gripping and wonderful....more",Notes are private!,0,5,1,"Dec 28, 2023","Dec 31, 2023","Dec 28, 2023",,Hardcover,view (with text),/book/show/63241104-tom-lake
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"How to Rule an Empire and Get Away with It        (The Siege, #2)","Parker, K.J.",031649867X,9780316498678,031649867X,354        pp,4.10,"3,186","Aug 18, 2020","Aug 18, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Dec 27, 2023","Jan 14, 2024","Dec 27, 2023",,Trade Paperback,view,/book/show/49088677-how-to-rule-an-empire-and-get-away-with-it
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This is the Night They Come for You,"Goddard, Robert",,,B09G9DG7WD,406        pp,4.24,"1,856",unknown,"Mar 24, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 24, 2023",,Kindle Edition,view,/book/show/59413743-this-is-the-night-they-come-for-you
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Subject Twenty-One        (Tomorrow's Ancestors #1),"Warren, AE*",,,B08P2QM4GW,301        pp,3.98,699,"Feb 17, 2018","Jul 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 24, 2023",,Kindle Edition,view,/book/show/58704669-subject-twenty-one
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Order of Darkness: Volumes i-iii,"Gregory, Philippa*",1471164268,9781471164262,B01N05H87G,"1,041        pp",3.93,"1,254",unknown,"Jun 15, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 24, 2023",,Kindle Edition,view,/book/show/35110745-order-of-darkness
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Restaurant: A History of Eating Out,"Sitwell, William",,,B07V9W4JPB,255        pp,3.54,366,"Apr 09, 2020","Apr 09, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 24, 2023",,Kindle Edition,view,/book/show/55107522-the-restaurant
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Enlightenment Philosophy in a Nutshell,"O'Grady, Jane",1789506476,9781789506471,B07MTMPBP7,240        pp,3.55,49,unknown,Jan 2019,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 24, 2023",,Kindle Edition,view,/book/show/43580569-enlightenment-philosophy-in-a-nutshell
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Angel's Game        (The Cemetery of Forgotten Books, #2)","Ruiz Zafón, Carlos",0385528701,9780385528702,0385528701,531        pp,4.00,"162,256","Apr 17, 2008","Jun 16, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Dec 12, 2023","Dec 18, 2023","Dec 12, 2023",,Hardcover,view,/book/show/4912857-the-angel-s-game
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Material World: A Substantial Story of Our Past and Future,"Conway, Ed",,,B0BFGZJDVH,491        pp,4.55,"1,788","Jun 15, 2023","Jun 15, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 09, 2023",,Kindle Edition,view,/book/show/119305139-material-world
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Collapsing Empire        (The Interdependency, #1)","Scalzi, John*",1509835083,,B01JLZZ3R4,334        pp,4.12,"53,347","Mar 21, 2017","Mar 23, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 09, 2023",,Kindle Edition,view,/book/show/31568281-the-collapsing-empire
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Before the Big Bang: The Origin of Our Universe from the Multiverse,"Mersini-Houghton, Laura",,,B07S857GW9,222        pp,4.05,591,unknown,"Jul 21, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 09, 2023",,Kindle Edition,view,/book/show/58644037-before-the-big-bang
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mantis,"Isaka, Kōtarō",,,B0BW5KNM7J,228        pp,3.91,721,"Jul 28, 2017","Nov 09, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 09, 2023",,Kindle Edition,view,/book/show/123250643-the-mantis
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book That Wouldn’t Burn        (The Library Trilogy #1),"Lawrence, Mark*",,,B0BHYDCZRD,570        pp,4.09,"14,888","May 01, 2023","May 11, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 09, 2023",,Kindle Edition,view,/book/show/63194068-the-book-that-wouldn-t-burn
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Love Will Tear Us Apart        (Stranger Times, #3)","McDonnell, C.K.",,,B0B3SVJJJ7,448        pp,4.43,"2,974","Feb 09, 2023","Feb 09, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 09, 2023",,Kindle Edition,view,/book/show/61395248-love-will-tear-us-apart
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When Women Were Dragons,"Barnhill, Kelly*",1471412202,9781471412202,B09LLFF3FB,353        pp,3.87,"40,316","May 03, 2022","May 03, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 09, 2023",,Kindle Edition,view,/book/show/60774776-when-women-were-dragons
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Dance        (Detective Miller #1),"Billingham, Mark",,,,400        pp,4.11,"3,579","May 25, 2023","May 25, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 09, 2023",,Kindle Edition,view,/book/show/62098143-the-last-dance
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Shadow of the Wind        (The Cemetery of Forgotten Books, #1)","Ruiz Zafón, Carlos",,,,487        pp,4.30,"635,422",May 2001,2005,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Nov 27, 2023","Nov 30, 2023","Nov 27, 2023",,Paperback,view,/book/show/1232.The_Shadow_of_the_Wind
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ghost,"Harris, Robert*",,,B0041RRH8Q,452        pp,3.79,"17,734","Oct 23, 2007","Sep 07, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 26, 2023",,Kindle Edition,view,/book/show/11262286-the-ghost
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Weaponized,"Asher, Neal*",1529050065,9781529050066,B09KRYFK6Q,536        pp,3.92,"1,459",2022,"May 26, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 26, 2023",,Kindle Edition,view,/book/show/59722353-weaponized
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dead Lions        (Slough House, #2)","Herron, Mick",,,B00X61N2W8,367        pp,4.10,"24,903","May 07, 2013",Feb 2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 26, 2023",,Kindle Edition,view,/book/show/122774487-dead-lions
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Exiles        (Aaron Falk, #3)","Harper, Jane*",1529098475,9781529098471,B09SXCTQVC,422        pp,4.05,"57,364","Sep 20, 2022","Feb 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 26, 2023",,Kindle Edition,view,/book/show/60468513-exiles
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Duckett & Dyer: Dicks For Hire,"Nair, G.M.*",1733894306,9781733894302,B07Q5Q789W,302        pp,3.84,401,"Mar 30, 2019","Mar 30, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 26, 2023",,Kindle Edition,view,/book/show/44686297-duckett-dyer
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Melmoth,"Perry, Sarah",,,B0788YXDCR,320        pp,3.43,"14,096","Oct 16, 2018","Oct 02, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 26, 2023",,Kindle Edition,view,/book/show/38333047-melmoth
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Shift in Shadows        (Lost Legacies, #1)","Grey, Maddox*",,,B09BDK5P5D,326        pp,3.95,298,"Oct 26, 2021",Apr 2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 26, 2023",,Kindle Edition,view,/book/show/124946371-a-shift-in-shadows
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Murder Exchange,"Kernick, Simon*",,,B003JTHFW0,452        pp,3.95,"1,461",2003,unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 26, 2023",,Kindle Edition,view,/book/show/11458081-the-murder-exchange
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Infinite Ground: 'A totally original, surreal mystery' (Jeff VanderMeer) from the Booker Prize-listed author of In Ascension","MacInnes, Martin*",,,B01FYISLQM,272        pp,3.18,669,"Aug 04, 2016","Aug 04, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 26, 2023",,Kindle Edition,view,/book/show/30817449-infinite-ground
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Preventable: How a Pandemic Changed the World & How to Stop the Next One,"Sridhar, Devi",,,B098CRQHVR,420        pp,4.15,194,unknown,"Apr 21, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 26, 2023",,Kindle Edition,view,/book/show/60855297-preventable
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Homesickness,"Barrett, Colin",,,B09HC3BT9H,213        pp,3.88,"1,036","May 03, 2022","Mar 10, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 26, 2023",,Kindle Edition,view,/book/show/60631914-homesickness
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Collected Stories Of Arthur C. Clarke,"Clarke, Arthur C.",0575098775,,B00550NYDU,"1,352        pp",4.30,"5,975",Jan 2000,unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 26, 2023",,Kindle Edition,view,/book/show/11689294-the-collected-stories-of-arthur-c-clarke
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Complete Short Stories : The 1950s,"Aldiss, Brian W.",0007482094,9780007482092,B00ALKTXCK,864        pp,4.08,38,"Sep 24, 2015","Sep 12, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 26, 2023",,Paperback,view,/book/show/19295300-the-complete-short-stories
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Covenant of Water,"Verghese, Abraham*",180471044X,9781804710449,B0BN2P475V,796        pp,4.47,"150,505","May 02, 2023","May 18, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 26, 2023",,Hardcover,view,/book/show/123008485-the-covenant-of-water
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Children of Earthrise: The Complete Series        (Books 1-6),"Arenson, Daniel*",,,B081Y43RGR,"2,450        pp",4.22,233,unknown,"Nov 23, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 26, 2023",,Kindle Edition,view,/book/show/48979733-children-of-earthrise
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Anvil of Stars        (Forge of God, #2)","Bear, Greg",,,B00JVCHFS8,492        pp,3.92,"6,680",1992,"Apr 29, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 26, 2023",,Kindle Edition,view,/book/show/22056831-anvil-of-stars
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Posh Boys: How English Public Schools Ruin Britain,"Verkaik, Robert*",,,B07ZWGL32X,417        pp,3.85,578,unknown,"Jul 05, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 26, 2023",,Kindle Edition,view,/book/show/48763401-posh-boys
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last London: True Fictions from an Unreal City,"Sinclair, Iain",,,B07ZW9TG5V,339        pp,3.47,252,"Sep 07, 2017","Sep 07, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 26, 2023",,Kindle Edition,view,/book/show/48663674-the-last-london
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lion House: The Rise of Suleyman the Magnificent,"de Bellaigue, Christopher",,,B096XFM5F9,274        pp,3.68,546,"Feb 03, 2022","Mar 03, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 26, 2023",,Kindle Edition,view,/book/show/60558799-the-lion-house
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Adventures of Amina al-Sirafi        (Amina al-Sirafi, #1)","Chakraborty, Shannon",0008381364,9780008381363,B0B85SV3DP,492        pp,4.29,"39,569","Feb 28, 2023","Mar 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 26, 2023",,Kindle Edition,view,/book/show/64407785-the-adventures-of-amina-al-sirafi
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A History of God,"Armstrong, Karen",,,B0055CS4L0,534        pp,3.88,"49,730",1993,"Jun 30, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 26, 2023",,Kindle Edition,view,/book/show/13389342-a-history-of-god
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ancient Images,"Campbell, Ramsey",1787587657,9781787587656,B0B4VHQ498,321        pp,3.45,"1,309","Jun 13, 1989","Feb 21, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 26, 2023",,Kindle Edition,view,/book/show/63890346-ancient-images
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rabbit Hole,"Billingham, Mark",,,B08VNJ4YW4,400        pp,3.51,"6,799","Jul 22, 2021","Jul 22, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 26, 2023",,Kindle Edition,view,/book/show/57091098-rabbit-hole
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Malison: The Complete Series,"Moeller, Jonathan*",,,B081K9Q5WD,542        pp,4.40,294,unknown,"Nov 14, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 26, 2023",,Kindle Edition,view,/book/show/48845202-malison
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Record of a Spaceborn Few        (Wayfarers, #3)","Chambers, Becky*",1473647606,9781473647602,1473647606,359        pp,4.11,"47,640","Jul 24, 2018","Jul 24, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Nov 19, 2023","Dec 31, 2023","Nov 19, 2023",,Hardcover,view,/book/show/32802595-record-of-a-spaceborn-few
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Song of Penelope        (The Songs of Penelope #3),"North, Claire",035651613X,9780356516134,B0CCXY35R6,464        pp,4.54,13,"Jun 04, 2024","Jun 18, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 17, 2023",,Kindle Edition,view,/book/show/195113207-the-last-song-of-penelope
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Morrigan's Cross        (Circle Trilogy, #1)","Roberts, Nora*",0425280209,9780425280201,0425280209,365        pp,4.14,"54,814","Aug 29, 2006","Jan 05, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 12, 2023",,Paperback,view,/book/show/25716624-morrigan-s-cross
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dark in Death        (In Death, #46)","Robb, J.D.*",0349417873,9780349417875,0349417873,464        pp,4.30,"23,232","Jan 30, 2018",2018,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 12, 2023",,Paperback,view,/book/show/51949541-dark-in-death
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Caravaggio: A Life,"Langdon, Helen",071266582X,9780712665827,071266582X,448        pp,3.85,168,1998,"Jan 01, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 12, 2023",,Paperback,view,/book/show/931145.Caravaggio
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"House of Odysseus        (The Songs of Penelope, #2)","North, Claire",0356516075,9780356516073,0356516075,432        pp,4.20,"1,624","Aug 22, 2023","Aug 24, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This second volume of Claire North's Song of Penelope is at least as good as the first. I've been a fan since The First Fifteen Lives of Harry August,This second volume of Claire North's Song of Penelope is at least as good as the first. I've been a fan since The First Fifteen Lives of Harry August, but here her writing has matured to something extraordinary; poetic, earthy, profound, funny.While the first part, Ithaca, was narrated by Hera, this is from the POV of Aphrodite. Penelope is still defending Odysseus' kingdom in his absence, but the story moves on from the machinations of the suitors to the more direct threat of King Menelaus of Sparta, seeking too wrest the Mycenaean crown from his nephew Orestes - ailing with sickness, either cursed by the Furies for having killed his mother Clytemnestra or, perhaps, less supernatural reasons.Having defeated the ""pirates"" in the earlier book, with her army of women, Penelope is growing in confidence and needs every iota of wisdom and subtlety and diplomacy, and all her allies to match the cunning, brutish king of Sparta.It's a while since I finished a book feeling so satisfied with the whole, and I cannot wait for the conclusion to the trilogy....more",Notes are private!,0,7,1,"Nov 08, 2023","Nov 16, 2023","Nov 08, 2023",,Hardcover,view (with text),/book/show/61346131-house-of-odysseus
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Narrow Door,"Harris, Joanne*",,,B08Y7M4X55,438        pp,3.95,"5,421","Aug 04, 2021","Aug 04, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 26, 2023",,Kindle Edition,view,/book/show/58647643-a-narrow-door
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Orphans of Bliss: Tales of Addiction Horror,"Matthews, Mark*",1736695053,9781736695050,B09TG7QTHH,230        pp,4.04,169,"Apr 27, 2022","May 04, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 26, 2023",,Kindle Edition,view,/book/show/60678792-orphans-of-bliss
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lady Joker: Volume 2: The Million Copy Bestselling 'Masterpiece of Japanese Crime Fiction',"Takamura, Kaoru",1529394236,9781529394238,B0B6ZQJDRQ,600        pp,4.10,416,Dec 1997,"Feb 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 26, 2023",,Kindle Edition,view,/book/show/65156824-lady-joker
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Short History of Humanity: How Migration Made Us Who We Are,"Krause, Johannes",,,B08CRN2ZRC,274        pp,4.16,"1,466","Feb 22, 2019","Apr 08, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 26, 2023",,Kindle Edition,view,/book/show/56233221-a-short-history-of-humanity
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Glass and Gardens: Solarpunk Winters,"Ulibarri, Sarena*",,,B07YW6HZQR,274        pp,3.88,96,"Jan 07, 2020","Jan 07, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 26, 2023",,Kindle Edition,view,/book/show/52752261-glass-and-gardens
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Extinct Languages,"Friedrich, Johannes",,,B09HX64ML3,227        pp,3.48,94,"Jan 01, 1957","Oct 26, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 26, 2023",,Kindle Edition,view,/book/show/60146503-extinct-languages
