,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Sam's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
496,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,She Rides Shotgun,"Harper, Jordan*",1471158942,,,257        pp,4.04,"7,235","Jun 06, 2017","May 04, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,0,not set,not set,"Feb 06, 2017",,Hardcover,view,/book/show/23361199-she-rides-shotgun
497,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sellout,"Beatty, Paul",0374260508,9780374260507,0374260508,289        pp,3.75,"68,722","Mar 03, 2015",2015,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,Sep 2017,"Sep 03, 2017","Feb 06, 2017",,Hardcover,view,/book/show/22237161-the-sellout
498,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Complete Short Stories of Ernest Hemingway,"Hemingway, Ernest",0684843323,9780684843322,B000CP5I9G,650        pp,4.29,"36,428",1987,"Jan 01, 1987",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 06, 2017",,Paperback,view,/book/show/4625.The_Complete_Short_Stories_of_Ernest_Hemingway
499,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Spool of Blue Thread,"Tyler, Anne*",0385683421,9780385683425,0385683421,358        pp,3.44,"94,615","Feb 10, 2015","Feb 10, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Feb 06, 2017",,Hardcover,view,/book/show/22501028-a-spool-of-blue-thread
500,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lives of Girls and Women,"Munro, Alice",0375707492,9780375707490,0375707492,277        pp,3.96,"13,988",1971,"Feb 13, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 06, 2017",,Paperback,view,/book/show/14285.Lives_of_Girls_and_Women
501,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Hateship, Friendship, Courtship, Loveship, Marriage: Stories","Munro, Alice",0375727434,9780375727436,0375727434,323        pp,4.04,"19,884","Sep 25, 2001","Oct 08, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 06, 2017",,Paperback,view,/book/show/111126.Hateship_Friendship_Courtship_Loveship_Marriage
502,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Harlan,"McFadden, Bernice L.*",1617754463,9781617754463,1617754463,400        pp,4.09,"2,823","Apr 11, 2016","May 03, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 06, 2017",,Paperback,view,/book/show/22642465-the-book-of-harlan
503,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ragtime,"Doctorow, E.L.",0812978188,9780812978186,0812978188,320        pp,3.89,"43,745","Jun 12, 1975","Nov 17, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 06, 2017",,Paperback,view,/book/show/175675.Ragtime
504,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dear Ijeawele, or A Feminist Manifesto in Fifteen Suggestions","Adichie, Chimamanda Ngozi",,,,80        pp,4.51,"82,015","Mar 07, 2017","Mar 07, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 06, 2017",,Kindle Edition,view,/book/show/33961799-dear-ijeawele-or-a-feminist-manifesto-in-fifteen-suggestions
505,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"All the Pretty Horses        (The Border Trilogy, #1)","McCarthy, Cormac",0679744398,9780679744399,0679744398,302        pp,4.04,"124,001",1992,"Jun 29, 1993",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 06, 2017",,Paperback,view,/book/show/469571.All_the_Pretty_Horses
506,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Little Fires Everywhere,"Ng, Celeste*",0735224293,9780735224292,0735224293,338        pp,4.08,"1,175,427","Sep 12, 2017","Sep 12, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Review forthcoming.,Notes are private!,0,23,1,"Mar 24, 2017","Apr 09, 2017","Feb 05, 2017",,Hardcover,view (with text),/book/show/34273236-little-fires-everywhere
507,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"84, Charing Cross Road","Hanff, Helene",,,,106        pp,4.16,"83,405",1970,"Oct 01, 1990",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Feb 05, 2017",,Paperback,view,/book/show/368916.84_Charing_Cross_Road
508,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Shall Not All Sleep,"Nagy, Estep*",1632868415,9781632868411,1632868415,272        pp,3.15,527,"Jul 03, 2017","Jul 03, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 05, 2017",,Hardcover,view,/book/show/31450807-we-shall-not-all-sleep
509,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Unseeing,"Mazzola, Anna*",1492635472,9781492635475,1492635472,400        pp,3.83,"1,484","Jul 14, 2016","Feb 07, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 05, 2017",,Paperback,view,/book/show/30095463-the-unseeing
510,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Golden Hill: A Novel of Old New York,"Spufford, Francis*",1501163876,9781501163876,1501163876,303        pp,3.79,"13,137","Jun 02, 2016","Jun 27, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,0,not set,not set,"Feb 05, 2017",,Hardcover,view,/book/show/32620302-golden-hill
511,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Crimson Petal and the White,"Faber, Michel",1841954314,9781841954318,1841954314,922        pp,3.88,"43,441","Apr 10, 2002","Jan 01, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 05, 2017",,Paperback,view,/book/show/40200.The_Crimson_Petal_and_the_White
512,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,American Ulysses: A Life of Ulysses S. Grant,"White Jr., Ronald C.",1400069025,9781400069026,1400069025,864        pp,4.20,"5,588","Oct 04, 2016","Oct 04, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 04, 2017",,Hardcover,view,/book/show/28364004-american-ulysses
513,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Almost Missed You,"Strawser, Jessica*",1250107601,9781250107602,1250107601,304        pp,3.57,"8,900","Mar 28, 2017","Mar 28, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 04, 2017",,Hardcover,view,/book/show/29939115-almost-missed-you
514,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The City & the City,"Miéville, China*",0345497511,9780345497512,0345497511,312        pp,3.90,"69,514","May 26, 2009","May 26, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 04, 2017",,Hardcover,view,/book/show/4703581-the-city-the-city
515,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lowland,"Lahiri, Jhumpa",0307265749,9780307265746,0307265749,340        pp,3.87,"93,354","Sep 24, 2013","Sep 24, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 04, 2017",,Hardcover,view,/book/show/17262100-the-lowland
516,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Beartown        (Beartown, #1)","Backman, Fredrik*",1501160761,9781501160769,1501160761,418        pp,4.29,"439,268","Sep 15, 2016","Apr 25, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Believe the hype.  Beartown is one of those rare novels that leaves you swollen with feeling and utter satisfaction, and yet entirely sad and almost dBelieve the hype.  Beartown is one of those rare novels that leaves you swollen with feeling and utter satisfaction, and yet entirely sad and almost disappointed that the story had to end, even though you wouldn't have wanted the author to change or add a single thing. For me, that's the highest level of love I can have for a novel, and I was honestly stunned by my level of engagement with and adoration for this book. 5 stars, no halves or equivocation, a completely fulfilling reading experience that I'd recommend to anyone and everyone.Fredrik Backman executes his portrayal of a small, hockey-obsessed, economically challenged town and its inhabitants perfectly: the characters are well-drawn and specific and believable, the details and histories and culture woven into the dialogue and actions throughout. But the beauty of this novel is that Beartown, Sweden is Beartown, Sweden while also being Anytown, Anywhere. It achieves a fantastic combination of the specific and the universal, the small town and the small story and the one hockey team and the one fateful act that are individual and personal. Yet it transcends this to also encompass larger meditations on sport, tribe, the family we choose and family by blood, parent-child relationships, guilt versus innocence and when and why it's important and to whom, suffering, success and failure, fitting in and fitting out, good and evil versus right and wrong, what it means to come of age, what it means to be left behind in a rapidly changing world, what people are and aren't capable of being or becoming. It's a read that is easy and entertaining in terms of its writing style, but also presents common yet challenging ideas, again amazing and confounding me with its effortless simplicity and profundity at the same time, and for that to happen takes tremendous hard work and craft by Backman. I marveled at how skilled Backman (and his translator) were to keep multiple perspectives and characters popping in and out of the narrative, yet I was never confused and always pulled forward into the plot. And the characters are rich and my need to find out what happened to them was real and urgent and necessary. I won't soon forget Maya's inner strength, the tried and tested love between Kira and Peter, Benji's concealed empathy and understanding, the pain and redemption in the fluctuating friendships between Amat and Zacharias and Amat and Bobo, and even the lesser characters that are still so very real and important and meaningful: Benji's sisters, Ramona the bar owner, Bobo's parents, Amat's mother, Kevin's mother, Sune the A-team coach. Backman answers his own question, sometimes the entire community feels like a philosophical experiment: If a town falls in the forest but no one hears it, does it matter? Yes, because all the people in it matter, their faults, flaws, hopes, dreams, actions good and bad, passions, fears, failures. And even though they are such fully realized characters, it's hard not to recognize yourself and larger strands of the human experience in each of them. This was something that once I started, I did not want to put down. Ultimately, I was completely entranced by Beartown, and Backman's novel is an exemplar of how to cover the whole of the human condition in a single story; how to juggle and wrestle with the myriad emotions and motivations of individuals and collectives, big ideas like love and loyalty and small needs and desires like wanting a better job for one's parent who is increasingly in pain working as a cleaner. This read is astonishing, emotional, entertaining, and just rang so true. And despite me never reading or having an interest in A Man Called Ove, I take notice of books my Goodreads friends seem to universally rate 5 stars, and was intrigued enough to try Beartown. Backman's other books didn't seem like they'd be for me, so a small town obsessed with hockey seemed a bit more up my alley than what I perceived to be his canon of old curmudgeons on quests and doing adorably cranky things. But after having read Beartown, I may need to get outside of my box and pick up Ove: I was impressed and delighted by Backman's talent and storytelling, and I am so happy he has a backlist I can discover in the interim between this and his next book.We burn and bleed and cry, fully aware that the worst the sport can give us, in the very best scenario, is incomprehensibly meager and worthless: just a few isolated moments of transcendence. That's all. But what the hell else is life made of?Beartown will give you 336 pages of transcendence. And at the same time show you exactly what people, what towns, what life is made of. READ THIS BOOK.-received an ARC on edelweiss, thanks to Atria and Simon & Schuster....more",Notes are private!,0,131,1,"Mar 05, 2017","Mar 08, 2017","Feb 04, 2017",,Hardcover,view (with text),/book/show/31443394-beartown
517,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Little Deaths,"Flint, Emma",0316272477,9780316272476,0316272477,311        pp,3.35,"8,933","Jan 17, 2017","Jan 17, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Feb 04, 2017",,Hardcover,view,/book/show/30141989-little-deaths
518,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Of Mice and Men,"Steinbeck, John",0142000671,9780142000670,0142000671,107        pp,3.88,"2,546,921","Feb 25, 1937",2002,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Feb 04, 2017",,Paperback,view,/book/show/890.Of_Mice_and_Men
519,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Is How It Always Is,"Frankel, Laurie*",1250088550,9781250088550,1250088550,327        pp,4.28,"189,903","Jan 04, 2017","Jan 24, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 04, 2017",,Hardcover,view,/book/show/28820997-this-is-how-it-always-is
520,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Weight of This World,"Joy, David*",0399173110,9780399173110,0399173110,260        pp,3.98,"2,471","Mar 07, 2017","Mar 07, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,0,not set,not set,"Feb 04, 2017",,Hardcover,view,/book/show/30763901-the-weight-of-this-world
521,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Descendants,"Hemmings, Kaui Hart*",1400066336,9781400066339,1400066336,283        pp,3.83,"22,415","May 15, 2007","May 15, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 04, 2017",,Hardcover,view,/book/show/968403.The_Descendants
522,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hawaii,"Michener, James A.",0375760377,9780375760372,0375760377,937        pp,4.21,"78,683","Nov 12, 1959","Jul 09, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Feb 04, 2017",,Paperback,view,/book/show/12658.Hawaii
523,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sympathizer,"Nguyen, Viet Thanh*",0802124941,9780802124944,0802124941,403        pp,4.01,"113,613","Apr 02, 2015","Apr 12, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 04, 2017",,Paperback,view,/book/show/26893714-the-sympathizer
524,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Arctic Dreams,"Lopez, Barry",0375727485,9780375727481,0375727485,464        pp,4.23,"8,225",1986,"Oct 02, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 04, 2017",,Paperback,view,/book/show/16878.Arctic_Dreams
525,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The China Factory,"Costello, Mary",1906539219,9781906539214,1906539219,176        pp,3.83,265,2012,"May 03, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 04, 2017",,Paperback,view,/book/show/13636433-the-china-factory
526,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sweetgirl,"Mulhauser, Travis*",0062400843,9780062400840,0062400843,256        pp,3.78,"3,942","Feb 02, 2016","Feb 02, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Feb 04, 2017",,Kindle Edition,view,/book/show/25489925-sweetgirl
527,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Radius of Us,"Marquardt, Marie*",,,,304        pp,3.96,"1,698","Jan 17, 2017","Jan 17, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Review forthcoming.,Notes are private!,1,15,1,"Feb 08, 2017","Feb 17, 2017","Feb 04, 2017",,Hardcover,view (with text),/book/show/25883033-the-radius-of-us
528,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wolf on a String,"Black, Benjamin",1627795170,9781627795173,1627795170,320        pp,3.27,"1,584",2017,"Jun 06, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Feb 02, 2017",,Hardcover,view,/book/show/28696598-wolf-on-a-string
529,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Shards of Honour        (Vorkosigan Saga, #1)","Bujold, Lois McMaster*",0743468422,9780743468428,0743468422,253        pp,4.07,"37,007","Jan 01, 1986","Dec 01, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 01, 2017",,Paperback,view,/book/show/61903.Shards_of_Honour
530,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"We Love You, Charlie Freeman","Greenidge, Kaitlyn",1616206446,9781616206444,1616206446,342        pp,3.46,"3,982","Apr 05, 2016","Jan 31, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 01, 2017",,Paperback,view,/book/show/28505350-we-love-you-charlie-freeman
531,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On the Move: A Life,"Sacks, Oliver",0385352549,9780385352543,0385352549,397        pp,4.02,"20,577",Apr 2015,"Apr 28, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 31, 2017",,Hardcover,view,/book/show/24972194-on-the-move
532,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Woman in White,"Collins, Wilkie",,,,672        pp,4.01,"154,435","Nov 26, 1859","Apr 29, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 31, 2017",,Paperback,view,/book/show/5890.The_Woman_in_White
533,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nine Folds Make a Paper Swan,"Gilligan, Ruth*",1941040497,9781941040492,1941040497,352        pp,3.61,864,"Apr 06, 2017","Jan 24, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 31, 2017",,Paperback,view,/book/show/30304219-nine-folds-make-a-paper-swan
534,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,4 3 2 1,"Auster, Paul",1627794468,9781627794466,1627794468,866        pp,3.96,"30,880","Jan 31, 2017","Jan 31, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was conflicted about ing 4 3 2 1: on the one hand, Paul Auster shows incredible talent and engaging storytelling, fully immersing us into the I was conflicted about ing 4 3 2 1: on the one hand, Paul Auster shows incredible talent and engaging storytelling, fully immersing us into the broad strokes of the four different lives of Archibald Ferguson, and the intricate, fascinating details that form each version of Ferguson's life, touching on art, film, language, translation, Ivy league educations, baseball, basketball, the siren call of Paris, having money, not having money, the Woman (Amy Schneiderman), other women and men to love, and the varying versions of the Ferguson clan and especially his parents Stanley and Rose. When the novel is good, it is great: witty, funny, charming, hitting character and plot points macro and micro with ease and precision, and always invoking an accurate but also engaging sense of time and place as we watch Ferguson grow up in the 40s, 50s and 60s in New Jersey and New York (depending on the version) and struggle with his identity, the Vietnam War, Antisemitism, the Civil Rights Movement, racism, the Kennedy election and assassination, white flight, and the hope and disillusionment and fracturing of society during the 60s especially. All of Fergusons' family and friends are well drawn, though I most loved his mother Rose Adler (in every version of Ferguson) and his wisecracking, brilliant cousin Noah Marx (in version 4). There was much to admire, and much to love for the majority of the novel. On the other hand, the book threw me for fits with its pacing. It took me a bit to work through the first 100 or so pages of set up, the backdrops of the Ferguson and Adler lineages detailed but not flowing or clicking for me. But then, sunk into little Ferguson's various childhoods, I was off and devouring each saga up through Ferguson's graduation and moving on (in many versions) to college. Then, around page 600, Ferguson 1 gets derailed in a major student protest at Columbia University in the late 1960s, and the momentum I'd had was lost. The book recovered, as we moved on to see what the other versions of Ferguson got into, but that chapter for Ferguson 1 was long, unwieldy, and worse yet uninteresting. And overall, I don't know that I love the writing of Paul Auster. The brilliance can't be denied, but he's also prone to writing extremely long, run-on sentences, that meander and turn to the point that I would occasionally lose the major focus of the thought. It sometimes read like stream of consciousness inserted into these epics of the Fergusons, which (view spoiler)[makes sense considering the predictable yet still satisfying conclusion that the whole novel was a work by Ferguson 4 (hide spoiler)]. I felt that there was definitely some extra, less meaningful content that could have been removed entirely to keep the pacing tighter, and in general appreciate an author who is a bit more choosy with word choice and sentence structure in literary fiction: some of the writing felt unintentional, versus say how I felt about the writing of Michael Chabon's Moonglow or Kate Atkinson's Life After Life, the hybrid of which could be 4 3 2 1.I don't think this is a read for everyone, and indeed while it delighted me and I enjoyed reading it on the whole and was engaged with Auster's talent, it also irritated me, occasionally bored me and really forced me to work to finish major parts. But again, when it is good, it is great, and for that, I'd award it 4 stars....more",Notes are private!,0,87,1,"Feb 04, 2017","Feb 14, 2017","Jan 31, 2017",,Hardcover,view (with text),/book/show/30244626-4-3-2-1
535,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Read Literature Like a Professor,"Foster, Thomas C.",8900720163,9788900720167,8900720163,336        pp,3.61,"30,103","Feb 18, 2003",unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jan 31, 2017",,Paperback,view,/book/show/33565630-how-to-read-literature-like-a-professor
536,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Letters to a Young Writer: Some Practical and Philosophical Advice,"McCann, Colum*",1443453161,9781443453165,,88        pp,4.19,"2,141","Apr 04, 2017","May 02, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 31, 2017",,ebook,view,/book/show/31371317-letters-to-a-young-writer
537,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Yesterday,"Yap, Felicia*",1472242211,9781472242211,1472242211,432        pp,3.43,"2,826","Aug 01, 2017","Jan 01, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Review forthcoming.,Notes are private!,0,14,1,"Mar 24, 2017","Mar 27, 2017","Jan 31, 2017",,Hardcover,view (with text),/book/show/31705535-yesterday
538,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Big Green Tent,"Ulitskaya, Lyudmila",,,B00K9NWRMC,593        pp,4.06,"4,046",2011,"Nov 10, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jan 26, 2017",,Kindle Edition,view,/book/show/25138474-the-big-green-tent
539,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Confusion of Languages,"Fallon, Siobhan*",0399158928,9780399158926,0399158928,324        pp,3.63,"4,008","Jun 27, 2017","Jun 27, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Review forthcoming.,Notes are private!,0,1,1,"Mar 10, 2017","Mar 11, 2017","Jan 26, 2017",,Hardcover,view (with text),/book/show/32739410-the-confusion-of-languages
540,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Medea,"Wolf, Christa",0385518579,9780385518574,0385518579,208        pp,3.92,"4,040",1996,"Mar 17, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 26, 2017",,Paperback,view,/book/show/153480.Medea
541,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Adulthood Is a Myth        (Sarah's Scribbles, #1)","Andersen, Sarah*",1449474195,9781449474195,1449474195,112        pp,4.12,"125,642","Mar 08, 2016","Mar 08, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 26, 2017",,Paperback,view,/book/show/25855506-adulthood-is-a-myth
542,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,TransAtlantic,"McCann, Colum*",1400069599,9781400069590,1400069599,304        pp,3.82,"26,207","Jun 04, 2013","Jun 04, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 26, 2017",,Hardcover,view,/book/show/16085517-transatlantic
543,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Day Lasts More than a Hundred Years,"Aitmatov, Chingiz",0253204828,9780253204820,0253204828,368        pp,4.33,"6,948",1980,"Feb 22, 1988",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 26, 2017",,Paperback,view,/book/show/366889.The_Day_Lasts_More_than_a_Hundred_Years
544,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Aquarium,"Vann, David*",080212352X,9780802123527,080212352X,266        pp,3.75,"4,745","Mar 03, 2015","Mar 03, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 26, 2017",,Hardcover,view,/book/show/22668848-aquarium
545,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Signal Flame,"Krivak, Andrew",1501126377,9781501126376,1501126377,272        pp,3.98,925,"Jan 24, 2017","Jan 24, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,8,1,"Jan 26, 2017","Jan 31, 2017","Jan 26, 2017",,Hardcover,view,/book/show/29430743-the-signal-flame
