,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Katherine's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Should All Be Feminists,"Adichie, Chimamanda Ngozi",,,B00L0F01NK,65        pp,4.40,"292,640",2012,"Jul 29, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Mar 05, 2022","Mar 05, 2022","Mar 05, 2022",,Kindle Edition,view,/book/show/22738563-we-should-all-be-feminists
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Our Women on the Ground: Essays by Arab Women Reporting from the Arab World,"Hankir, Zahra*",,,B07KDWBHLM,288        pp,4.49,"3,740","Oct 06, 2019","Aug 06, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 05, 2022",,Kindle Edition,view,/book/show/42853221-our-women-on-the-ground
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cook This Book: Techniques That Teach and Recipes To Repeat,"Baz, Molly",0593138279,9780593138274,0593138279,304        pp,4.19,"2,548","Apr 20, 2021","Apr 13, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 05, 2022",,Hardcover,view,/book/show/54895707-cook-this-book
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Where Cooking Begins: Uncomplicated Recipes to Make You a Great Cook,"Music, Carla Lalli",0525573348,9780525573340,0525573348,272        pp,3.94,"1,421","Mar 19, 2019","Mar 19, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 05, 2022",,Hardcover,view,/book/show/40712503-where-cooking-begins
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Artificial Silk Girl,"Keun, Irmgard",1892746816,9781892746818,1892746816,216        pp,3.66,"3,802",1932,"Aug 01, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 03, 2022","Mar 08, 2022","Mar 03, 2022",,Hardcover,view,/book/show/370756.The_Artificial_Silk_Girl
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One Italian Summer,"Serle, Rebecca*",1982166797,9781982166793,1982166797,255        pp,3.59,"218,683","Mar 01, 2022","Mar 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 02, 2022",,Hardcover,view,/book/show/58438583-one-italian-summer
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pachinko,"Lee, Min Jin",,,,496        pp,4.33,"471,182","Feb 07, 2017","Feb 07, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 28, 2022",,Kindle Edition,view,/book/show/34051011-pachinko
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An Autobiography,"Davis, Angela Y.",0717806677,9780717806676,0717806677,416        pp,4.43,"9,315",Sep 1974,"Nov 04, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 17, 2022",,Paperback,view,/book/show/125441.An_Autobiography
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The 7 1/2 Deaths of Evelyn Hardcastle,"Turton, Stuart*",,,,432        pp,3.83,"374,883","Feb 08, 2018","Sep 18, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 01, 2022",,Hardcover,view,/book/show/36337550-the-7-1-2-deaths-of-evelyn-hardcastle
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crime and Punishment,"Dostoevsky, Fyodor",,,,564        pp,4.27,"903,849",1866,"Jan 03, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 31, 2022",,Paperback,view,/book/show/5692.Crime_and_Punishment
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,1914,"Echenoz, Jean",1595589112,9781595589118,1595589112,119        pp,3.53,"2,189","Oct 04, 2012","Jan 02, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 24, 2022","Jan 25, 2022","Jan 24, 2022",,Paperback,view,/book/show/17675427-1914
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Gentleman in Moscow,"Towles, Amor*",,,0143110438,462        pp,4.33,"543,331","Sep 06, 2016","Mar 26, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 14, 2022",,Paperback,view,/book/show/34066798-a-gentleman-in-moscow
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Midnight in Chernobyl: The Untold Story of the World's Greatest Nuclear Disaster,"Higginbotham, Adam*",1501134612,9781501134616,1501134612,538        pp,4.37,"49,786","Feb 12, 2019","Feb 12, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 07, 2022",,Hardcover,view,/book/show/40538681-midnight-in-chernobyl
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Taste: My Life Through Food,"Tucci, Stanley",1982168013,9781982168018,1982168013,291        pp,4.21,"75,246","Oct 05, 2021","Oct 05, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 05, 2022",,Hardcover,view,/book/show/55360284-taste
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Union of Synchronised Swimmers,"Sandu, Cristina",1913348237,9781913348236,1913348237,112        pp,3.20,"1,107",Sep 2019,"Jun 10, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 27, 2021",,Paperback,view,/book/show/50353966-the-union-of-synchronised-swimmers
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Thursday Murder Club        (Thursday Murder Club, #1)","Osman, Richard",,,B07S5D5TH7,382        pp,3.89,"475,947","Sep 03, 2020","Sep 03, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 25, 2021","Jan 02, 2022","Dec 25, 2021",,Kindle Edition,view,/book/show/46000520-the-thursday-murder-club
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mona,"Oloixarac, Pola",0374211892,9780374211899,0374211892,176        pp,3.31,"5,126","Mar 01, 2019","Mar 16, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 23, 2021",,Hardcover,view,/book/show/53317483-mona
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The 100-Year-Old Man Who Climbed Out the Window and Disappeared        (The Hundred-Year-Old Man, #1)","Jonasson, Jonas",,,B007MB5OCE,396        pp,3.82,"277,064","Sep 09, 2009","Sep 11, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 23, 2021",,Kindle Edition,view,/book/show/36578942-the-100-year-old-man-who-climbed-out-the-window-and-disappeared
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Woman from Uruguay,"Mairal, Pedro",1635577330,9781635577334,1635577330,160        pp,3.69,"10,369",2016,"Jul 20, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 23, 2021",,Hardcover,view,/book/show/54860591-the-woman-from-uruguay
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Heather Blazing,"Tóibín, Colm",0330321250,9780330321259,B001UBWKLA,243        pp,3.82,"2,486",1992,"Jan 01, 1993",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 23, 2021",,Paperback,view,/book/show/1052644.The_Heather_Blazing
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Flights,"Tokarczuk, Olga",0525534199,9780525534198,0525534199,416        pp,3.76,"31,036",Sep 2007,"Aug 14, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 23, 2021",,Hardcover,view,/book/show/36885304-flights
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Recent East,"Grattan, Thomas",0374247935,9780374247935,0374247935,368        pp,3.55,"1,161","Mar 09, 2021","Mar 09, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 23, 2021",,Hardcover,view,/book/show/53317479-the-recent-east
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"An Elderly Lady Is Up to No Good        (Äldre dam, #1)","Tursten, Helene",,,,178        pp,3.77,"28,289",2013,"Nov 06, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 19, 2021","Dec 21, 2021","Dec 19, 2021",,Hardcover,view,/book/show/40104741-an-elderly-lady-is-up-to-no-good
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Intimacies,"Kitamura, Katie*",0399576169,9780399576164,0399576169,225        pp,3.65,"33,282","Jul 20, 2021","Jul 20, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 16, 2021",,Hardcover,view,/book/show/55918474-intimacies
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Yiddish Policemen's Union,"Chabon, Michael",0007149824,9780007149827,0007149824,414        pp,3.71,"76,740","May 01, 2007","May 01, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 14, 2021",,Hardcover,view,/book/show/16703.The_Yiddish_Policemen_s_Union
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Britt-Marie Was Here,"Backman, Fredrik*",1501142534,9781501142536,1501142534,324        pp,4.09,"163,660","Oct 03, 2014","May 03, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 11, 2021","Dec 17, 2021","Dec 11, 2021",,Hardcover,view,/book/show/27406704-britt-marie-was-here
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Marriage Bureau for Rich People,"Zama, Farahad",0399155589,9780399155581,0399155589,293        pp,3.65,"4,511",2008,"Jun 11, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5⭐️ a very fun read!,Notes are private!,0,0,1,"Dec 02, 2021","Aug 06, 2023","Dec 02, 2021",,Hardcover,view (with text),/book/show/5833419-the-marriage-bureau-for-rich-people
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lives in Transit: Violence and Intimacy on the Migrant Journey,"Vogt, Wendy A.",0520970624,9780520970625,,272        pp,4.26,38,unknown,"Nov 13, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 18, 2021",,ebook,view,/book/show/38796287-lives-in-transit
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Heavy Flow: Breaking the Curse of Menstruation,"Laird, Amanda*",,,B07CVGGS39,242        pp,4.08,189,"Feb 03, 2019","Feb 23, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 09, 2021",,Kindle Edition,view,/book/show/41793112-heavy-flow
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Do Muslim Women Need Saving?,"Abu-Lughod, Lila",0674725166,9780674725164,0674725166,336        pp,3.95,745,"Nov 01, 2013","Nov 12, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 09, 2021",,Hardcover,view,/book/show/17574515-do-muslim-women-need-saving
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Father's Paradise: A Son's Search for His Jewish Past in Kurdish Iraq,"Sabar, Ariel*",1565124901,9781565124905,1565124901,332        pp,4.24,"2,657","Aug 21, 2008","Aug 21, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 09, 2021",,Hardcover,view,/book/show/3389609-my-father-s-paradise
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Line Becomes a River: Dispatches from the Border,"Cantú, Francisco",,,,250        pp,3.97,"14,381","Feb 06, 2018","Feb 06, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 24, 2021","Nov 02, 2021","Oct 24, 2021",,Hardcover,view,/book/show/34818440-the-line-becomes-a-river
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Spirit Catches You and You Fall Down: A Hmong Child, Her American Doctors, and the Collision of Two Cultures","Fadiman, Anne",0374525641,9780374525644,B007CFQ9QK,341        pp,4.20,"82,910",1997,"Jan 01, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 12, 2021","Oct 24, 2021","Sep 12, 2021",,Paperback,view,/book/show/12609.The_Spirit_Catches_You_and_You_Fall_Down
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What Kind of Woman: Poems,"Baer, Kate*",0063008424,9780063008427,0063008424,94        pp,4.07,"17,854","Nov 10, 2020","Nov 10, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 09, 2021",,Paperback,view,/book/show/50997643-what-kind-of-woman
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dance of the Dissident Daughter: A Woman's Journey from Christian Tradition to the Sacred Feminine,"Kidd, Sue Monk*",006064589X,9780060645892,006064589X,238        pp,3.98,"10,189","May 02, 1996","Jan 01, 1996",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 09, 2021",,Paperback,view,/book/show/24711.The_Dance_of_the_Dissident_Daughter
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Girl with the Dragon Tattoo        (Millennium, #1)","Larsson, Stieg",0670069019,9780670069019,,480        pp,4.17,"3,182,740",Aug 2005,"Sep 23, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 03, 2021",,Hardcover,view,/book/show/2429135.The_Girl_with_the_Dragon_Tattoo
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ex Talk,"Solomon, Rachel Lynn*",,,B088F3CXMG,345        pp,3.69,"87,949","Jan 26, 2021","Jan 26, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 21, 2021",,Kindle Edition,view,/book/show/53415121-the-ex-talk
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Maidens,"Michaelides, Alex*",1250304458,9781250304452,1250304458,337        pp,3.63,"332,122","Jun 03, 2021","Jun 15, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 25, 2021",,Hardcover,view,/book/show/45300567-the-maidens
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Verity,"Hoover, Colleen*",,,B07HJYTRMD,324        pp,4.32,"2,674,633","Dec 07, 2018","Dec 07, 2018",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 10, 2023","Jan 10, 2023","Jul 13, 2021",,Kindle Edition,view,/book/show/41957126-verity
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Erotic Stories for Punjabi Widows,"Jaswal, Balli Kaur*",0062645129,9780062645128,0062645129,304        pp,3.93,"100,692","Mar 09, 2017","Jun 13, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 13, 2021",,Hardcover,view,/book/show/32075853-erotic-stories-for-punjabi-widows
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Shadow of the Wind        (The Cemetery of Forgotten Books, #1)","Ruiz Zafón, Carlos",,,,487        pp,4.30,"635,431",May 2001,2005,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 08, 2021",,Paperback,view,/book/show/1232.The_Shadow_of_the_Wind
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Ántonia,"Cather, Willa",1583485090,9781583485095,1583485090,219        pp,3.83,"137,877",Sep 1918,1995,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 08, 2021",,Paperback,view,/book/show/17150.My_ntonia
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On Earth We're Briefly Gorgeous,"Vuong, Ocean",0525562028,9780525562023,0525562028,246        pp,4.04,"299,638","Jun 04, 2019","Jun 04, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 08, 2021",,Hardcover,view,/book/show/41880609-on-earth-we-re-briefly-gorgeous
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Here in Berlin,"García, Cristina",1619029596,9781619029590,1619029596,208        pp,3.66,792,"Oct 01, 2017","Oct 10, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 06, 2021",,Hardcover,view,/book/show/34013951-here-in-berlin
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Seven Husbands of Evelyn Hugo,"Reid, Taylor Jenkins*",1501139231,9781501139239,1501139231,389        pp,4.42,"3,002,236","Jun 13, 2017","Jun 13, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Nov 29, 2021","Dec 02, 2021","Jul 05, 2021",,Hardcover,view,/book/show/32620332-the-seven-husbands-of-evelyn-hugo
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Malibu Rising,"Reid, Taylor Jenkins*",,,,369        pp,4.04,"1,018,285","May 27, 2021","Jun 01, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Dec 08, 2021","Dec 10, 2021","Jul 04, 2021",,Hardcover,view,/book/show/55404546-malibu-rising
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,... y no se lo tragó la tierra ... and the Earth Did Not Devour Him,"Rivera, Tomás",155885083X,9781558850835,155885083X,208        pp,3.94,"2,577",1971,"May 31, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 28, 2021",,Paperback,view,/book/show/503215._y_no_se_lo_trag_la_tierra_and_the_Earth_Did_Not_Devour_Him
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,History of the Rain,"Williams, Niall*",1408852020,9781408852026,1408852020,358        pp,3.98,"6,577","Apr 10, 2014","Apr 10, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 19, 2021",,Hardcover,view,/book/show/19314428-history-of-the-rain
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tiny Moons: A Year of Eating in Shanghai,"Powles, Nina",1912915340,9781912915347,1912915340,92        pp,4.24,"1,929","Feb 27, 2020","Feb 27, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 17, 2021",,Paperback,view,/book/show/50644618-tiny-moons
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ghosts,"Alderton, Dolly",0241434548,9780241434543,0241434548,352        pp,3.89,"105,555","Oct 15, 2020","Oct 15, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 15, 2021",,Hardcover,view,/book/show/50042494-ghosts
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Meet Me in Paradise,"Hubscher, Libby*",0593199421,9780593199428,0593199421,352        pp,3.90,"15,838","Mar 23, 2021","Mar 23, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 14, 2021",,Paperback,view,/book/show/54419239-meet-me-in-paradise
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Tale for the Time Being,"Ozeki, Ruth*",0670026638,9780670026630,0670026638,432        pp,4.06,"120,634","Mar 11, 2013","Mar 12, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 04, 2021",,Hardcover,view,/book/show/15811545-a-tale-for-the-time-being
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Open Water,"Nelson, Caleb Azumah",0241448778,9780241448779,0241448778,145        pp,4.05,"61,192","Feb 04, 2021","Jan 27, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 04, 2021",,Hardcover,view,/book/show/53414230-open-water
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Secret Diary of Hendrik Groen, 83¼ Years Old","Groen, Hendrik",1455542156,9781455542154,1455542156,384        pp,3.94,"26,495","Jun 01, 2014","Apr 03, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 04, 2021",,Paperback,view,/book/show/35960007-the-secret-diary-of-hendrik-groen-83-years-old
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Girl Is a Body of Water,"Makumbi, Jennifer Nansubuga",1951142047,9781951142049,1951142047,560        pp,4.15,"7,165","Sep 01, 2020","Sep 01, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 04, 2021",,Hardcover,view,/book/show/51188678-a-girl-is-a-body-of-water
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Breasts and Eggs,"Kawakami, Mieko",1609455878,9781609455873,1609455878,430        pp,3.86,"54,411","Jul 11, 2019","Apr 07, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 04, 2021",,Hardcover,view,/book/show/50736031-breasts-and-eggs
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Red Pill,"Kunzru, Hari*",0451493710,9780451493712,0451493710,304        pp,3.68,"5,339","Sep 01, 2020","Sep 01, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 04, 2021",,Hardcover,view,/book/show/49188384-red-pill
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Clockwork Orange,"Burgess, Anthony",0393341763,9780393341768,0393341763,240        pp,4.00,"712,055",1962,"May 21, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 04, 2021",,Paperback,view,/book/show/41817486-a-clockwork-orange
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Modern Love: True Stories of Love, Loss, and Redemption","Jones, Daniel*",0593137043,9780593137048,0593137043,304        pp,4.21,"12,012","Sep 03, 2019","Sep 03, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 03, 2021",,Paperback,view,/book/show/45697243-modern-love
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The House in the Cerulean Sea        (The House in the Cerulean Sea, #1)","Klune, T.J.*",,,,394        pp,4.41,"627,096","Mar 16, 2020","Mar 17, 2020",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 17, 2021","Nov 27, 2021","Jun 03, 2021",,Kindle Edition,view,/book/show/45047384-the-house-in-the-cerulean-sea
