,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Patty's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ash Wednesday        (A Point in Time, #2)","McLain, Paula*",1662505353,9781662505355,B0B1MHZ74T,37        pp,4.04,"1,765","Jul 28, 2022","Jul 28, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This story is so well written that the images will stay with you much longer than you want them to. It was tragic and hard to hear. I was going to givThis story is so well written that the images will stay with you much longer than you want them to. It was tragic and hard to hear. I was going to give it 1 star until I listened to the author's note at the end. Once I understood why Ms McLain wrote such a heart-wrenching story, it made all the difference.I would not recommend this to sensitive readers. It will be too much. ...more",Notes are private!,0,0,1,not set,"May 14, 2023","May 16, 2023",,Kindle Edition,view (with text),/book/show/61433836-ash-wednesday
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Return of the Native,"Hardy, Thomas",037575718X,9780375757181,037575718X,426        pp,3.87,"38,520",1878,"Feb 13, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really listened to this, but I wanted credit for the 400+ pages in my page count.I think this story held up well. It kind of reminded me initially oI really listened to this, but I wanted credit for the 400+ pages in my page count.I think this story held up well. It kind of reminded me initially of a Shakespeare comedy...unclear motives, missed opportunities, and misunderstandings. Then it turned tragic and broke my heart. One big plus is that Alan Rickman did the narration and the way he voiced the many different characters was so good. And I learned what a reddleman is. Who knew?It might be dry in places if reading it. I'd opt for the audio version....more",Notes are private!,0,0,1,not set,"May 13, 2023","May 16, 2023",,Paperback,view (with text),/book/show/32650.The_Return_of_the_Native
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Someone Else's Shoes,"Moyes, Jojo*",1984879294,9781984879295,1984879294,438        pp,3.97,"173,192","Feb 02, 2023","Feb 07, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"May 07, 2023","May 12, 2023",,Hardcover,view,/book/show/62971668-someone-else-s-shoes
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"When We Were the Kennedys: A Memoir from Mexico, Maine","Wood, Monica",,,B005LVR03S,261        pp,3.89,"6,194","Jul 10, 2012","Jul 10, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"May 06, 2023","May 12, 2023",,Kindle Edition,view,/book/show/12993340-when-we-were-the-kennedys
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"First Friends: The Powerful, Unsung (And Unelected) People Who Shaped Our Presidents","Ginsberg, Gary",1538702924,9781538702925,1538702924,416        pp,4.15,"1,070",unknown,"Jul 06, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I love any history book that helps me to look at people I think I know a little differently. Thomas Jefferson & James Madison, Franklin Pierce & NathaI love any history book that helps me to look at people I think I know a little differently. Thomas Jefferson & James Madison, Franklin Pierce & Nathaniel Hawthorne, Abraham Lincoln & Joshua Speed, Woodrow Wilson & Colonel House, FDR & Daisy Suckley, Harry Truman & Eddie Jacobson, Jack Kennedy & David Ormsby-Gore, Richard Nixon & Bebe Rebozo, and Bill Clinton & Vernon Jordan did that for me.I thought I already knew quite a bit about some of these presidents and yet each pair brought new insight into the influence a best friend can have on your life. ...more",Notes are private!,0,0,1,not set,Dec 2023,"May 08, 2023",,Hardcover,view (with text),/book/show/55921890-first-friends
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Death in Brittany        (Commissaire Dupin #1),"Bannalec, Jean-Luc",1250061741,9781250061744,1250061741,320        pp,3.65,"6,148",2012,"Jun 30, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 30, 2023",,Hardcover,view,/book/show/23014714-death-in-brittany
172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Godric,"Buechner, Frederick",0060611626,9780060611620,0060611626,178        pp,4.17,"2,262",1980,"Dec 22, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 27, 2023",,Paperback,view,/book/show/76802.Godric
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Paradox Hotel,"Hart, Rob*",1984820648,9781984820648,1984820648,336        pp,3.54,"8,578","Feb 22, 2022","Feb 22, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Read this for book club. Otherwise, it might not have been on my radar. Time travel as a government-controlled commodity. What do you get for the persRead this for book club. Otherwise, it might not have been on my radar. Time travel as a government-controlled commodity. What do you get for the person who has and has done everything? How about a chance to listen to the Gettysburg address being delivered in person? Or to see if Helen of Troy really was beautiful enough to launch a thousand ships? Interesting concept...and ripe for corruption and intrigue.This book has an unreliable narrator which is one of my favorite narrative styles. Should be a fun discussion....more",Notes are private!,0,1,1,not set,"Apr 22, 2023","Apr 27, 2023",,Hardcover,view (with text),/book/show/58175765-the-paradox-hotel
174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Keep House While Drowning: A Gentle Approach to Cleaning and Organizing,"Davis, K.C.",,,B09JPHQZQZ,156        pp,4.26,"49,638","Apr 26, 2022","Apr 26, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 27, 2023",,Kindle Edition,view,/book/show/60139504-how-to-keep-house-while-drowning
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Moment of Lift,"Gates, Melinda*",1250257727,9781250257727,1250257727,304        pp,4.28,"60,487","Apr 23, 2019","Jan 12, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 24, 2023",,Paperback,view,/book/show/45046839-moment-of-lift
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Furies        (Charlie Parker, #20)","Connolly, John*",1797145207,9781797145204,,unknown,4.15,"4,508","Aug 04, 2022","Oct 11, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is my second John Connolly listen. It won't be my last. Audio is a good format for me when consuming Mr. Connolly's work. Since this is Charlie PThis is my second John Connolly listen. It won't be my last. Audio is a good format for me when consuming Mr. Connolly's work. Since this is Charlie Parker #20, I obviously disregard the idea of reading a series in order. In this case it didn't seem to matter. This is two stories in one book. Both deal with the idea of women (or a woman) looking for revenge or justice when they've been wronged. Both stories are fairly dark/gruesome and have an element of supernatural in them. Just my style. Too risky to give plot summaries because I don't want to give spoilers. Not for everyone, but definitely for me....more",Notes are private!,0,1,1,not set,"Apr 16, 2023","Apr 19, 2023",,Audiobook,view (with text),/book/show/60320229-the-furies
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,House of Sand and Fog,"Dubus III, Andre",0375727345,9780375727344,0375727345,365        pp,3.86,"132,995",1999,Mar 2000,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 stars rounded upI had a hard deciding how I felt about this book. It has been on my bookshelf for a long time and I finally decided I needed to re3.5 stars rounded upI had a hard deciding how I felt about this book. It has been on my bookshelf for a long time and I finally decided I needed to read it or donate it. I almost quit after the first 100 pages. It started soooo slowwww. And then...Then I started to have some compassion for Kathy and I wanted things to turn out well for her. Then I started having compassion for Behrani and I wanted things to turn out well for him. Then I saw the collision coming and realized it couldn't turn out well for both of them. Then like an accident you see coming, but can't look away from, I couldn't put it down. What a complete and utter mess....more",Notes are private!,0,0,1,not set,"Apr 15, 2023","Apr 19, 2023",,Paperback,view (with text),/book/show/359770.House_of_Sand_and_Fog
178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hang the Moon,"Walls, Jeannette*",,,B0B3Y5Q75C,368        pp,3.84,"60,678","Mar 28, 2023","Mar 28, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I've loved previous Jeannette Walls books and this one is no exception.This was about family ties, bootlegging during Prohibition, and gender equalityI've loved previous Jeannette Walls books and this one is no exception.This was about family ties, bootlegging during Prohibition, and gender equality. I loved that it was based on a real person. It got a little confusing toward the end...""who's your daddy?""All in all an overall engaging read....more",Notes are private!,0,0,1,not set,"Feb 12, 2024","Apr 13, 2023",,Kindle Edition,view (with text),/book/show/61341819-hang-the-moon
179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Stranger in the Woods: The Extraordinary Story of the Last True Hermit,"Finkel, Michael*",1101911530,9781101911532,1101911530,203        pp,3.89,"74,797","Mar 07, 2017","Jan 30, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 13, 2023",,Paperback,view,/book/show/35969564-the-stranger-in-the-woods
180,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Red Rising        (Red Rising, #1)","Brown, Pierce*",034553980X,9780345539809,034553980X,400        pp,4.27,"433,116","Jan 28, 2014",2014,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 13, 2023",,Paperback,view,/book/show/52880778-red-rising
181,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tom Lake,"Patchett, Ann",006332752X,9780063327528,006332752X,309        pp,4.04,"241,595","Aug 01, 2023","Aug 01, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.5 rounded upBeautiful story of a mom sharing stories from her past with her now-grown daughters. Each daughter was such an interesting character in 4.5 rounded upBeautiful story of a mom sharing stories from her past with her now-grown daughters. Each daughter was such an interesting character in her own right and their reactions to the revelations were spot on. I particularly loved the way the pandemic was handled...it was in the background (who is in your bubble, school moved to online, and worker shortages), but it was not political, polarizing or dramatic for the sake of additional drama.Highly recommend...more",Notes are private!,0,2,1,not set,"Dec 13, 2023","Apr 12, 2023",,Hardcover,view (with text),/book/show/63241104-tom-lake
182,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Imaginary Girlfriend,"Irving, John*",,,B00IWGRMZK,143        pp,3.44,"2,641",1996,"Dec 10, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I enjoyed this book a lot, but if you're not a wrestle-mom, I doubt that you will. It is a lot about wrestling...and how much he weighs...and how muchI enjoyed this book a lot, but if you're not a wrestle-mom, I doubt that you will. It is a lot about wrestling...and how much he weighs...and how much his teammates weigh...and how much his kids weigh...and which teammates/coaches were really good wrestlers...and which ones were not. I think you get the picture. ...more",Notes are private!,0,0,1,not set,"Apr 09, 2023","Apr 11, 2023",,Kindle Edition,view (with text),/book/show/22067129-the-imaginary-girlfriend
183,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Good Left Undone,"Trigiani, Adriana*",0593183347,9780593183342,0593183347,464        pp,3.99,"24,101","Apr 26, 2022","Apr 18, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 10, 2023",,Paperback,view,/book/show/78299223-the-good-left-undone
184,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Spectator Bird,"Stegner, Wallace",,,B0023ZLLE4,226        pp,3.99,"8,024",1976,"Nov 01, 1990",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 09, 2023",,Kindle Edition,view,/book/show/6571856-the-spectator-bird
185,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Butterfly Hours: Transforming Memories into Memoir,"Dann, Patty*",1611802881,9781611802887,1611802881,144        pp,4.29,107,"Aug 23, 2016","Aug 23, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 06, 2023",,Paperback,view,/book/show/28007981-the-butterfly-hours
186,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Horse,"Brooks, Geraldine*",0399562966,9780399562969,0399562966,401        pp,4.28,"128,825","Jun 14, 2022","Jun 14, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"There were aspects of this book that I liked a lot (learning about the inner workings of the Smithsonian was one). However, there were also aspects ofThere were aspects of this book that I liked a lot (learning about the inner workings of the Smithsonian was one). However, there were also aspects of the book that rubbed me the wrong way. I'm not going to go into much detail on either side until we have our book club discussion in a couple of weeks.Who knows? I may be persuaded to like it more or less than I do today. It should make for a fun discussion either way. ...more",Notes are private!,0,0,1,not set,"Apr 02, 2023","Apr 04, 2023",,Hardcover,view (with text),/book/show/59109077-horse
187,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tell Me Everything: The Story of a Private Investigation,"Krouse, Erika*",,,B0945MYNS6,10        pp,3.76,"16,233","Mar 15, 2022","Mar 15, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I found this a very engaging listen. What I learned about D1 college football, the recruiting practices and the money involved will stay with me for aI found this a very engaging listen. What I learned about D1 college football, the recruiting practices and the money involved will stay with me for a long time. Erika's description of the PI process was interesting as well. What you think being a PI is like and what it is really like are probably two different things.Her revelations about and trauma from her personal life was difficult to read about, but the parallels between the case and her own life were eye-opening.Like the author, I was not completely satisfied with the conclusion. ...more",Notes are private!,0,0,1,not set,"Mar 30, 2023","Mar 31, 2023",,Audible Audio,view (with text),/book/show/60712254-tell-me-everything
188,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Light to the Hills,"Blaylock, Bonnie*",1542039932,9781542039932,B09QPL7XT5,271        pp,4.33,"11,520","Dec 01, 2022","Dec 01, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book was fine. It gave insight into life in the Appalachian coal mining area post-Depression, pre-WWII history. You could see the coming conflictThis book was fine. It gave insight into life in the Appalachian coal mining area post-Depression, pre-WWII history. You could see the coming conflict between Amanda, Spider, and the MacInteer's coming a mile away. The only reason it was suspenseful was that I cared for Amanda, Sass, and Finn. The conclusion made me smile, but wasn't completely satisfying. ...more",Notes are private!,0,0,1,not set,"Mar 27, 2023","Mar 31, 2023",,Kindle Edition,view (with text),/book/show/63107523-light-to-the-hills
189,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I'm Your Huckleberry: A Memoir,"Kilmer, Val",,,B07ZPFX1Q9,unknown,3.64,"3,661","Apr 21, 2020","Apr 21, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I love Val Kilmer in many of his movies. I'm only so-so about his memoir. Partly it was the narration. 3 narrators. 2 males who sound almost identicalI love Val Kilmer in many of his movies. I'm only so-so about his memoir. Partly it was the narration. 3 narrators. 2 males who sound almost identical and then a female. I understand, after listening, why each of them was chosen, but it was jarring at times when the narration shifted. Also, there were times with each of them that I thought they put the emphasis on the wrong part of the sentence or phrase. I'd think to myself ""I don't think that's how he would have said it."" I think it would have been a different experience if it was in his own voice. I understand why that wasn't possible; I'm just saying it would have enhanced the experience for me.Also, I had a hard time distinguishing between confidence and arrogance on his part. There was a lot of name-dropping. I'm very clear on the fact that he was friends with Marlon Brando. And while I'm certain the number of people who can say that is a reasonably small number, I don't need you to say it multiple times to drive the point home. Some of the stories were touching. Some of the stories were funny. Many of the stories had a stronger spiritual component than I expected and I liked that he shared that aspect of himself. Overall, it was just ok....more",Notes are private!,0,1,1,not set,"Mar 21, 2023","Mar 27, 2023",,Audible Audio,view (with text),/book/show/54307087-i-m-your-huckleberry
190,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Risen,"Rash, Ron*",0062436333,9780062436337,,272        pp,3.73,"4,368","Sep 06, 2016","Sep 06, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I like Ron Rash books. This one was not my favorite, but I'm not sure why.Maybe it was because I didn't really care for Eugene or Bill, so the stakes I like Ron Rash books. This one was not my favorite, but I'm not sure why.Maybe it was because I didn't really care for Eugene or Bill, so the stakes never really felt high enough. Maybe it was because I was pretty certain I knew who was responsible (and who would take responsibility) all along. Maybe it was just not the right book at the right time.I didn't dislike it. I have nothing bad to say about it. Just kind of 'meh'....more",Notes are private!,0,0,1,not set,"Mar 18, 2023","Mar 22, 2023",,ebook,view (with text),/book/show/28217819-the-risen
191,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Innocent Blood,"James, P.D.",,,B007OV60J8,434        pp,3.67,"5,925",1980,"Apr 17, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Every so often I get in the mood for a P D James mystery. I've read (and loved) several. I did not love this one. I would have rated this a 2.5 if halEvery so often I get in the mood for a P D James mystery. I've read (and loved) several. I did not love this one. I would have rated this a 2.5 if half stars were allowed. I rounded up because of the interesting format. There is an ""old"" murder that has been solved at the beginning of the book. The mystery in this one is a murder that is coming. The suspense is when/how/if it will actually happen. Interesting.However, this was originally published in 1980 and for many plot points, it did not age well.If you're new to P D James, don't start here. If you already love P D James (like I do), consider skipping this one....more",Notes are private!,0,0,1,not set,"Mar 15, 2023","Mar 20, 2023",,Kindle Edition,view (with text),/book/show/19224418-innocent-blood
192,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Need to Talk About Kevin,"Shriver, Lionel*",,,B003F5NSTW,414        pp,4.08,"195,107","Apr 14, 2003","Jul 09, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a difficult  to write. This book impacted my life and yet I will never recommend it to anyone else. The subject matter was horrific. WriThis is a difficult  to write. This book impacted my life and yet I will never recommend it to anyone else. The subject matter was horrific. Written from a mother's perspective after her son has committed a mass murder as a teenager at his high school. None of the characters were likable or sympathetic. The level of detail describing the day of the murders gave me nightmares. I quit reading twice. And yet I came back. It felt like never knowing if his mother found out ""why"" was worse than knowing. I'm not certain if that ended up being true or not.I can't say I liked it, but I believed it and it made me consider a perspective I had never thought of before. ...more",Notes are private!,0,3,1,not set,"Mar 10, 2023","Mar 19, 2023",,Kindle Edition,view (with text),/book/show/8922349-we-need-to-talk-about-kevin
193,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trailed: One Woman's Quest to Solve the Shenandoah Murders,"Miles, Kathryn*",,,B09WBSGFFC,unknown,3.95,"5,639","May 03, 2022","May 03, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I enjoyed listening to this journalist's account of researching and trying to solve the murder of two women in the Shenandoah part of the Appalachian I enjoyed listening to this journalist's account of researching and trying to solve the murder of two women in the Shenandoah part of the Appalachian Trail. Being familiar with that part of the trail made it even more interesting. It was eye-opening to hear the statistics of attacks, missing people, and deaths happen in national parks. I had no idea. It was also eye-opening, and also disheartening, to learn how the park service, local police and FBI fail to communicate and coordinate investigations....more",Notes are private!,0,1,1,not set,"May 05, 2023","Mar 19, 2023",,Audible Audio,view (with text),/book/show/60731930-trailed
194,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Devil and the Dark Water,"Turton, Stuart*",1728206030,,B0861C89PR,577        pp,3.85,"51,733","Oct 01, 2020","Oct 06, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 19, 2023",,Kindle Edition,view,/book/show/53543088-the-devil-and-the-dark-water
195,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Man Born to be King,"Sayers, Dorothy L.",,,B00QR0MNY8,366        pp,4.52,710,1943,"Dec 07, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 18, 2023",,Kindle Edition,view,/book/show/24983774-the-man-born-to-be-king
196,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Over the Edge of the World: Magellan's Terrifying Circumnavigation of the Globe,"Bergreen, Laurence",006093638X,9780060936389,006093638X,438        pp,4.17,"16,774","Oct 14, 2003","Nov 02, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 16, 2023",,Paperback,view,/book/show/174354.Over_the_Edge_of_the_World
197,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hello Beautiful,"Napolitano, Ann*",,,B0B7R4Q5DJ,416        pp,4.18,"297,581","Mar 14, 2023","Mar 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 15, 2023",,Kindle Edition,view,/book/show/61771675-hello-beautiful
198,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trust & Inspire: How Truly Great Leaders Unleash Greatness in Others,"Covey, Stephen M.R.",1797149121,9781797149127,1797149121,1        pp,4.01,"1,016",unknown,"Apr 05, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I listened to the audible edition, not an audio CD. Goodreads - you need to update your available editions of this book.I listened to this for work. II listened to the audible edition, not an audio CD. Goodreads - you need to update your available editions of this book.I listened to this for work. I found it to be a good listen. Grateful the for the pdf attachment with the audible version. Practical applications, up-to-date with issues currently facing leaders (more employees working varied schedules and from home, etc), and suggestions for leading when you are not someone's official boss. I also liked the chapter dedicated to objections on ""why this won't work in my organization""....more",Notes are private!,0,1,1,not set,"Mar 03, 2023","Mar 06, 2023",,Audio CD,view (with text),/book/show/61182059-trust-inspire
199,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All American Boys,"Reynolds, Jason",1481463330,9781481463331,1481463330,316        pp,4.30,"45,622","Sep 29, 2015","Sep 29, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 06, 2023",,Hardcover,view,/book/show/25657130-all-american-boys
200,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Her Deadly Game        (Keera Duggan, #1)","Dugoni, Robert*",1662500173,9781662500176,B09V575VRP,396        pp,4.45,"25,634","Mar 28, 2023","Mar 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 03, 2023",,Kindle Edition,view,/book/show/60593682-her-deadly-game
201,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Divine Comedy: Inferno; Purgatorio; Paradiso,"Alighieri, Dante",,,,unknown,4.08,"152,610",1320,"Sep 18, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was looking for something different to listen to for a road trip. This certainly qualified. I had no idea what to expect, but it didn't take any timI was looking for something different to listen to for a road trip. This certainly qualified. I had no idea what to expect, but it didn't take any time for me to be totally engrossed in the journey. Written in the 1300's, it shows that when it comes to human nature ""the more things change, the more they stay the same"". Corruption in politics, a divided nation fighting against each other, and people calling out others for their sin, but blind to their own. Any of that sound familiar?I think I found purgatory, the most interesting. Maybe because it is not a part of my faith tradition. I'm going to have to listen again to make certain I've captured all of the ""lessons"" learned along the way. ...more",Notes are private!,0,2,1,not set,"Feb 22, 2023","Feb 23, 2023",,Audible Audio,view (with text),/book/show/43474964-the-divine-comedy
202,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mad Honey,"Picoult, Jodi*",,,B09Q7XH3N8,464        pp,4.10,"387,880","Oct 04, 2022","Oct 04, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,There were many things about this novel that I liked...and one thing I didn't like. I'll wait and discuss that at book club.The scene where Lizzy answThere were many things about this novel that I liked...and one thing I didn't like. I'll wait and discuss that at book club.The scene where Lizzy answers Olivia's questions was one of my favorite. Reading the author's notes about how they shared the writing and editing process gave a insight on how Lily and Olivia's voices stayed true throughout. Nice collaboration. ...more,Notes are private!,0,1,1,not set,"Feb 19, 2023","Feb 20, 2023",,Kindle Edition,view (with text),/book/show/60214567-mad-honey
203,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sing You Home,"Picoult, Jodi*",1439102724,9781439102725,1439102724,466        pp,3.81,"93,344","Mar 01, 2011","Mar 01, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 19, 2023",,Hardcover,view,/book/show/8554005-sing-you-home
204,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lives We Actually Have: 100 Blessings for Imperfect Days,"Bowler, Kate",0593193709,9780593193709,0593193709,256        pp,4.43,"1,617","Feb 14, 2023","Feb 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 16, 2023",,Hardcover,view,/book/show/61153733-the-lives-we-actually-have
205,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Recitatif,"Morrison, Toni",,,,19        pp,4.33,"21,240",1983,1983,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 09, 2023",,Audiobook,view,/book/show/34842610-recitatif
206,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Foster,"Keegan, Claire",080216014X,9780802160140,080216014X,128        pp,4.33,"80,829",Feb 2010,"Nov 01, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I heard about this on the What Should I Read Next podcast as a short, but meaningful story that will stick with you. I found that to be true. I could I heard about this on the What Should I Read Next podcast as a short, but meaningful story that will stick with you. I found that to be true. I could have read this in one sitting, but I didn't want to. I intentionally put it down a couple of times to savor the storytelling. I find myself thinking back to it while some stories leave the minute you close the cover of the book. ...more",Notes are private!,0,3,1,not set,"Feb 20, 2023","Feb 09, 2023",,Hardcover,view (with text),/book/show/61022861-foster
