,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Barry's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
397,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What is literature?,"Sartre, Jean-Paul",0416695302,9780416695304,0416695302,238        pp,3.67,"1,438",1948,"Jan 01, 1967",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"In this book-length essay, Sartre asks some fairly simple questions. 'What is writing?', 'Why write?', 'For whom does one write?' etc. Does he answer In this book-length essay, Sartre asks some fairly simple questions. 'What is writing?', 'Why write?', 'For whom does one write?' etc. Does he answer them? I mean, I guess. The major idea to come from this essay is Sartre's distinction between prose and poetry. That prose is utilitarian and that the author is always mirrored in their prose. Prose is the author making you see things from their point of view. Poetry however is not like this, it is much closer to a painting, as the viewer instead looks at a poem and gives their own interpretation. Therefore prose has the far greater revolutionary benefit.Which, well, just isn't true is it? I suppose Sartre was unfortunate to have written this in 1948. Perhaps back then it was possible to assert such dichotomy between the political usage of prose and poetry, but surely just a couple of years later was Sartre not proven wrong by the Beats and the New York School?There are some snippets I enjoyed in here. Like Sartre's rage against so-called 'poetic prose' in which the message of the text seems to be lost between the pages of the author's thesaurus (which is very similar to what Orwell writes in his 'Politics and the English Language'). Also the essay's final line, 'Of course, all of this is not very important. The world can very well do without literature. But it can do without man still better.' The line is almost laughably Sartrean, which is why I enjoy it so much.I wouldn't call What is Literature? essential Sartre. But I am pleased to have read it. As is often the case with Jean-Paul, it is nice to have his ideas floating about you but just within touching distance. There is a danger in getting too close....more",Notes are private!,0,38,1,Jul 2018,"Jul 03, 2018","Jul 01, 2018",,Paperback,view (with text),/book/show/1996457.What_is_literature_
398,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Evidence for Visions of the Virgin Mary,"McClure, Kevin",0850303516,9780850303513,0850303516,158        pp,3.60,10,"Jan 01, 1983","Dec 31, 1899",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I think it is impossible to not be intrigued by Marian apparitions. Whether you believe they're real or not, the sights on which the Virgin Mary has aI think it is impossible to not be intrigued by Marian apparitions. Whether you believe they're real or not, the sights on which the Virgin Mary has allegedly been seen have become some of the most important pilgrimage spots in the Christian world; namely Lourdes in France, Fátima in Portugal, and Knock in Ireland. Of course we've all heard of these places, and likely know people who've been, but I personally did not know the stories of what actually happened there. Which is why I really loved this book.McClure is not a priest or a theologian, he is a researcher interested in 'anomalous phenomena'. Therefore he approaches these Marian apparitions from the same point of view as someone investigating the paranormal or UFOs. He presents us with eight in-depth accounts of the most famous Marian apparitions, of course covering Lourdes, Fátima, and Knock, but also lesser-known ones such as La Salette, Beauraing, and Garabandal.Each account is matter of fact, or well, reported facts. McClure is purposefully nonpartisan in his accounts. He simply tells us the full story of what allegedly happened at all of these sights. It isn't until the final chapter, when he assesses the evidence, does he begin to analyse the many questions that Marian apparitions raise.Like why did they mostly happen to poor, peasant children? Why did the Virgin nearly always request a chapel to be built for her? Why did she always impart 'secrets' to the children, many of which were wholly cryptic and often spoke of war and famine? Why did the majority occur in Western Europe? I could go on.Overall this was a pretty fascinating book and really piqued my interest in the phenomenon. I'm pretty sure this book is next to impossible to actually buy anywhere, as I picked it up by luck in a secondhand bookshop in Dublin, which does make this whole  utterly pointless. But still. Am I convinced that the Virgin Mary actually appeared to all of these people? Not really. Am I fascinated by the sightings though? Absolutely....more",Notes are private!,0,29,1,"Jun 29, 2018","Jun 29, 2018","Jul 01, 2018",,Paperback,view (with text),/book/show/2747222-evidence-for-visions-of-the-virgin-mary
399,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Words Without Music: A Memoir,"Glass, Philip",1631491431,9781631491436,1631491431,432        pp,4.12,"1,903","Mar 31, 2015","May 03, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My obsession with Philip Glass' music is probably a type of mania. There I am, sitting, just listening to the same couple of notes being played over aMy obsession with Philip Glass' music is probably a type of mania. There I am, sitting, just listening to the same couple of notes being played over and over again, sometimes for hours. And I love it. Glass' memoir thankfully doesn't follow his trademark repetitive style. Instead he has produced a really wonderful account of his life, specifically focussing on his early years. We follow him from childhood, through his early music lessons, to Juilliard, to Paris, to India, and beyond. His sheer dedication to becoming a great composer is inspiring. However, the memoir is slightly off-kilter. The book is just shy of 400-pages, and yet his chapter on his first major masterpiece, Einstein on the Beach, does not come until page 283 - almost at the final quarter. You see Glass spends a lot of time discussing his great musical education but then decides not to actually discuss the great works that he would go on to produce. In fact, all of the discussion of his actual music is relegated to the final hundred pages. Everything from Einstein to now, in one hundred pages.The absences are glaring. There is no mention of Glassworks for example, apart from a single sentence on its commission. In The Upper Room, Dance, Songs from Liquid Days, and Dracula don't get a single mention. Almost criminally, there is also no word on Metamorphosis, Mad Rush or any of his Etudes, which are by far his most popular works. I understand that if he did actually discuss all of his major works, the book would have been a behemoth. But strangely he decides to dedicate a whole chapter, the final chapter, to his Cocteau Trilogy, which I doubt anyone would refute my saying are very much minor works within his oeuvre. I feel he just needed someone beside him as he was writing to say to him, 'this is all well and good Phil but how about you write about some of your famous ones?'However, I do think I am expecting too much. Glass has had an amazing life, peppered with wonderful people and stories. I shall decide to take those stories with me. I guess I'll just have to ask Glass myself about In the Upper Room....more",Notes are private!,0,35,1,"Jun 23, 2018","Jun 28, 2018","Jun 23, 2018",,Paperback,view (with text),/book/show/26530339-words-without-music
400,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Thirst for Love,"Mishima, Yukio",1407053965,9781407053967,1407053965,208        pp,3.64,"5,807","Jun 30, 1950","Feb 23, 2010",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Mishima followed up  Confessions of a Mask with a book that was purposefully completely different. From the first-person coming of age tale of a yMishima followed up  Confessions of a Mask with a book that was purposefully completely different. From the first-person coming of age tale of a young queer man to a third-person story of a woman who is lusted after by her dead husband's father. It's a departure in every sense.This book is far too conventional for Mishima. It doesn't seem to include any of his trademarks and any trace of the Mishima we know and adore seems to be missing here. The novel itself is fine. The story trundles along and there are admirable parts (especially the ending) but not much else. It's a shame....more,Notes are private!,0,15,1,"Jun 03, 2018","Jun 05, 2018","Jun 05, 2018",,Kindle Edition,view (with text),/book/show/17426319-thirst-for-love
401,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Confessions of a Mask,"Mishima, Yukio",,,,254        pp,3.95,"30,465",1949,"Jan 17, 1958",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It is crazy to think that next year we will be celebrating Confessions of a Mask's 70th birthday. Mishima's queer classic, his second novel (written iIt is crazy to think that next year we will be celebrating Confessions of a Mask's 70th birthday. Mishima's queer classic, his second novel (written in his early 20s) and earliest currently available in English, is a coming-of-age story of a young boy who struggles with his queerness. When Kochan happens upon a reproduction of Reni's Saint Sebastian in a book he is immediately drawn to the overt homoeroticism of the work. The perfect male physique pared with the gashes and wounds of the arrows implanted within his torso act as a mirror for the novel itself. For the two main themes of Confessions (and quite a lot of Mishima's other works) are male queerness and sadomasochism. Both are explored beautifully through Mishima's unflinching prose. When reading this I was somewhat taken aback by its sheer influence on the world of queer literature, particularly in the works of Edmund White. I was not aware of just how much of A Boy's Own Story owns a debt to Confessions. In fact nearly all major coming-of-age queer tales seem to eventually trace their genealogy back to Kochan.An engrossing and influential tale, Confessions of a Mask is still as fresh (and shocking) in 2018 as it was in 1949. It was the foundations upon which Mishima planted his immense literary legacy. An essential book in the queer canon....more",Notes are private!,0,119,1,"Jun 02, 2018","Jun 03, 2018","Jun 03, 2018",,Paperback,view (with text),/book/show/787423.Confessions_of_a_Mask
402,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Double Dream of Spring: Poems,"Ashbery, John",1480459186,9781480459182,,95        pp,4.25,247,"Jan 01, 1970","Sep 09, 2014",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"May 31, 2018","Jun 02, 2018","Jun 02, 2018",,ebook,view,/book/show/23197935-the-double-dream-of-spring
403,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rivers and Mountains,"Ashbery, John",1480459194,9781480459199,,192        pp,4.21,300,1966,"Sep 09, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"May 29, 2018","May 31, 2018","May 31, 2018",,ebook,view,/book/show/23197933-rivers-and-mountains
404,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Some Trees,"Ashbery, John",,,B07B6BJHKY,77        pp,4.05,512,1956,"Sep 09, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,8,1,not set,Jan 2018,"May 28, 2018",,Kindle Edition,view,/book/show/24235788-some-trees
405,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"You Think It, I'll Say It","Sittenfeld, Curtis*",,,,272        pp,3.65,"40,684","Feb 06, 2017","Apr 24, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"You Think It, I'll Say It is Curtis Sittenfeld's first short story collection. It is also my first Sittenfeld. After cutting her teeth on novels, she You Think It, I'll Say It is Curtis Sittenfeld's first short story collection. It is also my first Sittenfeld. After cutting her teeth on novels, she has decided to pare things back and present us with a collection of ten contemporary short stories - all of which are near perfect.My standout story has to be 'Off the Record', the story of a journalist (and new mother) who conducts a truly disastrous cover story interview with one of Hollywood's biggest names. It is a comic and incredibly cringe-inducing story about motherhood and its perils. I wish I had more to say about this collection, but I'm afraid I hate nothing more than just listing superlatives. I will genuinely be impressed if a better collection of stories is published in 2018. Sittenfeld, mon amour....more",Notes are private!,0,36,1,"May 11, 2018","May 14, 2018","May 14, 2018",,ebook,view (with text),/book/show/40031732-you-think-it-i-ll-say-it
406,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Longest Journey,"Forster, E.M.",0141441488,9780141441481,0141441488,396        pp,3.47,"2,557",1907,"Oct 31, 2006",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Forster's least-read novel for a reason, The Longest Journey is a seemingly plotless tale which follows an unlikable band of Cantabrigians. However, FForster's least-read novel for a reason, The Longest Journey is a seemingly plotless tale which follows an unlikable band of Cantabrigians. However, Forster doesn't seem to understand the ridiculousness of his own characters and thus expects us to care about these fools. Instead read Waugh's Decline and Fall in which similar characters are given the sending-up that they deserve....more",Notes are private!,0,38,2,"Apr 18, 2018not set","Apr 21, 2018not set","Apr 21, 2018",,Paperback,view (with text),/book/show/3101.The_Longest_Journey
407,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sing, Unburied, Sing","Ward, Jesmyn*",1501126091,9781501126093,1501126091,304        pp,4.01,"135,232","Sep 05, 2017","Sep 05, 2017",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'm sure this is a good book. I'm sure that on these pages is a good story. But I never found it. When I read a book, I am immersed in its narrative. I'm sure this is a good book. I'm sure that on these pages is a good story. But I never found it. When I read a book, I am immersed in its narrative. The book lets me in. Sing, Unburied, Sing never let me in. I spent the whole novel on the outside, gazing in, wondering was it something I said?I like what Ward was doing with this novel. Purposefully reminiscent of Faulkner's As I Lay Dying and Steinbeck's The Grapes of Wrath, Sing, Unburied, Sing is the story of a journey through Americana. From its opening scene of a goat being slaughtered (a moment written in glorious technicolour), Ward reassures the reader that she is not going to hold back. What proceeds is her tragic portrayal of the Modern American Family, warts and vomit and all.I like the idea of Sing, Unburied, Sing more than I like the actual novel. For whatever reason, reading his book was hellish. It may be Ward's style or her prose or it could simply be my fault, but I never once 'got into' this book. Something was blocking me from entry.I'm still not sure what it was. But I pushed through it and I actually finished the book, even though I was thinking of giving up before I was even halfway through. I am thankful to myself that I finished. I think it is a good book. And I know many, many people who would really enjoy it. So this , for once, is for you. Not me. Read it and enjoy it. I'm not reliable here. I may revisit this in a couple of years and then realise that it is the masterpiece that everyone says it is. But for now, it's a good book, nothing more....more",Notes are private!,1,46,1,"Apr 05, 2018","Apr 10, 2018","Apr 10, 2018",,ebook,view (with text),/book/show/34325038-sing-unburied-sing
408,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Woman in the Window,"Finn, A.J.",0062678442,9780062678447,,429        pp,3.95,"779,769","Jan 02, 2018","Jan 02, 2018",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'm surprised that I actually finished this novel because my patience was gone, girl.I'm surprised that I actually finished this novel because my patience was gone, girl....more",Notes are private!,-1,2320,1,Apr 2018,"Apr 04, 2018","Apr 04, 2018",,ebook,view (with text),/book/show/34848216-the-woman-in-the-window
409,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Crying of Lot 49,"Pynchon, Thomas",0099532611,9780099532613,0099532611,142        pp,3.69,"86,792",1966,2000,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Y'know I feel sorry for Pynchon. He's gained a reputation as a 'difficult writer'. This problem plagues Faulkner as well. People go into Pynchon's andY'know I feel sorry for Pynchon. He's gained a reputation as a 'difficult writer'. This problem plagues Faulkner as well. People go into Pynchon's and Faulkner's novels and quickly realise that things happen very differently in here and thus, unnerved by the shock of the new, hastily retreat. It's a pity. My best advice for reading Pynchon? Stop trying to understand everything. If a passage, or a page, or hell, even a whole chapter doesn't make any sense, don't bother yourself over it. Just move on. The only person who's ever fully understood a Pynchon novel is Pynchon.There's a couple of ways to read The Crying of Lot 49. You can read it as a mystery novel, you can read it as a meditation on 1960s post-war America (à la Breakfast of Champions) and you can also read it as a great satire on the postmodernist novel. I read it as the latter. If you stand back from this novel and try to see it as Pynchon essentially taking the piss out of all the tropes and plots and characters often found in postmodernist literature, then I think it starts making the most sense.The novel follows Oedipa Maas who, after discovering a strange trumpet-like symbol on the wall of a bathroom, goes on an incredibly convoluted and complex journey to unmask the symbol's true meaning. Despite the novel's brevity (only 142 pages), Pynchon's trademark dense but intricate prose turns what is essentially a long short story into a fully-fledged novel, packed with a vast cast of characters and an equal amount of plots.Pynchon has a lot of fun with The Crying of Lot 49. You can almost hear him sniggering as he types out names such as Genghis Cohen and Dr. Hilarius and Mike Fallopian. He isn't exactly being subtle about the inherent ridiculousness of this novel. His comical names are mirrored in the novel's many comic moments. A stand-out scene from early on in the novel describes Oedipa's attempt to glean answers from the lawyer, Metzger. He suggests that for every question she asks she must take off an item of clothing. Oedipa excuses herself to use the bathroom, where she proceeds in donning every item of clothing she can find. She then traipses back into Metzger's office looking like, as Pynchon brilliantly puts it, 'a beach ball with feet'.There are innumerable scenes like that in Lot 49. However, whilst this is a fantastic comical satire, I found myself somewhat longing for more. The narrative is incredibly episodic. Oedipa trundles along from scene to scene, meeting a new character at every stop and unlocking a small part of the novel's greater mystery, like a sort of postmodernist Canterbury Tales. Pynchon also just adores digression, which I know is something of his trademark, but when the novel is 142 pages long, you'd think that he would have reigned it in slightly. Overall I found The Crying of Lot 49 to be a fun satirical romp. This novel is often suggested as a good starting place for Pynchon virgins, mainly due to its brevity. And I think that's fairly solid advice. Read it whichever way you want to, or even try to find a new angle to approach it from. But most importantly, have fun, that's what Pynchon would want....more",Notes are private!,0,133,1,"Mar 31, 2018","Mar 31, 2018","Mar 31, 2018",,Paperback,view (with text),/book/show/6241137-the-crying-of-lot-49
410,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eleanor Oliphant Is Completely Fine,"Honeyman, Gail",,,,336        pp,4.24,"1,227,199","May 09, 2017","May 09, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"There's so many authors whose hands I want to thrust this novel into. This is how you write a character who is irritating, unlikable and oftentimes reThere's so many authors whose hands I want to thrust this novel into. This is how you write a character who is irritating, unlikable and oftentimes repugnant without making the novel itself irritating, unlikable and oftentimes repugnant.I loved Eleanor Oliphant and I hated Eleanor Oliphant, our jerkin-wearing narrator. Early on in the novel I thought of her as essentially the female Ignatius J. Reilly, purposefully verbose with a penchant for bluntness. And oftentimes, her complete lack of social awareness and decorum lead into the novel's most comic scenes. I think Sarah Gilmartin summed up Eleanor best in the Irish Times by comparing her to a Victorian woman who 'takes language literally and speaks in a comical antiquated register'.However Eleanor is slightly more complex than that. She has to be one of the most complex heroines to appear in British literature in recent times. I haven't been this utter mystified by a female protagonist since Ottessa Moshfegh gifted us all with Eileen. Both novels are fascinating character studies of women who (to paraphrase Almodóvar) are on the verge of a nervous breakdown.I really must applaud Honeyman for creating such a fascinating character. Eleanor will annoy the hell out of you, but you'll never not adore her. A novel is more than its main character however. And I feel this is where Eleanor Oliphant Is Completely Fine falls down. I didn't care for, or even believe in, most of the other characters in this novel. It feels like Honeyman was hoping that everyone would be so enamoured by Eleanor that they'd turn a blind eye to the fact that most of the supporting cast are barely fleshed out and despite the fact that I finished the novel less than an hour ago, I've already forgotten most of their names.That being said, I did find this to be a funny and tragic tale of a woman who really is not fine. I'll be thinking about Eleanor for a while. I don't often say this, but I hope Honeyman produces a sequel. Or a plethora of sequels. I'm not done with Eleanor yet....more",Notes are private!,0,190,1,"Mar 26, 2018","Mar 29, 2018","Mar 29, 2018",,ebook,view (with text),/book/show/34788133-eleanor-oliphant-is-completely-fine
411,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Conversations with Friends,"Rooney, Sally*",0571333133,9780571333134,0571333133,323        pp,3.76,"474,137","May 25, 2017","Feb 16, 2018",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The narrator of Sally Rooney's Conversations with Friends at one point states that she never wants to work.I had no plans as to my future financial suThe narrator of Sally Rooney's Conversations with Friends at one point states that she never wants to work.I had no plans as to my future financial sustainability: I never wanted to earn money for doing anything. [...] I'd felt that my disinterest in wealth was ideologically healthy. I'd checked what the average yearly income would be if the gross world product were evenly divided among everyone, and according to Wikipedia it would be $16, 100. I saw no reason, political or financial, ever to make more money than that.You have to put up with this girl for 321 pages. Have fun!...more",Notes are private!,0,881,1,"Mar 25, 2018","Mar 26, 2018","Mar 26, 2018",,Paperback,view (with text),/book/show/35285193-conversations-with-friends
412,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An American Marriage,"Jones, Tayari*",1616207604,9781616207601,,367        pp,3.94,"358,703","Jan 29, 2018","Feb 06, 2018",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I decided to pick up An American Marriage because Tayari Jones has a fun instagram. Also in her By The Book in the New York Times she recounts that shI decided to pick up An American Marriage because Tayari Jones has a fun instagram. Also in her By The Book in the New York Times she recounts that she once accepted a gig in Dubai just because the flight gave her nineteen uninterrupted hours of reading time. I love that. She seems like such a fun and likeable person. Therefore it really does hurt to write that An American Marriage savagely disappointed me.The novel concerns a married couple, Roy and Celestial, who live a fairly normal life until Roy is sent to jail for allegedly raping another woman. Whilst in jail, Roy and Celestial try to keep the marriage going as normal but when Celestial experiences surprise success with her doll company everything between our couple begins to buckle and wane. I’ll begin with what I admired about this novel. I adore Jones’ turn of phrase. She has a very biting and almost sarcastic writing style which complements the plot well. Take this little sentence, which I loved, for example: ‘“Who are these men?” the white cop asked me. His accent was thick and gooey, all Marietta, turn left at the Big Chicken.’Isn’t that just wonderful? There’s little lines like that strewn throughout the novel like confetti.The novel is also very well structured. It employs three narrators, each rewarded a perspective, as the plot flows through their voices. Oftentimes I’m quite ‘meh’ about constantly changing perspectives but Jones makes it work flawlessly. She has a real master touch.However, no matter how much I polish it up, there’s no helping the plot of An American Marriage. Oprah recently chose this novel as her book club choice and, no offence to Oprah (I mean, she did get your aunt to read Anna Karenina) but this novel is such an Oprah Book Club pick.This novel reeks of Lifetime Original Movie. There are some moments that are just achingly sentimental whilst Jones often seeps into melodrama. The climax of the novel, a scene which I won’t spoil but tree huggers beware, was meant to be this great symbolic event in which every bottled emotion is finally unleashed. And I found myself… howling. Just howling at the utter ridiculousness of it. Talk about forcing a metaphor. Jeez.Thankfully this novel hasn’t put me off Tayari Jones. I’ve heard wonderful things about all of her other novels and I’m excited to get to them. But as for An American Marriage, I’m glad that Oprah saw something in it that I didn’t. That’s why I’m not Oprah. Even if I do share her devotion to bread....more",Notes are private!,0,215,1,"Mar 23, 2018","Mar 24, 2018","Mar 25, 2018",,ebook,view (with text),/book/show/35746373-an-american-marriage
413,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pachinko,"Lee, Min Jin",1786691361,9781786691361,1786691361,537        pp,4.33,"471,281","Feb 07, 2017","Aug 03, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"In the sweeping and monolithic Pachinko, Min Jin Lee documents four generations of a Korean family in Japan from 1910 to 1989. First conceived in 1989In the sweeping and monolithic Pachinko, Min Jin Lee documents four generations of a Korean family in Japan from 1910 to 1989. First conceived in 1989, Lee worked on this novel for over 25 years and what a masterpiece she has to show for all her work. Only really comparable in scope to Zola's Rougon-Macquart cycle, Pachinko is an education as well as a flawlessly crafted story. It theorises on an ugly aspect of Japanese society and the people who struggle against this open prejudice.What I know about the history of Koreans in Japan wouldn't fill the back of a postage stamp. To call my knowledge of the culture and politics of east Asia in the 2oth century a blindspot would be offensive to actual blindspots. (Honestly, all my knowledge of Japan comes from Sondheim's Pacific Overtures) What I'm saying is that I probably know minus-information about this area of the world and its history. So Pachinko was a real history lesson for me. But, as the Financial Times'  put it, 'we never feel history being spoon-fed to us.' Lee imbues the history into her characters. Through them we witness WWII and the division of Korea, the stories and journeys of the millions of post-war Korean migrants in Japan (a people known to the Japanese as the Zainichi), and the frank bigotry that many of them (and their subsequent generations) faced in Japanese society. One of the novel's best characters, the Dickens-loving Noa, is described as having to 'pass' for Japanese and even hides his true Korean identify from his wife and children. I had no idea about any of this stuff and it was truly eyeopening.But the novel is not just a history lesson: it's a veritable soap opera. I described it to one of my friends as 'Maeve Binchy goes to Asia'. There are twists and turns in Pachinko that would have caused Jackie Collins to down the driest martini. Love, marriage, betrayal, kimchi, death. I mean, the yakuza play a very significant role in this novel. It's a blockbuster of a book. Your mother who only reads Danielle Steel deep-cuts would get as much enjoyment out of this as a thesis student in Asian Studies.I devoured Pachinko. It is a somewhat dense 531-pages but I had to constantly pull myself away from it. If left to my own devices the whole book would have been conquered in just one prolonged sitting. Sunja's story captivated me, Noa's story intrigued me, Mozasu's story broke me, Hansu's story enraged me, Solomon's story gave me hope, and Yangjin, the woman who starts it all, she enthralled me from page one.It is difficult to think of any novel published in the last couple of years that is even comparable to Pachinko. One year since its publication and it has already been deemed a modern classic. Min Jin Lee has created a literary juggernaut. And I loved it. ...more",Notes are private!,0,267,1,"Mar 21, 2018","Mar 22, 2018","Mar 23, 2018",,Paperback,view (with text),/book/show/34335439-pachinko
414,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Annihilation        (Southern Reach, #1)","VanderMeer, Jeff*",0374710775,9780374710774,,208        pp,3.77,"232,235","Feb 04, 2014","Feb 04, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Annihilation is a sci-fi novel that follows a team of four women as they explore a mysterious region known as Area X. A shady company called Southern Annihilation is a sci-fi novel that follows a team of four women as they explore a mysterious region known as Area X. A shady company called Southern Reach is sending teams of biologists, anthropologists, linguists, architects and others into Area X to try to discover just what it is and why it has become so inhospitable. Thus far, being one of these team members has a 100% mortality rate. Just what is Area X and what is killing everyone?This novel would be nothing without Tarkovsky's Stalker. I think the best way I can describe Annihilation is imagine a cross between Stalker and The Day of the Triffids but y'know, with women. Despite being published in 2014, the plot and prose of VanderMeer's novel reads more like classic sci-fi than anything more contemporary. I can see John Wyndham in there, as well as Richard Matheson and Walter Tevis. It is a welcome break from the sci-fi of our era, which I find can sometimes get slightly too caught up in its own mythology.VanderMeer imbues his novel with a thick and sooty atmosphere which only helps heighten the dank thread of dread which is taut throughout. Most of the novel could be accompanied by a shrill and prolonged note on the violin, an overwhelming build-up only broken by staccato'd reprieves of jump scare horror. In other words, this book is a whole lot of fun.When people saw that I was reading this novel I received a couple of messaging saying that it wasn't that great or that it's a good idea but not very well executed. Of course I understand those reservations but I personally do not agree with them. I thought this was a fine little book. To quote Ronseal: 'it does exactly what it says on the tin'. I had loads of fun reading this.A dark and suffocating exploration of the unknown, Annihilation, like its mother Stalker, purposefully leaves the reader with more questions than answers. The first in a frankly unnecessary trilogy (I think this would work just fine as a standalone), the novel is a hark back to mid-20th century science fiction. Highly readable, quick, and fun. I enjoyed this a lot. ...more",Notes are private!,0,71,1,"Mar 19, 2018","Mar 20, 2018","Mar 20, 2018",,ebook,view (with text),/book/show/18338956-annihilation
