,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Eleanor's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Miss Pettigrew Lives for a Day,"Watson, Winifred",190315510X,9781903155103,190315510X,234        pp,3.98,"17,005",1938,2000,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It's written as light and entertaining, but underlying Miss Pettigrew's story is her desperate situation - she has no money, and so will be evicted byIt's written as light and entertaining, but underlying Miss Pettigrew's story is her desperate situation - she has no money, and so will be evicted by her landlady because she can't pay the rent, she is thin because she can't afford to eat properly, and she has gone from one situation as a governess to another, with each position being worse than the previous one.The story saves her from all this in the end, but that's a fantasy of course. Most women in her situation - poor, plain and dowdy - would not have had happy endings. A curious book, but I'm glad to have read it....more",Notes are private!,0,4,1,"Aug 11, 2022","Aug 16, 2022","Aug 11, 2022",,Paperback,view (with text),/book/show/916856.Miss_Pettigrew_Lives_for_a_Day
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ukridge,"Wodehouse, P.G.",1585674796,9781585674794,1585674796,208        pp,3.88,"1,716",1924,"Sep 01, 2003",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really tried to like this book, but the central character is so awful that I decided after staggering through several episodes that life was too shoI really tried to like this book, but the central character is so awful that I decided after staggering through several episodes that life was too short to spend any more time with his selfish manipulation of his friends. No doubt many people found it funny - I didn't....more",Notes are private!,0,2,1,"Aug 05, 2022","Aug 11, 2022","Aug 11, 2022",,Hardcover,view (with text),/book/show/18031.Ukridge
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,More Work for the Undertaker        (Albert Campion #13),"Allingham, Margery",,,B08PPRXY8Q,300        pp,3.97,"2,337",1948,"Dec 03, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Good fun. Allingham gets better and better as she goes on and this was satisfyingly complex.,Notes are private!,0,1,1,"Aug 03, 2022","Aug 07, 2022","Aug 03, 2022",,Kindle Edition,view (with text),/book/show/56440258-more-work-for-the-undertaker
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"From Time to Time        (Time, #2)","Finney, Jack",0575093161,,B00E9HR37S,290        pp,3.69,"4,709","Jan 02, 1995","Aug 29, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I certainly didn't enjoy this as much as Finney's first book with protagonist Simon Morley and his ability to time-travel. In this one I felt there waI certainly didn't enjoy this as much as Finney's first book with protagonist Simon Morley and his ability to time-travel. In this one I felt there was too much padding - for example, when Si goes to a play and we get a blow by blow description of the whole play.Also, I was astonished that a New Yorker would not immediately recognise the description of a building like the prow of a great stone ship as being the Flatiron Building. Perhaps people just don't know the photographs of Edward Steichen, which include a wonderful image of that building....more",Notes are private!,0,2,1,"Jul 26, 2022","Aug 03, 2022","Jul 26, 2022",,Kindle Edition,view (with text),/book/show/19309552-from-time-to-time
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,From the Edge: Australia's Lost Histories,"McKenna, Mark",0522862608,9780522862607,B01LX5GZYZ,277        pp,4.13,97,"Oct 03, 2016","Oct 03, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is such an interesting and thought-provoking book, with four little-known stories of interactions between First Nations people and the British peThis is such an interesting and thought-provoking book, with four little-known stories of interactions between First Nations people and the British people who were either passing through or seeking to settle in their lands. The first story of an incredible trek from the coast of Victoria all the way to Sydney by a group of shipwrecked men is absolutely gripping. They only did this with the help of the many Indigenous people through whose country they were passing, and it is heartbreaking to read how quickly the story was changed by people including the Governor of New South Wales, to emphasise the one bad experience the men had in order to turn this into a story of brave white men surviving the savages.As Mark McKenna says at the end of the book: For any of us to develop a truly honest and informed historical consciousness in Australia requires a double-act: to hold both the violent dispossession of Indigenous Australians and the steady emergence of a society built on equality, democracy and freedom from racial discrimination in our imagination at the same time, and to do so by hearing both the Indigenous and non-Indigenous perspectives.We need more books about our history like this one....more",Notes are private!,0,2,1,"Jul 11, 2022","Jul 25, 2022","Jul 11, 2022",,Kindle Edition,view (with text),/book/show/32598400-from-the-edge
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pearls Before Swine        (Albert Campion #12),"Allingham, Margery",,,B08KTJYCGD,247        pp,3.99,"2,132",1945,"Oct 06, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Highly enjoyable plot, complex enough to keep Mr Campion and the reader on their toes.",Notes are private!,0,2,1,"Jul 07, 2022","Jul 11, 2022","Jul 07, 2022",,Kindle Edition,view (with text),/book/show/55622715-pearls-before-swine
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Never Too Late        (Barsetshire, #25)","Thirkell, Angela",,,,unknown,3.84,125,"Jan 01, 1956","Aug 19, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"As usual, nothing much happens, but it's an enjoyable enough experience reading about it.As usual, nothing much happens, but it's an enjoyable enough experience reading about it....more",Notes are private!,0,5,1,"Jun 29, 2022","Jul 06, 2022","Jun 29, 2022",,ebook,view (with text),/book/show/59002385-never-too-late
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Piranesi,"Clarke, Susanna",,,B08L3YD29W,272        pp,4.23,"280,819","Sep 15, 2020","Sep 15, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I loved this book. The world which Susanna Clarke creates for Piranesi is extraordinary. And I loved the many birds that shared it with him.For me, itI loved this book. The world which Susanna Clarke creates for Piranesi is extraordinary. And I loved the many birds that shared it with him.For me, it's one of the best books of the year....more",Notes are private!,0,5,1,"Jun 27, 2022","Jun 28, 2022","Jun 27, 2022",,ebook,view (with text),/book/show/52129469-piranesi
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Black Plumes,"Allingham, Margery",0140166106,9780140166101,0140166106,240        pp,3.81,"1,741",Nov 1940,1940,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I had never heard of this book by Allingham, but decided to give it a go. It was all a bit feverish, though I suppose a group of people thrown into a I had never heard of this book by Allingham, but decided to give it a go. It was all a bit feverish, though I suppose a group of people thrown into a murder mystery would feel like that. I guessed who the murderer was and what the mysterious weapon was, so the elaborate denouement didn't have me on the edge of my seat.Okay, but not as good as Allingham's later Campion books....more",Notes are private!,0,1,1,"Jun 25, 2022","Jun 26, 2022","Jun 25, 2022",,Paperback,view (with text),/book/show/1998128.Black_Plumes
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Narrow Door,"Harris, Joanne*",1409170829,9781409170822,1409170829,438        pp,3.95,"5,421","Aug 04, 2021","Aug 04, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Very enjoyable and cleverly done. I did guess a few of the plot twists, but probably only because I have read other books by Joanne Harris.Highly recoVery enjoyable and cleverly done. I did guess a few of the plot twists, but probably only because I have read other books by Joanne Harris.Highly recommended, especially for those who have read her previous books set in St Oswald's school - Gentlemen and Players and Different Class. However, it isn't necessary to have read the earlier books, as each stands alone....more",Notes are private!,0,1,1,"Jun 12, 2022","Jun 17, 2022","Jun 12, 2022",,Paperback,view (with text),/book/show/58823761-a-narrow-door
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Letters from Menabilly: Portrait of a Friendship,"du Maurier, Daphne",0297813048,9780297813040,0297813048,303        pp,4.04,57,"Dec 01, 1993",1993,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I found some of the letters more interesting than others: those where du Maurier wrote to her friend about work on one or other of her books, and whatI found some of the letters more interesting than others: those where du Maurier wrote to her friend about work on one or other of her books, and what was clearly a disappointment in not being taken seriously as a writer because her books were so popular. That snobbery that says if a lot of people enjoy a book means that it cannot be considered literary seems ridiculous to me. This comment about The Scapegoat made me smile:So it is certainly going to be off to a good start in America, but I am sure to have sniffs and jeers in this country, especially if old Victor [Gollancz, her publisher] does those irritating adverts about it selling a lot before it is even published, which I am sure makes critics despise me more than ever. I am sure if he said, ‘This book has sold no copies, and nobody who has looked at it can understand a word,’ the critics would be nice, for once!This is not a book to read through from beginning to end without interruption, any more than one reads letters from a friend one after the other. I enjoyed reading just a few letters at a time. I also enjoyed the sections in which Oriel Malet, to whom the letters were addressed, expanded on some of the people or events to which du Maurier referred.Probably of interest only to people who have read and enjoyed du Maurier's many books....more",Notes are private!,0,6,1,"Jun 05, 2022","Jun 23, 2022","Jun 05, 2022",,Hardcover,view (with text),/book/show/870580.Letters_from_Menabilly
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Last Hours        (Black Death, #1)","Walters, Minette",1760632147,9781760632144,1760632147,576        pp,3.91,"7,571","Nov 02, 2017","Jan 01, 2018",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I have staggered through about 150 pages of this 550 page book, described on its cover as ""Wonderful and sweeping"" and ""Enthralling"". It is not. The cI have staggered through about 150 pages of this 550 page book, described on its cover as ""Wonderful and sweeping"" and ""Enthralling"". It is not. The characters are one-dimensional and tedious. They seem to be contemporary people dressed up in olde worlde clothes, and either saints or utterly evil.I have better things to read than this. I'm just glad that it was passed on to me to read and I didn't spend money on it!...more",Notes are private!,0,6,1,"Jun 05, 2022","Jun 10, 2022","Jun 05, 2022",,Paperback,view (with text),/book/show/39844579-the-last-hours
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All Our Shimmering Skies,"Dalton, Trent",146075932X,9781460759325,146075932X,480        pp,3.95,"20,272","Sep 29, 2020","Sep 01, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Magical realism just isn't my thing. While I enjoyed some aspects of this book well enough, especially the grim realities of the bombing of Darwin durMagical realism just isn't my thing. While I enjoyed some aspects of this book well enough, especially the grim realities of the bombing of Darwin during the Second World War, other parts I thought were overdone, especially the constant reiteration of phrases like Run, Molly, run and Dig, Molly, dig which simply irritated me.I definitely didn't enjoy it as much as Dalton's first book Boy Swallows Universe but that was always going to be a hard act to follow....more",Notes are private!,0,3,1,"May 27, 2022","Jun 05, 2022","May 27, 2022",,Paperback,view (with text),/book/show/58849924-all-our-shimmering-skies
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Enter Sir Robert,"Thirkell, Angela",,,B086SB49M9,275        pp,3.72,141,1955,"Apr 04, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Almost nothing at all happens in this book, but it all chunters along in an amiable way. There are the usual amusing asides by Thirkell to the reader,Almost nothing at all happens in this book, but it all chunters along in an amiable way. There are the usual amusing asides by Thirkell to the reader, and the characters meet up for afternoon tea, or to inspect a house that has had some renovations done, and enjoy each other's company without achieving anything much. She pokes fun at various organisations such as the Friends of Beliers Priory, a monastic building whose remains consisted entirely of one end wall of a barn popularly supposed to have been a Refectory, or an Ambulatory, or a Scriptorium, and a chain of picturesque almost stagnant pools known as the Dipping Ponds, fed by a streamlet, tributary to the Woolram, where The Monks were supposed to have Kept Carp in The Olden Times.Enjoyable enough, but not as good as her earlier books....more",Notes are private!,0,1,1,"May 18, 2022","May 26, 2022","May 18, 2022",,Kindle Edition,view (with text),/book/show/55708409-enter-sir-robert
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Piccadilly Jim,"Wodehouse, P.G.",,,B083FFYK1S,217        pp,4.03,"5,061","Feb 24, 1917","Jan 07, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"While it didn't hit the high notes of ""The Small Bachelor"", this was fun. Wodehouse piles one complication on top of another to deliver a deliciously While it didn't hit the high notes of ""The Small Bachelor"", this was fun. Wodehouse piles one complication on top of another to deliver a deliciously absurd finale. 3.5 stars rounded up to 4....more",Notes are private!,0,4,1,"May 12, 2022","May 15, 2022","May 18, 2022",,Kindle Edition,view (with text),/book/show/51243601-piccadilly-jim
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Her Mother's Daughter: A Memoir,"Wheatley, Nadia",1925603490,9781925603491,1925603490,0        pp,4.43,63,unknown,"Jul 01, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I read and admired Nadia Wheatley's biography of Charmian Clift some years ago, so when I heard her discussing that book and this one in a radio progrI read and admired Nadia Wheatley's biography of Charmian Clift some years ago, so when I heard her discussing that book and this one in a radio programme, I went looking for this memoir of her mother. What I have just finished reading is a loving reconstruction of the life of Wheatley's mother, who died when Wheatley was only eight years old. The book is much more than just a study of her mother Neen: it is about the attitudes towards women in Australia before and after the Second World War, about her mother's war service and post war work with displaced persons in Germany. And then it is about her father, his sadistic treatment of his wife and daughter, and the grim reality of Wheatley's life after her mother died.This is not a ""misery memoir"", but a fine work of research, as well as a loving tribute, and a story of survival against the odds....more",Notes are private!,0,3,2,"May 06, 2022not set","May 10, 2022not set","May 10, 2022",,Paperback,view (with text),/book/show/38582092-her-mother-s-daughter
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Desolation Island        (Aubrey & Maturin, #5)","O'Brian, Patrick",039330812X,9780393308129,039330812X,350        pp,4.41,"14,800",1978,"Aug 17, 1991",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I enjoyed this very much. O'Brian continues to develop his central characters, and I particularly liked being able to spend more time with my favouritI enjoyed this very much. O'Brian continues to develop his central characters, and I particularly liked being able to spend more time with my favourite, Stephen Maturin. The big set pieces in the latter part of the book are both hair-raising: firstly a battle with a larger Dutch ship intent on destroying the ""Leopard"" and all her crew, and then an encounter with an iceberg which causes major damage to the ship. The ""Roaring Forties"" is a dangerous place to be at the best of times, but in a sailing ship with a long gash in her hull and only a sail to cover the hole, it is desperate indeed.Now I want to go straight on to volume 6 to find out what happens next!...more",Notes are private!,0,1,1,"Apr 30, 2022","May 04, 2022","Apr 30, 2022",,Paperback,view (with text),/book/show/77425.Desolation_Island
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mr Campion and Others,"Allingham, Margery",,,B08QJSSFX9,309        pp,3.84,451,1939,"Dec 13, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Enjoyable but I like her novels better than her short stories.,Notes are private!,0,1,1,"Apr 28, 2022","Apr 30, 2022","Apr 28, 2022",,Kindle Edition,view (with text),/book/show/58325080-mr-campion-and-others
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Photo Editing Pocket Guide,"Brown, Margaret",1922156272,9781922156273,B01CR2EBYE,152        pp,3.00,1,unknown,"Mar 08, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Another freebie, with some helpful explanations of the variety of editing tools that are available and how best to use them.",Notes are private!,0,2,1,"Apr 16, 2022","Apr 18, 2022","Apr 16, 2022",,Kindle Edition,view (with text),/book/show/30364640-photo-editing-pocket-guide
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Gentleman in Moscow,"Towles, Amor*",0099558785,9780099558781,0099558785,462        pp,4.33,"543,329","Sep 06, 2016","Sep 12, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"To start with I found this book quite strange and not at all believable. To think that a Russian aristocrat in the USSR in the 1920s would be allowed To start with I found this book quite strange and not at all believable. To think that a Russian aristocrat in the USSR in the 1920s would be allowed to continue to live in what was clearly a grand hotel, rather than to be exiled, imprisoned or killed, was hard to swallow. Then to think that he continued to live there all through the Stalinist era and beyond was stretching things too far. However, once I decided to treat it as being more like a fairytale, I did enjoy it. I enjoyed the cleverness of the ending best of all....more",Notes are private!,0,4,1,"Apr 14, 2022","Apr 26, 2022","Apr 14, 2022",,Paperback,view (with text),/book/show/33154379-a-gentleman-in-moscow
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fashion in Shrouds,"Allingham, Margery",,,B0842WDLP4,242        pp,3.93,"2,652",1938,"Jan 20, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,An enjoyable outing with Albert Campion and a caste of mostly over-the-top characters from the worlds of fashion and the theatre.,Notes are private!,0,1,1,"Apr 11, 2022","Apr 13, 2022","Apr 14, 2022",,Kindle Edition,view (with text),/book/show/50661610-the-fashion-in-shrouds
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Low Light Photography,"Brown, Margaret",1922156248,9781922156242,B013FENIBK,101        pp,4.00,3,"Aug 04, 2015","Aug 04, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was a giveaway and while it didn't give me much new information, it is a helpful guide for photographers seeking to try their hand at various styThis was a giveaway and while it didn't give me much new information, it is a helpful guide for photographers seeking to try their hand at various styles of image-making including night photography....more",Notes are private!,0,1,1,"Apr 09, 2022","Apr 14, 2022","Apr 09, 2022",,Kindle Edition,view (with text),/book/show/26120985-low-light-photography
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jutland Cottage        (Barsetshire #22),"Thirkell, Angela",,,B07YKVY4V4,275        pp,3.93,162,1953,"Sep 29, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Enjoyable enough, but not up to the standard of some of her earlier novels in the series. No doubt as with any author, it is all being done by rote toEnjoyable enough, but not up to the standard of some of her earlier novels in the series. No doubt as with any author, it is all being done by rote to some extent, especially as this is the 22nd novel set in Trollope's Barsetshire, but in the mid 20th century instead of the 19th....more",Notes are private!,0,4,1,"Apr 03, 2022","Apr 08, 2022","Apr 03, 2022",,Kindle Edition,view (with text),/book/show/50786709-jutland-cottage
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Be a Woman,"Moran, Caitlin",0062124250,9780062124258,,320        pp,3.72,"108,901","Jun 16, 2011","Jul 17, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book is a delight - hilariously funny, particularly about her teenage years, and also with some very sensible things to say about the way in whicThis book is a delight - hilariously funny, particularly about her teenage years, and also with some very sensible things to say about the way in which younger women seem driven to blame themselves for toxic relationships, their failure to achieve absolute perfection in terms of looks, clothes and parenting, the need for abortions on occasion, and all the rest of it. There are laugh out loud moments - her description of reading a book by Jilly Cooper at the age of 13 had me crying with laughter - but also some very sensible advice. And most importantly, she is absolutely clear about what feminism is, and what it is not.It's a book every woman, and every man, should read, enjoy and live by....more",Notes are private!,0,2,1,"Mar 29, 2022","Apr 03, 2022","Mar 29, 2022",,ebook,view (with text),/book/show/13621794-how-to-be-a-woman
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Melmoth,"Perry, Sarah",006285643X,9780062856432,,unknown,3.43,"14,096","Oct 16, 2018","Oct 16, 2018",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What a strangely disappointing book. Perry writes well and I enjoyed her previous novel, The Essex Serpent. This one was more of a plod and the centraWhat a strangely disappointing book. Perry writes well and I enjoyed her previous novel, The Essex Serpent. This one was more of a plod and the central character was so busy martyring herself for something she had done 20 years ago, that she became irritating. We do finally learn what her crime was and yes, it was despicable. She could have done something about it to save another from suffering her punishment, and didn't. I found the reaction of her friends, along the lines of ""Oh well, what's done is done"" inexplicable. The ending was also pretty unbelievable, though I did like the little twist from the narrator on the final page. The best parts were the descriptions of some of the atrocious things which humans do to each other, the most memorable being one concerning the Armenian genocide by the Turks. I don't mean that these were enjoyable, but that they were powerfully written, and at those moments the book became gripping.I'm glad I didn't pay full price for this one, but got it on special!...more",Notes are private!,0,5,1,"Mar 26, 2022","Mar 30, 2022","Mar 29, 2022",,Audiobook,view (with text),/book/show/36628420-melmoth
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mr. Campion: Criminologist,"Allingham, Margery",,,B0866RDN51,unknown,3.79,104,1937,"Mar 20, 2020",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A collection of short stories featuring Albert Campion. They were okay but I like the full length mysteries better. Probably they would be more enjoyaA collection of short stories featuring Albert Campion. They were okay but I like the full length mysteries better. Probably they would be more enjoyable if read one at a time in between other things....more,Notes are private!,0,5,1,"Mar 17, 2022","Mar 18, 2022","Mar 17, 2022",,Kindle Edition,view (with text),/book/show/53964551-mr-campion
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Other Bennet Sister,"Hadlow, Janice",1509842039,9781509842032,1509842039,658        pp,4.16,"20,454","Jan 09, 2020","Jan 28, 2020",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Jane Austen managed to create her glorious, witty books in 200 or so pages each. Janice Hadlow took 650 pages trying to emulate Austen's style by borrJane Austen managed to create her glorious, witty books in 200 or so pages each. Janice Hadlow took 650 pages trying to emulate Austen's style by borrowing many of her turns of phrase, imagining the characters from Pride and Prejudice from another angle by making Mary Bennet the central character of her tale.Not very much happens, but we are told about it in microscopic detail. And of course Mary finds herself and finds true love. While the tone is mostly a reasonable facsimile of Austen's there are occasional glitches: describing the children of Mary's aunt and uncle Gardiner as her nieces and nephews, rather than her cousins, is one silly mistake. Talk of swapping seats rather jarred, as did one character saying We must crack on. Reference to the great lake at Windermere seems to be a modern error that would not have been made in the early 19th century.I really must stop reading books that people tell me I shall enjoy when my instinct tells me that I won't!...more",Notes are private!,0,4,1,"Mar 09, 2022","Mar 14, 2022","Mar 09, 2022",,Paperback,view (with text),/book/show/50530737-the-other-bennet-sister
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Happy Return,"Thirkell, Angela",,,,184        pp,3.78,164,1952,2021,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Another enjoyable outing in post-war Barsetshire, complete with both requited and unrequited love, rejoicing at the re-election of Mr Churchill as PriAnother enjoyable outing in post-war Barsetshire, complete with both requited and unrequited love, rejoicing at the re-election of Mr Churchill as Prime Minister of a Tory government (the Barsetshire cast are all Conservative voters), and the usual parties and other gatherings.One very gentle character, Peggy Brandon, finally speaks to the tyrannical family children's nurse, in a passage which amused me:Francis went away and did not hear his wife say very quietly that if Nurse spoke like that at the Priory Sir Cecil Waring certainly would not tolerate it and it must be understood that Mr Brandon was master in his own nursery; most of which was special pleading or half-truth but frightened Nurse, for a dove that suddenly flies at your face and pecks you is much more alarming than a bird of prey who probably wouldn't pay any attention to you....more",Notes are private!,0,1,1,Mar 2022,"Mar 05, 2022","Mar 05, 2022",,ebook,view (with text),/book/show/59513611-happy-return
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Political Animal: The Making of Tony Abbott        (Quarterly Essay #47),"Marr, David",1863955771,9781863955775,1863955771,135        pp,3.95,344,"Sep 01, 2012",Sep 2012,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A terrific study of a politician for whom I had no time at all. Among other exploits, he managed to overturn the referendum on Australia becoming a reA terrific study of a politician for whom I had no time at all. Among other exploits, he managed to overturn the referendum on Australia becoming a republic, and set back action on climate change by at least a decade. He became the country's Prime Minister a year after this study was written. He lost that position after a couple of years of mayhem, and lost his parliamentary seat (to an excellent Independent MP) a few years later.David Marr writes so well and gave us a balanced and rounded portrait of the man. We are well rid of Abbott, but Marr continues to write and analyse and we are fortunate to have him....more",Notes are private!,0,2,1,"Feb 21, 2022","Feb 22, 2022","Feb 22, 2022",,Paperback,view (with text),/book/show/15999375-political-animal
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dancers in Mourning        (Albert Campion #9),"Allingham, Margery",,,B07XRVG621,183        pp,3.96,"1,913",1937,"Sep 10, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A most enjoyable outing with Mr Campion. I guessed “whodunnit” I thought, and was quite wrong! Very satisfying, especially as Mr C was wrong as well (A most enjoyable outing with Mr Campion. I guessed “whodunnit” I thought, and was quite wrong! Very satisfying, especially as Mr C was wrong as well (with a different suspect) until almost the end....more",Notes are private!,0,0,1,"Feb 11, 2022","Feb 15, 2022","Feb 11, 2022",,Kindle Edition,view (with text),/book/show/48649161-dancers-in-mourning
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Duke's Daughter        (Barsetshire #20),"Thirkell, Angela",,,B0946LRTZB,unknown,4.06,233,1951,"May 04, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Thirkell seemed to be marking time in this one, though she managed to pair up a number of people. She is still entertaining but it was really just morThirkell seemed to be marking time in this one, though she managed to pair up a number of people. She is still entertaining but it was really just more of the same old stuff being trotted out for her faithful readers....more",Notes are private!,0,0,1,"Feb 05, 2022","Feb 09, 2022","Feb 05, 2022",,Kindle Edition,view (with text),/book/show/58054935-the-duke-s-daughter
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Boy Swallows Universe,"Dalton, Trent",1460708415,9781460708415,,480        pp,4.34,"80,110","Jun 18, 2018","Jun 18, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An extraordinary book: Trent Dalton grew up in circumstances much like those in which his protagonist Eli grows up. There is violence, a great deal ofAn extraordinary book: Trent Dalton grew up in circumstances much like those in which his protagonist Eli grows up. There is violence, a great deal of bad language, drug dealing and murder. Yet somehow amid all this, Eli retains his decency and humanity, and grows up to become a journalist with Brisbane's Courier-Mail newspaper, as did the author. It is also a story about steadfast love between brothers, which somehow helps to protect them from the trauma which they experience.I could hardly bear to put it down - a gripping and enthralling read.(The birdwatcher in me has to comment that the image used on the cover of a Splendid Fairy-wren - and there is a small but significant part played by a Wren in the book - should have been a Superb Fairy-wren. Splendids don't appear as far east as Brisbane, though they are found in inland Queensland.)...more",Notes are private!,0,1,1,"Jan 20, 2022","Jan 26, 2022","Jan 20, 2022",,ebook,view (with text),/book/show/37806729-boy-swallows-universe
