,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Sonya's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
374,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Exiles        (Aaron Falk, #3)","Harper, Jane*",,,B09XL72RWP,352        pp,4.05,"57,375","Sep 20, 2022","Jan 31, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 17, 2022",,Kindle Edition,view,/book/show/60807061-exiles
375,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Prize Stories 2001: The O. Henry Awards,"Dark, Larry",0385498780,9780385498784,0385498780,464        pp,3.83,109,"Aug 01, 2001","Aug 28, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 16, 2022",,Paperback,view,/book/show/40486.Prize_Stories_2001
376,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Crow Trap        (Vera Stanhope, #1)","Cleeves, Ann*",033038998X,9780330389983,033038998X,560        pp,3.86,"25,951",1999,"Jan 01, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 15, 2022",,Paperback,view,/book/show/97569.The_Crow_Trap
377,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Best Short Stories 2022: The O. Henry Prize Winners,"Luiselli, Valeria",059346754X,9780593467541,059346754X,368        pp,3.85,569,unknown,"Sep 13, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Four and a half stars.""Best of"" short story anthologies are generally comprised of work from a particular year that has been selected by the editor anFour and a half stars.""Best of"" short story anthologies are generally comprised of work from a particular year that has been selected by the editor and then narrowed to the stories that will be published by a guest judge. In this collection, however, the collection is highly curated by Valeria Luiselli and features specific themes, much of it about the beginnings of Covid, and highlights ten stories in translation from Spanish, Russian, Norwegian, Polish, Hebrew, Bengali, and Greek authors. There are surprises in mood and tone; a couple of the stories are absurdist and a couple of them are about writing and storytelling themselves. There is an amazing/puzzling/thrilling/grotesque long form story about two characters who meet during the fall of the Soviets (Horse Soup) that I'm not sure I completely understood but was riveted by. And there is new work by Chimamanda Ngozi Adichie about ghosting and a Covid-set family story by Lorrie Moore. I am inspired to read more of some of these writers' works. This is one of the best anthologies I've read. ...more",Notes are private!,0,5,1,"Sep 15, 2022",Oct 2022,"Sep 15, 2022",,Paperback,view (with text),/book/show/59883589-the-best-short-stories-2022
378,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Small World,"Zigman, Laura",0063088282,9780063088283,0063088282,304        pp,3.48,"4,160","Jan 10, 2023","Jan 10, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 15, 2022",,Hardcover,view,/book/show/60838158-small-world
379,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Natural History,"Barrett, Andrea",1324035196,9781324035190,1324035196,208        pp,3.75,614,"Sep 13, 2022","Sep 13, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 14, 2022",,Hardcover,view,/book/show/60165427-natural-history
380,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lady Audley's Secret,"Braddon, Mary Elizabeth",0192835203,9780192835208,0192835203,455        pp,3.77,"24,586",1862,1987,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 14, 2022",,Paperback,view,/book/show/588747.Lady_Audley_s_Secret
381,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Remarkably Bright Creatures,"Van Pelt, Shelby",0063204150,9780063204157,0063204150,360        pp,4.40,"540,970","May 03, 2022","May 03, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 13, 2022","Sep 14, 2022","Sep 13, 2022",,Hardcover,view,/book/show/58733693-remarkably-bright-creatures
382,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Night of the Living Rez,"Talty, Morgan*",195353418X,9781953534187,195353418X,285        pp,3.92,"9,892","Jul 05, 2022","Jul 05, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Four and a half stars.These short stories comprise one big story, that of David and his family, members of the Penobscot Nation in Maine. Talty bringsFour and a half stars.These short stories comprise one big story, that of David and his family, members of the Penobscot Nation in Maine. Talty brings the characters to life by exploring all aspects of their family life, the addicted, proud, funny, loving moments of the mundane to the life-changing. The stories could stand alone, but for me were more affecting as they leap back and forth across time, leading to a climax and then a retrospective finality. I'll be thinking about this book for a long time and may someday revisit it to see how it all comes together once again....more",Notes are private!,0,7,1,Nov 2022,"Nov 13, 2022","Sep 11, 2022",,Paperback,view (with text),/book/show/56648158-night-of-the-living-rez
383,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dinosaurs,"Millet, Lydia",1324021462,9781324021469,1324021462,230        pp,3.89,"9,608","Oct 11, 2022","Oct 11, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 10, 2022",,Hardcover,view,/book/show/60165418-dinosaurs
384,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Haven,"Donoghue, Emma*",0316413933,9780316413930,0316413933,272        pp,3.42,"9,267","Aug 23, 2022","Aug 23, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 10, 2022",,Hardcover,view,/book/show/59801788-haven
385,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dying in the Wool        (Kate Shackleton, #1)","Brody, Frances*",0749941871,9780749941871,0749941871,357        pp,3.59,"5,500","Oct 01, 2009","Oct 01, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 08, 2022",,Paperback,view,/book/show/6940151-dying-in-the-wool
386,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I'm Glad My Mom Died,"McCurdy, Jennette",,,,320        pp,4.47,"965,511","Aug 09, 2022","Aug 09, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is well written and exhausting, ultimately a sad account of a young woman's mental health breakdown after the death of her mother. Her mother's eThis is well written and exhausting, ultimately a sad account of a young woman's mental health breakdown after the death of her mother. Her mother's extreme manipulation and drive to keep the author psychologically dependent caused great harm. The memoir is written in first person present tense, bringing to the reader all the anxieties in real time. ...more",Notes are private!,0,2,1,"Sep 05, 2022","Sep 07, 2022","Sep 05, 2022",,ebook,view (with text),/book/show/59364173-i-m-glad-my-mom-died
387,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Before My Actual Heart Breaks,"Delaney, Tish",1786331985,9781786331984,1786331985,384        pp,4.27,"2,007","Apr 29, 2021","Apr 29, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 05, 2022",,Hardcover,view,/book/show/50787558-before-my-actual-heart-breaks
388,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Double Vision,"Barker, Pat",0374209057,9780374209056,0374209057,272        pp,3.54,"1,151",2003,"Dec 09, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 05, 2022",,Hardcover,view,/book/show/151929.Double_Vision
389,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Newsroom Confidential: Lessons (and Worries) from an Ink-Stained Life,"Sullivan, Margaret",1250281903,9781250281906,1250281903,288        pp,3.80,909,"Oct 18, 2022","Oct 18, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book is about Margaret Sullivan's experiences in journalism over the course of her career. It's not comprehensive, rather, more an overview with This book is about Margaret Sullivan's experiences in journalism over the course of her career. It's not comprehensive, rather, more an overview with highlights of the behind the scenes discussions (or arguments) about how to present news fairly and whether objectivity can be a shared value in this fractious age. Sullivan relays the changes that have come to the profession with the advent of social media and of the deepening cultural divide in our country. I am drawn to books about the inner-workings of institutions and this is where this book excels. There isn't much gossip but we do get to know some of the people in power and the struggle to put out ethical stories pitted against profit. I would have liked more gossip, but that's not the author's purpose or style. The final section of the book is where Sullivan makes suggestions for saving our country and democracy and while it feels hopeful when reading the words, it's harder leave thinking everything is going to be okay.Thanks to NetGalley and St. Martin's Press for an advance  copy of this book in exchange for an honest ....more",Notes are private!,0,2,1,"Sep 05, 2022","Sep 06, 2022","Sep 05, 2022",,Hardcover,view (with text),/book/show/59808253-newsroom-confidential
390,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Liza's England,"Barker, Pat",0312253044,9780312253042,0312253044,288        pp,3.78,551,1986,"Apr 07, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 04, 2022",,Paperback,view,/book/show/288639.Liza_s_England
391,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Noonday        (Life Class, #3)","Barker, Pat",0241146062,9780241146064,0241146062,261        pp,3.78,"1,887","Jul 27, 2015","Jul 27, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 04, 2022",,Hardcover,view,/book/show/24861391-noonday
392,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Toby's Room        (Life Class, #2)","Barker, Pat",0385524366,9780385524360,0385524366,320        pp,3.77,"4,675",Jan 2012,"Oct 02, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 04, 2022",,Hardback,view,/book/show/13330599-toby-s-room
393,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Life Class        (Life Class, #1)","Barker, Pat",0241142970,9780241142974,0241142970,256        pp,3.60,"4,987","Jul 17, 2007","Jul 17, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 04, 2022",,Hardcover,view,/book/show/1342650.Life_Class
394,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Song Everlasting,"Jin, Ha",152474879X,9781524748791,152474879X,352        pp,3.66,713,"Jul 27, 2021","Jul 27, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 04, 2022",,Hardcover,view,/book/show/55842784-a-song-everlasting
395,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One Hundred Saturdays: Stella Levi and the Search for a Lost World,"Frank, Michael",198216722X,9781982167226,198216722X,240        pp,4.27,"2,938","Sep 06, 2022","Sep 06, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 02, 2022",,Hardcover,view,/book/show/60321431-one-hundred-saturdays
396,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"An Unmarked Grave        (Bess Crawford, #4)","Todd, Charles*",0062015729,9780062015723,0062015729,272        pp,3.91,"7,394","Jun 05, 2012","Jun 05, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I think I might be done with this series. So much of it is completely beyond belief. The murder mystery itself is fine and the war setting is interestI think I might be done with this series. So much of it is completely beyond belief. The murder mystery itself is fine and the war setting is interesting. But I'm annoyed that four books in, I do not have a handle on the relationship (if you can call it that) between Bess and Simon, her father's right-hand fellow spy. Bess seems to have NO emotions other than a drive to solve a mystery. She is blank slate beyond a standard affection for her parents, and yes, she is caring when it comes to the soldiers that she attends on the battlefield. The paternalism toward Bess from both her father and Simon is oppressive. Maybe I'll give it another go next year....more",Notes are private!,0,1,1,Sep 2022,"Sep 02, 2022","Sep 01, 2022",,Paperback,view (with text),/book/show/13426049-an-unmarked-grave
397,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Distant Hours,"Morton, Kate*",1439152780,9781439152782,1439152780,562        pp,3.89,"79,449","Nov 09, 2010","Nov 09, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2022",,Hardcover,view,/book/show/6746018-the-distant-hours
398,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An Experiment in Love,"Mantel, Hilary",080505202X,9780805052022,080505202X,256        pp,3.67,"2,777",1995,"Jul 15, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 27, 2022",,Paperback,view,/book/show/101926.An_Experiment_in_Love
399,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Self Care,"Stein, Leigh",0143135198,9780143135197,0143135198,243        pp,3.15,"5,779","Jun 30, 2020","Jun 30, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This short novel satirizes the superficiality of our culture that commodifies wellness, feminism, and internet communities under the guise of self-carThis short novel satirizes the superficiality of our culture that commodifies wellness, feminism, and internet communities under the guise of self-care. In the story, two women, Maren and Devin, found a website to appeal to Millennials. It's a sort of send-up of Goop, with expensive serums and sex toys and other accessories to make women feel empowered through spending. The founders are at odds on many levels and when one of their angel investors is accused of sexual exploitation, Maren and Devin must reckon with the reality of the situation. The novel makes fun of the levels to which influencers will go to shape their lives in service to the content the audience demands. The author does a good job of making the characters distinct and conflicted; neither is fully a hero or villain. Three and a half stars for the abruptness of the ending....more",Notes are private!,0,2,1,"Sep 02, 2022","Sep 03, 2022","Aug 25, 2022",,Paperback,view (with text),/book/show/45027767-self-care
400,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,American Genius,"Tillman, Lynne*",1933368446,9781933368443,1933368446,291        pp,3.80,259,"Sep 25, 2006","Oct 28, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 22, 2022",,Paperback,view,/book/show/231762.American_Genius
401,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Report on the Miracles at Little No Horse,"Erdrich, Louise",0007136358,9780007136353,0007136358,368        pp,4.19,"12,701","Apr 03, 2001",2003,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 22, 2022",,Paperback,view,/book/show/63837.The_Last_Report_on_the_Miracles_at_Little_No_Horse
402,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Foster,"Keegan, Claire",0571255655,9780571255658,0571255655,89        pp,4.33,"80,843",Feb 2010,"Feb 10, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 18, 2022",,Paperback,view,/book/show/8143909-foster
403,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Best American Short Stories 2022,"Greer, Andrew Sean",0358664713,9780358664710,0358664713,352        pp,3.67,900,"Nov 01, 2022","Nov 01, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The strongest stories:The Little Woman from the Capital, Yohanca DelgadoThe Wind, Lauren GroffDetective Dog, Gish Jen*Post, Alice McDermott (my favoriThe strongest stories:The Little Woman from the Capital, Yohanca DelgadoThe Wind, Lauren GroffDetective Dog, Gish Jen*Post, Alice McDermott (my favorite)Bears Among the Living, Kevin MoffettThe Meeting, Alix OhlinThe Beyoglu Municipality Wast Management Orchestra, Kenan OrhanMr. Ashok's Monument, Sanjena SathianElephant Seals, Meghan Louise WagnerThese are the stories I'll remember over time. It was hit or miss for the others....more",Notes are private!,0,1,1,Jan 2023,"Mar 30, 2023","Aug 15, 2022",,Paperback,view (with text),/book/show/60012501-the-best-american-short-stories-2022
404,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Joseph Anton: A Memoir,"Rushdie, Salman",0812992784,9780812992786,0812992784,636        pp,3.63,"8,953",2012,2012,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 15, 2022",,Hardcover,view,/book/show/13532186-joseph-anton
405,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Bitter Truth        (Bess Crawford, #3)","Todd, Charles*",0062015702,9780062015709,0062015702,352        pp,3.89,"8,285","Aug 30, 2011","Aug 30, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I guess if Bess Crawford didn't meddle in every situation she encounters that there wouldn't be a series. But this particular mystery is convoluted anI guess if Bess Crawford didn't meddle in every situation she encounters that there wouldn't be a series. But this particular mystery is convoluted and makes many assumptions about people based on little more than gut feeling. I'm invested in Bess's life but I couldn't wait to be finished. Two and a half stars....more,Notes are private!,0,1,1,"Aug 10, 2022","Aug 13, 2022","Aug 13, 2022",,Hardcover,view (with text),/book/show/10650911-a-bitter-truth
406,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Ghost Road        (Regeneration, #3)","Barker, Pat",0452276721,9780452276727,0452276721,288        pp,4.09,"17,549",1995,"Nov 01, 1996",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"There is so much packed into this short novel that focuses on Rivers, a psychiatrist and anthropologist and Billy Prior, a soldier who had been RiversThere is so much packed into this short novel that focuses on Rivers, a psychiatrist and anthropologist and Billy Prior, a soldier who had been Rivers' patient in the first book in the Regeneration series. Prior desperately wants to return to battle after a stay in the hospital to treat his war trauma. He has a chance to work in an office in London but rejects that idea and goes back to France to fight with his regiment.In the meantime, Rivers continues to take care of war-torn patients and recall his visit to a group of native people in Melanesia. The narrative moves back and forth between Rivers in the past and present, and Billy Prior's experiences. There are shared themes and brutalities in each part. Barker's style is descriptive and portent with emotion. It is an indictment of war and colonialism, all about men in the throes of crisis: physical, spiritual, and emotional. This was nothing like I expected, a war novel about human misery and connection. The whole series is brilliant and this final volume pulls everything together. ...more",Notes are private!,0,1,1,"Aug 09, 2022",Sep 2022,"Aug 09, 2022",,Paperback,view (with text),/book/show/151926.The_Ghost_Road
407,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Plains,"Murnane, Gerald",1930974280,9781930974289,1930974280,111        pp,3.73,"1,903",1982,"Oct 01, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 28, 2022",,Paperback,view,/book/show/1593668.The_Plains
408,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Last Letter to a Reader,"Murnane, Gerald",1925818845,9781925818840,1925818845,140        pp,4.13,83,"Nov 01, 2021","Nov 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 28, 2022",,Paperback,view,/book/show/59351401-last-letter-to-a-reader
409,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In the Distance,"Diaz, Hernan*",1566894883,9781566894883,1566894883,256        pp,4.12,"17,127","Oct 03, 2017","Oct 10, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 20, 2022",,Paperback,view,/book/show/34381330-in-the-distance
410,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Displacements,"Holsinger, Bruce*",059318971X,9780593189719,059318971X,448        pp,3.97,"5,273","Jul 05, 2022","Jul 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 11, 2022",,Hardcover,view,/book/show/59382058-the-displacements
411,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Island of Missing Trees,"Shafak, Elif*",0241434998,9780241434994,0241434998,354        pp,4.16,"101,990","Nov 02, 2021","Aug 05, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Things I liked about this book: Learning about the history of Cyprus and the conflict between Greece and Turkey that shaped the lives of the people onThings I liked about this book: Learning about the history of Cyprus and the conflict between Greece and Turkey that shaped the lives of the people on the island.Demerits: The novel's structure and flat characters and the whimsy of the fig tree just aren't my thing when it comes to reading historical fiction. Too cute. Every time the fig started talking, I glazed over. ...more",Notes are private!,0,0,1,"Jul 11, 2022","Aug 14, 2022","Jul 11, 2022",,Hardcover,view (with text),/book/show/56587382-the-island-of-missing-trees
412,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Picture Show,"McMurtry, Larry",014005183X,9780140051834,B000IOFR60,220        pp,4.00,"18,487",1966,"Jan 01, 1985",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Jul 09, 2022","Jul 12, 2022","Jul 09, 2022",,Paperback,view,/book/show/2116376.The_Last_Picture_Show
413,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Northanger Abbey,"Austen, Jane",1593082649,9781593082642,1593082649,260        pp,3.85,"401,130","Dec 20, 1817","Mar 03, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jul 07, 2022","Jul 09, 2022","Jul 07, 2022",,Paperback,view,/book/show/50398.Northanger_Abbey
414,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rhino Ranch,"McMurtry, Larry",1439156395,9781439156391,1439156395,288        pp,3.68,"1,617",2009,"Aug 11, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 06, 2022",,Hardcover,view,/book/show/6361333-rhino-ranch
415,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When the Light Goes,"McMurtry, Larry",1416534261,9781416534266,1416534261,195        pp,3.50,"1,255",2007,"Mar 06, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 06, 2022",,Hardcover,view,/book/show/54810.When_the_Light_Goes
416,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Duane's Depressed,"McMurtry, Larry",0743230159,9780743230155,0743230159,432        pp,3.78,"2,877","Jan 01, 1999","Apr 07, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 06, 2022",,Paperback,view,/book/show/54816.Duane_s_Depressed
417,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Texasville,"McMurtry, Larry",0684857502,9780684857503,0684857502,544        pp,3.74,"4,800",1987,"Jan 14, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 06, 2022",,Paperback,view,/book/show/54814.Texasville
418,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Train Dreams,"Johnson, Denis",1250007658,9781250007650,1250007658,116        pp,3.90,"23,994",2002,"May 22, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 06, 2022",,Paperback,view,/book/show/12991188-train-dreams
419,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Stranding,"Sawyer, Kate*",1529340667,9781529340662,1529340667,352        pp,4.22,"4,037","Jun 24, 2021","Jun 24, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 04, 2022",,Hardcover,view,/book/show/55369872-the-stranding
420,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fellowship Point,"Dark, Alice Elliott*",1982131810,9781982131814,1982131810,592        pp,4.07,"11,015","Jul 05, 2022","Jul 05, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"For readers looking for a long, languorous story that spans decades.I'm giving this novel the full enthusiasm of five stars. The characters, particulaFor readers looking for a long, languorous story that spans decades.I'm giving this novel the full enthusiasm of five stars. The characters, particularly the three characters the book is focused on, are drawn with such care. Agnes Lee, whom I consider the heart and soul of the book is in her eighties, a writer, and an unconventional woman who is unafraid to ruffle the sensibilities of her family and community. Her lifelong best friend, Polly, is always trying to do the right thing, and always giving everyone the benefit of the doubt, to her peril. They meet a young woman named Maud who is capable of injecting new life into what could be staid. The Maine setting, too, is essential, as is the land that generations ago was structured to be a protected land trust for families to visit and pass down as inheritance one generation to the next. So we've got what could be a formulaic family saga but it is much more. In spending so much time with the characters, we watch them struggle, and even in their old age, grow.It's best to go into this novel without knowing much. ...more",Notes are private!,0,7,1,"Jul 16, 2022","Jul 26, 2022","Jul 04, 2022",,Hardcover,view (with text),/book/show/58438505-fellowship-point
421,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Heather Blazing,"Tóibín, Colm",0330493736,9780330493734,B001KTBHI4,256        pp,3.82,"2,486",1992,"Sep 06, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 01, 2022",,Paperback,view,/book/show/216285.The_Heather_Blazing
