,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Edan's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
187,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dare Me,"Abbott, Megan*",0316097772,9780316097772,0316097772,290        pp,3.23,"28,767","May 10, 2012","Jul 31, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book is fun and snarly, with scenes as taut as a cheerleader's hamstrings. I loved the descriptions of the body, its power and skill and machinerThis book is fun and snarly, with scenes as taut as a cheerleader's hamstrings. I loved the descriptions of the body, its power and skill and machinery, as well as the way female intimacy was depicted: it's not every female relationship, but it's certainly one kind: competitive and scary and f-ed up, but also intimate and tender and physical. All of that at once.The middle of the book really sagged for me, but I loved the opening and the end. Weirdly, the mystery felt unimportant. At times this was a 4-star book, and others times a 3. I am rounding up for lines like this:""How is it that other girls' panties are always so much more interesting than your own.""Rah! Rah! Rah! Don't sneer at me when I tell you I am reading a novel about cheerleaders. You. Have. No. Idea. What. This. Means....more",Notes are private!,0,3,1,"Oct 09, 2012","Oct 17, 2012","Oct 09, 2012",,Hardcover,view (with text),/book/show/12982393-dare-me
188,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Double Feature,"King, Owen*",1451676891,9781451676891,1451676891,432        pp,3.39,"1,635","Mar 19, 2013","Mar 19, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 09, 2012",,Hardcover,view,/book/show/15802120-double-feature
189,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cheever: A Life,"Bailey, Blake",1400043948,9781400043941,1400043948,770        pp,4.18,717,2009,"Mar 10, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 07, 2012",,Hardcover,view,/book/show/3992503-cheever
190,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Baker's Daughter,"McCoy, Sarah*",0307460207,9780307460202,,279        pp,3.97,"23,654","Jan 24, 2012","Jan 24, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 05, 2012",,Hardcover,view,/book/show/12547098-the-baker-s-daughter
191,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Panorama City,"Wilson, Antoine*",0547875126,9780547875125,0547875126,304        pp,3.60,717,"Jan 01, 2012","Sep 25, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book was a 4.65 star rating for me, but I am rounding up because--because, why not? Antoine and I are friends, and this book was so delightful anThis book was a 4.65 star rating for me, but I am rounding up because--because, why not? Antoine and I are friends, and this book was so delightful and surprising, and sneaky-wise. One of the best first person narrators to emerge in the last 10 years: you will love Oppen Porter!...more",Notes are private!,0,2,1,"Oct 03, 2012","Oct 09, 2012","Sep 29, 2012",,Hardcover,view (with text),/book/show/13429688-panorama-city
192,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Enchantment: New and Selected Stories,"Frank, Thaisa*",1582438102,9781582438108,1582438102,320        pp,4.23,22,"Jul 10, 2010","Jul 10, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I read this for a panel on the short story that I moderated at the West Hollywood Book Festival. I hadn't heard of Thaisa Frank's work before, and nowI read this for a panel on the short story that I moderated at the West Hollywood Book Festival. I hadn't heard of Thaisa Frank's work before, and now I am so excited to dig into her other stuff. These stories are elegant and playful and magical and moving. I really liked them!...more",Notes are private!,0,0,1,"Sep 28, 2012","Oct 03, 2012","Sep 28, 2012",,Paperback,view (with text),/book/show/13239790-enchantment
193,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Is How You Lose Her,"Díaz, Junot",1594487367,9781594487361,1594487367,217        pp,3.75,"97,833","Mar 22, 2010","Sep 11, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 22, 2012",,Hardcover,view,/book/show/13503109-this-is-how-you-lose-her
194,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The People of Forever Are Not Afraid,"Boianjiu, Shani",0307955958,9780307955951,0307955958,338        pp,3.20,"2,487",2012,"Sep 18, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 20, 2012",,Hardcover,view,/book/show/13274154-the-people-of-forever-are-not-afraid
195,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Will Oldham on Bonnie ""Prince"" Billy","Oldham, Will",057125814X,9780571258147,057125814X,400        pp,4.11,411,"Jan 01, 2012","Apr 05, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 10, 2012",,,view,/book/show/10410198-will-oldham-on-bonnie-prince-billy
196,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cutting Season,"Locke, Attica",0061802050,9780061802058,0061802050,384        pp,3.63,"15,714","Sep 11, 2012","Sep 18, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I have been wanting to read Locke's work for a while and I am so glad I did. This book is not only a crime novel, it's also a story about single motheI have been wanting to read Locke's work for a while and I am so glad I did. This book is not only a crime novel, it's also a story about single motherhood, about mother/daughter strife, about race and class, about the trauma of slavery. Sometimes it told me what I wanted implied, and that frustrated me. Overall, though. A really enjoyable read....more",Notes are private!,0,3,0,not set,not set,"Sep 05, 2012",,Hardcover,view (with text),/book/show/13623785-the-cutting-season
197,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How I Live Now,"Rosoff, Meg*",0553376055,9780553376050,0553376055,194        pp,3.58,"45,211","Aug 24, 2004","Nov 30, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2012",,Paperback,view,/book/show/161426.How_I_Live_Now
198,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Devil in Silver,"LaValle, Victor",1400069866,9781400069866,1400069866,412        pp,3.54,"6,154","Aug 21, 2012","Aug 21, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 26, 2012",,Hardcover,view,/book/show/13030260-the-devil-in-silver
199,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Between Heaven and Here,"Straight, Susan*",1936365758,9781936365753,1936365758,234        pp,3.69,278,"Jan 01, 2012","Sep 12, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Beautiful.,Notes are private!,0,2,1,"Aug 23, 2012","Dec 30, 2012","Aug 23, 2012",,Hardcover,view (with text),/book/show/13584701-between-heaven-and-here
200,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When It Happens to You,"Ringwald, Molly",0061809462,9780061809460,0061809462,256        pp,3.58,"5,589","Aug 01, 2012","Aug 14, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 19, 2012",,Hardcover,view,/book/show/13623790-when-it-happens-to-you
201,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sharp Objects,"Flynn, Gillian*",,,,254        pp,4.02,"1,041,089","Sep 26, 2006","Jul 31, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I'm going to be talking to fellow staff writer Janet Potter about the novels of Gillian Flynn for The Millions. So I'll hold my thoughts on this one uI'm going to be talking to fellow staff writer Janet Potter about the novels of Gillian Flynn for The Millions. So I'll hold my thoughts on this one until that posts......more,Notes are private!,0,1,1,"Aug 19, 2012","Aug 23, 2012","Aug 17, 2012",,Paperback,view (with text),/book/show/1343440.Sharp_Objects
202,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Battleborn,"Watkins, Claire Vaye",1594488258,9781594488252,1594488258,304        pp,4.12,"5,195","Aug 02, 2012","Aug 02, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 02, 2012",,Hardcover,view,/book/show/13163921-battleborn
203,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Age of Miracles,"Walker, Karen Thompson*",0812983602,9780812983609,0812983602,294        pp,3.66,"92,250",1989,"Jun 26, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A readable, smoothly told book with a great hook. The thing is, it felt like the hook--that the earth is slowing--is all it had. The actual conflict, A readable, smoothly told book with a great hook. The thing is, it felt like the hook--that the earth is slowing--is all it had. The actual conflict, the drama with the family, the narrator's love for the boy at school, felt thin, overly-familiar. It also felt a bit too easy for me: I wanted things to be a bit more complicated, maybe in terms of the retrospective presence, or with the structure and language. There are some stunning moments and great descriptions, and there were a couple of moments at the end that made me feel just pure grief, but overall: I wasn't totally invested in this story and its characters. Also, the writing, though often lovely, felt a bit too placid, like it had taken a valium or something. Very flat. Maybe that's what everyone else is calling ""haunting""?...more",Notes are private!,0,6,1,"Jul 29, 2012",Aug 2012,"Jul 29, 2012",,Paperback,view (with text),/book/show/12401556-the-age-of-miracles
204,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,EXPERIMENTS I SHOULD LIKE TRIED AT MY OWN DEATH,"Pagel, Caryl*",0979590523,9780979590528,0979590523,78        pp,4.69,39,"Jan 01, 2012",2012,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 24, 2012",,Paperback,view,/book/show/15765622-experiments-i-should-like-tried-at-my-own-death
205,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rules of Civility,"Towles, Amor*",,,,335        pp,4.08,"232,175","Jul 26, 2011","Jul 26, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 19, 2012","Jul 31, 2012","Jul 19, 2012",,Hardcover,view,/book/show/10054335-rules-of-civility
206,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,NW,"Smith, Zadie",0241144140,9780241144145,0241144140,296        pp,3.48,"41,596","Sep 04, 2012","Sep 04, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 15, 2012",,Hardcover,view,/book/show/13537891-nw
207,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Year of the Beasts,"Castellucci, Cecil*",1596436867,9781596436862,1596436867,192        pp,3.55,831,"May 22, 2012","May 22, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book is more a 4.5 star book for me, but I'm rounding up because 1) The prose-graphic novel hybrid genre was unique and pretty dang spectacular aThis book is more a 4.5 star book for me, but I'm rounding up because 1) The prose-graphic novel hybrid genre was unique and pretty dang spectacular and worth an extra point or two, and 2) Cecil is my homegirl, and 3) Why not? Sometimes this book did indeed amaze me.I really liked the sad, dark places this book went--not only in the events, but the feelings of its main character, Tess. She has some pretty unsavory thoughts about her sister; they are selfish thoughts: immature and complicated and utterly, utterly true. This made for a complicating reading experience that I think readers--young and fully-grown--can get into. I also liked the fairy tale old-timey quality to it: it's a contemporary world, but there are old-school carnivals and fluttery feelings about boys, and doll houses, and make-out sessions in the woods, and melting ice cream. The tone felt in-tune with the graphic sections, which were beautifully drawn and perfectly mysterious, and sometimes so dark and scary I felt ill (in a good way). There is an other-worldly quality to both sections; they're otherworldly in different ways, but they complemented each other.The loneliness in this book was my favorite part. It's a deeply lonely book--it captures that feeling with a PING! There were a few sentences I desperately wanted to rephrase to be cleaner and more fluid. Overall, I liked the prose (trademark Castellucci!), but sometimes it felt less polished than it could have been. And I wished the graphic sections and the prose sections interacted in a more surprising and clever way at the end. I think my expectations were way, way too high, but whatever, it's worth saying: I thought they were going to seriously collide, and they didn't exactly.This is the strongest Cecil Castellucci book I've read so far: it's lovely, strange, unique, sensitive, sad, insightful, heartfelt. I recommend it! ...more",Notes are private!,0,1,1,"Jul 08, 2012","Jul 11, 2012","Jul 08, 2012",,Hardcover,view (with text),/book/show/12510886-the-year-of-the-beasts
208,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Office Girl,"Meno, Joe*",1617750751,9781617750755,1617750751,293        pp,3.18,"2,494","Jul 03, 2012","Jul 03, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 06, 2012",,Hardcover,view,/book/show/12923207-office-girl
209,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Middlesteins,"Attenberg, Jami*",1455507210,9781455507214,1455507210,273        pp,3.44,"20,634","Oct 23, 2012","Oct 23, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book was structured in an unexpected and pleasing way, skipping across decades and perspectives to keep me entranced and entertained. I loved theThis book was structured in an unexpected and pleasing way, skipping across decades and perspectives to keep me entranced and entertained. I loved the humor, the deft compression of time, the sharp observations of contemporary east coast America (most of takes place in the Chicago-area but there was a section about New York that amazed and amazed), and the way we came to know each member of the Middlestein clan. It was also incredibly moving at the end: there were some really beautiful moments that were deeply compassionate. I was also impressed that Attenberg took on food addiction as a topic and as a character trait--it felt fresh, and also believable, and complicated. Food is beautiful, food is love, food is dangerous, food is nothing, food is everything. Occasionally, the omniscience stuck out to me: not that it didn't work, just that I always noticed it, and kind of in a strange, craft-thinking distracting way. Also, I wanted MORE. I wish this novel had been 100 pages longer...I think we could have gone deeper with these characters, and seen more of their present conflicts. More! More! More! To use some food metaphors: This novel was a tasty meal with complex favors that wasn't quite hearty enough for this diner/reader. But maybe I need to practice portion control? (Thank you, goodnight!)...more",Notes are private!,0,7,1,"Jul 02, 2012","Aug 07, 2012","Jul 02, 2012",,Hardcover,view (with text),/book/show/13529066-the-middlesteins
210,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dark Places,"Flynn, Gillian*",0307341577,9780307341570,0307341577,349        pp,3.95,"751,347",2009,"May 04, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 17, 2012","Aug 19, 2012","Jul 01, 2012",,Paperback,view,/book/show/6903105-dark-places
211,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gone Girl,"Flynn, Gillian*",,,0297859382,399        pp,4.13,"3,091,167","Dec 06, 2012","May 24, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 06, 2012","Jul 08, 2012","Jul 01, 2012",,Hardcover,view,/book/show/8442457-gone-girl
212,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Little Century,"Keesey, Anna*",0374192049,9780374192044,0374192049,336        pp,3.47,"1,083","Jun 01, 2012","Jun 05, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 29, 2012",,Hardcover,view,/book/show/13166606-little-century
213,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sorry Please Thank You,"Yu, Charles*",0307907171,9780307907172,0307907171,222        pp,3.63,"2,762","Jul 24, 2012","Jul 24, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 26, 2012",,Hardcover,view,/book/show/13033941-sorry-please-thank-you
214,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Live Safely in a Science Fictional Universe,"Yu, Charles*",0307379205,9780307379207,0307379205,233        pp,3.45,"18,421","Jul 23, 2010","Sep 07, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 26, 2012",,Hardcover,view,/book/show/7726420-how-to-live-safely-in-a-science-fictional-universe
215,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Glaciers,"Smith, Alexis M.*",193563920X,9781935639206,193563920X,174        pp,3.76,"4,866","Jan 17, 2012","Jan 17, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This novel's prose is measured and careful and clear and smooth, and there's a passage at the end that just about took my breath away it was so lovelyThis novel's prose is measured and careful and clear and smooth, and there's a passage at the end that just about took my breath away it was so lovely. I liked the repetition and evolution of metaphor, though the very-very ending, the last page, felt too neat and cute. I read the entire book on a single day, in two shifts, during Bean's naps, and I haven't done that in so long...my goodness, it felt good.At the same time, this novel is a bit twee for my taste. It's like the Zooey Deschanel of novels: vintage dresses, old postcards, cats, librarians, Portland. Not that I don't enjoy all that stuff (well, not cats), but sometimes my fat mainstream heart felt taxed by all the hip sweetness....more",Notes are private!,0,2,1,"Jun 19, 2012",Jul 2012,"Jun 19, 2012",,Paperback,view (with text),/book/show/12000852-glaciers
216,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How Should a Person Be?,"Heti, Sheila*",0805094725,9780805094725,0805094725,306        pp,3.32,"15,248","Sep 25, 2010","Jun 19, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I put this down after reading half of it. I really liked it at first--it was funny and strange and different than anything else I've read. But then thI put this down after reading half of it. I really liked it at first--it was funny and strange and different than anything else I've read. But then the scenes began to feel vague and barely sketched out, the transcribed conversations lazy, and the narrator's crisis was amorphous and hard to relate to and care about. I didn't quite believe this friendship--there wasn't enough there to help establish and complicate their dynamic....more",Notes are private!,0,1,1,"Sep 09, 2012","Sep 22, 2012","Jun 19, 2012",,Hardcover,view (with text),/book/show/13167801-how-should-a-person-be
217,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mike Reynolds,Anonymous,,,,unknown,4.00,12,unknown,unknown,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 02, 2012",,Paperback,view,/book/show/13581431-mike-reynolds
218,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Easy for You: Stories,"Rouss, Shannan",143914835X,9781439148358,143914835X,176        pp,3.53,45,2010,"Mar 23, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 26, 2012",,Paperback,view,/book/show/7339977-easy-for-you
219,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Billy Lynn's Long Halftime Walk,"Fountain, Ben",0060885599,9780060885595,0060885599,307        pp,3.79,"30,492","May 01, 2012","May 01, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 30, 2012","Jun 19, 2012","May 25, 2012",,Hardcover,view,/book/show/13325079-billy-lynn-s-long-halftime-walk
220,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sensualist,"Torday, Daniel*",0983658544,9780983658542,0983658544,177        pp,4.01,139,"Jan 01, 2012",2012,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 25, 2013",Mar 2013,"May 03, 2012",,Paperback,view,/book/show/13573847-the-sensualist
221,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Home,"Morrison, Toni",0307594165,9780307594167,0307594165,147        pp,3.82,"25,213","May 08, 2012","May 08, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 02, 2012",,Hardcover,view,/book/show/13152998-home
222,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,By Blood,"Ullman, Ellen",0374117551,9780374117559,,378        pp,3.57,"2,719","Feb 24, 2012","Feb 28, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 29, 2012",,Hardcover,view,/book/show/12510833-by-blood
223,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The World Without You,"Henkin, Joshua*",0375424369,9780375424366,0375424369,321        pp,3.38,"3,334","Jun 19, 2012","Jun 19, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 16, 2012","May 26, 2012","Apr 29, 2012",,Hardcover,view,/book/show/13151579-the-world-without-you
224,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Laura Lamont's Life in Pictures,"Straub, Emma*",1594488452,9781594488450,1594488452,320        pp,3.27,"5,291","Sep 04, 2012","Sep 04, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I can't really judge this novel objectively as the author is a dear friend of mine. We were in our nonfiction workshop at Oberlin together! I attendedI can't really judge this novel objectively as the author is a dear friend of mine. We were in our nonfiction workshop at Oberlin together! I attended her Russian Nightclub house party! We've double-dated! Emma and I got reacquainted a few years ago, after college, and found we had much in common, particularly that were both (still) writers and lovers of books. I have been SO excited to read her debut novel! It didn't disappoint.I love the prose here: it's as milky and winsome as the book's namesake, Laura Lamont. For a week I neglected my child to get back to this story of a woman's life as she goes from Wisconsin playhouse sister to Hollywood movie star. For a novel that's not particularly plot-driven, it's very hard to put down! I really admired the compassion Emma had for her characters, and the ways she made me feel connected to Laura (nee Elsa). I also loved learning about the studio system of Hollywood; despite being an L.A. native, I know nothing about movies and cinema history. I also liked the way this book compressed time. Wooh, I love this kind book: alighting on moments that matter, gliding over years. Again and again this book jumped forward in time, starting a new chapter with this terrific authority that set the scene, the time, the tone, in my mind. I L-O-V-E-D that. I wish I could do that! I was very much interested in how juvenile and naive Laura seemed at times, and how in control her second husband Irving was. I thought that relationship was going to implode at some point, that Laura would crave independence. That it didn't intrigued me, and had me thinking a lot about Laura's conception of self, and my own conception of her and her self. She was certainly a product of her era. Also: the ending was lovely, just lovely.There were a couple of weird geography things (sorry, Emma!!!). For instance, I don't think Los Feliz was considered the eastside in the 1930s, though I might be wrong. Overall, I wish LA had been a larger character, as much as Wisconsin was. I didn't often *feel* place in this book. I also felt like there was too much attention paid to her sisters and her traumatic past. It sometimes felt repetitive to me. I also longed for more social complications in the book, perhaps with her black housekeeper Harriet, or with her kids, when the 1960s and 1970s hit full swing. But I don't think that was Emma's project here--she's after an intimate view, not a Forrest Gumpian one--and I can accept that.A fun and thoughtful book! ...more",Notes are private!,0,17,1,"Aug 07, 2012","Aug 17, 2012","Apr 22, 2012",,Hardcover,view (with text),/book/show/13588166-laura-lamont-s-life-in-pictures
225,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ether,"Ehrenreich, Ben",0872865185,9780872865181,0872865185,144        pp,3.51,45,"Jan 01, 2011","Oct 11, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Reading for my panel at the LA Times Festival of Books!,Notes are private!,0,0,1,"Apr 11, 2012","Apr 22, 2012","Apr 11, 2012",,Paperback,view (with text),/book/show/12085332-ether
226,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sugar Frosted Nutsack,"Leyner, Mark",0316608459,9780316608459,0316608459,256        pp,2.93,"1,107","Jan 01, 2012","Mar 26, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 11, 2012",,Hardcover,view,/book/show/12419326-the-sugar-frosted-nutsack
227,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Vet's Daughter,"Comyns, Barbara",1590170296,9781590170298,1590170296,133        pp,3.90,"2,520",1959,"Apr 28, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 18, 2012",,Paperback,view,/book/show/1073750.The_Vet_s_Daughter
228,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Arcadia,"Groff, Lauren*",1401340873,9781401340872,1401340873,291        pp,3.72,"24,671","Mar 13, 2012","Mar 13, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book is so deeply imagined and the prose is so beautiful and specific and different. The second half wasn't as perfect as the first, but I couldnThis book is so deeply imagined and the prose is so beautiful and specific and different. The second half wasn't as perfect as the first, but I couldn't stop reading, couldn't stop thinking about this book when I wasn't reading it. Interview with Ms. Groff forthcoming on The Millions!...more",Notes are private!,0,4,1,"Mar 28, 2012",not set,"Mar 13, 2012",,Hardcover,view (with text),/book/show/11866694-arcadia
229,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The New Republic,"Shriver, Lionel*",0062103326,9780062103321,0062103326,377        pp,3.07,"1,892","Mar 27, 2012","Mar 27, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 12, 2012",,Hardcover,view,/book/show/11778910-the-new-republic
230,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Flatscreen,"Wilson, Adam*",006209033X,9780062090331,006209033X,330        pp,3.09,851,2012,"Jan 30, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 09, 2012","Mar 18, 2012","Mar 09, 2012",,Paperback,view,/book/show/12253074-flatscreen
