,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Tori's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Little Weirds,"Slate, Jenny*",,,,304        pp,3.88,"33,827","Nov 05, 2019","Nov 05, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"You sense that you are waiting to wake up, but you also know that you are asleep. It feels tensionless, like watching a flag wave, like coming closer You sense that you are waiting to wake up, but you also know that you are asleep. It feels tensionless, like watching a flag wave, like coming closer to a shore after a pleasure sail. You have a feeling like being happy for someone who has achieved an honor.  It is you. You are happy for yourself that you have received the honor of a new day on which to ride. You realize that you love yourself easily in this gravity-free space between the worlds of waking and dreaming. You are dear to yourself in the morning and it is the morning now. It is very private to have such a love for yourself....more",Notes are private!,0,5,1,"Feb 02, 2020","Feb 07, 2020","Feb 02, 2020",,Hardcover,view (with text),/book/show/44284906-little-weirds
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Howl's Moving Castle        (Howl's Moving Castle, #1)","Jones, Diana Wynne",,,,302        pp,4.29,"356,503",Apr 1986,"Mar 05, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,“Things are going round and round in my head—or maybe my head is going round and round in things.”sooo sweet and hilarious and magical and delightful!“Things are going round and round in my head—or maybe my head is going round and round in things.”sooo sweet and hilarious and magical and delightful!! and what a truly perfect ending...more,Notes are private!,0,2,1,"Jan 24, 2020","Jan 28, 2020","Jan 24, 2020",,Paperback,view (with text),/book/show/5985499-howl-s-moving-castle
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Twenty Love Poems and a Song of Despair,"Neruda, Pablo",0142437700,9780142437704,0142437700,94        pp,4.22,"72,426",1924,2004,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"But my words become stained with your love. You occupy everything, you occupy everything.",Notes are private!,0,4,1,"Jan 03, 2020","Jan 03, 2020","Jan 03, 2020",,Paperback,view (with text),/book/show/399095.Twenty_Love_Poems_and_a_Song_of_Despair
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Starless Sea,"Morgenstern, Erin*",1910701467,9781910701461,1910701467,498        pp,3.86,"203,449","Nov 05, 2019","Jul 27, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“Strange, isn’t it? To love a book. When the words on the pages become so precious that they feel like part of your own history because they are.”I n “Strange, isn’t it? To love a book. When the words on the pages become so precious that they feel like part of your own history because they are.”I need to sit with this one for a bit...more",Notes are private!,0,3,1,Jan 2020,"Jan 16, 2020","Jan 01, 2020",,Paperback,view (with text),/book/show/39834986-the-starless-sea
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Me,"John, Elton",,,B07PFY8K2N,10        pp,4.33,"63,474","Oct 15, 2019","Oct 15, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book was an incredible experience for me. Elton is such an engaging and entertaining writer; he's hilarious, frank, mischievous, and just SO gay.This book was an incredible experience for me. Elton is such an engaging and entertaining writer; he's hilarious, frank, mischievous, and just SO gay. I genuinely laughed and cried multiple times and it never dragged for even a moment. In this book he earns the reader's attention and trust and he masterfully uses it to deliver beautiful and personal messages sprinkled into hilarious and grandiose stories. I'm especially grateful for the look it gave me into gay culture in an era and class I'd never experience myself. I wish I could claim I've been a lifelong fan of Elton John's music but I'm so proud to be one now, and what this book accomplished was making me a genuine fan of the man himself. This was my first time listening to an audiobook and the absolute best I could've chosen. Taron read phenomenally, and I'm positive I'd think so even if I didn't already love him so much. His massive love for Elton is incredibly present in his reading. His emotion, tone, and extremely impressive repertoire of accents were all fantastic, but I personally was most fond of getting to hear hours of his natural Welsh accent after his years of British accents in his roles.Sorry this is more long-winded than most of my s, I'm writing it on an airplane as I finish the book, and something about listening to it in the sky is making me so grateful for this book experience and I want to make sure I remember this feeling. ...more",Notes are private!,0,1,1,"Dec 15, 2019","Dec 19, 2019","Dec 15, 2019",,Audible Audio,view (with text),/book/show/44670690-me
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tweak: Growing Up On Methamphetamines,"Sheff, Nic",1416913629,9781416913627,1416913629,336        pp,3.97,"43,105","Feb 19, 2008","Feb 19, 2008",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I saw a lot of negative s for this one and was worried that people weren't being compassionate and treating addiction like the disease it is butI saw a lot of negative s for this one and was worried that people weren't being compassionate and treating addiction like the disease it is but after reading it, I get the complaints. This just wasn't written well and Nic is so self-important and awful. Honestly, his insights into the nature of addiction are the best parts but they're drowned out by his obsession with status and his total lack of empathy, including for other addicts. ...more",Notes are private!,0,3,1,"Dec 02, 2019","Dec 30, 2019","Dec 02, 2019",,Hardcover,view (with text),/book/show/657371.Tweak
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,If We Were Villains,"Rio, M.L.*",125009528X,9781250095282,125009528X,354        pp,4.17,"272,500","Apr 11, 2017","Apr 11, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Wherein I am false I am honest; not true, to be true,"" I say.""I thought they would have beaten that bullshit out of you in prison.""""That bullshit is ""Wherein I am false I am honest; not true, to be true,"" I say.""I thought they would have beaten that bullshit out of you in prison.""""That bullshit is all that kept me going."" One thing I'm sure Colborne will never understand is that I need language to live, like food—lexemes and morphemes and morsels of meaning nourish me with the knowledge that, yes, there is a word for this. Someone else has felt it before....more",Notes are private!,0,4,1,"Nov 27, 2019","Jan 31, 2020","Nov 27, 2019",,Hardcover,view (with text),/book/show/30319086-if-we-were-villains
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Thousand Mornings: Poems,"Oliver, Mary",0143124056,9780143124054,0143124056,82        pp,4.21,"25,947","Oct 11, 2012","Sep 24, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I try to be good but sometimesa person just has to break out andact like the wild and springy thingone used to be. It's impossible notto remember wildI try to be good but sometimesa person just has to break out andact like the wild and springy thingone used to be. It's impossible notto remember wild and want it back.from ""Green, Green Is My Sister's House""...more",Notes are private!,0,3,1,"Nov 16, 2019","Nov 16, 2019","Nov 16, 2019",,Paperback,view (with text),/book/show/17707592-a-thousand-mornings
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Curious Incident of the Dog in the Night-Time,"Haddon, Mark",1400032717,9781400032716,1400032717,226        pp,3.89,"1,478,939","Jul 31, 2003","May 18, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"He said that it was very difficult to become an astronaut. I said that I knew. You had to become an officer in the air force and you had to take lots He said that it was very difficult to become an astronaut. I said that I knew. You had to become an officer in the air force and you had to take lots of orders and be prepared to kill other human beings, and I couldn't take orders. Also I didn't have 20/20 vision, which you needed to be a pilot. But I said that you could still want something that is very unlikely to happen....more",Notes are private!,0,2,1,"Nov 20, 2019","Nov 22, 2019","Nov 14, 2019",,Paperback,view (with text),/book/show/1618.The_Curious_Incident_of_the_Dog_in_the_Night_Time
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Call Down the Hawk        (Dreamer Trilogy, #1)","Stiefvater, Maggie*",1338188321,9781338188325,1338188321,472        pp,4.26,"34,676","Nov 05, 2019","Nov 05, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“He wouldn’t have been happy I was bringing you to this,” Declan said, glancing in the dark rearview mirror. For what, who knew. “He wouldn’t have wan“He wouldn’t have been happy I was bringing you to this,” Declan said, glancing in the dark rearview mirror. For what, who knew. “He wouldn’t have wanted anything bad to happen to you.”He did not quite emphasize the to you, but it was understood. Nothing bad to happen to you, something bad could happen to me.”...more",Notes are private!,0,6,1,"Nov 14, 2019","Dec 30, 2019","Nov 14, 2019",,Hardcover,view (with text),/book/show/31373184-call-down-the-hawk
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Opal        (The Raven Cycle, #4.5)","Stiefvater, Maggie*",,,B079MFCV2B,42        pp,4.12,"19,967","Feb 27, 2018","Feb 27, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** Twice Ronan got a phone call from his Ganseyfriend and both times he did not say anything to the phone, just listened to the ebullie**spoiler alert** Twice Ronan got a phone call from his Ganseyfriend and both times he did not say anything to the phone, just listened to the ebullient patter on the other end and made grunting sounds in response. Both times after this Ronan went and lay down, once in his own room and once in Aurora’s room; the first time, he was very quiet for a long time, and the second time he held his parents’ photograph and cried a little without making any sound....more",Notes are private!,0,0,1,"Nov 11, 2019","Nov 11, 2019","Nov 11, 2019",,Kindle Edition,view (with text),/book/show/38464776-opal
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Princess Bride: S. Morgenstern's Classic Tale of True Love and High Adventure,"Goldman, William",0544173767,9780544173767,0544173767,450        pp,4.27,"899,596","Sep 01, 1973","Nov 05, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Feb 09, 2020","Mar 03, 2020","Nov 05, 2019",,Hardcover,view,/book/show/17572327-the-princess-bride
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Station Eleven,"Mandel, Emily St. John*",0385353308,9780385353304,0385353308,333        pp,4.07,"517,988","Aug 26, 2014","Sep 09, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"They traded languages. By Day Eighty most of the people who’d arrived without English were learning it, in informal groups, and the English speakers wThey traded languages. By Day Eighty most of the people who’d arrived without English were learning it, in informal groups, and the English speakers were studying one or more of the languages carried here by Lufthansa, Singapore Airlines, Cathay Pacific, and Air France. Clark was learning French from Annette, who’d been a Lufthansa flight attendant. He whispered phrases to himself as he went about the chores of daily existence, the hauling of water and washing of clothes in the sink, learning to skin a deer, building bonfires, cleaning. Je m’appelle Clark. J’habite dans l’aeroport. Tu me manques. Tu me manques. Tu me manques....more",Notes are private!,0,3,1,"Oct 27, 2019","Nov 03, 2019","Oct 27, 2019",,Hardcover,view (with text),/book/show/20170404-station-eleven
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blue Horses: Poems,"Oliver, Mary",0143127810,9780143127819,0143127810,96        pp,4.28,"9,466","Oct 14, 2014","Oct 11, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I really really needed this,Notes are private!,0,1,1,"Oct 20, 2019","Oct 20, 2019","Oct 20, 2019",,Paperback,view (with text),/book/show/28588320-blue-horses
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Am Her Tribe,"Doby, Danielle*",1449495559,9781449495558,1449495559,176        pp,4.31,"2,245",unknown,"Oct 23, 2018",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"When I give this book 2 stars I don’t mean that it shouldn’t be a 5 star book for someone else. I’m not judging the writing, it’s just not what I was When I give this book 2 stars I don’t mean that it shouldn’t be a 5 star book for someone else. I’m not judging the writing, it’s just not what I was hoping for when I opened it. I took a chance based on the title, hoping for more of a focus on the “Her” in “I am Her Tribe,” but these poems read more as a processing tool for the author’s individual experiences than as the unifying collection I was hoping to find. Also I think I just need to accept that poetry with like 20 words on a single page just isn’t for me and it’s okay to not connect to that. ...more",Notes are private!,0,2,1,"Oct 05, 2019","Oct 05, 2019","Oct 05, 2019",,Paperback,view (with text),/book/show/39296122-i-am-her-tribe
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Gentleman in Moscow,"Towles, Amor*",,,0143110438,462        pp,4.33,"543,386","Sep 06, 2016","Mar 26, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"For that matter, what can a first impression tell us about anyone? Why, no more than a chord can tell us about Beethoven, or a brushstroke about BottiFor that matter, what can a first impression tell us about anyone? Why, no more than a chord can tell us about Beethoven, or a brushstroke about Botticelli. By their very nature, human beings are so capricious, so complex, so delightfully contradictory, that they deserve not only our consideration, but our reconsideration—and our unwavering determination to withhold our opinion until we have engaged with them in every possible setting at every possible hour.what a loving work of art this book is...more",Notes are private!,0,3,1,"Jul 05, 2019","Sep 04, 2019","Jul 05, 2019",,Paperback,view (with text),/book/show/34066798-a-gentleman-in-moscow
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mostly Dead Things,"Arnett, Kristen*",1947793306,9781947793309,1947793306,356        pp,3.38,"19,007","Jun 04, 2019","Jun 04, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I’d nicked myself with the blade digging at the wiring, and some of my blood had wept into the fur. Occasionally when I sent out a piece like that, wiI’d nicked myself with the blade digging at the wiring, and some of my blood had wept into the fur. Occasionally when I sent out a piece like that, with little bits of me in it, I felt as if a part of me were leaving for a better life somewhere else. Mostly Dead Things makes me feel like I'm being let in on something so real. Like it isn't hiding behind anything and isn't bothered if you take it or leave it; it just is. It gives me a sense of intimacy with the main character that I love. I feel like I've never read a book about a lesbian that isn't trying to be about ALL lesbians or the General Lesbian Experience. It's so refreshing to get this unique and frank glimpse into Jessa's life....more",Notes are private!,0,3,1,"Jun 05, 2019","Jun 07, 2019","Jun 07, 2019",,Hardcover,view (with text),/book/show/41817578-mostly-dead-things
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Red, White & Royal Blue","McQuiston, Casey*",,,,423        pp,4.09,"988,336","May 14, 2019","May 14, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“Sorry,” Nora says. She sits down heavily. “I drank like nine Red Bulls to get through all of those and ate a weed gummy to level back out, so I’m fly“Sorry,” Nora says. She sits down heavily. “I drank like nine Red Bulls to get through all of those and ate a weed gummy to level back out, so I’m flying at fasten-seat-belts right now.”this book is everything i needed and a billion times more, i am so wildly in love with the characters and the romance and the heart and the joy and hope of it!! it's so hilarious and hot and sweet, and while it certainly has a fluffy rom-com premise it really digs deep in ways that surprised and touched me so much. every single character, from the MCs to the side characters with very little screentime (i'm looking at you, liam!!!) is a genuine masterpiece and i would jump at the chance to read more about any of them. i love having a new favourite joyful comfort read!! i can't wait to have this book in my hands to absolutely wear the fuck out of it as i reread it ad infinitum. delani i owe you my life for hyping this book up to me and motivating me to request an ARC ilysm...more",Notes are private!,0,5,1,"Feb 10, 2019","Feb 15, 2019","Feb 10, 2019",,Paperback,view (with text),/book/show/41150487-red-white-royal-blue
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dream Work,"Oliver, Mary",0871130696,9780871130693,0871130696,90        pp,4.34,"11,930",1986,"May 01, 1986",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"You do not have to be good.My favourites in this collection are all in part I, and as always with Mary Oliver the experience was so heightened by readYou do not have to be good.My favourites in this collection are all in part I, and as always with Mary Oliver the experience was so heightened by reading the poems aloud to myself. It's incredible to me that she was able to write something before I was born that would one day find itself to me on a day that I really needed it. I love the magic of poetry!!...more",Notes are private!,0,2,1,"Feb 07, 2019","Feb 07, 2019","Feb 07, 2019",,Paperback,view (with text),/book/show/536668.Dream_Work
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bear,"Engel, Marian",,,,160        pp,3.43,"8,112","Jan 01, 1976",unknown,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"But for one strange, sharp moment she could feel in her pores and the taste of her own mouth that she knew what the world was for. She felt not that sBut for one strange, sharp moment she could feel in her pores and the taste of her own mouth that she knew what the world was for. She felt not that she was at at last human, but that she was at last clean. Clean and simple and proud.I found this book by scrolling through a list called ""CBC's Top Novels That Make You Proud to Be Canadian"", it won the highest literary award in Canada (Governor General's Literary Award for Fiction), and it's about a woman and her romantic(?) and sexual relationship with a bear. ??????????Honestly, after reading it, I get why it's so lauded. Marian Engel's use of language is beautiful, and Lou's journey in breaking out of the boxes she'd been put in and put herself in her whole life and learning how to be joyful and free without another person was very well written. The symbolism leaves a powerful impression once you've finished reading. The bear sex thing though, I couldn't really see past overall. ...more",Notes are private!,0,1,1,"Jan 23, 2019","Jan 23, 2019","Jan 23, 2019",,Paperback,view (with text),/book/show/20335951-bear
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dog Songs: Poems,"Oliver, Mary",1594204780,9781594204784,1594204780,127        pp,4.24,"14,489","Oct 08, 2013","Oct 08, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"THE SWEETNESS OF DOGSWhat do you say, Percy? I am thinkingof sitting out on the sand to watchthe moon rise. It's full tonight.So we goand the moon risTHE SWEETNESS OF DOGSWhat do you say, Percy? I am thinkingof sitting out on the sand to watchthe moon rise. It's full tonight.So we goand the moon rises, so beautiful itmakes me shudder, makes me think abouttime and space, makes me takemeasure of myself: one iotapondering heaven. Thus we sit, myselfthinking how grateful I am for the moon's perfect beauty and also, oh! how richit is to love the world. Percy, meanwhile,leans against me and gazes up intomy face. As though I were just as wonderfulas the perfect moon.reading this during the eclipse was transcendent...more",Notes are private!,0,1,1,"Jan 20, 2019","Jan 20, 2019","Jan 20, 2019",,Hardcover,view (with text),/book/show/17707772-dog-songs
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Felicity,"Oliver, Mary",1594206767,9781594206764,1594206767,85        pp,4.28,"13,272","Oct 13, 2015","Oct 13, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"That pretty little beast, a poem has a mind of its own.Sometimes I want it to crave apples but it wants red meat.Sometimes I want to walk peacefully oThat pretty little beast, a poem has a mind of its own.Sometimes I want it to crave apples but it wants red meat.Sometimes I want to walk peacefully on the shoreand it wants to take off all its clothes and dive in.Sometimes I want to use small words and make them importantand it starts shouting the dicitonary, the opportunities.Sometimes I want to sum up and give thanks, putting things in orderand it starts dancing around the room on its four furry legs, laughing and calling me outrageous.But sometimes, when I'm thinking about you, and no doubt smiling,it sits down quietly, one paw under its chin, and just listens....more",Notes are private!,0,1,1,"Jan 20, 2019","Jan 20, 2019","Jan 20, 2019",,Hardcover,view (with text),/book/show/24611522-felicity
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Gmorning, Gnight!: Little Pep Talks for Me & You","Miranda, Lin-Manuel",1984854283,,B07FLS2KNQ,224        pp,4.27,"25,305","Oct 16, 2018","Oct 16, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Awaken ancient forms and play within them,Sift gold amidst the wreckage of your slumber;Renew your passions, maybe Pinterest pin them,Tell that one toAwaken ancient forms and play within them,Sift gold amidst the wreckage of your slumber;Renew your passions, maybe Pinterest pin them,Tell that one toxic friend, ""Yo, lose my number.""The day is clear, a new year is aborning;And so are you, perpet'ually. Gmorning.Find words for all your daily joys & terrors. Gnight; make work that gets us in our feelings. Send off to bed your doubt, your shame, your errors;Break curfew with your muses, shatter ceilings. The year is fresh; wipe clean inertia's mildew. Grateful for all you do, & all you will do. I openly wept through this entire read, I guess I really needed this!! It was made infinitely more meaningful by being a gift from my mama. There's something incredibly special about someone seeing something kind and it making them think of you. The context Lin gives in the introduction as being messages he needed himself makes them so much more intimate and genuine. I'm warmed by this!!...more",Notes are private!,0,2,1,"Dec 30, 2018","Dec 30, 2018","Dec 30, 2018",,Kindle Edition,view (with text),/book/show/40854717-gmorning-gnight
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,For Your Own Good,"Horlick, Leah*",1927575672,9781927575673,1927575672,96        pp,4.65,175,"Mar 01, 2015","Mar 05, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I have sworn to myself a life of people who know when to stop. I promised—and spent my first night in the new apartment drawing circles in salt and raI have sworn to myself a life of people who know when to stop. I promised—and spent my first night in the new apartment drawing circles in salt and rain, whisperingto my old self, come here. I built this for you. I promised.this was a very difficult read but a hugely necessary one, as is discussed in the author's conclusion note at the end. be aware if picking this collection up of its discussion of racism, rape, and abuse. this collection yanks the reader through the beginning, middle, end, aftermath, and healing of an abusive lesbian relationship and it's incredible what it accomplishes in such a short number of pages. incredibly devastating, powerful, and crucial reading....more",Notes are private!,0,0,1,"Nov 05, 2018","Nov 05, 2018","Nov 05, 2018",,Paperback,view (with text),/book/show/24846539-for-your-own-good
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bees,"Duffy, Carol Ann",0330442449,9780330442442,0330442449,84        pp,3.78,"1,724","Oct 01, 2011","Oct 07, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Explain how poetry pursues the human like the smitten moon above the weeping earth; how we make prayers of it.,Notes are private!,0,1,1,"Oct 24, 2018","Oct 26, 2018","Oct 26, 2018",,Hardcover,view (with text),/book/show/12730807-the-bees
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Uncensored Picture of Dorian Gray,"Wilde, Oscar",0674066316,9780674066311,0674066316,260        pp,4.29,"7,961",Jul 1890,"Aug 13, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"(ing Uncensored edition separately)""It is quite true that I have worshipped you with far more romance of feeling than a man should ever give to (ing Uncensored edition separately)""It is quite true that I have worshipped you with far more romance of feeling than a man should ever give to a friend. Somehow, I had never loved a woman. I supposed I never had time.""A few beloved quotes from this book were added in its edited re-release that I missed in this uncensored original, but it was incredibly special to read this story in the way it was written and intended....more",Notes are private!,0,5,1,"Sep 11, 2018","Sep 21, 2018","Sep 21, 2018",,Paperback,view (with text),/book/show/13747794-the-uncensored-picture-of-dorian-gray
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Adventure Zone Vol.1: Here There Be Gerblins,"McElroy, Clint",1250153700,9781250153708,1250153700,256        pp,4.33,"25,468","Jul 17, 2018","Jul 17, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I'M OVERJOYED!!!! I'm so lucky that TAZ: Balance hasn't ended with the podcast and my overwhelming love for it can transfer to graphic novels now too.I'M OVERJOYED!!!! I'm so lucky that TAZ: Balance hasn't ended with the podcast and my overwhelming love for it can transfer to graphic novels now too. The story and characters translated so well from audio to visual and this was a super fun adaptation of the first arc I am SO EXCITED for more and to hopefully someday own all of Balance on my bookshelf!!...more,Notes are private!,0,6,1,"Aug 12, 2018","Aug 12, 2018","Aug 12, 2018",,Paperback,view (with text),/book/show/35684941-the-adventure-zone-vol-1
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,1984,"Orwell, George",,,,328        pp,4.19,"4,598,651","Jun 08, 1949","Jul 01, 1950",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Every year fewer and fewer words, and the range of consciousness always a little smaller. Even now, of course, there's no reason or excuse for commi ""Every year fewer and fewer words, and the range of consciousness always a little smaller. Even now, of course, there's no reason or excuse for committing thoughtcrime. It's merely a question of self-discipline, reality-control. But in the end there won't be any need even for that. The Revolution will be complete when the language is perfect.""I chose 1984 for the ""book that scares you"" space in book bingo with Ameet and I can say honestly no book has frightened me more. The first time I read this as a young teenager it instilled in me such a distrust in history, and it contributed greatly to the beginnings of my personal political research and journey. I only wish there wasn't so much casual misogyny to push through from Orwell, as in so many ""classics"". Nevertheless I'm grateful for the wariness reading this book first prompted in me and rereading it over a decade later, it's just as terrifying. ...more",Notes are private!,0,3,1,"May 30, 2018","Jun 06, 2018","May 30, 2018",,Mass Market Paperback,view (with text),/book/show/5470.1984
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Amber Spyglass        (His Dark Materials, #3)","Pullman, Philip",,,,542        pp,4.10,"360,038","Oct 10, 2000","May 27, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Was it hard to leave the Church?"" said Will. ""In one way it was, because everyone was so disappointed. Everyone, from the Mother Superior to the pri ""Was it hard to leave the Church?"" said Will. ""In one way it was, because everyone was so disappointed. Everyone, from the Mother Superior to the priests to my parents—they were so upset and reproachful... I felt as if something they all passionately believed in depended on me carrying on with something I didn't.  ""But in another way it was easy, because it made sense. For the first time ever I felt I was doing something with all of my nature and not only a part of it. So it was lonely for a while, but then I got used to it.""I couldn't tell you how many times I had the thought ""oh that's why we were taught in church that these books were evil,"" but it was a lot. The way Pullman presented his philosophy and exposed the dangers and evil inherent in religion made me feel stripped bare and understood. I joked about it, but I genuinely felt known by this man who has witnessed the hurt that a church can cause. I fell madly and quickly in love with almost every character in this series (special mention to Dr. Mary Malone and Lee Scoresby) and I was utterly stunned by the simple magic Pullman captured in every word about Lyra and about Will and about them together. This final book absolutely saw through everything the previous two deliberately and delicately set up, which is exactly what I want in a series. Beautiful!...more",Notes are private!,0,3,1,"May 24, 2018","May 29, 2018","May 24, 2018",,Paperback,view (with text),/book/show/312399.The_Amber_Spyglass
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eyes Too Dry,"Chipkin, Alice",1760680052,9781760680053,B0747YDDQM,205        pp,4.17,169,"Sep 01, 2017","Sep 01, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,often I find myself in what I call my 'emotional black hole'very little can penetrate when I'm thereI just have to waitI don't know if there's anythinoften I find myself in what I call my 'emotional black hole'very little can penetrate when I'm thereI just have to waitI don't know if there's anything harder than that waitA lot of damage can be done then...more,Notes are private!,0,1,1,"May 19, 2018","May 19, 2018","May 19, 2018",,Kindle Edition,view (with text),/book/show/36182362-eyes-too-dry
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Subtle Knife        (His Dark Materials, #2)","Pullman, Philip",,,,326        pp,4.15,"435,536","Jul 22, 1997","May 22, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""You think things have to be possible? Things have to be true!""""You think things have to be possible? Things have to be true!""...more",Notes are private!,0,3,1,"Apr 02, 2018","May 19, 2018","Apr 02, 2018",,Paperback,view (with text),/book/show/312408.The_Subtle_Knife
