,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Michele's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Confessions of a Shopaholic        (Shopaholic, #1)","Kinsella, Sophie*",0440241413,9780440241416,0440241413,368        pp,3.69,"751,446",2000,"Nov 04, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 21, 2010",,Mass Market Paperback,view,/book/show/9416.Confessions_of_a_Shopaholic
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Madame Mirabou's School of Love,"Samuel, Barbara*",0345469143,9780345469144,0345469143,307        pp,4.17,"2,042","Mar 28, 2006","Mar 28, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Scent of HoursThis is the story of a recently divorced woman named Nikki, who tries to find her way in the world while feeling bitter and bewildered. Scent of HoursThis is the story of a recently divorced woman named Nikki, who tries to find her way in the world while feeling bitter and bewildered. After (accidentally) blowing up her house, she moves to an apartment complex she dubs ""Splitsville,"" and makes new friends. Her ex-husband and teenaged daughter are in London, living with his new wife. Nikki's passion is perfume. Each chapter opens with notes from a journal she's kept all her life, outlining various scents and feelings brought about by those scents. Her dream is to one day open a perfume shop; however, she has to move through her bitterness and pain before realizing she is entitled to her dreams. The story is well written and the characters are colorful and well drawn. The sense of smell is so strong, it comes through on each page. Anyone with the slightest interest in perfumes or the art/chemistry of making perfume will enjoy and appreciate the way this rather unremarkable story is crafted. Overall, it was a quick read and I enjoyed experiencing Nikki's growth from page one to page three-hundred and seven. It also made me really appreciate the author's talent for sensory writing. ...more",Notes are private!,0,0,1,not set,"Mar 21, 2010","Mar 21, 2010",,Paperback,view (with text),/book/show/1049378.Madame_Mirabou_s_School_of_Love
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Facebook Fairytales: Modern-Day Miracles to Inspire the Human Spirit,"Liebert, Emily*",1602399433,9781602399433,1602399433,304        pp,2.93,138,"Apr 01, 2010","Apr 01, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Phenomenon that IS FacebookEmily Liebert had a brilliant concept for a book, and Facebook Fairytales doesn't disappoint. As a fan of this phenomenThe Phenomenon that IS FacebookEmily Liebert had a brilliant concept for a book, and Facebook Fairytales doesn't disappoint. As a fan of this phenomenal social networking website and because I have personal experience with both finding long-lost friends and also being found, I was eager to read her collection of ""Modern Day Miracles to Inspire the Human Spirit."" From the first page, I couldn't put it down. It's well-researched, well-written, relatable and highly entertaining. The reader is guaranteed to meet individuals he or she will immediately want to ""friend."" Liebert's collection includes some stories that might border on ""miraculous,"" however, I felt they were actually more mundane--and more relatable to all of us who use the site. The stories do, however, range from the poignant tales of a son finding his biological father and a woman finding a kidney donor, to something as simple as one person finding a lost, six-toed cat named ""Bob."" Reading the book definitely inspired me to use the site even more to locate other long-lost friends and acquaintances from my past. I should note I initially joined just to keep an eye on my kids . . . and yet, I've become hooked. Very well done. A great read and I highly recommend this book....more",Notes are private!,0,3,1,not set,"Mar 09, 2010","Mar 14, 2010",,Paperback,view (with text),/book/show/7015691-facebook-fairytales
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Loving Frank,"Horan, Nancy",0345494997,9780345494993,0345494997,384        pp,3.77,"98,730","Aug 07, 2007","Aug 07, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Loving the Excellent WritingThis remarkable work of fiction is well worth reading for many reasons. First and foremost, it is extremely well written aLoving the Excellent WritingThis remarkable work of fiction is well worth reading for many reasons. First and foremost, it is extremely well written and very well crafted. Author, Nancy Horan, a resident of Oak Park, Illinois, spent seven years researching the material and it shows through her storytelling. Piecing together recorded history with her imagination and clear love-of-the-subject, this is one of the best books I've experienced in a long time. My initial interest in Frank Lloyd Wright, the man, was sparked by a childhood spent in the western suburbs of Chicago, including a stint in Oak Park, where Wright's studio remains. I can therefore appreciate the author's fascination with the reason for Wright's departure from Oak Park. She does not sugarcoat the subjects. Both Frank Lloyd Wright and his lover/mistress, Mamah Borthwick Cheney, are not entirely likeable characters. On the contrary. They are, nevertheless, as fascinating today as they were as the subjects of the sensational newspaper articles that appeared about them in the early Twentieth Century when they abandoned their spouses and children in order to pursue a life together. Highly recommended for those interested in historical fiction, architecture, the women's suffrage movement, and, of course, anything about Frank Lloyd Wright. It's a real eye-opener, filled with drama, reality and tragedy....more",Notes are private!,0,0,1,not set,"Mar 03, 2010","Mar 10, 2010",,Hardcover,view (with text),/book/show/898885.Loving_Frank
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bunco Babes Tell All,"Geraci, Maria*",0425227588,9780425227589,0425227588,344        pp,3.82,326,"Mar 30, 2009","May 05, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Not as Much About Bunco as it is About One of the BabesThis is a fast read. Very fast, with snappy dialogue and colorful characters. I admit I felt obNot as Much About Bunco as it is About One of the BabesThis is a fast read. Very fast, with snappy dialogue and colorful characters. I admit I felt obligated to read it because not only do I belong to a bunco group, but also it just so happens I, too, wrote a novel about a group of women that play bunco. The novels share a ""borrowed interest"" on the popular dice game and also depict the strength of women's friendships. Reading it was (almost) as fun as a night out with the girls.Where the novels differ is how this talented storyteller, Maria Geraci, took the smart (commercial) approach of focusing primarily on one of the twelve women comprising the bunco group, and she brings in two others as significant satellite characters. It (again) makes for a fast read when you really only care about what's going on with one woman. However, I couldn't help but feel the others were left out, and it didn't truly give me a feel for the group. Therefore, I believe it isn't a novel about a bunco group . . . it's a novel about a Florida real estate agent who, for a few weeks, has a complicated life. And it just so happens to belong to a bunco group.Do they really have the time to meet EVERY Thursday? (Our group and all of those with which I'm familiar meet only once a month).There's a gratuitous sex scene starting off the tale . . . so if you like that kind of thing, you'll most likely enjoy the rest of Kitty's romp as well.3.5 starsFrom the author of ""It's Not Your Mother's Bridge Club.""...more",Notes are private!,0,3,1,not set,"Jan 11, 2010","Jan 11, 2010",,Paperback,view (with text),/book/show/6319129-bunco-babes-tell-all
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lacuna,"Kingsolver, Barbara",0060852577,9780060852573,0060852577,508        pp,3.81,"69,411","Nov 03, 2009","Nov 03, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Apr 21, 2010","Nov 24, 2009",,Hardcover,view,/book/show/6433752-the-lacuna
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Going Rogue: An American Life,"Palin, Sarah",0061939897,9780061939891,0061939897,413        pp,3.30,"11,660","Jan 01, 2009","Nov 17, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"First of all, I didn't buy this book--I borrowed it. I think Palin quit her job as governor of Alaska to cash-in on her celebrity and I don't think thFirst of all, I didn't buy this book--I borrowed it. I think Palin quit her job as governor of Alaska to cash-in on her celebrity and I don't think there's anything necessarily wrong with that--even though it doesn't make me respect her. It will certainly never make me believe she's qualified to hold public office. That said:This is a readable, well-written memoir of an extraordinary woman. Chapter one paints the picture of an ordinary woman--a mother strolling around a state fair with a baby in her arms, and a small child at her side. Then she admires a photograph of a beautiful young baby, a poster in the RIGHT TO LIFE booth at the fair. ""That's YOU,"" she whispers to her daughter. This is no ordinary woman. This is a woman who has a child model for a highly charged political topic. This is a woman who is the governor of Alaska. As the model child begs her for more cotton candy and a ride on the roller coaster, this extraordinary woman longs to be ordinary again. She longs for a time when politics was not a part of her world. Her phone rings. It's the republican Presidential candidate asking her to consider joining his ticket as Vice President of the United States. She goes for it. Love her or hate her, this book is simply about her. Sarah Palin tells the story of her life from birth through school, through her introduction to politics and through her experience in the white, hot light of the big stage. The first half (schooling, sports, stint as mayor, etc.) is a bit dull. The juicier stuff--the more controversial stuff about the campaign--doesn't come up until the second half. Regardless, the entire missive is dedicated to telling her version of the truth. And she's entitled to do so. So, if you're interested in learning everything there is to know about this woman, you'll learn far more by reading this book than you did when you were trying to learn about her during the campaign. That's the only reason to read it....more",Notes are private!,0,2,1,not set,not set,"Nov 24, 2009",,Hardcover,view (with text),/book/show/6922622-going-rogue
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The White Tiger,"Adiga, Aravind",1416562591,9781416562597,1416562591,276        pp,3.76,"191,602","Apr 22, 2008",2008,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Very EntertainingI actually listened to this book and truly enjoyed the narrator telling the story of this entrepreneur in modern day India. I will exVery EntertainingI actually listened to this book and truly enjoyed the narrator telling the story of this entrepreneur in modern day India. I will expand the  soon....more,Notes are private!,0,0,1,not set,"Nov 24, 2009","Nov 19, 2009",,Hardcover,view (with text),/book/show/1768603.The_White_Tiger
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Still Alice,"Genova, Lisa*",0595440096,9780595440092,0595440096,292        pp,4.32,"341,637","Jul 06, 2007","Jul 06, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Far More Than a List of SymptomsThis fictional story of Dr. Alice Howland, renowned Harvard Professor of Linguistics, and her experience with early onFar More Than a List of SymptomsThis fictional story of Dr. Alice Howland, renowned Harvard Professor of Linguistics, and her experience with early onset Alzheimer's disease is both informative and moving. In a month by month account first leading into her diagnosis (at the age of 50) and the year or so that follows into her degenerative dementia, we get inside her mind. And we experience her loss of it. More than just a list of symptoms, the reader gets a clear understanding of how this disease also affects family members and caregivers. It is heartbreaking and uplifting at the same time. I was moved to tears and highly recommend this book to anyone interested in learning more about Alzheimer's and how to treat those suffering from this hereditary disease in social situations. ...more",Notes are private!,0,2,1,not set,"Oct 13, 2009","Oct 08, 2009",,Paperback,view (with text),/book/show/2153405.Still_Alice
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Megan's Way,"Foster, Melissa*",1432744429,9781432744427,1432744429,298        pp,3.50,"1,759","Jul 17, 2009","Jul 17, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 01, 2009",,Paperback,view,/book/show/6716452-megan-s-way
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Please, No Zits! And Other Short Stories for LDS Youth","Bradshaw, Anne*",0979434009,9780979434006,0979434009,131        pp,3.67,18,"Jan 01, 2007","Aug 08, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 26, 2009",,Paperback,view,/book/show/1981490.Please_No_Zits_And_Other_Short_Stories_for_LDS_Youth
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Atlas Shrugged,"Rand, Ayn",0452011876,9780452011878,0452011876,"1,168        pp",3.69,"390,119","Oct 10, 1957","Aug 01, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Shrugging It OffI have the overwhelming desire to turn a cartwheel, to celebrate the completion of the chore of reading Atlas Shrugged. And there’s noShrugging It OffI have the overwhelming desire to turn a cartwheel, to celebrate the completion of the chore of reading Atlas Shrugged. And there’s no mistaking it. Reading this 1168 page tome was a CHORE.Why did I take it on? Number one: It was the October selection for my book club, a group of women I cherish. Number two: It’s been on my bookshelf gathering dust since 1992. (Do the math. That’s 17 years).So, it took me 17 years to think about reading this monumental piece of literature, and six weeks to plow through it. Until yesterday, it took over my life. Perhaps slightly changed by reading this rich story of American industrialists in a capitalism vs. communism struggle, regardless, I want my life back—my productive, happy life. Because I had both the hardbound version and the audio version, the story and the characters rarely left me. The good news is that I didn’t just sit on my arse and read. While listening, I was a productive member of society and created an entire jewelry line using precious metals and copper. I’m not sure, however, if it would have earned me an invitation to “Galt’s Gulch” (Rand’s version of Atlantis). In fact, I had a hard time sorting through all the larger-than-life characters to find someone to whom I could relate.The heroes are all, perhaps, too perfect and the “looters” are all too pathetic. Dagny Taggert is a brilliant and beautiful engineer who runs a railroad. One of her many lovers is Hank Rearden, who creates a new, industry-changing metal. Another is Francisco d’Anconia, of the d’Anconia Copper family. And then, of course, there’s the most significant character of all, about whom we are asked from beginning and throughout the story, “Who is John Galt?” The king of the pathetic looters is James Taggert, Dagny’s moronic brother, who is one among a host of government-directed 'officials' who systematically take steps to destroy the country by imposing and acting upon a series of directives/acts.The story is fascinating and the characters are incredibly well drawn, albeit highly unlikeable. First published in 1959, some aspects are dated, and yet, current political and governmental activities, particularly relating to corporate bailouts and economic stimulus plans, make Atlas Shrugged eerily prophetic and certainly worth discussing in intellectual circles.Its biggest detriment is the length. Characters don’t dialog. Instead, they engage in proselytizing speeches that go on and on and on and on and on to the point of mind-numbing repetition. I think Rand could have easily gotten the same message/information/story across in half the number of pages. Now that I’m finished I don’t regret the reading experience. As a writer, I can’t help but admire Rand’s accomplishment and her amazing focus. I could take a page from her book—so-to-speak—and get back to writing my own novel. So, I will therefore close Atlas Shrugged once and for all (I don’t anticipate reading it again) and before I get back to work, I will contemplate my role in society and what I have to offer.First things first: Should I name the new jewelry line “Rearden Metals?” How about “Michele Shrugged?”Whatever....more",Notes are private!,0,9,1,not set,"Oct 08, 2009","Aug 26, 2009",,Paperback,view (with text),/book/show/662.Atlas_Shrugged
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dreams from My Father: A Story of Race and Inheritance,"Obama, Barack*",1921351438,9781921351433,1921351438,453        pp,3.93,"225,129",Jul 1995,2004,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Getting to Know Obama, the ManThere is no way around expressing that this is a remarkably well-written memoir. Per the title, the author, Barack “BarrGetting to Know Obama, the ManThere is no way around expressing that this is a remarkably well-written memoir. Per the title, the author, Barack “Barrry” Obama, tells not only his life story, but also focuses on the subject of race in America. He tells his personal history as well as the history of American’s race relations and understanding through the eyes of a biracial boy-turned man, coming of age in the late 20th Century. Throughout his life, it’s apparent Obama has commanded attention through his intelligence, good nature, handsome being, and strong family background. This tale is as much about his Midwestern-born white mother and grandparents, “Gramps” and “Toot,” as it is about his biological Kenyan-born father. It’s still remarkable to comprehend that this narrator, given his roots, eventually becomes the elected 44th President of the United States.I enjoyed listening to the narration of this story by the author. He unabashedly recalls both events and conversations of his youth, and without fear or tiresome, guarded political motivations. He expresses true accounts of his coming of age and the understanding of his heritage. And I particularly enjoyed Obama’s recollection of his journey to “Home Squared,” when he visited Kenya for the first time and related my own first visit to this fascinating country. Every American, black or white, can’t help but learn about the role of race plays in a community when traveling the streets of Nairobi or the red dirt roads of the Western Provence.Please read (or listen to) this book. Love him or loathe him, at least get to know him. This book commands great respect and I give it my highest recommendation....more",Notes are private!,0,2,1,not set,Aug 2009,"Aug 23, 2009",,Paperback,view (with text),/book/show/88061.Dreams_from_My_Father
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shattered Dreams: My Life as a Polygamist's Wife,"Spencer, Irene",1599957191,9781599957197,1599957191,385        pp,3.84,"8,556","Aug 22, 2007","Aug 22, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Too Many Wives . . . Too Many KidsI can honestly say I’ve never read anything quite like the life story of Irene Spencer in her memoir Shattered DreamToo Many Wives . . . Too Many KidsI can honestly say I’ve never read anything quite like the life story of Irene Spencer in her memoir Shattered Dreams: My Life as a Polygamist’s Wife. Stories like this are seldom told. Either the subject doesn’t live to tell the tale, or more specifically, her lack of formal education, interaction with the outside world OR her religion would forbid it.My first thought upon finishing this long story of poverty, grief and heartache was, thank GOD she escaped this lifestyle and found a way to help the world to better understand plural marriage. To most of us, it’s a mystery. In spite of the current HBO television drama “Big Love,” which focuses on a polygamist family functioning in the outside world and fundamentalists living in a Utah colony, and last summer’s news story about the raid of a Texas colony practicing polygamy, I don’t think many outside of the Mormon church know much about the practice or the history of it. The author lays it all bare and particularly helps the reader understand the rationalizations and belief system behind the practice of polygamy. From growing up in a polygamist household and her struggle through the decision making process of staying faithful to her religion, she becomes the second wife of a man named Verlan LeBaron. What follows is a life of constant pregnancies, constant moving and constant disappointment.Spencer’s writing style is simple and charming. You can’t help but like her and stay with her through page after page of her complaints and heartbreaks. Above all else, it’s a fascinating story. I found myself constantly turning to the center photo spread to help keep track of what ultimately became a family of ten wives and over forty children. As I said, it’s amazing she lived to tell the tale.It’s one of those books that will remind you how important it is to count your blessings, and I recommend it for those who enjoy reading memoirs of unique characters....more",Notes are private!,0,5,1,not set,Mar 2009,"Mar 30, 2009",,Hardcover,view (with text),/book/show/275893.Shattered_Dreams
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crooked Moon,"Brodey, Lisette*",0981583660,9780981583662,0981583660,338        pp,3.91,184,"Feb 19, 2008","Feb 21, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 05, 2009",,Paperback,view,/book/show/6077081-crooked-moon
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,No Angel: My Harrowing Undercover Journey to the Inner Circle of the Hells Angels,"Dobyns, Jay",0307405850,9780307405852,0307405850,328        pp,3.83,"6,448","May 01, 2009","Feb 10, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A Raw, Real and Riveting MemoirCaptivating from the first page, No Angel thrusts the reader into the inner world of the outlaw motorcycle gang, the HeA Raw, Real and Riveting MemoirCaptivating from the first page, No Angel thrusts the reader into the inner world of the outlaw motorcycle gang, the Hells Angels. This is the story of an obsessed man, who with the all-or-nothing mentality in his makeup becomes the first undercover law enforcement agent to penetrate this notorious group. The story is conveyed with brutal honesty. Jay Dobyns, using the alias ""Bird"" relies not only on his memories of the two year ATF case known as ""Black Biscuit,"" but also on surveillance tapes and transcripts. They help provide detailed dialog between the operatives and their suspects. He puts you in the dark rooms, smoke-filled clubhouses, beer-soaked bars and inky tattoo parlors as you witness his transformation from a sandy-haired football star and all-American dad to a scary looking dude with a braided goatee. He becomes Bird. He also becomes a patched Hells Angel, sacrificing everything dear to him in the process: his family, his friends, and nearly his soul. In a moment, however, just before the case shuts down, he experiences a revelation. It's not merely about the good and evil among the Hells Angels or in himself, it was the basic understanding this ""brotherhood"" was ""nothing more than a support group for misunderstood loners held together by hate and money."" Immersed in this HATE for so long, he ultimately casts it aside for everything he LOVES, and expresses this personal epiphany with tremendous humility. In spite of a disappointing outcome for Black Biscuit and his exposure as an undercover agent, this makes Jay a hero, and makes No Angel a story worth reading. There are many characters on both sides of the law and a slew of unfamiliar terminology and acronyms, but photos, glossaries maps and lists are provided to guide the reader. Very well done. ...more",Notes are private!,0,6,1,not set,"Feb 22, 2009","Feb 19, 2009",,Hardcover,view (with text),/book/show/3425474-no-angel
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Not Even God: The Curious Partnership Of God And Man,"Rocine, Bryan",0982070209,9780982070208,0982070209,200        pp,4.38,8,"Aug 01, 2008","Aug 15, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Aug 26, 2009","Feb 08, 2009",,Paperback,view,/book/show/5103503-not-even-god
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Extremely Loud & Incredibly Close,"Foer, Jonathan Safran *",0618711651,9780618711659,0618711651,326        pp,3.97,"420,933",2005,"Apr 04, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 08, 2009",,Paperback,view,/book/show/4588.Extremely_Loud_Incredibly_Close
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Interpreter of Maladies,"Lahiri, Jhumpa",0618101365,9780618101368,0618101365,198        pp,4.17,"193,351","Apr 20, 1999","Jan 01, 2000",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Character-Rich StoriesThis collection of nine stories was the choice for our January book club. Jhumpa Lahiri is a talented storyteller and the topic Character-Rich StoriesThis collection of nine stories was the choice for our January book club. Jhumpa Lahiri is a talented storyteller and the topic of “maladies,” which is woven through each tale, made for interesting discussion. The stories are character-rich and are set in both India and the Eastern Seaboard of the United States. Regardless of the setting, Lahiri’s description is filled with minute, sensory-oriented detail. The characters become three dimensional as they share what humors and ails them. All are quite memorable, making each story stand out as an individual accomplishment.I enjoyed all nine, but among my favorites was “Blessed House,” about a young Indian couple in a new home. They find what seems to be an endless stash of Christian artifacts and these statues, icons and effigies tickle the wife, Twinkle, and horrify the husband, Sanjeev. I also loved the final story, “The Third and Final Continent,” told by a Bengali man who left India (Asia) in 1964, went first to London (Europe) and then Boston (North America) where he began is new life and faced his ultimate destination. What stands out most about this story is his experience with the 103 year-old landlady, Mrs. Croft, with whom he lived for several weeks prior to his wife’s arrival. It teaches him a lot about relationships, particularly the relationship that becomes most important to him. Simply “splendid!”Highly recommend for both excellent writing and outstanding storytelling....more",Notes are private!,0,3,1,not set,"Jan 08, 2009","Jan 03, 2009",,Hardcover,view (with text),/book/show/5439.Interpreter_of_Maladies
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Too Close to the Sun: Growing Up in the Shadow of my Grandparents, Franklin and Eleanor","Roosevelt, Curtis",1586485547,9781586485542,1586485547,320        pp,3.80,162,"Oct 22, 2008","Oct 28, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Fascinating Look at the Roosevelt FamilyWritten by the grandson of President Franklin Delano Roosevelt, this is a memoir about what it was like to groFascinating Look at the Roosevelt FamilyWritten by the grandson of President Franklin Delano Roosevelt, this is a memoir about what it was like to grow up in the bright spotlight (the sun) of the White House. Born Curtis Dall, then Curtis Boettinger after his stepfather, and finally Curtis Roosevelt, he is the son of Franklin and Eleanor’s oldest child (and only daughter), Anna. Anna divorced her husband Curtis Dall and moved to the White House when her two children were only six and three years old. Known as “Buzzie and Sistie,” the First Grandchildren immediately became the darlings of the press.Curtis writes that his life in the White House offered “immense and wonderful privilege,” yet admits it had a double edge. “Life outside the protection and isolated White House cocoon became hugely distorted, especially for an impressionable youngster like me . . . Intoxicated by the exhilarating environments . . . I created a dream world that protected me and it became a form of addiction.”This is an interesting take on what it was like to grow up in front of the press and in the White House, and it’s especially interesting on the verge of the new administration, when once again, young children will be involved. Will the impact be overwhelming as it was for this author? Or will it be like more recent children of Presidents (carefully shielded from the press) and merely be a unique phase of childhood? One can’t help but be fascinated by the offspring of our Presidents.This is a fascinating inside look at the Roosevelt family with an impressive collection of photos. A great holiday gift idea for those interested in American and Presidential history....more",Notes are private!,0,1,1,not set,"Dec 09, 2008","Dec 09, 2008",,Hardcover,view (with text),/book/show/3026412-too-close-to-the-sun
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Tales of Beedle the Bard,"Rowling, J.K.",0747599874,9780747599876,0747599874,105        pp,4.04,"488,356","Jan 01, 2008","Jan 01, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"For Those of Us Who Cannot Get EnoughThe loveable Albus Dumbledore, headmaster of the Hogwarts school and Harry Potter’s mentor and commentator featurFor Those of Us Who Cannot Get EnoughThe loveable Albus Dumbledore, headmaster of the Hogwarts school and Harry Potter’s mentor and commentator featured in these pages, lives on in this slim collection of five fairy tales. Told from the wizard’s perspective, it’s a fresh look at some familiar and not-so-familiar fables, and the sharp wit of J.K. Rowling make it a delightful read. The black and white illustrations aren’t that great, but as with all of the Potter stories, one doesn’t buy this book for anything more than the transport to the vivid world created by Rowling and the ongoing conflicts between muggles and wizards. (BTW: I actually cried during book seven of the Potter Series because I knew the series had come to an end). So, this little book was a delightful treat.It will make an EXCELLENT and affordable holiday gift for the Harry Potter fanatic in your family—or your school grab bag or Secret Santa. In addition, sales of this book are raising money for children in Eastern European institutions. ...more",Notes are private!,0,0,1,not set,"Dec 08, 2008","Dec 08, 2008",,Hardcover,view (with text),/book/show/3950967-the-tales-of-beedle-the-bard
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Toonies Invade Silicon Valley,"Dravis, Betty*",1932586296,9781932586299,1932586296,164        pp,4.48,63,"Apr 07, 2005","Jan 01, 1756",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 18, 2008",,Paperback,view,/book/show/639770.The_Toonies_Invade_Silicon_Valley
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Smart One and the Pretty One,"LaZebnik, Claire*",0446582069,9780446582063,0446582069,288        pp,3.60,"4,537","Sep 10, 2008","Sep 10, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Claire LaZebnik Nails ItI love a good sister story and found this one, The Smart One and the Pretty One, thoroughly enjoyable. It’s not a stretch of tClaire LaZebnik Nails ItI love a good sister story and found this one, The Smart One and the Pretty One, thoroughly enjoyable. It’s not a stretch of the imagination to guess we have two interesting young women, one a responsible lawyer, and the other a recently fired spendthrift, each traveling through life on a different path. It’s just that during the course of this tale, their paths lead to the same place: home. It’s similar to the novel In Her Shoes by Jennifer Weiner, however, this is a new pair of sisters with a different set of challenges. The writing is very good and the characters well developed.The pretty one, Lauren, moves back to her childhood home in LA after a stint in New York for two reasons: She’s fired from her job and she learns her mother has breast cancer. Meanwhile, Ava, the smart sister, is still in LA busy with her job as an attorney. They are both beautiful in a Julianna Margulies kind of way, but Lauren has learned to flaunt her beauty with stylish fashions, while Ava hides it by wearing bad shoes and skirts that are too long. It’s very clear that they hold their labels closely. This is annoying. BUT, to counter these characteristics, they both have a wonderful sense of humor, a great rapport with one another, and are both very much like their extremely likeable mother, Nancy, who undergoes chemotherapy throughout the story.We see them deal not only with their mother’s cancer treatment, but also with their love lives (or potential love lives), and each learns more about herself and her sister by the last page. Very well done and my favorite of LeZabnik’s three novels....more",Notes are private!,0,0,1,not set,"Oct 13, 2008","Nov 13, 2008",,Paperback,view (with text),/book/show/3137694-the-smart-one-and-the-pretty-one
