,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Ioana's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
224,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,And the Trees Crept In,"Kurtagich, Dawn*",0316298700,9780316298704,0316298700,341        pp,3.56,"6,474","Sep 06, 2016","Sep 06, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 13, 2016",,Hardcover,view,/book/show/28449150-and-the-trees-crept-in
225,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Reykjavík Nights: Murder in Reykjavík        (Young Inspector Erlendur, #2)","Indriðason, Arnaldur",1846558123,9781846558122,1846558123,294        pp,3.68,"6,066",2012,"Oct 21, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 13, 2016",,Hardcover,view,/book/show/18803656-reykjav-k-nights
226,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Immortal Life of Henrietta Lacks,"Skloot, Rebecca*",1400052173,9781400052172,1400052173,370        pp,4.12,"735,131","Feb 02, 2010","Feb 02, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Jun 09, 2016",Jul 2016,"Jun 09, 2016",,Hardcover,view,/book/show/6493208-the-immortal-life-of-henrietta-lacks
227,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Gap of Time,"Winterson, Jeanette",0804141371,9780804141376,0804141371,273        pp,3.68,"8,261","Oct 06, 2015","Jun 21, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 09, 2016",,Paperback,view,/book/show/29236326-the-gap-of-time
228,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Geek Feminist Revolution,"Hurley, Kameron*",0765386259,9780765386250,,285        pp,3.87,"4,223","May 31, 2016","May 31, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 08, 2016",,ebook,view,/book/show/26792189-the-geek-feminist-revolution
229,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trump University 2010 Playbook,"University, Trump",,,,172        pp,3.33,3,unknown,2010,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 02, 2016",,ebook,view,/book/show/30328506-trump-university-2010-playbook
230,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret History,"Tartt, Donna",1400031702,9781400031702,1400031702,559        pp,4.17,"741,819","Sep 16, 1992","Sep 11, 1992",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 02, 2016",,Paperback,view,/book/show/29044.The_Secret_History
231,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,American Terrorist,"Strasser, Todd*",,,,256        pp,2.96,194,"Aug 24, 2016",Jul 2018,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"To Do: Write scathing letter to editors at Simon & Schuster for even considering publishing such a filthy rotting piece of trash - FOR CHILDREN!!! FORTo Do: Write scathing letter to editors at Simon & Schuster for even considering publishing such a filthy rotting piece of trash - FOR CHILDREN!!! FOR CHILDREN, I TELL YOU; work on this . So far, this comment takes the cake: ""At first I thought Todd Strasser was a pseudonym for Donald Trump"".... Well sadly apparently it's not just Donald Trump who's an uneducated simplistic moronic racist xenophobic jerk. ...more",Notes are private!,0,8,1,not set,not set,"Jun 02, 2016",,Hardcover,view (with text),/book/show/30289333-american-terrorist
232,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sellout,"Beatty, Paul",0374260508,9780374260507,0374260508,289        pp,3.75,"68,712","Mar 03, 2015",2015,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 02, 2016",,Hardcover,view,/book/show/22237161-the-sellout
233,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mystics of Mile End,"Samuel, Sigal*",0062412175,9780062412171,0062412175,310        pp,3.66,777,"May 01, 2015","Oct 13, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 02, 2016",,Paperback,view,/book/show/24331537-the-mystics-of-mile-end
234,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Human Acts,Han Kang,1101906723,9781101906729,1101906723,218        pp,4.22,"32,056","May 19, 2014","Jan 17, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 31, 2016",,Hardcover,view,/book/show/30091914-human-acts
235,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Weapons of Math Destruction: How Big Data Increases Inequality and Threatens Democracy,"O'Neil, Cathy",0553418815,9780553418811,0553418815,259        pp,3.88,"27,034","Sep 06, 2016","Sep 06, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 31, 2016",,Hardcover,view,/book/show/28186015-weapons-of-math-destruction
236,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chronicle of a Last Summer,"El Rashidi, Yasmine",077043729X,9780770437299,077043729X,181        pp,3.19,"1,000","Jun 28, 2016","Jun 28, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 31, 2016",,Hardcover,view,/book/show/27162989-chronicle-of-a-last-summer
237,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Apache Wars: The Hunt for Geronimo, the Apache Kid, and the Captive Boy Who Started the Longest War in American History","Hutton, Paul Andrew",0770435815,9780770435813,0770435815,514        pp,4.10,"1,521","May 03, 2016","May 03, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 31, 2016",,Hardcover,view,/book/show/18240240-the-apache-wars
238,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wonder,"Donoghue, Emma*",0316393878,9780316393874,0316393878,291        pp,3.64,"86,230","Sep 20, 2016","Sep 20, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 31, 2016",,Hardcover,view,/book/show/28449257-the-wonder
239,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Invoice,"Karlsson, Jonas",110190514X,9781101905142,110190514X,204        pp,3.62,"3,428","Sep 22, 2011","Jul 12, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 31, 2016",,Hardcover,view,/book/show/27245980-the-invoice
240,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Tea Planter's Wife,"Jefferies, Dinah*",0451495977,9780451495976,0451495977,432        pp,3.80,"20,466","Aug 27, 2015","Sep 13, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 31, 2016",,Hardcover,view,/book/show/28439542-the-tea-planter-s-wife
241,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Still Here,"Vapnyar, Lara",1101905522,9781101905524,1101905522,308        pp,3.42,973,"Aug 02, 2016","Aug 02, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 31, 2016",,Hardcover,view,/book/show/27774481-still-here
242,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sunlight Pilgrims,"Fagan, Jenni*",0553418874,9780553418873,0553418874,272        pp,3.60,"2,697","Mar 24, 2016","Jul 19, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 31, 2016",,Hardcover,view,/book/show/27272259-the-sunlight-pilgrims
243,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lost Daughter,"Ferrante, Elena",1933372427,9781933372426,1933372427,140        pp,3.73,"47,017","Jan 01, 2006","Apr 01, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 31, 2016",,Paperback,view,/book/show/1058564.The_Lost_Daughter
244,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blood at the Root: A Racial Cleansing in America,"Phillips, Patrick",0393293017,9780393293012,0393293017,320        pp,4.31,"3,352","Sep 20, 2016","Sep 20, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 31, 2016",,Hardcover,view,/book/show/28789644-blood-at-the-root
245,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Wilde Times: Patricia Wilde, George Balanchine, and the Rise of New York City Ballet","Lobenthal, Joel",1611688035,9781611688030,1611688035,312        pp,3.86,35,"Jun 07, 2016","Jun 07, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 31, 2016",,Hardcover,view,/book/show/27177860-wilde-times
246,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Engineering Eden: The True Story of a Violent Death, a Trial, and the Fight over Controlling Nature","Smith, Jordan Fisher*",0307454266,9780307454263,0307454266,384        pp,4.07,705,"Jun 07, 2016","Jun 07, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,0,not set,not set,"May 31, 2016",,Hardcover,view,/book/show/26891330-engineering-eden
247,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mastermind,"Unger, David",1617754420,9781617754425,1617754420,320        pp,3.49,214,"Jul 23, 2015","Apr 05, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Regrettably, if you are currently watching or listening to this message, it’s because I was murdered by President Alvaro Colom…” (Youtube: The Unspea""Regrettably, if you are currently watching or listening to this message, it’s because I was murdered by President Alvaro Colom…” (Youtube: The Unspeakable Murder of Rodrigo Rosenberg) Rodrigo Rosenberg Marzano (b. 1960), a Guatemalan lawyer, was murdered on May 10, 2009. On May 12, a video Marzano had recorded before his death was posted to youtube. In it, he claimed that President de Colom was responsible for the death of two of his clients, political opponents of de Colom as well as for Marzano’s own murder, and went on to list numerous allegations of corruption, money laundering, and other illegal activities allegedly engaged in by the administration. By May 13, the FBI had arrived on the scene to assist in the investigation as Guatemala was swept by protests, political upheavals, and arrests (including of a blogger who urged depositors to withdraw all assets from Banrural). Six months later, on January 10, 2010, the UN International Commission against Impunity in Guatemala concluded that Marzano had commissioned his own death and been involved in an elaborate plot to bring down the Guatemalan president.That is the true story. The Mastermind is a reimagined account of this stranger-than-fiction tale, spun as a love-story and vivid account of the corruption permeating Guatemalan politics.Attorney Guillermo Rosensweig leads the picture-perfect life: wife, two kids, lucrative profession, nice home. He also sleeps around—a lot. And, of course, one day he falls madly in love (well, more like lust) with a client’s daughter. This client, incidentally, has been part of a commission set up to investigate the Guatemalan president for money laundering and other criminal activities. The story’s political and historical outlines roughly follow the ‘true story’ for much of the novel (with twists, which I will not spoil).The Mastermind was for me an incredibly fascinating read, especially as my first novel by a Guatemalan author. I visited Guatemala in 2013 and was so struck by its creative, vibrant, verdant, colorful vibe (to this day, I have not visited a place as welcoming as Guatemala, and I do mean: the place itself, not just the people, who were also extremely friendly).[image]Guatemala 2013As described by Unger, Guatemala is the ‘cultural’ center of Central America, but there are so many layers I, in my touristy, American naivete, was not aware of. I have read enough to know that we (the US) have wrecked significant chaos in Latin America by propping up puppet dictators amongst other imperial acts, especially during the Cold War (in our ever-feverish quest to squelch communist sympathies), and also enough to know I don’t really know enough to speak of this in an educated way, or even, apparently, to understand the undercurrents of the repercussions as they manifest today (during my visit).While much of the story revolves around the tortured love-making of Rosensweig and his client’s daughter, what struck me most about The Mastermind was the portrayal of modern Guatemala, of a life lived in a place beset with corruption at all levels of political, economic, and social structures. Unger renders daily experience as an acceptance of inevitable incompetence, murder, exploitation, and fraud, as resignation. “The beauty of living in a country as corrupt as Guatemala,” he writes, “is that evidence can vanish as easily as smoke. Scarcity creates a society in which the truth of any situation can be variable or even paradoxical, and very few people will care. It happens all the time…” Still, there is an undercurrent of hope displayed by all characters, even Rosensweig himself, who, after all, by creating the video, declares his willingness to sacrifice himself in order to expose corruption and ‘save’ his country (true, his life was in shambles by this point and he is an at times detestable, egoistical character, but still, he is unquestionably passionate about the state of Guatemalan politics/life). The book is not perfect—there is a good amount of ‘telling’, especially polemical asides about the political situation in Guatemala. I did not actually mind this at all (as I would if this book was set in the US and written by an American author), because this is the first I’ve read a Guatemalan voice on the matter. It’s also definitely rated “X” for graphic sex (not my thing in literature; usually I see it as a cop-out, but in this instance, it worked well with the tone/mood and characterizations).Probably the most exciting effect of reading this is that I am now absolutely motivated to read more about Guatemalan history (I have had The Blood of Guatemala: A History of Race and Nation by Greg Grandin on my shelf since my trip to Guatemala, definitely time to move it to the top of the list—and also, to find history books written by Guatemalans); I also very much look forward to reading more Guatemalan fiction. Definitely recommended!...more",Notes are private!,0,25,1,"May 31, 2016","Jun 08, 2016","May 31, 2016",,Paperback,view (with text),/book/show/26196104-the-mastermind
248,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Hundred Days,"McGuinness, Patrick",1854115413,9781854115416,1854115413,384        pp,3.77,"1,444","May 01, 2011","Jun 01, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2017,"May 31, 2016",,Paperback,view,/book/show/10456114-the-last-hundred-days
249,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mathematical Century: The 30 Greatest Problems of the Last 100 Years,"Odifreddi, Piergiorgio",0691128057,9780691128054,0691128057,224        pp,3.72,32,2004,"Oct 22, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 28, 2016",,Paperback,view,/book/show/600062.The_Mathematical_Century
250,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Quantum Mechanics: The Theoretical Minimum        (Theoretical Minimum #2),"Susskind, Leonard",0465036678,9780465036677,0465036678,364        pp,4.32,"1,789","Jan 01, 2014","Feb 25, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 28, 2016",,Hardcover,view,/book/show/18210750-quantum-mechanics
251,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Regional Office is Under Attack!,"Gonzales, Manuel*",1594632413,9781594632419,1594632413,400        pp,3.22,"5,374","Apr 12, 2016","Apr 12, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 28, 2016",,Hardcover,view,/book/show/25938482-the-regional-office-is-under-attack
252,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Secondhand Time: The Last of the Soviets,"Alexievich, Svetlana",1922253995,9781922253996,B01DI6E5NK,496        pp,4.46,"17,975","Aug 15, 2013","May 16, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""We sit atop the ruins of socialism like it's the aftermath of war.""UNLIMITED STARS. One of the best books I've ever read. THE most personally tou""We sit atop the ruins of socialism like it's the aftermath of war.""UNLIMITED STARS. One of the best books I've ever read. THE most personally touching and relevant book I've EVER read. A book that penetrates the soul of my being and explains me to myself. An Autobiographical Reviewthis book is my autobiography, and it speaks my heart better than I ever have articulated it myself; many details below are personal, but they are also in the book, and what the book is about. ""Communism had an insane plan: to remake the ""old breed of man,"" ancient Adam. And it really worked … Perhaps it was communism’s only achievement. Seventy-plus years in the Marxist-Leninist laboratory gave rise to a new man: Homo sovieticus. Although we now live in separate countries and speak different languages, you couldn’t mistake us for anyone else. We’re easy to spot! People who’ve come out of socialism... We have a special relationship with death. How much can we value human life when we know that not long ago people had died by the millions? We’re full of hatred and superstitions. All of us come from the land of the gulag and harrowing war. Collectivization, dekulakization, mass deportations … This was socialism, but it was also just everyday life.""Not sure there is any overlap of experience between a life lived under communism as it manifested in Eastern Europe vs. a life lived in a capitalistic society, such as that embodied in the United States. My experience has straddled both, with the transition from the former to the latter a violently, radically sudden rupture at a young and impressionable age. One day, I was accompanying my mom on her daily errands through Bucharest's dilapidated landscape of empty government-run stores and identically dreary blocks of (state-issued of course) tenement housing, waiting in the 4th line of the day, for an extra handful of eggs she would receive for bringing me along. Then excitedly heading home for the 30 minutes of kids' TV programming offered daily (of 2 or 3 hours total broadcasting, on one channel). All the while, being tailed by the Securitate (my father had defected and been sentenced in absentia, so we lived under constant surveillance).Seemingly the next day - well. You've heard the stories of immigrant shock: the vast highways, insanely stocked supermarkets (supermarkets! we had no such thing). The variety, the diversity, the choices, the sheer mass, density, amount of STUFF. And people who nonchalantly wander through it all, completely nonplussed at the fact that there are mounds of bananas everywhere and people aren't shoving each other out of the way to get to them. Ok so I had had ONE banana my entire childhood - smuggled into the country illegally of course. To this day I'm still ... touched? surprised, just a little? at how much we take bananas for granted, at least here in the DC area.Of course the stuff is only the beginning, only the surface layer that one immediately notices upon stepping off a plane into the Land of Abundance and Freedom for the first time. The divergences penetrate deep into the psyche/soul/historical memory/collective un/consciousness of the people and place. Everything down (up?) to structures of thought, modes of interaction, even constructs for understanding the self - ALL are different in a society that limits ALL material conditions and social acts (energy, food, media, knowledge, books, speech, movement, communication) vs. a society that views freedom and choice as fundamental.Understanding the radical rupture created in my being by my move from Eastern Europe (Romania) to the US is the Holy Grail Quest of my life. I was young, it's true, but you never forget-""It wasn’t that long ago, but it’s as though it happened in another era … a different country … That’s where we left our naïveté and romanticism. Our trust. No one wants to remember it now because it’s unpleasant; we’ve lived through a lot of disappointment since then. But who could say that nothing has changed? Back then, you couldn’t even bring a Bible over the border. Did you forget that? When I’d come visit them from Moscow, I’d bring my relatives in Kaluga flour and noodles as presents. And they would be grateful. Have you forgotten? No one stands in line for sugar and soap anymore. And you don’t need a ration card to buy a coat. Did you forget that?No - you do not forget: childhood baths taken in a little pot in the middle of the living room, with mom pouring hot water heated on the stove. You do not forget relatives from the country bringing you the only meat you would eat that month - to this day, you do not scoff at pig feet or intestines or whatever items are too unfashionable in your new environment. You do not forget Sandy Bell, the only cartoon on TV for years, 30 minutes every weekday night. You do not forget salami (salami, the lifeblood/black market currency/favorite delicacy/only deli meat of communism - appears on almost every other page of Secondhand Time).Because you do not forget these things, because you can never quite look at bananas in the same way as your new neighbors or new generations, because you never do overcome the cynicism and bravado you learned in diapers torn from old sheets and laundered with coarse hand-made soap, because you do not forget, you don't ever fully adapt to Capitalism. Or, you adapt but do not fully accept - there is always a streak of nostalgia for old days of suffering, or a melancholy for the self-determination needed to survive 'back then', or paranoia, denial, indelible, fundamental distrust of/about existence, society, other people in your new environment. Secondhand Time: The Last of the Soviets is an oral history of this transition from full-blown privation, closed-off-to-the-world communism to a more or less capitalistic society. Told, as always with Alexievich's work, through a complex tapestry of voices, collected over many hundreds of hours worth of interviews, The Last of the Soviets is an explosively profound rendering of the collective memory of the region, before-during-after revolution. HIGHLY recommended for anyone interested in either modern Russia/Eastern Europe, or the old USSR/Eastern Europe, or the transition from communism to capitalism, or in life under totalitarianism more broadly, or in the psychology of oppression and resistance.Note About Reading this in Parallel with The Fox was Ever the HunterEastern European literature speaks to me in a way that no other work can (the reasons are obvious). I find my heart somewhere between Alexievich and Ludmilla Petrushevskaya, and was so saddened/disappointed just earlier this week in my reading the first (German-)Romanian work about the period translated into English, by Herta Müller. The differences are stark. While both are Nobel laureates, and both write about life under communism - Alexievich's work showcases the triumphant, perhaps naively romantically melancholic, but, proud, self-respecting Eastern European soul, while Müller's worlds depict pathetic creatures unable to help themselves. While I wanted to throw The Fox out the window many a times (I settled for calling my mother to vent in frustration), Alexievich's work is like salve to my soul, and everything I remember about the people and spirit of the region.One last personal noteFor me, this was a tremendously personally important book, because, as an immigrant/emigrant, I have no grasp whatsoever of how the transition from communism to capitalism occurred for my fellow country wo/men. For me, it was an overnight affair: one day I'm in Romania, the next, in the United States. Which is perhaps why, when I visit Romania now, which I tend to every year/summer, it's so foreign to me. This book goes a long way into filling in the gaps from my absence.I received a copy from the publisher through Netgalley. Then I bought the book anyway when it came out - no question I need a physical copy to mark up and peruse like a personal bible. Obviously, all opinions are very much my own....more",Notes are private!,0,226,1,"May 28, 2016","May 28, 2016","May 28, 2016",,Kindle Edition,view (with text),/book/show/30200112-secondhand-time
253,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Who Fears Death,"Okorafor, Nnedi*",075640617X,9780756406172,075640617X,386        pp,3.94,"25,840","Jun 01, 2010","Jun 01, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"May 28, 2016",,Hardcover,view,/book/show/7767021-who-fears-death
254,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Underground Airlines,"Winters, Ben H.*",0316261246,9780316261241,0316261246,336        pp,3.82,"25,323","Jul 05, 2016","Jul 05, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 24, 2016",,Hardcover,view,/book/show/23208397-underground-airlines
255,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Oregon Trail: A New American Journey,"Buck, Rinker",1451659172,9781451659177,1451659172,496        pp,3.85,"12,240","Jun 30, 2015","Jun 07, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 24, 2016",,Paperback,view,/book/show/27276463-the-oregon-trail
256,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everybody's Fool        (Sully #2),"Russo, Richard*",0307270645,9780307270641,0307270645,477        pp,4.11,"16,040","May 03, 2016","May 03, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 24, 2016",,Hardcover,view,/book/show/27068575-everybody-s-fool
257,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sweetbitter,"Danler, Stephanie*",1101875941,9781101875940,1101875941,356        pp,3.32,"73,424","May 24, 2016","May 24, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 24, 2016",,Hardcover,view,/book/show/26192646-sweetbitter
258,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sister of Mine,"Waldfogel, Sabra*",1503935345,9781503935341,1503935345,480        pp,4.27,"5,898","Mar 06, 2014","May 24, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 24, 2016",,Paperback,view,/book/show/28351309-sister-of-mine
259,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Underground Railroad,"Whitehead, Colson*",0385537034,9780385537032,0385537034,310        pp,4.06,"401,172","Aug 02, 2016","Jan 01, 2035",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 24, 2016",,Hardcover,view,/book/show/28250841-the-underground-railroad
260,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Homegoing,"Gyasi, Yaa*",,,,305        pp,4.47,"341,211","Jun 07, 2016","Jun 07, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Jun 21, 2016","Jun 26, 2016","May 24, 2016",,Hardcover,view,/book/show/27071490-homegoing
261,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vinegar Girl,"Tyler, Anne*",1781090181,9781781090183,1781090181,240        pp,3.39,"37,880",Jun 2016,"Jun 16, 2016",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,Jan 2016,"May 24, 2016",,Hardcover,view,/book/show/26210464-vinegar-girl
