,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Ana's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
269,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Brightness Long Ago,"Kay, Guy Gavriel*",1473692377,9781473692374,1473692377,420        pp,4.18,"7,129","May 14, 2019","Jan 23, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Feb 04, 2020",,Paperback,view,/book/show/50036011-a-brightness-long-ago
270,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Besede nad oblaki,"Flisar, Evald",,9789612821036,,360        pp,4.00,14,unknown,2015,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 31, 2020",,Hardcover,view,/book/show/30627104-besede-nad-oblaki
271,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Volgina djeca,"Yakhina, Guzel",,9789532592696,,492        pp,4.14,"4,456",Mar 2018,Nov 2019,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Originalni osvrt možete pročitati na blogu Vi ste možda znali, ali ja nisam, u 18. je stoljeću ruska carica Katarina Velika naselila velik broj NijemaOriginalni osvrt možete pročitati na blogu Vi ste možda znali, ali ja nisam, u 18. je stoljeću ruska carica Katarina Velika naselila velik broj Nijemaca u Rusiju uz donji tok rijeke Volge. Ta je zajednica Nijemaca, baš poput većine zajednica tog tipa, uživala određenu zaštitu te nikad zapravo nije izgubila svoj nacionalni identitet. Npr. Nijemci tog područja nisu koristili (pa ni učili) ruski jezik, koristili su isključivo njemački.“… Kod svakog je Gnadenthalca, jednako kao i u svih drugih koji žive uz Volgu, od djetinjstva usađen “osjećaj za veliku Rijeku“: ma gdje se nalazili – u šumi ili u stepi – oni mogu nepogrešivo odrediti smjer i naći put do Volge, čak i zatvorenih očiju. Je li za to zaslužan neki poseban organ ili područje mozga, znanstvenici nisu uspjeli dokučiti (bilo je više takvih pokušaja ekspedicija iz sveučilišta u Kazanju, Saratovu i Peterburgu). Taj unutarnji kompas radi na jednostavnom principu: samo treba osluhnuti unutar sebe i krenuti kao da te poziva voljeni glas…”Danas te zajednice više nema. Nažalost, nije preživjela Sovjetsku Rusiju. I tu je Jahina pronašla svoju inspiraciju za knjigu “Volgina djeca“, baš kao što je inspiraciju za knjigu “Zulejha otvara oči” pronašla u tatarskom narodu.Priča prati Bacha, učitelja njemačkog jezika u malom mjestu Gnadenthalu uz rijeku Volgu. Bach je samozatajan, povučen muškarac, osrednji učitelj bez jasnih poriva u životu. Bach naizgled oživljava jedino tijekom moćnih stepskih oluja, koje ga izvlače iz tople sigurnosti doma pod svoj mrzli košmarni tuš.“Tako je tekao život – miran, ispunjen sitnim radostima i malim brigama, zadovoljavajuć u svakom pogledu. Na neki način i sretan. Čak bi ga se moglo nazvati i kreposnim da nije bilo jedne okolnosti. Šulmajster Bach imao je jednu pogubnu naviku koju mu je vjerojatno nije bilo suđeno iskorijeniti: volio je oluje. Ali ne ljubavlju mirnog slikara ili dobrog pjesnika, koji s prozora svojeg doma promatraju bjesnilo prirodnih elemenata i hrane svoje nadahnuće glasnim zvucima i živim bojama nevremena. Oh, ne! Bach je volio oluje kao okorjeli pijanac votku od krumpirove lupine, a morfinist morfij.”Dok gradić Gnadenthal leži na jednoj obali Volge, druga je obala misteriozna i nepristupačna, ograđena stijenama i gustim raslinjem. I upravo iz tog smjera stiže poziv Bachu od strane jednog vlastelina koji treba poduku za svoju kći pred udajom. Između Bacha i Klare razvija se toplo prijateljstvo, kao moćan kontrast surovoj realnosti koja ih okružuje. Na pragu ruske revolucije život ih prvo razdvaja pa ponovno spaja. I desetljeća koja su ispred Bacha bit će prepuna izazova, previranja, izdaja, susreta i ponajviše – straha.Ovim sam vam sinopsisom opisala otprilike 2.7% radnje u ovoj priči. Zapravo, ova se knjiga uopće ne oslanja previše na radnju, a desetljećima koja opisuje konstantna je jedino moćna, velebna rijeka Volga. I iako sam se fokusirala na Bacha u ovom opisu, autorica to u svojoj knjizi nikako ne čini. Od Bacha polazi, ali kroz Bacha nam podaruje uvid u nekoliko zaista predivnih likova koji su opisani puno kompleksnije od katalizatora Bachovog razvoja kakvima se na prvi pogled čine.“Život mu je bio na dlanu, nadohvat ruke ili Klarina glasa. I to život potpuno jasan, materijalan, pun boja i mirisa.”Bez dvojbe, zaljubila sam se u likove koje je Jahina osmislila. Klara, Anče, Hoffman i Vaska likovi su bogate kompleksnosti i intenzivne slatkoće, kao plodovi ubrani s najboljih voćki. Zarila sam zube u te predivne likove, povela se za nježnosti kojom ih Jahina opisuje. I nekako je u taj meki povoj autorica ugurala i Vođu Staljina kao zaseban, gotovo punopravan karakter, dajući nam kontekst u kojem je narod tog kraja posebno rigorozno iskorištavan u političke svrhe između dva svjetska rata.Ritam ove knjige posve je neujednačen, iako mi se po iskustvima drugih čitatelja čini da je to posebnost pisanja ove autorice. Krene pa stane, dijelovi su iznimno protočni pa prođu u hipu, i onda bi mi najednom čitanje stalo, kroz dijelove bih se probijala satima, ako ne i danima. Baš kao i rijeka Volga, ova priča ubrzava pa usporava, plića je i dublja, širi se pa skuplja.“Pogled koji se otvorio pred njim kad je stigao na vrh bio je apsolutno neopisiv i Bach je upao u stanje obamrlosti, zaboravivši na sve: pred njim se, dokle oko seže, pružala zasljepljujuće plava i blještava Volga, sva prošivena šljokicama od podnevnog sunca. Prvi je put vidio toliko daleko. Cijeli je cjelcati svijet ležao pred njim: i obje obale, i stepa u zelenoj izmaglici rane trave s rječicama koje su tekle po njoj, i tamnoplave daljine na rubovima vidokruga, i sivi morski orao, koji je kružio iznad rijeke u potrazi za plijenom. Bach je raskrilio ruke ususret tom prostranstvu, odrazio se od ruba strmine i poslije se ni sam nije više mogao sjetiti je li poletio kao ptica ili se sjurio kao vihor po stazici za hitronogim Kirgizom…”Ovu je knjigu nemoguće u potpunosti koncizirati. Ako ništa drugo, knjigu “Zulejha otvara oči” lakše je opisati – ograničena Tatarka kojoj upravo Sibir daruje prostor kako bi se pronašla kao zaseban entitet otvorenija je tema od onih koje se obrađuju u knjizi “Volgina djeca”.Ali to nikako ne bih opisala kao manu ove knjige. Zaista se ne sjećam kad sam u nekoj knjizi uživala u tolikoj pletori tema, stila i nijansi, kao i povijesne osviještenosti. Guzel Jahina prekrasno piše! Knjiga je protkana bajkovitošću, a autorica spretno uvodi i elemente magije, snažno dočaravajući kako individualne teme tako i isprepletenost jedne zemlje, jedne rijeke, nekoliko naroda, nemilosrdne prirode i režima koji, unatoč socijalizmu u svom nazivu, nikada nije znao kako biti istinski ljudski.“Koliko je Bach ostao sjediti na obali, nije mogao reći. Zbog koga je plakao – zbog čudaka Hoffmana ili poginule djece – isto nije mogao reći. Možda je plakao zbog svih Gnadenthalaca. Zbog onih koji su napustili koloniju. Zbog onih koji su ostali. Zbog osiromašene zemlja. Zbog izgorjelih brijestova. Zbog sretne Godine neviđenog uroda, koju je Volga odnijela, baš kao i posljednjeg mu učenika.”“Volgina djeca” izazovna je knjiga zrele ljepote, a hrvatsko izdanje u sebi skriva i prekrasan prijevod Tatjane Radmilo. Guzel Jahina uzbudljiva je autorica, i radujem se vidjeti kuda će je sve njezini talent, rad i inteligencija odvesti u budućnosti....more",Notes are private!,0,12,1,"Jan 26, 2020","Feb 03, 2020","Jan 26, 2020",,Hardcover,view (with text),/book/show/48737160-volgina-djeca
272,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Whole Town's Talking        (Elmwood Springs, #4)","Flagg, Fannie",,,B01BJSOEDU,418        pp,3.66,"21,333",Nov 2016,"Nov 29, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"[image]Originalni osvrt možete pročitati na blogu Knjige su moj svijetTeško ćete pronaći neku drugu autoricu koja je sposobna na tako smiren i dopadlj[image]Originalni osvrt možete pročitati na blogu Knjige su moj svijetTeško ćete pronaći neku drugu autoricu koja je sposobna na tako smiren i dopadljiv način prikazati zajednice malih gradova u Sjedinjenim Američkim Državama, malih gradova koji su stvoreni na predanosti i radu doseljenika.“Godine 1865. Švedska je bila zemlja strogih klasnih podjela, bez sredine. Ako nisi posjedovao zemlju, radio si za zemljoposjednike, bez nade da tebe ili tvoju djecu čeka drukčija budućnost.Ali nešto se dogodilo. Nešto zvano Amerika. I na svijetu je osvanula nada. Postojalo je mjesto na kojem, budeš li predano radio, bar imaš priliku za bolji život.”Kao posljednji dio ""Elmwood Springs"" serijala, “Cijeli grad priča” gotovo katarzično zaokružuje štoriju o jednom gradiću, prateći sve njegove generacije, od prve pa do posljednje, a iskričav dio priče preuzeli su i pokojni stanovnici lokalnog groblja na kojem završavaju članovi zajednice nakon što umru, no moguće ga je gledati i kao samostalno djelo.“U velikim gradovima susjede smatramo dobrima kad pozdrave ili koju put popričaju, ali u malim seoskim zajednicama Missourija, susjedi su mnogo važniji. O njima ovisi tvoj opstanak. Nije važno svidja li ti se tko od njih manje ili više. Ipak su ti susjedi.”Fannie piše neizmjerno dopadljivo, stilski toliko krasno da je zaista milina čitati ovu knjigu. Unatoč povremenim površnostima, nelogičnostima i (pre?)ružičastom tonu, Fannie ipak uspijeva napisati modernu bajku o gradiću koji prosperira na krilima zajednice koja se neizmjerno međusobno podržava i štiti.Zavoljela sam njegove stanovnike, smijala se njihovim dogodovštinama, čudnovatnostima i uzrečicama koje tako zdravorazumski i prostoseljački imaju smisla (ili su jednostavno hihotavo zabavne!). I za osobu koja cijeli život bježi od malih gradova, natjeralo me da malo promislim o ispravnosti takvog razmišljanja. Univerzalno je pravilo da je svaka knjiga koja te natjera da mrvicu preispitaš stavove i pomakneš osobne paradigme zapravo dosta dobra knjiga.“Krave ili voliš ili ne voliš.”Usporedba ove knjige s ostalim knjigama Fannie Flagg? Nisam prava osoba za dogovor na to pitanje, ali nekako sumnjam da će mi ovo biti posljednji njezin roman. Fannien stil pisanja previše je neodoljiv. Zamisliti onaj trenutak kada se na kraju dana otuširate, skinete leće, uvučete u najdražu pidžamu i zavučete u topli krevet s tek opranom, mirišljavom posteljinom. E, takvo vam je njezino pisanje....more",Notes are private!,0,8,1,"Jan 23, 2020","Jan 26, 2020","Jan 23, 2020",,Kindle Edition,view (with text),/book/show/40605932-the-whole-town-s-talking
273,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vrata,"Szabó, Magda",,9789532602265,,272        pp,4.10,"27,089",1987,Nov 2014,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 20, 2020",,Hardcover,view,/book/show/23562792-vrata
274,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Twas The Nightshift Before Christmas,"Kay, Adam*",,,B07QYV1F3Z,160        pp,4.12,"64,152","Oct 17, 2019","Oct 17, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jan 15, 2020",,Kindle Edition,view,/book/show/45306986-twas-the-nightshift-before-christmas
275,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dark Mother Earth,"Novak, Kristian*",1542093554,9781542093552,B07SSSCXPJ,294        pp,4.55,"2,408",2013,"Jan 14, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 15, 2020",,Kindle Edition,view,/book/show/50485567-dark-mother-earth
276,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Embers of War        (Embers of War, #1)","Powell, Gareth L.*",1785655183,9781785655180,1785655183,411        pp,3.91,"6,007","Feb 20, 2018","Feb 20, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Jan 11, 2020","Jan 22, 2020","Jan 11, 2020",,Paperback,view,/book/show/30748899-embers-of-war
277,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Muse of Nightmares        (Strange the Dreamer, #2)","Taylor, Laini*",0316341711,9780316341714,0316341711,528        pp,4.43,"61,903","Oct 02, 2018","Oct 02, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"[image]Originalni osvrt možete pročitati na blogu Knjige su moj svijetU uzbudljivom finalu ""Sanjara Strangea"", prvom dijelu ove duologije, tužni smo j[image]Originalni osvrt možete pročitati na blogu Knjige su moj svijetU uzbudljivom finalu ""Sanjara Strangea"", prvom dijelu ove duologije, tužni smo jer je velika kolizija imala najgoru od svih mogućih žrtvi, a zastrašujuća Minya situaciju je iskoristila na zaista jeziv način.Moram vam reći da sam prema ovom završetku imala dvojake osjećaje i nisam bila do kraja sretna smjerom koji je Laini odabrala za drugi dio priče. Ali Laini, takva kakva jest, uzela je u obzir potencijalnu skepsu čitatelja i srčano se bacila u osmišljavanje završnice koja neće potezati za jeftinim rješenjima.“Može li se mržnja obrnuti?Može li se osveta zagasiti?”Zapravo, zapanjena sam snagom imaginacije i posvećenosti detaljima autorice. Ovu knjigu nije bilo lako “zategnuti“, nije bilo lako učiniti da svi detalji funkcioniraju. Čim sam shvatila s kakvim je elanom i inteligencijom autorica krenula u drugi nastavak, bilo mi je jasno da tu neće biti šparanja i kočnica. I da će, po svemu sudeći, “Muza košmara” biti jednako dobra, ako ne i bolja od “Sanjara Strangea“.I doista, priča je još uvijek velika, hrabro kroči naprijed, ne ispravlja odluke koje je iznijela u prvom dijelu, moćno se fokusirajući na kompleksan lik Minye (koja je najzanimljiviji karakter u cijelom serijalu i ogroman pokretač priče), ali je autorica cijeli mitos i proširila, meko povezujući sudbine naših likova s onima onkraj univerzuma, pa tako i spretno spajajući oba svoja serijala (“Sanjar Strange” i “Kći dima i kosti“) u jednu razgranatu cjelinu.“Bila je stijenj, a njezina je moć bila vatra koja ju je neprestano sagorijevala. No bila je stijenj koji, iz čiste zlobe, odbija izgorijeti.”Knjiga uvodi i neke nove likove, konkretno dvojac sestara Kore i Nove, koji je autorica iskoristila kao moćan katalizator jedne poprilično lokalne situacije. Iako su mi se likovi Kore, a osobito Nove, svidjeli, moram priznati da sam se u središnjem konfliktu opet pronašla pred onom podvojenom sumnjom. Je li ova knjiga doista trebala nove nemeze, nove negativce? Ipak, smatram da je do kraja knjige autorica ipak uspjela povezati konce u smislenu cjelinu i opravdati svoje razloge za pojedinim “dramaturškim” odlukama. To je tako kad onaj koji piše – piše dobro.No najbitnije od svega, bilo je tu čarolije. Oh da! Čarolije, uzdaha, mudrosti, boli, čežnje, obrata kroz gotovo besprijekoran ritam u kojem sam imala osjećaj kao da me autorica svrhovito melje kako bi me ponovno sastavila. A bilo je i suza. Postoji ta jedna scena koja mi je slomila srce. Znat ćete koja kada i vi dođete do nje.Sâm kraj smatram i najslabijim dijelom romana. Konkluzija je zadovoljavajuća, ali je također i u boji koju ne bih odabrala za ovakav serijal. Je li ta boja ružičasta ili crna, to saznajte sami. ...more",Notes are private!,0,15,1,"Jan 07, 2020","Jan 11, 2020","Jan 07, 2020",,Hardcover,view (with text),/book/show/25446343-muse-of-nightmares
278,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girl Who Drank the Moon,"Barnhill, Kelly*",1616205679,9781616205676,1616205679,388        pp,4.12,"98,456","Aug 09, 2016","Aug 09, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2020",,Hardcover,view,/book/show/28110852-the-girl-who-drank-the-moon
279,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Complete Persepolis,"Satrapi, Marjane",0375714839,9780375714832,0375714839,341        pp,4.39,"181,332",2003,"Oct 30, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2020",,Paperback,view,/book/show/991197.The_Complete_Persepolis
280,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Duchess War        (Brothers Sinister, #1)","Milan, Courtney*",1937248097,9781937248093,,270        pp,3.82,"27,567","Dec 06, 2012","Dec 08, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"[image]Cijeli osvrt pročitajte na blogu Knjige su moj svijet“Blago vama kad možete planirati, misliti i spletkariti bez pretvaranja. Sretno ste što mo[image]Cijeli osvrt pročitajte na blogu Knjige su moj svijet“Blago vama kad možete planirati, misliti i spletkariti bez pretvaranja. Sretno ste što možete željeti otvoreno i morate svoje želje zatomiti u sebi gdje će istrunuti. Blago vama kad možete dignuti pogled do neba, bez straha da će vam krila biti spaljena. Blago vama što možete razmišljati o budućnosti bez straha.”“Rat vojvotkinja” u svom centru ima dva vrlo dopadljiva lika. Riječ je o inteligentnim pojedincima kojima život već u startu nije podijelio baš spektakularne karte. Da, čak ni vojvodi. ...more",Notes are private!,0,5,1,"Jan 02, 2020","Jan 07, 2020","Jan 02, 2020",,ebook,view (with text),/book/show/13489919-the-duchess-war
281,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Razgovori s ginekologom        (Prijatelji #1),"Dužman, Marilena*",,9789534848227,,352        pp,4.59,167,unknown,Nov 2019,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 22, 2019","Dec 22, 2019","Dec 22, 2019",,Paperback,view,/book/show/48894089-razgovori-s-ginekologom
282,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Opsidijan-savršeno nesavršena,"Dužman, Marilena*",,9789534848210,,368        pp,4.70,133,unknown,Sep 2019,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 22, 2019","Dec 22, 2019","Dec 22, 2019",,Paperback,view,/book/show/50840628-opsidijan-savr-eno-nesavr-ena
283,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tajna Krvavog mosta,"Jurić Zagorka, Marija",,,,494        pp,4.51,"1,816",1912,1987,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,17,1,"Dec 22, 2019",Jan 2020,"Dec 22, 2019",,Hardcover,view,/book/show/7989563-tajna-krvavog-mosta
284,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nokturno za krpelja,"Benini, Milena*",,9789538055478,,207        pp,4.04,26,unknown,Nov 2019,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Originalni osvrt možete pročitati na blogu Knjige su moj svijet“Stvarnost je rijetko originalna.”Kako ono ide vic? Taj, taj i taj uđu u bar? E pa takoOriginalni osvrt možete pročitati na blogu Knjige su moj svijet“Stvarnost je rijetko originalna.”Kako ono ide vic? Taj, taj i taj uđu u bar? E pa tako nekako započinje i ova priča. Jedan bar, jedna detektivka, nekoliko stalnih čudaka, dobričina za šankom i jedna prelijepa pridošlica kao katalizator događaja koji se tek imaju dogoditi.“Nokturno za krpelja” najnoviji je uradak voljene autorice Milene Benini i zaista je ludo štivo. Već i samim pogledom na naslovnicu jasno nam je da nije riječ o romanu koji sam sebe shvaća pretjerano ozbiljno, ali zato ime autorice garantira kvalitetu ovog žanrovskog djela.Plus, centralni zaplet knjige “Nokturno za krpelja” vrti se oko vampira. Pobogu, nisu li vampiri izašli iz mode? Nije li o vampirima već sve izrečeno? Nije li vrijeme da ih pustimo na miru i posvetimo se nekim drugim mitološkim inspiracijama?E, pa Benini na to odmahuje glavom i uz tajanstveni smiješak kaže: “A-a!”.Jer možda se, uz tek naprstak mašte, o vampirima još ponešto može napisati.Glavna akterica ove priče, naravno, nije vampirica. Ipak je ovo detektivski roman: ona je privatna detektivka u nekoj bližoj/daljoj budućnosti u kojoj su, zbog lanca ekoloških katastrofa, vampiri bili prisiljeni izaći iz anonimnosti u kojoj su uživali tisućljećima. Kad veliki porast malignih bolesti ugrozi njihov jedini izvor hrane, vampiri shvate da njihov odnos s ljudima mora postati javan kako bi postao simbiotski.Naime, vampirizam je ključ, ajde možda ne zdravlja, ali dugovječnosti: vampirima se metabolizam zamrzava i maligne bolesti više ne mogu rasti. Jest da to nosi i neke negativne nuspojave i posljedice (potreba za svježom ljudskom krvi tek je jedna od njih), ali teško je odoljeti ovakvom elegantnom rješenju problematike bolesti i ultimativno – smrtnosti, barem njezine ustaljene inačice.Ah da, gdje sam ono stala… Privatna detektivka Viv. Ona je ljudsko biće i nema neko mišljenje o vampirima, odnosno kako ih ona voli “od milja” zvati – krpeljima. Stoga se nemalo iznenadi kada se jednog dana u njezinom uredu pojavi drevni krpelj koji ju želi angažirati. Viv nema izbora, prihvaća zadatak, i tu krene vratolomna igra u kojoj su smrtnici tek pijuni u igri koja traje već stoljećima.Benini je opet stvorila svijet koji savršeno funkcionira unutar svojih jasno postavljenih okvira. Sve ima svoje zašto i zato, i teško je odoljeti zaigranosti koju Benini s lakoćom donosi u svoje kreacije.“Nokturno za krpelja” nit’ je duga nit’ je pretjerano ozbiljna knjiga, ali savršeno funkcionira, a autorica se pozabavila i s nekoliko neodoljivih misaonih projekata uz manje ili više suptilne komentare o kojekakvim temama, od kojih su neke od najzanimljivijih one o (ne)jednakosti, književnosti, ekologiji i predrasudama.Knjigu sam završila u jednom “sijedu”, s ogromnim osmijehom na licu. Pojedina rješenja su me grohotom nasmijala, ne nužno zbog humora koliko zbog onog “I see what you did there!” trenutaka koji su tako zadovoljavajući za čitatelja kao što sam ja.“… i loša kreativnost je kreativnost.”I na kraju, Milena Benini potvrđuje onu važnu ursuloleguinovsku činjenicu o književnosti: ne postoji kvalitetan ili nekvalitetan žanr, postoji samo dobro ili loše pisanje....more",Notes are private!,0,8,1,"Dec 15, 2019","Dec 15, 2019","Dec 15, 2019",,,view (with text),/book/show/49246416-nokturno-za-krpelja
285,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"I Know Why the Caged Bird Sings        (Maya Angelou's Autobiography, #1)","Angelou, Maya",0553279378,9780553279375,B00P4JQBIC,289        pp,4.29,"530,962",1969,Nov 1993,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,not set,not set,"Dec 12, 2019",,Paperback,view,/book/show/13214.I_Know_Why_the_Caged_Bird_Sings
286,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Island Beneath the Sea,"Allende, Isabel*",0061988243,9780061988240,0061988243,457        pp,4.10,"42,278","Aug 25, 2009","Apr 27, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 11, 2019",,Hardcover,view,/book/show/7005479-island-beneath-the-sea
287,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Recursion,"Crouch, Blake*",1524759783,9781524759780,1524759783,326        pp,4.16,"234,576","Jun 11, 2019","Jun 11, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 09, 2019",,Hardcover,view,/book/show/42046112-recursion
288,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ninth House        (Alex Stern, #1)","Bardugo, Leigh*",1250313074,9781250313072,1250313074,461        pp,4.03,"305,597","Oct 08, 2019","Oct 08, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 09, 2019",,Hardcover,view,/book/show/43263680-ninth-house
289,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blockbuster,"Žmirić, Zoran*",,9789532592337,,236        pp,4.71,368,2009,"Oct 26, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,not set,not set,"Dec 09, 2019",,Paperback,view,/book/show/42959973-blockbuster
290,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dans le jardin de l'ogre,"Slimani, Leïla",2070468186,9782070468188,2070468186,228        pp,3.38,"16,427","Aug 08, 2014","Nov 04, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,not set,"Nov 26, 2019",,Mass Market Paperback,view,/book/show/28811790-dans-le-jardin-de-l-ogre
