,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Jairo's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shibumi,Trevanian,8588648326,9788588648326,,479        pp,4.18,"17,810",1979,2006,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"O grande foco aqui é contar a estória de Nicholai Hel, nascido em Xangai, filho de um alemão e de uma russa. Criado no Japão durante a 2ª Guerra MundiO grande foco aqui é contar a estória de Nicholai Hel, nascido em Xangai, filho de um alemão e de uma russa. Criado no Japão durante a 2ª Guerra Mundial, Hel desenvolve habilidades específicas, tornando-se no futuro uma espécie de James Bond forjado pela cultura oriental, com aguçado senso de justiça e austeridade. Com habilidades que fazem inveja ao McGuiver e ao Kid Bengala, ele se torna um assassino de aluguel e um amante irresistível.Aposentado, vivendo recluso num castelo, ele tem sua paz interrompida pela chegada de uma visita inesperada, que o procura para vingar a morte dos atletas judeus na Olimpíadas, numa caça os responsáveis pelo ataque que planejam agora sequestrar um avião na Inglaterra. Essa visita acaba sendo monitorada pela Companhia-Mãe, uma espécie de agência de inteligência supragovernamental ligada a interesses dos países produtores de petróleo, que volta a colocar Hel no seu radar. Até então, já tinham se passado três quartos do livro, onde se contou como fora a infância e criação de Hel, a sobrevivência no Japão durante a Guerra e o desenvolvimento de seu hobby de explorar cavernas (em descrições desnecessariamente detalhistas). Daí, o livro finalmente parte para a ação, onde Hel se inspira em Liam Neeson e vai sozinho resolver seus problemas, contra tudo e contra todos.Acho que esta resenha cumpre no fim um papel diferente das outras que já escrevi, tentando colocar um pouco de luz sobre o que se trata esse livro. A meu ver, a capa já traz uma incorreção ao informar que “TODOS” o que querem morto, uma vez que essa perseguição a Hel é feita na verdade somente por Diamond, funcionário do alto-escalão da Companhia-Mãe, que tem motivos pessoais para buscar uma vingança. Além disso, acho um exagero falar que o livro é do gênero espionagem, uma vez a ação nesse sentido acontece somente no quarto final da narrativa, e os fatos se sucedem meio que no atropelo, sem grande desenvolvimento. Trata-se, sobretudo, de um romance histórico, que detalha bem a vida e costumes no Japão durante o pós-Guerra.Avaliação Final: 6,0/10Leitura Concluída: 37º livro de 2022Próxima Leitura: “Verity” (Colleen Hoover)...more",Notes are private!,0,2,1,"Nov 17, 2022",Dec 2022,"Sep 06, 2022",,Paperback,view (with text),/book/show/25814233-shibumi
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Antes que o café esfrie        (Antes que o café esfrie, #1)","Kawaguchi, Toshikazu",6588490364,9786588490365,6588490364,208        pp,3.70,"406,562","Dec 06, 2015","Apr 15, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 20, 2022",,Paperback,view,/book/show/60867795-antes-que-o-caf-esfrie
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Vida Que Ninguém Vê,"Brum, Eliane",8560171002,9788560171002,8560171002,205        pp,4.27,806,"Jan 01, 2006",2006,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Confesso que não sou fã de contos e crônicas, não só por dar preferência a estórias bem desenvolvidas, mas principalmente pela maior oportunidade de mConfesso que não sou fã de contos e crônicas, não só por dar preferência a estórias bem desenvolvidas, mas principalmente pela maior oportunidade de me conectar com os personagens. E é nesse segundo item que fui positivamente surpreendido pela Eliane Brum, nesta coletânea de crônicas publicadas originalmente no jornal Zero Hora, de Porto Alegre, em 1999.A proposta da autora, repórter de formação, era enxergar aqueles que preferimos – ou optamos - não ver, retirar o manto da invisibilidade do cidadão comum que tem uma estória por trás. Em geral, carregada de sofrimento, de luta pela sobrevivência, e invariavelmente de decepção. Ao contar a história dessa gente, duas ou três páginas surpreendentemente já foram suficientes para sentirmos suas angústias, dores, aspirações. Mais que dar visibilidade, Eliane dá voz ao pobre que não pode pagar o enterro do filho; ao carregador de malas que nunca voou; à menina que pede esmola no farol... Apesar da pouca variação na temática de fundo das estórias e na oscilação da qualidade das crônicas, imagino que natural em qualquer coletânea, o livro é um catalisador para desenvolvermos empatia pelo próximo, algo fundamental nos dias de hoje.Avaliação Final: 8,0/10Leitura Concluída: 34º livro de 2022Próxima Leitura: “O Jogo do Anjo” (Carlos Ruiz Zafón)...more",Notes are private!,0,1,1,"Oct 13, 2022","Oct 17, 2022","Aug 09, 2022",,Paperback,view (with text),/book/show/6370593-a-vida-que-ningu-m-v
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Uma tristeza infinita,"Xerxenesky, Antônio*",6559213285,9786559213283,6559213285,256        pp,3.93,526,unknown,"Sep 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 07, 2022",,Paperback,view,/book/show/58613802-uma-tristeza-infinita
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O Decimo Primeiro Mandamento,"Verghese, Abraham*",8535918108,9788535918106,8535918108,632        pp,4.32,"386,983",2009,2011,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Fruto do relacionamento entre uma freira (!) e o cirurgião-titular do Hospital Missing, na Etiópia, a vida de Marion Stone não poderia começar de formFruto do relacionamento entre uma freira (!) e o cirurgião-titular do Hospital Missing, na Etiópia, a vida de Marion Stone não poderia começar de forma pior: seu parto se dá em condições complicadas, e sua mãe não resiste e morre; o pai, atordoado, abandona tudo e desaparece. Assim, ele e seu irmão gêmeo Shiva são criados por Hema e Ghosh, dois médicos do hospital.Os gêmeos crescem tendo o hospital como segunda casa, o que naturalmente desperta nos dois a paixão pela medicina, que vai se mostrar como o motor propulsor dessa estória. Apesar de terem temperamentos bem diferentes, os irmãos são muito ligados até que um conflito amoroso abre uma rachadura nessa união. Paralelamente a isso, a Etiópia vive uma turbulência política, com uma ameaça de golpe e o movimento separatista da Eritréia. Marion se vê equivocadamente envolvido neste último, de forma que não lhe resta outra opção senão fugir do país, rumo aos Estados Unidos, onde, sem saber, seu pai se encontra.Amando um país que o quer preso e uma mulher que o desprezou, Marion volta toda sua atenção para a medicina, atendendo num hospital de periferia, praticamente abdicando de ter uma vida social. Sendo médico de formação, o autor Abraham Verghese retrata a profissão no seu universo de personagens de uma forma um tanto idealizada; corroborando o exposto, curiosamente a narrativa omite o procedimento mais difundido da medicina, que é o atraso dos médicos nas consultas...Da infância na Etiópia até o amadurecimento nos Estados Unidos, acompanhamos a trajetória de Marion por mais de 600 páginas sem que isso pese na leitura. O “11º Mandamento” é uma história de dedicação à profissão e da força do amor sob as mais diferentes formas. De arrependimentos, feridas que não cicatrizam, de escolhas e suas consequências.O livro tem também os seus problemas. Para mim, a paixonite de Marion por Genet não tem lastro suficiente pra gerar tamanha ruptura entre os irmãos. Além disso, o autor abusa na especificidade de termos e procedimentos médicos um pouco além do razoável. Mas é inquestionável que se trata de um livro espetacular!Avaliação Final: 9,5/10Leitura Concluída: 36º livro de 2022Próxima Leitura: “Shibumi” (Trevanian)...more",Notes are private!,0,2,1,"Oct 26, 2022","Nov 17, 2022","Aug 02, 2022",,Paperback,view (with text),/book/show/10784250-o-decimo-primeiro-mandamento
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,De Verdade,"Márai, Sándor",8535912053,9788535912050,8535912053,445        pp,4.02,"6,389",1941,2008,did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""De Verdade"" é uma história dividida em 4 atos interligados. No primeiro, em Budapeste, Ilonka está confidenciando a uma amiga os percalços de seu cas""De Verdade"" é uma história dividida em 4 atos interligados. No primeiro, em Budapeste, Ilonka está confidenciando a uma amiga os percalços de seu casamento, sua falta de conexão com o marido, a perda trágica do filho e sua tentativa, em vão, de reconquistá-lo. É um relato denso que desperta pena...da amiga de Ilonka, que tem que aguentar uma conversa desagradável, recheada de reflexões existenciais de uma mulher claramente fútil, vazia e excessivamente controladora.A sequência mostra Péter, ex-marido de Ilonka, conversando com um amigo num café, dando sua versão sobre os motivos dos fracassos de suas relações amorosas, basicamente fruto das angústias, frustrações e inseguranças de uma burguesia estereotipada. A narrativa segue a mesma fórmula da primeira parte, numa leitura bastante cansativa e arrastada. Fica, no fim, uma sensação triste sobre o divórcio de Peter e Ilonka pois, no fundo, eles bem que se merecem.Curiosamente, esses dois primeiros atos foram escritos no início dos anos 40, mas Sándor Márai, para o dissabor de seus leitores, resolveu escrever a continuação anos depois, finalizada em 1979. Confesso que a essa altura eu já estava com predisposição de não gostar de mais nada desse livro, mas mesmo analisando agora de forma imparcial, o autor de fato entrega uma continuação que não diz a que veio.Claro que apresentar diversos pontos de vista para um mesmo acontecimento não carrega em si nenhum ineditismo, mas a narrativa aqui ""inova"" em mostrar visões que praticamente corroboraram os fatos apresentados, sem apresentar contradições ou inconsistências. Assim, seguimos no terceiro ato, onde Judit conta a seu atual namorado os motivos que levaram ao insucesso de sua relação com Péter. Nesse relato, fiquei com dúvida se o objetivo do autor era mesmo criticar os hábitos de uma burguesia dissimulada e consumista, já que Judit se mostra uma pessoa de caráter bem questionável. Por fim, a parte final mostra um companheiro de Judit, músico em NY, em mais uma crítica à sociedade de consumo. De verdade, odiei esse livro! Avaliação Final: 1,0/10Leitura Concluída: 5º livro de 2023Próxima Leitura: ""Mandíbula"" (Mónica Ojeda)...more",Notes are private!,0,2,1,"Jan 23, 2023","Feb 02, 2023","Jul 31, 2022",,,view (with text),/book/show/6218765-de-verdade
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Abril despedaçado,"Kadare, Ismail",8535901086,9788535901085,8535901086,208        pp,4.02,"6,498","Nov 23, 1978","Apr 11, 1991",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Bom destacar de cara que, para muitos que não sabem, o livro “Abril Despedaçado” serviu apenas de inspiração para o filme homônimo de Walter Salles (2Bom destacar de cara que, para muitos que não sabem, o livro “Abril Despedaçado” serviu apenas de inspiração para o filme homônimo de Walter Salles (2001), já que a história se passa na Albânia, numa comunidade montanhesa regida pelo Kanun, uma espécie de código de conduta que prevalece até sobre as leis do país. Dentre os diversos aspectos abordados pelo Kanun, ganha-se destaque a vendeta, a rivalidade entre famílias que se resolve por meio da morte. A legalização da barbárie como solução para as disputas na verdade é definida no Kanun de forma tão detalhista que passa a incorporar a vida das famílias por gerações como se fosse um preceito religioso banal. O detalhismo das regras dessa vendeta é incrível, a ponto do assassino ter que participar do funeral de sua vítima e sentar-se à mesa com a família rival no velório.Neste contexto, acompanhamos na excelente primeira parte do livro o jovem Gjorg que, relutante, parte para vingar a morte de seu irmão, já sabendo que isso implica uma sentença de morte para si próprio. Apesar de suas angústias, o dever com a família e a obediência ao Kanun falam mais alto, e o ciclo de assassinatos entre as famílias rivais ganha mais um capítulo.Respeitando-se os quase 30 dias de trégua após a vendeta prescritos pelo Kanun, os últimos momentos de Gjorg prometiam ser o ponto alto do livro, mas o que se viu na sequência foi uma jornada pouco inspirada de um casal de intelectuais recém-casado, Bessian e Diana Vorps, numa possível tentativa de mostrar os conflitos culturais e o choque provocado pela diferença de costumes, e ainda um esboço bem mal feito do surgimento de uma história de paixão, o amor à primeira vista entre Diana e Gjorg, que seria o elo de junção entre as duas narrativas.Avaliação Final: 6,5/10Leitura Concluída: 33º livro de 2022Próxima Leitura: “A Vida Que Ninguém Vê” (Eliane Brum) ...more",Notes are private!,0,3,1,"Oct 06, 2022","Oct 13, 2022","Jul 27, 2022",,Brochura,view (with text),/book/show/12422337-abril-despeda-ado
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rio Abaixo,"Hart, John*",972332525X,9789723325256,972332525X,384        pp,3.97,"15,291","Oct 02, 2007",Nov 2007,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“Rio Abaixo” é um livro que fala sobre família, sobre laços que não podem ser rompidos, sobre confiança e decepção. Sem dar spoiler dos pontos-chave d“Rio Abaixo” é um livro que fala sobre família, sobre laços que não podem ser rompidos, sobre confiança e decepção. Sem dar spoiler dos pontos-chave da narrativa, Adam Chase era um garoto tranquilo até que uma desgraça familiar parece ter mudado sua personalidade. Junto com o amigo Danny, passa a criar problemas, até que se envolve num caso do assassinato que choca a cidade. Apesar de acusado pela própria madrasta, é inocentado no julgamento, mas sua relação com a família e os moradores locais passa a ser insuportável a tal ponto que ele se autoexila em Nova York por 5 anos, tentando romper com o passado e recomeçar uma nova vida.O chamado de Danny faz Adam voltar a sua cidade natal para enfrentar seus demônios, sobretudo a deteriorada relação com seu pai. Enquanto este é calmo e paciente, Adam se mostra impulsivo e irritadiço, criando uma enorme confusão logo que chega na cidade. E assim ele começa a retomar contato com a família e a ex-namorada em busca de reconciliação, apesar da sombra de desconfiança que o segue.Apesar de termos vários elementos interessantes na sequência, o autor peca em trazer uma narrativa muito linear, não conseguindo criar um clímax nem nas situações mais dramáticas. Mesmo com um final interessante, fica a sensação de que o livro poderia ser muito melhor...John Hart também é autor de “O Rei das Mentiras”, um thriller jurídico sucesso de vendas e muito bem avaliado. Avaliação Final: 6,5/10Leitura Concluída: 24º livro de 2022Próxima Leitura: “Os Dois Morrem No Final” (Adam Silvera)...more",Notes are private!,0,2,1,"Jul 18, 2022","Jul 25, 2022","Jun 25, 2022",,Paperback,view (with text),/book/show/17163821-rio-abaixo
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Prisioneira Em Teera,"Nemat, Marina*",8576653158,,,304        pp,4.21,"13,569",May 2007,2007,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Não sou um entusiasta de biografas, mas confesso que algumas histórias ganham interesse quando são baseadas em fatos reais. Neste caso, “Prisioneira eNão sou um entusiasta de biografas, mas confesso que algumas histórias ganham interesse quando são baseadas em fatos reais. Neste caso, “Prisioneira em Teerã” me chamou a atenção porque já li bastante sobre essa temática do cárcere em diversas situações (presídios, hospitais psiquiátricos e reformatórios; gulags da União Soviética; campos da 2ª Guerra Mundial; etc.).O livro acompanha o momento da queda de Xá Reza Pahlevi e a ascensão do Ayatollah Khomeini, impondo um duro regime de exceção ao Irã. Marina Nemat era uma jovem nessa época que, apesar de não ser uma ativista contra o governo, tinha atitudes que buscavam o confronto ao status quo, entrando assim numa espécie de lista negra. E, logo após liderar - involuntariamente - uma greve na escola pela volta do ensino tradicional, Marina vai parar na prisão de Erin.Seus dois anos na prisão são a base desta narrativa que, apesar de não entregar nada surpreendente, traria um diferente olhar sobre um aspecto desta ditadura pouco explorado na literatura. Um detalhe que mudou o foco da estória foi o interesse do interrogador em Marina, que a livra da sentença de morte e a obriga a se relacionar com ele. Uma jovem sem liberdade, sem perspectivas, obrigada a renunciar à sua fé cristã e envolvida num relacionamento forçado.O livro tinha tudo para ser excelente, mas derrapa na escrita pouco inspirada da autora, que tem notória dificuldade em colocar no papel essas angústias que passou, bem como descrever fatos e locais com mais realismo e intensidade.Avaliação Final: 7,0/10Leitura Concluída: 23º livro de 2022Próxima Leitura: “Rio Abaixo” (John Hart)...more",Notes are private!,0,2,1,"Jul 08, 2022","Jul 18, 2022","Jun 25, 2022",,Paperback,view (with text),/book/show/19374392-prisioneira-em-teera
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Verity,"Hoover, Colleen*",8501117846,9788501117847,8501117846,320        pp,4.32,"2,674,620","Dec 07, 2018","Mar 09, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Verity é o 1º livro que leio da consagrada Colleen Hoover, autora de diversos best-sellers. A escolha por esse livro foi a promessa de um thriller psiVerity é o 1º livro que leio da consagrada Colleen Hoover, autora de diversos best-sellers. A escolha por esse livro foi a promessa de um thriller psicológico intenso, ratificado pela excelente avaliação no Goodreads. Em resumo, Lowen é uma escritora mediana que é convidada a finalizar uma série de livros de sucesso escritos por Verity, uma autora de sucesso que sofreu um acidente cercado de mistérios. Para se inteirar de sua obra e de seus planos para a continuação da série, Lowen se muda temporariamente para a casa de Verity e passa a vasculhar seus manuscritos e rascunhos, achando acidentalmente um texto perturbador, uma autobiografia em desenvolvimento pela autora, com revelações extremamente chocantes.A estória é um thriller psicológico perfeito para virar um filme, mas no livro senti que a autora poderia ter ido mais além nos momentos de tensão. Não há claramente a mínima preocupação em estabelecer um perfil psicológico dos personagens, focando o desenvolvimento da estória nos acontecimentos cada vez mais estranhos que vão se sucedendo na casa. Apesar do livro prender sua atenção do começo ao fim, faltou um “algo mais”, aqueles momentos de clímax que tornam livros memoráveis e inesquecíveis. De qualquer forma, o livro é excelente pois a autora consegue criar uma narrativa perturbadora.Avaliação Final: 9,0/10Leitura Concluída: 38º livro de 2022Próxima Leitura: “Shantaram” (Gregory David Roberts)...more",Notes are private!,0,2,1,Dec 2022,"Dec 05, 2022","Jun 21, 2022",,Paperback,view (with text),/book/show/51470198-verity
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Palmeiras Selvagens,"Faulkner, William",8575037714,9788575037713,8575037714,296        pp,3.87,"4,956",1939,unknown,did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"William Faulkner (1897-1962) é um dos escritores norte-americanos mais importantes do século XX, recebendo, dentre outros prêmios, o Prêmio Nobel de LWilliam Faulkner (1897-1962) é um dos escritores norte-americanos mais importantes do século XX, recebendo, dentre outros prêmios, o Prêmio Nobel de Literatura em 1949 e o Pulitzer em 1955 e 1963, tendo como grande destaque de sua obra o livro ""O Som e a Fúria"".Por sua vez, ""Palmeiras Selvagens"" é um livro que intercala duas estórias independentes: a primeira, que dá título ao livro, fala sobre a relação tumultuada entre Charlotte e Henry; enquanto a segunda, ""O Velho"", descreve a luta de um condenado para salvar vítimas de uma grande enchente do Rio Mississipi.Logo nas primeiras páginas já percebi que o livro não era para mim. Arrastado, sem despertar qualquer interesse pelas estórias e seus personagens. Só que segui com meu olhar inquieto e perscrutador para tentar corroborar tamanho reconhecimento que o autor recebeu. Em vão. É difícil ser assertivo quando estamos avaliando uma obra literária, já que muitos fatores pesam nessa crítica, como o gosto pessoal de cada um, experiências anteriores, expectativa gerada, dentre tantos outros. Mas por se tratar de um livro com duas estórias tão ruins, não tenho como dar outra nota...Avaliação Final: ZEROLeitura Concluída: 17º livro de 2023Próxima Leitura: ""Crônica da Casa Assassinada"" (Lúcio Cardoso)...more",Notes are private!,0,4,1,"May 03, 2023","May 12, 2023","Jun 16, 2022",,Hardcover,view (with text),/book/show/9739241-palmeiras-selvagens
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Os dois morrem no final,"Silvera, Adam*",655560302X,9786555603026,655560302X,384        pp,3.77,"740,631","Sep 05, 2017",2021,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Chega a ser inusitado fazer a resenha de um livro quando o título do livro, aparentemente, é um baita de um spoiler. Minha leitura de “Os Dois Morrem Chega a ser inusitado fazer a resenha de um livro quando o título do livro, aparentemente, é um baita de um spoiler. Minha leitura de “Os Dois Morrem no Final” começou com um pé atrás graças à péssima experiência que tive com a “Biblioteca da Meia Noite”, e estava torcendo apenas para que o autor Adam Silvera entregasse uma lição de vida com um pouco mais de qualidade...Só que o livro se mostrou muito mais que isso. Num tempo em que existe uma “Central da Morte” - uma espécie de telemarketing que avisa a pessoa que ela irá morrer nesse dia -, acompanhamos os últimos passos de Mateo e Rufus, dois jovens completamente diferentes que têm seus caminhos cruzados graças a um app de procura de amigos para o que se convencionou chamar de “Terminantes”. Talvez a melhor palavra que defina esse livro seja sutileza. O autor consegue navegar por várias frentes sem explicitamente fazer uma espécie de livro de autoajuda como eu imaginava. Faz um ensaio sobre o luto; aborda a banalização e exploração da morte; ressalta a importância das amizades; e, claro, discute a valorização de se viver a vida plenamente...Não podemos falar que Rufus e Mateo são personagens inesquecíveis. Mas acompanhá-los nessa curta jornada de um dia de descobrimentos e despedidas talvez tenha sido a minha melhor leitura de 2022 até o momento, apesar de o livro não ter, de fato, nada de excepcional. Pode-se talvez criticar alguns excessos na narrativa, mas bem justificáveis dada a situação extrema que vivem os dois jovens, que sabem que vão morrer naquele dia. E quanto ao final...fiquem tranquilos, o spoiler do título só aguça a nossa curiosidade por saber como o livro acaba!Avaliação Final: 9,0/10Leitura Concluída: 25º livro de 2022Próxima Leitura: “A Morte de Ivan Ilitch” (Leo Tolstoy) – minha primeira experiência com a literatura russa (antes tarde do que nunca)...more",Notes are private!,0,3,1,"Jul 25, 2022",Aug 2022,"Jun 16, 2022",,Paperback,view (with text),/book/show/58567443-os-dois-morrem-no-final
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Colega de Quarto,"Bonini, Victor*",8562409502,9788562409509,8562409502,280        pp,3.70,261,"Aug 01, 2015","Aug 25, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Este é o 3º livro que leio do Victor Bonini, especialista em thrillers psicológicos, densos e instigantes; ainda, como jornalista, Bonini teve passageEste é o 3º livro que leio do Victor Bonini, especialista em thrillers psicológicos, densos e instigantes; ainda, como jornalista, Bonini teve passagens pela revista Veja e pelos canais de TV Globo, Globo News, Gazeta e CNN Brasil.Em ""Colega de Quarto"", o jovem Eric mostra-se muito perturbado com a suposta presença de um colega de quarto misterioso. No meio da noite ele ouve barulhos no apartamento, encontra objetos que não são seus e testemunha outros fatos insólitos. Diante disso, procura primeiro a ajuda de um psicólogo, e na sequência, do detetive Conrado Bardelli - que figura nos demais livros do autor.E enquanto você mal absorveu a estória, Eric se joga do 15º andar do prédio(!). É aí que assume o protagonismo da narrativa todo o processo investigativo desse aparente suicídio, a cargo de Conrado e assessorado pelo seu colega do DHPP. Achei interessante ler os livros fora da ordem em que foram escritos, de forma que aqui já conhecia detalhes da personalidade do detetive, protagonista da série. Entretanto, dessa vez, não comprei completamente o desfecho da trama. Para um caso envolvido em tantos mistérios, esperava uma solução mais elegante, talvez por achar a escolhida pelo autor generalista/abrangente demais. Avaliação Final: 7,5/10Leitura Concluída: 22º livro de 2023Próxima Leitura: ""Nó Na Garganta"" (Patrick McCabe)...more",Notes are private!,0,3,1,"Jun 11, 2023","Jun 14, 2023","Jun 16, 2022",,Paperback,view (with text),/book/show/26076763-colega-de-quarto
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Os Supridores,"Falero, José",6556920711,9786556920719,6556920711,304        pp,4.37,"1,080",2020,"Nov 09, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"José Falero nos apresenta um retrato muito singular da pobreza e do tráfico de drogas, ao explorar a guinada na vida de dois supridores (repositores) José Falero nos apresenta um retrato muito singular da pobreza e do tráfico de drogas, ao explorar a guinada na vida de dois supridores (repositores) de um supermercado de Porto Alegre que resolvem vender maconha para mudar de vida.A pobreza é vista como um status quo quase imutável para os moradores da periferia que trabalham de forma digna, restando apenas alternativas moralmente questionáveis para mudança no padrão de vida. Essa realidade distorcida (será mesmo?) é o fio condutor para o supridor Pedro cooptar seu colega Marques no esquema de venda de drogas, prometendo uma nova vida para ambos, o que de fato se torna realidade em pouco tempo. O tráfico de drogas, por sua vez, é retratado de forma muito realista, sem a glamourização de seus ganhos, sempre visto como algo transitório para um fim maior. O autor aproveita esses ganchos para discutir as mazelas sociais de forma muito discreta e competente.O livro é curto (300 páginas) e acho que é uma leitura bem interessante para conhecer mais um autor dessa nova safra promissora de escritores brasileiros, mas pra mim pecou em dois pontos. O primeiro é o estilo narrativo escolhido pelo autor, que intercala a norma dita culta com a linguagem oral, cheia de gírias e com a forma de falar da periferia, que não me agradou (talvez resquício da experiência ruim que tive lendo “O Sol na Cabeça”, de Geovani Martins). Além disso, Pedro é um personagem que praticamente implorava por uma veia cômica, que não deu as caras.Avaliação Final: 8,0/10Leitura Concluída: 31º livro de 2022Próxima Leitura: “O Demônio na Cidade Branca” (Erik Larson)...more",Notes are private!,0,3,1,"Sep 14, 2022","Sep 21, 2022","Jun 14, 2022",,Paperback,view (with text),/book/show/55760296-os-supridores
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Morte do Pai        (Minha Luta, #1)","Knausgård, Karl Ove",8535922504,9788535922509,8535922504,512        pp,4.09,"44,281",2009,"May 07, 2013",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“A Morte do Pai” é o primeiro livro da série ""Minha Luta"" do norueguês Karl Ove Knausgard, uma obra autobiográfica onde o autor expõe particularidades“A Morte do Pai” é o primeiro livro da série ""Minha Luta"" do norueguês Karl Ove Knausgard, uma obra autobiográfica onde o autor expõe particularidades desde sua infância até a vida adulta, um escritor que tenta conciliar trabalho com a criação dos filhos.Este volume 1 é dividido em 2 partes: a primeira foca na juventude de Karl Ove, suas descobertas sexuais, primeiras experiências com o álcool, a formação de uma banda de punk rock e, em segundo plano, a distante relação com os pais. Na segunda parte, sem um elo de conexão muito sólido com a anterior, a narrativa gravita em torno da morte do pai do autor e dos preparativos para seu funeral, mostrando como antes de morrer ele se tornara um alcoólatra, passando a viver em condições deploráveis - mesmo morando com sua mãe. O livro tem seus momentos, como o excelente ensaio sobre a morte logo no início; o inusitado show da banda de Karl no shopping center e a conturbada ida a uma festa de réveillon. Mas é muito pouco para as mais de 500 páginas de um livro que marcha em câmera lenta, sem brilho e sem despertar engajamento com o protagonista. Em outras palavras: o livro é chato. Avaliação Final: 4,0/10...more",Notes are private!,0,2,1,"Jun 13, 2022","Jun 21, 2022","Jun 01, 2022",,Paperback,view (with text),/book/show/17881363-a-morte-do-pai
