,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Greg's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fieldwork: A Forager's Memoir,"Regan, Iliana",1572843187,9781572843189,1572843187,250        pp,3.57,917,"Jan 24, 2023","Jan 24, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 27, 2023",,Hardcover,view,/book/show/62608040-fieldwork
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hope,"Ridker, Andrew*",0593493338,9780593493335,0593493338,432        pp,3.68,"1,755","Jul 11, 2023","Jul 11, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 27, 2023",,Hardcover,view,/book/show/63024304-hope
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Heat Will Kill You First: Life and Death on a Scorched Planet,"Goodell, Jeff*",0316497576,9780316497572,0316497576,400        pp,4.32,"4,834","Jul 11, 2023","Jul 11, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 22, 2023",,Hardcover,view,/book/show/63251778-the-heat-will-kill-you-first
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Parrot and the Igloo: Climate and the Science of Denial,"Lipsky, David",039386670X,9780393866704,039386670X,496        pp,3.86,651,"Jul 11, 2023","Jul 11, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 22, 2023",,Hardcover,view,/book/show/56769547-the-parrot-and-the-igloo
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How High We Go in the Dark,"Nagamatsu, Sequoia*",0063072653,9780063072657,0063072653,320        pp,3.84,"54,438","Jan 18, 2022","Jan 10, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Really imaginative, really inventive, really intricate. After a virus is uncovered in a frozen human from 30,000 years ago, this novel is all about huReally imaginative, really inventive, really intricate. After a virus is uncovered in a frozen human from 30,000 years ago, this novel is all about human connection in a time of unimaginable upheaval. There's a roller coaster that euthanizes children, a pig bred to be an organ donor that becomes sentient, a space mission to find a new home planet, death hotels, robot dogs, and so much more. I have to admit I sort of read this wrong. I thought these were just a collection of stories taking place in the same fictional world. And they are, but they're also very much connected with recurring characters, and easter eggs, and references back to what's come before. Reading a chapter or so a day didn't put me in the best position to make these connections and figure out all of Nagamatsu's little riddles, so I wish I'd read differently. It really requires a re-read, even if you did catch a lot of it the first time. But Nagamatsu is such a skilled and agile writer, that even when I was a little lost on how a story fit into the whole picture, I was still enjoying each story for what it was. Really well done, and I can't wait to see what he does next!...more",Notes are private!,0,2,1,"Jul 16, 2023","Jul 28, 2023","Jul 16, 2023",,Paperback,view (with text),/book/show/58210349-how-high-we-go-in-the-dark
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Librarianist,"deWitt, Patrick",0063085127,9780063085121,,352        pp,3.43,"14,045","Jul 04, 2023","Jul 04, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 16, 2023",,Hardcover,view,/book/show/62645180-the-librarianist
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Sinners Bleed,"Cosby, S.A.*",1250831911,9781250831910,1250831911,341        pp,4.26,"50,141","Jun 06, 2023","Jun 06, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Whoo, boy, this is one intense read. Trigger warnings for days. It starts with a school shooting and moves on to chronicle the quest to bring to justiWhoo, boy, this is one intense read. Trigger warnings for days. It starts with a school shooting and moves on to chronicle the quest to bring to justice a Bible-verse spewing serial killer who tortures and murders children. Yeah, not pleasant.But it IS a good diversionary read. Think the movie Seven here, or Silence of the Lambs -- that bleak. The character, Sheriff Titus Crown, is the first black sheriff in a small rural Virginia county. So Cosby uses him as the proxy for a lot of his signature political commentary -- tearing down statues of Confederate traitors, institutional racism, and the politics of small towns. I enjoyed reading this, but yeah, again, it's a lot. Just be prepared to be uncomfortable. ...more",Notes are private!,0,2,1,"Jul 02, 2023","Jul 12, 2023","Jul 02, 2023",,Hardcover,view (with text),/book/show/61884832-all-the-sinners-bleed
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Evil B.B. Chow and Other Stories,"Almond, Steve*",1565125290,9781565125292,1565125290,248        pp,3.68,621,2005,"Apr 28, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 25, 2023",,Paperback,view,/book/show/89138.The_Evil_B_B_Chow_and_Other_Stories
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Am Homeless If This Is Not My Home,"Moore, Lorrie",0307594149,9780307594143,,208        pp,3.34,"4,172","Jun 20, 2023","Jun 20, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Huh. So that's one way to write a book about death. It's a meditation on death, or not quite death, or death being all around us despite the fact thatHuh. So that's one way to write a book about death. It's a meditation on death, or not quite death, or death being all around us despite the fact that we’re alive, or death of course being inevitable, and so isn’t death just boring? My favorite parts of this novel were its jokes, turns-of-phrases, and individual stunning sentence (all of which are Moore's signature).Examples:“I am braced at every turn for disenchantment.""“Everyone at some point in their lives should have a long great love affair with a magnificent lunatic.""""When not paying attention in life he assumed you could end up in Ohio.” (Soooo true lol)I didn't fully love this novel, but it's short and if you're up for some linguistic acrobatics with a zany plot that doesn't completely make sense, this is for you....more",Notes are private!,0,2,1,"Jun 20, 2023","Jun 24, 2023","Jun 20, 2023",,Hardcover,view (with text),/book/show/61605476-i-am-homeless-if-this-is-not-my-home
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Maddalena and the Dark,"Fine, Julia*",1250867878,9781250867872,1250867878,304        pp,3.39,978,"Jun 13, 2023","Jun 13, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"If Mean Girls were a fairy tale, and even darker, and set in 18th century Venice at a music school for girls, and was just as vicious, you'd have thisIf Mean Girls were a fairy tale, and even darker, and set in 18th century Venice at a music school for girls, and was just as vicious, you'd have this marvelously original story.Jealousy and its close cousin envy are the stars of this show of two girls, one an orphan, one from an upper class family, and their ""friendship.""This burns slowly for a bit as you find your footing and get acclimated, but then it picks up quickly and explodes to the finish. A truly original novel and a really satisfying read....more",Notes are private!,0,2,1,"May 28, 2023","Jun 04, 2023","May 28, 2023",,Hardcover,view (with text),/book/show/61884841-maddalena-and-the-dark
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Braiding Sweetgrass,"Kimmerer, Robin Wall",,9781571313560,1571313567,386        pp,4.54,"117,202","Oct 15, 2013","Aug 11, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Here's my four-word  of this book (which I realize I'm very late to): Everyone should read this. This book makes the enduring point in new and rHere's my four-word  of this book (which I realize I'm very late to): Everyone should read this. This book makes the enduring point in new and really creative ways: We are made for the Earth, not the Earth for us. We have no more right to plants and animals than any other plant or animal. And we've gotten so far from that idea with our consumerism and consumption, that it'll be nearly impossible to get back to this piece of Indigenous wisdom. Humans are only exceptional in that they have more ability to destroy and not replace than other species. And boy have we showed our exceptionalism in that respect. We must return to reciprocity in all things. We must treat the Earth as a gift, not a resource. And we must restore what we've already destroyed. ...more",Notes are private!,0,3,1,"May 25, 2023","Jun 21, 2023","May 25, 2023",,Paperback,view (with text),/book/show/20763843-braiding-sweetgrass
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hope You Are Satisfied,"Malik, Tania*",1951213696,9781951213695,1951213696,230        pp,3.88,82,"May 02, 2023","May 02, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"When you think of Dubai, you think of gleaming office towers, ultra luxury resorts, and money money money. But it certainly wasn't always that way.ThiWhen you think of Dubai, you think of gleaming office towers, ultra luxury resorts, and money money money. But it certainly wasn't always that way.This fascinating novel takes us to Dubai in late 1990, as Saddam Hussein has just invaded Kuwait, and Dubai's small but growing population of mostly immigrants there to work and send money home, is trying to figure out what war might mean for their livelihoods. They're also trying to navigate love and politics and just managing to keep their heads above water. What will they be willing to do in order to make ends meet? What does ""ends meet"" even mean? I got to meet the author at an event, and she is lovely, and so is this mighty little novel. ...more",Notes are private!,0,0,1,"Jun 11, 2023","Jun 14, 2023","May 23, 2023",,Hardcover,view (with text),/book/show/59818068-hope-you-are-satisfied
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Western Alliances,"Barnhardt, Wilton*",1250090008,9781250090003,1250090008,400        pp,2.96,127,"Aug 01, 2023","Aug 01, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 22, 2023",,Hardcover,view,/book/show/61884929-western-alliances
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nightcrawling,"Mottley, Leila*",0593312600,9780593312605,0593312600,288        pp,3.99,"47,408","Jun 07, 2022","Apr 11, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.5We're naturally skeptical of people who say ""I didn't have a choice"" as a justification for bad behavior. But that's often a failure of empathy. We4.5We're naturally skeptical of people who say ""I didn't have a choice"" as a justification for bad behavior. But that's often a failure of empathy. We don't really know what it's like for anyone else until we fully walk a few miles in their shoes.This is a difficult read, but an accomplished debut novel. It's about agency and autonomy -- when our backs are against the wall, what choices do we really have? And it's about corruption, evil cops, and the failures of the justice system.Yes, a lot of the headlines of about this novel involve the young age of the novelist -- which yes, it's pretty amazing to consider she wrote this at ages 17-18 -- but that also shouldn't distract from just how well done this book is....more",Notes are private!,0,3,1,"May 18, 2023","May 28, 2023","May 18, 2023",,Paperback,view (with text),/book/show/84182088-nightcrawling
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Slow AF Run Club: The Ultimate Guide for Anyone Who Wants to Run,"Evans, Martinus",0593421728,9780593421727,0593421728,256        pp,4.24,"1,763","Jun 06, 2023","Jun 06, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 17, 2023",,Paperback,view,/book/show/62562867-slow-af-run-club
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,God Bless America: Stories,"Almond, Steve*",0984592237,9780984592234,0984592237,211        pp,3.88,322,"Oct 01, 2011","Oct 25, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 15, 2023",,Paperback,view,/book/show/11034170-god-bless-america
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Life in Heavy Metal: Stories,"Almond, Steve*",0802116302,9780802116307,0802116302,205        pp,3.80,"1,261",2002,"Jan 01, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"These are the white-dudiest white dude stories ever, and so of course I loved them. :) Standouts are the title story, ""Valentino,"" and ""How To Love a These are the white-dudiest white dude stories ever, and so of course I loved them. :) Standouts are the title story, ""Valentino,"" and ""How To Love a Republican"" -- the last of which is about a cross-aisle relationship during the contentious 2000 election, and sadly seems so quaint now given our current political environment. I'm taking a creative writing class for the first time in a decade and the story I'm working is similar to a Steve Almond story (though of course he is muuuuuuch better), so I wanted to read and in some cases reread these stories for inspiration. Very glad I did -- these are just a lot of fun....more",Notes are private!,0,1,1,"Jun 25, 2023","Jul 06, 2023","May 15, 2023",,Hardcover,view (with text),/book/show/2211300.My_Life_in_Heavy_Metal
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Secrets of the World,"Almond, Steve*",1638930686,9781638930686,1638930686,416        pp,3.85,707,"Apr 19, 2022","Mar 21, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 15, 2023",,Paperback,view,/book/show/76238818-all-the-secrets-of-the-world
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Monsters: A Fan's Dilemma,"Dederer, Claire",0525655115,9780525655114,0525655115,257        pp,3.82,"9,402","Apr 25, 2023","Apr 25, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book is the most nuanced, intelligent, and well-thought-out treatment of the age-old and crucial question of how to (or whether to) separate art This book is the most nuanced, intelligent, and well-thought-out treatment of the age-old and crucial question of how to (or whether to) separate art from artist -- or as Dederer writes it, what do we do with the art of monstrous men? Since I first wrote about this question 13 years ago (https://www.thenewdorkofbooks.c...), it's a question that's hounded me and I haven't found an answer.That's because there isn't one. Or at least there's not one that applies to every artist or every situation. Of course there's not. In this book, Dederer gives you all the tools to be able to puzzle a decision on your own. Really, that's what this comes down to -- you have to make your own decisions about what to do with the art of Roman Polanski, Woody Allen, Michael Jackson, Miles Davis, and many others. Does the ""biographical stain"" prevent you a) from continuing to enjoy the art, b) from consuming the art at all? Be careful: These are not moral questions, nor should your answers to them reflect on your own morals or ethics. Dederer writes, in what is my favorite line of the book (among many brilliant and profound lines): ""The way you consume art doesn't make you a bad person, or a good one. You'll have to find some other way to accomplish that.""...more",Notes are private!,0,3,1,"May 12, 2023","May 24, 2023","May 12, 2023",,Hardcover,view (with text),/book/show/61685822-monsters
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Weight,"Boyd, Jeff",1668007258,9781668007259,1668007258,336        pp,3.67,230,"Apr 11, 2023","Apr 11, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.5 and except for just a few tiny first-novel missteps, this would've been an easy five stars.Listen. I'll read literally anything Jess Walter, Kylie4.5 and except for just a few tiny first-novel missteps, this would've been an easy five stars.Listen. I'll read literally anything Jess Walter, Kylie Reid, Joshua Ferris, AND Xochitl Gonzalez tell me to read. All four of those esteemed writers wrote glowing blurbs about Jeff Boyd's debut, and boy, they are not wrong!This novel is the Black hipster losing-my-religion novel you didn't know you needed, but you definitely, definitely do. Set over the course of a few months in Portland, Oregon (Hipster Heaven), this novel follows the trials of one Julian Strickland, amateur poet, drummer in a rock band, and the only Black man for miles. Julian bares the weight of his past: His evangelical upbringing in Chicago, his recent divorce, and trying to start over in Portland. Unloading all that proves difficult. As does simply being a Black man in the world. Julian is a singular character in any book I've read -- and I rooted my ass off for him, even when he makes preventable mistakes. Loved this book -- an under-the-radar hit! ...more",Notes are private!,0,2,1,"Apr 29, 2023",May 2023,"Apr 29, 2023",,Hardcover,view (with text),/book/show/61273341-the-weight
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Infomocracy        (The Centenal Cycle, #1)","Older, Malka Ann*",0765385155,9780765385154,0765385155,380        pp,3.61,"6,583","Jun 07, 2016","Jun 07, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 29, 2023",,Hardcover,view,/book/show/26114433-infomocracy
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Come and Get It,"Reid, Kiley",0593328205,9780593328200,0593328205,400        pp,3.45,"12,965","Jan 30, 2024","Jan 30, 2024",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I loved Such A Fun Age, but I'm afraid this one was a miss for me. Reid is a keen observer and her descriptions, especially when introducing a new chaI loved Such A Fun Age, but I'm afraid this one was a miss for me. Reid is a keen observer and her descriptions, especially when introducing a new character, are often really funny in ""Ha, that's soooo true"" way. ""He wore a light-blue button down and he had the complexion of a person who loves 'being out on the lake.'"", eg. But even after we get to know, and for the most part, like, these characters -- and there are quite a few -- most of these nearly 400 pages it seems a little aimless and amorphous. What's more, there are some definite story logic issues -- like things happen that seem to go against how you'd think that character should act or what seems reasonable that they'd do. And some of the scenes where ""big plot points"" are happening are a little confusing in what is actually happening. Finally, I wouldn't have thought it possible, but there may be such a thing as writing dialogue that's TOO faithful to how people speak. Here a bunch of college students saying ""Yeah, no, ohmygod"" and constantly starting and stopping sentences may be how people actually talk, but it makes this hard to read at times. So I enjoyed parts of this a great deal, but on the whole it didn't quite all add up....more",Notes are private!,0,1,1,"Nov 09, 2023","Nov 17, 2023","Apr 28, 2023",,Hardcover,view (with text),/book/show/127482608-come-and-get-it
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On the Way,"Vargas, Cyn*",194043047X,9781940430478,194043047X,188        pp,4.02,113,"Apr 01, 2015","Apr 21, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is lovely little collection of short, engaging, emotionally resonant stories about broken homes, absent parents, and supposed role models behavinThis is lovely little collection of short, engaging, emotionally resonant stories about broken homes, absent parents, and supposed role models behaving badly. Vargas' prose is spare, but her stories pack a punch. ...more",Notes are private!,0,0,1,"Apr 25, 2023","May 03, 2023","Apr 25, 2023",,Paperback,view (with text),/book/show/23129771-on-the-way
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wellness,"Hill, Nathan",0593536118,9780593536117,0593536118,607        pp,4.01,"33,115","Sep 26, 2023","Sep 19, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is Nathan Hill's first novel in seven years, since his mega-debut THE NIX. No sophomore slump, here! I'll write an actual  when this novel'This is Nathan Hill's first novel in seven years, since his mega-debut THE NIX. No sophomore slump, here! I'll write an actual  when this novel's out in September, so for now, here are just a few wayward thoughts.-- Fans of Lauren Groff's FATES AND FURIES (my favorite novel by her) will LOVE this book. Franzen fans will also very much enjoy this. Hill has nearly out-Franzen'ed Franzen, here. -- The novel is about marriage, yes. But it's also about truth vs. certainty. The latter prevents us from seeking the former. This is true for health fads, religion, internet conspiracy theories, and so many other aspects of modern life. WELLNESS is a novel about all ways it's easy to be distracted from searching for things that are true and for settling on things that aren't true because that's easier than doing the difficult intellectual work of truth-seeking. Just wanting things, especially the truth, isn't good enough. You have to try harder than that.-- It's a novel about art and inspiration and meaning. -- It's a novel about family secrets.-- It's a novel about storytelling and legend and myth (all in the most modern sense possible)-- It's a novel about authenticity and genuineness. -- It's a novel about how we make decisions (consciously and unconsciously)-- Yeah, there's a lot going on here. Good thing it's 600+ pages. But it doesn't feel like a long novel.-- This novel is populated with TREMENDOUS characters -- the principles, Elizabeth and Jack, are of course great. But there are heroes and villains of all stripes here. -- This quote: ""And the only thing she was certain of was this: that between ourselves and the world are a million stories, and if we don't know which among them are true, we might as well try out those that are most humane, most generous, most beautiful, most loving."" That knocked me right on my ass. I love it....more",Notes are private!,1,11,1,"May 12, 2023","May 17, 2023","Apr 22, 2023",,Hardcover,view (with text),/book/show/65650229-wellness
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Longest Race: Inside the Secret World of Abuse, Doping, and Deception on Nike's Elite Running Team","Goucher, Kara*",1982179147,9781982179144,1982179147,288        pp,4.46,"10,249","Mar 14, 2023","Mar 14, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Imagine finishing third at the vaunted Boston Marathon, and your coach meets you at the finish line and tells you that you suck. Emotional abuse from Imagine finishing third at the vaunted Boston Marathon, and your coach meets you at the finish line and tells you that you suck. Emotional abuse from her trusted coach was just the tip of the iceberg of what Kara Goucher endured as a charter (and first female) member of the Nike Oregon Project. Even if you don't follow running, you've probably heard of Alberto Salazar, the Nike-propped-up and now-disgraced coach. This book is Kara's account of her time with Salazar, and his junk science, odd methods, emotional and mental abuse, sexual harassment and abuse, and, of course, the doping. It was the doping scandal that made headlines and ultimately got Salazar (rightly!) banned, but when you see the whole picture -- including Nike's complicity -- it's just mind-boggling how this ""project"" was allowed to continue for so long. And how there haven't been further consequences. Kara's story makes you so mad that this could happen. Of course it does. But her bravery and courage are inspiring. And not for nothing this is also just an entertaining and motivating read. A good running memoir is one that makes you want to go out and pound out some miles. This one certainly accomplishes that. ...more",Notes are private!,0,1,1,"Apr 21, 2023","Apr 24, 2023","Apr 21, 2023",,Hardcover,view (with text),/book/show/61273785-the-longest-race
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,America Fantastica,"O’Brien, Tim",0063318520,9780063318526,,464        pp,3.47,"2,742","Oct 24, 2023","Oct 24, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 17, 2023",,ebook,view,/book/show/90586183-america-fantastica
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Wow, No Thank You.: Essays","Irby, Samantha*",0525563482,9780525563488,0525563482,319        pp,3.82,"45,064","Mar 31, 2020","Mar 31, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"First time reading Irby, and I can confirm: She's REAL funny. These essays cover her coming to terms with turning 40 and technology and marriage and nFirst time reading Irby, and I can confirm: She's REAL funny. These essays cover her coming to terms with turning 40 and technology and marriage and not living in Chicago anymore and the absurdity of everything and really just trying to be a functioning person in the world.These essays are like fun little bite-sized chunks you can have for dessert on your lunch break to put yourself in a good mood facing down your afternoon....more",Notes are private!,0,1,1,"Apr 08, 2023","Apr 24, 2023","Apr 08, 2023",,Paperback,view (with text),/book/show/49960031-wow-no-thank-you
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Could Live Here Forever,"Halperin, Hanna*",0593492072,9780593492079,0593492072,336        pp,3.79,"9,063",unknown,"Apr 11, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"First appeared at https://www.thenewdorkofbooks.c...Hanna Halperin's new novel I Could Live Here Forever is exactly as devastating as you'd expeFirst appeared at https://www.thenewdorkofbooks.c...Hanna Halperin's new novel I Could Live Here Forever is exactly as devastating as you'd expect any good novel about addiction to be. What makes this novel truly great, though, is how Halperin addresses different forms of addiction. Substance addiction, sure. But also emotional addiction, addiction to a certain feeling or a certain person that makes you feel that way. This feeling, this person can be just as toxic, just as dangerous as any drug. This book absolutely destroyed me. But I loved it an indecent amount -- it's so good. Soooo good.Leah is a mid-20s woman working on her MFA at the prestigious creative writing graduate program at the University of Wisconsin. On the first page of the novel, she meets Charlie -- a handsome, mysterious, affable fellow. She's smitten, he's smitten. They're smitten.Charlie to his credit reveals very early in the relationship he's a recovering heroin addict. This of course gives Leah -- and her friends in her MFA cohort and her family, including her overprotective older brothers -- great pause. But she loves how he makes her feel -- like the most important, most beautiful, most loved person in the world. Ever since Leah's mother left when she was 13, Leah's developed some deep-seated psychological issues about being loved. So when Charlie DOES love her, she's addicted to how he makes her feel. Despite the red flags, of which they are an increasing number, despite the signs of relapse, and despite even breaking up with him a few times, their connection continues. But at what cost to each of them?I absolutely loved this. I loved it for its fresh take and humanization of addiction -- this isn't Trainspotting, though, we're not watching needles go in arms -- and Charlie isn't your typical junkie. I also loved it for its ""day-in-the-life"" story of an MFA student.Sure, there's a definite Sally Rooney vibe about this book, but if you're a Rooney skeptic, don't let that you stop you. Halperin, dare I say, is a more direct, easier-to-read writer than Rooney is. I actually read this 300-page novel in basically three sittings. And this will definitely be the 2023 novel I talk about way too much....more",Notes are private!,0,3,1,"Apr 07, 2023","Apr 09, 2023","Apr 07, 2023",,Hardcover,view (with text),/book/show/61151270-i-could-live-here-forever
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The New Earth,"Row, Jess",0062400630,9780062400635,0062400630,592        pp,3.54,204,"Mar 28, 2023","Mar 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 27, 2023",,Hardcover,view,/book/show/61391144-the-new-earth
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sun House,"Duncan, David James",0316129372,9780316129374,0316129372,784        pp,3.87,578,"Aug 08, 2023","Aug 08, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Uncollected thoughts on David James Duncan's first novel in 31 years:-- This is a throwback novel to a time when old white men published long, complicUncollected thoughts on David James Duncan's first novel in 31 years:-- This is a throwback novel to a time when old white men published long, complicated novels about American life -- think Don DeLillo's Underworld or Philip Roth's American Pastoral or Richard Powers' The Time of Our Singing, or hell, even John Steinbeck's East of Eden and The Grapes of Wrath.-- It's also a big, dense novel of ideas -- characters grapple with spirituality, mysticism, and all the BIG questions: What happens when we die?-- How does one live a good life in such a corrupt world? How do we build a better world amidst so much cynicism and greed?-- This novel is about finding your tribe. Only connect. Find the people who make you happy and latch onto them like there is no tomorrow. Because, really, there's not. -- It's also a novel about finding your place in a complicated, misanthropic world. -- No novel this expansive is complete without a love story, and this one has several. -- There's a dog named Romeo, and Romeo is the face of love. -- I spent a month with this novel, and this novel made me a better reader, and that's one of the highest compliments I know how to pay it. While I enjoyed just about every moment I spent with it, it's a novel that you have to approach in the right mood: You have to be ready to concentrate. It's not difficult, but again, at times, it's dense.--When it's not dense, and we're focused on plot, it whirs right along -- and includes some of the snappiest, wittiest dialogue I've read in a long time. -- This is an environmental novel, though subtly so. More overtly, it's a love letter to the outdoors and the big open spaces of the American West.--Duncan's The Brothers K is one of my favorite novels of all time. This novel is a wonderful companion. I didn't like it quite as much, but that's a high bar. I did like it quite a bit....more",Notes are private!,0,20,1,"Apr 10, 2023","May 10, 2023","Mar 27, 2023",,Hardcover,view (with text),/book/show/64000510-sun-house
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Roman Stories,"Lahiri, Jhumpa",0593536320,9780593536339,B0BS344NG9,258        pp,3.83,"4,569","Oct 10, 2023","Oct 10, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 27, 2023",,Kindle Edition,view,/book/show/78292448-roman-stories
