,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,James's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
375,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Color of All Things: 99 Love Poems,"Williams, Philip Lee",0881465232,9780881465235,0881465232,112        pp,3.80,5,"Mar 16, 2015","Mar 16, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I forget what attracted me to this volume. Probably the fact that it's love poetry, which I especially enjoy. And maybe because Williams is from ruralI forget what attracted me to this volume. Probably the fact that it's love poetry, which I especially enjoy. And maybe because Williams is from rural Oconee County, Georgia, which is about halfway between Augusta and Atlanta and through which I've driven many times, finding the area and the crossing of the beautiful Oconee River the most picturesque part of the drive between the cities. His poetry, however, I found surprisingly inexpressive and plodding. I'd hoped I was going to read the urban sensuousness of Walter Benton or John Montague transferred to a more sylvan Georgia but found instead that I prefer the delicate, elegant curve of the bridge over Lake Oconee to Williams's unwieldy poems of devotion to his wife. It might be that i can like this more in a few years. ...more",Notes are private!,0,1,1,"Feb 08, 2016","Mar 28, 2016","Apr 17, 2015",,Paperback,view (with text),/book/show/24728053-the-color-of-all-things
376,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Road to Emmaus: Poems,"Reece, Spencer",0374535205,9780374535209,0374535205,124        pp,4.11,130,"Apr 01, 2014","Mar 31, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Road to Emmaus was shortlisted for Canada's Griffin Poetry Prize last year. I'd already bought the book from the table in the lobby during the intThe Road to Emmaus was shortlisted for Canada's Griffin Poetry Prize last year. I'd already bought the book from the table in the lobby during the intermission at the readings. I regretted it when Reece read during the 2d half of the program. He read in a drone a poem that went on too long. Reading this volume, though, I was pleasantly surprised at the power of Reece's poetry, at the swing of his imagery and the crisp language. It's robust yet gentle. The book didn't win the prize, but it could've. And maybe it should've....more",Notes are private!,0,1,1,"Jan 09, 2016","Feb 15, 2016","Apr 15, 2015",,Paperback,view (with text),/book/show/22237192-the-road-to-emmaus
377,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Something Crosses My Mind,"Xiaoni, Wang",193889006X,9781938890062,193889006X,144        pp,4.00,29,"Jul 08, 2014","Sep 16, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Wang Xiaoni herself says it best in a poem about a typhoon. She's not surprised that the world can offer no resistance to the forces of nature. If cowWang Xiaoni herself says it best in a poem about a typhoon. She's not surprised that the world can offer no resistance to the forces of nature. If cows are tipped on their heads and the night sounds like an exploding drum, ""that's just the way the extraordinary happens."" That's the subject of her poetry, how the ordinary can be viewed as the extraordinary, from a stranger sitting in a tavern who might be Death's messenger to the solitary man walking by lamplight through a darkened village, his face and lamp the only light visible, going away a long time. All these poems are quiet and commonplace, and yet they make a big noise in your head....more",Notes are private!,0,0,1,"Jan 02, 2016","Feb 17, 2016","Apr 15, 2015",,Paperback,view (with text),/book/show/18528153-something-crosses-my-mind
378,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hundred Lives,"Thornton, Russell",1927443687,9781927443682,1927443687,96        pp,4.38,8,"Oct 15, 2014","Oct 15, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is quite muscular and satisfying poetry. I especially liked the central section in which Thornton writes prose poems of a Bride and a Bridegroom.This is quite muscular and satisfying poetry. I especially liked the central section in which Thornton writes prose poems of a Bride and a Bridegroom. They're responses to quotations from the Song of Solomon, and I think them beautiful....more",Notes are private!,0,2,1,not set,"Jan 09, 2016","Apr 15, 2015",,Paperback,view (with text),/book/show/22228434-the-hundred-lives
379,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blue Sonoma,"Munro, Jane",1926829883,9781926829883,1926829883,104        pp,4.12,52,"Mar 15, 2014","May 01, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"We're told these poems are about aging. The blue Sonoma (a truck) of the title appears to be one way of traveling into Alzheimer's. Leaving or traveliWe're told these poems are about aging. The blue Sonoma (a truck) of the title appears to be one way of traveling into Alzheimer's. Leaving or traveling is a concern of the poems, from driving in the blue Sonoma to the crossing of a bridge in the final poem. Just as easily the poems reflect dream and wakefulness and move from Western tradition to the Eastern. The volume is framed by the poems ""Sonoma"" and ""Valley of the Moon."" A note instructs the reader than Sonoma, according to Jack London, is the Miwok word for Valley of the Moon, so clearly we're on a journey, being driven perhaps by Jack, with Basho riding shotgun....more",Notes are private!,0,2,1,not set,"Dec 08, 2015","Apr 15, 2015",,Paperback,view (with text),/book/show/19537546-blue-sonoma
380,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Stairwell,"Longley, Michael",0224101684,9780224101684,0224101684,80        pp,3.97,77,"Aug 14, 2014","Apr 08, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I liked this a lot. I liked that the poetry uses many classical parallels in these poems about the Great War and about his twin brother. Both the war I liked this a lot. I liked that the poetry uses many classical parallels in these poems about the Great War and about his twin brother. Both the war and the death of his twin incorporate many mythic elements. The poems are short and on the surface uncomplicated, but they do ring with the common truths of today and 3000+ years ago....more",Notes are private!,0,2,1,not set,"Sep 20, 2015","Apr 15, 2015",,Paperback,view (with text),/book/show/20493666-the-stairwell
381,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lives of Others,"Mukherjee, Neel",0701186305,9780701186302,0701186305,416        pp,3.68,"4,790","May 22, 2014","Jun 24, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Probably more like a 4 and a half. This family saga of a sprawling Calcutta household doesn't make many allowances for the western reader and is thereProbably more like a 4 and a half. This family saga of a sprawling Calcutta household doesn't make many allowances for the western reader and is therefore the most Indian novel I've read in a while. Taking on many of India's social and political problems of the 1960s and 70s, its viewpoint is a dark one....more",Notes are private!,0,3,1,not set,"Jun 04, 2015","Apr 14, 2015",,Paperback,view (with text),/book/show/18394991-the-lives-of-others
382,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Sympathizer        (The Sympathizer, #1)","Nguyen, Viet Thanh*",0802123457,9780802123459,0802123457,371        pp,4.01,"113,604","Apr 02, 2015","Apr 07, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I read The Sympathizer at this particular time because I've been reading histories of the Vietnam War and I thought a fictional perspective might enhaI read The Sympathizer at this particular time because I've been reading histories of the Vietnam War and I thought a fictional perspective might enhance the historical interpretation. I was right. In fact, many of the attitudes we've developed about the war provide commentary and add flesh to the novel.The bare bones of plot center around a Vietnamese Captain who flees during the last days of the republic in the south. He's aide to a General and accompanies him into exile in America. But he's the sympathizer of the title, a communist agent who reports on the activities of the General who, it's feared, will generate revolutionary action in the newly-reunited Vietnam. One of the impressive things about the novel is that Nguyen, who was born in Vietnam, writes in a robust western style with full-throated allusion to western sensibilities yet with a keen enough eye to see American culture through the eyes of someone outside looking in, as the Captain is forced to do. This is a prose style with hooks and barbs that allow you to see old truths in new ways. The novel is fun and intelligent in its observations of American culture by a man just arrived. It has a lot to say about movies through several chapters in which the Captain is employed to assist in the making of a film bearing resemblance to Apocalypse Now. And Nguyen uses the film vehicle to segue into reflections on the American way of war. The novel's rich in these areas while also revealing a grim if caricatured picture of Vietnamese lives displaced to America by the lost war, the pervasive sense of guilt brought on by it and by loyalties divided by duty and love of country.The movie itself is used to explore the whole relationship between Vietnam and America during the war. And it's here that Nguyen's use of names--or lack of them--becomes the most parodic because in addition to the General and his wife Madame of the Captain's immediate family-in-exile, the movie set also introduces the Auteur, the Thespian, and the Idol. Some of the novel's characters carry adjectival designations: the grizzled Captain, the affectless Lieutenant. Our protagonist is surrounded by types.As you might expect, the word sympathy carries a lot of weight in the novel. The Captain is our obvious sympathizer as spy. Nguyen extends the political meaning by finally reminding us that revolutions begin in sympathy for those oppressed. But in the end the definition as compassion also takes on importance when reeducation leads to redemption, yet another way Nguyen jolts Vietnamese perceptiveness with the hot charge of western ideas. And the ending for me brought to mind another novel of redemption and another war, Catch-22.I thoroughly enjoyed The Sympathizer and admire it. The one quibble might be that the reeducation of our narrator, when his unreliability is made most plain, went on a little too long for this reader, though it didn't become as torturous as events in the novel....more",Notes are private!,0,7,1,not set,"Dec 24, 2015","Apr 10, 2015",,Hardcover,view (with text),/book/show/23168277-the-sympathizer
383,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Players: Poems,"Bialosky, Jill",038535262X,9780385352628,038535262X,80        pp,3.55,58,"Feb 24, 2015","Feb 24, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I love baseball, and that's certainly an attraction here. In a volume of poems about the child-parent relationship, the 1st section uses the great AmeI love baseball, and that's certainly an attraction here. In a volume of poems about the child-parent relationship, the 1st section uses the great American love for the game as played in Little League as the link between generations. In 13 poems kids try to succeed while being watched by anxious parents who both want to protect and will them to be meaner, stronger.""American Comedy"" is a sonnet sequence whose tone reminded me of Pablo Neruda's great series of odes about the common objects of our lives. Bialosky's sonnets are about the shared moments we've all experienced as children and parents.An ""Interlude"" is 3 poems about reading. My favorite in the book is here, ""An Early Education,"" which examines how as children we grow to love books and reading.The final section is called ""The Players,"" and I think it's about those iconic moments of American life when children are quietly eased into adulthood: driving lessons, watching them play and grow up to become ourselves, waiting for them to come home. These are beautiful poems....more",Notes are private!,0,3,1,not set,"Aug 30, 2015","Apr 10, 2015",,Hardcover,view (with text),/book/show/22318384-the-players
384,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Morality Play,"Unsworth, Barry",0393315606,9780393315608,0393315606,206        pp,3.76,"3,955",1995,"Sep 17, 1996",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 10, 2015",,Paperback,view,/book/show/883995.Morality_Play
385,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Young Eliot: From St. Louis to The Waste Land,"Crawford, Robert",0374279446,9780374279448,0374279446,512        pp,4.13,137,"Jan 29, 2015","Apr 07, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It's been decades since the last biography of T. S. Eliot. We forget--or I forgot--that a long time ago Peter Ackroyd published one and later Lyndall It's been decades since the last biography of T. S. Eliot. We forget--or I forgot--that a long time ago Peter Ackroyd published one and later Lyndall Gordon produced a 2-volume life. Do you remember"" Of course you do and now you're realizing it seems a lifetime ago. There's a reason. Eliot didn't want a biography written, unrealistic as that wish seems today. His wife Valerie, keeper of the flame after his death in 1965, acceded to that wish by withholding access to materials and limiting what Ackroyd and Gordon could quote. Still, their biographies were exciting because they were all we had. Obviously there was persistent interest in Eliot, though. For the most part the resulting works, like the play and movie Tom and Viv which depicted him as a misogynist or other works which dealt with his anti-Semitism or claimed him to be a closeted homosexual, disappointed Valerie Eliot and hardened her resolve to stand in the way of serious biographical studies. Now Valerie is gone. Robert Crawford, who knew her and had impressed her with his academic work on the poet has used the relaxed restraints on research and access to the material to write the first biography since Gordon's.Young Eliot is right. The story of Eliot in London is a familiar one. But whereas most biographies race quickly over the formative years, Crawford spends three chapters and 78 pages in detailing Eliot's boyhood in St Louis and Gloucester, Massachusetts because he's able to demonstrate how influences of those years were later used in his greatest poetry. Another five chapters and abut 120 pages are needed to get him through Harvard, after which he studies at Oxford, meets Vivien, his first wife, and the rest is famous literary history. All of this material, though, is new because it's not before been covered in such detail. While I was aware, for instance, that he'd studied philosophy at Harvard, I hadn't known before of his deep background in anthropology and how it would affect The Waste Land, the Sweeney poems, and his criticism. Equally important parts of Eliot's story, and heavy influences on what he wrote, were the one who got away, Emily Hale, and the one who wanted him and married him, Vivien Haigh-Wood. One of the surprises for me was that Crawford mutes the difficulties of the marriage. While he allows they were awkward together the way he writes of the marriage makes Tom much more supportive and accommodating than perhaps we'd believed before. Of course, this first volume ends at the end of 1922, and Tom and Viv have some trying years ahead of them. There's the poetry, too. No biography of Eliot could not discuss and analyze ""The Love Song of J. Alfred Prufrock"" and The Waste Land. Crawford writes in depth about where they came from within the poet and why, as well as lengthy discussions of the Sweeney sequence, ""Gerontion"", and other early works.This is grand biography. Crawford plans a second volume to be called Eliot after The Waste Land. I'm sure that when it's published Crawford's will be the Eliot biography for our time....more",Notes are private!,0,10,1,not set,"May 15, 2015","Apr 08, 2015",,Hardcover,view (with text),/book/show/22561308-young-eliot
386,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Elegy Owed,"Hicok, Bob",1556594380,9781556594380,1556594380,128        pp,4.22,312,"Jan 01, 2013","Sep 09, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I liked best that Hicok's poetry is quirky. Just looking at the cover showing a photo of himself with an ear to the ground listening for the dead HicoI liked best that Hicok's poetry is quirky. Just looking at the cover showing a photo of himself with an ear to the ground listening for the dead Hicok below puts you in the right frame of mind. Inside you discover it's an appropriate image for poems which seem to be about mourning. There are elegies here, and odes, and they segue into an elegy ode and finally to an elegy owed before they say goodbye. These poems are both funny and sad....more",Notes are private!,0,3,1,not set,"Sep 11, 2015","Apr 08, 2015",,Paperback,view (with text),/book/show/21535552-elegy-owed
387,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Inheritors,"Golding, William",0571273580,9780571273584,0571273580,256        pp,3.52,"4,884",1955,"Aug 04, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A reread.,Notes are private!,0,0,1,not set,"Apr 11, 2015","Mar 26, 2015",,Paperback,view (with text),/book/show/11055425-the-inheritors
388,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gilead,"Robinson, Marilynne",0374153892,9780374153892,0374153892,247        pp,3.85,"110,306","Oct 28, 2004","Oct 28, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A reread.Softly meditative though it's written for someone other than the writer. I love this book. I knew people like John Ames and the people aroundA reread.Softly meditative though it's written for someone other than the writer. I love this book. I knew people like John Ames and the people around him when I was a boy. Reading Robinson's lovely prose is like a celebration of them....more,Notes are private!,0,4,1,not set,"Mar 26, 2015","Mar 26, 2015",,Hardcover,view (with text),/book/show/77509.Gilead
389,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What Good Is Grand Strategy?: Power and Purpose in American Statecraft from Harry S. Truman to George W. Bush,"Brands, Hal",0801456738,9780801456732,0801456738,288        pp,4.01,139,"Dec 01, 2013","Dec 19, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I finished the book unsure whether the subject is grand strategy or the historical study of the statecraft of 4 administrations used to illustrate it.I finished the book unsure whether the subject is grand strategy or the historical study of the statecraft of 4 administrations used to illustrate it. The answer is probably both.I've always liked the definition of grand strategy, that level of planning and maneuver above that of the military, as the means used to win the peace. Brands defines it ""as the intellectual architecture that gives form and structure to foreign policy."" He presents the grand strategies of Truman, Nixon/Kissinger, Reagan, and George W. Bush to show its proper and improper applications. Truman and Reagan, in Brands's analysis, were successful. Truman formulated a means of confronting the west's ideological opposite and competitor for power, the Soviet Union, through containment, a policy which endured for 40 years. Reagan's policies, developed partly through good instincts, are credited with ending the Cold War in the west's favor. The prime occupation of Nixon and Kissinger was how to get America out of Vietnam. Of the 4, Brands sees only George W. Bush's policies in the Middle East as failed grand strategy.Brands doesn't judge the policies he analyzes. He presents them and their results in the light of contemporary perspectives rather than historical evaluation. He remains above emotions which might be generated by some of the events he writes about, discussing them solely in terms of their appropriateness and effectiveness at the time. In this way such controversial subjects as the bombing of Cambodia or the defense of Korea can be examined as load-bearing components of the ""architecture"" of foreign policy, not as part of the public debate.The only policies studied which get poor marks is Bush's grand strategy in the Middle East. Here Brands's even-handed treatment of his subject allows him to deliver a savage critique on the arrogant, incompetent management of the Iraq and Afghanistan wars which undid the balance of power in the region thereby validating the rise of Iran and which embroiled us in the region at a time we should have been preparing for the Chinese drive for primacy in East Asia. Of the 4 legacies left to us by these grand strategies, only that of George W. Bush can be viewed as harmful to the interests of America, and those interests are the focus of grand strategy itself...more",Notes are private!,0,2,1,"Apr 24, 2016","May 09, 2016","Mar 10, 2015",,Paperback,view (with text),/book/show/23737112-what-good-is-grand-strategy
390,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stoner,"Williams, John",1557280290,9781557280299,1557280290,278        pp,4.33,"166,225",1965,1988,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I've been aware of Stoner and its acclaim for a long time. I noted the praise of recent readers and so looked forward to it and began it with anticipaI've been aware of Stoner and its acclaim for a long time. I noted the praise of recent readers and so looked forward to it and began it with anticipation. I was a little disappointed.It may be that in order for a quiet, unassuming novel like this to successfully engage a reader the protagonist has to be interesting. I never found the character William Stoner interesting. He's a good man and meant to be seen that way. He's a dedicated teacher. He's a devoted father. He endures with equanimity and grace a long marriage to a difficult wife and a career marred by a hostile relationship with a colleague. The author John Williams has given him an admirable life written well. What Williams doesn't give Stoner in the novel is affirmation, some kind of event or deed or knowledge--an epiphany would do--that gives his life meaning. He teaches, endures, does his duty, and fades away alone and in darkness, if not exactly with a whimper, without a bang, too.Unfortunately, as skilled and dutiful a teacher, as devoted a husband and father, Stoner isn't given enough descriptive words other than ""numb,"" ""absence,"" and ""indifference"" to allow him substance and force. These words fill the book in regard to Stoner, and it's those words we remember. In the novel's 2d paragraph is the sentence, ""Stoner's colleagues, who held him in no particular esteem when he was alive, speak of him rarely now; to the older ones, his name is a reminder of the end that awaits us all,...."" That's the character and lackluster effect Williams meant to establish. The trouble is the effect on colleagues can be the same for readers.To be fair, I read Stoner simultaneously with 2 other novels which are particularly powerful and philosophical. I'm nearing the end of a reread of Marilynne Robinson's Gilead, winner of the Pulitzer Prize. The other was Curzio Malaparte's The Skin, the highly symbolic Italian novel of World War II which I wrote about here yesterday, the most impressive novel I've read in months. I had no way of knowing, of course, but Stoner's low wattage shines dimly in the presence of such novels. To read Stoner without such brawny competition would probably allow it to be a completely different read....more",Notes are private!,0,10,1,not set,"Mar 25, 2015","Mar 06, 2015",,,view (with text),/book/show/1566608.Stoner
391,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Be Both,"Smith, Ali",,,B00IPXLLO8,376        pp,3.66,"23,912","Aug 28, 2014","Sep 04, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 04, 2015",,Kindle Edition,view,/book/show/20439328-how-to-be-both
392,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Preparation for the Next Life,"Lish, Atticus",0988518333,9780988518339,0988518333,417        pp,3.76,"4,289","Nov 11, 2014","Nov 11, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"In his novel Closing Time, which is a sequel to Catch-22, Joseph Heller whimsically wrote that the ice rink at Rockefeller Center in New York City is In his novel Closing Time, which is a sequel to Catch-22, Joseph Heller whimsically wrote that the ice rink at Rockefeller Center in New York City is the bottom level of Dante's Inferno. Atticus Lish in Preparation for the Next Life not so whimsically widens hell to include the entire city, especially Queens. In fact, the characters come from other regions of hell to this level of gore and pain where we find them. Not only does Lish create the atmosphere in scenes like the butchers of Queens and Chinatown destroying slabs of meat with saws and cleavers, for instance, or by writing about displayed photos of women beaten or savaged by disease, but the novel rides on an undercurrent of vulnerability, madness, violent behavior, and self-destructive impulses. Those who live there who aren't mad are spiritually empty.It's the story of 3 characters. Zou Lei is a Uighur from the western reaches of China who entered the U. S. illegally and was swept up and jailed in the southwest. Inexplicably released, she makes her way to New York where she struggles to earn a living and stay out of the way of authority. She befriends Skinner, a PTSD-haunted soldier who served 3 tours of duty in Iraq. Now he's left the Army, or perhaps was discharged on disability because he's psychologically damaged by his combat experiences. Jimmy Turner is the 3d character. He's a recently-released con who has known nothing but petty crime and is now angrily watching his life tilting askew because he can't find a job. These 3 gears, the working parts of Lish's novel, meet to gnash and grind against each other in this dream-like surreal America where Northern Road, Queens runs directly into the Silk Road.There is a 4th character, a Berretta. We remember what Chekhov said about a pistol appearing early in a story.If I've made it sound grim, it's because it is. The city they move in is waste. It's smoky and dangerous. The dead hang around the corners or are eating at the food court in the mall. Anger and fear are only 2 of the elements of the modern American periodic table combined here to make this menacing, violent place. Yet the heart of Preparation for the Next Life is a love story. It's Skinner and Zou Lei who struggle toward the flickering emotions that count for love here. They need each other, and they work to save each other. Zou Lei is the novel's softest character. It's she who props up Skinner when his mind flies apart under the stress of memory. Skinner can give Zou Lei love and the security of legal status in the U. S. Together they are like Eurydice and Orpheus, struggling toward the surface and the light. One of the most impressive sections of the novel is Chapter 53 describing a long nighttime walk from the Bronx to Queens, a walk through underworld New York toward morning. It reminded me of Yossarian's wanderings through Rome in Catch-22.This is a compelling novel of those who inhabit America's margins. I think the characterizations an achievement. Lish keeps them gloriously and richly distinctive through voice and trait so that they stand clearly themselves even while sharing the same psychological space. It's tragedy, though, and you know it. There can only be tragedy in the broken, littered, and depressed streets of Lish's New York. But perhaps only a writer of Lish's power could paint tragedy with such abundant and colorful affirmation....more",Notes are private!,0,18,1,not set,"Jun 21, 2015","Jan 28, 2015",,Paperback,view (with text),/book/show/21535396-preparation-for-the-next-life
393,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Penelope Fitzgerald: A Life,"Lee, Hermione",0701184957,9780701184957,0701184957,508        pp,4.03,462,"Nov 07, 2013","Dec 09, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Penelope Fitzgerald. Hermione Lee. I admire the work of Fitzgerald, but to be honest I read this biography as much for who wrote as for the subject. IPenelope Fitzgerald. Hermione Lee. I admire the work of Fitzgerald, but to be honest I read this biography as much for who wrote as for the subject. I think Lee's a terrific biographer. She doesn't disappoint here.Fitzgerald was a writer who led a conservative, traditional life as wife, mother, and teacher for most of here life. Even after she began to write late in life--her first work was published at sixty--she preferred to give the impression of one who was colorless and not particularly learned. Lee shows us the real Fitzgerald, one different from the persona she advanced. Fitzgerald herself began writing as a biographer--of her family, of the artist Edward Burne-Jones, and the poet Charlotte Mew. Her early novels, like The Bookshop and the Booker Prize-winning Offshore, were autobiographical. Late in her career and late in life she turned her fiction to historical subjects. The strength of the life Lee's written rests on the extensive attention she gives to each of Fitzgerald's books. Some of the glosses are a chapter in length, all are complete with analysis and summary, motivation and meaning. The discussion of the writing is as fine as the comprehensive detail given to the facts and events of the life itself. As I knew she would, Lee does justice to a wonderful novelist, an important British novelist who wrote for the world. She didn't become well-known until she was elderly, but Lee's study reveals her as important her whole life....more",Notes are private!,0,8,1,not set,"Mar 05, 2015","Jan 14, 2015",,Hardcover,view (with text),/book/show/17612573-penelope-fitzgerald
394,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Are All Completely Beside Ourselves,"Fowler, Karen Joy*",0142180823,9780142180822,0142180823,336        pp,3.71,"121,278","May 30, 2013","Feb 25, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jan 31, 2015","Dec 19, 2014",,Paperback,view,/book/show/18114291-we-are-all-completely-beside-ourselves
395,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Letters of Samuel Beckett: Volume 3, 1957–1965","Beckett, Samuel",0521867959,9780521867955,0521867959,816        pp,4.43,28,"Sep 30, 2014","Oct 16, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 03, 2016","Mar 24, 2016","Dec 19, 2014",,Hardcover,view,/book/show/21073084-the-letters-of-samuel-beckett
396,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mighty Dead: Why Homer Matters,"Nicolson, Adam",0007335520,9780007335527,0007335520,314        pp,3.89,"1,699","May 22, 2014","May 22, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is one of the most useful complements to a reading of Homer I know of. Adam Nicolson's knowledge of Homer's great works and his understanding of This is one of the most useful complements to a reading of Homer I know of. Adam Nicolson's knowledge of Homer's great works and his understanding of the Homeric world seem truly deep. Along with the important literary analysis The Mighty Dead is dense with historial fact and perspecctive concerning Bronze Age conflict, the tribal nature of Greek socity compared to the more civilized Trojans, Greek origins, and the importance of Troy to the ancient world. Nicolson has some interesting ideas: he convincingly equates the warrior attitudes of Greeks on the beach at Troy with the gang ethos present in modern East St. Louis, and he writes a section late in the book explaining how the Biblical Philistines were the same kinds of Mycanean warriors who besieged Troy. The book bubbles from front cover to back with such energetic insight ranging from who Homer really was to why we stilll refer to him for news of the past and why he so accurately reflects the nature of modern man.As equally delightful as Nicolson's knowledge of Homer and the world of the Greeks is how well the book is written. Nicolson is a wonderfully descriptive writer. One personal reflection of how he himself once had a knife held to his throat illuminates the fighting on the beach at Troy. Another--and these are just 2 examples--is a description of a stormy sea, something he as sailor knows as well as the Greeks did. His elegant image of the way a gull can raise one wing to expose his chest to the wind as a way of lifting himself higher took my breath away. The book is full of such moments. You don't necessarily have to read Nicolson to read and apporeciate Homer. Homer can stand on his own 2 feet. But you'll want to read Nicolson for the depth of background he can give you about Homer's famous poems. And for the joy of Nicolson's writing....more",Notes are private!,0,13,1,not set,"Oct 07, 2015","Dec 17, 2014",,Hardcover,view (with text),/book/show/23018598-the-mighty-dead
