,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Judy's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
278,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lost Witch,"Crutcher, Paige*",125079739X,9781250797391,125079739X,320        pp,3.18,811,"Dec 27, 2022","Dec 27, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It took me a little time to get into this book, but once I had read awhile I was intrigued. There are two timelines 100 years apart, 1922 and 2022. BrIt took me a little time to get into this book, but once I had read awhile I was intrigued. There are two timelines 100 years apart, 1922 and 2022. Brigid Heron is catapulted through time and 100 years later finds herself in Evermore which is besieged by demons from the lough and the witches of Knight are manipulating the demons to gain power and take over. The story is told solely from Brigid Heron's point of view. There is magic, demons, monsters, witches and a goddess and a demigod, among other things in the book. It gets a bit chaotic at times (but the demigod is a master of chaos). An interesting read. I liked the way Brigid, Finola, and Ophelia pulled together. I also liked the goddesses words of wisdom throughout the book. The podcasts added some flair.Thanks to St. Martin's Press through Netgalley for an advance copy. This book will be published on December 27, 2022....more",Notes are private!,0,10,1,"Nov 21, 2022","Nov 22, 2022","Nov 21, 2022",,Paperback,view (with text),/book/show/59808290-the-lost-witch
279,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wicked Dreams,"Jackson, Lisa*",1496734017,9781496734013,1496734017,384        pp,3.81,"1,853","Dec 27, 2022","Dec 27, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was a good mystery/suspense thriller that involves women with some special gifts. The story is set in the town of Deception Bay on the coast of OThis was a good mystery/suspense thriller that involves women with some special gifts. The story is set in the town of Deception Bay on the coast of Oregon (at least I think it was Oregon). There is a house there called Siren Song (cool name!) which is home base to the gifted women. I wish I had read the previous books that spawned this one: The Colony series by Lisa jackson and Nancy Bush; this book needs the historical background. I still enjoyed it, but felt I would have benefited from the earlier books. I may go back and read them because this one was so interesting. The suspense in the book was just enough to keep you on edge. The women of Siren Song had a mysterious history that kept me wanting to know morel. I enjoyed the character Rivenia Rutledge and admired her for striking out on her own and trying to distance herself from her family, even though in the end family always comes first. The investigation kept my attention and the characters were well developed. There were some good twists and turns to keep me wondering.Thanks to Kensington Books through Netgalley for an advance copy. This book will be published on December 27, 2022....more",Notes are private!,0,13,1,"Nov 16, 2022","Nov 19, 2022","Nov 16, 2022",,Hardcover,view (with text),/book/show/60753192-wicked-dreams
280,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Death by Arts and Crafts        (Abby McCree Mystery, #6)","Morgan, Alexis*",149673968X,9781496739681,149673968X,304        pp,4.09,276,"Dec 27, 2022","Dec 27, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is the sixth book in the Abby McCree Mystery series; however, it is the first one I have read. This is easily a stand alone read, so no problem tThis is the sixth book in the Abby McCree Mystery series; however, it is the first one I have read. This is easily a stand alone read, so no problem there. Abby McCree is an amateur sleuth who is the newest member of Snowberry Creek's City Council. Snowberry Creek is planning to hold their first Arts and Crafts fair and Abby has been given the role of liasing between the council and the Planning Committee for the fair. In this capacity she and a couple of her friends spend a weekend visiting nearby fairs to see what's available, meet the artists and entice them to exhibit at Snowberry Creek's fair. Unfortunately, there is a murder at one of the fairs and somehow Abby's friend Dayna becomes a prime suspect. Abby feels the need to get involved to prove her friend's innocence.This was a fun cozy mystery and I enjoyed reading about the fairs. I also enjoyed the women's friendships and the romance between Abby and Tripp. The characters well interesting and I liked most of them. The plot was well paced and I didn't get bored at any point.Thanks to Kengington Book through Netgalley for an advance copy. This book will be published on Decmber 27, 2022....more",Notes are private!,0,16,1,"Nov 14, 2022","Nov 15, 2022","Nov 14, 2022",,Mass Market Paperback,view (with text),/book/show/60787602-death-by-arts-and-crafts
281,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Charity Shop Detective Agency        (The Charity Shop Detective Agency #1),"Boland, Peter*",,9781804056615,,unknown,3.96,"3,757","Dec 13, 2022","Dec 13, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was a cute cozy with three women who work at charity shop called Dogs Need Nice Homes . They have a small gathering area in the shop where elderlThis was a cute cozy with three women who work at charity shop called Dogs Need Nice Homes . They have a small gathering area in the shop where elderly community members meet on Tuesdays, and one of their group in murdered. The three women decide they will help the police investigate to find the killer, calling themselves The Charity Shop Detective Agency . They spend a lot of time talking through various theories and snooping a bit, and then there's another murder. This is a fun cozy murder mystery with some enjoyable humor. I liked the ladies of the charity shop who seem to complement each other. These women, though all over 65, have a lot of energy and seem to give back to their community. Some of their misadventures were a little impulsive, leading to unforeseen issues, but they were persistent and had some good insight to contribute to solving the case.Thanks to Joffe Books through Netgalley for an advance copy. This book will be published on December 13, 2022....more",Notes are private!,0,20,1,"Nov 12, 2022","Nov 13, 2022","Nov 12, 2022",,Paperback,view (with text),/book/show/63279609-the-charity-shop-detective-agency
282,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Devil’s Delight        (Agatha Raisin, #33)","Beaton, M.C.",1250816165,9781250816160,1250816165,256        pp,3.84,"4,099","Oct 27, 2022","Dec 13, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I had a lot of fun reading the adventures Agatha Raisin had in this book. It is hard to believe that this is number 33 in the series and I had never hI had a lot of fun reading the adventures Agatha Raisin had in this book. It is hard to believe that this is number 33 in the series and I had never heard of this particular series until stumbling across this one. I wil be looking to read some of the other books in this series when I get a chance.Agatha and Toni are on the way to a wedding when they are stopped by a naked man who says he's just found a dead body. Why is the man naked? Weird, but he's part of a nudist colony. The people in this group have normal lives, but they get together as nudist on this particular area of land and they have some strange rituals. When the police arrive, the body has mysteriously disappeared. Agatha is a PI and she wants to get to the root of this disappearing body. Also, she's curious about the nudist colony and wants to find out more about it.Agatha is quite a character and I definitely want to read more about her. Her personality is distinctively different from post of the private investigators I've read about. So much fun!Thanks to St. Martin's Press through Netgalley for an advance copy. This book will be published on December 13, 2022....more",Notes are private!,0,13,1,"Nov 10, 2022","Nov 11, 2022","Nov 10, 2022",,Hardcover,view (with text),/book/show/59808244-devil-s-delight
283,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"So Long, Chester Wheeler","Hyde, Catherine Ryan*",154202160X,9781542021609,B09NPS3LMB,304        pp,4.46,"13,549","Dec 06, 2022","Dec 06, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was delighted to see this new book by Catherine Ryan Hyde as she is now one of my favorite authors. I've read quite a few of her books and haven't bI was delighted to see this new book by Catherine Ryan Hyde as she is now one of my favorite authors. I've read quite a few of her books and haven't been disappointed once. Lewis is 24 years old and has just lost his job as a software developer in Buffalo, New York. When he arrived home after getting laid off he found his boyfriend packing the car. He was leaving Lewis and heading to California without him. To make the day even worse his wheelchair-bound, curmudgeon of a neighbor, Chester Wheeler, made a homophobic comment. then the neighbor's daughter knocks on Lewis' door and asks if he would be a temporary caregiver for Chester since he has scared off all available caregivers and she needs to go home as her daughter is having a baby. Since he really needed the money and Chester is dying and needs help, Lewis agrees to help - temporarily. While taking care of Chester he finds out Chester has a Winnebago and a wish to travel to Arizona to see his ex-wife before he dies. After a lot of thought Lewis decides it would be no worse driving that it would be staying in Chester's apartment. This story is character driven and the characters are outstanding. I loved Lewis for the responsibilities he shouldered because he felt it was right and for his determination to do a good job. I kind of felt sorry for Chester, but am not sure I could have stood his constant verbal abuse.Many thanks to Lake Union Publishing through Netgalley for an advance copy. This book will be published on December 6, 2022. ...more",Notes are private!,0,20,1,"Nov 08, 2022","Nov 09, 2022","Nov 08, 2022",,Kindle Edition,view (with text),/book/show/59849939-so-long-chester-wheeler
284,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Widowmaker        (Black Harbor, #2)","Morrissey, Hannah*",1250795974,9781250795977,1250795974,304        pp,3.66,"3,887","Dec 06, 2022","Dec 06, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The description of this one sounded interesting to me, so I picked it up even though I haven't read the first book in the series. This second Black HaThe description of this one sounded interesting to me, so I picked it up even though I haven't read the first book in the series. This second Black Harbor book was no problem to read as a stand alone, and I found it to be rather dark and disturbing (made for a good story though). The plot was well developed and pacing was good. I didn't want to put it down. I enjoyed the mystery of the wealthy Reynolds family and I found Morgan Moi intriguing. The search for what the skeleton key would open kept my attention. The characters were interesting and I enjoyed the revelations as the secrets were revealed.Thanks to St. Martin's Press through Netgalley for an advance copy. This book will be published on December 6, 2022....more",Notes are private!,0,19,1,"Nov 05, 2022","Nov 07, 2022","Nov 05, 2022",,Hardcover,view (with text),/book/show/59808186-the-widowmaker
285,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Hard Day for a Hangover        (Sunshine Vicram, #3)","Jones, Darynda*",1250233143,9781250233141,1250233143,352        pp,4.25,"10,883","Dec 06, 2022","Dec 06, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This series starring Sunshine Vicram has given me lots of laughs in each book. All the characters are back - even that raccoon (it's time for him to dThis series starring Sunshine Vicram has given me lots of laughs in each book. All the characters are back - even that raccoon (it's time for him to disappear in my opinion) - in this adventure and there's a lot going on in Sheriff Vicram's town.It all starts when Sunshine wakes up with a hangover, and then the day gets progressively worse. There's a hunter who called and said he had spotted a girl in Copper Canyon who has been badly injured and sexually assaulted. While at the hospital with the girl, a prisoner who was brought in with a heart attack escapes. Wanda's special sewing tin has disappeared and she is very anxious for Sunshine to recover it. The Book Babes, a group Sunshine's mother is in, wants to do ride alongs with the Sheriff's department so they can write a book. Auri, Sunshine's 15-year-old daughter, thinks she's an investigator. Then, of course, there is Levi Ravinder, the love of Sunshine's life. There's a reveal with Dangerous Daughters and Sinister Sons, the group that runs the town. Whew - just a lot going on!I hear this is the end of the series and I am so bummed! I love reading about these characters and their adventures and I'd love for Darynda Jones to continue spinning their stories. These are memorable characters, and the humor in the book is perfect.Thanks to St. Martin's Press through Netgalley for an advance copy. This book will be published on December 6, 2022....more",Notes are private!,0,15,1,"Nov 02, 2022","Nov 04, 2022","Nov 05, 2022",,Hardcover,view (with text),/book/show/58724889-a-hard-day-for-a-hangover
286,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Golden Oldies' Book Club,"Leigh, Judy*",1801623678,9781801623674,B0B7WCZNL5,347        pp,4.07,"4,845","Dec 06, 2022","Dec 06, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is the first book I've read by July Leigh and I really enjoyed it. Both humorous and heartwarming, it was the kind of book you can curl up with aThis is the first book I've read by July Leigh and I really enjoyed it. Both humorous and heartwarming, it was the kind of book you can curl up with and get lost in for a pleasant getaway. Jeannie, Ruth, Aurora, Verity, and Danielle (the main characters) are good friends and are also in a local book club together. They are supportive of each other share in their ups and downs and generally have a great time together. Most of these ladies are retirement age and are facing issues of whether to retire or not, what to do if they retire, can you find love at their age, etc., and this book mostly deals with facing the issues and the importance of female friendship.The characters are relatable and fun. They have a lot of energy and are involved in many activities (like the ladies trip to France). The writing style was easily readable and draws you into the lives of these women. Thanks to Boldwood Books through Netgalley for an advance copy. This book will be published on December 6, 2022....more",Notes are private!,0,20,1,"Oct 31, 2022","Nov 02, 2022","Oct 31, 2022",,Kindle Edition,view (with text),/book/show/62803560-the-golden-oldies-book-club
287,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Stranded        (Stranded, #1)","Daniels, Sarah*",0241507960,9780241507964,0241507960,384        pp,3.60,"2,047","Jul 21, 2022","Jul 21, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 29, 2022",,Paperback,view,/book/show/57673350-the-stranded
288,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Quarry Girls,"Lourey, Jess*",1542034302,9781542034302,B09G6DMDVR,335        pp,4.06,"85,149","Nov 01, 2022","Nov 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 29, 2022",,Hardcover,view,/book/show/57836903-the-quarry-girls
289,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Isabel Puddles Abroad,"Byrne, M.V.",1496728351,9781496728357,1496728351,304        pp,4.01,190,unknown,"Nov 29, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Such a delightful cozy mystery with an adorable character! I will certainly be looking for more of the books in this series. I truly enjoyed my time sSuch a delightful cozy mystery with an adorable character! I will certainly be looking for more of the books in this series. I truly enjoyed my time spent following Isabel Puddles on her first trip to England from her native Michigan. This is the first book I've read in this series, but had no trouble reading it as a stand alone.Apparently, Isabel Puddles is in her sixties and has solved several murders previously as an investigator. Isabel has been invited by her friend Teddy Mansfield aka Archie Cavendish, a mystery writer, to visit him in his home in Mousehole (pronounced Mow-zul) Cornwall. Of course there's a murder in Cornwall and Isabel's expertise is called upon to help solve it.There were some great characters in the book and my favorite, of course, was Isabel Puddles. I also really enjoy Tuppence, Mr. Mansfield's maid. The murder victim seemed to be a despicable person and was disliked by many making it difficult to determine who had the best motive to kill her. It was intriguing to follow the investigation's path. I enjoyed the controversy over the cooking contest. The town of Mousehole seemed like a great community.Thanks to Kensington Books, Kensington Cozies through Netgalley for an advance copy. This book will be published on November 29, 2022....more",Notes are private!,0,19,1,"Oct 29, 2022","Oct 31, 2022","Oct 29, 2022",,Paperback,view (with text),/book/show/60659899-isabel-puddles-abroad
290,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wilderwomen,"Lang, Ruth Emmie*",1250246911,9781250246912,1250246911,336        pp,3.51,"10,005","Nov 15, 2022","Nov 15, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An interesting storyline here. Nora abandoned her two daughters five years ago. Zadie (18) was old enough to be on her own, but Finn (12) went to a foAn interesting storyline here. Nora abandoned her two daughters five years ago. Zadie (18) was old enough to be on her own, but Finn (12) went to a foster family. The two girls have been drifting away from each other. The girls both have ""gifts"" if you can call them that - Zadie is psychic and can see the future; Finn has the ability to pick up people's memories just from being in the place something happened. The girls are reunited at Finn's graduation party and Finn convinces Zadie they need to try to find their Mom. Their journey begins and takes them on twisty journey as they follow clues to their Mom's whereabouts.The characters were well developed and felt real. The plot moved at a good pace in a conversational manner that drew me along. I was very worried about all these women and wondered throughout if I was reading about mental illness or something paranormal. The people Zadie and Finn met on their journey were fun to read about. I especially enjoyed the time they spent with the ""Sixes"".Thanks to St. Martin's Press through Netgalley for an advance copy. This book will be published on November 15, 2022....more",Notes are private!,0,19,1,"Oct 27, 2022","Oct 29, 2022","Oct 28, 2022",,Hardcover,view (with text),/book/show/44648641-the-wilderwomen
291,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Wish for Winter,"Shipman, Viola*",1525804847,9781525804847,1525804847,416        pp,3.78,"4,038",unknown,"Nov 15, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Themes of grief, forgiveness, hope, love and family abound in this sweet book by Viola Shipman. I've enjoyed several of this author's books and was loThemes of grief, forgiveness, hope, love and family abound in this sweet book by Viola Shipman. I've enjoyed several of this author's books and was looking forward to this one.Susan Norcross lost her parents when she was fourteen. Their car was hit by a drunk driver. Susan was raised by her wonderful grandparents. Susan is now 40 years old, single, and runs the bookstore in a small town. She wants to meet her ""Single Kringle"" just like her parents and grandparents did and have a wonderful companion to share her life with. Both her mother and grandmother met men who were dressed as Santa Claus and married them and lived happily ever after. Susan wants that for herself. This book was filled with a love of Christmas by Susan and her entire family. It's definitely an appropriate holiday read. Finding the ""Single Kringle"" was a fun journey. I did find the book kind of repetitive though and thought it could have been much shorter - but overall I enjoyed it and would recommend it as a light, Christmas read.Thanks to Harlequin Trade Publishing, Graydon House through Netgalley for an advance copy. This book will be published on November 15, 2022....more",Notes are private!,0,31,1,"Oct 24, 2022","Oct 26, 2022","Oct 24, 2022",,Paperback,view (with text),/book/show/61062485-a-wish-for-winter
292,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Collector        (Kaldan and Schäfer, #2)","Hancock, Anne Mette",1639101179,9781639101177,1639101179,352        pp,3.92,"1,889","Nov 08, 2022","Nov 08, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is the second book in the Kaldan and Shafer series and I was happy to pick it up because I had read and enjoyed the first book, The Corpse FlowerThis is the second book in the Kaldan and Shafer series and I was happy to pick it up because I had read and enjoyed the first book, The Corpse Flower in 2021. This is another good Nordic thriller. Kaldan is a journalist working for a newspaper and Shafer is a Danish detective. They get involved in the case of a young boy who disappeared after entering his school. The investigation gets messy and has intriguing avenues to follow. I like the characters and enjoyed the investigation. This book can easily be read as a standalone. There was good tension buildup and the plot moved well. There are some difficult situations and a surprise end. I look forward to the third book being translated.Thanks to Crooked Lane Books through Netgalley for an advance copy. This book will be published on November 8, 2022....more",Notes are private!,0,19,1,"Oct 22, 2022","Oct 24, 2022","Oct 24, 2022",,Hardcover,view (with text),/book/show/60532791-the-collector
293,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Murder at Black Oaks        (Robin Lockwood, #6)","Margolin, Phillip*",1250258464,9781250258465,1250258464,288        pp,3.65,"4,093","Nov 08, 2022","Nov 08, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I picked this book up because Phillip Margolin is an author I enjoy. Then I found that it is part of the Robin Lockwood series and I have read severalI picked this book up because Phillip Margolin is an author I enjoy. Then I found that it is part of the Robin Lockwood series and I have read several others in the series and like the character and the situations she becomes involved in with her legal practice. In this one, Robin is an attorney and she goes to meet a retired District Attorney, Frank Melville, at his home. He wants Robin to look into finding a way to free Jose Alvarez, who was convicted of killing his girlfriend. Melville had been the prosecutor in the case and later found out one of his clients was the killer - but he was bound by attorney/client privilege and could not ethically reveal his knowledge. This is an intense situation and there's some courtroom drama. Then things turn dangerous when Melville is murdered in his home - a kind of spooky mansion with a curse. This is a fast paced mystery with good tension buildup. A good read!Thanks to St. Martin's Press through Netgalley for an advance copy. This book will be published on November 8, 2022....more",Notes are private!,0,16,1,"Oct 20, 2022","Oct 22, 2022","Oct 20, 2022",,Hardcover,view (with text),/book/show/59808215-murder-at-black-oaks
294,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Sliver of Darkness,"Tudor, C.J.*",0593500164,9780593500163,0593500164,256        pp,3.83,"3,183","Nov 08, 2022","Nov 08, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A 5-star collection of horror short stories! There wasn't a single story in this entire book that I did not like. Unfortunately, I have had a few bad A 5-star collection of horror short stories! There wasn't a single story in this entire book that I did not like. Unfortunately, I have had a few bad dreams of a child who eats people. Lol! The first story was about people who were living on a cruise ship because living on land was no longer possble. I would have liked to have had an entire book on this story - I had so many scenarios I wanted to see finished. That's my feeling on a lot of short stories, though, wanting more. There are 11 stories in this collection, C. J. Tudor's first short story collection. Every single one is worth reading. They are as follows:End of the LinerThe BlockRunaway BluesThe CompletionThe Lion at the GateGloriaI'm Not TedFinal CourseThe Copy ShopDustButterfly IslandThey are all memorable, which really amazes me since every short story collection I've read before has at least one story I didn't really care for - and this one doesn't. Each one is full of scary surprises. Butterfly Island left me hanging and full of questions, but I still liked the story. The Copy Shop, Runaway Blues, and I'm Not Ted were my favorites I think. The Block was the only one I felt was totally wrapped up and didn't need to be much longer. A couple reminded me of Stephen King. This is a great collection!Thanks to Random House Publishing Group - Ballantine through Netgalley for an advance copy. This book will be published on November 8, 2022....more",Notes are private!,0,30,1,"Oct 18, 2022","Oct 20, 2022","Oct 20, 2022",,Hardcover,view (with text),/book/show/60018645-a-sliver-of-darkness
295,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,NetGalley's Book Advocate Toolkit,"Bookish, We Are",,0308202200000,,31        pp,4.71,519,Mar 2022,"Mar 08, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was an incredibly helpful guide to writing book s. It provides Do's and Don'ts - things I had not heard before. It gave tips for posting toThis was an incredibly helpful guide to writing book s. It provides Do's and Don'ts - things I had not heard before. It gave tips for posting to different platforms whether you are doing written s, video s, short summary tweets, etc. I wish I had had access to this before writing my first 500 s - I am sure I would have handled some things differently. I highly recommend anyone writing book s to read this short guide and follow some of the lengths for more in-depth information on specific topics.Thanks to We Are Bookish through Netgally for this terrific guide!...more",Notes are private!,0,17,1,"Oct 18, 2022","Oct 18, 2022","Oct 18, 2022",,ebook,view (with text),/book/show/60672613-netgalley-s-book-advocate-toolkit
296,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Blackwater Falls        (Blackwater Falls, #1)","Khan, Ausma Zehanat*",1250822386,9781250822383,1250822386,375        pp,3.76,"2,090","Nov 01, 2022","Nov 08, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is the first book in the Detective Inaya Rahman series, and it is a good one. This new detective has moved to Blackwater Falls after a traumatic This is the first book in the Detective Inaya Rahman series, and it is a good one. This new detective has moved to Blackwater Falls after a traumatic experience at a police department in a large city. The book deals with a lot of issues facing Muslims - hate crimes, refugee issues, and religious issues/biases. A girl is murdered and displayed on the door of a mosque. Detective Rahman of the Community Response Team is sent to the scene and immediately faces obstacles thrown up by the local Sheriff and his team. The Community Response Team will be the lead on this case, but the Sheriff tries to assert his presence and power. There's a lot going on in this story than just one murdered girl and it is a very complex situation involving politics, maybe dirty cops, and prejudices. I feel I learned more about some of the problems facing Muslims and refugees from other countries. The characters in the book are well developed and I liked Detective Rahman as well as the Muslim attorney. I did find the scenes in the meat packing plant kind of nauseating, but to be expected from meat packing.Thanks to St. Martin's Press, Minotaur Books through Netgalley for an advance copy. This book will be published on November 8, 2022....more",Notes are private!,0,7,1,"Oct 16, 2022","Oct 18, 2022","Oct 17, 2022",,Hardcover,view (with text),/book/show/59808229-blackwater-falls
297,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Prisoner,"Paris, B.A.*",1250274141,9781250274144,1250274141,298        pp,3.62,"46,401","Nov 01, 2022","Nov 01, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I have enjoyed reading B.A. Paris' books and was looking forward to delving into another one of her domestic thrillers. There were two timelines in thI have enjoyed reading B.A. Paris' books and was looking forward to delving into another one of her domestic thrillers. There were two timelines in this story: Amelie's being orphaned when she was a teenager and her move to London and marriage to a billionaire. Exciting, right? Next the present day where Amelie and her husband have been kidnapped are are being held prisoner in separate rooms.The story is fast paced and tension builds as Amelie tries to find a way to survive the kidnapping. The circumstances of the space she is being kept in and the was she is treated by the kidnappers is strange. The book kept my attention throughout and I was anxious to see if Amelie could get away.Thanks to St. Martin's Press through Netgalley for an advance copy. This book will be published on November 1, 2022....more",Notes are private!,0,24,1,"Oct 13, 2022","Oct 15, 2022","Oct 13, 2022",,Hardcover,view (with text),/book/show/59808228-the-prisoner
298,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gilded Mountain,"Manning, Kate*",1982160942,9781982160944,1982160942,464        pp,3.87,"3,631","Nov 01, 2022","Nov 01, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An awesome book set in the early 1900's in Moonstone, Colorado. Sylvie Pelletier tells the story of her life on Gilded Mountain. Sylvie was the daughtAn awesome book set in the early 1900's in Moonstone, Colorado. Sylvie Pelletier tells the story of her life on Gilded Mountain. Sylvie was the daughter of a coal miner and the family were very poor. The conditions the miners were forced to endure in order to work were harsh. The threat of a union hung over the company's head and they were determined to put it down. Sylvie wrote an essay at school for a contest, which helped her get a job at the local paper. The paper was run by a woman with liberal views and who was trying to draw attention to the plight of the miners. Sylvie gets drawn into the union movement as she reports on accidents that happened at the mine for the paper. Then she was offered an opportunity to work for the wife of the mine owner. This was an emotional, moving story of a woman with a difficult life, but tries to make a difference. I found Sylvie's story inspirational. I felt the characters were well-developed and really liked Sylvie and the paper owner, Miss Redmond. Time spent with this book was well worth it.Thanks to Kate Manning and Scribner through Netgalley for an advance copy. This book will be published on November 1, 2022....more",Notes are private!,0,24,1,"Oct 09, 2022","Oct 13, 2022","Oct 09, 2022",,Hardcover,view (with text),/book/show/60321424-gilded-mountain
299,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"No Plan B        (Jack Reacher, #27)","Child, Lee*",1984818546,9781984818546,1984818546,359        pp,3.99,"52,311","Nov 25, 2022","Oct 25, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Another exciting episode in the Jack Reacher series! Reacher sure has a way of finding trouble - or trouble finds him. In this one a woman is hit by aAnother exciting episode in the Jack Reacher series! Reacher sure has a way of finding trouble - or trouble finds him. In this one a woman is hit by a bus and killed in Colorado. Reacher thinks she was pushed in front of it and gives chase to the perpetrator. Soon after a man is dead who was a friend of the woman who was killed. Then it's off to the races and it never stops. This investigation jumps from Colorado to a prison in Mississippi where something very suspicious is going on and Reacher is determined to find out what. When I read one of these Jack Reacher books it is for fun. However, all belief in reality has to be suspended because Reacher is much like a comic superhero. Some of the situations he finds himself in (and gets himself out of) are totally unbelievable. Once you stop being practical, these are just fun reads with an exciting hero. This one had some really evil bad guys who have been getting away with some despicable practices for years.Thanks to Random House Publishing Group - Ballantine, Delacorte Press through Netgalley for an advance copy. This book will be published on October 25, 2022....more",Notes are private!,0,22,1,"Oct 05, 2022","Oct 09, 2022","Oct 05, 2022",,Hardcover,view (with text),/book/show/60166014-no-plan-b
