,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Joseph's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
240,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Nurse Got Me: Zoe,"Bae, Just*",,,B07XZNXVC5,41        pp,3.60,15,unknown,"Sep 17, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Zoe, a pretty red head, wakes up to the realization that after having three days off, that she is going back to work tonight. She is an RN nurse, workZoe, a pretty red head, wakes up to the realization that after having three days off, that she is going back to work tonight. She is an RN nurse, working in the critical care unit at Silver Bay General Hospital. She will be starting three consecutive, 12 hour night shifts at the hospital. Her girlfriend, Amber, also a nurse at the hospital and quite beautiful like Zoe, text her girlfriend as she is getting ready in the bathroom that tonight is also Halloween... Making an already insane shift that much more crazy, because as we all know, Halloween and a full moon bring out the crazies. They meet on top of the hospital parking lot and take the elevator down to the critical care unit. Katherine, another beauty, is the head nurse and as the nurses arrive for their shift, they watch footage of a huge explosion down at the docks where there are warehouses and other industrial buildings. Now, they suddenly expect a super busy night, but thankfully mixed with some romance and sexual heat that could arouse a corpse.""A Nurse Got Me: Zoe,"" by Just Bae is a highly enjoyable, funny, and erotic novel that makes ""Grey Anatomy"" look tame and innocent. It is short, but there is plenty of sparks....more",Notes are private!,0,4,1,"Oct 30, 2019",Nov 2019,"Oct 30, 2019",,Kindle Edition,view (with text),/book/show/49375861-a-nurse-got-me
241,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mind of a Madman,"Zman, Thomas*",,,B07ZJSXDBQ,226        pp,3.93,15,unknown,"Nov 01, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A number of years ago, my wife told me that ""Preppers"" had moved the next house over from her girlfriend. At the time, I asked her if she meant hoardeA number of years ago, my wife told me that ""Preppers"" had moved the next house over from her girlfriend. At the time, I asked her if she meant hoarders, but she said no. Preppers, she went on to explain are people who are preparing for the end of the world and how they are going to survive. ""Great,"" I responded and didn't give it much thought since then. If you think you are going to survive a nuclear war all the power to you.""Mind of a Madman,"" is many things, but one of the dominant themes in this well crafted novel deals with Preppers. All the signs of the end of the world, the Apocalypse, is right there. An earthquake has hit California and the state is now an island, fire is running rampart, climate change and the polar caps are melting, and the weather is more severe than ever.Steve Coleman (Max) has been missing for ten years and then suddenly shows up at his family's home in Nevada. An air force pilot believed to have been killed, he has no recollection of the last ten years. Jeannie (Traci) the wife, is a former prostitute and is now running a brothel. David (Connor) the son is stoned all the time, and the daughter Sandy, 17 years old, has run away with her boyfriend and apparently is travelling east according to David. The family tries their best to help their father remember, but to no avail.Jeannie, addicted to the internet and drinking too much, is downtrodden because the internet is down because of all the catastrophes, the TV only broadcasts bad news, and Steve, who loves Google maps has memorized the road he shall take to get his daughter back. Cell service is only intermittent, and David is helping himself to his father's meds, when he is not buying them illegally.Steve takes off in his truck to find Sandy, and unbeknown to him, Jeannie and David hide in the back trunk because they are scared of what he might do. If the story seems a little out there, it really isn't. Mr. Zman has woven multiple stories into one cohesive, riveting narrative. The story is told by four people, in first person narrative, and the author in third person. That is not easy to do, but what is even more fascinating is that he is telling multiple stores side by side, getting into psychotic character of Steve while presenting a more normal story about Steve.Like Mr. Zman's other works, he mixes brilliant science fiction with the real world and what is currently happening to our planet and how we are destroying it. There are layers and layers of astute observations in this book and I was very impressed. I might not have thought of preppers much before reading this book, but I will after having read this amazing novel and where our world is heading if changes aren't made. Highly, highly, recommend....more",Notes are private!,0,17,1,"Oct 25, 2019","Oct 28, 2019","Oct 25, 2019",,Kindle Edition,view (with text),/book/show/48572740-mind-of-a-madman
242,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,And Riley Runs: A Short Story Thriller,"Knight, N. Annette*",,,,31        pp,4.83,12,unknown,"Sep 25, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""And Riley Runs,"" is a short, powerful story, with well developed characters, and it is extremely well written. Riley, a twelve year old girl, sits al""And Riley Runs,"" is a short, powerful story, with well developed characters, and it is extremely well written. Riley, a twelve year old girl, sits alone on a school bus. Her usual friends, a group of other girls her age, sit in the back of the bus and barely recognize or acknowledge Riley's presence. Riley is a fragile girl with very curly hair, and she had to beg her parents to allow her to go on this field trip.The bus stops at a state park in Utah and the students quickly run off the bus and form into groups. Riley, expecting to join her friend's group, is suddenly left alone as her friends take off without inviting her. Liam, the school scholar and a leader, asks her if she would like to join their group, and with no other option left she decides to go along with them. She quickly falls behind, unable to keep up, and she finds herself totally alone and lost in an area where coyotes and other wild animals are known to roam about.Frightened, she tries to call her friends on her cell phone, but no one answers. Finally, she gets in touch with her mother who is at work in another state. They talk and communicate through a video app on Riley's phone. The mother, Angeline, watches as her daughter struggles to survive. Her friend, Cindy, joins the conversation and tries to calm Riley down. They give Riley directions and tell her to walk in the opposite direction from where the sun was in the sky when she started trailing Liam's group. Suddenly, Angeline spots a dark figure in the background who seems to be stalking her daughter. She decides not to mention the figure because she is scared to frighten her daughter anymore than she already is. The figure starts to get closer, and the relationship between the daughter and mother hits a feverish pace. Angeline's maternal instinct to help her daughter get to safety and be saved takes over and Riley's desperation to escape leads to a dramatic and intense conclusion. I very much enjoyed this story....more",Notes are private!,0,6,1,"Oct 19, 2019","Oct 20, 2019","Oct 19, 2019",,Kindle Edition,view (with text),/book/show/49659510-and-riley-runs
243,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Haunted House: A steamy, lusty, paranormal romance with a sadistic, ghostly, warlock","Summers, Hope",,,B07YYWQNRF,48        pp,2.40,5,unknown,"Oct 10, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Haunted House,"" by Hope Summers is all in the subtitle and more: ""A steamy, lusty, paranormal romance with a sadistic ghostly, warlock.""Kayla, the ma""Haunted House,"" by Hope Summers is all in the subtitle and more: ""A steamy, lusty, paranormal romance with a sadistic ghostly, warlock.""Kayla, the main character, wants to be famous, Instagram famous like so many young girls. She is attractive, but her following is small but it's definitely growing as she ventures in the world of ghosts. She especially gets more attention when she spots a couple of ghosts caught on camera.She decides to go big on Halloween, scouts a so-called haunted house dating back to the civil war, with a history that includes tragedies to anyone who buys the house and tries to fix it up. Kayla goes all out on this project, learning Latin through Google translate, buying ritual books to summon the dead, and inspects the house thoroughly, except for the basement, which is locked solid.On the night of the shoot, she dresses up for the occasion by putting on a really tight corset that would make Victorian ladies faint, a long flowing dress that shows off her breasts, and blood dark lipstick and 5 inch stiletto shoes. She enters the house, just before sunset, and it seems exceptionally clean for a house that has not been lived in since the civil war. She walks through the dark hallway with the help of a candle and stops in a big room that was probably used for entertaining. She places her ritual book on the table, and before she starts reciting rituals to summon the dead the book changes into another book while rain starts to pour down outside. So far, she is off to an auspicious start and it only gets better when Thurston Blackstone appears, a roguishly handsome ghost who she is ready to do anything for, including going over to his side and live with him forever, but before that they have to perform a ritual in which Thurston becomes human and he collects a cup full of her tears and this is where the kinky takes over: whippings by Thurston to gets tears to flow from his love; his cold 18 inch erect penis penetrating the virgin vagina of Kayla, and then his erect penis, still cold, slamming into her anus.The novel is told in the third person, and Ms. Summers' writing is quite clear and graphic, with bits of humor thrown in throughout. I thoroughly enjoyed the novel and found it very entertaining. Fans of sadistic romance will not be disappointed....more",Notes are private!,0,4,1,"Oct 16, 2019","Oct 16, 2019","Oct 16, 2019",,Kindle Edition,view (with text),/book/show/52716944-haunted-house
244,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Benjamin Franklin: An American Life,"Isaacson, Walter*",074325807X,9780743258074,074325807X,586        pp,4.04,"139,649","Jul 01, 2003",Jun 2004,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Over the last twenty years, I have read a lot of novels about the Revolutionary War era and the Founding of our great country; yet after reading WalteOver the last twenty years, I have read a lot of novels about the Revolutionary War era and the Founding of our great country; yet after reading Walter Isaacson's biography of ""Benjamin Franklin"" I realized how little I really know.Mr Isaacson has written some of my favorite biographies, such as Leonardo DA Vinci, Einstein, and The Innovators, and now I can add his Biography on the great Benjamin Franklin to the list. Mr. Franklin was of the Enlightenment era, yet one could easily toss him into Renaissance era. He is the closes individual that I have read about that is in the same company with DA Vinci. They both were amazingly curious individuals, hundreds of years ahead of their time with their scientific studies and inventions. In fact, a number of their inventions and discoveries are still used by NASA and the US military. They were both exceptional social individuals and whereas DA Vinci was a great painter, Mr. Franklin was a great story teller, newspaperman, and satirist.Franklin is considered the first American diplomat, and whereas he might not have been as adept as Rudy Guilliana, he did do his best. Whereas Washington, with the help of the French, won the war on the battlefield, it was Mr. Franklin who won the battle to finance the war from the French government. At 70, the man had more woman admires, than Valentino could ever have dreamt of. He was the first American superstar, known around the civilized world for his intellect and inventions. He was the Muhammad Ali of the 18th century, and just as witty and charming.It was his insights and his willingness to compromise that finally allowed the US Constitution to become the guiding doctrine of the land, and the envy of the world over. Sadly, no doctrine has been so abused and trashed about and stepped on by our politicians and judges than this miraculous doctrine... Even with all its flaws.Mr Franklin started the first reliable Postal service in America, his electrical rod and innovative construction of stoves saved millions of buildings worldwide from burning, and his nautical observations are a thing of wonder. All of the things I stated above are just a small sample of a his life's work. A truly extraordinary human being....more",Notes are private!,0,2,1,"Oct 11, 2019","Nov 14, 2019","Oct 11, 2019",,Paperback,view (with text),/book/show/10883.Benjamin_Franklin
245,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Inside Stone Manor,"Krause, Lori*",1693130084,9781693130083,1693130084,134        pp,4.38,8,unknown,"Sep 14, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Inside Stone Manor"" by Lori Krause starts off slow, and a little repetitive, and then it takes off like a runaway train which I could not put down an""Inside Stone Manor"" by Lori Krause starts off slow, and a little repetitive, and then it takes off like a runaway train which I could not put down and I read it in one sitting. Sarah and her seven year old daughter, Clara, live in a ten bedroom, nine thousand square foot manor on a hundred and thirty-one acres of property. They grow their own food in a little garden that Sarah keeps. The manor has been in the family for generations, and somehow Sarah is able to keep it up as she waits patiently for her husband, James, to return who left in search of work 3 years ago. He left through the front gate and each day she hopes he will walk back through the gate and into their lives. For fear that she might lose her daughter, she forbids her daughter to ever walk through the front gate.Her only visitor, outside of the bank manager who is ready to foreclose on the manor, is her childhood friend, Evelyn, who comes over each morning at nine o'clock to have tea. The conversation usually centers around the subject that Sarah should move from the manor and give up on the idea that James is ever coming back. After all, not only has he not returned, but she has not heard from him in those three years. But, she believes so much in their love for each other and her love for the manor that she can't accept the idea that her husband would leave her and their daughter and never come back. He promised he would come back with money to help pay off the bank and keep the manor in the family.Evelyn never stays for very long and she is the only one that leaves through the front gate. Her daughter plays on a swing all day that her father built for her, and she has made friends with a make believe boy named Johnny. Each night they go through the same ritual: Clara takes a bath, puts on a nightgown, gets into bed and her mother reads a story to her but before Sarah ever finishes the story her daughter falls asleep. Sarah then sits before a mirror and combs her long hair and hopes that her husband will come up behind her and touch her like he used to do.It is not long before Sarah starts hearing noises in the manor, and seeing shadows of a woman in a ball of bright light and a man in dark, deep shadows, walking down the hallway passed the bedrooms and into her husband's Study. At first, she thinks she is dreaming, but then they become way too real. It is at this point that the reader asks, ""Why doesn't she pick up a phone and call the police, or turn on a light, or get into a car with her daughter and drive away?"" And it is also at this point that the reader realizes that there is never a ""date or a year"" mentioned and that there is no electricity or modern day appliances and never no meat served for dinner, lunch, or breakfast.""Inside Stone Manor,"" is an engrossing psychological profile, a mystery and suspense story that is literally at times quite chilling. Secrets are revealed that are only too real, depths of loneliness and regret are explored that are frightening. The author, Ms. Krause, has stripped bare the surroundings and left us looking into a mirror and not seeing what is there, keeping the front gate closed for fear of what we might encounter on the other side. Highly recommend....more",Notes are private!,0,12,1,"Oct 09, 2019","Oct 11, 2019","Oct 09, 2019",,Paperback,view (with text),/book/show/51938720-inside-stone-manor
246,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Magic Sleeps,"Smith, Cherie*",,,B07PW6KLB8,203        pp,5.00,3,unknown,"Mar 19, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"On the last page of ""Magic Sleeps,"" the author, Cherie Smith, asks the reader for feedback. She states that this if her first novel, and let me just sOn the last page of ""Magic Sleeps,"" the author, Cherie Smith, asks the reader for feedback. She states that this if her first novel, and let me just say that this reader thinks Ms. Smith is off to a hell of a start.The book is labelled fantasy and there are fairies, vampires, and hybrids (part human, fairy, and vampire), but it could also easily be labelled a mystery, or a suspense thriller. The main characters, Aurora, Analyne (Ava) and Ivi, are so well developed and the writing so clear, lucid, and engrossing that at times I thought I was reading an Agatha Christie novel.The story is told in first person, with the three main characters taking over the narrative at different stages of the book, and yet the author's ability to keep the story together is seamless and quite an accomplishment. The book centers around the idea that magic does not exist anymore among humans because so many have become so corrupt, evil and vile that it caused the magic to dissipate and when one dies the soul of the human is reincarnated as a different human but with the same vile instincts. Aurora, a beautiful fairy with golden blond hair and breathtaking wings, is warned never to mingle with humans, but like a biblical tale out of the Bible, she is tempted by the sight of a handsome man and she becomes pregnant and this leads to consequences that are both dire and joyful and the reader deeply involved.""Magic Sleeps"" is a short novel... A little over a hundred pages... But its depth and hidden meanings make it a very powerful and entertaining novel that could easily be read in one sitting. Highly recommend....more",Notes are private!,0,1,1,"Oct 05, 2019","Oct 06, 2019","Oct 05, 2019",,Kindle Edition,view (with text),/book/show/44552082-magic-sleeps
247,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Residence: Inside the Private World of the White House,"Brower, Kate Andersen*",0062305190,9780062305190,0062305190,281        pp,3.80,"21,173","Apr 07, 2015","Apr 07, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Kate Andersen Brower weaves an almost seamless, intimate narrative that takes the reader through a tour of First Families living in the White House ovKate Andersen Brower weaves an almost seamless, intimate narrative that takes the reader through a tour of First Families living in the White House over the last 80 years, as told through the eyes of the domestic staff (Butlers, Maids, Doormen, Painters, Chefs, electricians, florists etc., that work at the White House).The domestic staff, unlike the President and his political aides and family, do not leave their jobs at the White House when a new President moves in... Much of the domestic staff has worked at the White House, and for as many as six First Families, as long as 30 to 40 years until they retire and most of the staff is comprised of African Americans. They have been witness to countless Presidents and their families, as one might say, with their make-up off and cameras out of view. They live by a code, almost Mafia like, ""Of see, but never tell"" while working in the world's most famous house. The interviews that were given, that make up most of this wonderful book, were given almost entirely by retired staff, relatives of retired staff that have passed away, and the First families themselves. The staff were witness to First Families during difficult, personal times like President Clinton's affair with a 22 year old and through tragic times like the assassination of President Kennedy. They were often the consolers and therapist to Mrs. Kennedy, and First Lady Hillary Clinton.They adored President George Herbert Bush and his wife Barbara, and to little lesser extent President George W. Bush and his family. President Kennedy and his family were a joy, especially with their two young children, and Nancy Reagan could be difficult, President Johnson quite disgusting, and President Reagan quite friendly and always telling stories.""The Residence"" by a less capable author could easily have turned into a piece of tabloid journalism, but in the hands of Mrs. Brower it turns into a powerful and beautiful piece of history that sheds light on many unsung heroes. Strongly recommend....more",Notes are private!,0,9,1,"Oct 04, 2019","Oct 09, 2019","Oct 04, 2019",,Hardcover,view (with text),/book/show/22693222-the-residence
248,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret Adversary,"Christie, Agatha",1604506792,9781604506792,1604506792,204        pp,3.85,"62,582",Jan 1922,"May 01, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""The Secret Adversary,"" is Agatha Christie's second novel, published shortly after the end of World War 1. It introduces us to the crime fighting team""The Secret Adversary,"" is Agatha Christie's second novel, published shortly after the end of World War 1. It introduces us to the crime fighting team of Tommy and Tuppence, who are now in their early twenties but have known each other since childhood. They are, in a sense, total opposites. Tommy, more thoughtful and quiet, and Tuppence, more aggressive, outgoing, and more instinctual. They pretend that neither one is emotionally interested in the other, and God Fade they would never consider getting married or even falling in love. Yet, the chemistry between these two boils over and it is truly entertaining.At the moment, they both have no money and are desperate and decide to start a business, advertising themselves as ""The Young Adventures."" Their first job gets them involved in a dangerous international spy ring trying to influence, illegally, the upcoming British election. A package is handed off to a young unknowingly lady, Jane, by a Mr. Darner in 1915 as the their boat the 'Lustitania'is sinking. Since the women and children are being put first into the rescue boats, and Mr. Darner fears, correctly that he will drown, she is his only hope to get the package to the right authorities.Five years later, Jane and the package that contains information on the war, are still missing, but not forgotten. The information in the package, and in the hands of foreign Russian spies who are seeking it, could still be very dangerous to the British.And so the story unfolds, as we are introduced to one great character after another, with plenty of twists and turns, an intriguing plot, and the wonderful writing of Ms. Christie... A true treasure....more",Notes are private!,0,5,1,"Sep 30, 2019","Oct 04, 2019","Sep 30, 2019",,Paperback,view (with text),/book/show/6723209-the-secret-adversary
249,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beyond Imagination,"Zman, Thomas*",1973211572,9781973211570,1973211572,94        pp,4.22,18,unknown,"Nov 02, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Thomas Zman's, ""Beyond Imagination"" is literally a short, engrossing, novel that is beyond imagination. The characters, mainly a family of six are wonThomas Zman's, ""Beyond Imagination"" is literally a short, engrossing, novel that is beyond imagination. The characters, mainly a family of six are wonderfully developed, especially grandpa, confined to a wheelchair after an apparent stroke, unable to move, he communicates his thoughts through a computer that yells out what he wants to say... aka Stephen Hawking. Also, the mother who is a bit dizzy, likes to drink, and is quite comical.James, the narrator, and lead character is hired by the Veetum Cooperation (the intellect), even though he has no qualifications except that his father works there and is highly respected.Suddenly, a computer geek, James finds himself working alongside Kings, Queens, Presidents, NATO representatives, tycoons of business and the occasional aliens transported here to earth by the mother ship.It turns out that the cooperation is a front for a futurist society that specializes, at a great cost to those who want in, to have their minds and souls transferred out of their bodies (corpses left behind) and to live forever on another secondary earth as the real earth is destroyed from everything from Climate change to nuclear destruction. The lucky ones, fortunate enough to afford this transformation and not wanting to die, retain everything from being human (their memories, feelings, thoughts, etc) and can take a human form if they so desire.If one thinks I am trying to be funny, I can assure you am not. This is a well written novel, nicely edited, quite comical at times and whereas it is very imaginative it is also making a profound statement about the planet we are currently living on that we are quickly trying to destroy. I highly recommend this short novel that can easily be read in one sitting. ...more",Notes are private!,0,5,1,"Sep 30, 2019","Sep 30, 2019","Sep 30, 2019",,Paperback,view (with text),/book/show/36527377-beyond-imagination
250,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Call Sign Chaos: Learning to Lead,"Mattis, Jim",0812996836,9780812996838,0812996836,320        pp,4.30,"11,999",2019,"Sep 03, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"If one was hoping for a 'Tell-All-Book' by Jim Mattis about President Trump, I can tell you right off that this is not the book. Maybe, President TrumIf one was hoping for a 'Tell-All-Book' by Jim Mattis about President Trump, I can tell you right off that this is not the book. Maybe, President Trump's name was mentioned 3 or 4 times and not in a negative way. One of General Mattis' heroes is General George Marshall (Sec. of Defense, Sec. of State, and one of the architect's behind the ""Marshall Plan,"" The European Union,"" and NATO).Marshall, like Mattis, spend a long time in the military, and one of the codes that military men abide by is not questioning the decisions of a President (Commander in Chief) that they served under, and certainly not in public and not after they have left the service and their Commander in Chief is still alive. That being said, ""Call Sign Chaos: Learning to Lead"" by Jim Mattis and Bing West is one of the most important books I have read this year, and maybe the most important book I have read by a military man. General Mattis served in the Marine Corps. for over forty years during every war over that time and at the front lines in each of those wars, deployed numerous times to Iraq and Afghanistan. The lessons he learned during that time are explained clearly and it would do every military leader, CEO, grunt, and politician a world of good if they read this book.Just a few salient points Mr. Mattis emphasizes: A military leader who does not read books is not doing his job. Just not military books, but books by Hemingway, Fitzgerald, Conrad, and Kipling. Books teach us about history, and about the things that work and don't work. 2) One has to encourage initiative, independent thinking, from all subordinates... from the grunt, to the Corporal, and upward. 3) A soldier should never be reprimanded in public but in private. 4) Trust is most important and there is no substitute for person to person communications with every member, regardless of rank, in your unit, or battalion. 5) Our allies are most important and we are reminder throughout that after 9/11 attacks 39 countries join the fight.I highly, highly recommend this book. It is a novel that will help keep a soldier alive, instead of being send home in a body bag. It is about leadership and it is an evocation of humanity under the most stressful of conditions. ...more",Notes are private!,0,11,1,"Sep 23, 2019","Sep 30, 2019","Sep 23, 2019",,Hardcover,view (with text),/book/show/46037714-call-sign-chaos
251,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Illustrated Man,"Bradbury, Ray",1451678185,9781451678185,1451678185,281        pp,4.13,"98,290",Feb 1951,"Apr 17, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ray Bradbury's, ""The Illustrated Man"" might be called science fiction, but to me it was more like non-fiction. It might take place in the future, on MRay Bradbury's, ""The Illustrated Man"" might be called science fiction, but to me it was more like non-fiction. It might take place in the future, on Mars, Venus, Jupiter, and on earth, but in reality every story is in, some way or another, a commentary and analysis of the human condition and the cruelty that humans can bequeath upon each other, and on the beautiful planet we live on. In a sense, it is Greta Thunberg's speech on climate change and the destruction of our planet.The novel, is eighteen different stories, unfolding on the tattooed body of a man, The Illustrated Man, who was cursed by a witch. The stories build upon each other, with different characters and story plots, culminating in a final story simply about a dream and one man's imagination and love for his family and wife.Mr. Bradbury is a treasure, and ""The Illustrated Man,"" is another piece in the treasure chest he left behind for all of us to read and marvel at for as long as our planet survives....more",Notes are private!,0,8,1,"Sep 19, 2019","Sep 23, 2019","Sep 19, 2019",,Paperback,view (with text),/book/show/13259261-the-illustrated-man
252,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Endless Night,"Christie, Agatha",0007151675,9780007151677,1258018500,303        pp,3.81,"37,312","Oct 30, 1967",2007,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Wow! This was a different type of Agatha Christie novel. It was a haunting, psychological thriller, more like Conrad's ""Secret Agent""novel than the 20Wow! This was a different type of Agatha Christie novel. It was a haunting, psychological thriller, more like Conrad's ""Secret Agent""novel than the 20 or so other books I have read from this amazing writer. First, two mainstays are not in the book: Hercule Poirot or Miss Marple. What is similar to the other books is the amazing writing and the unbelievable characters, especially Michael, Ellie, Greta. If I had to list my favorite Christie books, I would surely put this one in the top five. Simply fantastic....more",Notes are private!,0,12,1,"Sep 17, 2019","Sep 19, 2019","Sep 17, 2019",,Paperback,view (with text),/book/show/16366.Endless_Night
253,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Colombiano,"Young, Rusty*",0143781537,9780143781530,0143781537,689        pp,4.33,"1,648","Aug 01, 2017","Aug 01, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Colombiano"" by Rusty Young is a very long novel, at nearly 700 pages. At times, it is repetitive and in the opinion of this reader it could have used""Colombiano"" by Rusty Young is a very long novel, at nearly 700 pages. At times, it is repetitive and in the opinion of this reader it could have used have serious editing. Putting aside those concerns, it is an engrossing novel, with richly developed characters, and a plot that is both relevant and edge of your seat mesmerizing.The story depicts the conflict between the army and the Guerrilla groups in Colombia and the horrifying recruitment of children into these groups and the insane violence they encounter. The story, though fictional, is based on interviews the author conducted with these child soldiers, and the descriptions are so vivid and the story so compelling that one cannot imagine the author relied on just the interviews. Writing like this usually, if not always, comes from real life experiences.The protagonist is 15 year old Pedro Gutiérrez. He is the son of a farmer, who he loves dearly, and loves helping out on the farm and one day hopes to inherit the property. He also has a girlfriend named Camila who he also loves. In short, he is a happy fifteen year old, but all that changes when his father is executed in front of him by Guerrilla soldiers, and to make things worse he and his mother are banished from their farm and left with no income. Pedro swears revenge and together with his best friend Palillo, they join a illegal Paramilitary black ops organization and, in turn, it turns him into the killer he needs to be in order to revenge the death of his father. We follow Pedro as he moves up the ranks in the paramilitary organization, experiencing one crazy, intense mission after another, but it’s his determination to revenge and kill those who took part in his father’s death that carries this fascinating story to its conclusion.This is a really good book and it is hard not to get emotionally involved, and it is not all violence and killing, but at times quite tender as Camila is always somewhere in the background.I was asked if I would like to  this book by Lily Green at Havelock & Baker Publishing. I said yes, and this is an honest ....more",Notes are private!,0,18,1,"Sep 17, 2019","Sep 27, 2019","Sep 17, 2019",,Paperback,view (with text),/book/show/35847912-colombiano
254,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Broken Promises: The Suspenseful Sequel To The Novel, I, Beauty","Shaneek, Lashone Vs*",1093507438,9781093507430,1093507438,201        pp,5.00,28,unknown,"Apr 13, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Lashone Vs Shaneek, ""Broken Promises: The Suspenseful Sequel To The Novel, I, Beauty"" is a fast paced, well written, drama that one could easily sit dLashone Vs Shaneek, ""Broken Promises: The Suspenseful Sequel To The Novel, I, Beauty"" is a fast paced, well written, drama that one could easily sit down and read in one sitting. I did not read the first novel in the sequel, but I had no problem following the plot and characters from the very beginning, and there are quite a number of characters, especially Trace, Beauty, and Caleb, that are quite unforgettable and mysterious. If characters are what make a good novel, which I believe is true, then this book is overflowing with them, and if one believes that story is what makes a good novel then you will also not be disappointed.The story opens with Beauty and her estranged husband Caleb making passionate love. The following morning she throws him out. She cannot forgive him for disappearing for over a year and her thinking he is dead. Caleb is not one to give up easily. He loves Beauty and their children, and from the start the reader suspects that Caleb's disappearance and supposed death have something to do with his job, and by not telling his wife he was protecting her and their children. Beauty throws a birthday party for her sister Kyra and at the party Kyra is kidnapped and this sets the whole novel into motion. Searching for Kyra, sets up a fascinating drama that reveals the life and work of Beauty and Caleb's family, friends, and network. It is a violent life, no matter how much they try to hide it and they will do anything to protect their interests and network of family, friends, and associates.The characters in the story are almost all black, and the author gives the reader a fascinating look into the culture of black America and the differences between what is referred to as the ghetto and the mobile, upward moving aspects of the people who have made it out of the ghetto.The book ends with a haunting poem that is separate from the story, but nevertheless quite relevant. I strongly recommend....more",Notes are private!,0,3,1,"Sep 14, 2019","Sep 15, 2019","Sep 14, 2019",,Paperback,view (with text),/book/show/45062775-broken-promises
