,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Three's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Orient,"Bollen, Christopher",8833929841,9788833929842,B0779B87Z8,659        pp,3.55,"2,470",2015,"Jan 11, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Più passa il tempo, più mi rendo conto che le mie recensioni hanno dei contenuti ricorrenti, forse sintomi di ossessioni (a loro volta sintomi di seniPiù passa il tempo, più mi rendo conto che le mie recensioni hanno dei contenuti ricorrenti, forse sintomi di ossessioni (a loro volta sintomi di senilità?).Prima ossessione: la lunghezza dei libri. Non ce la faccio a non scrivere per la milionesima volta che un giallo di cinquecento e rotti pagine è una follia, perché, se la ferrea regola del genere impone di svelare il mistero nelle ultime trenta o cinquanta pagine, allora bisogna trovare il modo di dare un senso a TUTTE le altre quattrocentocinquanta, senza peraltro sbottonarsi troppo, e l'esperienza di lettrice mi insegna che non è possibile.Certo, non è stato concesso a tutti il dono della meravigliosa capacità di sintesi di Simenon, ma almeno evitare di ripetere decine di volte la tiritera sulla diffidenza dei residenti storici verso i nuovi arrivati dovrebbe essere possibile quasi a chiunque (e comunque, viva le grandi città, dove nessuno conosce i propri vicini e, comunque, tutti se ne fregano della data in cui gli altri sono arrivati).E' un peccato, perché nel finale, cioè quando l'autore si libera dalla tentazione di imitare Proust e finalmente fa succedere qualcosa, il libro è bello e ruba l'attenzione del lettore senza difficoltà. La scoperta del colpevole non lascia del tutto stupefatti, ma come e perché sia arrivato a fare quello che ha fatto non era prevedibile (almeno, io non lo avevo previsto) e la fine è bella. Seconda ossessione: le traduzioni. Una volta mi scandalizzavo quando mi rendevo conto che non era stato reso bene il testo originale, ma erano bei tempi. In questa traduzione potrete trovare le seguenti perle: ""se si fosse alzato avrebbe camminato su un modo curvo"" (???); ""il rame prevenì la ruggine""; ""soddisfavano""; ""quei scantinati"", e c'è dell'altro. Il problema, quindi, non è che il testo originale sia reso male, ma che il testo tradotto non è formulato in termini che possano essere ritenuti accettabili in una quarta elementare. Come sia possibile, non lo so....more",Notes are private!,0,22,1,"Aug 19, 2018","Aug 25, 2018","Aug 19, 2018",,Kindle Edition,view (with text),/book/show/37932176-orient
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il libro dei Baltimore,"Dicker, Joël",,,B01LXZXWSL,505        pp,4.12,"47,698","Sep 30, 2015","Sep 28, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Aug 14, 2018",,Kindle Edition,view,/book/show/32321655-il-libro-dei-baltimore
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vita e destino,"Grossman, Vasily",8845923401,9788845923401,8845923401,827        pp,4.45,"13,037",1960,"Nov 26, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,0,not set,not set,"Aug 14, 2018",,Paperback,view,/book/show/9652246-vita-e-destino
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Confusione        (Cazalet Chronicles, #3)","Howard, Elizabeth Jane",8893250829,9788893250825,,526        pp,4.28,"7,524","Nov 05, 1993","Sep 15, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Forse l'autrice aveva avuto la premonizione che dopo essermi sorbita i primi due libri pieni di pagine inutili o ripetitive avrei manifestato un bel pForse l'autrice aveva avuto la premonizione che dopo essermi sorbita i primi due libri pieni di pagine inutili o ripetitive avrei manifestato un bel po' di insofferenza.Forse era stanca anche lei di scrivere pagine inutili e ripetitive.Fatto sta che questo terzo libro della saga compie un'inversione di tendenza rispetto ai primi due e scoppia di vita e di fatti.Ed è una vita difficile, perché si svolge durante gli anni della guerra, ma è ugualmente prorompente nelle ragazze che diventano donne e si prendono la ribalta, su tutti gli altri personaggi, cercando una dimensione adulta attraverso il lavoro, l'amore, l'amicizia, il dolore della perdita, la capacità di sperare contro ogni logica.E' una guerra un po' strana, diversa da quella che i genitori italiani ci hanno raccontato: i bombardamenti ci sono, ma lontani e non fanno granché paura; il cibo ed i vestiti sono razionati e pessimi, ma non mancano whisky e gin, e volendo si cena elegantemente nei club privati. I maschi sono lontani, qualcuno si prepara a combattere, altri combattono (quelli che non sono stati scempiati già nella prima guerra), alcuni non torneranno. Le ragazze passano da una casa all'altra, vivono con i genitori, poi fra di loro, poi con i mariti, poi hanno un oscuro pied-à-terre dove incontrano un uomo altrettanto solo e ancora più confuso di loro (che bel personaggio tragico il fotografo Jack). Per tutte e per tutti c'è un unico punto fermo, l'uomo che senza essere parte della famiglia la tiene insieme come e più dei suoi membri, quello che capisce perché un bambino è fuggito da scuola; che sta al fianco di una ragazza che non sa più se suo padre è vivo o morto; a cui viene chiesto di comunicare ad una giovane donna sola che il suo amore segreto è morto; che rifiuta delicatamente una ragazza che gli dichiara il suo amore baciandole la mano. E' anche grazie a lui, oltre all'istinto vitale, se la famiglia supera la guerra e la saga si tuffa - per me senza soluzione di continuità - nel quarto libro....more",Notes are private!,0,7,1,not set,"Sep 08, 2018","Aug 10, 2018",,ebook,view (with text),/book/show/36167958-confusione
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anatomia di uno scandalo,"Vaughan, Sarah*",,,B07DHZNSTL,320        pp,3.68,"40,968","Jan 11, 2018","Jun 19, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 10, 2018",,Kindle Edition,view,/book/show/40650865-anatomia-di-uno-scandalo
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I capelli di Harold Roux,"Williams, Thomas",887625529X,9788876255298,887625529X,478        pp,3.67,425,"Feb 01, 1974","Oct 01, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 30, 2018",,Paperback,view,/book/show/26810199-i-capelli-di-harold-roux
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La Certosa di Parma,Stendhal,8811580420,9788811580423,8811580420,401        pp,3.80,"18,172",Mar 1839,Apr 1965,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"colpa mia, certamente.se questo libro è considerato un grande capolavoro, e se italo calvino (non uno qualsiasi) lo ha considerato il libro più bello colpa mia, certamente.se questo libro è considerato un grande capolavoro, e se italo calvino (non uno qualsiasi) lo ha considerato il libro più bello mai scritto, è ovvio che sia io a non capire.per me la storia di questo ragazzo privo di ideali (e di intelligenza), che gira a vuoto fra amori melensi, battaglie di cui non capisce niente e condanne che non lo turbano più di tanto, è difficilmente tollerabile. l'impressione più forte che me ne rimane è il vuoto della cosiddetta buona società, e la distanza abissale fra quella del novecento (tutt'altro che perfetta, si capisce, ma fondata sull'idea borghese dell'avere un progetto di vita, e, dagli anni sessanta in qua, sulla ricerca di una felicità individuale che sfugga ai canoni del successo ad ogni costo) e quella dei secoli precedenti, in cui chi se lo poteva permettere viveva (viveva e basta, non avendo bisogno di fare alcunchè), e chi non se lo poteva permettere subiva il proprio destino di miseria. Gli uni e gli altri, a ben guardare, senza una speranza....more",Notes are private!,0,4,1,not set,Mar 2010,"Jul 24, 2018",,Paperback,view (with text),/book/show/10514466-la-certosa-di-parma
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vento scomposto,"Agnello Hornby, Simonetta",8807017725,9788807017728,8807017725,405        pp,3.59,374,Feb 2009,Feb 2009,did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"la storia è poverissima, l'approfondimento psicologico dei personaggi è da bigliettino dei baci perugina, la traduzione è probabilmente la peggiore chla storia è poverissima, l'approfondimento psicologico dei personaggi è da bigliettino dei baci perugina, la traduzione è probabilmente la peggiore che abbia mai letto (esiste in italiano la parola ""abusatore""? e, se anche esistesse, sarebbe il caso di usarla ripetutamente in un libro?).Dispiace scrivere un commento simile; la scrittrice, apparsa in varie trasmissioni televisive, è persona piacevolissima, con alle spalle una vita intraprendente e coraggiosa. Ma questo libro le è veramente riuscito male....more",Notes are private!,0,11,1,not set,Mar 2010,"Jul 24, 2018",,Paperback,view (with text),/book/show/10198233-vento-scomposto
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Le perfezioni provvisorie        (Guido Guerrieri #4),"Carofiglio, Gianrico",8838924546,9788838924545,8838924546,336        pp,3.88,"2,841","Jan 14, 2010","Jan 14, 2010",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"La storia della ragazza scomparsa e mai più ritrovata occupa a stento un terzo del libro. Il resto è una serie di rievocazioni del passato dell'io narLa storia della ragazza scomparsa e mai più ritrovata occupa a stento un terzo del libro. Il resto è una serie di rievocazioni del passato dell'io narrante (i suoi amici sono quasi tutti finiti male, o perlomeno non hanno realizzato i loro sogni), o di conversazioni con prostitute redente o delinquenti dall'etica rispettabile, il tutto assolutamente non rilevante nel racconto e complessivamente noiosissimo. Naturalmente non manca una ragazza che al Guerrieri piace molto e che lo deluderà ancora di più, e non ci vengono risparmiate le solite piacionerie (ogni due o tre pagine il narratore si autocritica severamente per qualche pensiero corrivo o per qualche lentezza nel capire qualcosa), che ovviamente vogliono invitare il lettore a notare quanto Guerrieri sia corretto e spiritoso. Largamente il peggiore fra i libri della serie....more",Notes are private!,0,8,1,not set,"Feb 21, 2010","Jul 23, 2018",,Paperback,view (with text),/book/show/7796076-le-perfezioni-provvisorie
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Calle degli assassini,"Tamaro, Giorgio",,,,144        pp,4.00,1,unknown,1970,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"la storia è molto forte senza essere violenta, il protagonista è un uomo forse disturbato, certamente disperato, che dalla vita ha avuto tutto (soldi,la storia è molto forte senza essere violenta, il protagonista è un uomo forse disturbato, certamente disperato, che dalla vita ha avuto tutto (soldi, intelligenza, amore, potere) senza godere di niente, se non in qualche occasione remota ed isolata, magari durante un lontano soggiorno in America.Finchè arriva al punto in cui vuole rimettere le cose a posto, a modo suo...è un libro che giustifica l'esistenza dei siti internet ove chiunque può pubblicare il proprio scritto: se le case editrici ci risparmiassero gli exploit di attricette e tronisti, ed andassero in cerca di opere valide, potrebbe avere il riconoscimento - anche di pubblico - che merita certamente...more",Notes are private!,0,3,1,not set,Jan 2011,"Jul 23, 2018",,Hardcover,view (with text),/book/show/40932246-calle-degli-assassini
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Voglio l'America,"Franceschini, Enrico",8807702096,9788807702099,8807702096,189        pp,3.67,24,2009,2009,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"essere giovani, avere energia, avere fantasia, avere voglia di vivere, avere la capacità di credere a un sogno. è tutto questo, è vero ed è veramente essere giovani, avere energia, avere fantasia, avere voglia di vivere, avere la capacità di credere a un sogno. è tutto questo, è vero ed è veramente divertente. ...more",Notes are private!,0,3,1,not set,Jan 2010,"Jul 23, 2018",,Paperback,view (with text),/book/show/9688430-voglio-l-america
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Viceré,federico-de-roberto,8811581443,9788811581444,8811581443,659        pp,4.16,"1,726",1894,1989,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"i vicerè sono ricchissimi, ma brigano incessantemente per diventare più ricchii vicerè sono una grande famiglia, ma nessuno ama nessuno: al massimo sii vicerè sono ricchissimi, ma brigano incessantemente per diventare più ricchii vicerè sono una grande famiglia, ma nessuno ama nessuno: al massimo si alleano gli uni contro gli altrii vicerè assistono con sdegno alla caduta del regno delle due sicilie, ma piazzano immediatamente uno dei loro nel nuovo parlamento democratico.Pubblicato nel 1894 (l'autore aveva poco più di trent'anni!) ci racconta praticamente in diretta la nascita del clientelarismo nello stato apparentemente moderno, mentre segue le vicende di una famiglia divorata dall'ambizione - diretta o per l'interposta persona dei mariti o dei figli - e dal desiderio di denaro, e perseguitata dalla follia.Probabilmente è il capolavoro più sottovalutato della letteratura italiana...more",Notes are private!,0,10,2,not setnot set,"May 05, 2010Jan 1975","Jul 23, 2018",,Paperback,view (with text),/book/show/12855994-i-vicer
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il Gattopardo,"Lampedusa, Giuseppe Tomasi di",880781028X,9788807810282,880781028X,299        pp,4.01,"37,215",1958,"Feb 19, 1990",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,molti editori lo rifiutarono con sdegno...........,Notes are private!,0,2,1,not set,Jan 1975,"Jul 23, 2018",,Paperback,view (with text),/book/show/40682747-il-gattopardo
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I sette giorni di Avraham Bogatir,"Kardos, György G.",8876410627,9788876410628,8876410627,289        pp,3.92,25,1968,"Apr 30, 1988",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"ci sono gli ebrei, gli arabi, gli inglesi, in passato ci sono stati anche i turchi. Gli ebrei vengono dalla Russia, dall'Ungheria, dallo Yemen, alcunici sono gli ebrei, gli arabi, gli inglesi, in passato ci sono stati anche i turchi. Gli ebrei vengono dalla Russia, dall'Ungheria, dallo Yemen, alcuni sono sabra. Gli arabi sono nati in Palestina. Gli inglesi non hanno ben chiaro perché sono lì, mentre gli ebrei lo sanno benissimo e, quando va bene, li disprezzano, Quando va male diventano terroristi. Con gli arabi non se la intendono particolarmente bene, ma certamente meglio che con gli inglesi. Tutti sono molto poveri, i soldi della comunità ebraica negli USA non sono ancora arrivati.Questo libro mi ha insegnato qualcosa su un periodo e su una parte del mondo che a scuola vengono ignorati (perlomeno, venivano ignorarti quando io andavo a scuola), e su cui non ho approfondito mai niente in seguito, per mia colpa. Non sapevo che l'immigrazione ebraica in Palestina fosse cominciata già nei primi anni del XX secolo, non sapevo che ci fosse stato un periodo in cui i terroristi erano ebrei e gli inglesi erano ai vertici dello sgradimento.Tutti parlano, più o meno bene, almeno quattro lingue (la loro lingua madre, l'ebraico, l'arabo e l'inglese), tutti condividono le medesime difficoltà (il caldo opprimente, la scarsità di mezzi, la nostalgia del paese che hanno lasciato, e - gli ebrei - il dolore per la perdita di almeno qualche parente nei campi di concentramento nazisti), quindi ci sarebbero mille ottime ragioni per cercare di vivere come meglio è possibile e per considerare vani o dementi gli odi fondati sulle rispettive etnie religioni o provenienze: e sappiamo invece come si sono poi evoluti i rapporti. Viene da pensare che in Palestina sia stata perduta un'occasione, ma - con maggiore realismo - viene da pensare che ciò che è vano o demente eserciti su moltissimi un fascino che non può essere contrastato con la ragione....more",Notes are private!,1,4,1,"Jul 22, 2018","Jul 29, 2018","Jul 22, 2018",,Paperback,view (with text),/book/show/40039790-i-sette-giorni-di-avraham-bogatir
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Circolo chiuso,"Coe, Jonathan*",8807016702,9788807016707,8807016702,403        pp,3.91,"6,368",2004,2005,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,della mia storia d'amore con Coe ho già scritto altrove.con questo libro è proseguita e maturata.della mia storia d'amore con Coe ho già scritto altrove.con questo libro è proseguita e maturata....more,Notes are private!,0,8,1,not set,Jan 2007,"Jul 22, 2018",,Paperback,view (with text),/book/show/9649581-circolo-chiuso
172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La banda dei brocchi,"Coe, Jonathan*",8807817748,9788807817748,2857049161,381        pp,3.96,"14,341","Feb 22, 2001","Jan 29, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"con Coe ho una lunga storia d'amore, recentemente turbata da un episodio un po' infelice.Il nostro amore è nato con questo libro (che però non credo scon Coe ho una lunga storia d'amore, recentemente turbata da un episodio un po' infelice.Il nostro amore è nato con questo libro (che però non credo sia il suo primo ad essere stato scritto e/o tradotto) ed è proseguito fino ai nostri giorni, lungo alcuni decenni in cui l'Inghilterra è cambiata profondamente, diventando - da paese di diffuse e comuni ristrettezze, ricco di diffusissimo e variegato talento (basti pensare alla meravigliosa coincidenza che ha fatto nascere Mick Jagger, Paul McCartney, John Lennon e David Bowie nello stesso paese e nella stessa manciata di anni) e grande futuro - un paese di ristrettissima ricchezza con diffusissima sfiducia nel futuro (almeno, io do questa lettura della Brexit).Eppure, nell'arco di tutto questo tempo e di tutti questi cambiamenti, non ho mai smesso di amare né lo scrittore né il suo paese; questo libro se la gioca con la Famiglia Winshaw per la palma di migliore....more",Notes are private!,0,14,1,not set,Jan 2006,"Jul 22, 2018",,Paperback,view (with text),/book/show/3981544-la-banda-dei-brocchi
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tempo di uccidere,"Flaiano, Ennio",8804378220,9788804378228,8804378220,250        pp,3.85,"1,142",1947,"Jan 01, 1993",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,perché non viene letto nelle scuole?,Notes are private!,0,13,1,not set,Jan 1997,"Jul 22, 2018",,Paperback,view (with text),/book/show/1272336.Tempo_di_uccidere
174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eureka Street,"McLiam Wilson, Robert",8881128969,9788881128969,8881128969,414        pp,4.17,"4,179",1996,Jul 2009,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,tristemente divertente (purtroppo non ricordo altro),Notes are private!,0,2,1,not set,Jan 2009,"Jul 22, 2018",,Paperback,view (with text),/book/show/17253541-eureka-street
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Neve,"Pamuk, Orhan",880617004X,9788806170042,880617004X,468        pp,3.61,"46,545",2002,2004,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"come sempre, quando un libro parla di un mondo che non conosco, rimango con il dubbio di non averlo capito del tutto.come sempre, quando un libro parlcome sempre, quando un libro parla di un mondo che non conosco, rimango con il dubbio di non averlo capito del tutto.come sempre, quando un libro parla di un mondo che non conosco, sono incantata ed affascinata....more",Notes are private!,0,7,1,not set,Jan 2010,"Jul 22, 2018",,Hardcover,view (with text),/book/show/9706130-neve
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Norwegian Wood: Tokyo Blues,"Murakami, Haruki",880618315X,9788806183158,880618315X,384        pp,4.01,"601,958","Sep 04, 1987","May 06, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"una storia in cui l'essere prevale di gran lunga sull'avere, completamente fuori dal coro.bellissimouna storia in cui l'essere prevale di gran lunga sull'avere, completamente fuori dal coro.bellissimo...more",Notes are private!,0,16,1,not set,"Jan 17, 2019","Jul 22, 2018",,Paperback,view (with text),/book/show/7741999-norwegian-wood
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Certi bambini,"De Silva, Diego",8806177702,9788806177706,8806177702,154        pp,3.37,278,2001,"Jun 01, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"non mi piace usare termini iperbolici, ma per questo devo fare un'eccezione, perchè l'unico modo che ho di definirlo è ""sconvolgente"". La vita di quesnon mi piace usare termini iperbolici, ma per questo devo fare un'eccezione, perchè l'unico modo che ho di definirlo è ""sconvolgente"". La vita di questi bambini è talmente lontana da quello che tendiamo ad immaginarci per i nostri bambini, e nello stesso tempo appare talmente verosimile - nel contesto di abbandono in cui i protagonisti vivono - che si può solo rimanere sconvolti. Straordinaria anche la tecnica di scrittura....more",Notes are private!,0,2,1,not set,Jan 2005,"Jul 22, 2018",,Paperback,view (with text),/book/show/7313251-certi-bambini
178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il seggio vacante,"Rowling, J.K.",886715284X,9788867152841,,560        pp,3.30,"328,876","Sep 27, 2012","Dec 06, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"non avere nè figli nè nipoti può dispiacere, ma ha i suoi lati positivi, uno dei quali è non aver dovuto leggere una sola riga della saga di Harry Potnon avere nè figli nè nipoti può dispiacere, ma ha i suoi lati positivi, uno dei quali è non aver dovuto leggere una sola riga della saga di Harry Potter.quindi ho letto questo libro senza aspettative nè prevenzioni (salvo quelle che mi vengono dall'invidia di sapere che la signora Rowling passa la vita a scrivere e così facendo è diventata miliardaria: cosa che si avvicina molto alla mia idea del paradiso), e sinceramente non capisco le ragioni delle molte critiche negative che ha ricevuto.Intanto, è un libro che si fa fatica a posare quando è ora di dormire o di andare a lavorare: e benchè sia chiarissima la differenza fra un page turner ed un'opera d'arte, non è che riuscire a tenere i lettori inchiodati alla pagina, per circa 500 pagine, sia così facile.Poi, la storia del paesino Pagford, anche se non brilla per originalità, ha i suoi pregi: i personaggi, benchè numerosi, sono tutti seguiti con partecipazione. Neanche mi pare che siano tutti negativi: anzi, proprio nel parlare delle loro debolezze - che non sono poche ed in qualche caso sono molto gravi - e delle azioni che ne derivano l'autrice scrive molte delle pagine migliori. ...more",Notes are private!,0,3,1,not set,"Sep 10, 2013","Jul 22, 2018",,ebook,view (with text),/book/show/18161972-il-seggio-vacante
179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pepys Road,"Lanchester, John",8804624469,9788804624462,8804624469,504        pp,3.71,"14,076","Feb 20, 2012","Apr 02, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"è possibilissimo che anche stavolta abbia agito il mio notorio pregiudizio positivo verso tutto quanto parla di Londra, in questo caso esaltato dall'aè possibilissimo che anche stavolta abbia agito il mio notorio pregiudizio positivo verso tutto quanto parla di Londra, in questo caso esaltato dall'avere letto il libro proprio in loco, durante la vacanzina londinese che mi concedo ogni due o tre anni.Come che sia, questo Lanchester (di cui avevo letto secoli fa Gola, di cui non ricordo niente se non che mi aveva divertita) mi sembra l'ennesimo inglese che scrive benissimo. A Pepys Road si incrociano (ma neanche tanto, ognuno vive la propria vita) residenti storici, arrivati nella strada prima che ci arrivassero il boom immobiliare e i soldi della finanza allegra; residenti arrivati con il boom; immigrati arrivati da lontano cercando quello che cercano tutti gli immigrati, una vita decente. Intorno a loro si muovono le loro madri, i loro figli, i loro colleghi, i loro fratelli. Chi è pronto a mandare in rovina altre persone e chi non cede alla tentazione, chi finisce in prigione ingiustamente e chi ci finirà per colpe di cui non aveva valutato la portata, chi rimane stritolato nella macchina che seleziona gli eletti (e per sentirsi eletti basta avere il permesso di soggiorno nel Regno Unito).Non ho contato quanti siano i personaggi di questo libro: ma Lanchester è riuscito a renderli tutti interessanti ed umani (si arriva a provare simpatia per uno squalo della finanza, e ho detto tutto), e Pepys Road è una godibilissima lettura....more",Notes are private!,0,5,1,not set,"Apr 30, 2013","Jul 22, 2018",,Hardcover,view (with text),/book/show/17700504-pepys-road
180,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Non posso farci niente, i miei piedi amano la danza!","Schulz, Charles M.",8866209015,9788866209010,8866209015,190        pp,4.67,3,unknown,"Oct 09, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Non sono mai stata appassionata di fumetti, neanche da giovane, con la luminosa eccezione di peanuts e dei fumetti di franck dickens (bristow su tuttiNon sono mai stata appassionata di fumetti, neanche da giovane, con la luminosa eccezione di peanuts e dei fumetti di franck dickens (bristow su tutti).Di dickens (quel dickens lì, intendo) ho perso le tracceCharles Schultz purtroppo non c'è più, e chiedo scusa a coloro che sono più colti e più seri di me (tutti, praticamente) se oso dire che con la sua perdita il mondo è diventato un po' più povero e più triste.Grazie di tutto, Sparky....more",Notes are private!,0,1,1,not set,"Apr 16, 2013","Jul 22, 2018",,Paperback,view (with text),/book/show/40897788-non-posso-farci-niente-i-miei-piedi-amano-la-danza
181,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gola,"Lanchester, John",8878182648,9788878182646,8878182648,233        pp,3.74,"2,984",1996,Oct 1997,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"non ricordo più il contenuto, ma ho il ricordo di un libro intelligentemente divertente",Notes are private!,0,1,1,not set,Jan 1997,"Jul 22, 2018",,Mass Market Paperback,view (with text),/book/show/38355021-gola
182,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Le figlie degli altri,"Stern, Richard",8899066086,9788899066086,8899066086,300        pp,3.62,646,1973,"Nov 26, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,2,"not setAug 20, 2018",not setnot set,"Jul 21, 2018",,Paperback,view,/book/show/28143808-le-figlie-degli-altri
