,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Celeste's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
387,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Escape from Mr. Lemoncello's Library,"Grabenstein, Chris*",0307931471,9780307931474,0307931471,336        pp,4.12,"56,558","Jun 25, 2013","Jun 24, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was recommended this book by a teenage friend, and I’m so glad that I decided to pick it up. I found Mr. Lemoncello and his library captivating, andI was recommended this book by a teenage friend, and I’m so glad that I decided to pick it up. I found Mr. Lemoncello and his library captivating, and I delighted in Kyle and his friends as they solved its mysteries. This book was very reminiscent of Charlie and the Chocolate Factory, though Mr. Lemoncello is far more likeable than Willy Wonka, and the essay contest in this book was much more fair and merit-based than the lottery of its predecessor.Mr. Lemoncello’s library itself was absolutely incredible, and will now forever be an entry on my list of fictional places I dearly wish I could visit. I loved how technologically advanced the library is. We often view technology as being at odds with books and libraries, and this book proves that such a view can be the farthest thing from the truth if we so desire. It was brilliantly done, and I hope that someday, someone decides to try their best to replicate this library in the real world.This is a puzzle of a book, packed full of a variety of different brain teasers. I very much enjoyed trying to solve he puzzles along with our cast. However, the abundance of puzzles cost us a bit in the realm of character depth and development, which is the main reason I gave this 4 stars instead of 5.I thoroughly enjoyed this middle grade mystery. It was fast-paced and fun and always interesting. I would be very quick to recommend it to any kid in my life, especially those who love books and puzzles and think there’s something just a little bit magical about libraries. And if you happen to be an adult who feels those things, I have no doubt that you would enjoy this book, too....more",Notes are private!,0,6,1,Jul 2022,"Jul 11, 2022","Jul 01, 2022",,Paperback,view (with text),/book/show/18594577-escape-from-mr-lemoncello-s-library
388,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Pollyanna        (Pollyanna, #1)","Porter, Eleanor H.",0689849109,9780689849107,0689849109,304        pp,4.01,"86,911",1913,"Feb 01, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is another book I picked up because my teenage friend was frankly horrified to learn that I hadn’t ever read it. I’m so very glad I did. I’m not This is another book I picked up because my teenage friend was frankly horrified to learn that I hadn’t ever read it. I’m so very glad I did. I’m not sure how I missed this one when I was younger. It absolutely would have been one of my favorites as a child, and I completely get why my friend told me I needed to read it. Very seldom have I related to a character quite as strongly as I did Pollyanna, though thankfully my life hasn’t been plagued by nearly as many hardships.I love Pollyanna’s aggressive optimism, and I relate to it profoundly. I might not have been aware of The Game, but I’ve always tried to see the best in every single situation. In that regard, I feel as though Pollyanna could have been a bosom friend, quite like Anne Shirley. People sometimes view this type of optimism as naive or even ignorant, but that’s not a view I’ve ever shared. I think that being optimistic even in the worst of circumstances can be incredibly brave. It’s hard to find a silver lining in a storm cloud, but it’s also immensely rewarding. I think that this is the difference between happiness and joy. Happiness is circumstantial. Joy is a decision and, if you’re a Christian, both a spiritual gift and a discipline. This joy is something I’ve always tried my best to exhibit, even when life is hard and it takes some profound effort. I loved seeing this same decision in Pollyanna, and I think remembering her will help me keep my chin up then next time I’m struggling to find my own optimism.The story itself was so heartwarming and uplifting. Pollyanna’s growth as a character, and the ways in which she impacted her entire community in ways that bonded them and had them coming alongside and supporting Pollyanna herself during her darkest hours, was all simply beautiful. The impact one little life can have on so many is profound. It’s a reminder that encouraged me and gave me pause, as you never know how closely you’re being watched and how deeply your actions and attitudes could effect those around you. I teared up towards the end, as the community came together around Pollyanna and lifted her up, as she had lifted all of them as one time or another..The use of dialect in the dialogue was the only drawback for me, making the book a 4.5 instead of a full 5 star read. I know this was a commonly used writing method in the past to delineate between the upper classes and the lower, less educated common folk, but it always throws me out of the story, because I always feel a touch offended on behalf of the people being so represented. But that is a tiny drawback in the scheme of things. I truly loved this book, and am happily shelving it alongside Anne of Green Gables, Heidi, The Secret Garden, and A Little Princess. Pollyanna is a book I will absolutely be rereading, and I’m so thankful that my friend pressed it into my hands....more",Notes are private!,0,13,1,Jul 2022,"Jul 11, 2022","Jul 01, 2022",,Paperback,view (with text),/book/show/1000751.Pollyanna
389,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Selected Poetry of Rainer Maria Rilke,"Rilke, Rainer Maria",0679722017,9780679722014,0679722017,356        pp,4.39,"15,505","Jan 01, 1948","Mar 13, 1989",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I’ve been reading a collection of poetry each month this year, and I knew early on that I wanted a collection of Rilke’s to be one of my selections. II’ve been reading a collection of poetry each month this year, and I knew early on that I wanted a collection of Rilke’s to be one of my selections. I had never read a single poem of his, but I love the What Should I Read Next? Podcast with Anne Bogel, and she ends every episode with a quote from him: “Ah, how good it is to be among people who are reading.” Because I’ve heard his name and this quote so many times, I thought that his work would be a good bet for me. I wasn’t wrong. Though I was reading a translation, instead of the original German in which he wrote, I found Rilke’s poetry to be lovely.For the most part, Rilke’s work came across as wonderfully tangible, even when philosophizing and probing into the metaphysical. Something about his poetry, even in translation, feels solid and real where it could easily have come across hazy or ephemeral. I think this has to do in large part with the timelessness of his style. His verses felt classical, nearly ancient in their construction, but in the best way possible. I could easily see him being a favored and studied poet in some novel of dark academia, and yet I could also see certain lines being quoted from the pulpit during a church service. His writing is romantic without being saccharine, and thoughtful while still feeling grounded. Upon further observation, I believe that one of the main reasons his work feels so solid is due to its structure. Even via translation, there’s a firm structure to almost every poem and verse in the majority of this collection. It never feels rigid, but it seems to keep the thoughts corralled in such a way that I never lost track of them. All of his ideas and musings felt securely supported by the structuring. And I could always sense the meter without fail in that same majority, which helped keep me focussed. That’s a huge accomplishment for a work of poetry, or for a translation, but especially for a combination of the two. I really liked the songs from the perspectives of different people, i.e. the blind man, the drunkard, the dwarf, etc. I also loved the verse representing different animals. He also writes beautifully about music periodically in the collection. But I truly loved the poems inspired by and retelling various classical pieces of mythology. This of course added to my view of Rilke being classical and timeless in tone. I did, however, feel like the collection weakened as it progressed. The back half didn’t have nearly the resonance of the first half, though I think this is a common danger with such large collections of poetry encompassing a poet’s life versus a shorter, chapbook-like offering that they compiled themselves regarding a particular theme or style or moment in their writing lives. Overall though, this was a lovely, thoughtful collection that I’m very happy to have added to my shelf....more",Notes are private!,0,7,1,"Jun 05, 2022","Jun 30, 2022","Jun 30, 2022",,Paperback,view (with text),/book/show/46201.The_Selected_Poetry_of_Rainer_Maria_Rilke
390,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sandman: Book of Dreams,"Gaiman, Neil*",0061053546,9780061053542,0061053546,384        pp,4.28,"8,926",1996,"May 03, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 21, 2022",,Paperback,view,/book/show/704483.The_Sandman
391,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Castle of Llyr        (The Chronicles of Prydain, #3)","Alexander, Lloyd",0805080503,9780805080506,0805080503,174        pp,4.07,"37,793","Mar 03, 1966","May 16, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"C.S. Lewis had a lot to say about children’s stories. He believed that “A children's story that can only be enjoyed by children is not a good childrenC.S. Lewis had a lot to say about children’s stories. He believed that “A children's story that can only be enjoyed by children is not a good children's story in the slightest.” And that “No book is really worth reading at the age of ten which is not equally – and often far more – worth reading at the age of fifty and beyond.” I agree with his sentiments, though I do also recognize that time and taste can effect a person’s experience with a story, as well. For instance, I know beyond a shadow of a doubt that I would have adored The Chronicles of Prydain around the age of 8 or so. There’s something wonderfully classic about it, and it would have ignited my imagination had it been one of the first fantasy series that I experienced. But reading it after 25 years of exposure to other fantasy series, especially those I’ve come across in the last 10 years or so, hasn’t delivered anything at all impactful.The reason I still love Redwall and other series from my youth is just that; they were the stories of my youth. I have all of these memories of reading those books and being completely entranced and delighted by them. Because of this, rereading them delivers endorphin-laced nostalgia. But The Chronicles of Prydain doesn’t have that same history with me personally as a reader. I wish that it did. Some books are magical no matter how old you are when you encounter them for the first time. Sadly, that’s not the case for all stories for all readers, and that simply isn’t the case for me with this series, though I really wanted it to be.There was nothing wrong with the story presented in The Castle of Llyr. We have here the presence of beloved characters from the first two installments, as well as the introduction of new characters who grow throughout the narrative. We have a dire quest with wild and unexpected detours along the way. There’s magic and battles and the triumphal of good. But everything felt so predictable and flat and, well, trite, for lack of a better word. It’s amazing that something this fast-paced and short can also feel as if it’s dragging, but that was my experience here. Again, I have absolutely no doubt that this would not have been the case in the slightest had I read this for the first time at 8 instead of 33, but here we are.I think that The Castle of Llyr might be where I part ways with Taran and his friends. I haven’t decided this for certain yet, but it’s becoming more and more difficult to ignore how far outside I am of the target audience. Part of me does want to know how things end, so I might return to Prydain eventually, but I have no pressing need to continue on. ...more",Notes are private!,0,11,1,"Jun 20, 2022","Jun 22, 2022","Jun 20, 2022",,Paperback,view (with text),/book/show/24779.The_Castle_of_Llyr
392,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Spindle Splintered        (Fractured Fables, #1)","Harrow, Alix E.*",1250765358,9781250765352,1250765358,119        pp,3.62,"31,690","Oct 05, 2021","Oct 05, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“..Even among the other nerds who majored in folklore, Sleeping Beauty is nobody’s favorite. The romantic girls like Beauty and the Beast; basic girls“..Even among the other nerds who majored in folklore, Sleeping Beauty is nobody’s favorite. The romantic girls like Beauty and the Beast; basic girls like Cinderella; goth girls like Snow White. Only the dying girls like Sleeping Beauty.”A Spindle Splintered is a spitfire of a novella. Here we are introduced to Zinnia Gray, a dying girl who is doomed to expire young. Because of this, Zinnia has been obsessed with the story of Sleeping Beauty since she was a small child, and has basically made that fairy tale her entire personality. On the eve of her twenty-first birthday, as she begins to feel her time running out, Zinnia finds herself thrust into a fantastical, impossible situation. Is she the damsel in this situation, or does she finally get to become the hero?“It's one of the rules for dying girls: if you like something, like it hard, because you don't have a lot of time to waste.”I really liked Zinnia as a character. She was in a truly terrible situation, and she often expressed her anger and depression and the hopelessness she sought to combat. And yet, even with everything she was dealing with, she never came across as morose or even whiny. Her situation seems inescapable, and yet she’s always on the hunt for an out. I also really enjoyed Charm and Primrose, the two major side characters in the book. They were well fleshed-out and multi-dimensional. Harrow has a way of making even bit characters, who have very little time on the page and sometimes disappear without even leaving a name, seem totally tangible and unique, which is one of the things I most appreciate about her work.“I see her choosing now whether to make her love into a cage or a key.”There’s something about Harrow’s writing that is simply magnetic. What makes this even more impressive to me is that her voice differs radically between projects, and yet it maintains that magnetism in a way that feels effortless. The voice she utilized in The Ten Thousand Doors of January resonated more strongly with me than just about any other book I’ve read in my entire life, and I firmly believe that it will always be one of my all-time favorites. The voice in The Once and Future Witches was still magnetic, but didn’t speak to me quite as deeply, and I found that A Spindle Splintered delivered a similar experience. I really enjoyed my time with the story, but I don’t see it sticking with me in the same meaningful way as Harrow’s debut.“Maybe the universe doesn't naturally bend toward justice either; maybe it's only the weight of hands and hearts pulling it true, inch by stubborn inch.”I can’t say much more about A Spindle Splintered without giving the story away, especially considering its very brief length. It was a wonderfully engaging and easily consumable book, which is exactly what I needed when I picked it up. As much as I love a good, meaty tome of a novel, there’s something to be said for brevity. While I didn’t adore A Spindle Splintered in the same way that I did The Ten Thousand Doors of January, I absolutely enjoyed it enough to pick up A Mirror Mended, the next novella in Harrow’s Fractured Fables series. If you’re looking for a bite-sized reimagined fairy tale with a satisfying combination of heart and teeth, A Spindle Splintered is an excellent option.You can find  this  and more at Novel Notions. ...more",Notes are private!,0,5,1,"Jun 16, 2022","Jun 20, 2022","Jun 16, 2022",,Hardcover,view (with text),/book/show/56179356-a-spindle-splintered
393,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Secret Atlas        (The Age of Discovery, #1)","Stackpole, Michael A.*",0553382373,9780553382372,0553382373,460        pp,3.54,"1,403","Jan 01, 2005","Mar 01, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 10, 2022",,Paperback,view,/book/show/572522.A_Secret_Atlas
394,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Mattimeo        (Redwall, #3)","Jacques, Brian",0441006108,9780441006106,0441006108,448        pp,4.08,"35,443",1989,"Feb 01, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mattimeo is the third installment in Brian Jacques’s Redwall series, and I can’t express to you how much fun I’ve been having as I revisit this seriesMattimeo is the third installment in Brian Jacques’s Redwall series, and I can’t express to you how much fun I’ve been having as I revisit this series and world that meant so much to me as a child, alongside friends who are experiencing Mossflower and its inhabitants for the first time. This particular installment felt like it had a bit more going on than its predecessors, Mossflower and Redwall, while still holding true to the formulaic, but successfully so, format of the books. And it was filled with my three favorite elements of this series: little heroes facing incredible odds and succeeding anyway; heartwarming groups of these characters banding together to solve riddles or fight battles or fix what’s broken, or all of the above; and, of course, the mouth-watering descriptions of food.This story ended up being a battle on multiple fronts, and I was pretty equally invested in all of them. The way Jacques would jump back and forth between said fronts so frequently within a single chapter was both engaging and jarring, which I found an odd but compelling mix. Our cast of characters in this installment felt a good deal larger than the casts of the two books preceding it, purely because of the multiple story arcs and settings. We have Mattimeo and the other Redwall youth who are kidnapped from the Abbey. We have Matthias the Warrior and the other parents and concerned parties who join forces along the way to free their children. We have those left at the Abbey, who suddenly find themselves facing invasion in the face of their warriors being gone. And then we have the various villainous groups on each of these different fronts. There was a lot to keep track of, considering the age group for whom these books are intended, but Jacques somehow ensured that everything was always easy to follow.Something I really appreciated about this particular book is that we finally had a main villain with some canniness. Slagar the fox was a more intelligent and multifaceted villain than those in Mossflower or Redwall, though unfortunately he kind of fell apart at the end. But this is a series intended for children, so the evil have to be obviously evil and ultimately fallible. Something else I really appreciate about this series, and this installment in particular, is that even though this is intended for children and thus you have the security of knowing everything will turn out okay in the end, Jacques doesn’t believe in high stakes with no costs. There are character deaths here, and fairly significant ones. This adds tension to the trials of the main characters, because you’re never quite sure if they’re going to pull through or not, seeing as others have died along the way.Overall, I have to say that Redwall as a whole is proving itself to have held up very well. Three books in, and all have been 4 stars so far. This has been an incredibly nostalgic journey so far for me, and I’m happy that TS and Eon seem to be enjoying themselves, as well. If you’re a fantasy fan looking for a story to share with the kids in your life, or simply looking for something clean and wholesome for yourself, I highly recommend the Redwall series....more",Notes are private!,0,13,1,"Jun 07, 2022","Jun 14, 2022","Jun 07, 2022",,Mass Market Paperback,view (with text),/book/show/201342.Mattimeo
395,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Dark Tower        (The Dark Tower, #7)","King, Stephen*",,,1416524525,"1,050        pp",4.28,"173,150","Sep 21, 2004","Sep 01, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Dark Tower is the pentacle of Stephen King’s magnum opus, and I’ve been terrified to get to it. King isn’t known for nailing his landings, and thiThe Dark Tower is the pentacle of Stephen King’s magnum opus, and I’ve been terrified to get to it. King isn’t known for nailing his landings, and this one is especially controversial. I was afraid that, after reading 8,781 pages, or 3,951,408 words, on my long road to the Tower, I would be left feeling woefully disappointed, and as if I had wasted my time. I’m here to tell you that, thankfully, that isn’t the case. After reading the final pages of The Dark Tower I can safely say that this is my favorite completed series of all time. I’ve never read anything else like it. The only series that I think will eventually surpass it is Brandon Sanderson’s Stormlight Archives, but it will be well over a decade before that is completed. In the meantime, The Dark Tower stands alone among completed series for me. As it should.“The road and the tale have both been long, would you not say so? The trip has been long and the cost has been high... but no great thing was ever attained easily. A long tale, like a tall Tower, must be built a stone at a time.”There will be some vague spoilers here, though I’ll not mention any name save Roland’s. I simply don’t know how else to discuss a final book in a series so large. Skip to the end or turn back now if you wish to go into or continue this series knowing as little as possible.“Battles that last five minutes spawn legends that live a thousand years.”A sense of foreboding permeated so much of this novel. And the foreshadowing King kept dropping did nothing but further whet my appetite to know what was actually going to happen. As things finally wrapped up and came to a head, he made sure to tell readers, again and again, that there wasn’t going to be a happy ending, and that very few of the characters I had so grown to love would make it to the end of the line. Even with all of the warnings, I was still enraged and devastated repeatedly. But isn’t it the mark of a good story, when you’ve become so attached to characters that you rage and mourn when you lose them? “Do any of us, except in our dreams, truly expect to be reunited with our hearts' deepest loves, even when they leave us only for minutes, and on the most mundane of errands? No, not at all. Each time they go from our sight we in our secret hearts count them as dead.”I’ll not mention any character by name, save the Gunslinger himself, by King wrung out a surprising amount of emotion from me over the course of this book. There was a Communion scene, a Last Supper of the Ka-tet, if you will, that I found incredibly poignant and wonderfully moving. The religious imagery was beautiful and somehow appropriate. The foretold breaking of the Tet was unspeakably devastating, but I found myself so proud of each character and how they faced down their deaths. I was reminded of the movie Young Guns; they all went out in a blaze of glory, as gunslingers should. They stood, and were true, and no more could possibly have been asked of them.“You needn't die happy when your time comes, but you must die satisfied, for you have lived your life from the beginning to the end and ka is always served.”The character development of Roland since his first appearance in The Gunslinger is astounding. And that’s not something that I really noticed as the series progressed. It hit me all at once, a little over halfway through this novel, in a moment that echoed and answered and recast a moment from that first installment. This was one of the moments were King’s storytelling shone the brightest, even in the midst of devastation. We so often view him as a pulpy writer, because of the types of stories he tells and the frequency of his publication. But he is truly gifted in his craft, and this entire book really displays his brilliance. The ways in which he was able to tie together so many little details from so early on in the series proves how deft a writer he is, in my opinion. There were still issues, of course: his villains remain wholly evil instead of multifaceted; his pop culture references and slang become quickly outdated. And I’m still on the fence about how he portrays women and people of color. But overall, King is an incredibly gifted storyteller who has worked hard to develop his craft, and The Dark Tower is a perfect example of exactly what the man can accomplish with words. I’m in awe.“Even if the torture stops, I’ll die. And you’ll die too, for when love leaves the world, hearts are still. Tell them of my love and tell them of my pain and tell them of my hope, which still lives. For this is all I have and all I am and all I ask.”I love King’s voice, especially when the narrator makes himself known, and that was done with especially great aplomb in this book. It gave a Dickensian feel to the novel, reminiscent of the voice I so enjoyed in Black House, which King co-authored with Peter Straub. But in The Dark Tower , that voice is distinctly and only King’s own, which was made doubly fascinating to me by the fact that King himself is a side character in the story. I know this was a controversial decision, but I felt that it leant an incredible power and reality to the story. Since the idea of the Tower has so dominated King’s mind and writing for so many decades, it only makes sense that he would include himself in the narrative, if only to explain his obsession.“Because talent won't be quiet, doesn't know how to be quiet,"" he said. ""Whether it's a talent for safe-cracking, thought-reading, or dividing ten-digit numbers in your head, it screams to be used. It never shuts up. It'll wake you in the middle of your tiredest night, screaming, 'Use me, use me, use me! I'm tired of just sitting here! Use me, fuckhead, use me!”The Dark Tower itself didn’t disappoint. It was distressingly atmospheric, if that description makes sense. It felt so tangible that I found myself more than a little creeped out. And I have a new appreciation for roses after having read this series and witnessed their power in the story. It will be a long time before I can look at a rose without seeing it as potentially magic. Actually, I hope that never changes. Anything that causes you to see magic in reality is worth holding onto. But I digress. The Tower was beautifully disturbing, repellently compelling, and utterly mysterious. I better understand Roland’s drive after having laid eyes upon it.“and so will the world end, I think, a victim of love rather than hate. For love's ever been the more destructive weapon, sure.”It still completely blows my mind that King got this entire world and series from spaghetti Westerns and a narrative poem written in 1855. I’ve read and reread Robert Browning’s “Childe Roland to the Dark Tower Came” multiple times throughout my journey with this series, and I’m baffled by how King got this massive story from a poem that is 204 lines, or around 1,700 words, long. And I’m not sure I’ll ever look at Clint Eastwood or watch a Western the same way again. They will forever embody the Gunslinger who so grew on me over the course of his long, arduous journey.“And will I tell you that these … lived happily ever after? I will not, for no one ever does. But there was happiness. And they did live.”If you’ve been skipping ahead to avoid spoilers, you’re safe now. Here is where I wrap up my thoughts and bid goodbye (for now) to the Tower.I can’t believe that I’ve finally reached the Dark Tower. It’s been a pretty incredible journey, and is certainly one that I’ll never forget. There are characters I grew to love along the way who I truly believe will always stay with me. This last installment in the series ran me through the gamut of emotions. I was amused, frightened, moved, enraged and devastated. I know the ending is highly controversial, and that many people despise it, but as I neared the final line I broke out in chills so strong they were painful. Was it a perfect ending? Of course not. But I do strongly believe that it was the right one. Ka is a wheel, after all, and so the story goes on. The Tower abides, and so will this story, forever, in my heart.Long days and pleasant nights, friends.You can find  this  and more at Novel Notions. ...more",Notes are private!,0,13,1,"Jun 06, 2022","Jun 15, 2022","Jun 06, 2022",,Mass Market Paperback,view (with text),/book/show/5091.The_Dark_Tower
396,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cartographers,"Shepherd, Peng*",0062910698,9780062910691,0062910698,392        pp,3.64,"65,161","Mar 15, 2022","Mar 15, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Cartographers is one of those books that I added to my most anticipated list as soon as the cover and blurb were released. A literary mystery revoThe Cartographers is one of those books that I added to my most anticipated list as soon as the cover and blurb were released. A literary mystery revolving around maps and map-making, with a dose of magical realism to boot? That sounded so very much up my alley that I snatched it up as soon as Book of the Month announced it as a March pick, and have been very much looking forward to it. The fact that it was only in my house for a couple of months before picking up is saying something, as even highly anticipated have my massive TBR to compete with before I manage to get to them. But unfortunately, I think my experience with The Cartographers is a case of letting anticipation spoil whatever is being anticipated, because it fell quite flat for me.“Maps are love letters written to times and places their makers had explored.”I loved everything about this on paper. The premise was enticing, and there’s a very intriguing mystery at the story’s core. The cast of characters is vast and varied, and comes with a helping of found family, which is a trope I adore. All of these characters are very passionate about their unusual niche, that is, cartography and maps in general. The magical realism element gave an entirely new meaning to putting a town on the map; I loved the imagination behind the idea. And the writing was solid, which is always a plus. However, there was something about the execution that just didn’t work for me. First and foremost, the pacing felt off. While Shepherd imbued the story with a tension that made it feel as if it was trying to be fast paced, the actual action of the story felt plodding. And it wouldn’t have, had the tone not felt so tense. The mystery elements that should have been so intriguing also fell flat. I was able to guess every single twist or reveal in the entire novel way before the actual reveals, which was frustrating. I even actively tried not to guess, but I couldn’t ignore all of the clues. Perhaps most disappointing for me were the characters. This had the potential to be such a bright, wonderfully varied cast, full of unique individuals with a ton of personality. But that wasn’t the case, in my opinion. Even those described as being so interesting and magnetic felt bland to me in their execution. And this made the found family trope, which I love so much, feel like a wasted effort.Finally, I felt that The Cartographers defied genre in a negative way. It wasn’t mysterious enough to be a mystery, or thrilling enough to constitute a thriller. The fantastical element wasn’t used strongly enough to term fantasy or ever solidly magical realism, in my opinion. The writing wasn’t bad at all, but wasn’t lyrical or polished enough to slot the book into literary fiction, which would have made the book’s inability to fit neatly into a genre a strength instead of a weakness. While I’m disappointed in the overall execution, there were things that I did truly enjoy about The Cartographers. Namely, the maps themselves. I’ve always really loved maps, and have maps and globes scattered throughout my home as decor. The idea of falling into a map is one that I’ve always found incredibly magical. So the thought of a map itself actually altering the real world in some way immediately drew me in. And seeing these maps through the eyes of people who are so passionate about them was a joyous experience. I love any story revolving around one’s passion for their art or profession or the intersection of both, and The Cartographers really catered to that love. The fact that it’s a more unusual field, one not written about as often as writing or music or other visual arts, made this very much a worthwhile read, regardless of how I felt about the actual plot and characters. And I love that maps as an intersection of science and art was discussed with such devotion through Shepherd’s characters. Even though The Cartographers didn’t live up to my expectations, it is still a book that I’m glad to have read.  If you feel any pull toward this story at all, please don’t let my experience drive you away. Use it to better temper your own expectations, and maybe that will improve your own reading experience. But if the idea of a novel with maps as its focal point intrigues you, The Cartographers is exactly what you’re looking for.You can find  this  and more at Novel Notions. ...more",Notes are private!,0,9,1,"May 30, 2022","Jun 09, 2022","May 30, 2022",,Hardcover,view (with text),/book/show/55004093-the-cartographers
397,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Goodnight Beautiful,"Molloy, Aimee",1529354846,9781529354843,1529354846,304        pp,3.76,"38,130","Oct 13, 2020","Mar 18, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I’m not a lover of thrillers, especially domestic ones. I try, because they often sound so intriguing, but I almost without fail guess the twists so fI’m not a lover of thrillers, especially domestic ones. I try, because they often sound so intriguing, but I almost without fail guess the twists so far in advance that I get frustrated with the characters for not seeing what I see. And speaking of the characters, the main “protagonist” is so often a troubled, unreliable female narrator who is billed as highly intelligent but who is constantly making stupid decisions, and I think it’s a trope that has been radically overdone and should be laid to rest. But after hearing Goodnight Beautiful described as brilliant by readers I trust, and being told to go in as blind as possible, I just couldn’t pass this one up when it was offered as a Book of the Month pick. Except, then I didn’t read it for a year and a half. When I finally did pick up Goodnight Beautiful, I was pretty blown away. About a third of the way in, a twist actually shocked a “What?!” out of me. I couldn’t believe I was not only surprised, but that I was surprised so early into the book! And it didn’t let up from there. Molloy gave her readers multiple twists that I, for one, didn’t see coming. It also gave me as a King fan, a Constant Reader, if you will, an extra little thrill that I very much appreciated. I’m going to say next to nothing about the plot or the characters, as I want to give nothing away. What I will say is that Molloy is an incredibly clever author. Her writing is witty, snarky, and well paced. And she takes overdone tropes and flips them on their heads in really interesting ways. I very much enjoyed her style and getting a peak inside her mind, and I’ll absolutely be trying more of her work. Something that I dislike about most thrillers is that they rely so much on heavy-handed misdirection, the unreliability of their narrators, and the inability of their characters to see things that are right in front of them. Goodnight Beautiful had all of those, but in radically different ways than any other thriller I’ve read before. Also, I felt that Molloy truly nailed her ending.Goodnight Beautiful is a thriller unlike anything else I’ve ever read in the genre. It was incredibly clever, the characters were fascinating, the banter was always witty, and there were multiple twists that I didn’t see coming. I can’t think of anything I didn’t like about it. If this book isn’t only my Top Reads of 2022 list, I’ll be surprised. Goodnight Beautiful is a short book that truly packs a punch, and I can’t wait to press it into the hands of other readers in my life....more",Notes are private!,0,5,1,"May 30, 2022","Jun 06, 2022","May 30, 2022",,Paperback,view (with text),/book/show/55335716-goodnight-beautiful
398,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nettle & Bone,"Kingfisher, T.",1250244048,9781250244048,1250244048,243        pp,4.15,"74,792","Apr 26, 2022","Apr 26, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 29, 2022",,Hardcover,view,/book/show/56179377-nettle-bone
