,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Trin's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Doctor Who: Pest Control,"Anghelides, Peter",1405678194,9781405678193,1405678194,1        pp,3.79,"1,662","Apr 15, 2008","May 08, 2008",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"One of those Doctor Who stories that's a hat on a hat on a hat: there's a war on an alien planet AND there are parachuting centaurs AND there are peopOne of those Doctor Who stories that's a hat on a hat on a hat: there's a war on an alien planet AND there are parachuting centaurs AND there are people being turned into bugs AND it's too much stuff without ever giving Donna anything all that interesting to do. Fine-to-bad, but I also guarantee I will have forgotten it by the next time I go through a Who phase....more",Notes are private!,0,1,1,"Jan 13, 2024","Jan 14, 2024","Jan 15, 2024",,Audio CD,view (with text),/book/show/3364322-doctor-who
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Doctor Who: Lights Out        (Doctor Who 50th Anniversary E-Shorts, #12)","Black, Holly*",,,,39        pp,3.73,932,"Jan 01, 2014","Oct 23, 2014",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Er... feels like self-insert fanfic, sorry! This is not helped by the first person narration which features a lot of the narrator looking in the mirroEr... feels like self-insert fanfic, sorry! This is not helped by the first person narration which features a lot of the narrator looking in the mirror and describing himself. Black nailed the Moffat-era style of dialogue though. Sadly this is not a compliment.A disappointing way to end this project. Maybe for the 70th there will be brilliant stories featuring Thirteen, Fourteen, Fifteen, and beyond!...more",Notes are private!,1,5,1,"Jan 13, 2024","Jan 13, 2024","Jan 13, 2024",,ebook,view (with text),/book/show/22845900-doctor-who
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Doctor Who: Nothing O'Clock,"Gaiman, Neil*",,,,45        pp,4.19,"3,788","Nov 21, 2013","Nov 21, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Eleventh Doctor and Amy face an ancient Time Lord enemy that can endlessly replicate itself via time travel, after it busts out of what I can onlyThe Eleventh Doctor and Amy face an ancient Time Lord enemy that can endlessly replicate itself via time travel, after it busts out of what I can only picture as the prison from Superman II. This is a solid, at times spooky adventure, and Gaiman unfurls it expertly, but it has a few too many elements that, like that prison, feel familiar from somewhere else: the book/episode ""Human Nature""; Gaiman's own ""We Can Get Them For You Wholesale."" And so forth. However, I did think it was funny that this is yet another story where (view spoiler)[Rory dies/is un-existed. Poor dude cannot catch a break! (hide spoiler)]...more",Notes are private!,0,0,1,"Jan 12, 2024","Jan 12, 2024","Jan 12, 2024",,Kindle Edition,view (with text),/book/show/18754367-doctor-who
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Mystery of the Haunted Cottage        (Doctor Who 50th Anniversary E-Shorts, #10)","Landy, Derek",,,,54        pp,3.94,"1,468","Oct 23, 2013","Oct 23, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It may be shocking to some, but Ten was not my favorite NuWho Doctor at the time -- I was actually quite ready for him to go by the end (unlike him). It may be shocking to some, but Ten was not my favorite NuWho Doctor at the time -- I was actually quite ready for him to go by the end (unlike him). (And yes, there is an irony to my now being overjoyed that Tennant has basically become the Forever Doctor -- but isn't it a rare relief to come to like something more with time, and not less? Fuck yes.) However, Martha was always my favorite Ten-era companion, so I love that this is not only a Tenth Doctor story, but also a Martha Jones story.And it's pretty much everything I want a Doctor Who story to be: a fun adventure with some interesting ideas, with a few juicy hints of backstory/character development thrown in. Landy seizes every good opportunity to have something interesting or weird happen; Martha even gets a badass action sequence!Are the Skulduggery Pleasant books, like, good? Should I have been reading them??...more",Notes are private!,0,3,1,"Jan 09, 2024","Jan 09, 2024","Jan 09, 2024",,Kindle Edition,view (with text),/book/show/18619604-the-mystery-of-the-haunted-cottage
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"How to Solve Your Own Murder        (Castle Knoll Files, #1)","Perrin, Kristen*",0593474015,9780593474013,0593474015,368        pp,3.91,"4,779","Mar 26, 2024","Mar 26, 2024",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Sep 2022,Sep 2022,"Jan 09, 2024",,Hardcover,view,/book/show/181350367-how-to-solve-your-own-murder
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Beast of Babylon        (Doctor Who 50th Anniversary E-Shorts, #9)","Higson, Charlie",,,,40        pp,3.66,"1,171","Jan 01, 2013","Sep 23, 2013",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"There is way too much crammed into this novella to make any aspect truly satisfying: an original alien companion from a spaceport planet, ancient BabyThere is way too much crammed into this novella to make any aspect truly satisfying: an original alien companion from a spaceport planet, ancient Babylon, a transdimensional villain, characterization for the Ninth Doctor that (in a slightly overcomplicated way) pins his timeline to near the end of his first episode, ""Rose."" Yet somehow Higson also manages to accidentally fit in some xenophobia, implying that the Doctor only travels with humans because they're the only species that has ""humanity."" (Violent warrior aliens can't help being violent, and warriors, and, y'know, aliens!) Ew! I don't think this was quite Higson's intention but it is what he wrote. Disappointing....more",Notes are private!,0,0,1,"Jan 08, 2024","Jan 08, 2024","Jan 08, 2024",,Kindle Edition,view (with text),/book/show/18455490-the-beast-of-babylon
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Spore        (Doctor Who 50th Anniversary E-Shorts, #8)","Scarrow, Alex*",,,,40        pp,3.78,998,"Aug 23, 2013","Aug 23, 2013",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I did not enjoy this one. There's an alien virus/invasion plot that has some clever elements to it, but is mostly just low-grade body horror, to whichI did not enjoy this one. There's an alien virus/invasion plot that has some clever elements to it, but is mostly just low-grade body horror, to which the Doctor reacts so coldly. Eight has the least amount of canon about him, and admittedly I have not read many of his extra-canonical adventures, but this seems wrong to me? Or at least unappealing....more",Notes are private!,0,1,1,"Jan 07, 2024","Jan 07, 2024","Jan 07, 2024",,Kindle Edition,view (with text),/book/show/18302818-spore
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Reaper Man        (Discworld, #11)","Pratchett, Terry",0552166685,9780552166683,0552166685,351        pp,4.28,"101,856",1991,"Nov 05, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'm sort of slowly, lazily reading/rereading Discworld; some I pick up and have to puzzle through whether they are actually new to me (in my defense, I'm sort of slowly, lazily reading/rereading Discworld; some I pick up and have to puzzle through whether they are actually new to me (in my defense, I first read these when I was like 11-13 years old, also out of order, and with NO GOODREADS THEN). This one I knew right away I'd read before. It's full of iconic moments, deep Pratchettarian wisdom, and some truly lovely characters -- how can you not love Windle Poons and Renata Flitworth? Not to mention the D-man himself.I may be in a minority in not liking the shopping mall parody/subplot, but I like almost everything else. Glad I have this on my shelf now/again....more",Notes are private!,1,2,1,"Jan 06, 2024","Jan 06, 2024","Jan 06, 2024",,Paperback,view (with text),/book/show/15796734-reaper-man
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Godwin,"O'Neill, Joseph",0593701321,9780593701324,0593701321,288        pp,4.10,10,unknown,"Jun 04, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 06, 2024","Jan 06, 2024","Jan 06, 2024",,Hardcover,view,/book/show/198563648-godwin
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Ripple Effect        (Doctor Who 50th Anniversary E-Shorts, #7)","Blackman, Malorie*",,,,40        pp,3.88,950,"Jul 23, 2013","Jul 23, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Seventh Doctor and Ace accidentally fall into an alternate timeline where the Daleks aren't evil, but peaceful and chill. Moral quandaries ensue. The Seventh Doctor and Ace accidentally fall into an alternate timeline where the Daleks aren't evil, but peaceful and chill. Moral quandaries ensue. And they're actually interesting! I wish we could have lingered in them a bit longer, in fact -- though it's clear Ace will be, and will make sure the Doctor does too....more",Notes are private!,0,0,1,"Jan 05, 2024","Jan 05, 2024","Jan 05, 2024",,Kindle Edition,view (with text),/book/show/18159907-the-ripple-effect
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Something Borrowed        (Doctor Who 50th Anniversary E-Shorts, #6)","Mead, Richelle*",,,,40        pp,3.68,"1,003","Jun 23, 2013","Jun 23, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Spritely and fun Sixth Doctor adventure, featuring pterodactyls, Space Vegas, and the Rani. This is the right kind of wackiness, with some good banterSpritely and fun Sixth Doctor adventure, featuring pterodactyls, Space Vegas, and the Rani. This is the right kind of wackiness, with some good banter between the Doctor and Peri, who also narrates. Six may still be the Doctor I've seen the least of (for good reason) but I am glad he can be redeemed in EU-type media....more",Notes are private!,0,0,1,"Jan 05, 2024","Jan 05, 2024","Jan 05, 2024",,Kindle Edition,view (with text),/book/show/18043647-something-borrowed
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Buried Deep and Other Stories,"Novik, Naomi*",0593600355,9780593600351,0593600355,448        pp,4.38,8,"Sep 17, 2024","Sep 17, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 31, 2023","Jan 05, 2024","Jan 05, 2024",,Hardcover,view,/book/show/203956677-buried-deep-and-other-stories
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Tip of the Tongue        (Doctor Who 50th Anniversary E-Shorts, #5)","Ness, Patrick",,,,37        pp,3.59,"1,057","May 23, 2013","May 23, 2013",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"2 1/2 stars. My least favorite of these novellas so far -- perhaps unsurprising, as Ness is an author I've bounced off before. This takes place during2 1/2 stars. My least favorite of these novellas so far -- perhaps unsurprising, as Ness is an author I've bounced off before. This takes place during WWII, and features a small town in Maine that has already been invaded by aliens. Most of the narrative rests with two high schoolers, outsiders because one is mixed race and one is Jewish. However, this never affects the narrative in a particularly interesting way, the POV work feels sloppy (some random perspective jumps), and the Fifth Doctor barely figures. (I also do not buy him (view spoiler)[asking these two young kids he's barely interacted with to travel with him (hide spoiler)] at all.) Maybe length restrictions hindered Ness, but there is too much stuff jammed into this story, and none of it given enough weight or resolution to be satisfying....more",Notes are private!,0,2,1,"Jan 04, 2024","Jan 04, 2024","Jan 04, 2024",,Kindle Edition,view (with text),/book/show/17900258-tip-of-the-tongue
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lives of William Blake,"Robinson, Henry Crabb",1606066617,9781606066614,1606066617,192        pp,3.33,3,unknown,"Oct 13, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Four contemporary or near-contemporary accounts of the life and work of William Blake by three different writers. It's fascinating to see how Blake waFour contemporary or near-contemporary accounts of the life and work of William Blake by three different writers. It's fascinating to see how Blake was received at the time, his near slide into obscurity stopped because to a few key other artists and writers, he was their Velvet Underground (a status he has maintained). I just saw the Blake exhibit at the Getty, which was fabulous; he is both a deeply weird and deeply mysterious dude, clearly not fully understood even by his friends, and I love getting the small glimpses presented here....more",Notes are private!,0,3,1,"Jan 03, 2024","Jan 04, 2024","Jan 04, 2024",,Paperback,view (with text),/book/show/52951234-lives-of-william-blake
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Roots of Evil        (Doctor Who 50th Anniversary E-Shorts, #4)","Reeve, Philip*",,,,40        pp,3.90,"1,100","Apr 23, 2013","Apr 23, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Now this is genuinely fun! The Fourth Doctor and Leela visit a giant floating space tree, inhabited by a race of people whose entire culture is based Now this is genuinely fun! The Fourth Doctor and Leela visit a giant floating space tree, inhabited by a race of people whose entire culture is based around getting vengeance on the Doctor for crimes against them that he does not remember. Four is a delightful trickster god and this would make a very entertaining episode....more",Notes are private!,0,4,1,"Jan 02, 2024","Jan 02, 2024","Jan 02, 2024",,Kindle Edition,view (with text),/book/show/17734251-the-roots-of-evil
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Spear of Destiny        (Doctor Who 50th Anniversary E-Shorts, #3)","Sedgwick, Marcus",,,,55        pp,3.77,"1,151","Mar 23, 2013","Mar 23, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Third Doctor vs. Vikings (and the Master!), which is a fun idea. Unfortunately, I found the writing style a bit flat.",Notes are private!,0,1,1,Jan 2024,Jan 2024,"Jan 01, 2024",,Kindle Edition,view (with text),/book/show/17560567-the-spear-of-destiny
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Nameless City        (Doctor Who 50th Anniversary E-Shorts, #2)","Scott, Michael*",,,B00B54TZAG,52        pp,3.75,"1,279","Feb 23, 2013","Feb 23, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Second Doctor meets...Lovecraft?! It's fine, not quite as visceral or visual or full of dread as I would have liked (these being the best aspects The Second Doctor meets...Lovecraft?! It's fine, not quite as visceral or visual or full of dread as I would have liked (these being the best aspects of Lovecraftian work) but then ending/means of baddie-defeating is very funny, even if the confusion itself is a bit abrupt....more",Notes are private!,0,0,1,"Dec 31, 2023","Dec 31, 2023","Dec 31, 2023",,Kindle Edition,view (with text),/book/show/18879201-the-nameless-city
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Big Hand for the Doctor        (Doctor Who 50th Anniversary E-Shorts, #1)","Colfer, Eoin",,,B00AX0MRNK,46        pp,3.38,"1,798","Jan 01, 2013","Jan 23, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A fun First Doctor adventure/Peter Pan pastiche that's not quite as clever as I'd have liked it to be, marred by some jarring jokes (that, little as IA fun First Doctor adventure/Peter Pan pastiche that's not quite as clever as I'd have liked it to be, marred by some jarring jokes (that, little as I know his work, seem more Colfer's style than the First Doctor's) and references (even in 2013, this was not the place for a Harry Potter ref; is it canon that the Doctor can remember his future regenerations? I'm hardly an expert but I don't think so).Still, it's funny to me that losing a hand in a sword fight is a repeated problem for our favorite Time Lord....more",Notes are private!,0,0,1,"Dec 30, 2023","Dec 30, 2023","Dec 31, 2023",,Kindle Edition,view (with text),/book/show/20225203-a-big-hand-for-the-doctor
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Underfoot in Show Business,"Hanff, Helene",0140058680,9780140058680,0140058680,192        pp,4.23,781,1962,"Aug 27, 1981",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Just under the wire for 2023, there is still joy in this world: a Helene Hanff book I didn't know about and hadn't read.Hilarious and vivid, this is eJust under the wire for 2023, there is still joy in this world: a Helene Hanff book I didn't know about and hadn't read.Hilarious and vivid, this is everything I love in her work, and in books about New York. Some random thoughts/exclamations that probably won't make sense to most (if you know, you know):--She moves into a rooming house on West 69th Street only to discover it -- and perhaps the whole Upper West Side -- is in fact a BROTHEL (with bedbugs)--In a move both highly correct and highly wrong, she rejects The Lord of the Rings for adaptation into film (look, it's not like anyone did or would have made it well in the 1950s...though WHAT IF) and finds it a deeply painful reading experience (girl, I feel you)--We have the beginnings of the saga of Helene and her POOR TEETH--Barely making ends meet in New York in the 1940s & '50s somehow feels more glamorous than doing so now...yet obviously if I had to share a single bathroom with four random strangers I would die --Meanwhile, writing for TV in the 195os felt deeply unglamorous to Helene, and I would kill for that job, then or now--Seriously, has there ever been a person in history for whose dental problems I have felt more empathy? SOMEONE HELP HER...more",Notes are private!,0,3,1,"Dec 30, 2023","Dec 30, 2023","Dec 31, 2023",,Paperback,view (with text),/book/show/1707861.Underfoot_in_Show_Business
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fairy Tale,"King, Stephen*",1668002191,9781668002193,1668002191,599        pp,4.12,"233,932","Sep 06, 2022","Jun 06, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"In a weird inverse of my usual reaction to such things, I loved the first 1/3rd, the part set in the real world, and became terribly bored by the actiIn a weird inverse of my usual reaction to such things, I loved the first 1/3rd, the part set in the real world, and became terribly bored by the activities through the wardrobe -- or, in this case, down the well. King's fantasy feels derivative, and a bit self-consciously so -- stop telling me which other works you're referencing, Steve! I GOT IT. I really thought this was going to go somewhere interesting but it never really did. There are still some fun sequences, however, and some touching moments (Dora and Radar), and I enjoyed the occasional callbacks to the Dark Tower. That -- King's western/fantasy blend -- did feel fresh, but too much of this faux-Grimm's fell flat to me....more",Notes are private!,0,2,1,"Dec 13, 2023","Dec 30, 2023","Dec 31, 2023",,Paperback,view (with text),/book/show/91239387-fairy-tale
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,There's No Such Thing as an Easy Job,"Tsumura, Kikuko",1526622246,9781526622242,1526622246,416        pp,3.60,"13,383","Oct 19, 2015","Nov 26, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 23, 2023","Dec 29, 2023","Dec 29, 2023",,Paperback,view,/book/show/52692515-there-s-no-such-thing-as-an-easy-job
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Decline and Fall,"Waugh, Evelyn",,,,293        pp,3.83,"14,332",1928,unknown,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 24, 2023","Dec 26, 2023","Dec 26, 2023",,Paperback,view,/book/show/18777458-decline-and-fall
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ordinary Disasters: How I Stopped Being a Model Minority,"Cheng, Anne Anlin",0593316827,9780593316825,0593316827,304        pp,0.00,0,unknown,"Sep 10, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 21, 2023","Dec 26, 2023","Dec 26, 2023",,Hardcover,view,/book/show/203608451-ordinary-disasters
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Hogfather        (Discworld, #20)","Pratchett, Terry",0061059056,9780061059056,0061059056,354        pp,4.25,"94,419",1996,"Sep 08, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Dec 22, 2023","Dec 23, 2023","Dec 23, 2023",,Mass Market Paperback,view,/book/show/47998.Hogfather
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Black Friend: Essays,Ziwe,1419756346,9781419756344,1419756346,192        pp,4.32,"4,868","Oct 17, 2023","Oct 17, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 22, 2023","Dec 23, 2023","Dec 23, 2023",,Hardcover,view,/book/show/56969544-black-friend
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Your Guide to Not Getting Murdered in a Quaint English Village,"Johnson, Maureen*",1984859625,9781984859624,1984859625,128        pp,4.02,"6,095","Sep 14, 2021","Sep 14, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The satire feels misaimed to me, more gothic than cozy. But perhaps Johnson and I are just reading/watching different breeds of mysteries.",Notes are private!,0,0,1,"Dec 23, 2023","Dec 23, 2023","Dec 23, 2023",,Hardcover,view (with text),/book/show/57405598-your-guide-to-not-getting-murdered-in-a-quaint-english-village
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,So This Is Ever After,"Lukens, F.T.*",1534496866,9781534496866,1534496866,352        pp,3.93,"22,649","Mar 29, 2022","Mar 29, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This entire plot would be solved by one (1) conversation. I could see the shenanigans the characters go through instead being fun if you already caredThis entire plot would be solved by one (1) conversation. I could see the shenanigans the characters go through instead being fun if you already cared about them -- if this were, ahem, a fanfic -- but none of that prework has been done. We are never made to see or feel the history and tension between Arek and Matt, so it's hard to care if they reach their italicized-oh moment.Basically, as much as I understand the urge and appreciate the experiment: you don't get to skip all the history- and worlbuilding and just write the whacky get-together. Or at least, not like this....more",Notes are private!,0,6,1,"Dec 11, 2023","Dec 13, 2023","Dec 16, 2023",,Hardcover,view (with text),/book/show/58437818-so-this-is-ever-after
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Annie Bot,"Greer, Sierra*",0063312697,9780063312692,0063312697,240        pp,3.84,"7,966","Mar 19, 2024","Mar 19, 2024",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Apr 2022,Apr 2022,"Dec 12, 2023",,Hardcover,view,/book/show/156023123-annie-bot
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Red Rabbit,"Grecian, Alex*",1250874688,9781250874689,1250874688,455        pp,4.16,"2,536","Sep 19, 2023","Sep 19, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,Nov 2021,Nov 2021,"Dec 12, 2023",,Hardcover,view,/book/show/65212070-red-rabbit
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Good Girl's Guide to Murder        (A Good Girl's Guide to Murder, #1)","Jackson, Holly*",1984896393,9781984896391,1984896393,389        pp,4.33,"1,044,312","May 02, 2019","Jan 05, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 08, 2023","Dec 11, 2023","Dec 11, 2023",,Paperback,view,/book/show/55371143-a-good-girl-s-guide-to-murder
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beautyland,"Bertino, Marie-Helene*",0374109281,9780374109288,0374109281,336        pp,4.26,"2,311","Jan 16, 2024","Jan 16, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 11, 2023",,Hardcover,view,/book/show/127282939-beautyland
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Death at the Sign of the Rook: A Jackson Brodie Book,"Atkinson, Kate",0385547994,9780385547994,0385547994,320        pp,4.36,44,"Aug 29, 2024","Sep 03, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 07, 2023","Dec 10, 2023","Dec 10, 2023",,Hardcover,view,/book/show/203164357-death-at-the-sign-of-the-rook
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Disordered Cosmos: A Journey into Dark Matter, Spacetime, and Dreams Deferred","Prescod-Weinstein, Chanda",1541724682,9781541724686,1541724682,352        pp,4.12,"3,584","Mar 09, 2021","May 10, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 02, 2023","Dec 06, 2023","Dec 06, 2023",,Paperback,view,/book/show/58950977-the-disordered-cosmos
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Godkiller        (Fallen Gods, #1)","Kaner, Hannah",0063348276,9780063348271,,304        pp,3.93,"25,011","Jan 19, 2023","Sep 12, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 06, 2023",,Paperback,view,/book/show/134713381-godkiller
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"What Moves the Dead        (Sworn Soldier, #1)","Kingfisher, T.",1250830818,9781250830814,1250830818,165        pp,3.90,"64,968","Jul 12, 2022","Dec 26, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 06, 2023",,Paperback,view,/book/show/195791015-what-moves-the-dead
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Whale Fall,"O'Connor, Elizabeth",0593700910,9780593700914,0593700910,224        pp,4.12,204,"May 07, 2024","May 07, 2024",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Dec 2023,"Dec 02, 2023","Dec 02, 2023",,Hardcover,view,/book/show/195888522-whale-fall
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fair Play,"Hegarty, Louise",,,,unknown,5.00,2,2024,2024,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Mar 2023,Mar 2023,"Dec 01, 2023",,Hardcover,view,/book/show/148025945-fair-play
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,William,"Coile, Mason",1399812777,9781399812771,B0CLZQK67C,224        pp,3.78,59,unknown,"Oct 03, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Mar 2023,Mar 2023,"Dec 01, 2023",,Kindle Edition,view,/book/show/201110254-william
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Big Chief,"Hickey, Jon",,,,unknown,0.00,0,unknown,unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Mar 2023,Mar 2023,"Dec 01, 2023",,Kindle Edition,view,/book/show/128075973-big-chief
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Bunyan and Henry: Or, the Beautiful Destiny","Cecil, Mark*",0593471164,9780593471166,0593471164,352        pp,4.44,43,"Mar 26, 2024","Mar 26, 2024",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,Mar 2023Apr 2022,Mar 2023Apr 2022,"Dec 01, 2023",,Hardcover,view,/book/show/181346630-bunyan-and-henry
