,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Jennifer's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Butter: A Novel of Food and Murder,"Yuzuki, Asako",0063236400,9780063236400,0063236400,464        pp,3.71,"2,320","Apr 21, 2017","Apr 16, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 15, 2024",,Hardcover,view,/book/show/200776812-butter
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dead Ringer,"Wyler, Allen*",1938231147,9781938231148,1938231147,334        pp,3.78,87,"Apr 01, 2012","Jan 01, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 15, 2024",,Paperback,view,/book/show/15815027-dead-ringer
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Barons: Money, Power, and the Corruption of America's Food Industry","Frerick, Austin*",1642832693,9781642832693,1642832693,248        pp,4.67,43,unknown,"Mar 26, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 15, 2024",,Hardcover,view,/book/show/201978337-barons
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Whispering Winds of Appalachia,"Ellington, John*",,9798989508815,B0CP1QL6H3,216        pp,4.59,146,unknown,"Feb 01, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 15, 2024",,Kindle Edition,view,/book/show/202729060-whispering-winds-of-appalachia
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Bury the Lead        (Quill & Packet Mystery, #1)","Hilton, Kate*",1487012624,9781487012625,1487012624,352        pp,3.91,150,"Mar 05, 2024","Mar 05, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 15, 2024",,Paperback,view,/book/show/123887539-bury-the-lead
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"I Only Read Murder        (Miranda Abbott, #1)","Ferguson, Ian",0778369633,9780778369639,,304        pp,3.31,"1,678","Jun 27, 2023","Feb 27, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 15, 2024",,Paperback,view,/book/show/149269372-i-only-read-murder
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Underground Library,"Ryan, Jennifer*",0593500385,9780593500385,0593500385,368        pp,4.22,"1,501","Mar 12, 2024","Mar 12, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 15, 2024",,Hardcover,view,/book/show/177185877-the-underground-library
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Tower,"Carr, Flora",0385550189,9780385550185,0385550189,272        pp,3.86,364,"Mar 05, 2024","Mar 05, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 15, 2024",,Hardcover,view,/book/show/174147413-the-tower
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Murder by Lamplight        (Dr. Julia Lewis, #1)","McDonough, Patrice*",1496746368,9781496746368,1496746368,336        pp,3.94,287,"Feb 20, 2024","Mar 24, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 15, 2024",,Hardcover,view,/book/show/157995356-murder-by-lamplight
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Motive for Murder,"Collins, Ray*",,9798888241677,B0CLG48KG3,318        pp,4.00,4,unknown,"Dec 29, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 15, 2024",,Hardcover,view,/book/show/200283061-motive-for-murder
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ballad of Jacquotte Delahaye,"Cameron, Briony",1668051028,9781668051023,1668051028,368        pp,4.10,77,"Jun 04, 2024","Jun 04, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 15, 2024",,Hardcover,view,/book/show/199797561-the-ballad-of-jacquotte-delahaye
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Unit: My Life Fighting Terrorists as One of America's Most Secret Military Operatives,"Gamal, Adam",,,1250278171,304        pp,3.91,144,unknown,"Feb 20, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 15, 2024",,Hardcover,view,/book/show/127306417-the-unit
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Final Empire        (Mistborn, #1)","Sanderson, Brandon*",,9780765311788,076531178X,541        pp,4.48,"689,046","Jul 17, 2006","Jul 17, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Feb 15, 2024","Feb 15, 2024",,Hardcover,view,/book/show/68428.The_Final_Empire
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Grit: The Power of Passion and Perseverance,"Duckworth, Angela*",1443442313,9781443442312,1443442313,277        pp,4.08,"123,005","May 03, 2016","May 03, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Feb 13, 2024","Feb 13, 2024",,Hardcover,view,/book/show/27213329-grit
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Spy Coast        (The Martini Club, #1)","Gerritsen, Tess*",1662515111,9781662515118,B0C2F4V6BM,341        pp,4.37,"58,010","Nov 01, 2023","Nov 01, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Feb 11, 2024","Feb 11, 2024",,Kindle Edition,view,/book/show/131068071-the-spy-coast
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Girl From Everywhere,"Heilig, Heidi*",0606396225,9780606396226,0606396225,480        pp,3.68,"16,296","Feb 16, 2016","Feb 07, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Feb 04, 2024","Feb 04, 2024",,Library Binding,view,/book/show/31868398-girl-from-everywhere
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Me List,"Balko, Julee*",1685133614,9781685133610,1685133614,227        pp,4.33,108,2024,"Jan 24, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Feb 2024,"Feb 01, 2024",,Paperback,view,/book/show/199341912-the-me-list
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dawnshard        (The Stormlight Archive, #3.5)","Sanderson, Brandon*",125085055X,9781250850553,125085055X,304        pp,4.44,"72,130","Nov 05, 2020","Feb 15, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jan 29, 2024","Jan 29, 2024",,Hardcover,view,/book/show/58740026-dawnshard
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Stormlight Archive, Books 1-4: The Way of Kings, Words of Radiance, Oathbringer, Rhythm of War","Sanderson, Brandon*",,,B0C5726Y6M,"6,705        pp",4.75,206,unknown,"May 30, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 23, 2024",,Kindle Edition,view,/book/show/154629368-the-stormlight-archive-books-1-4
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Edgedancer        (The Stormlight Archive, #2.5)","Sanderson, Brandon*",1250166543,9781250166548,1250166543,272        pp,4.21,"100,674","Nov 20, 2016","Oct 17, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jan 23, 2024","Jan 23, 2024",,Hardcover,view,/book/show/34703445-edgedancer
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wishing Game,"Shaffer, Meg*",0593598830,9780593598832,0593598830,304        pp,4.13,"103,458","May 30, 2023","May 30, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jan 20, 2024","Jan 20, 2024",,Hardcover,view,/book/show/62926992-the-wishing-game
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Rhythm of War        (The Stormlight Archive, #4)","Sanderson, Brandon*",0765326388,9780765326386,0765326388,"1,219        pp",4.62,"145,102","Nov 17, 2020","Nov 17, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jan 19, 2024","Jan 19, 2024",,Hardcover,view,/book/show/49021976-rhythm-of-war
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Puzzle Master,"Trussoni, Danielle*",0593595297,9780593595299,,362        pp,3.33,"6,074","Jun 13, 2023","Jun 13, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jan 10, 2024","Jan 19, 2024",,Hardcover,view,/book/show/62121610-the-puzzle-master
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Arctic Incident        (Artemis Fowl, #2)","Colfer, Eoin",,,,398        pp,3.96,"153,934","May 01, 2002","May 01, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 31, 2023","Dec 31, 2023",,Paperback,view,/book/show/114955.The_Arctic_Incident
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fuzz: When Nature Breaks the Law,"Roach, Mary",1324001933,9781324001935,1324001933,308        pp,3.85,"24,164","Sep 14, 2021","Sep 14, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 30, 2023","Dec 30, 2023",,Hardcover,view,/book/show/56769577-fuzz
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Island of Lost Maps: A True Story of Cartographic Crime,"Harvey, Miles*",0767908260,9780767908269,0767908260,404        pp,3.60,"2,750","Jan 01, 2000","Sep 04, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 27, 2023","Dec 27, 2023",,Paperback,view,/book/show/108762.The_Island_of_Lost_Maps
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Case of the Case of Kilcladdich        (Anty Boisjoly Mysteries #6),"Fitzsimmons, PJ*",,,B0C4HGHT6G,216        pp,4.47,348,unknown,"May 05, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 26, 2023","Dec 26, 2023",,Kindle Edition,view,/book/show/150117725-the-case-of-the-case-of-kilcladdich
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Curious Naturalist: Nature's Everyday Mysteries,"Montgomery, Sy",0892725109,9780892725106,0892725109,224        pp,4.25,173,"Jan 01, 1991","Jan 01, 1991",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 22, 2023","Dec 23, 2023","Dec 23, 2023",,Paperback,view,/book/show/682121.The_Curious_Naturalist
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,5 Keys to Building Lifelong Healthy Relationships,"Turpin, Ariane",1738945715,9781738945719,B0C2SQ5N4F,168        pp,4.78,32,unknown,"Apr 16, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 23, 2023","Dec 23, 2023",,Kindle Edition,view,/book/show/134913341-5-keys-to-building-lifelong-healthy-relationships
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Riddley Walker,"Hoban, Russell",0253212340,9780253212344,0253212340,256        pp,4.02,"8,142",1980,"Sep 22, 1998",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 18, 2023","Dec 18, 2023",,Paperback,view,/book/show/776573.Riddley_Walker
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"One Rainy Day in May        (The Familiar, #1)","Danielewski, Mark Z.*",0375714944,9780375714948,0375714944,880        pp,3.66,"4,016","Jan 01, 2015","May 12, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 17, 2023","Dec 17, 2023",,Paperback,view,/book/show/23012473-one-rainy-day-in-may
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Invisible Hotel,"Ham, Yeji Y.",1638931372,9781638931379,1638931372,320        pp,3.50,137,"Mar 05, 2024","Mar 05, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 14, 2023",,Hardcover,view,/book/show/192793483-the-invisible-hotel
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Relentless,"Maloof, Michael*",,9798989365906,B0CKYC5FGJ,464        pp,4.46,81,unknown,"Nov 27, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 14, 2023",,Kindle Edition,view,/book/show/199581912-relentless
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Daedalus Protocol: A Thriller,"Sheckter, Jeff*",1738936120,9781738936120,B0C51VMNZQ,460        pp,3.89,38,unknown,"Aug 08, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 14, 2023",,Kindle Edition,view,/book/show/152733631-the-daedalus-protocol
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Madness Locker,"Russell, Eddie",,,B091QCZH39,unknown,3.17,24,unknown,"Sep 29, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 14, 2023",,Kindle Edition,view,/book/show/58815092-the-madness-locker
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Daughters of Block Island,"Carmen, Christa*",166251297X,9781662512971,B0BRBP2142,323        pp,3.85,"4,373","Oct 10, 2023","Oct 10, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 14, 2023",,Kindle Edition,view,/book/show/62929696-the-daughters-of-block-island
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Please Tell Me,"Omer, Mike*",1662509367,9781662509360,B0BWNW9G8X,379        pp,4.15,"19,854","Nov 07, 2023","Nov 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 14, 2023",,Kindle Edition,view,/book/show/123167557-please-tell-me
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Murder of Mr. Ma        (Dee & Lao, #1)","Nee, John Shen Yen",164129549X,9781641295499,164129549X,312        pp,3.89,142,"Apr 02, 2024","Apr 02, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 14, 2023",,Hardcover,view,/book/show/182506459-the-murder-of-mr-ma
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Texas Dragon Race,"Ritter, Kacy*",0063247925,9780063247925,0063247925,400        pp,4.47,151,unknown,"Aug 01, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 14, 2023",,Hardcover,view,/book/show/63247358-the-great-texas-dragon-race
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Flower Sisters,"Anderson, Michelle Collins*",149674828X,9781496748287,149674828X,368        pp,4.20,115,"Apr 23, 2024","Apr 23, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 14, 2023",,Paperback,view,/book/show/195367844-the-flower-sisters
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Two Sides to Every Murder,"Valentine, Danielle",059335205X,9780593352052,059335205X,288        pp,3.97,174,"Jun 04, 2024","Jun 25, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 14, 2023",,Hardcover,view,/book/show/198563720-two-sides-to-every-murder
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Voicemail,"Davis, Jack E.*",,9798863313818,B0CKT5SWDT,267        pp,3.68,40,unknown,"Oct 08, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 14, 2023",,Paperback,view,/book/show/199752818-the-voicemail
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fellowship of Puzzlemakers,"Burr, Samuel*",0593470095,9780593470091,0593470095,368        pp,3.98,333,"Apr 09, 2024","Apr 09, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 14, 2023",,Hardcover,view,/book/show/182484307-the-fellowship-of-puzzlemakers
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,House of Glass,"Pekkanen, Sarah*",125028399X,9781250283993,125028399X,352        pp,4.20,"1,008","Aug 06, 2024","Aug 06, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 14, 2023",,Hardcover,view,/book/show/195790531-house-of-glass
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lady Tan's Circle of Women,"See, Lisa*",,,B0BHTPR5BK,343        pp,4.37,"83,854","Jun 06, 2023","Jun 06, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 14, 2023",,Kindle Edition,view,/book/show/62969999-lady-tan-s-circle-of-women
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Everyone on This Train Is a Suspect        (Ernest Cunningham, #2)","Stevenson, Benjamin*",006327907X,9780063279070,,320        pp,3.94,"19,326","Oct 17, 2023","Jan 30, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 14, 2023",,Hardcover,view,/book/show/167006698-everyone-on-this-train-is-a-suspect
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Murder at the End of the World,"Turton, Stuart*",1728254655,9781728254654,1728254655,400        pp,4.04,"1,169","Mar 28, 2024","May 21, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 14, 2023",,Hardcover,view,/book/show/136276877-the-last-murder-at-the-end-of-the-world
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Never Never,"Hoover, Colleen*",1335004882,9781335004888,1335004882,416        pp,3.32,"125,482","Jul 25, 2016","Feb 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 14, 2023",,Paperback,view,/book/show/63120226-never-never
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Love That Dog        (Jack, #1)","Creech, Sharon",0064409597,9780064409599,B000STYPK4,112        pp,4.04,"45,367",2001,"Jan 01, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Oct 2023,"Dec 09, 2023",,Paperback,view,/book/show/53498.Love_That_Dog
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Prime Minister's Secret Agent        (Maggie Hope, #4)","MacNeal, Susan Elia*",0345536746,9780345536747,0345536746,306        pp,3.89,"10,863","Jun 03, 2014","Jul 01, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 09, 2023","Dec 09, 2023",,Paperback,view,/book/show/18465835-the-prime-minister-s-secret-agent
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Words of Radiance        (The Stormlight Archive, #2)","Sanderson, Brandon*",0765326361,9780765326362,0765326361,"1,087        pp",4.76,"349,875","Mar 04, 2014","Mar 04, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Nov 25, 2023","Dec 08, 2023",,Hardcover,view,/book/show/17332218-words-of-radiance
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Oathbringer        (The Stormlight Archive, #3)","Sanderson, Brandon*",076532637X,9780765326379,076532637X,"1,243        pp",4.62,"244,638","Nov 14, 2017","Nov 14, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Dec 08, 2023","Dec 08, 2023",,Hardcover,view,/book/show/34002132-oathbringer
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Distracted: Why Students Can't Focus and What You Can Do About It,"Lang, James M.",1541699807,9781541699809,1541699807,304        pp,3.93,395,unknown,"Oct 20, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Nov 23, 2023","Nov 24, 2023",,Hardcover,view,/book/show/52041435-distracted
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pathogenesis: A History of the World in Eight Plagues,"Kennedy, Jonathan*",0593240472,9780593240472,0593240472,304        pp,3.95,"4,673","Apr 18, 2023","Apr 18, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 17, 2023",,Hardcover,view,/book/show/61327450-pathogenesis
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bookseller's Secret: A Novel of Nancy Mitford and WWII,"Gable, Michelle*",143289353X,9781432893538,143289353X,595        pp,3.28,"4,986","Aug 17, 2021","Jan 05, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 15, 2023",,Library Binding,view,/book/show/61447752-the-bookseller-s-secret
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"His Majesty's Hope        (Maggie Hope Mystery, #3)","MacNeal, Susan Elia*",0345536738,9780345536730,0345536738,334        pp,3.99,"12,718","May 14, 2013","May 14, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Nov 04, 2023","Nov 04, 2023",,Paperback,view,/book/show/15784968-his-majesty-s-hope
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Way of Kings        (The Stormlight Archive, #1)","Sanderson, Brandon*",0765326353,9780765326355,0765326353,"1,007        pp",4.66,"493,576","Aug 31, 2010","Aug 31, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Oct 28, 2023","Oct 28, 2023",,Hardcover,view,/book/show/7235533-the-way-of-kings
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,West Heart Kill,"McDorman, Dann*",0593537572,9780593537572,0593537572,288        pp,3.09,"2,930","Oct 24, 2023","Oct 24, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 25, 2023",,Hardcover,view,/book/show/75293522-west-heart-kill
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A World of Curiosities        (Chief Inspector Armand Gamache, #18)","Penny, Louise*",1250145295,9781250145291,1250145295,390        pp,4.47,"62,915","Nov 29, 2022","Nov 29, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Oct 22, 2023","Oct 22, 2023",,Hardcover,view,/book/show/60899502-a-world-of-curiosities
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Forgotten Garden,"Morton, Kate*",0330449605,9780330449601,0330449605,648        pp,4.15,"222,789",2008,"Jun 01, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,"Oct 16, 2023","Oct 16, 2023",,Paperback,view,/book/show/3407877-the-forgotten-garden
