,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Britta's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
1151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Narrows,"Petry, Ann",0349013403,9780349013404,0349013403,528        pp,4.17,585,1953,"Jun 04, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 15, 2021",,Paperback,view,/book/show/52623328-the-narrows
1152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Southern Horrors and Other Writings: The Anti-Lynching Campaign of Ida B. Wells, 1892-1900","Wells-Barnett, Ida B.",0312116950,9780312116958,0312116950,240        pp,4.33,716,"May 01, 1996","May 01, 1996",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 15, 2021",,Paperback,view,/book/show/764013.Southern_Horrors_and_Other_Writings
1153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Echoing Ida Collection,"Alabi, Kemi",1558612831,9781558612839,1558612831,392        pp,4.47,15,"Jan 12, 2021","Jan 12, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 15, 2021",,Paperback,view,/book/show/52686982-the-echoing-ida-collection
1154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Maid: Hard Work, Low Pay, and a Mother's Will to Survive","Land, Stephanie*",,,0316505110,270        pp,3.85,"96,841","Jan 22, 2019","Jan 22, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 15, 2021",,Hardcover,view,/book/show/39218350-maid
1155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beasts of a Little Land,"Kim, Juhea*",006309357X,9780063093577,006309357X,416        pp,4.00,"14,208","Dec 07, 2021","Dec 07, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 15, 2021",,Hardcover,view,/book/show/57151981-beasts-of-a-little-land
1156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Little House in the Big Woods        (Little House, #1)","Wilder, Laura Ingalls",0060885378,9780060885373,0060885378,224        pp,4.20,"269,060",1932,"Jan 01, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 15, 2021",,Paperback,view,/book/show/8337.Little_House_in_the_Big_Woods
1157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Anne of Green Gables        (Anne of Green Gables, #1)","Montgomery, L.M.",0451528824,9780451528827,0451528824,320        pp,4.31,"978,698",1908,"May 06, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 15, 2021",,Mass Market Paperback,view,/book/show/8127.Anne_of_Green_Gables
1158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Ántonia,"Cather, Willa",1583485090,9781583485095,1583485090,219        pp,3.83,"137,866",Sep 1918,1995,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 12, 2021",,Paperback,view,/book/show/17150.My_ntonia
1159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Song of the Lark,"Cather, Willa",0395345308,9780395345306,0395345308,417        pp,3.89,"10,686",1915,"May 10, 1983",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 12, 2021",,Paperback,view,/book/show/48214.The_Song_of_the_Lark
1160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Complete Claudine,Colette,0374528039,9780374528034,0374528039,632        pp,4.17,"1,584",1903,"Sep 05, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 11, 2021",,Paperback,view,/book/show/89839.The_Complete_Claudine
1161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Zami: A New Spelling of My Name - A Biomythography,"Lorde, Audre",,,,256        pp,4.39,"21,230",1982,"Jan 01, 1982",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 11, 2021",,Paperback,view,/book/show/57235760-zami
1162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Damned Whores and God's Police: The Colonization of Women in Australia,"Summers, Anne",0140218327,9780140218329,0140218327,494        pp,4.07,179,1975,"Jan 01, 1975",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 11, 2021",,Paperback,view,/book/show/558677.Damned_Whores_and_God_s_Police
1163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"These Old Shades        (Alastair-Audley, #1)","Heyer, Georgette",0099465825,9780099465829,0099465825,352        pp,4.10,"19,873",1926,"Jul 03, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 11, 2021",,Paperback,view,/book/show/311182.These_Old_Shades
1164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Arabella,"Heyer, Georgette",0099465620,9780099465621,0099465620,280        pp,4.09,"20,464",1949,"Oct 07, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 11, 2021",,Paperback,view,/book/show/311150.Arabella
1165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On Intersectionality: Essential Writings,"Crenshaw, Kimberlé",1620972700,9781620972700,1620972700,480        pp,4.47,187,"Sep 03, 2019","Sep 03, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 11, 2021",,Paperback,view,/book/show/28695593-on-intersectionality
1166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Photographer's Life: 1990-2005,"Leibovitz, Annie",0375505091,9780375505096,0375505091,472        pp,4.21,"2,178",unknown,"Oct 03, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 11, 2021",,Hardcover,view,/book/show/214771.A_Photographer_s_Life
1167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Murder at the Vicarage        (Miss Marple, #2)","Christie, Agatha",1579126251,9781579126254,1579126251,288        pp,4.05,"188,794",Oct 1930,"Sep 01, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 11, 2021",,Hardcover,view,/book/show/16331.Murder_at_the_Vicarage
1168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Please Look After Mom,"Shin, Kyung-Sook",0307593916,9780307593917,0307593916,237        pp,3.90,"41,511","Nov 05, 2008","Jan 01, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 11, 2021",,Hardcover,view,/book/show/8574333-please-look-after-mom
1169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Diary of a Provincial Lady,"Delafield, E.M.",,9780141191812,0141191813,576        pp,3.91,"5,936",1930,"May 01, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 11, 2021",,Paperback,view,/book/show/22759771-the-diary-of-a-provincial-lady
1170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Portrait of a Murderer,"Meredith, Anne",071235686X,9780712356862,071235686X,240        pp,3.38,"1,125",1933,"Sep 10, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 11, 2021",,Paperback,view,/book/show/34862885-portrait-of-a-murderer
1171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Murder on the Orient Express        (Hercule Poirot, #10)","Christie, Agatha",0007119313,9780007119318,B006VWJ2XC,274        pp,4.20,"622,128","Jan 01, 1934","Jun 04, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 11, 2021",,Paperback,view,/book/show/853510.Murder_on_the_Orient_Express
1172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Katha: Short Stories by Indian Women,"Butalia, Urvashi",1846590302,9781846590306,1846590302,250        pp,3.63,81,Nov 2007,Nov 2007,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 11, 2021",,Paperback,view,/book/show/2539659.Katha
1173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Other Side of Silence: Voices from the Partition of India,"Butalia, Urvashi",0822324946,9780822324942,0822324946,328        pp,4.08,902,"Jan 01, 1998","Jun 16, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 11, 2021",,Paperback,view,/book/show/83007.The_Other_Side_of_Silence
1174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vita,"Mazzucco, Melania G.",0312425864,9780312425869,0312425864,448        pp,3.79,"1,597",2003,"Sep 19, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 10, 2021",,Paperback,view,/book/show/43963.Vita
1175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Silent Duchess,"Maraini, Dacia",155861222X,9781558612228,155861222X,261        pp,3.68,"3,243",1990,"Jan 01, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 10, 2021",,Paperback,view,/book/show/392005.The_Silent_Duchess
1176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Iguana,"Ortese, Anna Maria",0914232959,9780914232957,0914232959,198        pp,3.67,663,1965,"Oct 01, 1987",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 10, 2021",,Paperback,view,/book/show/338276.The_Iguana
1177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Complete Short Stories of Natalia Ginzburg,"Ginzburg, Natalia",0802099203,9780802099204,0802099203,102        pp,4.16,106,"Jan 01, 2011","Jan 01, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 10, 2021",,Hardcover,view,/book/show/10079107-the-complete-short-stories-of-natalia-ginzburg
1178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Arturo's Island,"Morante, Elsa",1782274952,9781782274957,1782274952,384        pp,4.01,"11,677",1957,"May 02, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 10, 2021",,Paperback,view,/book/show/43512369-arturo-s-island
1179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,After Leaving Mr. Mackenzie,"Rhys, Jean",0393357813,9780393357813,0393357813,208        pp,3.89,"2,534",1930,"Mar 17, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 10, 2021",,Paperback,view,/book/show/45894066-after-leaving-mr-mackenzie
1180,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Forgotten Women: The Scientists,"Tsjeng, Zing",1844039838,9781844039838,1844039838,224        pp,4.19,290,"Mar 06, 2018","Jan 01, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 10, 2021",,Hardcover,view,/book/show/35960265-forgotten-women
1181,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Forgotten Women: The Leaders,"Tsjeng, Zing",1844039714,9781844039715,1844039714,224        pp,3.95,236,"Mar 06, 2018","Jan 01, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 10, 2021",,Hardcover,view,/book/show/35960262-forgotten-women
1182,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Forgotten Women: The Artists,"Tsjeng, Zing",1788400631,9781788400633,1788400631,224        pp,4.15,111,unknown,"Oct 02, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 10, 2021",,Hardcover,view,/book/show/38509967-forgotten-women
1183,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Radioactive!: How Irène Curie and Lise Meitner Revolutionized Science and Changed the World,"Conkling, Winifred",161620415X,9781616204150,161620415X,240        pp,4.00,313,"Jan 05, 2016","Jan 05, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 10, 2021",,Hardcover,view,/book/show/24886042-radioactive
1184,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Facts And Fictions Of Life,"Gardener, Helen Hamilton",1497509521,9781497509528,1497509521,114        pp,3.00,1,"Apr 08, 2013","Apr 01, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 10, 2021",,Paperback,view,/book/show/21868996-facts-and-fictions-of-life
1185,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Evolution of Woman, an Inquiry Into the Dogma of Her Inferiority to Man","Gamble, Eliza Burt",1330715489,9781330715482,1330715489,423        pp,2.00,3,Jun 1976,"Aug 24, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 10, 2021",,Paperback,view,/book/show/26960631-the-evolution-of-woman-an-inquiry-into-the-dogma-of-her-inferiority-to
1186,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dinosaur Lady: The Daring Discoveries of Mary Anning, the First Paleontologist","Skeers, Linda*",172820951X,9781728209517,172820951X,40        pp,4.51,"1,080","Jul 07, 2020","Jul 07, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 10, 2021",,Hardcover,view,/book/show/50617383-dinosaur-lady
1187,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Antoinette Brown Blackwell: A Biography,"Cazden, Elizabeth",0935312048,9780935312041,0935312048,328        pp,4.31,13,"Mar 01, 1983","Jan 01, 1993",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 10, 2021",,Paperback,view,/book/show/1339072.Antoinette_Brown_Blackwell
1188,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fourteen,"Gerstenberg, Alice",,,,1        pp,3.45,29,1919,"May 06, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 10, 2021",,Audiobook,view,/book/show/16416363-fourteen
1189,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Machinal,"Treadwell, Sophie",1854592114,9781854592118,1854592114,96        pp,3.82,"2,397",1928,"Apr 01, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 10, 2021",,Paperback,view,/book/show/286930.Machinal
1190,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Jury of Her Peers,"Glaspell, Susan",1420926578,9781420926576,1420926578,48        pp,4.03,"2,833",1917,"Jan 01, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,30 Books in 30 Days / Book # 11,Notes are private!,0,6,1,"Aug 11, 2023","Aug 11, 2023","Dec 10, 2021",,Paperback,view (with text),/book/show/264656.A_Jury_of_Her_Peers
1191,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fidelity,"Glaspell, Susan",0953478033,9780953478033,0953478033,358        pp,3.94,343,1915,"Jun 22, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 10, 2021",,Paperback,view,/book/show/933516.Fidelity
1192,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Man's World: A Play In Four Acts,"Crothers, Rachel",0548414602,9780548414606,0548414602,116        pp,3.82,94,"Aug 29, 2007","Aug 29, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 10, 2021",,Paperback,view,/book/show/6154043-a-man-s-world
1193,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gender Trouble: Feminism and the Subversion of Identity,"Butler, Judith",0415389550,9780415389556,B00BG7C8AG,236        pp,4.05,"16,514",1989,2006,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A bit too 'scholarly' for me.A bit too 'scholarly' for me....more,Notes are private!,0,9,1,Jun 2022,"Jul 21, 2022","Dec 10, 2021",,Paperback,view (with text),/book/show/85767.Gender_Trouble
1194,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Catharine Macaulay and Mercy Otis Warren: The Revolutionary Atlantic and the Politics of Gender,"Davies, Kate*",0199281106,9780199281107,0199281106,332        pp,4.50,2,"Dec 22, 2005","Feb 16, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 10, 2021",,Hardcover,view,/book/show/1156512.Catharine_Macaulay_and_Mercy_Otis_Warren
1195,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Speculum of the Other Woman,"Irigaray, Luce",0801493307,9780801493300,0801493307,416        pp,3.98,562,"Oct 01, 1974",unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Dec 10, 2021",,Paperback,view,/book/show/22689.Speculum_of_the_Other_Woman
1196,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Complete Works of Harriet Taylor Mill,"Jacobs, Jo Ellen",0253333938,9780253333933,0253333938,648        pp,4.50,10,"Aug 01, 1998","Aug 22, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 10, 2021",,Hardcover,view,/book/show/547218.The_Complete_Works_of_Harriet_Taylor_Mill
1197,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Prisoner of History: Aspasia of Miletus and Her Biographical Tradition,"Henry, Madeleine M.",0195087127,9780195087123,0195087127,208        pp,3.67,12,"Jan 01, 1995","Jul 20, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 10, 2021",,Hardcover,view,/book/show/1268889.Prisoner_of_History
1198,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Selected Philosophical and Scientific Writings,"Châtelet, Émilie du",0226168077,9780226168074,0226168077,456        pp,3.96,25,2009,"Sep 01, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 10, 2021",,Paperback,view,/book/show/6807735-selected-philosophical-and-scientific-writings
1199,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Emilie Du Chatelet: Daring Genius of the Enlightenment,"Zinsser, Judith P.",0143112686,9780143112686,0143112686,376        pp,3.86,144,"Nov 23, 2006","Nov 27, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 10, 2021",,Paperback,view,/book/show/1053732.Emilie_Du_Chatelet
1200,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Simone Weil: An Anthology,"Weil, Simone",0802137296,9780802137296,0802137296,304        pp,4.33,509,Sep 1986,"Sep 30, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 10, 2021",,Paperback,view,/book/show/88331.Simone_Weil
1201,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hildegard of Bingen: Scivias,Hildegard of Bingen,,,,576        pp,4.01,414,Aug 1152,"Mar 01, 1990",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 10, 2021",,Paperback,view,/book/show/242897.Hildegard_of_Bingen
1202,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hypatia of Alexandria,"Dzielska, Maria",0674437764,9780674437760,0674437764,176        pp,3.69,424,1993,"Oct 01, 1996",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 10, 2021",,Paperback,view,/book/show/400065.Hypatia_of_Alexandria
1203,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Thousand Mornings: Poems,"Oliver, Mary",1594204772,9781594204777,1594204772,82        pp,4.21,"25,940","Oct 11, 2012","Oct 11, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 10, 2021",,Hardcover,view,/book/show/13588404-a-thousand-mornings
1204,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Afro-Cuban Tales,"Cabrera, Lydia",0803264380,9780803264380,0803264380,169        pp,3.73,115,"Jan 01, 2005","Jan 01, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 10, 2021",,Paperback,view,/book/show/223538.Afro_Cuban_Tales
1205,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sab,"Gómez de Avellaneda, Gertrudis",8437615941,9788437615943,8437615941,280        pp,3.68,"1,018","Jan 01, 1841","Jan 01, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 10, 2021",,Paperback,view,/book/show/301983.Sab
1206,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Way I See It: The Musings of a Black Woman in the Rainbow Nation,"Tshabalala, Lerato",1776090160,9781776090167,1776090160,224        pp,3.55,84,unknown,"Jul 01, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 10, 2021",,Kindle Edition,view,/book/show/30897384-the-way-i-see-it
1207,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,These Bones Will Rise Again,"Chigumadzi, Panashe",1999683307,9781999683306,1999683307,144        pp,3.90,193,"Jun 14, 2018","Jun 14, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 10, 2021",,Paperback,view,/book/show/40518211-these-bones-will-rise-again
1208,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Call Me Woman,"Kuzwayo, Ellen",1879960095,9781879960091,1879960095,266        pp,4.10,100,"Jan 01, 1985","Jan 01, 1985",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 10, 2021",,Paperback,view,/book/show/1374243.Call_Me_Woman
1209,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nach dem Gedächtnis,"Stepanova, Maria",,9783518759035,,527        pp,3.85,"1,855",2017,"Nov 12, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 10, 2021",,ebook,view,/book/show/43233881-nach-dem-ged-chtnis
1210,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An Inventory of Losses,"Schalansky, Judith",0811229637,9780811229630,0811229637,253        pp,3.36,"1,608","Oct 21, 2018","Dec 08, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 10, 2021",,Hardcover,view,/book/show/52175029-an-inventory-of-losses
1211,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,S. S. Proleterka,"Jaeggy, Fleur",0811215504,9780811215503,0811215504,122        pp,3.76,858,2001,"Nov 01, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 10, 2021",,Paperback,view,/book/show/433431.S_S_Proleterka
1212,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tracker,"Wright, Alexis",1925336336,9781925336337,1925336336,650        pp,3.85,136,"Oct 30, 2017",Nov 2017,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 10, 2021",,Paperback,view,/book/show/36474107-tracker
