,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,June's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
198,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anarchy and the Sex Question,"Goldman, Emma",,,B00DRR4KFY,6        pp,4.09,91,"Jan 01, 1896","Jul 03, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 21, 2020","Feb 16, 2020","Jan 21, 2020",,Kindle Edition,view,/book/show/20496447-anarchy-and-the-sex-question
199,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Darker Shade of Magic        (Shades of Magic, #1)","Schwab, V.E.*",0765376458,9780765376459,0765376458,400        pp,4.06,"361,663","Feb 24, 2015","Feb 24, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 19, 2020","Dec 10, 2020","Jan 19, 2020",,Hardcover,view,/book/show/22055262-a-darker-shade-of-magic
200,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Uncanny Valley,"Wiener, Anna*",0374278016,9780374278014,0374278016,281        pp,3.64,"33,198","Jan 14, 2020","Jan 14, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Nothing new here but her writing was good,Notes are private!,0,0,1,"Jan 19, 2020","Jan 19, 2020","Jan 19, 2020",,Hardcover,view (with text),/book/show/45186565-uncanny-valley
201,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Terrorism and War,"Zinn, Howard",1583224939,9781583224939,1583224939,159        pp,3.91,720,"Feb 01, 2002","Mar 05, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.5 I learned a lot. Ended up wanting more. The Q&A format did take away from getting in depth about his claims and the historic background of his ass4.5 I learned a lot. Ended up wanting more. The Q&A format did take away from getting in depth about his claims and the historic background of his assertions. Nonetheless, it gave me an understanding of how government has lied in the past in order to pursue many wars. Also how terrorism is linked to outsiders (and outsiders only) is fascinating AND horrible. Good short read! ...more",Notes are private!,0,0,1,"Jan 17, 2020","Jan 17, 2020","Jan 17, 2020",,Paperback,view (with text),/book/show/215344.Terrorism_and_War
202,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Citizen: An American Lyric,"Rankine, Claudia",1555976905,9781555976903,1555976905,169        pp,4.27,"47,246","Oct 07, 2014","Oct 07, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.5This is pretty heavy but reads easily. It’s not directly accessible in that one needs to look up references, but one shouldn’t have to explain. A l4.5This is pretty heavy but reads easily. It’s not directly accessible in that one needs to look up references, but one shouldn’t have to explain. A lot to digest with interesting mix of multimedia in poetry. ...more",Notes are private!,0,0,1,"Jan 13, 2020","Jan 17, 2020","Jan 09, 2020",,Paperback,view (with text),/book/show/20613761-citizen
203,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Win Friends and Influence People,"Carnegie, Dale",,,,288        pp,4.22,"979,824",Oct 1936,1998,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I wanted to like this book bc it was recommended to me by a coworker. I got the audiobook. I fell asleep many times. Sometimes it made me feel like a I wanted to like this book bc it was recommended to me by a coworker. I got the audiobook. I fell asleep many times. Sometimes it made me feel like a sell out (as in selling out my authenticity to be well-liked). Other times, I thought the tactics were a bit manipulative even if it meant good intentions. Or actions that harness a sentiment of resentment since you aren’t always true to yourself and honest. ...more",Notes are private!,0,1,1,"Jan 07, 2020","Jan 17, 2020","Jan 07, 2020",,Paperback,view (with text),/book/show/4865.How_to_Win_Friends_and_Influence_People
204,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Selected Poems,"Hughes, Langston",067972818X,9780679728184,067972818X,297        pp,4.31,"7,955",1959,"Sep 12, 1990",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 13, 2020","Oct 27, 2020","Dec 28, 2019",,Paperback,view,/book/show/65335.Selected_Poems
205,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Clothing of Books: An Essay,"Lahiri, Jhumpa",0525432752,9780525432753,0525432752,74        pp,3.67,"3,480","Nov 15, 2016","Nov 15, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I don’t know what it is, but she writes like she knows me. I consumed this in one sitting.",Notes are private!,0,0,1,"Apr 18, 2020","Apr 18, 2020","Dec 28, 2019",,Paperback,view (with text),/book/show/31019618-the-clothing-of-books
206,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Invisible Cities,"Calvino, Italo",,,,165        pp,4.12,"83,840","Nov 03, 1972","Aug 12, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I needed this book desperately during quarantine. What is it like to escape? Into a city that you have been to already? Or will never go to? Or a cityI needed this book desperately during quarantine. What is it like to escape? Into a city that you have been to already? Or will never go to? Or a city that resembles a place you’ve been to which transports you to those memories? I read a chapter a day. Descriptive and imaginative writing yet so simple at the same time. Lastly, a fun exercise is drawing connections upon the cities and wondering if it’s one city he’s describing from a multiple perspectives. ...more",Notes are private!,0,1,1,"May 18, 2020","Jun 02, 2020","Dec 25, 2019",,Kindle Edition,view (with text),/book/show/18628760-invisible-cities
207,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An Arabian Journey: One Man's Quest Through the Heart of the Middle East,"Wood, Levison",0802147321,9780802147325,0802147321,368        pp,4.16,846,"Nov 01, 2018","Feb 05, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 22, 2019","Apr 28, 2020","Dec 22, 2019",,Hardcover,view,/book/show/42360875-an-arabian-journey
208,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Vegetarian,Han Kang,,,B00X2F7NRI,185        pp,3.58,"165,707","Oct 30, 2007","Feb 02, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Oct 07, 2021Oct 2021","Mar 18, 2023Oct 2021","Dec 18, 2019",,Kindle Edition,view,/book/show/34845512-the-vegetarian
209,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Collected Schizophrenias: Essays,"Wang, Esmé Weijun",1555978274,9781555978273,1555978274,208        pp,4.14,"18,026","Feb 05, 2019","Feb 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 15, 2019",,Paperback,view,/book/show/40121993-the-collected-schizophrenias
210,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eloquent Rage: A Black Feminist Discovers Her Superpower,"Cooper, Brittney",,,,275        pp,4.39,"13,337","Feb 19, 2018","Feb 20, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,4.5,Notes are private!,0,0,1,"Apr 28, 2020","May 10, 2020","Dec 15, 2019",,Kindle Edition,view (with text),/book/show/36061463-eloquent-rage
211,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Women, Race & Class","Davis, Angela Y.",0394713516,9780394713519,0394713516,271        pp,4.58,"28,410",1981,"Feb 12, 1983",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 22, 2020","Oct 21, 2020","Dec 15, 2019",,Paperback,view,/book/show/635635.Women_Race_Class
212,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dear Girls: Intimate Tales, Untold Secrets, & Advice for Living Your Best Life","Wong, Ali*",052550883X,9780525508830,052550883X,240        pp,3.85,"92,731","Oct 15, 2019","Oct 15, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This audiobook was hilarious, and I could relate as an Asian American woman. However, some things were a bit grating probably because of generalizatioThis audiobook was hilarious, and I could relate as an Asian American woman. However, some things were a bit grating probably because of generalizations and stereotypes that I didn’t agree with and thought was potentially harmful (even if it was just a comedic joke.) I tried to brush it off and enjoy what I could. ...more",Notes are private!,0,0,1,"Jul 21, 2020","Jul 29, 2020","Dec 09, 2019",,Hardcover,view (with text),/book/show/44600621-dear-girls
213,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On Earth We're Briefly Gorgeous,"Vuong, Ocean",0525562028,9780525562023,0525562028,246        pp,4.04,"299,679","Jun 04, 2019","Jun 04, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 27, 2019","Dec 09, 2019","Nov 27, 2019",,Hardcover,view,/book/show/41880609-on-earth-we-re-briefly-gorgeous
214,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,コンビニ人間 [Konbini ningen],"Murata, Sayaka",,,B01IP73PTW,133        pp,3.69,"278,631","Jul 27, 2016","Jul 27, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Dec 25, 2019","Dec 31, 2019","Nov 25, 2019",,Kindle Edition,view,/book/show/31203000-konbini-ningen
215,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,So You Want to Talk About Race,"Oluo, Ijeoma",1580056776,9781580056779,1580056776,248        pp,4.50,"104,734","Jan 16, 2018","Jan 16, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Nov 20, 2019","Nov 30, 2019","Nov 20, 2019",,Hardcover,view,/book/show/35099718-so-you-want-to-talk-about-race
216,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,21 Lessons for the 21st Century,"Harari, Yuval Noah",0525512179,9780525512172,0525512179,372        pp,4.17,"157,343","Sep 04, 2018","Sep 04, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Interesting / new ideas but over generalized arguments and a bit pretentious.,Notes are private!,0,0,1,"Oct 20, 2019","Oct 26, 2019","Oct 20, 2019",,Hardcover,view (with text),/book/show/38820046-21-lessons-for-the-21st-century
217,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Self-Compassion: The Proven Power of Being Kind to Yourself,"Neff, Kristin",0061733512,9780061733512,0061733512,320        pp,4.14,"21,197","Apr 19, 2011","Apr 19, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 17, 2019","Oct 19, 2019","Oct 17, 2019",,Hardcover,view,/book/show/10127008-self-compassion
218,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,White Fragility: Why It’s So Hard for White People to Talk About Racism,"DiAngelo, Robin",0807071161,9780807071168,,7        pp,4.17,"163,691","Jun 26, 2018","Jun 26, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 11, 2019","Oct 13, 2019","Oct 14, 2019",,Audiobook,view,/book/show/43708708-white-fragility
219,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Psalms: A Translation with Commentary,"Alter, Robert",0393062260,9780393062267,0393062260,560        pp,4.44,715,2007,"Sep 17, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 11, 2019","Sep 14, 2023","Sep 11, 2019",,Hardcover,view,/book/show/1251125.The_Book_of_Psalms
220,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Normal People,"Rooney, Sally*",1984822179,9781984822178,1984822179,273        pp,3.81,"1,385,658","Aug 28, 2018","Apr 16, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Not sure how I feel about this book but because of the books ability to affect me I would give this a 4. A very fast read with frustrating characters.Not sure how I feel about this book but because of the books ability to affect me I would give this a 4. A very fast read with frustrating characters. I felt like I was watching a toxic relationship unfold. The story is fundamentally basic (but with an Irish twist), and reading it makes you as self absorbed as its characters. In that sense although this novel appears light (romance between young college students) it sucks you into the depressive nature of it. I thought the writing was a bit basic but also emotionally provocative at times. The book is dialogue driven which makes sense for its commercial success via tv written by the same author. Was expecting a light read but ended up feeling heavier than I wanted. ...more",Notes are private!,0,1,1,"Aug 11, 2020","Aug 13, 2020","Sep 10, 2019",,Hardcover,view (with text),/book/show/41057294-normal-people
221,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Exhalation,"Chiang, Ted",,,,368        pp,4.28,"91,592","May 07, 2019","May 07, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Very black mirror-esque. Ideas are creative. Execution is dull and found it hard to stay engaged. Also generally don’t like short stories.,Notes are private!,0,0,1,"Sep 21, 2019","Oct 23, 2019","Sep 10, 2019",,Kindle Edition,view (with text),/book/show/41160292-exhalation
222,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Heavy,"Laymon, Kiese*",,,,257        pp,4.48,"39,765","Oct 16, 2018","Oct 16, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 15, 2019","Dec 19, 2019","Sep 10, 2019",,Kindle Edition,view,/book/show/34939327-heavy
223,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Min kamp 1        (Min kamp, #1)","Knausgård, Karl Ove",,9788252574586,,435        pp,4.09,"44,281",2009,2009,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"He makes every mundane incident unique and engrossing. Brutally honest about everything in his life including his relationship with his father. The faHe makes every mundane incident unique and engrossing. Brutally honest about everything in his life including his relationship with his father. The fact that this is not a fiction but an autobiographical work makes it even more relatable. This book shocked me, made me laugh a lot... but also at times was a bit too overdrawn or made me question the level of detail he puts into the novel (unless he had photogenic memory). Nonetheless enjoyed it. Not sure I’d read the other books though....more",Notes are private!,0,0,1,"Nov 14, 2019","Nov 28, 2019","Sep 08, 2019",,Hardcover,view (with text),/book/show/7147831-min-kamp-1
224,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dog Whistle Politics: How Coded Racial Appeals Have Reinvented Racism and Wrecked the Middle Class,"Haney-López, Ian F.",0199964270,9780199964277,0199964270,304        pp,4.20,"1,267","Dec 12, 2013","Jan 13, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Sep 08, 2019",Oct 2019,"Sep 04, 2019",,Hardcover,view,/book/show/17847530-dog-whistle-politics
225,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"WOLFPACK: How to Come Together, Unleash Our Power, and Change the Game","Wambach, Abby",1250217709,9781250217707,1250217709,112        pp,4.15,"23,765","Apr 09, 2019","Apr 09, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Sep 22, 2019","Sep 22, 2019","Sep 04, 2019",,Hardcover,view,/book/show/41812857-wolfpack
226,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Poisonwood Bible,"Kingsolver, Barbara",,,,570        pp,4.10,"743,729","Sep 24, 1998","Oct 13, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Aug 29, 2019","Sep 05, 2019","Aug 29, 2019",,Kindle Edition,view,/book/show/6277770-the-poisonwood-bible
227,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anna Karenina,"Tolstoy, Leo",,,,964        pp,4.09,"848,060",1878,"Oct 16, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 27, 2019",,Paperback,view,/book/show/15823480-anna-karenina
228,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Fighting Chance,"Warren, Elizabeth",1627790527,9781627790529,1627790527,365        pp,4.15,"14,870","Apr 15, 2014","Apr 22, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Bit long but I was very impressed with her. Audiobook was nice, and she was quite vulnerable which I really enjoyed.",Notes are private!,0,3,1,"Aug 27, 2019","Sep 08, 2019","Aug 27, 2019",,Hardcover,view (with text),/book/show/18779662-a-fighting-chance
229,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Break Up with Your Phone: The 30-Day Plan to Take Back Your Life,"Price, Catherine*",039958112X,9780399581120,039958112X,184        pp,3.92,"16,832",2018,"Feb 13, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 25, 2019","Aug 27, 2019","Aug 22, 2019",,Paperback,view,/book/show/35209767-how-to-break-up-with-your-phone
230,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Meditations,Marcus Aurelius,0140449337,9780140449334,0140449337,254        pp,4.28,"247,844",180,"Apr 27, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Sep 06, 2020","Sep 22, 2020","Aug 18, 2019",,Paperback,view,/book/show/30659.Meditations
231,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Namesake,"Lahiri, Jhumpa",0618485228,9780618485222,0965141667,291        pp,4.01,"269,644","Sep 16, 2003","Jan 01, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 13, 2019","Aug 29, 2019","Aug 13, 2019",,Paperback,view,/book/show/33917.The_Namesake
232,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Inspired: Slaying Giants, Walking on Water, and Loving the Bible Again","Evans, Rachel Held",0718022319,9780718022310,0718022319,236        pp,4.39,"15,738","Jun 12, 2018","Jun 12, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 06, 2019","Aug 12, 2019","Aug 06, 2019",,Paperback,view,/book/show/36576151-inspired
233,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Nickel Boys,"Whitehead, Colson*",,,,213        pp,4.26,"245,130","Jul 16, 2019","Jul 16, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"One of the best books I’ve read this year. Reading about Tallahassee, Florida where I grew up was entertaining while the story itself stirred all typeOne of the best books I’ve read this year. Reading about Tallahassee, Florida where I grew up was entertaining while the story itself stirred all types of emotions in me— mostly anger but also hints of despair and shock. Unfortunately a lot of the atrocious acts of humans towards other humans especially towards black people are still true. The novel, although set a couple decades ago, feels relevant to current state of racism and violence. I really liked Colson Whiteheads writing style and hope to pick up his other reads! ...more",Notes are private!,0,3,1,Nov 2019,"Nov 13, 2019","Jul 29, 2019",,Kindle Edition,view (with text),/book/show/42270835-the-nickel-boys
234,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Household of God,"Newbigin, Lesslie",0853649359,9780853649359,0853649359,223        pp,4.14,111,Apr 1953,"Jan 01, 2002",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 19, 2019","Sep 04, 2019","Jul 19, 2019",,Paperback,view,/book/show/637977.Household_of_God
235,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Our Revolution: A Future to Believe In,"Sanders, Bernie",1427287643,9781427287649,1427287643,unknown,4.22,"7,448","Nov 15, 2016","Nov 15, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.5 his story is inspiring. He speaks truth and it’s convicting, depressing but hopeful, and igniting. Some of his plans could’ve been a bit more comp4.5 his story is inspiring. He speaks truth and it’s convicting, depressing but hopeful, and igniting. Some of his plans could’ve been a bit more comprehensive. Overall, very informative book! Learned a lot. ...more",Notes are private!,0,0,1,"Jul 17, 2019","Jul 31, 2019","Jul 17, 2019",,Preloaded Digital Audio Player,view (with text),/book/show/31741420-our-revolution
236,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Prime of Miss Jean Brodie,"Spark, Muriel",0060931736,9780060931735,0060931736,150        pp,3.71,"54,734",1961,"Feb 03, 1999",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 20, 2019","Aug 03, 2019","Jul 09, 2019",,Paperback,view,/book/show/517188.The_Prime_of_Miss_Jean_Brodie
237,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Divide: American Injustice in the Age of the Wealth Gap,"Taibbi, Matt",081299342X,9780812993424,081299342X,416        pp,4.22,"7,490","Apr 03, 2014","Apr 08, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 21, 2020","Jun 03, 2020","Jul 09, 2019",,Hardcover,view,/book/show/17834864-the-divide
238,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Call Me By Your Name        (Call Me By Your Name, #1)","Aciman, André*",1786495252,9781786495259,1786495252,248        pp,4.11,"493,039","Jan 23, 2007","Sep 21, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 07, 2019","Jul 09, 2019","Jul 07, 2019",,Paperback,view,/book/show/36336078-call-me-by-your-name
239,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,"Kondo, Marie*",1607747308,9781607747307,1607747308,213        pp,3.87,"365,507","Dec 27, 2010","Oct 14, 2014",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 30, 2019","Jul 04, 2019","Jun 30, 2019",,Hardcover,view,/book/show/22318578-the-life-changing-magic-of-tidying-up
240,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Little Fires Everywhere,"Ng, Celeste*",0735224293,9780735224292,0735224293,338        pp,4.08,"1,175,380","Sep 12, 2017","Sep 12, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,4.5. Page turner with an abrupt ending and many flawed characters,Notes are private!,0,0,1,"Jun 30, 2019","Jul 02, 2019","Jun 30, 2019",,Hardcover,view (with text),/book/show/34273236-little-fires-everywhere
241,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Let Your Life Speak: Listening for the Voice of Vocation,"Palmer, Parker J.",0787947350,9780787947354,0787947350,128        pp,4.15,"12,362","Sep 10, 1999","Sep 10, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I loved the essays on vocation, closed doors / opportunities, and the deep personal examples.",Notes are private!,0,0,1,"Jun 20, 2019","Jun 30, 2019","Jun 20, 2019",,Hardcover,view (with text),/book/show/67862.Let_Your_Life_Speak
242,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Attached: The New Science of Adult Attachment and How It Can Help You Find—and Keep—Love,"Levine, Amir",1585428485,9781585428489,1585428485,304        pp,4.15,"86,829","Dec 30, 2010","Dec 30, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 10, 2019","Jun 12, 2019","Jun 12, 2019",,Hardcover,view,/book/show/9547888-attached
243,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Road Back to You: An Enneagram Journey to Self-Discovery,"Cron, Ian Morgan*",0830846190,9780830846191,0830846190,238        pp,4.21,"51,141","Oct 04, 2016","Oct 04, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 09, 2019","Jun 11, 2019","Jun 11, 2019",,Hardcover,view,/book/show/28268515-the-road-back-to-you
244,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Future Ethics,"Bowles, Cennydd*",1999601920,9781999601928,B07HLT9X1S,228        pp,4.33,253,2018,"Sep 22, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 19, 2019","Jul 18, 2019","Jun 03, 2019",,Paperback,view,/book/show/41975945-future-ethics
245,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Maybe You Should Talk to Someone,"Gottlieb, Lori*",1328662055,9781328662057,1328662055,415        pp,4.38,"323,534","Apr 02, 2019","Apr 02, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 19, 2020","Sep 06, 2020","May 27, 2019",,Hardcover,view,/book/show/37570546-maybe-you-should-talk-to-someone
246,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Gifts of Imperfection,"Brown, Brené*",159285849X,9781592858491,159285849X,137        pp,4.25,"192,598","Aug 27, 2010","Aug 27, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 27, 2019","Jun 05, 2019","May 27, 2019",,Paperback,view,/book/show/7015403-the-gifts-of-imperfection
247,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Parkland: Birth of a Movement,"Cullen, Dave*",0062882945,9780062882943,0062882945,385        pp,3.99,"6,932","Feb 12, 2019","Feb 12, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 30, 2019","Jun 02, 2019","May 09, 2019",,Hardcover,view,/book/show/41154327-parkland
