,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Jason's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Yes Please,"Poehler, Amy",0062268341,9780062268341,0062268341,329        pp,3.85,"525,734","Oct 28, 2014","Oct 28, 2014",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It breaks my heart to give this book one star.I love Amy Poehler. In fact I love every member of that early two-thousands (the decade, not the centuryIt breaks my heart to give this book one star.I love Amy Poehler. In fact I love every member of that early two-thousands (the decade, not the century) female Saturday Night Live cast ensemble: Poehler, Fey, Rudolph, Dratch.  [image]I often mentally include Kristen Wiig in the mix, too, because she’s fantastic, but she was sort of late to the party, having joined SNL a year before Dratch and Fey left.But as I was saying, I think highly of Poehler. I enjoy her comedy, her intelligence, her personality overall. But I didn’t like this book.To me, Yes Please reads more like a scatterbrained diary than the well-crafted memoir I had been hoping for. Very little of the book seems to have been composed with any forethought; it’s as though Poehler were performing improv in “lit” form. Except while she may be a master of the art on a stage, her improvisational talent doesn’t really migrate to the written page. Her stories meander along without any real segue between them, each having a very “oh and by the way” aspect to it. Maybe it was meant to be random and incoherent but it just didn’t work for me. At one point in the book Poehler mentions her addiction to self-googling, so in many ways I am hoping she doesn’t stumble across this  because I’d hate to imagine her feelings being hurt by it, so maybe it’s best that no one votes for it.In other words, do what you guys normally do....more",Notes are private!,1,400,1,not set,"Nov 19, 2014","Oct 22, 2014",,Hardcover,view (with text),/book/show/20910157-yes-please
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,2666,"Bolaño, Roberto",0312429215,9780312429218,0312429215,912        pp,4.21,"41,675",2004,"Sep 01, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 22, 2014",,Paperback,view,/book/show/6372225-2666
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Painted Veil,"Maugham, W. Somerset",1400034213,9781400034215,1400034213,246        pp,3.96,"46,052",Apr 1925,"Feb 10, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 26, 2014",,Paperback,view,/book/show/395183.The_Painted_Veil
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Razor's Edge,"Maugham, W. Somerset",0099284863,9780099284864,0099284863,341        pp,4.19,"48,371",1944,"Jan 01, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 26, 2014",,Paperback,view,/book/show/816763.The_Razor_s_Edge
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bone Clocks,"Mitchell, David",1400065674,9781400065677,1400065674,624        pp,3.84,"95,736","Sep 02, 2014","Sep 02, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 21, 2014",,Hardcover,view,/book/show/20819685-the-bone-clocks
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Fall of Giants        (The Century Trilogy, #1)","Follett, Ken*",0525951652,9780525951650,0525951652,985        pp,4.31,"323,178","Sep 28, 2010","Sep 28, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 18, 2014",,Hardcover,view,/book/show/7315573-fall-of-giants
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lonesome Dove,"McMurtry, Larry",,,1439195269,858        pp,4.53,"190,846",1985,"Jun 15, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 16, 2014",,Paperback,view,/book/show/7615279-lonesome-dove
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tomato Red,"Woodrell, Daniel",1935415069,9781935415060,1935415069,190        pp,3.79,"3,373",1998,"Aug 17, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Oct 28, 2014","Sep 13, 2014",,Paperback,view,/book/show/7876091-tomato-red
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wasp Factory,"Banks, Iain",0684853159,9780684853154,0684853159,184        pp,3.77,"96,841",1984,1998,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 26, 2014",,Paperback,view,/book/show/567678.The_Wasp_Factory
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Moveable Feast,"Hemingway, Ernest",143918271X,9781439182710,143918271X,240        pp,4.02,"151,129",1964,"Jul 20, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,not set,"May 11, 2015","Aug 26, 2014",,Paperback,view,/book/show/7171913-a-moveable-feast
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Americanah,"Adichie, Chimamanda Ngozi",,,,477        pp,4.32,"371,115","May 14, 2013","May 14, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 14, 2014",,Hardcover,view,/book/show/15796700-americanah
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Self-Reliance,"Emerson, Ralph Waldo",1936719061,9781936719068,1936719061,88        pp,3.99,"9,141",1841,"May 25, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Aug 18, 2014","Aug 13, 2014",,Hardcover,view,/book/show/11171777-self-reliance
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Old Man's War        (Old Man's War, #1)","Scalzi, John*",0765348276,9780765348272,0765348276,355        pp,4.24,"196,829","Dec 27, 2005","Jan 15, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 08, 2014",,Mass Market Paperback,view,/book/show/51964.Old_Man_s_War
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,High Fidelity,"Hornby, Nick",0140293469,9780140293463,,245        pp,3.91,"201,519","Apr 13, 1995","Oct 05, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 07, 2014",,Paperback,view,/book/show/595413.High_Fidelity
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cold Comfort Farm,"Gibbons, Stella",0141441593,9780141441597,0141441593,233        pp,3.89,"50,569","Sep 08, 1932","Jan 01, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 07, 2014",,Paperback,view,/book/show/578463.Cold_Comfort_Farm
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mere Christianity,"Lewis, C.S.",0060652888,9780060652883,0060652888,227        pp,4.35,"412,732",1942,"Mar 17, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 06, 2014",,Hardcover,view,/book/show/596510.Mere_Christianity
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Delicate Balance,"Albee, Edward",0452278090,9780452278097,0452278090,178        pp,3.91,"2,509","Jan 01, 1966","Jan 01, 1997",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This play reminded me of Who’s Afraid of Virginia Woolf for all the obvious reasons—the biting sarcasm, the viciousness lying just below the surface oThis play reminded me of Who’s Afraid of Virginia Woolf for all the obvious reasons—the biting sarcasm, the viciousness lying just below the surface of the faux pleasantries. The scope of the discomfort is a bit broader in this Albee play, though. Instead of the focus being solely on the married couple, other bystanders get sucked into the fray. There’s even a slap across the face in one scene, which is something I always get a kick out of. Face-slapping scenes are the best, aren’t they? Sometimes I’ll tune into a soap opera when I’m home sick just to see if any faces are being slapped.I’m not sure who Harry and Edna are meant to represent. Probably they aren’t meant to “represent” anyone and I’m just being overly analytical as usual, but their presence in the play and their bizarre interactions with Agnes and Tobias are just a trifle too…weird…not to possess some sort of subtextual meaning. Plus, with dialogue like “for fear of looking into a mirror” and “our lives are the same,” I had to wonder whether Harry and Edna aren’t mere extensions of Agnes and Tobias themselves.Oh, you were expecting something deeper than that? Sorry, but that’s as far as I got. This ain’t AP English class, kids.I’ll be seeing this play on Broadway next month with some fellow Goodreaders. Glenn Close and John Lithgow will be assuming the roles of Agnes and Tobias. I think Glenn Close will make a great Agnes, too—being subtly antagonistic toward her fellow characters on the one hand while on the other trying to maintain a sense of order in a life that seems to lend itself only to chaos. It’s as though a school of hungry piranhas were threatening to close in on her and it’s her job to prevent a feeding frenzy while simultaneously keeping at bay the anxiety that gnaws at her from within.Tough job....more",Notes are private!,0,24,1,not set,"Sep 30, 2014","Jul 17, 2014",,Paperback,view (with text),/book/show/135503.A_Delicate_Balance
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Austerlitz,"Sebald, W.G.",0375756566,9780375756566,0375756566,298        pp,4.00,"21,978",Nov 2001,"Sep 03, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 16, 2014",,Paperback,view,/book/show/427277.Austerlitz
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Waiting for Godot: A Tragicomedy in Two Acts,"Beckett, Samuel",080214442X,9780802144423,080214442X,85        pp,3.84,"201,613","Apr 01, 1952","May 17, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 16, 2014",,Paperback,view,/book/show/9840874-waiting-for-godot
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Murder at the Vicarage        (Miss Marple, #1)","Christie, Agatha",0007120850,9780007120857,0007120850,380        pp,4.05,"188,803",Oct 1930,"Jan 01, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 15, 2014",,Paperback,view,/book/show/282872.The_Murder_at_the_Vicarage
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Three Musketeers        (The d’Artagnan Romances, #1)","Dumas, Alexandre",0141442344,9780141442341,0141442344,704        pp,4.09,"322,437",1844,"Sep 25, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 15, 2014",,Paperback,view,/book/show/3473426-the-three-musketeers
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Light We Cannot See,"Doerr, Anthony*",1476746583,9781476746586,1476746583,531        pp,4.32,"1,661,366","May 06, 2014","Jan 01, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,"Dec 08, 2015","Jul 13, 2014",,Hardcover,view,/book/show/18143977-all-the-light-we-cannot-see
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Doctor Sleep        (The Shining, #2)","King, Stephen*",1476727651,9781476727653,1476727651,531        pp,4.13,"261,745","Sep 24, 2013","Sep 24, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 13, 2014",,Hardcover,view,/book/show/16130549-doctor-sleep
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Son,"Meyer, Philipp*",0062120395,9780062120397,0062120395,561        pp,4.02,"35,472","May 28, 2013","May 28, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 13, 2014",,Hardcover,view,/book/show/16240761-the-son
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Quidditch Through the Ages,"Whisp, Kennilworthy",0439295025,9780439295024,0439295025,56        pp,3.81,"178,636","Mar 12, 2001","Mar 01, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 09, 2014",,Paperback,view,/book/show/671727.Quidditch_Through_the_Ages
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fantastic Beasts and Where to Find Them,"Rowling, J.K.",0439321603,9780439321600,0439321603,128        pp,3.96,"400,430","Mar 01, 2001","Jun 01, 2001",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 09, 2014",,Hardcover,view,/book/show/41899.Fantastic_Beasts_and_Where_to_Find_Them
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bossypants,"Fey, Tina",0316056863,9780316056861,0316056863,277        pp,3.96,"1,005,333","Apr 05, 2011","Apr 05, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jul 13, 2014","Jul 07, 2014",,Hardcover,view,/book/show/9476337-bossypants
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Let's Pretend This Never Happened: A Mostly True Memoir,"Lawson, Jenny*",0399159010,9780399159015,0399159010,318        pp,3.90,"192,929","Apr 17, 2012","Apr 17, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 07, 2014",,Hardcover,view,/book/show/12868761-let-s-pretend-this-never-happened
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tortilla Flat,"Steinbeck, John",0141185112,9780141185118,B007YXPKA6,154        pp,3.83,"55,840",1935,"Jan 01, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 07, 2014",,Paperback,view,/book/show/4802.Tortilla_Flat
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Travels with Charley: In Search of America,"Steinbeck, John",0142000701,9780142000700,0142000701,214        pp,4.08,"94,547",1961,"Feb 05, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 07, 2014",,Paperback,view,/book/show/5306.Travels_with_Charley
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Cocktails,"Ridgwell, Jenny",0895864835,9780895864833,0895864835,unknown,4.00,6,"Sep 01, 1986","Sep 01, 1986",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 05, 2014",,Paperback,view,/book/show/1532945.The_Book_of_Cocktails
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Skinny Legs and All,"Robbins, Tom",0553377884,9780553377880,0553377884,423        pp,4.06,"42,805",1990,May 2003,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 30, 2014",,Paperback,view,/book/show/118049.Skinny_Legs_and_All
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Still Life with Woodpecker,"Robbins, Tom",0553348973,9780553348972,0553348973,288        pp,4.04,"80,170",Oct 1980,May 2003,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 30, 2014",,Paperback,view,/book/show/294190.Still_Life_with_Woodpecker
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,U2 Faraway So Close,"Fallon, B.P.",0863698859,9780863698859,0863698859,160        pp,3.91,140,"Sep 01, 1994","Sep 15, 1994",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 21, 2014",,Hardcover,view,/book/show/22559845-u2-faraway-so-close
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,U2 by U2,"McCormick, Neil*",0007196687,9780007196685,0007196687,345        pp,4.27,"2,739",2005,"Jan 01, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 21, 2014",,Hardcover,view,/book/show/2338297.U2_by_U2
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Into the Heart: The Stories Behind Every U2 Song,"Stokes, Niall",156025159X,9781560251590,156025159X,160        pp,3.86,452,"Oct 01, 1996","Jan 01, 1998",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 21, 2014",,Paperback,view,/book/show/409489.Into_the_Heart
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fool,"Moore, Christopher*",0060590319,9780060590314,0060590319,311        pp,3.97,"55,752","Feb 10, 2009","Feb 10, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 21, 2014",,Hardcover,view,/book/show/3684856-fool
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Red Dragon        (Hannibal Lecter, #1)","Harris, Thomas",,,,432        pp,4.06,"333,327",Oct 1981,"May 07, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 11, 2014",,Paperback,view,/book/show/6111723-red-dragon
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Vampire Lestat        (The Vampire Chronicles, #2)","Rice, Anne",,,,550        pp,4.09,"200,358",1985,2010,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jun 11, 2014",,Mass Market Paperback,view,/book/show/18285450-the-vampire-lestat
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jaws,"Benchley, Peter",,,,340        pp,3.96,"162,557","May 06, 1974","Aug 06, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 11, 2014",,Paperback,view,/book/show/16071750-jaws
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Maltese Falcon,"Hammett, Dashiell",0679722645,9780679722649,0679722645,217        pp,3.88,"107,003",1930,"Jul 17, 1989",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 10, 2014",,Paperback,view,/book/show/51068.The_Maltese_Falcon
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kindred,"Butler, Octavia E.",0807083690,9780807083697,0807083690,288        pp,4.30,"217,810",Jun 1979,"Feb 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 04, 2014",,Paperback,view,/book/show/60931.Kindred
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,North and South,"Gaskell, Elizabeth",,,,417        pp,4.15,"169,964",1855,"Apr 05, 1993",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 31, 2014",,Paperback,view,/book/show/1496339.North_and_South
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Interpreter Of Maladies,"Lahiri, Jhumpa",0613257200,9780613257206,0613257200,208        pp,4.17,"193,360","Apr 20, 1999",1999,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 31, 2014",,School & Library Binding,view,/book/show/825941.Interpreter_Of_Maladies
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Carrie,"King, Stephen*",0340951419,9780340951415,0340951419,242        pp,3.99,"721,563",1974,2007,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 26, 2014",,Paperback,view,/book/show/920671.Carrie
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dead Zone,"King, Stephen*",0340952687,9780340952689,0340952687,595        pp,3.96,"223,107","Aug 30, 1979","Jan 10, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 26, 2014",,Paperback,view,/book/show/2395869.The_Dead_Zone
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Night Shift,"King, Stephen*",0340952679,9780340952672,0340952679,488        pp,4.03,"181,536","Jan 01, 1978","Jan 10, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 26, 2014",,Paperback,view,/book/show/2309535.Night_Shift
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Skeleton Crew,"King, Stephen*",0340952628,9780340952627,0340952628,784        pp,3.97,"125,720","Jun 21, 1985","Nov 01, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 26, 2014",,Paperback,view,/book/show/848452.Skeleton_Crew
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Go Tell It on the Mountain,"Baldwin, James",0375701877,9780375701870,0375701877,240        pp,4.04,"68,523","May 18, 1953","Sep 12, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,not set,"Dec 28, 2016","May 19, 2014",,Paperback,view,/book/show/18248426-go-tell-it-on-the-mountain
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Starship Troopers,"Heinlein, Robert A.",,,,280        pp,4.01,"227,988",Dec 1959,"Jun 27, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 19, 2014",,Paperback,view,/book/show/17215.Starship_Troopers
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Death Comes for the Archbishop,"Cather, Willa",0679728899,9780679728894,0679728899,297        pp,3.96,"37,578",1927,"Jun 16, 1990",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 19, 2014",,Paperback,view,/book/show/545951.Death_Comes_for_the_Archbishop
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Martian Chronicles,"Bradbury, Ray",006207993X,9780062079930,006207993X,268        pp,4.15,"262,090","May 04, 1950","Oct 11, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 19, 2014",,Paperback,view,/book/show/10480387-the-martian-chronicles
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hangover Square,"Hamilton, Patrick",1933372060,9781933372068,1933372060,334        pp,4.13,"5,158",1941,2006,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jul 03, 2014","May 17, 2014",,Paperback,view,/book/show/133238.Hangover_Square
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Home at the End of the World,"Cunningham, Michael*",0312202318,9780312202316,0312202318,343        pp,3.93,"20,225",1990,"Nov 15, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 16, 2014",,Paperback,view,/book/show/386242.A_Home_at_the_End_of_the_World
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Winter of Our Discontent,"Steinbeck, John",0141186313,9780141186313,0141186313,276        pp,4.00,"48,010",1961,"Jan 01, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It’s weird that this book seems to be among people’s least favorite Steinbeck novels. What gives? In The Winter of our Discontent, Steinbeck once agaiIt’s weird that this book seems to be among people’s least favorite Steinbeck novels. What gives? In The Winter of our Discontent, Steinbeck once again proves himself a master at the craft of characterization, but whereas in prior novels his protagonists find themselves up against a litany of circumstances beyond their control (but which ultimately dictate their fate), his star character here is a little more sinister. Not to say that this isn’t a fatalistic novel, because it is, but certainly Ethan Allen Hawley takes matters into his own hands a bit more than his Steinbeckian counterparts. Though, maybe that’s the point—that the circumstances of Ethan’s existence are so stacked against him that taking matters into his own hands is Steinbeck’s version of ‘but he had no choice’.I’m not going to write a lot here because it’s my first time ing in a while and my fingers hurt but I did just want to say that I thought this was a really beautiful novel, and I found myself (not surprisingly) drawn to these characters in a way that’s fairly typical of John Steinbeck novels. Ethan’s self-rationalizations after (view spoiler)[exploiting Danny and duping Marullo (hide spoiler)] and the subsequent realizations of his own complicity in Allen’s moral upbringing were themes I found especially poignant....more",Notes are private!,0,20,1,not set,"Jun 30, 2018","May 16, 2014",,Paperback,view (with text),/book/show/56071.The_Winter_of_Our_Discontent
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beware of Pity,"Zweig, Stefan",,,,353        pp,4.24,"15,382",1939,"Jun 20, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 05, 2014",,Paperback,view,/book/show/59149.Beware_of_Pity
