,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Ronald's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Storied Life of A.J. Fikry,"Zevin, Gabrielle*",1616203218,9781616203214,1616203218,260        pp,4.03,"298,466","Apr 01, 2014","Apr 01, 2014",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I gave this book an extra star because I liked the cover. Unfortunately, the book goes downhill rapidly after that. Set on an island off the coast of I gave this book an extra star because I liked the cover. Unfortunately, the book goes downhill rapidly after that. Set on an island off the coast of Hyannis, it is the story of an acerbic bookstore owner whose wife died two years earlier. He's funny, brainy, irreverent as he struggles to keep the store going. He meets an upbeat young woman who represents a book publisher. Along the way is a troubled sister-in-law, an abandoned toddler, a stolen book that is very valuable, and a police chief who hosts a book group that meets at the bookstore. Plenty of material to work with, right? But the author manages to put together a stilted plot packed with so many cliches and wholly unbelievable plot twists that I found myself groaning out loud at times. This destroys any gains the author made in building interesting characters and setting. Which is a shame given the book's potential. This is one of those times when I wonder--given the many glowing s this book has received, including some from prestigious publications--what could they have been thinking?...more",Notes are private!,0,0,1,"Feb 17, 2016","Feb 21, 2016","Feb 17, 2016",,Hardcover,view (with text),/book/show/18293427-the-storied-life-of-a-j-fikry
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Major Pettigrew's Last Stand,"Simonson, Helen*",1400068932,9781400068937,1400068932,359        pp,3.90,"141,217",2010,"Mar 02, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A very nice read. The book captures a man as the institutions and culture he has built his life upon rapidly approach extinction. As such, Major PettiA very nice read. The book captures a man as the institutions and culture he has built his life upon rapidly approach extinction. As such, Major Pettigrew often appears as a relic, almost a character from a Kipling story, but his deep sense of self and his compassion for others show how he is much more than a man of the past. The Major is able to cut through the cacophony of modern life and communicate with people as they are, whether with a child, an edgy young woman, a devout Muslim, a moody son, or an arrogant land developer. He actually listens and thinks. To be sure, he often stumbles, struggles with his long-held senses of appropriate behavior, and must retrace his steps to correct the mishaps. But he endures and succeeds. The symbols of his rigid connection to the past--the cherished guns, his proper standing at the club, even the often stunting reliance on accepted manners and decorum--slip away as he functions in the noisy modern world. In my view, his last stand is this mighty stand to adapt and grow, and to rely upon compassion and caring in all human endeavors.I did like this book. The author, Helen Simonson, gave us some believable, complex characters. I enjoyed the inner conflict in the Major, as well as his good humor. I also thought she captured the setting beautifully, and kept the plot moving nicely. That said, the book went on much too long. Some characters, especially his son Roger, felt like cliches. And the twists and turns sometimes seemed contrived. I felt that the stabbing and threatened suicide detracted, as if the author wasn't confident enough that her strong storyline of character and aging, love and cultural demands wasn't enough to hold the reader. But in fact, it was plenty strong, at least for this reader. ...more",Notes are private!,0,0,1,Feb 2016,"Feb 15, 2016","Feb 15, 2016",,Hardcover,view (with text),/book/show/6643090-major-pettigrew-s-last-stand
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Elephant Company: The Inspiring Story of an Unlikely Hero and the Animals Who Helped Him Save Lives in World War II,"Croke, Vicki",1400069335,9781400069330,1400069335,368        pp,4.25,"10,539","Jan 01, 2014","Jul 15, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 01, 2016",,Hardcover,view,/book/show/18691058-elephant-company
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Purity,"Franzen, Jonathan",0374239215,9780374239213,0374239215,563        pp,3.64,"48,805","Sep 01, 2015","Sep 01, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2016",,Hardcover,view,/book/show/23754479-purity
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Americanah,"Adichie, Chimamanda Ngozi",,,,477        pp,4.32,"371,118","May 14, 2013","May 14, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A story about a Nigerian woman who moves to America, blogs about race, and returns to her home country many years later, is bound to generate emotion A story about a Nigerian woman who moves to America, blogs about race, and returns to her home country many years later, is bound to generate emotion among readers. Add to it the fact that she travels in a highly educated, mostly liberal, and often white or light-skinned Black crowd, and is critical of all of those around her in so far as their attitudes and interactions regarding race are concerned. A perfect recipe for the common reaction to this book: you love it or hate it. Many see the book itself as racist. The main character, Ifemelu, ...more",Notes are private!,0,0,1,not set,"Jan 09, 2016","Jan 09, 2016",,Hardcover,view (with text),/book/show/15796700-americanah
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Constellation of Vital Phenomena,"Marra, Anthony*",0770436420,9780770436421,0770436420,416        pp,4.12,"53,948","May 07, 2013","Feb 04, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Aug 20, 2015","Sep 21, 2015",,Paperback,view,/book/show/18428067-a-constellation-of-vital-phenomena
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Let Me Be Frank With You,"Ford, Richard",0061692069,9780061692062,0061692069,240        pp,3.64,"5,219","Nov 04, 2014","Nov 04, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 12, 2015","Aug 23, 2015","Aug 12, 2015",,Hardcover,view,/book/show/20828358-let-me-be-frank-with-you
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"One Summer: America, 1927","Bryson, Bill",0767919408,9780767919401,0767919408,456        pp,4.09,"51,822","Aug 01, 2013","Oct 01, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a smart, well-written book about some of the significant events that occurred during the summer of 1927, from Babe Ruth setting the home run rThis is a smart, well-written book about some of the significant events that occurred during the summer of 1927, from Babe Ruth setting the home run record to Charles Lindbergh crossing the Atlantic. Some of these events still echo today, such as the decisions by global bank regulators to lower US interest rates--thus, according to Bryson, setting off the financial chaos that would trigger the 1929 market crash--and the intensity of racial disharmony and outright racism that gripped many parts of the country. Bryson's style is relaxed and informative, often humorous, and he's quick to point out irony. If I have any criticism, it is the same one that I often have for many non-fiction books, that is, the author overdoes the number of facts, statistics, and details. Yes, that's what these books are all about, but they can sometimes miss the more profound points because of the excessive details. On the whole, Bryson does a good job with this. Strongly recommended.One Summer: America, 1927...more",Notes are private!,0,0,1,"Aug 12, 2015","Aug 12, 2015","Aug 12, 2015",,Hardcover,view (with text),/book/show/17262366-one-summer
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Unknown Henry Miller: A Seeker in Big Sur,"Hoyle, Arthur*",1611458994,9781611458992,1611458994,384        pp,4.18,101,"Mar 04, 2014","Mar 04, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a very nice piece of work. Hoyle gives just the right amount of detail, and he moves nicely between the events in Miller's life and the fictioThis is a very nice piece of work. Hoyle gives just the right amount of detail, and he moves nicely between the events in Miller's life and the fiction that came from them. He presents a respectful view, but it doesn't get in the way of candor about Miller's failings, as well as achievements. Well written. ...more",Notes are private!,0,0,1,not set,not set,"Jul 30, 2015",,Hardcover,view (with text),/book/show/18211072-the-unknown-henry-miller
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Night in Shanghai,"Mones, Nicole*",0547516177,9780547516172,0547516177,278        pp,3.70,"1,203","Jan 01, 2014","Mar 04, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a solid novel, an enjoyable read, but it falters at the edges. The explanation of the Jazz is overwritten, sounding at times like an overwrougThis is a solid novel, an enjoyable read, but it falters at the edges. The explanation of the Jazz is overwritten, sounding at times like an overwrought newspaper . The transitions of characters to different places are often hurried, on the other hand. One has a sense of the author trying to cover too much history and time. The unfortunate result is a story that feels jumpy. That said, a nice job on pre war Shanghai, a very nice presentation of a slight and gentle main character, Thomas Green, and a nice wrap up. ...more",Notes are private!,0,0,1,not set,not set,"Jul 11, 2015",,Hardcover,view (with text),/book/show/18222672-night-in-shanghai
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Wolf Hall        (Thomas Cromwell, #1)","Mantel, Hilary",0007230184,,B00IFARVYA,653        pp,3.90,"210,312","Apr 30, 2009",2010,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Call it Tom and Jane and Henry and Anne and Mary and Richard and, well, more Toms and Marys. They all want to kill or screw or marry or divorce or schCall it Tom and Jane and Henry and Anne and Mary and Richard and, well, more Toms and Marys. They all want to kill or screw or marry or divorce or scheme or plot against one another. Hillary Mantel takes on the Herculian task of settling down this oft told tale of Henry VIII, and certainly presents much of it beautifully. But it is overly long, confuses the reader, and makes too little effort to help the reader keep all the players strait. Could have been great at half the length and if she hadn't used ""he"" to describe Cromwell's thoughts and actions in the very same context that she was also referring to other male characters. So, often, the reader must ask, ""who the hell does 'he' refer to?"" That said, she presents Cromwell in a fairly positive light, which I hadn't seen before, and effectively captures the subtle changes that come about in his character as he tries to steer a sex and power hungry king, a most inconvenient divorce, complicated relations with a changing shape of European powers, and of course the break with Rome....more",Notes are private!,0,0,1,"Dec 26, 2014","Jan 13, 2015","Dec 26, 2014",,Paperback,view (with text),/book/show/6101138-wolf-hall
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sense of an Ending,"Barnes, Julian",0224094157,9780224094153,0224094157,150        pp,3.74,"179,067","Aug 04, 2011","Aug 04, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 16, 2014",,Hardcover,view,/book/show/10746542-the-sense-of-an-ending
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"K is for Killer        (Kinsey Millhone, #11)","Grafton, Sue",0449000664,9780449000663,0449000664,292        pp,3.98,"43,163","May 15, 1994","Jun 23, 1997",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I thought this one started nicely. The plot seemed sturdy. I liked the mix of characters. But it just seemed to come apart at the end. No resolution oI thought this one started nicely. The plot seemed sturdy. I liked the mix of characters. But it just seemed to come apart at the end. No resolution of many story lines. I always enjoy these books, but this one disappointed....more",Notes are private!,0,0,1,"Nov 14, 2014","Nov 16, 2014","Nov 14, 2014",,Paperback,view (with text),/book/show/380975.K_is_for_Killer
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sea,"Banville, John",1400097029,9781400097029,1400097029,195        pp,3.54,"31,763","May 17, 2005","Aug 15, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"There is the beauty of this book -- the watercolor writing that gives the slanted sunlight and cresting waves nuance and, often, intent; the presentatThere is the beauty of this book -- the watercolor writing that gives the slanted sunlight and cresting waves nuance and, often, intent; the presentation of the purity of youth, delighting in the salty softness of summertime sands and discovering the arresting humidity of puberty and sensuality; and the meandering reminiscences of the main character, Max Morden, who has come back to the seaside resort of his youth to understand who he is and, after the death of his wife, where he belongs. But then there is its brutality -- death and decay and depression and drunkenness; Max Morden's anger and repulsion at the gritty realities of life, from his wife's death to the realization that the physical of act of sex is sweaty and smelly and so far removed from that single moment of ""instant divinity"" when one finally touches a breast or touches the lips of a pretty girl. Then, of course, there is Max's constant, nearly instinct-driven journey toward his own death and destruction, rejecting all manner of love and acceptance along the way.The Sea, by John Banville, was the Man Booker prize winner in 2005. Understanably, it garnered massive praise. But it is a complex, often deadly cold tale that requires a detachment in the reader to fully appreciate the work and to step back to gather in its breadth. It also takes some patience, because Banville's brilliant writing is almost undone by his sophomoric use of names and symbols to underscore his meaning. To wit, the word ""morden"" in German means to kill or to end life, which is Max's apparent life-goal, at least as far as his own life is concerned. Giving the character the name ""max"" makes it only worse. The visiting family in the seaside resort are the Grace family -- the source of Max's fascination with daughter Chloe, her mother, and even the governess, Rose. Max indeeds finds grace in the lips and scent of Chloe, and in the upskirt views that her mother offers Max. And then there is the color blue which the author hits us repeatedly over the head with, blue as in sea, light, air, breath, etcBut that aside, Bannville offers a look into a character type that lives for that perfect moment of glee -- discovery, awareness, delight -- but then shuffles off into hiding when it realizes that extending the moment requires hard work, defeat, assertiveness, and, well, living. Max falls in schoolboy love with Chloe's mother, and reaches near ecstasy when she gives him a look at her private regions, but then feels instantly used, even taken advantage of. Same with Chloe, a nymph of the sea who he dislikes and bashes mere moments after he kisses her lips and declares his love for her.Bu the again, he is that type of man. He aches for his own demise. He will not accept his dying wife's admonitions to just go out and live. He is eternally caught in a threesome, whether with the Graces, or Chloe and her twin, or even with his landlady and the aging fellow boarder. But stepping out of that role would nearly sicken him -- he is more a leech, a sucker (and harsh judger of life) than an active participant. Deep in his soul, at least as a youngster, he sought consummation, but found that consummation was complicated. In reading this book I wonder if Bannville is aiming at male egos, always eager for the hunt and the capture, but bored with the aftermath. Max is surrounded by big, powerful women, many of whom seem to know themselves (and can see through him). And he realizes very late that two of his apparent male ""conquests"" -- one with Mrs. grace and one with the aging landlady-- were simply elements of lesbian love that he just downright misinterpreted.Three stars is the best I can do,...more",Notes are private!,0,0,1,"Nov 02, 2014","Nov 10, 2014","Nov 02, 2014",,Paperback,view (with text),/book/show/3656.The_Sea
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Kind Words Saloon,"McMurtry, Larry",0871407868,9780871407863,0871407868,196        pp,3.15,"4,761",2014,"May 07, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Maybe this is Larry McMurtry's little joke on readers, ers, and the big-talk New York City publishing crowd. After all, he's pulled together driMaybe this is Larry McMurtry's little joke on readers, ers, and the big-talk New York City publishing crowd. After all, he's pulled together dribs and drabs of cowboys-and-Indians stories, riffs of conversation between Wyatt Earp and Doc Holliday, near random scenes of the soon-to-disappear Wild West, and tossed them together into a physically very thin novel that seems half written, disjointed, and haphazard much of the time. As many of the one- star s suggest, is this just a blown-off after-thought of a famous writer bored with the franchise, but still mining the gold that it pours out?Not at all. This is Lonesome Dove Lean: a tale of an ending in American history, without the beautiful detail, without the hues and colors of the original. This book is stark, sometimes primitive. It strips the ending of the West to its barest bones. It mixes scenes that crisscross the imaginary boundary of the dying Wild West andthe uncertain, modern future, almost as disconnected news reports -- an Indian ambush, an English investor, violent deaths on the plains, Buffalo Bill's Wild West show, the shoot-out at the OK Corral, and the new California which becomes home to the Wild West odds-and-ends just as it becomes the birthplace of the lasting American legend. Wyatt Earp and Doc Holliday ruminate and jawbone their way back and forth across this great divide, sometimes cowboyin' and sometimes shooting and sometimes just play-acting as the world moves on around them, and increasingly without them.As McMurtry says, he has written his characters as""afloat in time,"" to show the legends not in actual detailed history, but in their proper place in the big,broad sweep of America's history....more",Notes are private!,0,1,1,"Oct 28, 2014",Nov 2014,"Oct 28, 2014",,Hardcover,view (with text),/book/show/18379039-the-last-kind-words-saloon
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Director,"Ignatius, David",0393078140,9780393078145,0393078140,384        pp,3.58,"3,685","Jan 01, 2014","Jun 02, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A nicely paced spy yarn that finds the new director of the CIA up to his ears in potential double-agents, geeky-hip underworld hackers, and an echo-chA nicely paced spy yarn that finds the new director of the CIA up to his ears in potential double-agents, geeky-hip underworld hackers, and an echo-chamber bureaucracy that eats what it kills. Good-looking billionaire Graham Weber accepts the job to clean up the mess, but finds that his private sector gut instincts may get him more into trouble than solve problems. Readers get to enjoy a snappy ride through international spy networks, high-tech cyber snooping, and old-school pressure politics as Weber sorts through allies, suspects, and a world of self-doubt. Author David Ignatius gives us top-notch plot and an array of complex characters that defy stereotype, except, unfortunately, Weber himself. And, in places, the writing becomes slightly cliched. But this one is a keeper....more",Notes are private!,0,0,1,"Oct 23, 2014","Oct 26, 2014","Oct 23, 2014",,Hardcover,view (with text),/book/show/18377957-the-director
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Possession,"Byatt, A.S.",0679735909,9780679735908,0679735909,555        pp,3.89,"80,212",1990,"Oct 01, 1991",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book is a joy to read on so many levels -- mystery, poetry, fairies, character studies, transformation, and, to quote a line from the Rolling StoThis book is a joy to read on so many levels -- mystery, poetry, fairies, character studies, transformation, and, to quote a line from the Rolling Stones: ""...sex and sex and sex."" Byatt's mastery of the language and prose is apparent on every page, from the poetry-like prose of the early pages to the rapid-fire delivery during the detective-game ending. Some criticisms are valid: a tad too much poetry detracts, particularly opening every chapter (often having concluded the previous chapter); and symbolism (green, white, apples) that pounds the reader -- or at least treats the reader a bit too much like a college freshman. But these are quibbles. Overall, a brilliant book....more",Notes are private!,0,0,1,"Oct 10, 2014","Oct 18, 2014","Oct 10, 2014",,Paperback,view (with text),/book/show/41219.Possession
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Strike,"Mahadevan, Anand",1894770307,9781894770309,1894770307,224        pp,3.39,28,"Oct 30, 2006","Oct 30, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 29, 2014",,Paperback,view,/book/show/1664742.The_Strike
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Woods,"Geigle, Ronald*",0991271319,9780991271313,0991271319,432        pp,4.22,27,"Dec 05, 2013","Mar 08, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 28, 2014",,Paperback,view,/book/show/20972506-the-woods
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Interpreter of Maladies,"Lahiri, Jhumpa",0618101365,9780618101368,0618101365,198        pp,4.17,"193,362","Apr 20, 1999","Jan 01, 2000",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"At times, it is hard to believe that this book won the Pulitizer Prize for fiction. A collection of short stories by Jhumpa Lahiri, it presents characAt times, it is hard to believe that this book won the Pulitizer Prize for fiction. A collection of short stories by Jhumpa Lahiri, it presents characters, usually of Indian descent, who struggle with life's challenges large and small -- a failing marriage, a housewarming party, a tour of an ancient temple, a hoped-for promotion. Across many of these stories runs a complex, many-hued backdrop: the characters are somewhere along the transition from India to America. Some are born in India but move to America; others are born in America but interact with families still in India.This is a rich environment for producing high-end, nuanced fiction. But it doesn't seem that way at the beginning. In fact, the early stories, on their own, feel thin: a struggling marriage that falls apart a little too predictably over a stillborn child; an American couple of Indian descent who return to India to visit, but who drip of reckless, high-cost, over-sexualized American culture. They seem to have lost their religion, their depth, their way in their transition from ""Indian"" to ""American."" In one of the early stories, an American schoolgirl, whose parents are from India and living in the US, wants to learn more about the battle between Pakistan and India, a war that is raging at that time. But when she wanders to the back of the library in her US school to find books on the subject, her American teacher chastises her because the books bear no relevance to the book report she is supposed to be focused on.These, and other examples like them, made me feel initially that this collection was simply not very sophisticated; not a book of Pulitzer Prize dimensions. But the Awards Committee of the Pulitzer Prize kept reading, as did I. And they apparently discovered what I did -- that this rich environment of complexity and nuance, of India and America, old and new, modern and ancient begins to yield stories of depth, of deep and confusing questions, and of subtlety in meanings that stay with the reader well beyond the completion of the read. Indeed, Lahiri is writing at the top levels of current fiction, despite the occassional clangs of symbolism or predictiability... (More to come)...more",Notes are private!,0,1,1,"May 27, 2014","Jun 11, 2014","May 27, 2014",,Hardcover,view (with text),/book/show/5439.Interpreter_of_Maladies
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Light Never Lies        (Crater Lake Series #2),"Guenette, Francis*",,9780992077013,,354        pp,4.40,183,"Feb 04, 2014","Feb 04, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 20, 2014",,Kindle Edition,view,/book/show/20737581-the-light-never-lies
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Checkered Scissors,"Schwartz, Douglas*",0990016706,,B00FPKG3FQ,327        pp,3.80,10,"Jun 24, 2013","Sep 21, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 19, 2014",,Kindle Edition,view,/book/show/18661632-checkered-scissors
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,American Pastoral,"Roth, Philip",,,0099771810,432        pp,3.94,"80,032","May 12, 1997","Sep 01, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"There is no American Pastoral. There is only American berserk, according to Roth. Bad things happen, very bad things -- explosions, rapes, cheating spThere is no American Pastoral. There is only American berserk, according to Roth. Bad things happen, very bad things -- explosions, rapes, cheating spouses, nasty children, prostate cancer, forks aimed at the eye. This is true even for the handsome, seemingly perfect, excessively talented high school athletic star and his beauty-pageant wife.My reading of this book is that it is a very personal statement about what life brings. There is the perfection we can often see in youth, but that perfection is an illusion. Don't try to embrace it and hold it. Because there is another wholly unexpected event coming along that will disrupt it and, very likely, blow it to the sky. I suppose this is a very cynical view of life, but as spoken in the voice of an aging novelist and focused on the life of a high-school hero whose best attempts often end in failure or total loss, it feels -- as I noted -- like a very personal, lonely lament of a life shaped by harsh realities and disappointments. More of a ""coming-to-terms with what I've seen"" than ""this is a lousy life and don't expect to be happy."" Others may see this point differently.This book is beautifully written but also terribly overwritten. I felt bludgeoned by paragraph after paragraph that said the same thing -- again, in gorgeous prose. That said, this is a book that is worth the time. Philip Roth is an American treasure, even when the message he conveys is melancholy....more",Notes are private!,0,0,1,"Apr 07, 2014","May 08, 2014","May 06, 2014",,Paperback,view (with text),/book/show/11650.American_Pastoral
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Unravelled: A Holocaust Journey from Hungary to Auschwitz-Birkenau to San Francisco,"Scanlon, Anna*",,,B00JDK2RCC,212        pp,4.16,225,"Jan 21, 2014","Mar 30, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 30, 2014",,Kindle Edition,view,/book/show/21846778-unravelled
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beloved,"Morrison, Toni",,9781400033416,1400033411,324        pp,3.95,"435,366","Sep 16, 1987","Jun 08, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A remarkable book that reads like an epic poem. Beautifully written, yet extraordinarily difficult to read, which seems like a total contradiction. BuA remarkable book that reads like an epic poem. Beautifully written, yet extraordinarily difficult to read, which seems like a total contradiction. But Morrison's style is often indirect, dances back and forth in time, and often captures thoughts and words more as electronic flashes from the brains of it characters than as organized memories or linear narrative. Yet the journey is well worth taking....more",Notes are private!,0,0,1,not set,"Mar 18, 2014","Apr 08, 2014",,Paperback,view (with text),/book/show/6149.Beloved
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sweet Thunder,"Doig, Ivan",1594487340,9781594487347,1594487340,320        pp,3.76,"2,446","Jan 01, 2013","Aug 20, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'm a fan of Ivan Doig and thought that Whistling Season was near a masterpiece. But Sweet Thunder doesn't measure up, despite often being quite enterI'm a fan of Ivan Doig and thought that Whistling Season was near a masterpiece. But Sweet Thunder doesn't measure up, despite often being quite entertaining and deftly written. The characters, the plot, the circumstances often seem slightly contrived. That said, it is a fun read, very lighthearted....more",Notes are private!,0,0,1,"Apr 08, 2014","May 27, 2014","Apr 08, 2014",,Hardcover,view (with text),/book/show/17707627-sweet-thunder
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Last Night in Twisted River,"Irving, John*",1400063841,9781400063840,1400063841,554        pp,3.78,"26,879",2009,"Oct 27, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 13, 2013",,Hardcover,view,/book/show/6323821-last-night-in-twisted-river
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Last Lion: Winston Spencer Churchill: Alone, 1932-40","Manchester, William",0385313314,9780385313315,0385313314,800        pp,4.38,"11,496","Oct 28, 1988","Sep 03, 1989",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 13, 2013",,Paperback,view,/book/show/55751.The_Last_Lion
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Short History of Nearly Everything,"Bryson, Bill",076790818X,9780767908184,076790818X,544        pp,4.21,"386,067",2003,"Sep 14, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 13, 2013",,Paperback,view,/book/show/21.A_Short_History_of_Nearly_Everything
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Walk in the Woods: Rediscovering America on the Appalachian Trail,"Bryson, Bill",0307279464,9780307279460,0307279464,397        pp,4.06,"409,771","May 05, 1998","Dec 26, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 13, 2013",,Mass Market Paperback,view,/book/show/9791.A_Walk_in_the_Woods
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Treasure Island,"Stevenson, Robert Louis",0753453800,9780753453803,0753453800,352        pp,3.84,"489,205","Jan 28, 1882","Sep 15, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 13, 2013",,Hardcover,view,/book/show/295.Treasure_Island
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"S is for Silence        (Kinsey Millhone, #19)","Grafton, Sue",0425212696,9780425212691,0425212696,352        pp,3.95,"29,114","Jan 01, 2005","Nov 28, 2006",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 13, 2013",,Mass Market Paperback,view,/book/show/142079.S_is_for_Silence
