,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,William's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ring of Fire,"Cokas, Bill*",B007IX2YV0,,,291        pp,3.53,49,"Mar 08, 2012","Mar 08, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This Kindle book gets very good s on Amazon. Most compare Cokas to Carl Hiaasen and I think that is what the author is trying for. I found the bThis Kindle book gets very good s on Amazon. Most compare Cokas to Carl Hiaasen and I think that is what the author is trying for. I found the book a mixed bag. Cokas can write, for sure. I found the flow of the story to move along at a good clip. The characters were interesting and well drawn. My major regret with the book is the premise behind the entire story. The gist of it is that a ad man turned college professor gets the great idea to install a tiny camera in class rings and use them to gather purchasing info on unsuspecting students. Sort of a live, 24/7 Facebook. The story revolves around the profs efforts to get the project off the ground. The premise just wasn't up to the rest of the story. It if had been, I would have given this another star. Remember that writing is made of many parts - the writing, obviously, the characters, and the story. The story really drags the reader in. If the story is not 100% believable, no amount of great writing will carry the day. I didn't dislike the book - in fact, I sort of liked it, but the premise kept dragging it down. Worth a read at the beach, however....more",Notes are private!,0,1,1,not set,"Jul 03, 2012","Jul 03, 2012",,Kindle Edition,view (with text),/book/show/13552823-ring-of-fire
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hard Rain Falling,"Carpenter, Don",1590173244,9781590173244,1590173244,308        pp,4.15,"5,453",1964,"Sep 08, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'm told this book is a Beat classic - one critic even compared it to One The Road. The critic must have been smoking something in a Beat sort of way,I'm told this book is a Beat classic - one critic even compared it to One The Road. The critic must have been smoking something in a Beat sort of way, because this book is the opposite of Kerouac's. What makes On The Road so enchanting is the enthusiasm it shows for life. Hard Rain shows the misery of life. In fact, this has to be one of the most depressing books imaginable. Granted, the protagonist has a hard life. An orphan who never knows his parents, he grows up to be a petty their, goes to jail, etc. Even the abrupt ending was depressing....more",Notes are private!,0,1,1,not set,"May 25, 2012","Jul 03, 2012",,Paperback,view (with text),/book/show/6553843-hard-rain-falling
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Passage of Power,"Caro, Robert A.",0679405070,9780679405078,0679405070,712        pp,4.38,"18,136",Jan 2012,"May 01, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I keep telling people that this is the greatest biography I have ever read and that if you love biography (or just a great read) it should be on your I keep telling people that this is the greatest biography I have ever read and that if you love biography (or just a great read) it should be on your list. The problem is that this is the fourth book in the set (with one still to come) and each one is huge. No matter, it is still the finest biography I have ever read. It's the biography of Lyndon Johnson, who really seems almost forgotten now. We remember John Kennedy and worship Camelot, and remember that Johnson became president on his death, but that's about it. This volume covers the Kennedy assassination and the role Johnson played in keeping the country together in a time when most of the citizenry thought the Russians, the Cubans, or the mob had killed the president. The fact that we transitioned in peace was due to this stranger man who realized his greatest dream when Kennedy was shot. Without Johnson, much if not all of the plans that Kennedy undertook as president would have languished and died in Congress because the Kennedy people seemed to have no idea how to make Congress do what they wanted.But the story of Johnson's success when he took over the presidency is not alone what makes this very long biography so absorbing. It is Caro's description of the man, who was almost Shakespearian in his contrasts. He was petty and often cruel, and dishonest to say the least, but he was also the greatest Senate leader ever and as president was responsible for the first true Civil Rights legislation to make it though Congress in a hundred years. He fathered there Civil rights Act, the Voter Rights Act, Medicare and Medicaid, legislation that changed the face of our nation for the better.Caro's brilliant writing captures the man, warts and all, and he had many warts. My favorite detail is that he entered Congress with $1000 to his name in 1932, never had a job outside politics, and was worth $17 million when he became Vice President. He was filled with insecurities, fought all his life to be someone, and was often ridiculed for being a rube. The Kennedy people made a joke of him as Vice President, giving this great Senate leader nothing to do and calling him Rufus Conpone and making fun of his every remark. A lesser man would have sought revenge when he took over the presidency, but Johnson swallowed his pride and begged the Kennedy people to stay on until things settled down. He even kept Bobby Kennedy as his Attorney General, when the two men hated each other with a passion.Believe me, if you want to read a masterful work of biography about a man who would have been a subject for Shakespeare, The Years of Lyndon Johnson should be on your list....more",Notes are private!,0,1,1,not set,"May 25, 2012","May 25, 2012",,Hardcover,view (with text),/book/show/13049569-the-passage-of-power
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A CHANCE IN THE WORLD: An Orphan Boy, a Mysterious Past, and How He Found a Place Called Home","Pemberton, Steve*",1595554165,9781595554161,1595554165,261        pp,4.27,"5,406","Jan 10, 2012","Jan 09, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is the memoir of a terrible life, of a boy who should never have made it in the world. The product of two very dysfunctional parents, sent to a tThis is the memoir of a terrible life, of a boy who should never have made it in the world. The product of two very dysfunctional parents, sent to a terrible foster home, denied not only a normal childhood, but food and hope, Steve Pemberton should have turned to drugs and an early incarceration or death. That he turned out a stable man with a family, and education, and good job is testement not only to his fortitude, but to the strange working of our genes. The book is a harrowing read for the first quarter and then suffers for a lack of good editing. The chapters on trying to reconnect with siblings he never knew he had is too long and should have been cut down to the essentials, An interesting read, all the same, and a terrible indictment to out social services and foster care system....more",Notes are private!,0,18,1,not set,"May 03, 2012","May 05, 2012",,Unknown Binding,view (with text),/book/show/12469702-a-chance-in-the-world
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Mockingjay        (The Hunger Games, #3)","Collins, Suzanne",0439023513,9780439023511,0439023513,390        pp,4.09,"3,226,899","Aug 24, 2010","Aug 24, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I still very much liked this series. The fin al book strays a bit from the message of the first volume by becoming a simple war story. To be fair to CI still very much liked this series. The fin al book strays a bit from the message of the first volume by becoming a simple war story. To be fair to Collins, the focus of the story, Katness, does not save the world by herself. It would have been easy to make her Supergirl, but it is better that she is just a girl. The book is a great page turner. ...more",Notes are private!,0,0,1,not set,"Apr 30, 2012","May 03, 2012",,Hardcover,view (with text),/book/show/7260188-mockingjay
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Catching Fire        (The Hunger Games, #2)","Collins, Suzanne",0439023491,9780439023498,0439023491,391        pp,4.33,"3,679,805","Sep 01, 2009","Sep 01, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,See my  of the Hunger Games,Notes are private!,0,0,1,not set,"Apr 18, 2012","May 03, 2012",,Hardcover,view (with text),/book/show/6148028-catching-fire
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Hunger Games        (The Hunger Games, #1)","Collins, Suzanne",0439023483,9780439023481,0439023483,374        pp,4.34,"8,667,235","Sep 14, 2008","Oct 14, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is not an easy book for me to . The book was written for an audience of sixteen-year-old girls. I’m a seventy-one year old man. But having This is not an easy book for me to . The book was written for an audience of sixteen-year-old girls. I’m a seventy-one year old man. But having raised a daughter and now watching two granddaughters grow up, I have an inkling of what this is all about and disagree with the critics that call it too violent for children.Obviously there’s a reason why a stogy old man would read a book for young adults and that has to do with the enormous buzz the book has generated. That and the fact that it’s a great read. To say the book is a page-turner is to put it mildly. By exaggerating the crazy world we live in, Collins has captured it brilliantly. The violence, the voyeurism of reality TV, the pressures put on young girls; all of it is here.The pressure on Katniss to survive the games is the pressure on the young to survive the world. The conflict she has with her boyfriends is realizing the terrible possibility of sex. It’s not a minor thing that she says she’ll never have children. Realizing that her mother is not the monster she thought she was, is part of growing up. I can go on and on. I won't go into the story, because if you have no idea what it's about, you've been living as a hermit. This is a very good book for young girls. And it’s a really great read for boys of all ages – even old men....more",Notes are private!,0,0,1,not set,"Apr 20, 2012","Apr 24, 2012",,Hardcover,view (with text),/book/show/2767052-the-hunger-games
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Du côté de chez Swann        (À la recherche du temps perdu, #1)","Proust, Marcel",0142437964,9780142437964,0142437964,710        pp,4.14,"60,148","Nov 14, 1913","Mar 01, 1988",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is my second reading of Swan’s Way. I read it years ago – actually the whole set of novels that make up In Search of Lost Time (then called RememThis is my second reading of Swan’s Way. I read it years ago – actually the whole set of novels that make up In Search of Lost Time (then called Remembrance of Things Past). I read it again because of something that has bothered me for years. I used to belong to the Folio Society (when I apparently had more money than brains) and when the millennium turned, they sought a list of the greatest works of the twentieth century. The greatest novel was deemed to be In Search of Lost Time. I think that was a case of literature snobs being snobby.First of all, let me say that the set of books that make up In Search of Lost Time are, indeed great works of literature. Even in translation, the writing is beautiful. The story of Swan’s Way is timeless. It’s the story of a man who falls in love with his mistress, a woman with a checkered past who drives him to near madness with his love for her. The narrator, Proust himself, has a similar fixation, when they are children, with Swan’s daughter from his marriage to this mistress.If you’ve never read Proust, be prepared for sentences that may go on for two pages and paragraphs that never end. Be prepared for a deluge of description, mostly of feelings, and of feelings that flit between happiness and despair, often on the same page.In Search of Lost Time is a great novel, but I don’t agree with the Folio Society that it’s the greatest of the twentieth century, because I don’t think it’s truly a twentieth century novel.Proust is sedentary. Dialog is mostly the talk at grand dinners. Action usually consists of going for a walk. These are hardly stock items for books written in the last century, which, if nothing else, features movement, dialog essential to that movement, and action based on incident. I think the movies – or at least film – color the way novels are written in the modern world. The lengthy descriptions we find in Proust are not needed any more. I’ve never been to Paris, but I know what Paris looks like. And, as was often the case in Swan’s Way, I want the characters to do something. Move.I’m no literary scholar, but I’d love to have a deep discussion on all of this with someone who is. Maybe I’m wrong about Proust. ...more",Notes are private!,0,0,1,not set,"Apr 24, 2012","Apr 24, 2012",,Mass Market Paperback,view (with text),/book/show/12749.Du_c_t_de_chez_Swann
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Information: A History, a Theory, a Flood","Gleick, James*",0375423729,9780375423727,0375423729,527        pp,4.03,"16,245","Mar 01, 2011","Mar 01, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Information is an interesting book about how the concept of information came into being. Of course, it seems we must always have had information, The Information is an interesting book about how the concept of information came into being. Of course, it seems we must always have had information, facts that we know, but that's not quite what Gleick is getting at. When you begin to see that codes can carry messages that hold information, then you begin to get an inkling of a far more complex definition of information. For instance, DNA, a code of chemical identifiers, holds the information about you and I and much of our past. Bits and bytes are just electronic states, off and on, but they are the means by which you are reading this right now. Gleick traces the history of coded messages from the invention of writing to the invention of Twitter and how the idea of information theory grew in the twentieth century to create the overwhelming glut of facts (?) that now inundate us. Much of this story has to do with the underlying concepts of computer science, which has always fascinated me. I found out from the book that Lord Byron's daughter Ada can be considered the first programmer because she conceived of programming long before a computer was possible. The books tells the stories of many geniuses who played a part in creating this world we now live in. The only fault I find with the book is that Gleick is not careful to tie the story together as well as he could. I never quite figured out what the long section on random numbers had to do with it all. It's often a difficult book, but well worth the read if an understanding of how we got to where we are is of interest too you....more",Notes are private!,0,1,1,not set,"Apr 15, 2012","Apr 21, 2012",,Hardcover,view (with text),/book/show/8701960-the-information
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Dance with Dragons        (A Song of Ice and Fire, #5)","Martin, George R.R.",,,,"1,125        pp",4.34,"652,488","Jul 12, 2011","Jul 12, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"If you're in the mood for a nearly 5000 page unfinished novel, I have just the set for you. This is the fifth book, but not the last in Martin's greatIf you're in the mood for a nearly 5000 page unfinished novel, I have just the set for you. This is the fifth book, but not the last in Martin's great read. And it is a great read, even if it never finishes. With, supposedly, nearly 300 characters, I suppose it takes a lot of pages to tell the story. And even though the author seems to have a penchant for killing off your favorite characters, there are enough new one to hold your interest. This set has slowed down my reading for the year, but it has all been worth it, even if I still have no idea how it's all going to end....more",Notes are private!,0,0,1,not set,"Apr 02, 2012","Apr 07, 2012",,Kindle Edition,view (with text),/book/show/10664113-a-dance-with-dragons
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Feast for Crows        (A Song of Ice and Fire, #4)","Martin, George R.R.",055358202X,9780553582024,B005JV4KFG,"1,060        pp",4.16,"731,013","Oct 17, 2005",2011,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 07, 2012",,Mass Market Paperback,view,/book/show/13497.A_Feast_for_Crows
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Want,"Ramsay, William*",9781466439,1466439130,,309        pp,4.00,2,"Jan 20, 2012","Jan 20, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 19, 2012",,Paperback,view,/book/show/13491776-want
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Outliers: The Story of Success,"Gladwell, Malcolm",0316017922,9780316017923,0316017922,309        pp,4.19,"786,148","Nov 18, 2008","Nov 18, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I think what I liked about this book was its enthusiasm. He gets excited about his subject and it sort of bleeds into your appreciation of the book. HI think what I liked about this book was its enthusiasm. He gets excited about his subject and it sort of bleeds into your appreciation of the book. His thesis is simple - outliers, the people who succeed spectacularly, do so not by chance or luck so much as by hard work and study. Bill Gates was a huge success because he started on computers when he was a young teenager. By the time he started Microsoft, he already had years of practice. You really can't argue with what he says. I don't think I can take from what he says a method of how I, too, can become a phenomenal success, but the book is entertaining and fast paced. And it's a very quick read....more",Notes are private!,0,0,1,not set,"Feb 14, 2012","Feb 15, 2012",,Hardcover,view (with text),/book/show/3228917-outliers
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"1Q84        (1Q84, #1-3)","Murakami, Haruki",0307593312,9780307593313,0307593312,944        pp,3.94,"259,633","May 28, 2009","Oct 25, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book it problematic. It makes me wonder if I know a good book when I see one, or a bad one for that matter. 1Q84 has been chosen for any number  This book it problematic. It makes me wonder if I know a good book when I see one, or a bad one for that matter. 1Q84 has been chosen for any number of Best of the Year selections. I have absolutely no idea why. First of all, it's around a thousand pages long. Seven hundred and fifty of those pages could have been cut without affecting the story. Do we really care that the hero made a salad - forty times.  Murakami writes magical realism, and he's very good at it. This story concerns a young girl who writes a fantastical story about 'little people' who come from the mouth of a dead goat. It turns out the story is true, witch leads to all sorts of involvement with a strange religion. Central to the story are the man who polishes the story to make it a best seller and a girl he knew briefly when he was ten. It turns out this is a love story put on hold for twenty years while the two grow up and come together again because of the strange novel. So what did I find wrong with the book other than its unnecessary length? It seems to me that in good fiction there is resolution. The author sets a world in motion, spins a web, and brings it all together in the end. Not so with this book. What happens to the girl who wrote the book? Or the religion that the protagonists damage? What was the significance of the little people? Were they real? Imagined? A thousand page book should not have so many unresolved ideas. And why should it take about eight hundred pages for the reader to realize this is a love story twenty years delayed. And why should so many pages be devoted to waiting for the hero's father to die when he apparently has no part in the story other than the fact that he's dying? I guess when you become a famous international writer you can write crap and it will still be chosen as best of the year. Maybe the thousands of books I've read in the last fifty years have taught me nothing. I can't recognize a good book when I read one....more",Notes are private!,0,0,1,not set,"Feb 09, 2012","Feb 12, 2012",,Hardcover,view (with text),/book/show/10357575-1q84
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Storm of Swords        (A Song of Ice and Fire, #3)","Martin, George R.R.",055357342X,9780553573428,055357342X,"1,177        pp",4.54,"783,262","Aug 08, 2000","Mar 04, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is there continuation of the Game of Thrones series. It's quite good, filled with twists and turns. The only issue I have with the book is the feThis is there continuation of the Game of Thrones series. It's quite good, filled with twists and turns. The only issue I have with the book is the feeling that it might never end. I think it will go on and on forever, never coming to ant sort of closure.Worth reading, because for all it's endlessness, it's a great read....more",Notes are private!,0,0,1,not set,"Jan 10, 2012","Feb 12, 2012",,Mass Market Paperback,view (with text),/book/show/62291.A_Storm_of_Swords
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Clash of Kings        (A Song of Ice and Fire, #2)","Martin, George R.R.",0553381695,9780553381696,0553381695,"1,009        pp",4.42,"935,148","Nov 16, 1998","May 28, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is the second book in the Game of Thrones series. It's not a sequel. It's a continuation, as if he wrote such long novel the publisher decided toThis is the second book in the Game of Thrones series. It's not a sequel. It's a continuation, as if he wrote such long novel the publisher decided to break it into four parts. I liked the book well enough, but not as much as the first in the series. Martin sometimes gets carried away with listing things - it would be enough to say twenty houses joined the king's ranks without listing every one in a single paragraph, complete with their coats of arms. And, too, he sometimes recalls things that I don't ever remember happening. All that said, I liked the book. But I think I'll take a breather before the next installment. You can only take so much of knighthood. (You really can't go onto the story without it being one huge spoiler)...more",Notes are private!,0,0,1,not set,"Dec 07, 2011","Dec 07, 2011",,Paperback,view (with text),/book/show/10572.A_Clash_of_Kings
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Game of Thrones        (A Song of Ice and Fire, #1)","Martin, George R.R.",0553588486,9780553588484,0553588486,835        pp,4.44,"2,489,951","Aug 06, 1996",Aug 2005,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I first came in contact with the story through the HBO mini series that made a bit of a splash last year. I watched maybe three episodes and gave up oI first came in contact with the story through the HBO mini series that made a bit of a splash last year. I watched maybe three episodes and gave up on it, thinking it was an incomprehensible story. I came back to the book because it was getting so much play. All I can say is that the producers of the mini-series must have egos as big as castles. There is no way you could make this into a movie. I read somewhere that it has 300 characters! And there story is so convoluted, it takes none but a master storyteller to keep it straight. And Mr. Martin is, indeed, a master storyteller. It is a fantasy novel, which allows it to take place in some past age unnamed, and allows for walking dead men and even dragons. But the characters are so well drawn, Martin sucks you in and makes you eager to turn the page. It sort of leaves everything hanging, because this is, after all, a series. If the rest are as good as the first, I'm hooked.And now for some shameless self promotion. I've written a  of every book I've read since I joined Goodreads and I'm told some people have liked them. Now is the time for you to  me. My first novel to appear can be found here: http://www.amazon.com/dp/B005RZT9AU...more",Notes are private!,0,0,1,not set,"Nov 17, 2011","Nov 17, 2011",,Mass Market Paperback,view (with text),/book/show/13496.A_Game_of_Thrones
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Soldier's Pay,"Faulkner, William",0451016297,9780451016294,0451016297,0        pp,3.40,"1,697",1926,"Jan 01, 1968",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was William Faulkner's first novel. It's about a dying soldier from the First World War going home to end his days. It tells of the girl he left This was William Faulkner's first novel. It's about a dying soldier from the First World War going home to end his days. It tells of the girl he left behind, who has now had second thoughts about him, and a woman who wants to marry him. It has echoes of the greatest of Faulkner, but it seems to me he was searching for a voice in the book and didn't quite find it. He was very much influenced by the stream of consciousness people, who were working about the time he wrote it and that takes away slightly from his true voice. If you want to read Faulkner, and I plan to read or reread all of him, this is a good place to start....more",Notes are private!,0,1,1,not set,"Nov 07, 2011","Nov 17, 2011",,Paperback,view (with text),/book/show/2217872.Soldier_s_Pay
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Black Tuesday,"Prins, Nomi*",1463557663,9781463557669,1463557663,354        pp,3.62,58,"Sep 13, 2011","Sep 13, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This, again, is a self published book. I think it's the best I've read so far. It's the story of a Russian immigrant girl who takes a job at a diner oThis, again, is a self published book. I think it's the best I've read so far. It's the story of a Russian immigrant girl who takes a job at a diner on Wall Street the summer of the great crash of 1929. She falls for one of her customers, who turns out to be one of the Morgans. The story is well told and zips along at a good pace. The characters are well drawn and interesting. The writing is straight forward and adequate, but it lacks the poetic quality of the best writing, which may be explained by the fact that Prins is a successful non-fiction writer on financial issues. Fiction requires a different type of writing. Not that the writing is bad, it's not, it's just that it lacks the lyrical quality of really good writing. My only question is whether or not the story is based on a real event. It uses real characters, so I would assume it is true, but I don't recall any hint of this is the books I've read on the house of Morgan. A note on this at the end of the book would have been welcome....more",Notes are private!,0,0,1,not set,"Oct 20, 2011","Oct 25, 2011",,Paperback,view (with text),/book/show/12911350-black-tuesday
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Washington Square,"James, Henry",0451528719,9780451528711,0451528719,240        pp,3.70,"23,369","Dec 01, 1880","Apr 06, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Finally I've found a Henry James book I really liked. It's an unbelievably simple story with only five characters. As in all of James, very little hapFinally I've found a Henry James book I really liked. It's an unbelievably simple story with only five characters. As in all of James, very little happens as far a events go. The characters mostly talk to each other. The story revolves around a successful New York doctor, his rather plain and awkward daughter, her meddlesome aunt, and a charming gold digger who tries to marry the girl. Not a wholly original story, but in James' hands it is very well done.The simplicity of it all and the use of so few characters intrigued me. It shows what can be done when a master is up on his game....more",Notes are private!,0,0,1,not set,"Oct 12, 2011","Oct 14, 2011",,Mass Market Paperback,view (with text),/book/show/133954.Washington_Square
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Girl in the Lighthouse        (Arrington, #1)","Sanford, Roxane Tepfer*",1605942383,9781605942384,1605942383,256        pp,3.47,"1,210","Jun 11, 2009","Dec 16, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Let me begin by saying I enjoyed this book. But it is deeply flawed. A novel consists of many parts. The writer should be able to write. The characterLet me begin by saying I enjoyed this book. But it is deeply flawed. A novel consists of many parts. The writer should be able to write. The characters should be believable. The narrative should flow along to hold the reader's interest. And the story must be consistent. The first three parts are pretty much okay in the book. I read it with interest, got the characters, and it moved along nicely. But then the last part got me. The book is not consistent. Now, what do I mean by that. First, let me say that writing a novel is very difficult. It may seem easy, but it is not. You have to set a style, stick to it, and have all the plots and subplots converge at the end. This is true even if the book is part of a series. The Girl in the Lighthouse starts out as a historical novel. It tells of a young girl whose father is a lighthouse keeper in Maine. A lot is made of the two boys she befriends. All well and good. But suddenly she is transported to Georgia and finds herself in the clutches of a romance novel with an evil grandmother. Now don't get me wrong. There is nothing wrong with romance novels. They are usually very good stories. But the people who buy them know they are buying a romance. If you think you are reading a historical novel and it morphs into a romance, you might question what happened. And if you are going to be sent to an evil grandmother, the reason for it must be made clear. And what motivates her to evil must be hinted at, if not exactly stated. It is not enough to build up to a startling ending that tries to explain it all. For a hundred pages you are being told how awful this person is. And for those hundred or so pages you are totally in the dark. I think the author is better than this. It is clear that the story is not finished. You realize there must be a part two when you finish it. This is very unfair to the reader. If I were editing this book, I would have had Sanford chop out a good deal of the book because it does not advance the story. The 'romance' between Lillian and Warren stays in the same place for too many pages. The reader gets the idea and wants to move on. And if I were the editor I would have slapped her hand every time she typed ""his sea green eyes."" The beginning of the book was excellent. The second half was too long, too lacking in motivation, and too much like a romance novel, when it should have been the continuation of a historical novel.This book demonstrates the problems with self published books. There are two types of editing. First is copy editing, which finds misspellings, typos (and should have noticed that the Kindle edition does not indent paragraphs, which can be awfully confusing). The second type is content editing. Does the story make sense? Is the flow correct? Is the grandmother filled out. An author will always listen to a copy editor. Most think they don't need the other type. Big mistake.The book has become very popular and that's good. I just wish it was a little more finished. And I wish I had found out if Heath became a doctor without having to read the second book (or the third)....more",Notes are private!,0,8,1,not set,"Oct 07, 2011","Oct 07, 2011",,Paperback,view (with text),/book/show/6356739-the-girl-in-the-lighthouse
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Because of Winn-Dixie,"DiCamillo, Kate*",0763616052,9780763616052,0763616052,182        pp,4.09,"257,093","Mar 01, 2000","Aug 06, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a very short, very cute book.",Notes are private!,0,0,1,not set,"Sep 24, 2011","Sep 29, 2011",,Paperback,view (with text),/book/show/357664.Because_of_Winn_Dixie
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Goering,"Manvell, Roger",,,B004ULMIM8,448        pp,3.98,501,"Jan 01, 1964",unknown,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a re-issue of a book first published in the sixties. It's a very good account of both the Nazis and the character of this strange man. Unlike This is a re-issue of a book first published in the sixties. It's a very good account of both the Nazis and the character of this strange man. Unlike most of the thugs of the Third Reich, Goring was polished and intelligent. And he was a true war hero in the first war. The book describes how he fell into the clutches of Adolf and how he ended up one of the most vile criminals of all time. Good book for those, like me, who find this period so strange it's intriguing. ...more",Notes are private!,0,1,1,not set,"Sep 22, 2011","Sep 29, 2011",,Kindle Edition,view (with text),/book/show/11787628-goering
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Turn of the Screw,"James, Henry",0140620613,9780140620610,0140620613,121        pp,3.39,"156,007",1898,"Apr 16, 1994",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book is mostly nonsense about evil dead people trying to lure children to their ways. I won't even comment on the story. What interests me thoughThis book is mostly nonsense about evil dead people trying to lure children to their ways. I won't even comment on the story. What interests me though is the mind of Henry James. He was a committed anglophile. In fact, he seems to have believed all the claptrap of England's aristocratic society. It seems to shine most brightly in this book. The children in question are aristocrats. The boy, a beautiful, young gentleman, was tossed out of school for reasons unknown, and James has his heroine make the case that it must be wrong since, indeed, the boy was a beautiful, young gentleman. (The ghosts in the story are, of course, common and vulgar.) I thought this sort of class nonsense was why we fought the redcoats in the first place, but James seems to accept it as the true way. If he were alive today, he'd be a Randian. Like all good converts, he seems to hold his class prejiduces more strongly than the natives. Of course the little snot could steal and cheat and cavort with ghosts! Anyway, I didn't think much of this book. And I was just beginning to think I sort of liked James....more",Notes are private!,0,0,1,not set,"Sep 29, 2011","Sep 29, 2011",,Paperback,view (with text),/book/show/12948.The_Turn_of_the_Screw
