,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Piper's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,After She Wrote Him,"Gentill, Sulari*",1761152718,9781761152719,1761152718,256        pp,3.59,"2,439","Aug 01, 2017","Jun 07, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Meta fiction is wild but a new favourite genre,Notes are private!,0,0,1,"Jul 20, 2023","Jul 21, 2023","Jul 20, 2023",,Paperback,view (with text),/book/show/150079093-after-she-wrote-him
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Witches of Vardø,"Bergman, Anya",1786581914,9781786581914,1786581914,400        pp,3.90,"3,221","Jan 05, 2023","Jan 05, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Books about witches, fuck yeah",Notes are private!,0,0,1,"Jul 06, 2023","Jul 18, 2023","Jul 20, 2023",,Hardcover,view (with text),/book/show/62605504-the-witches-of-vard
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"As Good As Dead        (A Good Girl's Guide to Murder, #3)","Jackson, Holly*",0593379853,9780593379851,0593379853,458        pp,4.21,"321,042","Aug 05, 2021","Sep 28, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I love the evolution of characters between books as the intended audience gets older. Corruption of the ‘good girl’,Notes are private!,0,1,1,"Jul 02, 2023","Jul 08, 2023","Jul 02, 2023",,Hardcover,view (with text),/book/show/56905097-as-good-as-dead
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Yellowface,"Kuang, R.F.*",,,,329        pp,3.80,"428,344","May 25, 2023","May 25, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5Very readable and engaging, kind of exhausting, which is obviously the intended effect. I think I’m learning that while I enjoy books about books, 3.5Very readable and engaging, kind of exhausting, which is obviously the intended effect. I think I’m learning that while I enjoy books about books, books about publishing do not engage me in the same way. ...more",Notes are private!,0,0,1,"Jun 29, 2023",Jul 2023,"Jun 29, 2023",,Hardcover,view (with text),/book/show/59357120-yellowface
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lessons in Chemistry,"Garmus, Bonnie*",,,B099JC5HQK,392        pp,4.30,"1,230,294","Mar 31, 2022","Apr 05, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5I enjoyed it and found it interesting but it wasn’t particularly revolutionary,Notes are private!,0,0,1,"Jun 24, 2023","Jun 28, 2023","Jun 29, 2023",,Kindle Edition,view (with text),/book/show/58607657-lessons-in-chemistry
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All About Love: New Visions,"hooks, bell",,,B078GL796R,268        pp,4.06,"86,212","Dec 22, 1999","Jan 30, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 24, 2023",not set,"Jun 24, 2023",,Kindle Edition,view,/book/show/37652218-all-about-love
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Milk Fed,"Broder, Melissa*",1982142499,9781982142490,1982142499,304        pp,3.57,"57,033","Feb 02, 2021","Feb 02, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This was crazy but I LOVED it. Devoured in two sittings,Notes are private!,0,1,1,"Jun 20, 2023","Jun 22, 2023","Jun 20, 2023",,Hardcover,view (with text),/book/show/54304105-milk-fed
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Small Things Like These,"Keegan, Claire",0571368700,9780571368709,0571368700,116        pp,4.19,"153,377","Nov 05, 2021","Oct 28, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Very very lovely,Notes are private!,0,0,1,"Jun 18, 2023","Jun 20, 2023","Jun 18, 2023",,Paperback,view (with text),/book/show/59733531-small-things-like-these
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Devotion,"Kent, Hannah*",,,B093BLMKF6,405        pp,3.87,"10,530","Oct 26, 2021","Oct 26, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Enjoyed this far more than I expected, I think more so than Burial Rites but to be honest I can't really remember.Enjoyed this far more than I expected, I think more so than Burial Rites but to be honest I can't really remember....more",Notes are private!,0,0,1,"Jun 18, 2023","Jun 24, 2023","Jun 18, 2023",,Kindle Edition,view (with text),/book/show/58430339-devotion
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cold Enough For Snow,"Au, Jessica",1925818926,9781925818925,1925818926,112        pp,3.75,"11,741",2022,"Feb 01, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5I think I would have enjoyed this more if I read it faster, I pulled it out too long",Notes are private!,0,0,1,"Jun 11, 2023","Jun 17, 2023","Jun 11, 2023",,Paperback,view (with text),/book/show/59525175-cold-enough-for-snow
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nine Perfect Strangers,"Moriarty, Liane*",,,,464        pp,3.55,"427,919","Sep 18, 2018","Nov 06, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"2.5Preferred Big Little Lies, this one was too fluff, nothing particularly happened over 16 hours. House sitting alone so gotta have something playing2.5Preferred Big Little Lies, this one was too fluff, nothing particularly happened over 16 hours. House sitting alone so gotta have something playing at all times ...more",Notes are private!,0,0,1,"Jun 08, 2023","Jun 11, 2023","Jun 08, 2023",,Paperback,view (with text),/book/show/40237741-nine-perfect-strangers
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Woman in the Library,"Gentill, Sulari*",1761151045,9781761151040,B09R41JFYN,288        pp,3.51,"66,739","Jun 07, 2022","Jun 01, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5This book is very oddly written, it’s and author writing about an author getting feedback from her author friend. Lots of layers. That being said I3.5This book is very oddly written, it’s and author writing about an author getting feedback from her author friend. Lots of layers. That being said I ended up really enjoying it. I couldn’t read it at night while house sitting for my Uncle because suddenly murders were waiting in the shadows…...more",Notes are private!,0,0,1,"Jun 02, 2023","Jun 18, 2023","Jun 02, 2023",,Kindle Edition,view (with text),/book/show/60219883-the-woman-in-the-library
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Big Little Lies,"Moriarty, Liane*",,,B00K2JH9ZS,484        pp,4.31,"1,006,035","Dec 25, 2014","Jul 22, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 27, 2023","Jun 07, 2023","May 27, 2023",,Kindle Edition,view,/book/show/22312738-big-little-lies
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Naked in Death        (In Death, #1)","Robb, J.D.*",,,B003MQM7B4,316        pp,4.13,"192,704","Jul 01, 1995","Apr 04, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5Read this out of a desire to have fun. Had fun.,Notes are private!,0,0,1,"May 25, 2023",Jun 2023,"May 25, 2023",,Kindle Edition,view (with text),/book/show/6449656-naked-in-death
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Good Girl, Bad Blood        (A Good Girl's Guide to Murder, #2)","Jackson, Holly*",1405297751,9781405297752,1405297751,417        pp,4.31,"463,809","Apr 30, 2020","Apr 30, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,These audiobooks are top quality,Notes are private!,0,0,1,"May 25, 2023","May 27, 2023","May 25, 2023",,Paperback,view (with text),/book/show/51335759-good-girl-bad-blood
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Soulmate,"Hepworth, Sally*",,,B0B1Q86755,316        pp,3.81,"119,919","Oct 25, 2022","Oct 25, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3 stars doesn’t seem like much but the  is it’s a silly thriller and I had a fun time.,Notes are private!,0,0,1,"May 14, 2023","May 16, 2023","May 14, 2023",,Kindle Edition,view (with text),/book/show/61217389-the-soulmate
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Small Game,"Braverman, Blair*",0063066173,9780063066175,0063066173,288        pp,3.52,"11,575","Nov 01, 2022","Nov 01, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Fun and easy to read, the ending wraps things up but it’s very much about the surviving and not the escaping so don’t expect much from it.",Notes are private!,0,0,1,"May 03, 2023","May 07, 2023","May 03, 2023",,Hardcover,view (with text),/book/show/60277011-small-game
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Remains of the Day,"Ishiguro, Kazuo*",0571258247,9780571258246,B01LX47M43,258        pp,4.14,"303,590","May 01, 1989","Apr 01, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5Not at all what I expected after having read Klara and the Sun first but I still enjoyed it.,Notes are private!,0,0,1,"Apr 29, 2023","May 02, 2023","Apr 29, 2023",,Paperback,view (with text),/book/show/57885010-the-remains-of-the-day
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sunset,"Cave, Jessie",1787395294,9781787395299,1787395294,405        pp,4.13,"9,427","Jun 24, 2021","Jun 24, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 18, 2023",,Hardcover,view,/book/show/57305008-sunset
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hush,"Foster, Sara*",1665106859,9781665106856,1665106859,320        pp,4.02,"3,755","Nov 02, 2021","Nov 02, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 16, 2023","Apr 21, 2023","Apr 16, 2023",,Hardcover,view,/book/show/58557730-the-hush
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sadvertising,"Ćehić, Ennis",1761042432,9781761042430,1761042432,304        pp,3.74,120,"Mar 01, 2022","Mar 01, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5This took me a while to read and I was getting sick of it towards the end, but in retrospect I enjoyed it.Every story is based on the advertising i3.5This took me a while to read and I was getting sick of it towards the end, but in retrospect I enjoyed it.Every story is based on the advertising industry however, which I didn’t expect, so that was a little weird. ...more",Notes are private!,0,0,1,"Apr 11, 2023","Apr 25, 2023","Apr 11, 2023",,Paperback,view (with text),/book/show/60171097-sadvertising
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Magpie,"Day, Elizabeth",0008374945,9780008374945,0008374945,326        pp,3.63,"41,887","May 03, 2022","Sep 02, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5listening in the shower agape,Notes are private!,0,0,1,"Apr 11, 2023","Apr 14, 2023","Apr 11, 2023",,Hardcover,view (with text),/book/show/56646479-magpie
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sea Raiders,"Wells, H.G.",0241253705,9780241253700,0241253705,59        pp,3.28,647,"Jan 10, 1896","Mar 03, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Sea Raiders and The Magic Shop were good,Notes are private!,0,0,1,"Apr 08, 2023","Apr 11, 2023","Apr 08, 2023",,Paperback,view (with text),/book/show/29451072-the-sea-raiders
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Matrix,"Groff, Lauren*",,,B08PNZKXH6,262        pp,3.68,"56,693","Sep 07, 2021","Sep 23, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 03, 2023","Apr 08, 2023","Apr 03, 2023",,Kindle Edition,view,/book/show/58815085-matrix
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Remain in Darkness,"Ernaux, Annie*",1910695971,9781910695975,1910695971,80        pp,3.98,"3,526","Dec 01, 1996",Sep 2019,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 02, 2023","Apr 02, 2023","Apr 02, 2023",,Paperback,view,/book/show/46023932-i-remain-in-darkness
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Other Half of Augusta Hope,"Glen, Joanna",0008314179,,B07KJSY1FV,385        pp,4.16,"13,532","Jun 13, 2019",Feb 2020,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Feels like my first lovely book in a while <3,Notes are private!,0,0,1,"Mar 23, 2023","Mar 29, 2023","Mar 23, 2023",,Kindle Edition,view (with text),/book/show/51023488-the-other-half-of-augusta-hope
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Prayer for the Crown-Shy        (Monk & Robot, #2)","Chambers, Becky*",,,B09CNFL3W7,152        pp,4.42,"50,971","Jul 12, 2022","Jul 12, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5,Notes are private!,0,0,1,"Mar 21, 2023","Mar 23, 2023","Mar 21, 2023",,Kindle Edition,view (with text),/book/show/40864030-a-prayer-for-the-crown-shy
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Saha,"Cho, Nam-Joo",1398510009,9781398510005,1398510009,240        pp,2.96,"1,655","May 28, 2019","Dec 14, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5,Notes are private!,0,0,1,"Mar 15, 2023","Mar 21, 2023","Mar 15, 2023",,Paperback,view (with text),/book/show/62005468-saha
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Story of Mina Lee,"Kim, Nancy Jooyoun*",0778310175,9780778310174,0778310175,384        pp,3.53,"41,970","Sep 01, 2020","Sep 01, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I didn’t really pay attention to the audiobook as well as I should have, but maybe that’s because it didn’t grip me.",Notes are private!,0,0,1,"Mar 11, 2023","Mar 21, 2023","Mar 11, 2023",,Hardcover,view (with text),/book/show/49374507-the-last-story-of-mina-lee
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,None of This Is Serious,"Prasifka, Catherine",9781838855,,,304        pp,3.13,"4,075","Apr 07, 2022","Apr 07, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 08, 2023","Mar 14, 2023","Mar 08, 2023",,Paperback,view,/book/show/59085460-none-of-this-is-serious
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Psalm for the Wild-Built        (Monk & Robot, #1)","Chambers, Becky*",,,,160        pp,4.28,"106,089","Jul 13, 2021","Jul 13, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Surprisingly lovely,Notes are private!,0,2,1,"Mar 06, 2023","Mar 09, 2023","Mar 06, 2023",,Kindle Edition,view (with text),/book/show/40864002-a-psalm-for-the-wild-built
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Pachinko Parlour,"Dusapin, Elisa Shua",1914198166,9781914198168,1914198166,171        pp,3.62,"6,342",Aug 2018,"Aug 18, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5,Notes are private!,0,0,1,"Mar 05, 2023","Mar 07, 2023","Mar 05, 2023",,Paperback,view (with text),/book/show/59825231-the-pachinko-parlour
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Force of Nature        (Aaron Falk, #2)","Harper, Jane*",1250105633,9781250105639,1250105633,326        pp,3.84,"110,068","Sep 26, 2017","Feb 06, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5,Notes are private!,0,0,1,"Feb 27, 2023","Mar 04, 2023","Feb 27, 2023",,Hardcover,view (with text),/book/show/34275222-force-of-nature
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Good Girl's Guide to Murder        (A Good Girl's Guide to Murder, #1)","Jackson, Holly*",1405293187,9781405293181,1405293187,433        pp,4.33,"1,043,855","May 02, 2019","May 02, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I had a lovely time listening to this,Notes are private!,0,0,1,"Feb 22, 2023","Feb 27, 2023","Feb 22, 2023",,Paperback,view (with text),/book/show/40916679-a-good-girl-s-guide-to-murder
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Soul Tourists,"Evaristo, Bernardine",,,,304        pp,3.17,853,"Jun 30, 2005","Jul 06, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5,Notes are private!,0,0,1,"Feb 22, 2023",Mar 2023,"Feb 22, 2023",,Paperback,view (with text),/book/show/54975641-soul-tourists
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Reward System,"Calder, Jem",0571363784,9780571363780,0571363784,0        pp,3.28,"1,072","Jul 19, 2022","May 05, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,My heart wasn’t in it,Notes are private!,0,0,1,"Feb 17, 2023","Feb 22, 2023","Feb 17, 2023",,Hardcover,view (with text),/book/show/58746870-reward-system
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lighthouse Witches,"Cooke, C.J.*",0008354707,9780008354701,0008354707,432        pp,3.95,"21,460","Sep 30, 2021","Oct 05, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I haven’t finished a book all month so this audiobook about witches and missing children made me feel less despondent,Notes are private!,0,0,1,"Feb 09, 2023","Feb 17, 2023","Feb 14, 2023",,Paperback,view (with text),/book/show/57810940-the-lighthouse-witches
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Overstory,"Powers, Richard",1784708240,9781784708245,1784708240,625        pp,4.12,"159,508","Apr 03, 2018","Nov 21, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This book honestly nearly killed me.I don’t know why it took me so long but Jesus. Maybe it’s a psychological thing because it’s so long. I had 150 paThis book honestly nearly killed me.I don’t know why it took me so long but Jesus. Maybe it’s a psychological thing because it’s so long. I had 150 pages left for I think two weeks. Other than the fact that I had to crawl to the finish line it was good. I certainly prefer Bewilderment but that’s probably just to do with my lack of endurance. ...more,Notes are private!,0,0,1,"Jan 31, 2023","Feb 19, 2023","Feb 05, 2023",,Paperback,view (with text),/book/show/40781099-the-overstory
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Moon of the Crusted Snow        (Moon, #1)","Rice, Waubgeshig*",1770414002,9781770414006,1770414002,213        pp,3.86,"26,692","Oct 02, 2018","Oct 02, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 26, 2023","Jan 31, 2023","Jan 26, 2023",,Paperback,view,/book/show/39082248-moon-of-the-crusted-snow
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Her Body and Other Parties,"Machado, Carmen Maria*",1781259526,9781781259528,1781259526,245        pp,3.85,"89,393","Oct 03, 2017","Dec 14, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jan 25, 2023","Jan 27, 2023","Jan 25, 2023",,Hardcover,view,/book/show/36934018-her-body-and-other-parties
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Two sets of books,"Murphy, Ruairi",,9780645198805,,208        pp,3.94,31,"Sep 08, 2021","Sep 08, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 20, 2023","Jan 25, 2023","Jan 20, 2023",,Paperback,view,/book/show/58703152-two-sets-of-books
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everything I Know About Love,"Alderton, Dolly",,,,336        pp,4.03,"296,104","Feb 01, 2018","Feb 01, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This book made me sad... FOUR STARS I GUESS,Notes are private!,0,1,1,"Jan 17, 2023","Jan 19, 2023","Jan 17, 2023",,,view (with text),/book/show/34427921-everything-i-know-about-love
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ficciones,"Borges, Jorge Luis",0802130305,9780802130303,0802130305,174        pp,4.42,"67,792",1944,"Feb 01, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 14, 2023",,Paperback,view,/book/show/426504.Ficciones
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Library of Babel,"Borges, Jorge Luis",156792123X,9781567921236,156792123X,36        pp,4.36,"9,057",1941,"Jan 01, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 14, 2023",,Hardcover,view,/book/show/172366.The_Library_of_Babel
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hidden Girl and Other Stories,"Liu, Ken*",,,,411        pp,3.93,"6,518","Feb 25, 2020","Feb 25, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Some of these weren’t my favourite but lots were fantastic. Sci-fi short stories <3,Notes are private!,0,1,1,"Jan 13, 2023","Jan 16, 2023","Jan 13, 2023",,Hardcover,view (with text),/book/show/52163147-the-hidden-girl-and-other-stories
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book Woman of Troublesome Creek,"Richardson, Kim Michele*",,,,309        pp,4.22,"217,321","May 07, 2019","May 07, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 30, 2023",Nov 2023,"Jan 11, 2023",,Paperback,view,/book/show/40914165-the-book-woman-of-troublesome-creek
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Exciting Times,"Dolan, Naoise",0062968742,9780062968746,0062968742,243        pp,3.24,"63,829","Apr 01, 2020","Jun 02, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I enjoyed this book far more than I thought I would and than the average rating would indicate, so maybe it’s a case of personal preference.",Notes are private!,0,3,1,"Jan 07, 2023","Jan 11, 2023","Jan 07, 2023",,Hardcover,view (with text),/book/show/50175419-exciting-times
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Things I Don't Want to Know        (Living Autobiography, #1)","Levy, Deborah",0241983088,9780241983089,0241983088,176        pp,4.10,"12,576",2014,"Apr 05, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,“Writing made me feel wiser than I actually was. Wise and sad. That is what I thought writers should be.”,Notes are private!,0,3,1,"Jan 05, 2023","Jan 05, 2023","Jan 05, 2023",,Paperback,view (with text),/book/show/36360075-things-i-don-t-want-to-know
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Tomorrow, and Tomorrow, and Tomorrow","Zevin, Gabrielle*",,,,401        pp,4.18,"845,252","Jul 05, 2022","Jul 05, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,4.5Reminded me a lot of Ready Player One but with less gameplay and more Normal People angst.,Notes are private!,0,3,1,"Jan 02, 2023","Jan 05, 2023","Jan 02, 2023",,Hardcover,view (with text),/book/show/58784475-tomorrow-and-tomorrow-and-tomorrow
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lost Man,"Harper, Jane*",1250105684,9781250105684,1250105684,340        pp,4.16,"98,521","Oct 23, 2018","Feb 05, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"First book of the year, a Christmas gift.",Notes are private!,0,2,1,"Dec 28, 2022","Jan 02, 2023","Dec 28, 2022",,Hardcover,view (with text),/book/show/39863488-the-lost-man
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Spill,"Neeme, Imbi*",1760893765,9781760893767,1760893765,336        pp,3.83,716,unknown,"Jun 02, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5I listened to this for so long it feels like a comfy blanket now,Notes are private!,0,0,1,"Dec 22, 2022","Jan 20, 2023","Dec 22, 2022",,Paperback,view (with text),/book/show/50702382-the-spill
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On Earth We’re Briefly Gorgeous,"Vuong, Ocean",1529110688,9781529110685,1529110688,246        pp,4.04,"299,634","Jun 04, 2019","Sep 01, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5Vuong’s writing is really incredible and when the opportunity strikes I’ll absolutely read Time is a Mother. I’m trying hard to rate books based on3.5Vuong’s writing is really incredible and when the opportunity strikes I’ll absolutely read Time is a Mother. I’m trying hard to rate books based on my own personal enjoyment and in reality this isn’t a book that I would read again. ...more,Notes are private!,0,0,1,"Dec 22, 2022","Dec 24, 2022","Dec 22, 2022",,Paperback,view (with text),/book/show/52544164-on-earth-we-re-briefly-gorgeous
