,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Steve's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
30,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Little Life,"Yanagihara, Hanya*",,,0385539258,720        pp,4.34,"618,334","Mar 10, 2015","Mar 10, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** The er for The New Yorker called this a subversive novel and it seemed that way to me, too, but I would go further than that r**spoiler alert** The er for The New Yorker called this a subversive novel and it seemed that way to me, too, but I would go further than that er did. To me this is a book about how our dominant culture, one created by Christian white men, is dangerous to our health. The founder of the Jesuits, St Ignatius of Loyola, was supposed to have said: “Give me a child until he is six and I will have him for the rest of his life.” It seems to me that HY does not like our male-dominated, Christian culture or the secular counterpart to it, psychiatry, with its debt to Freud, and illustrates her dislike by immersing her main character, Jude, in a male world of physical and sexual abuse that lasts from childhood all the way up until the age of not just six but sixteen! The novel asks if it is possible for this main character, or anyone else raised in similar circumstances, to overcome such a disastrous beginning to his life. And it suggests more troubling questions: Is Jude’s world all that different from what a lot of people endure? Is this, for one obvious example, the situation a lot of women have to live with, just a fact of their lives? Is our society abusive? Is mistreatment built in, sanctioned and promoted by a punitive, male-dominated religious culture, with its secular counterpart in psychiatry and psychology? Is there an enabling relationship between our religious culture and our exploitive economic system? Does this oppressive culture condemn so many of us to ""A Little Life""?The story is about Jude and three other friends: J.B., the artist; Malcolm, the architect; Willem, the actor. All are very smart, very talented, all graduates of a prestigious college like Harvard. All follow the careers they were leaning toward in school and succeed, with effort and setbacks, but nothing out of the ordinary reverses all people suffer. Jude becomes an outstanding litigator among New York City trial lawyers. Not bad. There is a backstory for all four friends but HY concentrates on one, Jude, who, as a foundling, is rescued and raised in a monastery by monks. There is a tantalizing moment where he almost gets adopted by a couple who seem normal, but they back out. That turns out to be fateful, a way out denied, a turning point for Jude. He is stuck with the monks, many of whom are sadists who beat him and abuse him sexually. One of the abusers, Brother Luke, induces Jude to trust him and then escape the monastery with him, promising relief from his ordeal, but Luke turns out to be an even more evil abuser than the others were. Luke uses him to make money by pimping him out to other men on an interminable road trip with a promised end that never materializes until they are discovered. Luke hangs himself rather than be caught by the police, and Jude is sent to a youth detention center from which he escapes only to be picked up by another monster, the psychiatrist, Dr. Traylor, who subjects him to more harrowing experiences that end with Traylor almost killing him. All by the time Jude is sixteen. Then he gets a break and gains admittance to a prestigious university where he meets the three friends, the law professor and the doctor, all of whom try, heroically, to help him heal, mentally and physically, a process that goes on throughout the novel, but their efforts fail.Jude deals with his general psychic pain by substituting a specific physical one--cutting himself, a remedy he learns from Brother Luke. 'Irony' is not the right word to describe Luke's suggestion of cutting as a palliative while he continues to be the instigator of Jude's abuse, a major source of his psychic pain. Maybe a phrase like 'moral idiocy,' or 'evil,' if that's not too general, is more apt as Luke knows what he is doing and does it anyway. Or maybe he’s just an unscrupulous businessman. He’s in it for the money and leaves it to Jude to deal with his torment in a concentrated way, at the point of a razor’s edge, repeatedly and gruesomely. Empathy is not this religious order’s member’s strong point. It’s not our acquisitive society’s either. Christian teaching stresses man’s inherent predisposition to sin, the result of Adam’s fall. Freudian theory has a secular counterpart in the Id, that festering source of socially unacceptable urges, the great contrarian inside all of us. We are fallen creatures, driven by our flawed natures. So, they tell us, we’re set up to do bad things. It’s hard-wired and can’t be remedied. That’s why, we are told, we need guidance, instruction, and, when appropriate and it often is, punishment. But the wrongs imposed on Jude don’t result from anything he’s done. They are imposed from outside, from this same religious culture. They don’t spring from anything inside him. He thinks he’s bad because the men in charge have told him he is. He escapes his insane world at sixteen, badly damaged but expected by society to be a functional adult. And he succeeds at this. However (Isn’t this always the case?) none of the material comforts offered by success in our culture can make up for the mental harm this same culture imposed on him during his formative years. Nothing else helps, either. Not inborn ability. Jude’s intellect turns out to be irrelevant, perhaps even a handicap. He can’t stop remembering. Not education. His Ivy League experience is very important in training his superior brain but no help in dealing with emotional harm. Sex doesn’t help. In fact, sex doesn’t figure all that much in this story, aside from its aberrant expression. Jude has an understandable aversion to it. Neither does Jude’s choice of career matter. Success as a litigator is not the pathway to mental well-being for him. It makes him rich but that’s all, though it’s nice to live in a fine place and Jude enjoys his magnificent New York apartment, redone by Malcolm, the architect, and his spectacular retreat home in the country, also done by Malcolm. Wealth makes a lot of things that money can buy readily available but none of those make a difference. Not even the extraordinary friendship of Willem, of Jude's adoptive parents, Harold and Julia, the good doctor, Andy, or his numerous other friends is strong enough to overcome the malevolence he absorbed during his first sixteen years. No material rewards, no remedy or theory of healing or course of therapy can make up for the nightmare that was imposed on him. This culture, for the most part, doesn't understand the results of its own malevolence and ignores or misunderstands the causes. Material success; that's how we measure merit. Get rich. That's the ticket to happiness. Most people know that isn't true, but try to change it and you're asking for trouble. In an interview HY said she thought everything in the book was “turned up a little too high.” She does exaggerate to make her points, and one I took her to be making is that it's easier and suspiciously convenient to explain the power of evil if you think its presence is an inherent fact of our being, something that needs to be controlled. That's an idea thought up by men interested in exercising power over others, no matter how they try to disguise their intentions by cloaking them in religious cant.Looked at coldly, this whole “fallen nature” story of man ought to be regarded as ludicrous, ridiculous. How could we ever have ceded so much power to the “religious” people who sold us this nonsense? Maybe we did because of ignorance but that’s no longer the case, thanks to the rise of science.HY doesn’t advance any solution except to identify the problem. It ought to be enough. She does indicate a much better way to understand our world and that’s science, the study of reality, raised to the level organized religion occupies now. It’s already happening. Seeing things as they are without veils of superstition, fear or illusion—isn’t that what thinkers in uncorrupted religious and secular systems of thought talk about? That will invite the fierce opposition of entrenched power. It’s going to be a difficult struggle but now the planet is at risk. The world we encounter in this novel has been created by men—males-- and it isn’t working, not even for the men in charge. There is an unmentioned parallel course in human development that has also occurred and pre-dates the one we are used to: that’s evolution, of course, our origin in the world of other living things. In that world there is no ""fall,"" and females matter as much as males. I understand HY to be saying it’s time we ditched the male version we’ve lived under for millennia, the one in which females are discounted. Look where that’s gotten us. There’s another, saner way to understand ourselves and it’s a lot better, by half.Many s comment on how intense this novel is and yet there is almost no graphic description of sexual abuse and the occurrences of cutting, while very unpleasant, would be a lot more graphic in the hands of a less gifted writer. She uses both sides of her brain and the effect is chilling without descending into the pornography of violence. How does she do that? Her writing is so accomplished that many passages have something that approaches musical logic in the way they conclude, the last words having the same inevitability of the final chords of a musical composition. And she does that over and over again. And she has interesting, left-side thoughts about a lot of things, law, for example, or parenthood, and many more. She’s a very good thinker and a superior writer. There’s a line in a Bob Dylan song that goes: “Beauty walks a razor’s edge, someday I’ll make it mine.” HY is right there in this impressive novel. She’s right there, right on that edge.P.S. I didn't comment on what I thought HY's view on sexuality might be as it is such a complicated subject. However, I suspect HY thinks all of us are on a bell curve of sexuality with same-sex on one extreme and hetero-sex on the other. I suspect she would say most of us are grouped somewhere in the middle with very few at the extremes. Maybe someday labels like ""gay"" or ""straight"" will seem irrelevant, anachronistic. We will reject the labels made up by this same group of mostly men in the organized religious doctrines that still dominate mainstream culture. No one will give a damn anymore what a person's orientation is, and sex will take its place without the boldface and italics of sin and shame we have now, and all the damage that's done to so many people, to be regarded, finally, as another in the important list of human traits that make up everyone's identity. We'll work out a balance ourselves. I'm thinking of the final lines of Blake's The Garden of Love: ""And Priests in black gowns were walking their rounds/ And binding with briars my joys and desires."" We won't need those guys anymore....more",Notes are private!,0,10,1,"Mar 17, 2017","Apr 27, 2017","Mar 17, 2017",,Hardcover,view (with text),/book/show/22822858-a-little-life
31,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,At the Existentialist Café,"Bakewell, Sarah",0701186585,9780701186586,0701186585,440        pp,4.24,"16,496","Mar 03, 2016","Mar 03, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A very good book about a kind of philosophy that goes from the inside out instead of the outside in. Bakewell is an excellent writer who gives us a veA very good book about a kind of philosophy that goes from the inside out instead of the outside in. Bakewell is an excellent writer who gives us a very readable study of the main characters in Existentialism: Sartre, Beauvoir, Heidegger, Camus, Husserl, Jaspers, Merleau-Ponty and others. I want a copy for my bookshelf. I know I will want to read it again. ...more",Notes are private!,0,0,1,"Feb 10, 2017","Feb 26, 2017","Feb 10, 2017",,Hardcover,view (with text),/book/show/25658482-at-the-existentialist-caf
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The People in the Trees,"Yanagihara, Hanya*",0385536771,9780385536776,0385536771,369        pp,3.74,"37,986","Aug 13, 2013","Aug 13, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,coming up on this brilliant book,Notes are private!,0,0,1,"Jan 25, 2017","Feb 02, 2017","Jan 25, 2017",,Hardcover,view (with text),/book/show/16126596-the-people-in-the-trees
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Bad Monkey        (Andrew Yancy, #1)","Hiaasen, Carl*",0307272591,9780307272591,0307272591,337        pp,3.72,"45,021","Jun 11, 2013","Jun 11, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Bummed by the election? Hiaasen's always funny.Bummed by the election? Hiaasen's always funny....more,Notes are private!,0,0,1,"Jan 25, 2017","Jan 25, 2017","Jan 25, 2017",,Hardcover,view (with text),/book/show/16071701-bad-monkey
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Loner,"Wayne, Teddy*",1501107895,9781501107894,1501107895,203        pp,3.45,"4,203","Sep 13, 2016","Sep 13, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a novel about self-absorption, delusion, and about how emotions have a lot more to do with who we are and how we act than our intellects do. IThis is a novel about self-absorption, delusion, and about how emotions have a lot more to do with who we are and how we act than our intellects do. I thought it was at the center of Donna Tartt’s The Secret History, which also features a lot of real smart people who have no idea of who they are or why they do what they do.Teddy Wayne does a very good job of creating his self absorbed character, David, and shows how his actions are motivated by his feelings and have almost nothing to do with his intellect, of which David is intensely proud. David is unaware of what impels him, and unawareness is one large marker for stupidity as a functional matter, having little to do with IQ. David's unawareness, a consequence of his self-absorption, is his ruin. It causes this very bright young man to do spectacularly dumb things. The novel takes place at Harvard, which most people think of as a beacon of education, of reasoned inquiry. The word education has its root in Latin and means “a breeding, a rearing,” and is related to the homonym “educo,” from “e” or “out of” and “duco, “I lead, I conduct.” (Wikipedia) So it has a larger meaning. But to lead out of what? Isn’t the answer, ourselves? Isn't education a means of getting out of ourselves and into the world, the world of other things and other people? It’s a notion as foreign to self-absorption as it can get, and David, like most of the rest of us, is going to have to learn this lesson the hard way. He still hasn’t gotten a start on this journey at novel’s end. If fact, he doesn’t yet know there is a journey for him to take but he will have to realize that if he ever wants to get better. It’s the only way to lead a real life, and, more importantly, to stop hurting other people. ...more",Notes are private!,0,0,1,"Oct 31, 2016",Nov 2016,"Oct 31, 2016",,Hardcover,view (with text),/book/show/27276325-loner
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girl on the Train,"Hawkins, Paula*",1594633665,9781594633669,1594633665,336        pp,3.96,"2,942,768","Jan 13, 2015","Jan 13, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I liked it. She does a good job describing what it's like to be addicted and what it's like to have an obsessive personality though it turns out that I liked it. She does a good job describing what it's like to be addicted and what it's like to have an obsessive personality though it turns out that Rachel has a purpose for a particular obsession: the effort to recover a memory. It's also interesting to me that she isn't absolutely sure she is missing something. But she doesn't give up on the suspicion that there is something there and she needs to find out what that is, and that's to her credit. Maybe obsessions are deflected efforts to discover something we can't or don't know how to face directly. Hawkins does a good job rendering that though two of the main characters are heedless in putting themselves in unneeded danger at the end. I can't say more because of spoilers and I'm not sure how else Hawkins could have handled that without removing the suspense....more",Notes are private!,0,1,1,"Oct 25, 2016","Oct 25, 2016","Oct 25, 2016",,Hardcover,view (with text),/book/show/22557272-the-girl-on-the-train
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hitchcock/Truffaut,"Truffaut, François",0671604295,9780671604295,0671604295,368        pp,4.48,"8,349",1966,"Oct 02, 1985",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 18, 2016","Sep 18, 2016","Sep 18, 2016",,Paperback,view,/book/show/393601.Hitchcock_Truffaut
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Complete Henry Bech,"Updike, John",1857152646,9781857152647,1857152646,552        pp,3.89,239,"Jan 28, 1993","Sep 29, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 31, 2016","Sep 11, 2016","Aug 31, 2016",,Hardcover,view,/book/show/213699.The_Complete_Henry_Bech
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Bright Lights, Big City","McInerney, Jay*",,,,208        pp,3.79,"33,878","Aug 12, 1984","Aug 12, 1984",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4 stars because I was surprised that I would like this one as much as I did after reading one of his later novels first and thought it was just okay. 4 stars because I was surprised that I would like this one as much as I did after reading one of his later novels first and thought it was just okay. I suppose I was expecting less from the earlier work, this one, since we are supposed to get better as we go along, but maybe that’s not true about novel writing. It has an unusual point of view, something I didn’t catch on to until late in the novel. I’m not sure what to call it. It’s 2nd person, sort of, but different in that he is describing the actions of everyone, including himself, as if being observed by himself. Earlier he describes himself when younger as observing himself as he was doing whatever he was doing and wondering if others did that too. So it’s “You did this and did that, and she did this and then you said…” etc, but you never think he means anyone else but himself. 2nd person narration is supposed to bring the reader into the story but you never think of yourself, at least I didn’t, when he talks about “you” in this novel. I’m not sure I’ve ever run into that before and am not even sure if that is a variation on 1st person tricked up as 2nd person narrative style but I liked it. The novel is funny, clever, affecting. The pace is nicely taut and stays that way throughout. It’s not sentimental. He’s invented some very good characters, all of them, some likable, like his mother, Vickie and Megan, and others that are interesting though less likeable. He makes them all believable. And I thought the last scene was quite good even though one er described it as partly cribbed from a Raymond Carver story....more",Notes are private!,0,0,1,"Aug 31, 2016","Aug 31, 2016","Aug 31, 2016",,Paperback,view (with text),/book/show/86147.Bright_Lights_Big_City
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Spooner,"Dexter, Pete",0446540722,9780446540728,0446540722,480        pp,3.68,"2,353","Jan 01, 2009","Sep 24, 2009",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 31, 2016","Aug 31, 2016","Aug 31, 2016",,Hardcover,view,/book/show/6435049-spooner
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Bright, Precious Days","McInerney, Jay*",1101948000,9781101948002,1101948000,416        pp,3.62,"2,380","Aug 02, 2016","Aug 02, 2016",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 24, 2016","Aug 24, 2016","Aug 24, 2016",,Hardcover,view,/book/show/28007962-bright-precious-days
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,True North,"Harrison, Jim",0802117732,9780802117731,0802117732,388        pp,3.91,"4,343","Aug 09, 1994","Apr 08, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 16, 2016","Aug 24, 2016","Aug 16, 2016",,Hardcover,view,/book/show/107419.True_North
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nobody's Fool        (Sully #1),"Russo, Richard*",0679753338,9780679753339,B00A2OH066,549        pp,4.11,"30,176","May 25, 1993","Apr 12, 1994",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I began this book expecting to like it and ended up annoyed at Richard Russo. I wondered throughout the book how it appeared Russo thought we should bI began this book expecting to like it and ended up annoyed at Richard Russo. I wondered throughout the book how it appeared Russo thought we should be regarding his very difficult character, Sully. His name lives up to his actions since he sullies everything he comes in contact with: people, animals, places, things. He is hard on everything but Russo supplies us with a reason. His father was an arrogant, bullying, drunken moron, an actively aggressive, violent SOB. In death he still dominates his son's actions, but not completely. Instead of being actively aggressive Sully is passively aggressive. He's good at needling, jabbing, evading, provoking. So, isn't there any pushback from the other characters? Oddly, not very much. I think Russo thinks this guy is sympathetic. I might think so too if he was trying to confront his problems, or at least be more aware of them than he appears to be, and grapple with them in some way, even if his efforts didn't work. That would have made a different story, of course, but at least it would not be asking us to have sympathy for someone too self-absorbed to be sympathetic. Russo's other cast of characters take on an artificial role, functioning as supporting actors and enablers who mysteriously put up with this extended nonsense from Sully that would get anyone like him decked regularly in the real world. This novel is an elaborate fantasy, Russo's very cliched and sentimental version of the all-American anti-hero, funny, irreverent, iconoclastic, he'd like us to think. (I liked Paul Newman and I guess he played Sully in the movie. I'm glad I didn't see it because I might have had more sympathy with a character who appears to lack any of Newman's sense of irony about himself.) Sully doesn't appear to understand or care about the unpleasantness he spreads to just about everyone who has anything to do with him. So is Sully the rebel who bravely rejects the values of a culture he doesn't like and to hell with the consequences for himself, or a man who's still infuriated by the actions of his long-dead father and acts out his rage against others, often with deliberate cruelty? I don't think you can have it both ways, but Russo seems to want to. He's the ultimate enabler. The novel seems to me to be way too calculated. We're being manipulated. I suppose all novels do this, but there's a falseness about this one. Unless he's a cynic who likes to exploit his readers I don't think Russo understood the idea behind this novel clearly. He seems to want to reconcile a duality that can't be reconciled and that makes the manipulation apparent. Sully is a fake hero. He's not as bad as the worst male jerk I've read about lately, the main character (forgot his name) in Christina Stead's remarkable novel, THE MAN WHO LOVED CHILDREN, but he's in the ballpark. Sully is a different kind of jerk but they do have one thing in common: neither of them is funny....more",Notes are private!,0,0,1,"Aug 05, 2016","Aug 15, 2016","Aug 05, 2016",,Paperback,view (with text),/book/show/659388.Nobody_s_Fool
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Not for Profit: Why Democracy Needs the Humanities,"Nussbaum, Martha C.",0691140642,9780691140643,0691140642,158        pp,3.63,"1,844","May 02, 2010","May 02, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Aug 2016,"Aug 05, 2016","Aug 01, 2016",,Hardcover,view,/book/show/7650765-not-for-profit
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Varieties of Disturbance,"Davis, Lydia",0374281734,9780374281731,0374281734,219        pp,3.83,"2,262","May 15, 2007","May 15, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 16, 2016",Aug 2016,"Jul 16, 2016",,Paperback,view,/book/show/113862.Varieties_of_Disturbance
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Prime of Miss Jean Brodie,"Spark, Muriel",0060931736,9780060931735,0060931736,150        pp,3.71,"54,734",1961,"Feb 03, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 12, 2016","Jul 15, 2016","Jul 12, 2016",,Paperback,view,/book/show/517188.The_Prime_of_Miss_Jean_Brodie
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Who Stole the American Dream?,"Smith, Hedrick",1400069661,9781400069668,1400069661,592        pp,4.20,841,"Sep 11, 2012","Sep 11, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 07, 2016","Jul 12, 2016","Jul 07, 2016",,Hardcover,view,/book/show/13331153-who-stole-the-american-dream
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vinegar Girl,"Tyler, Anne*",0804141266,9780804141260,0804141266,237        pp,3.39,"37,882",Jun 2016,"Jun 21, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I liked this one a lot. I'll skip the plot summary. Tyler said in a promotional email sent out to Goodreads readers of her work that she is retelling I liked this one a lot. I'll skip the plot summary. Tyler said in a promotional email sent out to Goodreads readers of her work that she is retelling the Shakespeare play, THE TAMING OF THE SHREW, but I don't remember that plot to see how she went about it. I remember from college days a critic saying he wasn't sure what it was about Jane Austen that he liked so much because he didn't think much was happening, but he kept turning the pages. Though quite a bit happens in this novel I shared that critic's same kind of pleasure in reading this book. She's so good. I have no idea how she does it. I liked all the characters. The main character, Kate, deals with the difficulties she encounters in this story with intelligence and grace. (I know she's supposed to be a little like the shrew in the play but she seemed to me to be more like a smart, direct person who says what she thinks.) If you're at all like me you'll find you are reading with a smile. By the way, John Updike liked her a lot and I was startled at the resemblance I saw in her photo on the book jacket of the edition I read. She could be his sister. Wait! Let me rephrase that. He could be her brother....more",Notes are private!,0,1,1,"Jul 05, 2016","Jul 07, 2016","Jul 05, 2016",,Hardcover,view (with text),/book/show/27070127-vinegar-girl
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Mr. Mercedes        (Bill Hodges Trilogy, #1)","King, Stephen*",1476754454,9781476754451,1476754454,437        pp,4.02,"321,650","Jun 03, 2014","Jun 03, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A well-paced thriller. My first Stephen King novel. Sort of like Lee Child.,Notes are private!,0,0,1,"Jun 25, 2016","Jul 05, 2016","Jun 25, 2016",,Hardcover,view (with text),/book/show/18775247-mr-mercedes
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Legends of the Fall,"Harrison, Jim",0385285965,9780385285964,0385285965,276        pp,4.04,"11,787",1979,"May 01, 1980",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 21, 2016","Jun 25, 2016","Jun 21, 2016",,Paperback,view,/book/show/395397.Legends_of_the_Fall
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,As I Lay Dying,"Faulkner, William",,,,288        pp,3.72,"168,363","Jan 01, 1930","Jan 30, 1991",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 21, 2016","Jun 21, 2016","Jun 21, 2016",,Paperback,view,/book/show/77013.As_I_Lay_Dying
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lucky Jim,"Amis, Kingsley",0140186301,9780140186307,0140186301,296        pp,3.75,"29,848",1954,"Jun 22, 1992",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I read this famous novel a long time ago in college and thought it was very funny. This time through I thought it was amusing but not out-loud funny uI read this famous novel a long time ago in college and thought it was very funny. This time through I thought it was amusing but not out-loud funny until the last third or so, so my memory is confirmed. I'm glad I re-read it. It holds up very well, like Catcher In The Rye....more",Notes are private!,0,0,1,"Jun 17, 2016","Jun 20, 2016","Jun 17, 2016",,Paperback,view (with text),/book/show/395182.Lucky_Jim
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Quick and the Dead,"Williams, Joy",0375727647,9780375727641,0375727647,320        pp,3.90,"2,254",2000,"Jan 08, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'm not sure what it is about Joy Williams that I like so much. To me she is deeply funny. She's also very smart, very serious, very angry at what we'I'm not sure what it is about Joy Williams that I like so much. To me she is deeply funny. She's also very smart, very serious, very angry at what we've done with the world, and she has a fearless imagination....more",Notes are private!,0,0,1,"Jun 08, 2016","Jun 17, 2016","Jun 08, 2016",,Paperback,view (with text),/book/show/242412.The_Quick_and_the_Dead
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Union Atlantic,"Haslett, Adam*",0385524471,9780385524476,0385524471,320        pp,3.35,"1,910",2010,"Feb 09, 2010",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My problem with this book is that there were no characters I liked much and some I disliked a lot. It's about a greedy, wasteful person who gets his. My problem with this book is that there were no characters I liked much and some I disliked a lot. It's about a greedy, wasteful person who gets his. A lot of other ers liked the prose but I thought it was okay at best and sometimes labored....more",Notes are private!,0,0,1,"Jun 08, 2016","Jun 08, 2016","Jun 08, 2016",,Hardcover,view (with text),/book/show/6488598-union-atlantic
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Strangers in the House,"Simenon, Georges",1590171942,9781590171943,1590171942,194        pp,3.71,"1,436",1940,"Oct 24, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I can see why Simenon was so popular in his time. His output is astonishing. There's an assemblage of interesting characters in a good plot that unravI can see why Simenon was so popular in his time. His output is astonishing. There's an assemblage of interesting characters in a good plot that unravels in crisp fashion that I associate with the French. ...more,Notes are private!,0,1,1,Jun 2016,"Jun 08, 2016","Jun 01, 2016",,Paperback,view (with text),/book/show/15672.The_Strangers_in_the_House
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dark Side: The Inside Story of How the War on Terror Turned Into a War on American Ideals,"Mayer, Jane",0385526393,9780385526395,0385526393,392        pp,4.18,"4,469","Jul 15, 2008","Jul 15, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A very good examination of the Bush administration's conduct in dealing with prisoners in the ongoing ""War on Terrorism."" The title says it all. We heA very good examination of the Bush administration's conduct in dealing with prisoners in the ongoing ""War on Terrorism."" The title says it all. We hear all the time how we are a nation of ""laws, not men"" and this book shows why that is so important. The ""men"" took over during this period and we and a lot of the rest of the world, not to mention most of those still in Guantanamo, are living with the consequences. While I knew it abstractly this book provides examples of our countrymen who were about as bad as bad people anywhere and that includes the Nazis. They didn't go as far but I get the feeling that they might have if they hadn't, finally, been stopped....more",Notes are private!,0,0,1,"May 21, 2016",Jun 2016,"May 21, 2016",,Hardcover,view (with text),/book/show/3280003-the-dark-side
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Door,"Szabó, Magda",1843431939,9781843431930,1843431939,262        pp,4.10,"27,089",1987,"Aug 23, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 17, 2016","May 17, 2016","May 17, 2016",,Paperback,view,/book/show/497499.The_Door
