,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Patricia's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
659,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"No! I Don't Want to Join a Book Club: Diary of a Sixtieth Year        (Marie Sharp, #1)","Ironside, Virginia",0452289238,9780452289239,0452289238,240        pp,3.13,"2,709",2006,"Mar 25, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 02, 2023",,Paperback,view,/book/show/3015207-no-i-don-t-want-to-join-a-book-club
660,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In a Book Club Far Away,"Marcelo, Tif*",1643858882,9781643858883,1643858882,385        pp,3.52,"6,555","Apr 06, 2021","Apr 06, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 01, 2023",,Hardcover,view,/book/show/57330219-in-a-book-club-far-away
661,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Twisted Love Story,"Downing, Samantha*",0593101006,9780593101001,0593101006,390        pp,3.22,"9,520","Jul 18, 2023","Jul 18, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 01, 2023",,Hardcover,view,/book/show/52379875-a-twisted-love-story
662,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bookshop of Secrets,"Rushmeyer, Mollie",1335426213,9781335426215,1335426213,347        pp,3.75,"1,714",Oct 2022,"Oct 25, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 01, 2023",,Paperback,view,/book/show/60374848-the-bookshop-of-secrets
663,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Mystery Guest        (Molly the Maid, #2)","Prose, Nita*",0593356187,9780593356180,0593356187,293        pp,3.87,"63,807","Nov 28, 2023","Nov 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 01, 2023",,Hardcover,view,/book/show/157062582-the-mystery-guest
664,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bookseller's Daughter,"Sacerdoti, Daniela*",1803146400,,B0BZSXFFZ7,244        pp,4.29,743,unknown,"Jun 27, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 30, 2023",,Kindle Edition,view,/book/show/123891093-the-bookseller-s-daughter
665,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Adrift,"Hunter, M.A.",1805495372,9781805495376,B0BTVFYRK7,312        pp,3.83,"1,033","May 04, 2023","May 04, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 30, 2023",,Kindle Edition,view,/book/show/110779892-adrift
666,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Not a Happy Family,"Lapena, Shari*",1984880551,9781984880550,1984880551,349        pp,3.80,"169,273","Jul 27, 2021","Jul 27, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really like this Author. I've read several of her books. They're all mystery/thrillers which are my favorite. This book was an easy and quick read aI really like this Author. I've read several of her books. They're all mystery/thrillers which are my favorite. This book was an easy and quick read and I could not put it down I was so enthralled with the story. It kept changing and you never knew ""who did it"". She also uses short chapters which I love because to me, it's easier to keep reading and reading. It's a story about a wealthy family and the parents are murdered leaving three adult children to fight over their estate and the police to investigate what happened. There are other family members involved and it seemed to me as I finished the book (and if someone else who read this, has another idea let me know). It seemed that no one was every punished for the crime becaue police had no positive evidence. So, I greatly enjoyed this story and will read more of this author's books....more",Notes are private!,0,21,1,"Jun 30, 2023","Jul 02, 2023","Jun 30, 2023",,Hardcover,view (with text),/book/show/56366617-not-a-happy-family
667,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Firm        (The Firm, #1)","Grisham, John*",0385319053,9780385319058,0385319053,448        pp,4.24,"90,468","Feb 01, 1991","Sep 08, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 30, 2023",,Paperback,view,/book/show/1941607.The_Firm
668,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lost Summers of Newport,"Williams, Beatriz*",,,B09JGHF558,352        pp,3.72,"19,523","May 17, 2022","May 17, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jun 29, 2023",,Kindle Edition,view,/book/show/59361869-the-lost-summers-of-newport
669,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Queen's Gambit,"Tevis, Walter",,,B07H185G5T,266        pp,4.19,"117,259","Feb 05, 1983","Sep 29, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 26, 2023",,Kindle Edition,view,/book/show/41714396-the-queen-s-gambit
670,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Annie's Day,"Weir, Andy*",,,,3        pp,3.70,"1,756","Aug 08, 2011",Aug 2011,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 26, 2023",,ebook,view,/book/show/23785283-annie-s-day
671,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Intruder,"Hurst, Daniel*",,,B0BF1WC5LS,257        pp,4.03,"4,968","Sep 21, 2022","Sep 21, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 26, 2023",,Kindle Edition,view,/book/show/62121154-the-intruder
672,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Thrust,"Yuknavitch, Lidia*",0525534903,9780525534907,0525534903,352        pp,3.54,"1,968","Jun 28, 2022","Jun 28, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 26, 2023",,Hardcover,view,/book/show/59089701-thrust
673,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Men: A Novel,"Kielland, Victoria",1662601921,9781662601927,1662601921,208        pp,3.13,"1,134",2021,"Jun 27, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 26, 2023",,Hardcover,view,/book/show/72377775-my-men
674,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Broken Light,"Harris, Joanne*",1639364714,9781639364718,1639364714,432        pp,3.90,"2,445","May 11, 2023","May 09, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 26, 2023",,Hardcover,view,/book/show/63362019-broken-light
675,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Quiet Tenant,"Michallon, Clémence*",0593534646,9780593534649,,303        pp,3.88,"66,391","Jun 20, 2023","Jun 20, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 24, 2023",,Hardcover,view,/book/show/61897971-the-quiet-tenant
676,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Obsessed        (Michael Bennett, #15)","Patterson, James*",0316499579,9780316499576,0316499579,384        pp,4.19,"16,442","Jul 06, 2023","Jul 10, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 23, 2023",,Hardcover,view,/book/show/63251779-obsessed
677,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lone Women,"LaValle, Victor",052551208X,9780525512080,052551208X,285        pp,3.73,"24,666","Mar 28, 2023","Mar 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 22, 2023",,Hardcover,view,/book/show/60460704-lone-women
678,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Five-Star Weekend,"Hilderbrand, Elin*",0316259381,9780316259385,B0BQMH4631,400        pp,4.08,"159,243","Jun 13, 2023","Jan 13, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 22, 2023",,Kindle Edition,view,/book/show/62921348-the-five-star-weekend
679,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tom Lake,"Patchett, Ann",0063327546,9780063327542,,320        pp,4.04,"241,290","Aug 01, 2023","Aug 01, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 21, 2023",,ebook,view,/book/show/63241105-tom-lake
680,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Where Echoes Die,"Gould, Courtney*",1250825792,9781250825797,1250825792,352        pp,3.62,"1,451","Jun 20, 2023","Jun 20, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 21, 2023",,Hardcover,view,/book/show/59808315-where-echoes-die
681,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Looking Glass Sound,"Ward, Catriona*",1250860024,9781250860026,1250860024,342        pp,3.51,"9,888","Aug 08, 2023","Aug 08, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 21, 2023",,Hardcover,view,/book/show/60784412-looking-glass-sound
682,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Those Empty Eyes,"Donlea, Charlie*",1496727177,9781496727176,1496727177,368        pp,4.21,"25,483","Mar 28, 2023","Mar 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 21, 2023",,Hardcover,view,/book/show/62984900-those-empty-eyes
683,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lost Dressmaker of Paris,"Fortin, Suzanne",1471412164,9781471412165,B0BNKXBVTB,355        pp,4.41,"1,246","Jul 11, 2023","Jul 11, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 20, 2023",,Kindle Edition,view,/book/show/63910514-the-lost-dressmaker-of-paris
684,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Edge of Sleep,"Emanuel, Jake",,,B0B9KVCV7X,304        pp,3.51,844,"Jun 20, 2023","Jun 20, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 20, 2023",,Kindle Edition,view,/book/show/62192950-the-edge-of-sleep
685,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vita and the Birds,"Crosby, Polly*",0008550654,9780008550653,,384        pp,4.08,246,unknown,"Jul 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 20, 2023",,Paperback,view,/book/show/75531801-vita-and-the-birds
686,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The 23rd Midnight        (Women’s Murder Club, #23)","Patterson, James*",,,B0BHF4TWBX,unknown,4.38,"28,243","Mar 02, 2023","May 01, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 20, 2023",,Audible Audio,view,/book/show/170728186-the-23rd-midnight
687,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lost Bookshop,"Woods, Evie*",0008609209,9780008609207,,448        pp,4.16,"66,841","Jan 24, 2024","Jun 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 19, 2023",,ebook,view,/book/show/142040867-the-lost-bookshop
688,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fall,"Macmillan, Gilly*",1529135389,9781529135381,1529135389,400        pp,3.71,"10,143","May 25, 2023","May 25, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 19, 2023",,Hardcover,view,/book/show/62084692-the-fall
689,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Circle of Death: A Shadow Thriller,"Patterson, James*",1538711109,9781538711101,1538711109,368        pp,3.55,"2,276",unknown,"Jul 03, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 18, 2023",,Paperback,view,/book/show/63251897-circle-of-death
690,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Line in the Sand,"Powers, Kevin",0316507121,9780316507127,0316507121,357        pp,3.90,"1,814","May 16, 2023","May 16, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 17, 2023",,Hardcover,view,/book/show/62315616-a-line-in-the-sand
691,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Killing Moon        (Harry Hole, #13)","Nesbø, Jo*",1787303780,9781787303782,1787303780,490        pp,4.22,"17,135","Aug 30, 2022","May 25, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 17, 2023",,Hardcover,view,/book/show/62698544-killing-moon
692,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Should Have Seen It Coming: From Reagan to Trump--A Front-Row Seat to a Political Revolution,"Seib, Gerald F.",0593135172,9780593135174,0593135172,320        pp,4.02,258,"Aug 25, 2020","Sep 14, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 16, 2023",,Paperback,view,/book/show/58214312-we-should-have-seen-it-coming
693,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,House of Bathory,"Lafferty, Linda*",1477858644,9781477858646,B00C7CRYSK,486        pp,3.56,"3,990","Jan 14, 2014","Jan 07, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 16, 2023",,Kindle Edition,view,/book/show/18165412-house-of-bathory
694,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Space Between,"Ready, Sarah*",1954007531,9781954007529,B0BTB71XHN,540        pp,4.39,"1,566","Jul 25, 2023","Jul 25, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 16, 2023",,Paperback,view,/book/show/122781033-the-space-between
695,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Zero Days,"Ware, Ruth*",1982155299,9781982155292,1982155299,356        pp,3.66,"75,072","Jun 20, 2023","Jun 20, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 16, 2023",,Hardcover,view,/book/show/62919765-zero-days
696,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Puzzle Master,"Trussoni, Danielle*",0593595297,9780593595299,,362        pp,3.33,"6,074","Jun 13, 2023","Jun 13, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 16, 2023",,Hardcover,view,/book/show/62121610-the-puzzle-master
697,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Pink Lemonade Cake Murder        (Hannah Swensen, #29)","Fluke, Joanne*",1496736117,9781496736116,1496736117,290        pp,3.36,"5,687","Jul 25, 2023","Jul 25, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 15, 2023",,Hardcover,view,/book/show/61193069-pink-lemonade-cake-murder
698,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dirt Creek,"Scrivenor, Hayley*",1250834759,9781250834751,1250834759,336        pp,3.84,"13,457","May 31, 2022","Aug 02, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 15, 2023",,Hardcover,view,/book/show/58724773-dirt-creek
699,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Midnight News,"Baker, Jo*",0593534972,9780593534977,0593534972,322        pp,3.72,"1,156","Mar 28, 2023","May 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 15, 2023",,Hardcover,view,/book/show/61965434-the-midnight-news
700,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sphere,"Crichton, Michael",0333452984,9780333452981,0333452984,385        pp,3.83,"185,881",1987,1987,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 15, 2023",,Hardcover,view,/book/show/1930374.Sphere
701,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Good Doctor,"Payne, Jessica*",1837902569,9781837902569,B0C3R199YN,382        pp,4.03,"1,383","Jun 14, 2023","Jun 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jun 15, 2023",,Kindle Edition,view,/book/show/142424762-the-good-doctor
702,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An American Beauty,"Abe, Shana*",1496739426,9781496739421,1496739426,352        pp,4.18,"12,446","Apr 25, 2023","Apr 25, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 14, 2023",,Paperback,view,/book/show/61341955-an-american-beauty
703,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An Officer and a Spy,"Harris, Robert*",0385349580,9780385349581,0385349580,429        pp,4.21,"28,185","Sep 26, 2013","Jan 28, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 14, 2023",,Hardcover,view,/book/show/18007532-an-officer-and-a-spy
704,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Small Mercies,"Lehane, Dennis*",140871907X,9781408719077,B0BJZS8ZV3,320        pp,4.31,"43,551","Apr 25, 2023","Apr 25, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 13, 2023",,Kindle Edition,view,/book/show/74828217-small-mercies
705,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Daniel,"Yocum, Keith*",,,B0036FTGL0,308        pp,3.87,310,"Nov 10, 2009",Aug 2017,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 12, 2023",,Kindle Edition,view,/book/show/35963018-daniel
706,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Slow Horses,"Herron, Mick",1473674182,9781473674189,1473674182,328        pp,3.99,"44,567","Jun 01, 2010","Jan 01, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really wanted to read this book and did finish it but the first half of the book was very hard for me. This is a book that has an Apple TV+ series bI really wanted to read this book and did finish it but the first half of the book was very hard for me. This is a book that has an Apple TV+ series based on it and it looks really good so I wanted to read the book before I started the series. LIke I said, the first half of the book was very hard for me. The book is not long, but the chapters are, and in the beginning it's hard to get into the main story because the author is telling us everything going on with all the characters. The ""slow horses"" work at Slough House which is where spys who have gotten in trouble are sent to work. They are easily bored because they don't do much but look at paper and computer. Someone in the group plans a crime and it's a hoax but it takes everyone a while to figure this out. The story got pretty good in the second half, I guess because we were already introduced to all the characters involved. I will try another book in this series and see if I enjoy it more....more",Notes are private!,0,17,1,"Jun 12, 2023","Jun 18, 2023","Jun 12, 2023",,Paperback,view (with text),/book/show/36669962-slow-horses
707,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Killingly,"Beutner, Katharine*",164129437X,9781641294379,164129437X,360        pp,3.42,"1,086","Jun 06, 2023","Jun 06, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 11, 2023",,Hardcover,view,/book/show/62363042-killingly
708,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Party,"Mackintosh, Clare*",1728269849,9781728269849,1728269849,482        pp,3.78,"36,886","Aug 04, 2022","Jul 11, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 11, 2023",,Paperback,view,/book/show/71456250-the-last-party
709,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lottery,"Wood, Patricia*",0399154493,9780399154492,0399154493,320        pp,3.89,"9,181","Aug 02, 2007","Aug 02, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 10, 2023",,Hardcover,view,/book/show/759175.Lottery
710,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Whispers,"Audrain, Ashley*",1984881698,9781984881694,1984881698,336        pp,3.84,"59,681","Jun 06, 2023","Jun 06, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 10, 2023",,Hardcover,view,/book/show/63222079-the-whispers
711,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret Life of Bees,"Kidd, Sue Monk*",1101010967,9781101010969,,336        pp,4.09,"1,291,126","Nov 08, 2001","Jan 01, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,16,1,not set,not set,"Jun 10, 2023",,ebook,view,/book/show/7935194-the-secret-life-of-bees
712,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Other Princess,"Bryce, Denny S.*",0063144123,9780063144125,0063144123,448        pp,4.02,893,"Oct 03, 2023","Oct 03, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 09, 2023",,Paperback,view,/book/show/75668265-the-other-princess
713,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Falling,"Newman, T.J.*",1797128221,9781797128221,,9        pp,3.87,"76,574","Jul 06, 2021","Jul 06, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jun 09, 2023",,Audiobook,view,/book/show/56181020-falling
714,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Town Called Solace,"Lawson, Mary",1784743925,9781784743925,1784743925,302        pp,4.03,"24,238",2021,"Feb 18, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 09, 2023",,Hardcover,view,/book/show/53328334-a-town-called-solace
715,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crying in H Mart,"Zauner, Michelle",1984898957,9781984898951,1984898957,239        pp,4.27,"417,013","Apr 20, 2021","Mar 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 09, 2023",,Paperback,view,/book/show/75668238-crying-in-h-mart
716,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,And Then He Fell,"Hewitt, Kate*",1474034659,,B00VEEZ7Y0,319        pp,4.21,"2,485","Jun 01, 2015","Jun 01, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 08, 2023",,Kindle Edition,view,/book/show/25486341-and-then-he-fell
717,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crow Mary,"Grissom, Kathleen*",1476748470,9781476748474,1476748470,348        pp,4.34,"7,398","Jun 06, 2023","Jun 06, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 08, 2023",,Hardcover,view,/book/show/62918680-crow-mary
718,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Man Who Died Twice        (Thursday Murder Club, #2)","Osman, Richard",0241425425,9780241425428,0241425425,423        pp,4.38,"222,238","Sep 16, 2021","Sep 16, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 07, 2023",,Hardcover,view,/book/show/56322957-the-man-who-died-twice
