,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,J.M.'s rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
28,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Hunger Games        (The Hunger Games, #1)","Collins, Suzanne",0439023483,9780439023481,0439023483,374        pp,4.34,"8,666,967","Sep 14, 2008","Oct 14, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Hunger Games was recommended to me by someone who enjoyed Twilight – “it’s really good, Dad” – so imagine my surprise when Suzanne Collins’s cominThe Hunger Games was recommended to me by someone who enjoyed Twilight – “it’s really good, Dad” – so imagine my surprise when Suzanne Collins’s coming-of-age-while-under-duress novel turned out to be the best book I’ve read in the past year.STORYIn the post-apocalyptic nation of Panem, an annual tournament is held in which two dozen teenagers must fight to the death. All citizens of this dictatorship are forced to watch the prolonged spectacle – often lasting for weeks – on live TV. I expected the motivations behind this premise to be silly, but, in fact, the leadership of the country used a brutal logic in devising these games, and one I totally bought into.Contestants are chosen by lottery, and in this starving world, teenagers must acquire lottery tickets in order to obtain the meager rations of food needed to keep their families alive. (Let me just say here, that although this is perhaps the most depressing premise I’ve ever read, the story itself is uplifting, if anything. Don’t be put off by this.) When sixteen-year-old (or seventeen . . . it isn’t important) Katniss Everdeen’s twelve-year-old sister is chosen in the lottery, Katniss steps up to take her place. A boy her age, Peeta Mellark, is also chosen from Katniss’s district and a mild, star-crossed romance develops between those two (according to the rules, only one of the twenty-four contestants can survive). However, most of this story’s focus is on survival.About a third of this book covers the preparations and ceremony leading to the games, and the other two-thirds cover the tournament itself. This novel is a stay-up-till 2AM page turner from start to finish.VOICEThe novel is written in first person, present tense narrative. You won’t find a lot of dialogue, but the pace is swift and the story gripping. The author provides enough information to pull you into every scene. She paints a good picture, but doesn’t go overboard. I believe I might read another of her novels just for her voice alone.CHARACTERIZATIONCharacterization is outstanding. We come to learn everything about Katniss during this tournament and, through her eyes, the many other contestants in the tournament, the organizers, and her supporters. These are all unique, interesting characters. Katniss is a great heroine – likeable from the first page and rising to something approaching sainthood by the end....more",Notes are private!,0,0,1,not set,"Jan 31, 2011","Feb 06, 2011",,Hardcover,view (with text),/book/show/2767052-the-hunger-games
29,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cattitude,"Ramer, Edie*",0985643730,9780985643737,B0040ZN224,307        pp,3.81,181,"Aug 25, 2010","Aug 25, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Edie Ramer’s debut novel, Cattitude is a clever, sometimes laugh-out-loud story about a woman and cat who change bodies. Two untidy romances follow onEdie Ramer’s debut novel, Cattitude is a clever, sometimes laugh-out-loud story about a woman and cat who change bodies. Two untidy romances follow on the heels of the transformation. Cat turned woman falls for her owner, and woman turned cat falls for a little girl with a heart of gold and a deep longing for . . . you guessed it . . . a cat! A gun wielding killer and gold-digging floozy add just enough danger and conflict to carry the story nicely from start to finish.As a snobbish reader who goes for literary novels written mostly by brooding men, I found myself enjoying this crazy story. The side characters tend to be shallowly drawn, and the villains are cartoonishly evil, but the writing is a cut above and the reading is downright fun. Look for a different novel if you want to read introspective reflections by heroes and heroines whose scientific definition of the world has been proven wrong by an impossible supernatural occurrence. Pick this one up and read it cover to cover if you love cats that’ll do anything for a can of tuna.Edie has come up with a pet rock of a book here. I hope she goes and talks to PetSmart, because this novel ought to fly off the shelves of every pet store in America, not to mention the more traditional places where people sometimes wander for a good read and a hot cup of coffee. ...more",Notes are private!,0,0,1,not set,"Nov 07, 2010","Nov 07, 2010",,Kindle Edition,view (with text),/book/show/9165265-cattitude
30,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Passage        (The Passage, #1)","Cronin, Justin*",0345504968,9780345504968,0345504968,784        pp,4.04,"211,984","Jun 08, 2010","Jun 08, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"In The Passage, Justin Cronin has taken the zombie, vampire and apocalypse themes and ingeniously blended them together in one long novel -- the firstIn The Passage, Justin Cronin has taken the zombie, vampire and apocalypse themes and ingeniously blended them together in one long novel -- the first in a trilogy, actually. Cronin is a literary writer, and his voice would be a draw even in a lesser story, but this tale is movie-worthy.The first quarter of the book covers the events leading up to an apocalypse. That opening is a good story in itself with engaging characters, and the leap in storyline to ninety years later is jarring, as some ers have complained. A new set of characters is introduced, and for a while there, I had trouble getting into them. Eventually, two or three of them did draw me in. If you like post-apocalyptic stories, you'll love the world Cronin has created and his decription of how the survivors have managed to stay alive.All in all, I found the novel quite engaging and loved the prose.Joe ...more",Notes are private!,0,0,1,not set,"Sep 30, 2010","Sep 30, 2010",,Hardcover,view (with text),/book/show/6690798-the-passage
31,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Murder Behind The Closet Door: The Wildwood Murder Mystery Ghost Story,"Pinto, Christopher*",1451593325,9781451593327,1451593325,424        pp,3.80,41,"Apr 10, 2010","Apr 10, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Murder Behind the Closet Door is an interesting combination of the paranormal and mystery genres with the added twist that the story takes place over Murder Behind the Closet Door is an interesting combination of the paranormal and mystery genres with the added twist that the story takes place over thirty years ago. That last aspect greatly enhanced my enjoyment. So many changes to society and technology have occurred in the past three decades, reading this book was like traveling through a time capsule to a far earlier age.This novel is a throwback in several respects and, in fact, resembles 1970s fiction, thus matching the era of the story. The book is thick, around 600 pages, and doesn’t have a lot of white on its pages. The narration isn’t quite omniscient, but there is quite a lot of head hopping from one character’s point of view to another. I was a bit put off by that initially, mainly because I’m no longer used to reading that style. The dialogue also threw me at first. All of it sounds realistic, but perhaps a bit too much so. Many of today’s novels limit dialogue to only that which advances the plot. The characters in this story sometimes talk for the sake of talking, just as we all do.While many readers will enjoy author Chris Pinto’s story, what I like most is his literary-quality descriptiveness. I was pulled into each scene, forgetting my own surroundings as I wandered from one of his haunted locales to the next.  ...more",Notes are private!,0,1,1,not set,"Jul 28, 2010","Jul 26, 2010",,Paperback,view (with text),/book/show/8662242-murder-behind-the-closet-door
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Big Short: Inside the Doomsday Machine,"Lewis, Michael",0393072231,9780393072235,0393072231,264        pp,4.30,"160,272","Mar 15, 2010","Mar 15, 2010",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I’ve read and enjoyed other Michael Lewis books, but this one disappointed me. He’s a great writer, and his ability to bring characters alive on the pI’ve read and enjoyed other Michael Lewis books, but this one disappointed me. He’s a great writer, and his ability to bring characters alive on the page kept me at least vaguely interested until the end. However, the story was often confusing and sometimes redundant. How many times did we have to read that the principals of Cornwall Capital wanted someone to prove them wrong? Meanwhile, I would have appreciated more explanation of how the subprime lending market got so out of control. Who was writing all of these loans, banks or brokers? Was subprime just a tiny portion of the overall mortgage market, or did it become the major piece of it? And what about all of those empty condos now littering America’s landscape? They were a major factor in the housing crash, but I don’t remember seeing the word condo anywhere in this book. An inside look at one of the mortgage originators would have been helpful. Also, with Lewis’s credentials, I can’t believe he couldn’t have gotten somebody at Moody’s or S&P to explain what was going on behind the scenes of the regulators. I don’t like reading suggestions of idiocy and corruption without at least a hint of a smoking gun. The research behind this book seemed rushed and therefore skimpy....more",Notes are private!,0,0,1,not set,"Jun 05, 2010","Jun 07, 2010",,Hardcover,view (with text),/book/show/6463967-the-big-short
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Nominal Theory of Good Art,"McCauley, William",,,B003EEN0R4,334        pp,4.12,8,"Jul 01, 2010",unknown,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Nominal Theory of Good Art presents the congruent tales of Wally, a middle-aged-man who evolves into an astonishing artist, and Charles, a failingThe Nominal Theory of Good Art presents the congruent tales of Wally, a middle-aged-man who evolves into an astonishing artist, and Charles, a failing, wreck of a painter who evolves into a human being. This satire about the suppression of individualism and genius bears the closest resemblance to an Ayn Rand novel I've ever seen. Her fans should flock to it, but let's not stop there. William McCauley has just the kind of fresh, crisp and efficient voice a majority of readers should love.The only sour note I found in this novel was McCauley's tendency to sketch antagonists as caricatures. If he can get past that, this writer is capable of putting together a truly great novel. Meanwhile, I loved the story and even learned a bit about art in the process. In addition a subplot involving the meaning behind this book's title proved to be an interesting and delightful hook. As a writer, I certainly identified with the concept that quality often takes a back seat to celebrity in determining the success of a book or painting....more",Notes are private!,0,0,1,not set,"May 30, 2010","May 30, 2010",,Kindle Edition,view (with text),/book/show/8264561-the-nominal-theory-of-good-art
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lonely Polygamist,"Udall, Brady",0393062627,9780393062625,0393062627,602        pp,3.52,"15,305","May 03, 2010","May 03, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Anyone who likes watching Big Love or enjoys a long, engrossing novel would love The Lonely Polygamist. The story is about a polygamist family with foAnyone who likes watching Big Love or enjoys a long, engrossing novel would love The Lonely Polygamist. The story is about a polygamist family with four wives and two dozen children. It is presented from the husband's point of view, his youngest wife's point of view and one child's point of view. I found this bittersweet novel a lot more realistic than Big Love. It isn't necessary to contrive conflicts for a story like this. Throw that many people together and the conflicts come naturally. In addition to the story about the family, there's a fascinating chapter about the nuclear testing in Nevada during the 1950's and the unexpected health effects it had on nearby settlements. Brady Udall is a brilliant writer. I'll definitely be reading more of his stuff. ...more",Notes are private!,0,1,1,not set,"May 12, 2010","May 12, 2010",,Hardcover,view (with text),/book/show/6944566-the-lonely-polygamist
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tinkers,"Harding, Paul",1934137197,9781934137192,1934137197,192        pp,3.41,"35,431","Jan 01, 2009","Jan 01, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An old man, lying on his deathbed, somehow remembers the highlights of not just his life but that of his father’s. Paul Harding’s beautifully-written An old man, lying on his deathbed, somehow remembers the highlights of not just his life but that of his father’s. Paul Harding’s beautifully-written book has received high praise from many readers. What I liked most were the glimpses of a forgotten age, when the only mode of transportation was by horse or on foot, when epilepsy was mistaken for mental illness and could get a man committed to an asylum, when poverty was common, but people took their hand-to-mouth existence in stride, and when the grid was so highly localized, a man could simply walk away from one life and start another in a different town under a new name. I’ve seen movies and read other books taking place during this period, but I’ve never felt as drawn in as I did when reading Tinkers.Joe...more",Notes are private!,0,0,1,not set,"Apr 27, 2010","Apr 27, 2010",,Hardcover,view (with text),/book/show/4957350-tinkers
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Girl with the Dragon Tattoo        (Millennium, #1)","Larsson, Stieg",0670069019,9780670069019,,480        pp,4.17,"3,182,834",Aug 2005,"Sep 23, 2008",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Wading through Stieg Larsson’s Girl With the Dragon Tattoo was one tough slog. Early in the book, he threw too many characters at me, all with the samWading through Stieg Larsson’s Girl With the Dragon Tattoo was one tough slog. Early in the book, he threw too many characters at me, all with the same last name, most of whom didn’t matter much. This fit his narrative style -- telling rather than showing -- since much of the telling didn’t matter either. The hero went to his cottage and made himself two liver sausage and pickle sandwiches. Yippee! This is a best seller?I realize The Girl With the Dragon Tattoo is a translated novel, but the sheer drudgery of the tale was no fault of the translator. The book started out at a crawl, got somewhat interesting in the middle, but tailed off badly after the hero solved the mystery of what happened to a victim in the 60’s (which I had figured out by about page thirty). Lisbeth Salandar, the heroine, was one of my biggest disappointments. Many ers liked her. I wanted to feel empathy for the woman, given her terrible childhood, but I just couldn’t get past her selfish, mean-spirited personality. Also, in a story about the evils of rape, why is the heroine making a living hacking into peoples’ computers and stealing their most intimate secrets?Two stars, and that’s a stretch.Joe ...more",Notes are private!,0,2,1,not set,"Apr 21, 2010","Apr 21, 2010",,Hardcover,view (with text),/book/show/2429135.The_Girl_with_the_Dragon_Tattoo
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Await Your Reply,"Chaon, Dan*",0345476026,9780345476029,0345476026,324        pp,3.54,"15,860","Aug 25, 2009","Aug 25, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Await Your Reply by Dan Chaon is a refreshing departure from the modern day formulaic presentation of a story from scene to scene with little or no baAwait Your Reply by Dan Chaon is a refreshing departure from the modern day formulaic presentation of a story from scene to scene with little or no back story. I started reading novels at a time when authors followed different rules. Readers once had the patience to let the writer take them where he wanted, from present to past and back, melding everything together by page 50 or often later. We're different these days. We want our books to flow like movies. We want to know everything -- goal, motivation and conflict - right away. I enjoyed this throwback.Besides the uniqueness of the timeline presentation, Chaon's book about identity theft and con games is presented through points of view I haven't come across in other novels of this ilk. We see the story through the eyes of victims who are drawn into schemes like moths to flame and whose lives are changed, if not ruined as a result. It's a fascinating perspective . . . and sobering.I loved this novel.Joe...more",Notes are private!,0,0,1,not set,"Apr 06, 2010","Apr 06, 2010",,Hardcover,view (with text),/book/show/6251222-await-your-reply
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Friday Night Club,"Lurie, Jacob Nelson",1439262470,9781439262474,1439262470,360        pp,3.86,35,"Dec 09, 2009","Dec 09, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"If you're looking for a book that shows how superficial we men are, The Friday Night Club by Jacob Nelson Lurie is a good place to start. This is a stIf you're looking for a book that shows how superficial we men are, The Friday Night Club by Jacob Nelson Lurie is a good place to start. This is a story about sex, promiscuity and unfaithfulness, and yes, the characters are shallow. But the book isn't. Light and witty though the presentation may seem, this novel is a deep, introspective look at what distinguishes most of us guys from most of you women.Ladies, we may give lip service to what you want to hear, but put any of us in a wild party or some out-of-town convention locale away from you and we'll forget who you are. When confronted by the least bit of temptation, we're simply not capable of hanging onto whatever emotional bond you think we've established. Davis Robertson, the hero of this story, gradually comes to terms with what a low-life, whoring, unreliable boyfriend/fiancé he's been for most of his adult life, and his character growth is commendable. But I'm sure the sequel will show some backslide. We are what we are.Some of the scenes in this novel could have used a bit more description to help me find my bearings and get grounded. But that's a small price to pay. The Friday Night Club is an excellent character study and satire of the battle between the sexes....more",Notes are private!,0,0,1,not set,"Mar 28, 2010","Mar 28, 2010",,Paperback,view (with text),/book/show/7444145-the-friday-night-club
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Long Way Down,"Hornby, Nick",1594481938,9781594481932,1594481938,368        pp,3.44,"88,014","May 05, 2005","May 02, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A Long Way Down by Nick Hornby is a path-to-redemption story told in unique and authentic voices by two men and two women who meet by chance on the toA Long Way Down by Nick Hornby is a path-to-redemption story told in unique and authentic voices by two men and two women who meet by chance on the top of a building. Their reason for being up there is to jump off and kill themselves. (They don't, of course, or there wouldn’t be a story!) This is a book about suicide, but Hornby manages to make it witty and even laugh-out-loud hilarious at times, without ever being irreverent.Although three of the characters are contemptible and the fourth is pitiful, I developed great empathy for JJ, Maureen, Martin and especially Jess as I read this novel. Not many authors can make me care so much about their characters, and frankly, I didn’t expect it of Hornby. I hated when the story ended. If Nick ever decides to write a sequel, I hope he writes a novel about Jess. A Long Way Down is a work of genius, the second best novel of the dozen I’ve read this year and one I highly recommend. ...more",Notes are private!,0,0,1,not set,"Mar 19, 2010","Mar 19, 2010",,Hardcover,view (with text),/book/show/10073.A_Long_Way_Down
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Let the Great World Spin,"McCann, Colum*",1400063736,9781400063734,1400063736,351        pp,3.95,"104,955","Jun 16, 2009","Jun 23, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Let the Great World Spin is a beautifully written collection of interlocking stories about people whose lives were touched one way or another by an amLet the Great World Spin is a beautifully written collection of interlocking stories about people whose lives were touched one way or another by an amazing event -- Felippe Petit’s famed 1974 tightrope walk between the twin towers of the World Trade Center. Halfway through the book, the idea occurred to me that the theme of each story could be described in one word. So here goes:The Irish monk, Corrigan -- temptationClaire, who lost a son in the Vietnam war -- griefThe passenger in a hit and run incident -- guiltThe tightrope walker -- determinationThe photographer of graffiti tags -- wonderThe computer hackers -- adventureTillie, mother of a prostitute -- remorseSoderberg, the judge who tries the tightrope walker’s case -- resignationGloria, who has lost three sons in the Vietnam war -- valorThe woman who lost Corrigan -- loveJaslyn, who lost her mother many years before -- obligationSometimes the stories are in first person narrative, other times in third. Either way, each voice is unique and authentic, different than the others. This book is a wonderful read. I highly recommend it.Joe...more",Notes are private!,0,3,1,not set,"Mar 10, 2010","Mar 10, 2010",,Hardcover,view (with text),/book/show/5941033-let-the-great-world-spin
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Raiders Night,"Lipsyte, Robert",0060599464,9780060599461,0060599464,232        pp,3.74,409,Aug 2006,"Aug 01, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Raiders Night is an excellent story about a high school football star facing a moral dilemma after a violent hazing incident in the locker room. ConflRaiders Night is an excellent story about a high school football star facing a moral dilemma after a violent hazing incident in the locker room. Conflict and tension build from the first page to the last. Still, I didn’t like the author’s voice, and I doubt I’ll read another of his novels. There was too much telling instead of showing – sometimes page upon page of narrative without any scenes. The dialogue was bland and uninteresting. Characterization was weak (other than the protagonist who was drawn fairly well). Finally, none of the characters were likeable, not even the hero. I’ll give this book three stars based on the strength of the story, but young adults deserve better writing than this. ...more",Notes are private!,0,0,1,not set,"Feb 24, 2010","Feb 24, 2010",,Hardcover,view (with text),/book/show/50055.Raiders_Night
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Juliet, Naked","Hornby, Nick",1594488878,9781594488870,1594488878,406        pp,3.50,"45,410",2009,"Sep 29, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Juliet, Naked, is a witty and surprisingly deep novel about three characters who take tentative steps toward fulfillment after wasting sizable chunks Juliet, Naked, is a witty and surprisingly deep novel about three characters who take tentative steps toward fulfillment after wasting sizable chunks of their lives. Duncan and Annie, a forty-something couple, are nearing the end of a long, loveless relationship. Duncan is the head of an obsessive internet fan club whose greatest passion is an endless loop of speculation about the lyrics and whereabouts of reclusive rock musician, Tucker Crowe. Annie is a museum curator in a nothing town who has settled for dull Duncan and his mind-numbing lifestyle. Tucker Crowe, the third part of this quirky triangle is a rocker who briefly found fame after a single successful album in the 1980’s. He retired shortly after its release. Now in his mid-fifties, Tucker is broke and dependent on affluent ex-girlfriends for room and board. The man has gone through a string of failed relationships and has four children he hardly knows. Only his precocious six-year-old son Jackson lives with him. The two share a close bond. A fight between Duncan and Annie over the quality of a new Tucker Crowe CD triggers a series of events in which each character finds a way out of his or her rut. Duncan leaves Annie for another woman. Annie stumbles into an email correspondence with Tucker Crowe and becomes infatuated with him. Tucker finds himself just as smitten and arranges to meet her in London. He soon escapes with her to her sleepy English town so that he might avoid a reunion with his estranged extended family. When the time comes for Tucker to go back and face the music, he and Annie are reluctant to write off their relationship as yet another dead end.This novel is not without its flaws. None of the protagonists are likeable, and I have difficulty understanding what Annie and Tucker see in each other. Young Jackson is too smart and well-spoken for a six year old. Finally, the story itself feels plodding at times. Still, it’s an easy read and has a much better ending than the straight-forward, happily-ever-after I was expecting. Annie makes a remarkably interesting decision near the end of the book.Juliet, Naked, is right up their with Nick Hornby's High Fidelity and About a Boy. Joe...more",Notes are private!,0,0,1,not set,"Feb 20, 2010","Feb 20, 2010",,Hardcover,view (with text),/book/show/6224826-juliet-naked
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Unnamed,"Ferris, Joshua*",0316034010,9780316034012,0316034010,310        pp,3.33,"8,917","Jan 18, 2010","Jan 18, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Novelist Joshua Ferris had an excellent premise for a story. A hardworking, successful and happily married businessman has his life turned upside downNovelist Joshua Ferris had an excellent premise for a story. A hardworking, successful and happily married businessman has his life turned upside down by a weird mental illness. His legs take on a life of their own, forcing him to walk compulsively until he collapses in an exhausted heap wherever they take him. This malady , waxes and wanes but often continues for weeks or even months at a time. Like the best horror writers, Ferris shadows the menace over the story. Even when things are going well, we know the bad times will return again.I loved the first half of this novel, but the story gradually drained and wore me out, as if I were the one doing the walking. I hated most of the decisions Tim makes, particularly his inability to look beyond his own distress and see the pain endured by his wife Jane and daughter Becca. Those two are admitable characters. I didn't feel that way about him. Perhaps I'm being unfair. Maybe severe mental illness would make anyone self-absorbed. But I wanted to see more effort by Tim to come to terms with the problem and find a way to keep his wife and daughter closer in his life. The man is rich and has options for coping that he never explores. I also disliked Ferris's tendency to introduce various storylines only to neglect and abandon them. In the end, the book left me feeling unsatisfied and depressed. ...more",Notes are private!,0,0,1,not set,"Feb 14, 2010","Feb 14, 2010",,Hardcover,view (with text),/book/show/6422678-the-unnamed
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Swimming,"Keegan, Nicola",0307269973,9780307269973,0307269973,305        pp,3.16,"1,175","Jan 01, 2009","Jul 14, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This beautiful book evoked every emotion I have, but what I loved most was the author's genius for getting deeply into her heroine's character. She prThis beautiful book evoked every emotion I have, but what I loved most was the author's genius for getting deeply into her heroine's character. She presented Mena's point of view from a variety of unique angles, all with an authentic feel, beginning with the very first chapter when I saw the world through an infant's eyes.While on one level, Swimming can be summarized as the rise and fall of an Olympic champion, it's really a story about a dysfunctional girl from a dysfunctional family. Tragedy may have gotten them that way, but they seemed at least borderline maladjusted even before death reared its ugly head. And really, aren't we all dysfunctional to a greater or lesser degree? That lesson, learned by Mena at the end of the book, is a good one for all of us to remember. Being a little bit crazy is okay. In fact, it's normal....more",Notes are private!,0,0,1,not set,"Feb 11, 2010","Feb 11, 2010",,Hardcover,view (with text),/book/show/6048825-swimming
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Beautiful Creatures        (Caster Chronicles, #1)","Garcia, Kami*",0316042676,9780316042673,0316042676,563        pp,3.77,"599,480","Dec 01, 2009","Dec 01, 2009",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I downloaded Beautiful Creatures to my kindle, because I thought boy meets girl who turns out to be a witch might be a refreshing change from girl meeI downloaded Beautiful Creatures to my kindle, because I thought boy meets girl who turns out to be a witch might be a refreshing change from girl meets boy who turns out to be a vampire. If you want to cut to the chase and avoid reading the rest of this , let me just say I’ll never again buy a book solely on the basis of favorable Amazon reader feedback.The central conflict in this story involves an ancient curse threatening to turn the young witch Lena into a dark and evil little soul on her sixteenth birthday. For any of you who believe hell is populated by all of the fun people, this is hardly a page-turning threat. In fact, the girl’s former best friend turned dark a year earlier, and she seems to be having the time of her life! Nevertheless, Lena frets, mopes and whines about her fate throughout the story, while Ethan, her wimpy boyfriend, helps search for an antidote in the thousands-of-pages-long Book of Moons.Beautiful Creatures seemed thousands of pages long, too! I feel deserving of a prize for finishing it. The authors sprinkle present-tense words throughout their past-tense narrative, constantly scraping their fingernails against the chalkboard of my mind. I tried to look past this flaw and enjoy the reading experience, but weak writing kept pulling me out of the story. The hero, Ethan, seldom shows a physical or emotional response to anything. Two major secondary characters are vaguely drawn and wildly inconsistent in their motives and behavior. The remaining characters are portrayed as stereotypical snobbish cheerleaders, dumb jocks or clueless adults. This book comes across as a first or early second draft badly in need of polishing. Where was the editor? I’ll admit the paranormal elements of this story are fascinating at times and the ending is strong. I gave the novel two stars instead of one for those reasons. Joe...more",Notes are private!,0,0,1,not set,"Feb 05, 2010","Feb 05, 2010",,Hardcover,view (with text),/book/show/6304335-beautiful-creatures
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Then We Came to the End,"Ferris, Joshua*",0316016381,9780316016384,0316016381,387        pp,3.46,"35,201",2007,"Mar 01, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I knew from other s that Then We Came to the End was one of those love it or hate it novels. I do like comedies, particularly about people’s jobI knew from other s that Then We Came to the End was one of those love it or hate it novels. I do like comedies, particularly about people’s jobs, so I took a chance and downloaded the book to my Kindle. I'm glad I did. This novel is often as funny and entertaining as the best episodes of The Office.Nevertheless, what really won me over had nothing to do with comedy. In the middle of the book, writer Josh Ferris departs from his quirky, first person plural narrative to present a fascinating and highly emotional portrait of a woman in crisis. The passage is so moving, I dreamed about the woman the night after reading it. I’m sure it will stick with me for some time.Great book and easy read. I highly recommend it.Joe...more",Notes are private!,0,0,1,not set,"Jan 27, 2010","Jan 27, 2010",,Hardcover,view (with text),/book/show/97782.Then_We_Came_to_the_End
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Zero,"Walter, Jess",0060898658,9780060898656,0060898658,336        pp,3.51,"2,761",2006,"Aug 29, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Political satire isn’t Jess Walter’s strong suit. The characters in this story are cartoonish mayors, police investigators and spies, none of whom arePolitical satire isn’t Jess Walter’s strong suit. The characters in this story are cartoonish mayors, police investigators and spies, none of whom are believable. In addition, Walter pokes fun at the post-911 authorities while ignoring that every one of us had become swept up in rampant patriotism and paranoia at the time. Remember being inspired by some of Bush’s overly simplistic speeches? Remember using gloves to open your mail? I suppose by the time Walter wrote this novel, we had all calmed down and started realizing the country was run by idiotic zealots, so he aimed his satire in the direction we were all beginning to point rather than at the American population at large. Still, I thought his shots at Giuliani were unfair (the mayor is never mentioned by name or even referred to as mayor, but the identity of The Boss is obvious). Rudy is presented as a publicity hound, whore monger, buffoon and advocate of the goofy idea that all the paper strewn from the collapsing towers must be gathered and organized for things to be set right. Some or all of that may be true, but one must remember the strength we all drew from Giuliani’s calming, self-assured personage during the terrible days after the attacks. A second flaw I had with this novel is the recurring joke that becomes overused and tiresome. Brian Remy, the hero, suffers memory gaps and often asks questions such as why am I here? or what does this mean? These questions are always misinterpreted by those around him as words of wisdom or challenges to strive more steadfastly toward some goal. We’re not talking about just one or two instances, either. This happens dozens of times throughout the book, reminding me of an eight-year old who tells the same funny story over and over again until long after the humor has been wrung out of it. Okay, so why would I give such a flawed presentation three stars? The writing is brilliant, and I was completely drawn in by the POV of a man suffering from a split personality. We only see one of the two people sharing his brain – the man who is confused and trying to piece together the damage done by his other half. This POV allows Walter to tease the reader with mystery throughout the book. Also, although most characters in the story are one-dimensional parodies, I fell in love with the portrait of Remy’s girlfriend April who struggles to hold herself together after losing a husband and sister to the carnage. Finally, being somewhat of a conspiracy theorist, the subplot about a woman possibly receiving advance warning of the attacks heightened my enjoyment of the novel. ...more",Notes are private!,0,4,1,not set,"Jan 22, 2010","Jan 23, 2010",,Hardcover,view (with text),/book/show/22195.The_Zero
