,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Tundra's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
905,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Familiars,"Halls, Stacey",1785769367,9781785769368,1785769367,432        pp,3.88,"46,118","Feb 07, 2019","Feb 28, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"2 1/2 stars. The historical aspect of impoverished women and those who practiced traditional herbal healing being victimised and called witches withou2 1/2 stars. The historical aspect of impoverished women and those who practiced traditional herbal healing being victimised and called witches without any means of defence created an intriguing backdrop for this novel but the main character, Fleetwood, didn’t work for me. She felt like she had been given a modern sensibility (feminism) mashed together with a more traditional historical portrayal which made it difficult for me to see her as a woman of her times. ...more",Notes are private!,0,3,1,"Jun 04, 2019","Jun 06, 2019","Jun 03, 2019",,Paperback,view (with text),/book/show/44790315-the-familiars
906,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dreams of Maryam Tair: Blue Boots and Orange Blossoms,"Alaoui, Mhani",1566560918,9781566560917,1566560918,341        pp,4.03,36,"May 28, 2015","May 28, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 03, 2019",,Paperback,view,/book/show/25438706-dreams-of-maryam-tair
907,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bad Dreams and Other Stories,"Hadley, Tessa",1473545617,9781473545618,,224        pp,3.69,"1,983","Jan 26, 2017","Jan 26, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A mercurial collection of short stories that share much about the nature of memory. What and how we choose to remember or forget from our childhood, rA mercurial collection of short stories that share much about the nature of memory. What and how we choose to remember or forget from our childhood, relationships and dreams. I particularly liked the way Hadley captured how as children we are able to erase the memory of what doesn’t fit with our world schema. I was also a great fan of the book “Swallows and Amazons” and would have been similarly guttered if I read an epilogue like the one described in “Bad Dreams”!...more",Notes are private!,0,3,1,"Jun 02, 2019","Jun 04, 2019","Jun 01, 2019",,ebook,view (with text),/book/show/30046918-bad-dreams-and-other-stories
908,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Seven Husbands of Evelyn Hugo,"Reid, Taylor Jenkins*",1501139231,9781501139239,1501139231,389        pp,4.42,"3,002,017","Jun 13, 2017","Jun 13, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** 3.5 stars. This story had an intriguing premise ‘why did Evelyn Hugo choose Monique to write her memoir?’ Seemingly she is plucked f**spoiler alert** 3.5 stars. This story had an intriguing premise ‘why did Evelyn Hugo choose Monique to write her memoir?’ Seemingly she is plucked from obscurity but the reader is clearly made aware that the reason will be revealed. Unfortunately, while the reason was well crafted, by the time I got to the reveal I had not built a relationship with Monique and therefore did not feel a great deal of empathy. The story is all Hugo and really the snippets of Monique don’t build her story.Hugo is also a narcissistic, manipulative character and while I understand that she was compelled to make difficult and unpleasant personal choices to hide her sexuality I didn’t like the way she manipulated other people. She was driven by the desire for money, fame and the glamour lifestyle. I didn’t feel sympathy when her life repeatedly disintegrated - in fact I cared less each time. This does however all shows the power of Taylor Jenkins Reid in writing and creating a unique character. I just wish she had some redeeming qualities. I am also now very interested in how realistically this depicts the real life of Hollywood movie stars!...more",Notes are private!,0,5,1,"Jun 24, 2021","Jul 04, 2021","Jun 01, 2019",,Hardcover,view (with text),/book/show/32620332-the-seven-husbands-of-evelyn-hugo
909,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kohinoor: The Story of the World’s Most Infamous Diamond,"Dalrymple, William",9386228084,9789386228086,9386228084,239        pp,4.04,"3,199","Dec 08, 2016","Dec 08, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a complex historical story that stretches across South Asia, and ultimately to England, tracking the famous Koh-I-Noor diamond. From its discoThis is a complex historical story that stretches across South Asia, and ultimately to England, tracking the famous Koh-I-Noor diamond. From its discovery a few hundred years ago to its present home in the Tower of London it has been possessed by the rulers of many nations. It is a bloody story of war, theft, murder and appropriation. While it is suggested that the diamond is cursed I believe this curse is best described as human greed....more",Notes are private!,0,7,1,"Jun 16, 2019","Jul 06, 2019","Jun 01, 2019",,Hardcover,view (with text),/book/show/33391999-kohinoor
910,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The War Artist,"Cleary, Simon",0702260347,9780702260346,0702260347,304        pp,3.90,125,unknown,"Jun 01, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 30, 2019",,Paperback,view,/book/show/42479096-the-war-artist
911,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Dreams,"George, Nina*",0525572554,,B07FLK716R,400        pp,3.83,"6,145","Mar 17, 2016","Apr 09, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"May 30, 2019",,Kindle Edition,view,/book/show/40860105-the-book-of-dreams
912,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Witch Elm,"French, Tana*",0735224633,9780735224636,,528        pp,3.57,"99,150","Oct 09, 2018","Oct 09, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 28, 2019",,ebook,view,/book/show/39720991-the-witch-elm
913,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nine Days,"Jordan, Toni*",0655606874,9780655606871,0655606874,0        pp,3.74,"2,255","Aug 01, 2012","Jul 15, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 28, 2019",,MP3 CD,view,/book/show/44303932-nine-days
914,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Unpassing,"Lin, Chia-Chia*",0374279365,9780374279363,0374279365,288        pp,3.65,"1,967","May 07, 2019","May 07, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 26, 2019",,Hardcover,view,/book/show/40121973-the-unpassing
915,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Pine Islands,"Poschmann, Marion",,,,192        pp,3.16,"1,926","Sep 11, 2017","Apr 09, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was an intriguing book from beginning to end. A German man who studies beards (yes male facial hair) discovers his wife is having an affair and dThis was an intriguing book from beginning to end. A German man who studies beards (yes male facial hair) discovers his wife is having an affair and decides to teach her a lesson by traveling to Japan on a sort of pilgrimage following the steps of a 500 years deceased Japanese poet. When he arrived in Tokyo he comes across a young Japanese man intent on committing suicide and decides that this man needs his help and guidance. This becomes a strange relationship as both men really don’t understand each other and converse in limited English. There is a strange humour to their journey as they search for a ‘dignified’ location for a suicide and a poetically inspired landscape for contemplation, the Pine Islands. Modern day Japan does not fit the romantic ideals that either man is searching for. I’m not surprised this book has wildly varied s. It’s definitely a bit ‘out there’ but I think it had a lot to say about human expectations and choosing what we will make important in our lives....more",Notes are private!,0,4,1,"May 26, 2019","May 26, 2019","May 26, 2019",,Paperback,view (with text),/book/show/45711630-the-pine-islands
916,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Big Sleep        (Philip Marlowe, #1)","Chandler, Raymond",,,B00QL82G3E,unknown,3.95,"155,384","Feb 06, 1939",unknown,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Who knew so many witty one liners existed? This is definitely a book of its time in terms of sexist stereotypes but beyond that it provides an action Who knew so many witty one liners existed? This is definitely a book of its time in terms of sexist stereotypes but beyond that it provides an action packed detective thriller that also provides a visual feast for the reader. A good way to pass the time listening to this audio - it accompanied me on walks and car travel. I can understand why so many of Chandler’s books were translated into movies....more,Notes are private!,0,2,1,"May 23, 2019","May 23, 2019","May 22, 2019",,Audiobook,view (with text),/book/show/25021582-the-big-sleep
917,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wonder of Lost Causes,"Trout, Nick*",1760527882,9781760527884,1760527882,440        pp,4.21,"1,892","Apr 30, 2019","May 06, 2019",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,2 stars. I really wanted to like this book for its genuine compassion however I really struggled to maintain interest and did a lot of skimming. The d2 stars. I really wanted to like this book for its genuine compassion however I really struggled to maintain interest and did a lot of skimming. The dual narrative meant that there was way to much repetition of events from Jasper and his mother and this subsequently caused the plot to drag. I could have done with half the story....more,Notes are private!,0,4,1,"May 21, 2019","May 30, 2019","May 20, 2019",,Paperback,view (with text),/book/show/43969085-the-wonder-of-lost-causes
918,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Year of the Beast        (Glenroy Series, #6)","Carroll, Steven",1460757696,9781460757697,1460757696,320        pp,3.54,104,"Jan 21, 2019","Jan 29, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3 1/ 2 stars. A person, a place and a point in time and how this can be reimagined into a story that reverberates through the generations of one famil3 1/ 2 stars. A person, a place and a point in time and how this can be reimagined into a story that reverberates through the generations of one family. A solid story but I just wanted Maryanne to have a bit more involvement. The spectator ‘feeling’ made ME feel a bit detached from the character and stories....more",Notes are private!,0,9,1,"Oct 09, 2020","Oct 13, 2020","May 19, 2019",,Paperback,view (with text),/book/show/41085327-the-year-of-the-beast
919,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Erratics,"Laveau-Harvie, Vicki",1460758250,9781460758250,1460758250,224        pp,3.73,"5,556",2019,"Mar 20, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Most people can recount a story of a tricky family member or difficult relationship but few can assemble their thoughts with such clarity, humour and Most people can recount a story of a tricky family member or difficult relationship but few can assemble their thoughts with such clarity, humour and compassion - that aside few are probably recounting a relationship quite like this. This book, paced and written so beautifully, examines how despite everything family bonds are the strongest but can also be the most damaging influence in our lives. Highly recommended....more",Notes are private!,0,6,1,"May 19, 2019","May 21, 2019","May 18, 2019",,Paperback,view (with text),/book/show/44162792-the-erratics
920,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An American Marriage,"Jones, Tayari*",1616201347,9781616201340,1616201347,308        pp,3.94,"358,675","Jan 29, 2018","Feb 06, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 12, 2019",,Hardcover,view,/book/show/33590210-an-american-marriage
921,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Anna Karenina Fix: Life Lessons from Russian Literature,"Groskop, Viv*",0241308631,9780241308639,0241308631,224        pp,3.97,"1,469","Oct 08, 2019","Jun 26, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3 1/2 stars. Well now that I’ve dipped my toe in attempting to understand Russian literature through Viv Groskop’s life lessons I’m feeling inspired -3 1/2 stars. Well now that I’ve dipped my toe in attempting to understand Russian literature through Viv Groskop’s life lessons I’m feeling inspired - but if I don’t get there I’m still a little wiser. Entertaining and informative....more,Notes are private!,0,3,1,"May 12, 2019","May 27, 2019","May 11, 2019",,Hardcover,view (with text),/book/show/34879251-the-anna-karenina-fix
922,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Game of Hide and Seek,"Taylor, Elizabeth",086068556X,9780860685562,086068556X,260        pp,3.80,"1,197",1951,"Dec 27, 1987",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 09, 2019",,Paperback,view,/book/show/1865139.A_Game_of_Hide_and_Seek
923,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"My Sister, the Serial Killer","Braithwaite, Oyinkan*",0385544235,9780385544238,0385544235,226        pp,3.67,"293,696","Jul 17, 2018","Nov 20, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This is a smart and snappy novel. Braithwaite has cleverly created two distinctive characters that are both slightly bonkers and somewhat repulsive (oThis is a smart and snappy novel. Braithwaite has cleverly created two distinctive characters that are both slightly bonkers and somewhat repulsive (or extremely in the case of Ayoola) and yet they are strangely likeable. The plot doesn’t travel huge distances but the characters are quite remarkable....more,Notes are private!,0,4,1,"Jul 30, 2019","Aug 02, 2019","May 09, 2019",,Hardcover,view (with text),/book/show/38819868-my-sister-the-serial-killer
924,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Attraction,"Porter, Ruby",1925773558,9781925773552,1925773558,275        pp,3.60,282,"May 07, 2019","May 07, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 06, 2019",,Paperback,view,/book/show/43447542-attraction
925,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Faking Friends,"Fallon, Jane",1405933097,9781405933094,1405933097,448        pp,3.93,"10,071","Jan 11, 2018","Jan 01, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I guess this story has a message. If you have a friend who is mean and spiteful while you are in your teens you should probably take that as a sign ofI guess this story has a message. If you have a friend who is mean and spiteful while you are in your teens you should probably take that as a sign of things to come. Do not proceed through your 20’s and 30’s by turning a blind eye to the way they treat people. I’d be pretty surprised, if in reality, anyone really persevered with a ‘friend’ like that. Not a particularly believable story but amusing and entertaining....more",Notes are private!,0,0,1,"May 12, 2019","May 16, 2019","May 05, 2019",,Paperback,view (with text),/book/show/36158853-faking-friends
926,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"All the Tears in China        (Rowland Sinclair, #9)","Gentill, Sulari*",,9781925700053,1925700054,378        pp,4.02,704,"Jan 21, 2019","Jan 21, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,It’s my happy place enjoying an adventure with Rowland Sinclair and his friends.,Notes are private!,0,3,1,"May 06, 2019","May 10, 2019","May 05, 2019",,Paperback,view (with text),/book/show/41731145-all-the-tears-in-china
927,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Late in the Day,"Hadley, Tessa",0062476696,9780062476692,0062476696,273        pp,3.40,"6,872","Jan 15, 2019","Jan 15, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 04, 2019",,Hardcover,view,/book/show/39893596-late-in-the-day
928,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Zebra: And Other Stories,"Adelaide, Debra",176078169X,9781760781699,176078169X,336        pp,3.17,70,Jan 2019,"Jan 29, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"2 1/2 I really enjoyed the first story ‘Dismembering’ for its dark humour and the clever way it tackled a familiar topic, marriage breakdown, but the 2 1/2 I really enjoyed the first story ‘Dismembering’ for its dark humour and the clever way it tackled a familiar topic, marriage breakdown, but the other stories in this collection missed the mark for me. They felt mundane and less inventive....more",Notes are private!,0,3,1,"May 06, 2019","Jun 02, 2019","May 04, 2019",,Paperback,view (with text),/book/show/42268618-zebra
929,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Storyland,"McKinnon, Catherine",1460752325,9781460752326,1460752325,400        pp,3.67,908,"Mar 27, 2017","Mar 27, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"McKinnon has pulled off an unusual structure to create a story of time and place that like all good books asks many questions. How do our decisions imMcKinnon has pulled off an unusual structure to create a story of time and place that like all good books asks many questions. How do our decisions impact on place, people and the future? These decisions are not always based on obvious choices at the time and are reflective of the time in which they were made and the cultural and personal connection to a place of the people making them. The way the stories/chapters were linked was a thoughtful nod to the people animals and environment that have been most impacted by those who have passed through this place....more",Notes are private!,0,3,1,May 2019,"May 05, 2019","May 01, 2019",,Paperback,view (with text),/book/show/32334784-storyland
930,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fields of Blood: Religion and the History of Violence,"Armstrong, Karen",0307401960,9780307401960,0307401960,528        pp,3.91,"2,667","Jan 01, 2014","Oct 28, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 29, 2019",,Hardcover,view,/book/show/20758028-fields-of-blood
931,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Believers,"Makkai, Rebecca*",,,,421        pp,4.28,"135,436","Jun 19, 2018","Jun 19, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 27, 2019",,Hardcover,view,/book/show/36739329-the-great-believers
932,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Emotionally Weird,"Atkinson, Kate",055299734X,9780552997348,055299734X,496        pp,3.44,"8,169","Mar 02, 2000","Jan 01, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3 1/2 I must admit I was somewhat confused with what was happening in this story as there appeared to be three stories running simultaneously and they3 1/2 I must admit I was somewhat confused with what was happening in this story as there appeared to be three stories running simultaneously and they were all a little hectic (and Scottish) but this was definitely a funny read and did, despite my doubts, come together in the end. Some parts of this felt like an extended episode of The Young Ones TV show crossed with the Wonder Boys by Chabon. It was all pretty crazy....more",Notes are private!,0,1,1,"Jun 07, 2019","Jun 12, 2019","Apr 26, 2019",,Paperback,view (with text),/book/show/44089805-emotionally-weird
933,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,No Friend But the Mountains: Writing from Manus Prison,"Boochani, Behrouz",176055538X,9781760555382,176055538X,416        pp,3.91,"8,286",2018,"Jul 31, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A challenging and uncomfortable read. I personally feel it would be an insult to judge Boochani’s work and the circumstances under which he is forced A challenging and uncomfortable read. I personally feel it would be an insult to judge Boochani’s work and the circumstances under which he is forced to exist so I am leaving this unrated. His ability to construct ‘every man’ using colloquial names (that could be people that we all know) creates a surreal yet highly personal account. The collapse of individuality and resignation to hopelessness witnessed is a human tragedy. The description of ‘bosses with bosses’ and the ludicrous and unknowable regulations reminded me of ‘The Trial’ by Franz Kafka. Lloyd Jones has written a novel called ‘The Cage’ which seemed surreal when I read it but I now feel may be more realistic than I could have imagined. ...more,Notes are private!,0,11,1,"Apr 26, 2019",May 2019,"Apr 26, 2019",,Paperback,view (with text),/book/show/39284186-no-friend-but-the-mountains
934,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Constant Hum,"Bishop, Alice*",1925773841,9781925773842,1925773841,240        pp,3.93,548,"Jul 02, 2019","Jul 02, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 23, 2019",,Paperback,view,/book/show/45020087-a-constant-hum
935,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bright and Distant Shores,"Smith, Dominic*",1439198861,9781439198865,B0078XTQ98,480        pp,3.72,836,Mar 2011,"Sep 13, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 23, 2019",,Paperback,view,/book/show/10200595-bright-and-distant-shores
936,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,There Was Still Love,"Parrett, Favel",,9780733630682,0733630685,210        pp,3.86,"2,996","Sep 24, 2019","Sep 24, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 21, 2019",,Paperback,view,/book/show/44544730-there-was-still-love
937,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Tattooist of Auschwitz,"Morris, Heather*",1785763644,9781785763649,1785763644,288        pp,4.30,"932,264","Jan 11, 2018","Jan 11, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A solid and important story but lacking something unique in the writing. It did feel like it had been written for a movie and I think this affected itA solid and important story but lacking something unique in the writing. It did feel like it had been written for a movie and I think this affected its impact and originality for me. As always stories that retell events as uncomprehendingly tragic as this are important reminders of our past and serve as a valuable reminder of the impact of misplaced power....more,Notes are private!,0,5,1,"Apr 17, 2019","Apr 21, 2019","Apr 17, 2019",,Hardcover,view (with text),/book/show/36468473-the-tattooist-of-auschwitz
938,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Line Made By Walking,"Baume, Sara",0544716957,9780544716957,0544716957,320        pp,3.75,"2,474","Feb 23, 2017","Apr 18, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Apr 16, 2019",,Hardcover,view,/book/show/30971749-a-line-made-by-walking
939,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Starter for Ten,"Nicholls, David",,,,469        pp,3.61,"23,173",2003,2004,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Amusing and awkward. When school finishes, life begins and you have to make your own bad choices. I mostly enjoyed this but I think it petered out a bAmusing and awkward. When school finishes, life begins and you have to make your own bad choices. I mostly enjoyed this but I think it petered out a bit toward the end or the humour just couldn’t quite sustain the length of the book....more",Notes are private!,0,2,1,"Apr 10, 2019","Apr 16, 2019","Apr 10, 2019",,Paperback,view (with text),/book/show/26025805-starter-for-ten
940,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bottled Goods,"Llewyn, Sophie van*",,,,190        pp,3.69,"1,762",2018,"Jul 11, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Apr 07, 2019",,Paperback,view,/book/show/38720267-bottled-goods
941,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blue is the Night,"McNamee, Eoin",0571278604,9780571278602,0571278604,292        pp,3.86,88,"Mar 04, 2014","Apr 29, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It took me a while to get a handle on what was happening in this novel, possibly because it’s the third in a trilogy - which I didn’t realise until afIt took me a while to get a handle on what was happening in this novel, possibly because it’s the third in a trilogy - which I didn’t realise until after I started reading. However once underway I was thoroughly engaged with tracking events on the different timelines and I also think the slightly detached (procedural) third person style worked really well. It made me feel like I was reading a real recount of events. The characters are complex and fascinating people and there is a dark undercurrent beneath them all....more",Notes are private!,0,4,1,"Apr 07, 2019","Apr 10, 2019","Apr 06, 2019",,Paperback,view (with text),/book/show/18462363-blue-is-the-night
942,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Curious Hands: 24 Hours in Soho,"Perry, Sarah",0954008340,9780954008345,0954008340,0        pp,5.00,1,unknown,"Mar 31, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 06, 2019",,Paperback,view,/book/show/40884910-curious-hands
943,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When All Is Said,"Griffin, Anne*",125020058X,9781250200587,125020058X,326        pp,4.02,"41,235","Mar 05, 2019","Mar 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 04, 2019",,Hardcover,view,/book/show/39863464-when-all-is-said
944,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dig,"King, A.S.*",1925773523,9781925773521,1925773523,392        pp,4.16,"8,860","Mar 26, 2019","Apr 02, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 03, 2019",,Paperback,view,/book/show/43447523-dig
945,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Daughter of Bad Times,"Wilson, Rohan",1760529133,9781760529130,1760529133,336        pp,3.69,192,2019,"May 06, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3 1/2 stars. A tense, fast paced novel set in a not to distant future but very much reflecting issues that are already circling our present. Climate c3 1/2 stars. A tense, fast paced novel set in a not to distant future but very much reflecting issues that are already circling our present. Climate change, environmental refugees, corporate influence on government and online privacy control are all tied up in a high stakes drama. While the personal relationship between Rin and Yamaan is at the heart of this novel, and as two individuals I found both their characters and backgrounds compelling, I did find that their relationship really clouded my thoughts as to their true motivations. I wanted to believe that their motivations were fundamentally for humanity and not just each other. I’m also not really convinced how Holland would have ended up in this refugee facility.A thought provoking novel about corporate greed and the plight of environmental refugees.Thanks to A&U for an advance copy. ...more",Notes are private!,0,6,1,"Mar 31, 2019","Apr 03, 2019","Mar 30, 2019",,Paperback,view (with text),/book/show/43969077-daughter-of-bad-times
946,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Axiomatic,"Tumarkin, Maria",,,B07C719N9B,142        pp,4.10,"1,250","May 01, 2018","May 01, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3 1/2 stars. Stories are made up of memories that in their snippets of fact and inconsistencies allow us to create a shared reality of sorts. In this 3 1/2 stars. Stories are made up of memories that in their snippets of fact and inconsistencies allow us to create a shared reality of sorts. In this series of ‘essays ‘ (and I’m not sure that’s what I should call them) Maria Tumarkin writes a collage. A collage that creates multi textured pictures using overlapping stories. These stories are discrete pieces with similar themes but I did struggle to make sense of an overall argument or point of view. The first essay was definitely the one that effected me the most. The topic of youth suicide is hard to read about and the personal reflections of those who have lost were powerful and honest....more,Notes are private!,0,8,1,"Sep 15, 2019","Sep 21, 2019","Mar 28, 2019",,Kindle Edition,view (with text),/book/show/39892820-axiomatic
