,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Vanessa's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
263,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Player of Games        (Culture, #2)","Banks, Iain M.",0061053562,9780061053566,0061053562,293        pp,4.28,"72,477",Aug 1988,"Jan 01, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 05, 2023",,Paperback,view,/book/show/18630.The_Player_of_Games
264,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On a Pale Horse        (Incarnations of Immortality #1),"Anthony, Piers",0345338588,9780345338587,0345338588,325        pp,4.13,"39,861","Oct 01, 1983","Sep 12, 1986",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 05, 2023",,Paperback,view,/book/show/76658.On_a_Pale_Horse
265,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Brooklyn Crime Novel,"Lethem, Jonathan",0062938827,9780062938824,0062938827,384        pp,3.53,718,2023,"Oct 03, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 01, 2023",,Hardcover,view,/book/show/84089388-brooklyn-crime-novel
266,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cackle,"Harrison, Rachel",0593202023,9780593202029,0593202023,293        pp,3.71,"26,835","Oct 05, 2021","Oct 05, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 01, 2023",,Hardcover,view,/book/show/56637938-cackle
267,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Roaring Days of Zora Lily,"Salazar, Noelle*",0778305201,9780778305200,0778305201,416        pp,4.20,"3,757","Oct 03, 2023","Oct 03, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 30, 2023",,Paperback,view,/book/show/75294612-the-roaring-days-of-zora-lily
268,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Candelaria,"Lozada-Oliva, Melissa",1662601816,9781662601811,B0BTLDT9HT,304        pp,3.91,491,"Sep 19, 2023","Sep 19, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 30, 2023",,Kindle Edition,view,/book/show/123650295-candelaria
269,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Before the Devil Knows You're Here,"Krause, Autumn*",168263647X,9781682636480,B0BWQPBH2V,352        pp,3.96,898,"Oct 03, 2023","Oct 03, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 30, 2023",,Hardcover,view,/book/show/63358513-before-the-devil-knows-you-re-here
270,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gangsterland        (Gangsterland #1),"Goldberg, Tod*",161902344X,9781619023444,161902344X,387        pp,3.89,"1,769","Aug 18, 2014","Sep 09, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 27, 2023",,Hardcover,view,/book/show/20763806-gangsterland
271,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Suicide Museum,"Dorfman, Ariel",1635423902,9781635423907,B0BP6VWB2X,608        pp,3.83,150,"Sep 05, 2023","Sep 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 27, 2023",,Kindle Edition,view,/book/show/64623135-the-suicide-museum
272,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Ninja Daughter        (Lily Wong, #1)","Eldridge, Tori*",1947993690,9781947993693,1947993690,320        pp,3.74,921,"Nov 05, 2019","Nov 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 27, 2023",,Paperback,view,/book/show/51124554-the-ninja-daughter
273,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dark Ride,"Berney, Lou*",0062663860,9780062663863,B0BSV846LQ,244        pp,3.83,"1,610","Sep 12, 2023","Sep 19, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 27, 2023",,Hardcover,view,/book/show/86033989-dark-ride
274,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Really Good, Actually","Heisey, Monica*",0063235412,9780063235410,,370        pp,3.16,"75,330","Jan 17, 2023","Jan 17, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 23, 2023",,Hardcover,view,/book/show/60877616-really-good-actually
275,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sir Hereward and Mister Fitz: Stories of the Witch Knight and the Puppet Sorcerer,"Nix, Garth*",0063291967,9780063291966,0063291967,304        pp,3.88,773,"Aug 22, 2023","Aug 22, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 21, 2023",,Hardcover,view,/book/show/63076711-sir-hereward-and-mister-fitz
276,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Slasher Witch at the Waterpark,"Moonz, Penny*",,,B0C1R4BQDQ,168        pp,3.68,147,unknown,"Apr 19, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 21, 2023",,Kindle Edition,view,/book/show/125812789-slasher-witch-at-the-waterpark
277,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Neverwhere        (London Below, #1)","Gaiman, Neil*",,,B000FC130E,400        pp,4.17,"529,978","Sep 16, 1996","Mar 17, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 21, 2023",,Kindle Edition,view,/book/show/57281746-neverwhere
278,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Everything I Learned, I Learned in a Chinese Restaurant","Chin, Curtis",0316507652,9780316507653,0316507652,291        pp,3.83,"1,819","Oct 17, 2023","Oct 17, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 20, 2023",,Hardcover,view,/book/show/103454862-everything-i-learned-i-learned-in-a-chinese-restaurant
279,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Familiar,"Bardugo, Leigh*",125088425X,9781250884251,125088425X,400        pp,4.32,"1,099","Apr 09, 2024","Apr 09, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 18, 2023",,Hardcover,view,/book/show/133286777-the-familiar
280,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Oscar Wars: A History of Hollywood in Gold, Sweat, and Tears","Schulman, Michael*",0062859013,9780062859013,0062859013,589        pp,4.09,"3,431","Feb 21, 2023","Feb 21, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 17, 2023",,Hardcover,view,/book/show/61190218-oscar-wars
281,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blood Sisters,"Lillie, Vanessa*",0593550110,9780593550113,0593550110,371        pp,3.87,"1,975","Sep 12, 2023","Oct 31, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 17, 2023",,Hardcover,view,/book/show/75495032-blood-sisters
282,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Switched On Pop: How Popular Music Works, and Why it Matters","Sloan, Nate",0190056657,9780190056650,0190056657,224        pp,4.03,509,"Nov 15, 2019","Dec 13, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 17, 2023",,Hardcover,view,/book/show/44244893-switched-on-pop
283,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Kingdom of Sweets,"Johansen, Erika*",1524742759,9781524742751,1524742759,368        pp,3.25,"9,761","Nov 28, 2023","Nov 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 17, 2023",,Hardcover,view,/book/show/123176586-the-kingdom-of-sweets
284,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Mother, Nature: A 5,000-Mile Journey to Discover if a Mother and Son Can Survive Their Differences","Jenkins, Jedidiah",0593137264,9780593137277,B0BV6G3CJT,221        pp,4.08,"2,887","Nov 07, 2023","Nov 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 17, 2023",,Hardcover,view,/book/show/112974854-mother-nature
285,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Penpal,"Auerbach, Dathan*",098554550X,9780985545505,098554550X,243        pp,3.86,"38,872","Jun 11, 2012","Jun 11, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 16, 2023",,Paperback,view,/book/show/14578407-penpal
286,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,World Within a Song: Music That Changed My Life and Life That Changed My Music,"Tweedy, Jeff",0593472527,9780593472521,0593472527,256        pp,4.04,"1,836",2023,"Nov 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 16, 2023",,Hardcover,view,/book/show/112976332-world-within-a-song
287,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Social Graces,"Rosen, Renée*",198480281X,9781984802811,198480281X,400        pp,3.98,"12,456","Apr 20, 2021","Apr 20, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 16, 2023",,Paperback,view,/book/show/42292877-the-social-graces
288,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Murder Road,"St. James, Simone*",0593200381,9780593200384,,341        pp,3.82,"12,076","Mar 05, 2024","Mar 05, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 16, 2023",,Hardcover,view,/book/show/196614815-murder-road
289,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sound of Gravel,"Wariner, Ruth*",1250077699,9781250077691,1250077699,336        pp,4.29,"51,685","Jan 05, 2016","Jan 05, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 15, 2023",,Hardcover,view,/book/show/25332115-the-sound-of-gravel
290,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lonely Century: How to Restore Human Connection in a World That's Pulling Apart,"Hertz, Noreena*",0593135830,9780593135839,0593135830,384        pp,3.88,"1,558","Feb 02, 2021","Feb 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 15, 2023",,Hardcover,view,/book/show/50695158-the-lonely-century
291,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Atlas Six        (The Atlas #1),"Blake, Olivie*",1250854547,9781250854544,1250854547,375        pp,3.61,"202,708","Jan 31, 2020","Sep 06, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 10, 2024",not set,"Sep 13, 2023",,Paperback,view,/book/show/59807955-the-atlas-six
292,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Rock & Roll Nightmares: True Stories, Volume 1: Fascinating Facts & Disturbing Details About Famous Rock Stars","Wilson, Staci Layne*",,,,323        pp,4.01,143,unknown,"May 04, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Staci Layne Wilson, daughter of Don Wilson, the guitarist of The Ventures, wrote this collection of vignettes about how rock stars from infamous to soStaci Layne Wilson, daughter of Don Wilson, the guitarist of The Ventures, wrote this collection of vignettes about how rock stars from infamous to somewhat obscure died. Although the chapters felt like laundry lists at times (""This person died in a plane crash, half of this band died in a plane crash, also this person died in a plane"" got to be the vibe after a while), there's a lot of information here. But, while it looks like Wilson did a LOT of research (check out her bibliography), I did catch little bits and pieces that made me wonder how many other errata exist. For example:Page 112, ""the Purple One and his guitarist Dr. Fink (aka, Dez Dickerson)"": Heavens to Paisley Park! Dez Dickerson was a guitarist in The Revolution until he quit after the 1999 tour. Dr. Fink, on the other hand, was a keyboard player in The Revolution. They are not the same dude! They even both appear in the movie Purple Rain, although only Fink has a speaking role and is part of The Kid's band (Dickerson appears briefly in a performance with his own band.) It's still a good and for the biggest part correct reference, barring some fine details, as far as I could discern when I looked up various stories for more information. And there were many stories I had never heard before; I had no idea that it recently came to light that Michael Hutchence of INXS suffered a head injury and brain damage in the early 90's which might shed some light of the troubles he had in the last few years of his life. And I did, at times, enjoy Wilson's snarky humor....more",Notes are private!,0,5,1,not set,"Sep 13, 2023","Sep 13, 2023",,Kindle Edition,view (with text),/book/show/61138554-rock-roll-nightmares
293,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Man With One of Those Faces        (Dublin Trilogy publication order, #1; Dublin Trilogy chronological order, #5)","McDonnell, Caimh*",0995507511,,B01LB4O01I,364        pp,4.05,"14,630","Sep 05, 2016","Aug 30, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 13, 2023",,Kindle Edition,view,/book/show/31817712-a-man-with-one-of-those-faces
294,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Young Queens: Three Renaissance Women and the Price of Power,"Chang, Leah Redmond",0374294488,9780374294489,0374294488,416        pp,4.21,619,2023,"Aug 15, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 13, 2023",,Hardcover,view,/book/show/62039165-young-queens
295,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Leslie F*cking Jones,"Jones, Leslie",1538706490,9781538706497,1538706490,288        pp,4.14,"8,511","Sep 19, 2023","Sep 19, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 10, 2023",,Hardcover,view,/book/show/123027172-leslie-f-cking-jones
296,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An Inheritance of Magic        (Inheritance of Magic #1),"Jacka, Benedict*",0593549848,9780593549841,0593549848,384        pp,4.18,"2,023","Oct 05, 2023","Oct 10, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 10, 2023",,Paperback,view,/book/show/78292528-an-inheritance-of-magic
297,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Spice Must Flow: The Story of Dune, from Cult Novels to Visionary Sci-Fi Movies","Britt, Ryan*",,9780593472996,0593472993,288        pp,3.78,243,"Sep 26, 2023","Sep 26, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 10, 2023",,Paperback,view,/book/show/144409208-the-spice-must-flow
298,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"From a Certain Point of View: Return of the Jedi        (From a Certain Point of View, #3)","Ahmed, Saladin*",0593597915,9780593597910,0593597915,573        pp,3.96,"1,543","Aug 29, 2023","Aug 29, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 10, 2023",,Hardcover,view,/book/show/122769178-from-a-certain-point-of-view
299,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Big Book of Cyberpunk,"Shurin, Jared*",059346723X,9780593467237,059346723X,"1,116        pp",4.32,22,"Sep 26, 2023","Sep 26, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 10, 2023",,Paperback,view,/book/show/75347384-the-big-book-of-cyberpunk
300,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Scarcity Brain: Fix Your Craving Mindset and Rewire Your Habits to Thrive with Enough,"Easter, Michael*",0593236629,9780593236628,0593236629,304        pp,4.00,"3,269",unknown,"Sep 26, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 10, 2023",,Hardcover,view,/book/show/75494984-scarcity-brain
301,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Roman Stories,"Lahiri, Jhumpa",,9780593536322,0593536320,224        pp,3.83,"4,569","Oct 10, 2023","Oct 10, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 10, 2023",,Hardcover,view,/book/show/125077431-roman-stories
302,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Art Thief: A True Story of Love, Crime, and a Dangerous Obsession","Finkel, Michael*",0525657320,9780525657323,0525657320,240        pp,3.99,"26,327","Jun 22, 2023","Jun 27, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 09, 2023",,Hardcover,view,/book/show/62873378-the-art-thief
303,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Tonight We Bombed the U.S. Capitol: The Explosive Story of M19, America's First Female Terrorist Group","Rosenau, William",1501170120,9781501170126,1501170120,320        pp,3.39,227,"Jan 07, 2020","Jan 07, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 09, 2023",,Hardcover,view,/book/show/42201358-tonight-we-bombed-the-u-s-capitol
304,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What the Dead Know: Learning About Life as a New York City Death Investigator,"Butcher, Barbara*",1982179384,9781982179380,1982179384,288        pp,4.14,"3,834","Jun 20, 2023","Jun 20, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 09, 2023",,Hardcover,view,/book/show/62919823-what-the-dead-know
305,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Spellman Files        (The Spellmans, #1)","Lutz, Lisa*",0743571355,9780743571357,0743571355,6        pp,3.87,"35,874","Jan 01, 2007","Mar 11, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 09, 2023",,Audio CD,view,/book/show/129117.The_Spellman_Files
306,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Grave Expectations        (Grave Expectations, #1)","Bell, Alice*",059347063X,9780593470633,059347063X,352        pp,3.58,"2,576","May 04, 2023","Sep 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 09, 2023",,Paperback,view,/book/show/66087026-grave-expectations
307,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,North Woods,"Mason, Daniel*",0593597036,9780593597033,0593597036,372        pp,4.18,"27,186","Sep 19, 2023","Sep 19, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 09, 2023",,Hardcover,view,/book/show/71872930-north-woods
308,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Golem of Brooklyn,"Mansbach, Adam*",059372982X,9780593729823,059372982X,272        pp,4.02,"1,398","Sep 26, 2023","Sep 26, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 09, 2023",,Paperback,view,/book/show/124019742-the-golem-of-brooklyn
309,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Tombstone: The Earp Brothers, Doc Holliday, and the Vendetta Ride from Hell","Clavin, Tom",1250214580,9781250214584,1250214580,400        pp,4.03,"2,371","Apr 21, 2020","Apr 21, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 09, 2023",,Hardcover,view,/book/show/45046772-tombstone
310,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Unruly: A History of England's Kings and Queens,"Mitchell, David",1405953179,9781405953177,1405953179,431        pp,4.19,"9,305","Sep 28, 2023","Jan 01, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 08, 2023",,Hardcover,view,/book/show/150038752-unruly
311,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Number Go Up: Inside Crypto's Wild Rise and Staggering Fall,"Faux, Zeke*",0593443810,9780593443811,0593443810,304        pp,4.29,"4,840",unknown,"Sep 12, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 08, 2023",,Hardcover,view,/book/show/123276708-number-go-up
312,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Suddenly a Murder,"Muñoz, Lauren*",0593617533,9780593617533,0593617533,308        pp,3.64,"4,104","Sep 05, 2023","Sep 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 08, 2023",,Hardcover,view,/book/show/66087070-suddenly-a-murder
313,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wildest Sun,"Lemmie, Asha*",0593185722,9780593185728,,336        pp,3.80,"1,209","Dec 05, 2023","Dec 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 08, 2023",,Hardcover,view,/book/show/123280215-the-wildest-sun
314,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Behind the Seams: My Life in Rhinestones,"Parton, Dolly",1984862138,9781984862136,B0BVDVCM8V,335        pp,4.14,"5,940","Oct 17, 2023","Oct 17, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 08, 2023",,Kindle Edition,view,/book/show/123414959-behind-the-seams
315,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sisterhood: The Secret History of Women at the CIA,"Mundy, Liza*",0593238176,9780593238189,B0BSL12WJ7,400        pp,4.25,"1,746","Oct 17, 2023","Oct 17, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 08, 2023",,Hardcover,view,/book/show/81360005-the-sisterhood
316,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Normal Rules Don't Apply: Stories,"Atkinson, Kate",0385688237,9780385688239,B0BNWVTP7J,212        pp,3.73,"5,478","Sep 13, 2023","Sep 12, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 08, 2023",,Hardcover,view,/book/show/63934847-normal-rules-don-t-apply
317,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Other Half        (DI Caius Beauchamp, #1)","Vassell, Charlotte*",0593685946,9780593685945,0593685946,368        pp,3.38,"3,836","Jan 17, 2023","Nov 21, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 08, 2023",,Hardcover,view,/book/show/123025972-the-other-half
318,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Goodbye, Eastern Europe: An Intimate History of a Divided Land","Mikanowski, Jacob",1524748501,9781524748500,1524748501,400        pp,4.06,687,unknown,"Jul 11, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 07, 2023",,Hardcover,view,/book/show/72114452-goodbye-eastern-europe
319,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Valiant Women: The Extraordinary American Servicewomen Who Helped Win World War II,"Andrews, Lena*",0063088339,9780063088337,0063088339,351        pp,4.02,"1,092","Aug 01, 2023","Aug 01, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 07, 2023",,Hardcover,view,/book/show/61858962-valiant-women
320,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Maddalena and the Dark,"Fine, Julia*",1250867878,9781250867872,1250867878,304        pp,3.39,978,"Jun 13, 2023","Jun 13, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 06, 2023",,Hardcover,view,/book/show/61884841-maddalena-and-the-dark
