,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Jill's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
970,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Yedi Güzel Yıl,"Keret, Etgar*",6055903482,9786055903480,6055903482,152        pp,4.16,"8,349",2013,Nov 2013,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 21, 2015","Apr 22, 2015","Apr 21, 2015",,Paperback,view,/book/show/18749964-yedi-g-zel-y-l
971,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Brilliant Friend        (My Brilliant Friend #1),"Ferrante, Elena",,,,331        pp,4.04,"332,977","Oct 19, 2011","Sep 25, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 20, 2015",,Paperback,view,/book/show/13586707-my-brilliant-friend
972,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Rocks,"Nichols, Peter*",1594633312,9781594633317,1594633312,432        pp,3.17,"9,048","Nov 26, 2014","May 26, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 02, 2015","Apr 09, 2015","Apr 02, 2015",,Hardcover,view,/book/show/23310175-the-rocks
973,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Night Stages,"Urquhart, Jane",0771094426,9780771094422,0771094426,416        pp,3.53,"1,098","Apr 07, 2015","Apr 07, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"While still under the spell of my recent Ring of Kerry vacation, with its lakes and mountains, brilliant yellow firs and emerald fields, seaside villaWhile still under the spell of my recent Ring of Kerry vacation, with its lakes and mountains, brilliant yellow firs and emerald fields, seaside villages and old monasteries dancing in my brain, I immersed myself in The Night Stages…frankly, hoping to prolong the magic of my trip.And indeed, Jane Urquhart knows her territory, literally and figuratively. A poet herself, Ms. Urquhart’s tale of sibling rivalry and Irish legacy is exquisitely and lyrically written, a homage to southwest Ireland embodied in her key character, Kieran.Then why did I somehow not feel completely satisfied with The Night Stages, despite an abundance of admiration for it? I suspect the answer lies largely in the aloofness of the characters that often come across as glorious but inert, not unlike the personages who are frozen within Kenneth Lochhead’s much-lauded mural, Flight and its Allegories, displayed in Gander, Newfoundland’s airport lounge.Flight and inertia are indeed omnipresent throughout this book. It interweaves several characters, connected only by tenuous threads: world war aviator Vi Milstead Warren (the inspiration for her character Tam), the aforementioned famous Canadian artist Kenneth Lochhead, the insightful Irish poet Michael Kirby, and two fictional brothers, the meteorologist Niall and has tantrum-plagued and estranged brother, Kieran.Considering Kiernan is one of the few completely-imagined characters, it is amazing how he lifts up and transforms the narrative. He is bigger than life, as big as Ireland itself: searching for home, place and self, Trapped in his loneliness and eager to prove himself as a bicyclist and to feel “whole” again, Kiernan dominates his pages and at the start, calls to mind another fictional character: Healthcliff of Wuthering Heights.But not unlike another lyrical writer who tackles Irish themes, Colm McCann in his latest novel Transatlantic, Jane Urquhart weaves in three stories: that of Kiernan, that of Tam the aviator who is engaged in a long love affair with an emotionally remote Niall, and lastly, the painter Kenneth Lochhead, whose mural Tam views when her plane is grounded in Gander due to fog. While the other two are fascinating characters, particularly since they’re based on real-life counterparts, they remain rather static. (For example, I never particularly understood or felt the motivation for Tam – an adventurous risk-taker – placing her life on hold for a man who is emotionally and legally incapable of giving her much more than physical passion.) Kenneth Lochhead’s sections, while beautifully rendered, seem extrinsic to the narrative for a good portion of the novel.Without spoilers, I will say that the last 25% of the book more than fulfills its promise, revealing the inspiration behind the book’s title, and highlighting universal themes that weave in all narratives and reveal a bigger picture. To me, this final stretch was that most satisfying of reads, when the real world goes away and the reader feels “at one” with the printed page. I’m very torn between 4 and 5 stars and may be switching this rating as time goes on....more",Notes are private!,0,10,1,"Apr 22, 2015","Apr 27, 2015","Apr 01, 2015",,Hardcover,view (with text),/book/show/23209962-the-night-stages
974,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Music for Wartime,"Makkai, Rebecca*",0525426698,9780525426691,0525426698,240        pp,4.06,"1,775","Jun 23, 2015","Jun 23, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"There are only two types of stories in this splendid collection. Great ones. And outstanding ones. Truly, there is not a clunker in the batch.TypicallThere are only two types of stories in this splendid collection. Great ones. And outstanding ones. Truly, there is not a clunker in the batch.Typically, in ing a short story collection, I start out with my favorites. But I’d be hard put to choose from among 17 stories (including some short-shorts inspired by Rebecca Makkai’s own colorful family history. Among the most memorable for me: “Couple of Lovers On A Red Background”, which starts, “I’ve been calling him Bach so far, at least in my head, but now that he’s started wearing my husband’s clothes and learned to work a coffeemaker, I feel it’s time to call him Johann.” Yes, indeed, THAT Johann Bach, the 18th century German musician who is living in the piano of a young woman who gradually seduces him. I’ll leave it right there so that others can discover the fun twists.Then there’s Painted Ship, Painted Ocean; an assistant professor kills the proverbial albatross – literally – discovering to her dismay that she’s known all along that “one little thing gone wrong in her world could unravel absolutely everything else.’ There’s also “The Miracle Years of Little Fork” – a naïve Reverend tries to be useful in a small town where an elephant keels over during the final circus performance and dies of heatstroke. Like in Painted Ship, Painted Ocean, this one event starts a chain reaction, eventually creating a crisis in faith. The Reverend muses, “This was the thing about a crack in faith, he knew, the way one small fissure could spread and crumble the whole thing into a pile of rocks…”There is irreverence here, flights of imagination, an ample dose of intelligent wit, and a marvel at how little things can quickly become big things or cause major insights. In “The Worst You’ll Ever Feel”, a young boy suddenly gains crystal-clear insight about his dad’s flight to the U.S. when a famous Romanian violinist plays a concert in their home after years of incarceration. In “Good Saint Anthony Come Around”, set at the height of the AIDS crisis, one gay man reflects on another man who always had good fortune when “my only magic was in survival.”To say I’m blown away with this collection is an understatement. It’s the best short story collection I’ve read in quite some time – and I’ve read some good ones!...more",Notes are private!,0,26,1,Apr 2015,"Apr 02, 2015","Apr 01, 2015",,Hardcover,view (with text),/book/show/23398883-music-for-wartime
975,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Greatest Knight: The Remarkable Life of William Marshal, The Power Behind Five English Thrones","Asbridge, Thomas*",006226205X,9780062262059,006226205X,464        pp,4.26,"4,079","Dec 02, 2014","Dec 02, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 29, 2015","Mar 29, 2015","Mar 29, 2015",,Hardcover,view,/book/show/23456467-the-greatest-knight
976,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sunlit Night,"Knight, Rebecca Dinerstein",1632861127,9781632861122,1632861127,272        pp,3.28,"2,565","Jun 02, 2015","Jun 02, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"How far would a person go to get in touch with himself or herself again? This is the core theme of The Sunlit Night, in which two broken and unmoored How far would a person go to get in touch with himself or herself again? This is the core theme of The Sunlit Night, in which two broken and unmoored individuals – 21-year-old Frances and 17-year-old Yasha – find comfort in each other at the “top of the world” above the Arctic Circle in Norway.Rebecca Dinerstein spent significant time in Norway and it shows. The barren and isolated Arctic landscape mirrors the starkness of Frances and Yasha’s internal selves and provides a backdrop for them to infuse authentic meaning into their lives. Frances has arrived there from NYC to serve as an apprentice to an up-and-coming Norwegian artist who is becoming known for his yellow murals after leaving her boyfriend and finding out about her parents’ impending divorce. Yasha goes there to bury his beloved father Vassily, the owner of a NY bakery, who expressed a wish to be buried “on top of the world”; he has long been estranged from his mother.“It was as if they were all waking up, waking up their bodies, each still grappling with a question from a dream,” Ms. Dinerstein writes. In this land of isolation where the sun never sets, the two come together to realize gain an understanding that even in times of darkness (death, loss, abandonment), there is always light that shines through. At the same time, they learn to redefine what the word “home” means when that concept is challenged.The novel is peopled with eccentric and whimsical characters, most of whom fade into the backdrop (with the except of their respective parents). At times, the backstories seem a little derivative; as readers, these New York Jewish characters have been encountered in various iterations and their virtual yet metaphorical journey has also been witnessed in many books such as Richard Wagamese’s excellent Medicine Walk.Still, there’s something that tugs at the heart in getting to know Frances and Yasha and the haunting landscape continues to mesmerize. This sunlit night illuminates the things that really matter....more",Notes are private!,0,8,1,"Mar 29, 2015","Mar 31, 2015","Mar 29, 2015",,Hardcover,view (with text),/book/show/22929706-the-sunlit-night
977,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Shore,"Taylor, Sara*",0553417738,9780553417739,0553417738,303        pp,3.53,"2,310","Mar 19, 2015","May 26, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"There are many characters that populate this very assured debut novel, but none of them is more enduring and unforgettable than the shore itself. WithThere are many characters that populate this very assured debut novel, but none of them is more enduring and unforgettable than the shore itself. Within these chapters, characters ebb and flow like the ocean itself, plunging in head first to reveal themselves to the reader and then receding to safe (or not so safe) shore.Indeed, the structure of the book follows this ebb and flow, starting in current times, withdrawing to 1876, advancing to a horrific dystopian future in 2143, introducing different “players” almost willy-nilly. If you enjoy linear books, this is not a novel for you. However, if you have a high tolerance for books that flow seamlessly back and forth before revealing all their secrets, you’re going to love this one.Ms. Taylor writes, “The Shore is flat as a fried egg; on a clear day from one upstairs porch it feels like you can see into tomorrow, and usually you can just about see the smart smear that is Chincoteague Island off to the northeast. We are one of three islands, off the coast of Virginia and just south of Maryland, trailing out into the Atlantic Ocean like someone’s dripped paint.”The island comes alive under Ms. Taylor’s deft hand: the smell of the salt water, the crabs crawling up the shore, the noxious smell of Perdue chicken from the killing factory. All the while, the author integrates different styles and tenses: from historical to suspenseful, from southern-gothic to dystopian, from fantastical to conventional. There’s also a wisp of feminism philosophy contained within: many of these woman are fighting for survival and self-actualization and in one case and a few have special skills such as herb doctoring and controlling the weather. As the novel progresses, clues are dropped how all these stories link and a more universal theme is introduced.One of the reasons I chose The Shore is that it was compared to David Mitchell and Jennifer Egan’s works. I’m a fan of both. However, I did not really see the connection to either, except for the more experimental form of storytelling. If I had to compare to another author, it would be Flannery O’Connor with a touch of Alice Hoffman. Sara Taylor knows how to tell a story, to rev up the reader’s interest, and importantly, she knows how to sock the reader right between the eyes with some of her story endings. It’s an imaginative novel, inventive, creative, and beautifully controlled and paced by the author. By the third or fourth chapter, I was willing to suspend belief and let Sara Taylor take me anywhere she chose to go....more",Notes are private!,0,11,1,"Mar 24, 2015","Mar 29, 2015","Mar 24, 2015",,Hardcover,view (with text),/book/show/23128320-the-shore
978,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Green Road,"Enright, Anne",0393248216,9780393248210,0393248216,310        pp,3.50,"15,173","May 04, 2015","May 11, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Mar 24, 2015",,Hardcover,view,/book/show/23316521-the-green-road
979,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Did You Ever Have A Family,"Clegg, Bill",1442385278,9781442385276,,6        pp,3.79,"27,396","Sep 01, 2015","Sep 01, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 23, 2015","Mar 23, 2015","Mar 23, 2015",,Audiobook,view,/book/show/23492308-did-you-ever-have-a-family
980,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wonder Garden,"Acampora, Lauren*",0802123554,9780802123558,0802123554,368        pp,3.57,"1,921","May 05, 2015","May 05, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 16, 2015",,Hardcover,view,/book/show/23168312-the-wonder-garden
981,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Coming of Age at the End of Days,"LaPlante, Alice*",0802121659,9780802121653,0802121659,240        pp,2.87,583,"Aug 04, 2015","Aug 04, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 13, 2015",,Hardcover,view,/book/show/23168306-coming-of-age-at-the-end-of-days
982,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Prayers for the Stolen,"Clement, Jennifer*",0804138788,9780804138789,0804138788,212        pp,3.97,"9,636","Feb 11, 2014","Feb 11, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Being born beautiful – looking, say, like Jennifer Lopez – is, for most women, akin to winning the lottery.Except, that is, if you are born in the remBeing born beautiful – looking, say, like Jennifer Lopez – is, for most women, akin to winning the lottery.Except, that is, if you are born in the remote mountains of Guerrero, Mexico.Ladydi Garcia Martinez, a young girl trying to reach adulthood in a land where drug traffickers routinely steal the most beautiful adolescents and force them into prostitution, and her close-knit group of girlfriends are just trying to survive. One of her friends, is stunningly beautiful – a Jennifer Lopez clone. Another, the more fortunate Maria, is born with a harelip and as a result, is able to walk around in relative safety.Ladydi – named for Princess Diana, because her mother loved any woman to whom a man had been unfaithful, recalls THIS as her first memory: “Now we make you ugly, my mother said. She whistled. Her mouth was so close she sprayed my neck with her white-spit. I could smell beer. In the mirror I watched her move the piece of charcoal across my face. It’s a nasty life, she whispered.”In deceptively childlike, yet often lyrical, prose, Ms. Clement narrates Ladydi’s harrowing young life: blackening her face and cutting her hair so she would not look attractive, hiding in holes if she hears drug traffickers approaching, diving for safety when army helicopters arrive, spraying the poisonous Paraquat everywhere except for the poppy fields that are the key to millions of dollars in drugs. Girls are worth so very little in Guerrero: “A missing woman is just another leaf that goes down the gutter in a rainstorm,” Ladydi’s mother says.The trajectory of Ladydi’s life could easily be overly dramatized. But Jennifer Clement does not get overly manipulative or indulgent. The result is a book that sings with the ring of truth and shines a spotlight on the mistreatment of girls and women without the spotlight ever becoming too glaring. I felt that the first half of the book, in particular, was breathtaking in its descriptions. And it affirmed my belief that the invisible and damaged people who live in our midst often deserve our compassion. This is a high 4-star book....more",Notes are private!,0,5,1,"Mar 13, 2015","Mar 14, 2015","Mar 13, 2015",,Hardcover,view (with text),/book/show/18007563-prayers-for-the-stolen
983,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Animals,"Kiefer, Christian*",087140883X,9780871408839,087140883X,314        pp,3.63,804,"Mar 16, 2015","Mar 23, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"In the devastating first pages of The Animals, we meet the quintessential likable character – Bill Reed, a sensitive loner who devotes his life to carIn the devastating first pages of The Animals, we meet the quintessential likable character – Bill Reed, a sensitive loner who devotes his life to caring for gravely injured or mangled animals in the isolated Idaho backlands. He’s everyone’s idea of a hero: saving animal lives, keeping company with the local veterinarian and acting as dad to her young son, and living a principled life on his own terms.But through a series of flashbacks, we discover that Bill is not all he seems. He’s on the run from a less-than-pristine past, where he and his best friend, Rick, got into all kinds of trouble. Rick did his time in the Big House; Bill fled and recreated himself in Idaho. And the questions at the core of this novel are: what price survival? What are the moral laws that govern our lives?It’s easy enough to manipulate sympathy by mining the human/animal relationship. And very occasionally, Christian Kiefer crosses that line. (One example is Bill’s musings about the animals: “They had saved him and he would do the same for them.” We see him tending the blind grizzly Majer, feeding him marshmallows and earning his trust…or the wild injured wolf, Zeke, whose confidence is harder to earn. We get it: there is a very real connection between human and animal and we are never more in tune with ourselves than when we connect with our animal nature. And deep down, we know where this story is heading.Or do we? Christian Kiefer raises issues that, days later, I am still thinking about. What makes a person a “good person” – when he “cares for his people” or when he does his best to shed an ugly past and move on? What does freedom really mean? Is it better to be alive and caged or enjoy total freewill with the probability that death is around the corner? Mr. Kiefer writes, “The universe held its workings in secret and a man could claim nothing from that void and instead would need to design in that obscure and private place that is his heart the laws that would govern his life.”I recognize some of the minor flaws in this book. But still, I found it heartbreaking and shattering. This is a thriller but it’s also a thinking person’s book that is hard to put down…and twice as hard to forget. ...more",Notes are private!,0,6,1,"Jul 02, 2015","Jul 05, 2015","Mar 10, 2015",,Hardcover,view (with text),/book/show/22261058-the-animals
984,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Am Radar,"Larsen, Reif",1594206163,9781594206160,1594206163,656        pp,3.45,"1,569","Dec 02, 2014","Feb 24, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I Am Radar reminds me of a big, frisky St. Bernard puppy who wants to be loved and who ends up making you laugh with delight at all its tricks. What wI Am Radar reminds me of a big, frisky St. Bernard puppy who wants to be loved and who ends up making you laugh with delight at all its tricks. What words would I use to describe the novel? Audacious, swaggering, inimitable, bold, ambitious…well, you get the drift.Despite over 650 pages, it’s remarkably easy to read. The prose is confident and accessible, and the pages are rife with diagrams, newspaper snippets and photos (reminding me just a tad of Marisha Pessl’s Night Film, both in scope and in presentation). And the opening – the birth of Radar Radmanovic, an ebony-black young boy born of two lily-white parents at the height of a New Jersey blackout – gently calls to mind John Irving’s The World According to Garp.The plot is – to put it mildly – convoluted. Radar’s mother Charlene is obsessed with finding an answer to her son’s blackness, eventually traveling to Norway to meet with some avant-garde scientists, studying altered skin pigmentation. They’re very eager to test out their electrical experiments on him; the results end up opening up a new set of challenges for Radar.Interspersed with this rather straightforward story, Reif Larsen weaves others: the tale of the Danilovic brothers during the Bosnian war, a look at Cambodian-born physicist Raksmey Raksmey and his adoptive father who believes “all children are experiments.” And interspersed with THAT are studies of performance art – particularly puppetry drama in war zones, quantum physics, father/son dynamics, the definition and costs of liberty and freedom and a whole lot more…including whether puppets are freer than the humans who manipulate them. The book is so brash and so creatively engineered that it can be easy to forgive its excesses. And there ARE excesses: too much bloat (I could definitely see places where an editor’s firm hand would have been welcome), and times when I felt too distanced from the key character – Radar – because of the 100 pages or so that took me away from the key story. The descriptions of the enigmatic Kirkenesferda – artists and political operatives staging interventions and needing Radar to be part of them – can, at times, plunge the reader (as well as Radar) into the dark.About half way through, I became a little exhausted with everything going on and put the book down to read another. But then I felt compelled to go back to it and take up where I left off. It’s that kind of book -- fun to read, a little demanding, but ultimately, a feat of imagination....more",Notes are private!,0,10,1,"Mar 12, 2015","Mar 24, 2015","Mar 05, 2015",,Hardcover,view (with text),/book/show/22571542-i-am-radar
985,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Leaving Before the Rains Come,"Fuller, Alexandra",1594205868,9781594205866,1594205868,272        pp,3.79,"6,257","Oct 31, 2012","Jan 22, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"When Alexandra Fuller was a little girl, her father told her, “The problem with most people is that they want to be alive for as long as possible withWhen Alexandra Fuller was a little girl, her father told her, “The problem with most people is that they want to be alive for as long as possible without having any idea whatsoever how to live.”Well, based on this memoir – luminously written and so compelling I didn’t want to come up for breath – this author has truly lived. There has been pain, yes, but also incandescent moments and adventures that the vast majority of people never get to experience. And Alexandra Fuller captures it all so well that I’m left wondering how it is that I’ve never read anything by her before.“Africa has been my primarily relationship for most of my life, defining, sustaining, and unequivocal in a way that no human relationship had ever been…,” Ms. Fuller writes. When she leaves it, she feels that an essential connection with this earth has become forever detached “ like a soulless body or a heartless lover.”In loving yet incredibly perceptive prose, Ms. Fuller showcases growing up in a chaotic and often fatalistic home. (She says of her parents: “Together they had lost three children, a war, a few farms, and for a while my mother had seriously lost her mind.”) She is mesmerized by Charlie Ross, an American who has launched a rafting and canoe company in Zambia, and who promises to be every bit as adventurous and risk-taking as she is.Yet the two of them – both of come from highly unorthodox and complicated families – have a mismatched view of the world. His is shaped by American pragmatism and hers is honed by the unpredictability of life. The author writes, “We had glommed onto one another in happy unconscious relief, as if the inherited and accumulated wounds in each of us had recognized their matches, their balms, and their ends.” Yet neither of them is capable of reaching beyond themselves to truly reach the other.This is a brutally honest memoir and a courageous one; Alexandra Fuller does not cast blame as her marriage dissipates and owns her own contribution to the marriage’s dissolution. It’s a book interspersed with poignancy and wit, with perception and intelligence, and the courage of self-examination. I’d count it among the finest memoirs I’ve read....more",Notes are private!,0,22,1,"Mar 04, 2015","Mar 08, 2015","Mar 04, 2015",,Hardcover,view (with text),/book/show/22529144-leaving-before-the-rains-come
986,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Days of Abandonment,"Ferrante, Elena",1933372001,9781933372006,1933372001,188        pp,3.87,"42,758",2002,"Sep 01, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"If The Days of Abandonment were a theatrical play instead of a novel, it would have to be performed in one act. Once begun, it is impossible to wrenchIf The Days of Abandonment were a theatrical play instead of a novel, it would have to be performed in one act. Once begun, it is impossible to wrench oneself away from the extraordinary power of a this narrative of a 40-ish woman who navigates Elizabeth Kubler Ross’s four stage of grief (denial, anger, depression and acceptance).In a clear and non-pitying tone, Olga relates this: “One April afternoon, right after lunch, my husband announced that he wanted to leave me. He did it while we were clearing the table; the children were quarreling as usual in the next room, the dog was dreaming, growling beside the radiator…Then he assumed the blame for everything that was happening and closed the front door carefully behind him, leaving me turned to stone beside the sink.”Ms. Ferrante is unsparing in her portrait of Olga, without turning this into a maudlin tale or a “poor pity me, the victim” type of story. First of all, the prose is precise and exquisite (examples: Olga’s husband blew away the past “as if it were a nasty insect that has landed on your hand.” Or this: “In those long hours I was the sentinel of grief, keeping watch along with a crowd of dead words.” Or this: “Starting at a certain point, the future is only a need to live in the past. To immediately redo the grammatical tenses.”)As Olga falls into the void – the “absence of sense” – she descends into a frenzy of self-loathing and inertia. It take a strong stomach to read about her attempt to seduce a neighbor in a near-parody of what “making love” is really all about. During the end of that passage, it becomes clear that Olga’s “days of abandonment” are not caused by her husband Mario’s departure; rather, they are caused by her abandonment of herself. While she reaches rock bottom, she is also responsible for her young son and daughter and the innocent dog with “good dog eyes”, Otto. One feels their sense of confusion and betrayal as well – and commiserates.I have never read Elena Ferrante before and have rarely read a book with such raw honesty and such ferocious power. I am, fortunately, happily married but anyone who has ever suffered feelings of betrayal (and all of us do, at some point in our lives, through husbands, family members, friends) will gasp in shock at the authenticity of Days of Abandonment. I believe it’s a masterpiece....more",Notes are private!,0,16,1,not set,not set,"Mar 04, 2015",,Paperback,view (with text),/book/show/77810.The_Days_of_Abandonment
987,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Little Life,"Yanagihara, Hanya*",,,0385539258,720        pp,4.34,"618,563","Mar 10, 2015","Mar 10, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,0,not set,not set,"Mar 02, 2015",,Hardcover,view,/book/show/22822858-a-little-life
988,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Jazz Palace,"Morris, Mary*",0385539738,9780385539739,0385539738,245        pp,3.66,805,"Apr 07, 2015","Apr 07, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"As a Chicagoan, I’m naturally attracted to my city’s rich and diverse history and this portrait of Chicago at the turn of the 20th century promised toAs a Chicagoan, I’m naturally attracted to my city’s rich and diverse history and this portrait of Chicago at the turn of the 20th century promised to entice.Indeed, Mary Morris, a native of Chicago herself, sparkles when she turns her lens onto Chicago. The novel begins with the tragic sinking of the steamship Eastland – so close to shore – killing 844 Western Electric employees and setting a fortuitous fiction meeting into motion (Benny Lehrman, a Jewish jazz player and Pearl Chimbrova, who lost three brothers that day.)It’s obvious that this author has done her homework and it’s fun to read about the nigthclubs – Slim Betty, The Charleston, the Lincoln Gardens, the Red Rooster – and Jazz Palace (“more a listening kind of place with a gambling room off to the side.”) Famous Chicago personages – most notably, Alphonse (Al) Capone – make appearances and there are references to Leopold and Loeb, Louis Armstrong and others who have long been a famous (or in some cases, infamous) part of Chicago’s tapestry.The sense of time and place is worth the read. Mary Morris gets so much right: the Chicago geography and grittiness, the personages, the ambiance (“of crumbling plaster and mildew, of cat piss and back-alley trash, of stale popcorn and spilled ginger ale”) and most of all, the sounds of a bygone era. Less successful is the fictional story. Much of it is derivative: Napoleon Hill, a black jazz trumpeter whose actions are often too predictable for readers and the aforementioned Benny with his head in the clouds who is compelled to leave his life as a delivery boy and sit in with the jazz group players. We learn about the mob ownership of the speak-easies and the musicians (“It’s just like slavery,” says Nathaniel.” I’m not free.”)The history is all woven in – prohibition, mob rule, machine guns, the stock market crash – coinciding with the rise and fall of live time jazz. That’s the true driver of this novel and it’s done so well that I wish it had been enough for me. This is a 3.75-star....more",Notes are private!,0,7,1,Mar 2015,"Mar 04, 2015","Mar 01, 2015",,Hardcover,view (with text),/book/show/22716393-the-jazz-palace
