,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Misty's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tramp for the Lord.,"ten Boom, Corrie",080070665X,9780800706654,B001KPY50U,192        pp,4.49,"24,854",1971,"Jan 01, 1974",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Nov 04, 2023","Dec 06, 2023","Nov 04, 2023",,Hardcover,view,/book/show/3429023-tramp-for-the-lord
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The All-American,"Finkbeiner, Susie*",0800739361,9780800739362,0800739361,368        pp,4.26,"1,121","Jul 11, 2023","Jul 11, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"[ I  books on Instagram as read.fine.print.]FIVE STAR REVIEW ⭐️⭐️⭐️⭐️⭐️The All-American by Susie FinkbeinerI’m getting tired of hearing f-words [ I  books on Instagram as read.fine.print.]FIVE STAR REVIEW ⭐️⭐️⭐️⭐️⭐️The All-American by Susie FinkbeinerI’m getting tired of hearing f-words and anticipating skipping sex scenes in my books and movies. So I’m just not watching much television (or when I do, it’s All Creatures Great and Small!) and I’m reading BOOKS LIKE THIS ONE.I loved it. It’s the story of two girls growing up in the 40s. If you are looking for a suspenseful read, this isn’t it. It’s not edgy. It’s how these girls were impacted by McCarthyism, grief, and just growing up. One is a girly, precocious reader, one is a confident baseball player. The writing shines in its simplicity and slipped me completely into the mindset of what life was like as a kid during that era.Things I loved about this book: It’s written by a Christian author but nothing felt forced about the story, the author didn’t insert 2023 ideals into 1940s characters, the author showed how girls can be girls in many different ways (some more girly and some more masculine), the relationships and situations weren’t sugar sweet—I loved how subtle the love was between the family members.I would compare this to one of my favorites, The Boston Girl by Anita Diamant, and if you liked Tom Hanks’ A League of Their Own, you will love this one. The audio was great too—I especially loved the reader for Bertha. Honestly, I just smiled through this whole thing.Read it! Look at that red cover! It’s beautiful. I’m getting a physical copy. ...more",Notes are private!,0,5,2,"Sep 25, 2023not set","Sep 25, 2023not set","Nov 03, 2023",,Paperback,view (with text),/book/show/62927890-the-all-american
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,He Should Have Told the Bees,"Cox, Amanda*",0800742737,9780800742737,0800742737,336        pp,4.06,"1,967",Aug 2023,"Aug 29, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Oct 07, 2023not set","Oct 09, 2023not set","Nov 03, 2023",,Paperback,view,/book/show/62611204-he-should-have-told-the-bees
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nothing Else But Miracles,"Albus, Kate*",0823456706,9780823456703,B0BWQNPVW7,241        pp,4.14,"1,492",2023,"Sep 05, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 27, 2023","Nov 12, 2023","Oct 27, 2023",,Kindle Edition,view,/book/show/62952900-nothing-else-but-miracles
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Little Stranger,"Waters, Sarah",0525541586,9780525541585,0525541586,528        pp,3.56,"55,371","Apr 30, 2009","Jul 31, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"⭐️⭐️⭐️⭐️⭐️BOOK REVIEWThe Little Stranger by Sarah WatersWow. This book. I enjoyed reading it so much. The setting: a dilapidated mansion in 1940s Engl⭐️⭐️⭐️⭐️⭐️BOOK REVIEWThe Little Stranger by Sarah WatersWow. This book. I enjoyed reading it so much. The setting: a dilapidated mansion in 1940s England. The characters: the family who live in the house and a country doctor who befriends them. Except the house becomes a major character too!It’s a slow, creepy, gothic, story on the surface, but when it’s done, there is so much more to examine.It reads just like an old classic. It is so hard to believe it was written in 2009. I could. Not. Put. It. Down. Though when I revisit that, I’m struck by how slow the story is? So I don’t know why I was so caught up in it, and I hesitate to assure you that you will feel the same!As far as mature content, there is just fright. There are a few curse words written with a dash in the way of old classic books! There are a few sentences of an awkward love scene, barely worth mentioning. I couldn’t wait to read more of Sarah Waters books, but I discovered they are all LGBTQ suspense/romances, which isn’t a genre I want to read.Books and movies The Little Stranger reminded of: the movie The Others, Shirley Jackson’s The Haunting of Hill House and We Have Always Lived in the Castle, du Maurier’s Rebecca maybe, Lockheart’s We Were LiarsI  books on Instagram @read.fine.print...more",Notes are private!,0,1,1,"Oct 20, 2023","Oct 26, 2023","Oct 20, 2023",,Paperback,view (with text),/book/show/40672569-the-little-stranger
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Island,"Preston, Natasha*",0593481496,9780593481493,0593481496,303        pp,3.47,"18,539","Feb 28, 2023","Feb 28, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"May 29, 2023not set","Jun 12, 2023not set","Oct 18, 2023",,Paperback,view,/book/show/61356542-the-island
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mother-Daughter Murder Night,"Simon, Nina*",0063315076,9780063315075,,13        pp,3.59,"53,381","Sep 05, 2023","Sep 05, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"⭐️⭐️⭐️⭐️BOOK REVIEW Mother Daughter Murder Night by Nina SimonI’ve been seeing this one everywhere and the unique title drew me in. Why would a mom an⭐️⭐️⭐️⭐️BOOK REVIEW Mother Daughter Murder Night by Nina SimonI’ve been seeing this one everywhere and the unique title drew me in. Why would a mom and daughter both be murdering?!!This won’t take long to tell you about. It’s a good mystery! If you want to try to figure out whodunnit?! And you want some memorable characters— one of which is an inspiring, sixty something year old, character— you will love it! I chuckled out loud at these ladies adventures!There isn’t really any mature content. Maybe a few curse words but definitely not pervasive, and no sex. The audio was great! Follow my s on Instagram @read.fine.print...more",Notes are private!,0,3,1,"Oct 15, 2023","Oct 16, 2023","Oct 15, 2023",,Audiobook,view (with text),/book/show/166176898-mother-daughter-murder-night
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Last Summer on State Street,"Wolfe, Toya",,9780063209770,,7        pp,4.23,"8,745","Jun 14, 2022","Jun 14, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I kept having to remind myself this is a novel and not a memoir! Felicia Stevens looks back at the summer of 1999, when she was twelve and lived in thI kept having to remind myself this is a novel and not a memoir! Felicia Stevens looks back at the summer of 1999, when she was twelve and lived in the housing projects of Chicago. Felicia’s summer of Double Dutch and candy is interrupted by the adult problems of gang violence impacting her community and family.My favorite thing about Felicia was how she loved people, even people who weren’t like her. I loved the portrayal of family in this novel, and I wasn’t expecting the large role that faith plays in the story too.Lastly, I learned a lot from the glimpse into Felicia’s life as a Black girl growing up in the projects. Read this one. It’s good.There is some cursing. I listened to the audio and it was very good.I  books on Instagram @read.fine.print...more",Notes are private!,0,3,1,"Oct 11, 2023","Oct 15, 2023","Oct 11, 2023",,Audiobook,view (with text),/book/show/60440375-last-summer-on-state-street
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Humility: The Journey Toward Holiness,"Murray, Andrew",076422560X,9780764225604,076422560X,114        pp,4.38,"8,720","Mar 09, 1895","Sep 01, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 10, 2023",,Paperback,view,/book/show/770265.Humility
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Absolute Surrender,"Murray, Andrew",0882700286,9780882700281,0882700286,166        pp,4.51,"3,322",1885,"Jul 01, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 10, 2023",,Paperback,view,/book/show/273331.Absolute_Surrender
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cold-Case Christianity: A Homicide Detective Investigates the Claims of the Gospels,"Wallace, J. Warner*",0830785302,9780830785308,0830785302,335        pp,4.39,"4,764","Jan 01, 2013","Sep 05, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Cold Case Christianity by J. Warner Wallace“A homicide detective investigates the claims of the gospels”This author was a homicide detective and an atCold Case Christianity by J. Warner Wallace“A homicide detective investigates the claims of the gospels”This author was a homicide detective and an atheist, and he decided to investigate the truth of the Bible and Jesus’ resurrection. What he uncovered forced him to believe in the truth of the Bible!In the beginning of each chapter the author shares about a case that he worked on, and then he uses the same case to illustrate an investigative technique that he used with the Bible. For instance: Matthew, Mark, Luke, and John are accounts of the resurrection. How does the way their stories are told authenticate them? The author is familiar with investigating deaths. Was Jesus’ resurrection faked? Or maybe the disciples were tricked? How can we trust the Bible anyway?This book was hard for me to read for some reason! We discussed this in our Apologetics Book Club and it seems the others understood it well. I think for me it was all the legal terms! Most of the Christian apologetics concepts presented here weren’t new to me, but I did enjoy this fresh way to view them: through the lens of an atheist investigative detective.Companion Podcast episode: Whether you read the book or not, I highly recommend episode 215 of Alisa Childers Podcast titled “A cold case homicide detective examines the gospels, with J. Warner Wallace”...more",Notes are private!,0,2,1,"Oct 03, 2023","Oct 27, 2023","Oct 03, 2023",,Paperback,view (with text),/book/show/125896568-cold-case-christianity
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Thieves' Gambit        (Thieves' Gambit #1),"Lewis, Kayvion*",0593625366,9780593625361,0593625366,384        pp,3.91,"6,480","Sep 26, 2023","Sep 26, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"When the tag line of this new young adult book mentioned Ocean’s Eleven and the word “heist thriller,” I was all in!Seventeen year old Ross Quest is aWhen the tag line of this new young adult book mentioned Ocean’s Eleven and the word “heist thriller,” I was all in!Seventeen year old Ross Quest is a skilled thief, she grew up in a family of thieves, and when her mother is kidnapped, Ross has to enter a thieving competition to get her back! The contest has Ross meeting with old friends, new romances, and in general trying to survive.A few times this got bogged down in details— I think it will work better as an action movie than a book (the film rights have already been purchased!) but as the book neared the end I was on the edge of my seat. I loved the lack of language and sex in this young adult book (the word hell is used some) so really the only mature content is the moral ambiguity of the main character as a thief. And if it’s possible, she’s a “good” thief....more",Notes are private!,0,3,1,"Sep 25, 2023","Oct 16, 2023","Sep 25, 2023",,Hardcover,view (with text),/book/show/112974911-thieves-gambit
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Holiness: Its Nature, Hindrances, Difficulties, and Roots","Ryle, J.C.",1946971030,9781946971036,1946971030,360        pp,4.35,"6,643",1877,"May 19, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"BOOK REVIEW⭐️⭐️⭐️⭐️⭐️This 1877 non-fiction book about seeking holiness is now in my top ten favorite books. Trust me, it is easy to read and doesn’t sBOOK REVIEW⭐️⭐️⭐️⭐️⭐️This 1877 non-fiction book about seeking holiness is now in my top ten favorite books. Trust me, it is easy to read and doesn’t seem like a book written so long ago. The author is so passionate that I teared up many times as I read.Each chapter is a separate subject with titles like:Sin— “We may depend upon it, men will never come to Jesus, and stay with Jesus, and live for Jesus— unless they really know why they are to come, and what their need truly is.”Counting the Cost— “Now let us make this serious inquiry: What does your Christianity cost? Very likely it cost you nothing. Very probably it neither cost you trouble, nor time, nor thought, nor care… Such a religion as this will never save your soul. It will never give you peace while you live, nor hope while you die… A religion which cost nothing is worth nothing!”The Ruler of the Waves— “Had my savior been God only, I might perhaps, have trusted him, but I never could have come near to him without fear. Had my savior been man only, I might have loved him, but I never could have felt sure that he was able to take away my sins. But my Savior is God as well as man and man as well as God. God, and able to deliver me; man, and so able to feel with me. All mighty power and deepest sympathy are met together in one glorious person, Jesus Christ, my Lord.”I’ve thought about different aspects of this book every day since I read it. I’m sad that I can’t find a prettier hardback of this because I know I will reread and buy a copy for both my kids. However it doesn’t matter what copy you read, I suggest you just find one and read it!...more",Notes are private!,1,3,1,"Sep 25, 2023","Sep 25, 2023","Sep 25, 2023",,Paperback,view (with text),/book/show/38580433-holiness
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Juniper Bean Resorts to Murder        (Happily Ever Homicide, #1)","Mitchell, Gracie Ruth*",,,B0BTTLNYKZ,368        pp,4.07,"3,317","Mar 31, 2023","Mar 29, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"⭐️⭐️⭐️⭐️⭐️BOOK REVIEW Juniper Bean Resorts to MurderWhat a cute book! I loved the characters Juniper and Aiden. I don’t read much romance, and this on⭐️⭐️⭐️⭐️⭐️BOOK REVIEW Juniper Bean Resorts to MurderWhat a cute book! I loved the characters Juniper and Aiden. I don’t read much romance, and this one is mystery AND romance, but I really appreciated how Aiden seemed like a real guy! Every other chapter was his perspective, and he wasn’t overly mushy like some men are portrayed.I also enjoyed the glimpse this gives into the issue of poverty, and caring for others. I liked the mystery too, but the romance was definitely the thing that kept me reading! These two had some adorable banter!I’d compare this to maybe the movie Leapyear or The Holiday because I don’t read many rom-coms to have comparisons!Find me on Instagram as @read.fine.print...more",Notes are private!,0,6,1,"Sep 13, 2023","Sep 25, 2023","Sep 13, 2023",,Kindle Edition,view (with text),/book/show/102777361-juniper-bean-resorts-to-murder
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Possibilities,"Goldstein-Love, Yael*",0593446488,9780593446485,,304        pp,3.50,881,"Jul 25, 2023","Jul 25, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"#book #readfindprints I love sci-fi with a personal aspect. I think Blake Crouch does this so well! His “science” is just hard enough to b#book #readfindprints I love sci-fi with a personal aspect. I think Blake Crouch does this so well! His “science” is just hard enough to be cool, just easy enough to grasp. The “science” in this one was hard. I kept reading though, and I never wanted to quit. I had to know what happened! Hannah can’t stop thinking of a vision she saw the day her baby was born: he was blue. He didn’t make it. The “possibilities” that could’ve been, the way her life would’ve been without him, continue to haunt her. Until the absolute worst happens.There are occasional curse words, including the f word, a couple sex scenes that are not descriptive. Some more thoughts on the theme— it’s dangerous to think about the many possible ways your life could’ve ended up. God wasn’t mentioned in this book but the idea that He has an ultimate plan for our lives (He does, Psalm 33:11) vs. how He made us with free will… well, these concepts sometimes battle in our brains, right? Ultimately, I know He wants me to pray for wisdom (James 1:5), I’ll face consequences when I do wrong (Romans 6:23, Galatians 6:7), and that even though I can’t comprehend it—he CREATED time. For him there is no time (2 Peter 3:8-9.) Beyond these biblical concepts, it’s hard to know.It’s hard to imagine what kind of God He would be if it was easy to understand. He made me and he made my brain! If I could grasp all the ways God worked, then He wouldn’t be God. (Isaiah 55:8-9, Psalm 139)...more",Notes are private!,0,0,1,"Sep 11, 2023","Sep 17, 2023","Sep 11, 2023",,Hardcover,view (with text),/book/show/62049709-the-possibilities
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Many Lives of Mama Love: A Memoir of Lying, Stealing, Writing, and Healing","Hardin, Lara Love*",1797164694,9781797164694,,unknown,4.48,"27,609","Aug 01, 2023","Aug 01, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"#book⭐️⭐️⭐️⭐️ Four Star non-fiction ReviewI haven’t read The Sun Does Shine, a popular book this author co-wrote, but now I would like to.Lara L#book⭐️⭐️⭐️⭐️ Four Star non-fiction ReviewI haven’t read The Sun Does Shine, a popular book this author co-wrote, but now I would like to.Lara Love Hardin has a master’s degree, is a “soccer mom,” married with four kids, and she’s also addicted to drugs. This is the story of her journey from all of the things above, to prison and beyond.She says her most dangerous addiction wasn’t drugs, it was escape. From a young girl that was all she really wanted. Actually books provided that for her before the drugs.I know this is a good book because it encourages compassion. I won’t forget the perspective it gave me of drug addicts and prisoners and single moms just scraping to get by. I was saddened at the many ways the author sought peace. She speaks of improving her self-esteem and finding her identity in something other than the crimes she committed, which are good lessons to learn, but ultimately I hope she can find her identity in the fact that she is made in the image of Christ. All her sins have been forgiven and He loves her no matter what. I kept wanting to tell her that...more",Notes are private!,0,4,1,"Sep 09, 2023","Sep 11, 2023","Sep 09, 2023",,Audiobook,view (with text),/book/show/112053221-the-many-lives-of-mama-love
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tom Lake,"Patchett, Ann",006332752X,9780063327528,006332752X,309        pp,4.04,"241,626","Aug 01, 2023","Aug 01, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Have vou read Patchett? I've read Bel Canto, Commonwealth, The Dutch House, and this one, Tom Lake. All are so beautifully written--elegant, simple yeHave vou read Patchett? I've read Bel Canto, Commonwealth, The Dutch House, and this one, Tom Lake. All are so beautifully written--elegant, simple yet piercing (see quotes in the comments.) I loved The Dutch House. I liked Tom Lake.As they work a cherry field during the 2020 pandemic, farm wife Lara tells her three adult daughters about her past relationship with a celebrity. My favorite part of this book was the Covid aspect, believe it or not! I remember 2020 the way Lara experienced it-- the rest of the world falling apart, and me somehow capturing time in a bottle with my college kid home again.I loved the cherry farm setting, the family, the alternate setting of Tom Lake where she met the celebrity they are all fascinated with. But as much as I related to the position Lara was in, somehow I don't think I grasped who she truly was. She shares her actions in her past, but many times I couldn't understand her motives. The things she does seem purposeless. She just flowed with whatever circumstance came her way, as if she had no agency at all. A scene towards the end of the book seals the deal for me-- who is Lara? Wow. I have no idea.Maybe some will argue that was the point? If so, then I guess I can say I didn't like her character very much.Comparisons: if you like Tom Lake, I know you will like Back When We Were Grownups by Anne Tyler. Rebecca is also a woman looking back at her past. Another comparison would be the movie Splendor in the Grass. It has the same vibe I think!Content: There is profanity but it isn't extreme, sex but little description. Adult themes.I  books on instagram as read.fine.print....more",Notes are private!,0,3,1,"Sep 04, 2023","Sep 06, 2023","Sep 04, 2023",,Hardcover,view (with text),/book/show/63241104-tom-lake
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eight Perfect Murders,"Swanson, Peter*",0062838202,9780062838209,0062838202,270        pp,3.64,"77,597",2019,"Mar 03, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jan 05, 2023","Jan 10, 2023","Aug 25, 2023",,Hardcover,view,/book/show/52225186-eight-perfect-murders
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Housemaid        (The Housemaid, #1)","McFadden, Freida*",,,B09TWSRMCB,338        pp,4.33,"1,064,822","Apr 26, 2022","Apr 26, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Aug 19, 2023","Aug 24, 2023","Aug 19, 2023",,Kindle Edition,view,/book/show/60556912-the-housemaid
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Science of Fear: Why We Fear the Things We Shouldn't--and Put Ourselves in Greater Danger,"Gardner, Daniel",0525950621,9780525950622,0525950621,339        pp,3.97,"5,652","Jul 17, 2008","Jul 17, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 16, 2023",not set,"Aug 16, 2023",,Hardcover,view,/book/show/3242100-the-science-of-fear
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Rebel's Manifesto: Choosing Truth, Real Justice, and Love amid the Noise of Today's World","McDowell, Sean",1496443934,9781496443939,B09JT2ZFXS,242        pp,4.26,192,unknown,"Jul 05, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Aug 16, 2023","Aug 16, 2023","Aug 16, 2023",,Kindle Edition,view,/book/show/61371980-a-rebel-s-manifesto
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Strange New World: How Thinkers and Activists Redefined Identity and Sparked the Sexual Revolution,"Trueman, Carl R.",,,B09VJJCGN2,6        pp,4.51,"3,227","Feb 15, 2022","Mar 22, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,7,1,"Aug 05, 2023","Aug 16, 2023","Aug 05, 2023",,Audible Audio,view,/book/show/60787401-strange-new-world
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Golden Spoon,"Maxwell, Jessa*",1668008009,9781668008003,1668008009,288        pp,3.50,"34,038","Mar 07, 2023","Mar 07, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really enjoyed The Golden Spoon! The author sets up the six characters very well, and each chapter is a different point of view. I was entertained bI really enjoyed The Golden Spoon! The author sets up the six characters very well, and each chapter is a different point of view. I was entertained by all of them!This murder mystery takes place at a cooking competition much like The Great British Baking Show, but you don’t have to be a fan of that show to enjoy this book. Themes include baking of course, loneliness, and surprisingly a strong theme is the abuse and harassment of women.Read this if you are a fan of mysteries that aren’t necessarily thrillers, the Great British Baking Show, or maybe the book Nora Goes Off Script. There isn’t any sex but there is some cursing, including a few f words....more",Notes are private!,0,5,1,"Aug 04, 2023","Aug 04, 2023","Aug 04, 2023",,Hardcover,view (with text),/book/show/61273344-the-golden-spoon
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Chain,"McKinty, Adrian",,,,unknown,3.80,"118,327","Feb 09, 2019","Jul 09, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jul 25, 2023","Aug 04, 2023","Jul 25, 2023",,Audible Audio,view,/book/show/49952344-the-chain
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Collected Regrets of Clover,"Brammer, Mikki*",,,B0BFFLXHQT,unknown,4.18,"56,256","May 09, 2023","May 09, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jul 19, 2023","Jul 21, 2023","Jul 19, 2023",,Audible Audio,view,/book/show/159108784-the-collected-regrets-of-clover
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Go as a River,"Read, Shelley*",1954118236,9781954118232,1954118236,320        pp,4.31,"64,838","Mar 07, 2023","Feb 28, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"So many of you have recommended this book to me and I loved it. This is one of the most beautifully written novels I have read in a long time! Go As aSo many of you have recommended this book to me and I loved it. This is one of the most beautifully written novels I have read in a long time! Go As a River is the story of Victoria’s life, and poor Victoria has a hard one. She grows up in a Colorado peach orchard in the 1940s, she experiences love, heartache, family trials, and all the hardship of owning a farm in the brutal Colorado climate. I didn’t read the synopsis before diving into this one, and I’m glad I didn’t, so I won’t tell you any details either. Just know the writing is superb! Wow. I’ll put a few quotes below.I loved this book for the story and the descriptions. I didn’t feel like I knew the main character as well as I would have liked and there were long parts of the story where nothing happened. As I peruse the book now, I realize most of the story takes place in the first half. I guess I need a conversation now and then to keep me interested! I had to intentionally resist skimming nature descriptions if they weren’t peppered with a character’s thoughts or actions. But despite those minor aggravations, this will definitely be a memorable book for me and I think so many of you will love it too! Because of the rich descriptions of nature, life, and love, I would compare this book to Where the Crawdads Sing, though I didn’t care for that one as much as many of you do. Also maybe The Great Alone? As far as mature content, there is sex but it is not very descriptive, curse words but not very many.   Just as a single rainstorm can erode the banks and change the course of a river, so can a single circumstance of a girl’s life erase who she was before. Go As a River quote: I couldn’t fathom it then, standing there suspended by his gaze, but I would come to learn that Wilson Moon didn’t experience time the way most people do, or few things for that matter, He never rushed or fiddled nervously or found a length of silence between two people an awkward vessel to fill with chatter. Go As a River quote: He rarely looked to the future, and to the past even less, but gathered up the current moment in both hands to admire its particulars, with no apology and no sense it should be otherwise. Go As a River quote: How does one live for seventeen years without ever considering whether she is known?...more",Notes are private!,1,5,1,"Jul 10, 2023","Jul 24, 2023","Jul 10, 2023",,Hardcover,view (with text),/book/show/63922274-go-as-a-river
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Unveiling Grace: The Story of How We Found Our Way out of the Mormon Church,"Wilder, Lynn K.",0310331129,9780310331124,0310331129,368        pp,4.28,"2,876","Aug 20, 2013","Aug 25, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Jul 10, 2023","Aug 04, 2023","Jul 10, 2023",,Paperback,view,/book/show/17718458-unveiling-grace
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Have Some Questions for You,"Makkai, Rebecca*",0593490142,9780593490143,0593490142,438        pp,3.62,"101,890","Feb 21, 2023","Feb 21, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is one of many audiobooks that I started and stopped due to some really crass conversations and language. BUT I couldn’t stop thinking about the This is one of many audiobooks that I started and stopped due to some really crass conversations and language. BUT I couldn’t stop thinking about the mystery part of it. (I thought I figured out who did it.) So I picked up a physical copy at the library— I finished it, but it wasn’t as satisfying as I’d hoped. To be honest, I shouldn’t have bothered.To me, the most fascinating issue the author discussed was how our culture is impacted by outrage, specifically on social media. She also confronts sexism, racism, true crime obsession, false conviction, and many other complex issues. This is the crux of the book, she examines these from all sides.I was so impressed with the author’s writing but I was disappointed in the way the mystery played out. This is not a book to be read for the mystery factor, but I can definitely say it made me think!If you follow my s for the content warnings, know that I put this one aside due to content at first! So it’s not a typical read for me. Language, sexual situations....more",Notes are private!,0,2,1,"Jul 10, 2023","Jul 10, 2023","Jul 10, 2023",,Hardcover,view (with text),/book/show/61053829-i-have-some-questions-for-you
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Things We Cannot Say,"Rimmer, Kelly*",1525831518,9781525831515,1525831518,448        pp,4.53,"165,800","Feb 26, 2019","Oct 17, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jul 03, 2023","Jul 05, 2023","Jul 03, 2023",,Hardcover,view,/book/show/40899464-the-things-we-cannot-say
