,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Ewa (humanizmowo)'s rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kompleks Portnoya,"Roth, Philip",8307031559,9788307031552,8307031559,268        pp,3.71,"68,392",1969,"Jul 31, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 13, 2024",,Paperback,view,/book/show/13500232-kompleks-portnoya
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jak nakarmić dyktatora,"Szabłowski, Witold",8328069911,9788328069916,8328069911,320        pp,4.20,"3,862","Sep 18, 2019","Sep 18, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 28, 2024",,Paperback,view,/book/show/53078213-jak-nakarmi-dyktatora
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Idealny tata,"Glatt, John*",8382802761,9788382802764,8382802761,384        pp,3.91,"6,108","Jul 21, 2020","Oct 26, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 25, 2024",,Paperback,view,/book/show/63004409-idealny-tata
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Słabsi,"Nunez, Sigrid",8396888825,9788396888822,8396888825,224        pp,3.66,"6,025","Nov 07, 2023","Jan 10, 2024",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5W sumie to nigdy nie miałam wygórowanych oczekiwań do książek tej autorki, więc ta była po prostu dobra. Raczej za dwa miesiące nie będę już o niej3.5W sumie to nigdy nie miałam wygórowanych oczekiwań do książek tej autorki, więc ta była po prostu dobra. Raczej za dwa miesiące nie będę już o niej pamiętać....more",Notes are private!,0,5,1,"Apr 03, 2024","Apr 06, 2024","Jan 23, 2024",,Paperback,view (with text),/book/show/201357195-s-absi
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wyznania rzekomo porządnej dziewczyny,"Goffney, Joya*",8382654444,9788382654448,8382654444,368        pp,4.28,"6,323","May 03, 2022","Apr 26, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 11, 2024",,Paperback,view,/book/show/141390730-wyznania-rzekomo-porz-dnej-dziewczyny
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Droga artysty. Jak wyzwolić w sobie twórcę,"Cameron, Julia",8388141228,9788388141225,8388141228,242        pp,3.95,"111,320","Mar 04, 2002","Jun 26, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 08, 2024",,Paperback,view,/book/show/33147228-droga-artysty-jak-wyzwoli-w-sobie-tw-rc
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Łańcuch,"McKinty, Adrian",8326829110,9788326829116,8326829110,400        pp,3.80,"118,316","Feb 09, 2019","Sep 18, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Paperback,view,/book/show/50765646-a-cuch
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Szczeka, merda, mówi. Jak być najlepszym człowiekiem swojego psa","Zaniewska-Wojtków, Zofia",8324073302,9788324073306,8324073302,320        pp,4.21,291,"Aug 30, 2021","Aug 30, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 27, 2023",,Hardcover,view,/book/show/58401620-szczeka-merda-m-wi-jak-by-najlepszym-cz-owiekiem-swojego-psa
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Języczni. Co język robi naszej głowie,"Ratajczak, Jagoda*",8366147320,9788366147324,8366147320,240        pp,3.46,761,"Apr 01, 2020","Apr 01, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2023",,Hardcover,view,/book/show/51484797-j-zyczni-co-j-zyk-robi-naszej-g-owie
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kulisy PiS,"Dziubka, Kamil",8366219844,9788366219847,8366219844,318        pp,3.88,999,"Aug 09, 2023","Aug 09, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2023",,Paperback,view,/book/show/193243584-kulisy-pis
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tak działa mózg. Jak mądrze dbać o jego funkcjonowanie,"Podgórska, Joanna",,9788383190181,,416        pp,4.17,359,"Oct 25, 2023","Oct 25, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2023",,Hardcover,view,/book/show/198027942-tak-dzia-a-m-zg-jak-m-drze-dba-o-jego-funkcjonowanie
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ucieczka,"Tiller, Carl Frode",,9788367815925,,256        pp,4.26,601,Oct 2021,"Nov 08, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2023",,Hardcover,view,/book/show/199327633-ucieczka
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chłopki. Opowieść o naszych babkach,"Kuciel-Frydryszak, Joanna",8367674316,9788367674317,8367674316,496        pp,4.47,"7,165","May 17, 2023","May 17, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2023",,Hardcover,view,/book/show/137135096-ch-opki-opowie-o-naszych-babkach
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nie śpię. Osobisty reportaż z życia bez snu,"Bortne, Anders",832407399X,9788324073993,832407399X,256        pp,3.64,163,"Jan 30, 2019","Sep 27, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Nie czytałam opisu tej książki z góry założyłam, że autor skupi się na problemie społeczeństwa. Jego osobista historia była interesująca, ale nie wciąNie czytałam opisu tej książki z góry założyłam, że autor skupi się na problemie społeczeństwa. Jego osobista historia była interesująca, ale nie wciągnęłam się za mocno....more",Notes are private!,0,4,1,"Feb 12, 2024","Feb 29, 2024","Dec 26, 2023",,Paperback,view (with text),/book/show/58459696-nie-pi-osobisty-reporta-z-ycia-bez-snu
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Gładko. O polskim wstydzie, obsesji młodości i intymnych operacjach plastycznych","Kuszewska, Magdalena",,9788324088461,,352        pp,4.11,36,May 2023,May 2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2023",,Paperback,view,/book/show/141185231-g-adko-o-polskim-wstydzie-obsesji-m-odo-ci-i-intymnych-operacjach-plas
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Końce świata. Niezwykła opowieść o tym, jak wymierała nasza planeta","Brannen, Peter*",8324064273,9788324064274,8324064273,448        pp,4.30,"5,314","Jun 13, 2017","Jun 13, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2023",,Paperback,view,/book/show/60304715-ko-ce-wiata-niezwyk-a-opowie-o-tym-jak-wymiera-a-nasza-planeta
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lapvona,"Moshfegh, Ottessa",,9788396802378,,304        pp,3.54,"60,947","Jun 21, 2022","Oct 10, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 24, 2023",,Paperback,view,/book/show/199139539-lapvona
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jak nie zabiłem swojego ojca i jak bardzo tego żałuję,"Pakuła, Mateusz",8366599302,9788366599307,8366599302,222        pp,4.11,341,"Oct 05, 2021","Oct 05, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 20, 2023",,Paperback,view,/book/show/59124500-jak-nie-zabi-em-swojego-ojca-i-jak-bardzo-tego-a-uj
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Święte słowo,"Björnsdóttir, Sigríður Hagalín",8308069886,9788308069882,8308069886,336        pp,3.78,947,2018,"Jan 29, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 19, 2023",,Hardcover,view,/book/show/49119348-wi-te-s-owo
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Kurwa, kurwa, kurwa","Strømsborg, Linn*",836751548X,9788367515481,836751548X,240        pp,3.96,"2,252",unknown,"Oct 23, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 18, 2023",,Paperback,view,/book/show/197483990-kurwa-kurwa-kurwa
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jak zerwać z nałogiem bycia sobą,"Dispenza, Joe",8381713846,9788381713849,8381713846,384        pp,4.13,"25,840","Feb 15, 2012","Sep 04, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 17, 2023",,Paperback,view,/book/show/56579013-jak-zerwa-z-na-ogiem-bycia-sob
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ogród,"Dvořáková, Petra",8367889002,9788367889001,,192        pp,3.90,"1,379","Oct 06, 2022","Oct 09, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 13, 2023",,Paperback,view,/book/show/198377486-ogr-d
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Prostota. Jak nie komplikować sobie życia,"Hybels, Bill",8364647113,9788364647116,8364647113,368        pp,3.99,"1,956","Aug 14, 2014","Sep 18, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 12, 2023",,Paperback,view,/book/show/30060157-prostota-jak-nie-komplikowa-sobie-ycia
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Odwaga bycia nielubianym. Japoński fenomen, który pokazuje, jak być wolnym i odmienić własne życie","Kishimi, Ichiro",8375796026,9788375796025,8375796026,248        pp,4.00,"75,149","Dec 12, 2013","Jun 05, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 12, 2023",,Paperback,view,/book/show/44000884-odwaga-bycia-nielubianym-japo-ski-fenomen-kt-ry-pokazuje-jak-by-woln
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lęk przed opuszczeniem. Jak go przezwyciężyć i zbudować zdrowy związek oparty na bliskości i zaufaniu,"Skeen, Michelle",838258103X,9788382581034,838258103X,171        pp,3.90,"1,074",2014,"Feb 06, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 12, 2023",,Paperback,view,/book/show/109448277-l-k-przed-opuszczeniem-jak-go-przezwyci-y-i-zbudowa-zdrowy-zwi-zek-o
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Żyli długo i szczęśliwie, póki nie umarli","Grimm, Jacob",,9788381504577,,272        pp,3.98,59,unknown,Sep 2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 12, 2023",,Hardcover,view,/book/show/194699906-yli-d-ugo-i-szcz-liwie-p-ki-nie-umarli
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Króliczek,"Awad, Mona*",8367891619,9788367891615,,400        pp,3.52,"190,909","Jun 11, 2019","Nov 08, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Za duże oczekiwania napędzane przez inne recenzje sprawiły, że trochę zawiodłam się. Naprawdę liczyłam na coś nowatorskiego i niesamowitego, po częściZa duże oczekiwania napędzane przez inne recenzje sprawiły, że trochę zawiodłam się. Naprawdę liczyłam na coś nowatorskiego i niesamowitego, po części to otrzymałam, ale nie jest to jedyna taka książka....more",Notes are private!,2,9,1,"Dec 25, 2023","Feb 12, 2024","Dec 05, 2023",,Paperback,view (with text),/book/show/199214694-kr-liczek
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Głosy kobiet,"Toews, Miriam",8381915236,9788381915236,,240        pp,3.62,"57,607","Aug 21, 2018","Aug 24, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 06, 2023",,Paperback,view,/book/show/61351689-g-osy-kobiet
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,W szponach,"Janiszewska, Izabela",8367891317,9788367891318,,384        pp,3.82,"1,640","Oct 25, 2023","Oct 25, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 06, 2023",,Paperback,view,/book/show/199270235-w-szponach
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jasność,"Wolny, Maja",8327717235,9788327717238,8327717235,328        pp,3.05,149,"Sep 18, 2019","Sep 18, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 26, 2023",,Hardcover,view,/book/show/52215955-jasno
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wodny tancerz,"Coates, Ta-Nehisi",832683789X,9788326837890,832683789X,504        pp,4.07,"110,067","Sep 24, 2019","Oct 27, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Zdecydowanie smutna i przytłaczająca, ale mocno zlewa się z książkami o podobnej tematyce.",Notes are private!,0,4,1,"Dec 18, 2023","Dec 24, 2023","Oct 26, 2023",,Hardcover,view (with text),/book/show/58415622-wodny-tancerz
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Podpalacze,"Kwon, R.O.*",,,,288        pp,3.22,"23,825","Jul 31, 2018","Jan 29, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 26, 2023",,Hardcover,view,/book/show/50360742-podpalacze
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Pomoc domowa        (Pomoc domowa, #1)","McFadden, Freida*",8367815882,9788367815888,,432        pp,4.33,"1,064,517","Apr 26, 2022","Sep 27, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 26, 2023",,Paperback,view,/book/show/198541402-pomoc-domowa
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Misconduct,"Douglas, Penelope*",8383202369,9788383202365,8383202369,398        pp,3.92,"33,530","Dec 01, 2015","Dec 15, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Jak na to, że moja relacja z tym gatunkiem jest dosyć burzliwa, to nie było dramatu.",Notes are private!,0,12,1,"Oct 25, 2023","Dec 05, 2023","Oct 25, 2023",,Paperback,view (with text),/book/show/64656319-misconduct
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mroczna kołysanka,"Ho-Yen, Polly",,9788367323017,,368        pp,3.71,"1,210","Mar 23, 2021","Sep 27, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 03, 2023",,Paperback,view,/book/show/196870042-mroczna-ko-ysanka
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Szklany ogród,"Țîbuleac, Tatiana",,9788373928510,,200        pp,4.21,"3,822",May 2018,"Sep 13, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Nie jest tak świetna jak poprzednia książka tej autorki, którą czytałam. Jednak jej pióro jest dla mnie zachwycające.",Notes are private!,0,11,1,Feb 2024,Feb 2024,"Sep 25, 2023",,Paperback,view (with text),/book/show/72500264-szklany-ogr-d
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Reina Roja. Czerwona Królowa        (Antonia Scott, #1)","Gómez-Jurado, Juan*",8382107052,9788382107050,,544        pp,4.10,"52,016","Nov 08, 2018","Apr 26, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Bez zaskoczeń i zachwyceń.,Notes are private!,0,14,1,"Sep 23, 2023","Sep 29, 2023","Sep 23, 2023",,Paperback,view (with text),/book/show/123177105-reina-roja-czerwona-kr-lowa
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Za zamkniętymi drzwiami,"Paris, B.A.*",8379859383,9788379859382,8379859383,304        pp,3.98,"599,128","Aug 09, 2016","Feb 15, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Wiedziałam, że się nie rozczaruje. Trzymała napięcie do samego końca, ale zakończenie przewidziałam na początku.",Notes are private!,0,8,1,"Aug 06, 2023","Aug 08, 2023","Sep 14, 2023",,Paperback,view (with text),/book/show/34201328-za-zamkni-tymi-drzwiami
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Co ze mną nie tak? O życiu w dysfunkcyjnym domu, środowisku, w Polsce i o tym, jak sobie z tym (nie)radzimy","Flis, Joanna",,9788324066421,,352        pp,3.82,405,"Mar 06, 2023","Mar 06, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 14, 2023",,Paperback,view,/book/show/81231570-co-ze-mn-nie-tak-o-yciu-w-dysfunkcyjnym-domu-rodowisku-w-polsce-i
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dostatek,"Guanzon, Jakob",,9788396802354,,416        pp,3.86,"1,631","Mar 02, 2021","Sep 23, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 07, 2023",,Paperback,view,/book/show/198426094-dostatek
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Piersi i jajeczka,"Kawakami, Mieko",8383215290,9788383215297,,440        pp,3.86,"54,402","Jul 11, 2019","Sep 06, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 06, 2023",,Paperback,view,/book/show/184438517-piersi-i-jajeczka
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stoner,"Williams, John",8396674825,9788396674821,8396674825,352        pp,4.33,"166,210",1965,"Feb 22, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 04, 2023",,Paperback,view,/book/show/84792422-stoner
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Yellowface,"Kuang, R.F.*",,,,329        pp,3.80,"428,163","May 25, 2023","May 25, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5Zdecydowanie nie jest w stanie dorównać wojnie makowej, ale była bardzo dobra. Jedynym mankamentem jest moment procesu nad książką, co było dla mni3.5Zdecydowanie nie jest w stanie dorównać wojnie makowej, ale była bardzo dobra. Jedynym mankamentem jest moment procesu nad książką, co było dla mnie niesamowicie nudne....more",Notes are private!,0,19,1,"Dec 17, 2023","Dec 18, 2023","Sep 04, 2023",,Hardcover,view (with text),/book/show/59357120-yellowface
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kot Bułhakowa,"Djørup, Adda",,9788367515375,,128        pp,3.18,290,"Jan 17, 2020","Aug 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 03, 2023",,Paperback,view,/book/show/171748430-kot-bu-hakowa
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Męskie sprawy. Życie, seks i cała reszta","Jankowska, Agata",8380314581,9788380314580,8380314581,304        pp,3.76,90,"May 18, 2016","May 18, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2023",,Paperback,view,/book/show/30320955-m-skie-sprawy-ycie-seks-i-ca-a-reszta
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Moja sila. Jak przerwac krag przemocy i zaczac zycie bez leku,"Moraczewska, Justyna",8380538919,9788380538917,8380538919,200        pp,0.00,0,unknown,"Jan 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 29, 2023",,Hardcover,view,/book/show/96979759-moja-sila-jak-przerwac-krag-przemocy-i-zaczac-zycie-bez-leku
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Musisz mi uwierzyć,"Tomassetti, Sunday",8381951437,9788381951432,8381951437,336        pp,3.83,"2,903","Sep 04, 2019","Sep 30, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 29, 2023",,Paperback,view,/book/show/55214694-musisz-mi-uwierzy
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sitopia. Jak jedzenie może ocalić świat,"Steel, Carolyn",8396010722,9788396010728,8396010722,416        pp,3.92,351,unknown,"Apr 30, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"W sumie to jestem usatysfakcjonowana po przeczytaniu tej książki, bo dostałam to czego chciałam. Dużo faktów, o których nie miałam pojęcia i nawet sięW sumie to jestem usatysfakcjonowana po przeczytaniu tej książki, bo dostałam to czego chciałam. Dużo faktów, o których nie miałam pojęcia i nawet się nad tym nie zastanawiałam....more",Notes are private!,0,3,1,"Jan 04, 2024","Jan 08, 2024","Aug 19, 2023",,Paperback,view (with text),/book/show/57633102-sitopia-jak-jedzenie-mo-e-ocali-wiat
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Piersi. Poradnik dla każdej kobiety.,"Funk, Kristi",8375155187,9788375155181,8375155187,462        pp,4.34,465,2018,"Oct 03, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 19, 2023",,Paperback,view,/book/show/42094654-piersi-poradnik-dla-ka-dej-kobiety
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kiedy ciało mówi nie. Koszty ukrytego stresu,"Maté, Gabor",8381437326,9788381437325,8381437326,352        pp,4.23,"21,914",2003,"Feb 23, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 19, 2023",,Paperback,view,/book/show/60309597-kiedy-cia-o-m-wi-nie-koszty-ukrytego-stresu
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jak dożyć setki,"Sobiech, Julian",,,,296        pp,3.90,90,2023,2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 19, 2023",,Paperback,view,/book/show/123248159-jak-do-y-setki
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pieniadze szczęście dają,"Przetakiewicz, Joanna",,,,unknown,3.66,70,unknown,2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 14, 2023",,,view,/book/show/61214052-pieniadze-szcz-cie-daj
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Przewodnik po emocjach. Jak lepiej rozumieć własne uczucia,"Cyklińska, Anna",,9788383182025,,208        pp,4.06,342,unknown,"Oct 26, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 14, 2023",,,view,/book/show/63908822-przewodnik-po-emocjach-jak-lepiej-rozumie-w-asne-uczucia
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Czując. Rozmowy o uczuciach,"Jucewicz, Agnieszka",8326827851,9788326827853,8326827851,328        pp,4.13,"1,122","Mar 13, 2019","Mar 13, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 14, 2023",,Paperback,view,/book/show/44008597-czuj-c-rozmowy-o-uczuciach
