,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Roy's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
396,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Independent Author Index Short Story Compilation, Volume 1","Fields, Faydra D.*",0983014299,9780983014294,,195        pp,4.00,10,"Aug 15, 2012","Aug 15, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 01, 2013",,Kindle Edition,view,/book/show/15849283-independent-author-index-short-story-compilation-volume-1
397,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cutting Season,"Locke, Attica",0061802050,9780061802058,0061802050,384        pp,3.63,"15,714","Sep 11, 2012","Sep 18, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I love a good mystery. I was intrigued by the mystery within a mystery concept of this book. I may have liked it even more if the narrative went back I love a good mystery. I was intrigued by the mystery within a mystery concept of this book. I may have liked it even more if the narrative went back and forth following the two connected storylines, alternating between the present and slave days, only not via time travel the way Octavia Butler wonderfully did it in Kindred. The fact that Attica Locke sticks to a single setting is by no means a flaw, and like Octavia, Attica is also an excellent writer. That said, I can't say that I was blown away by this novel. I was thoroughly sucked in to the story, but emerged from it wishing there had been a little more. A little more of what I'm not quite sure. Plausibility perhaps. Things wrapped themselves up a bit too neatly and swiftly for my liking. My favorite type of mystery is the kind that's solved due to brilliant deductive reasoning rather than things (like drunken confessions) falling into one's lap. I especially like when I'm given the same clues and information as the character(s) trying to solve the crime, so I have at least a fighting chance at figuring it out on my own. Deciphering between misleading and critical details is my favorite part of reading a mystery if the author plays fair. I found The Cutting Season to be no better than average in my personal scale of judging a whodunnit, but the quality of writing and depth of characterization was excellent, so I'll certainly give other books by Attica Locke a shot and I would not hesitate to recommend this one. What's a 3-star book to me may be a 5-star book to you, and vice versa....more",Notes are private!,0,14,1,"Dec 22, 2012","Jan 07, 2013","Dec 22, 2012",,Hardcover,view (with text),/book/show/13623785-the-cutting-season
398,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Interventions,"Russo, Richard*",1608931854,9781608931859,1608931854,196        pp,4.01,290,"Jun 16, 2012","Jun 16, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 21, 2012",,Paperback,view,/book/show/13605967-interventions
399,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fall of Rome: A Novel,"Southgate, Martha*",143912549X,9781439125496,B003L77URU,226        pp,3.83,626,"Jan 01, 2002",unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Nov 14, 2012",,Kindle Edition,view,/book/show/9517873-the-fall-of-rome
400,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Sweetness at the Bottom of the Pie        (Flavia de Luce, #1)","Bradley, Alan*",0385342306,9780385342308,0385342306,374        pp,3.82,"168,878","Apr 28, 2009","Apr 28, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 04, 2012",,Hardcover,view,/book/show/6218281-the-sweetness-at-the-bottom-of-the-pie
401,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Giraffe and the Pelly and Me,"Dahl, Roald",0140568190,9780140568196,0140568190,32        pp,3.83,"30,336",1985,"Nov 29, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 27, 2012",,Paperback,view,/book/show/6694.The_Giraffe_and_the_Pelly_and_Me
402,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,NW,"Smith, Zadie",0241144140,9780241144145,0241144140,296        pp,3.48,"41,594","Sep 04, 2012","Sep 04, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Carrying this book around I learned that just about everyone has read and really loved White Teeth, Zadie Smith's debut novel. Some of her faithful deCarrying this book around I learned that just about everyone has read and really loved White Teeth, Zadie Smith's debut novel. Some of her faithful devotees may be less enamored with NW. Not that it isn't skillfully written. But the very fragmented style Smith chose to present it in probably will not be everybody's cup of tea. The choppy format did not take away from my ability to again perceive that Smith is an exceptional talent, but this book's flow took some getting accustomed to for me personally. NW chronicles the lives of two women who grew up in the same neighborhood and are friends from childhood. They both go on to get married and keep secrets from their husbands. To say much more about the plot would bring me into spoiler territory, so I'll leave summarizing to others who are better at it. Instead I'll say that I liked if didn't quite love this book, and that I do recommend it, even if you read it only to end up saying that you preferred White Teeth. There is only room for one as your favorite, but plenty of room to fill on the bookshelf of your life....more",Notes are private!,0,3,1,"Oct 06, 2014","Nov 09, 2014","Sep 26, 2012",,Hardcover,view (with text),/book/show/13537891-nw
403,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On Beauty,"Smith, Zadie",0143037749,9780143037743,0143037749,445        pp,3.77,"82,323","Jun 04, 2005","Aug 29, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 26, 2012",,Paperback,view,/book/show/3679.On_Beauty
404,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pym,"Johnson, Mat",0812981588,9780812981582,0812981588,322        pp,3.58,"3,951","Mar 01, 2011","Mar 01, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Interesting book that made for a quick read. It is filled with Mat Johson's trademark humor regardless of the seriousness of topic at hand. The plot rInteresting book that made for a quick read. It is filled with Mat Johson's trademark humor regardless of the seriousness of topic at hand. The plot revolves around a recently fired African American Literature professor. Why was he fired? Because his primary focus was on examining a novel by Edgar Allan Poe, the only full length novel written by the brilliant but definitely not African American author. The name of the book is The Narrative of Arthur Gordon Pym of Nantucket. I had never heard of Poe's lone novel before reading Johnson's Pym. The narrator studies and teaches this book to his detriment because he believes it holds the key to understanding White-Black race relations. After being fired, the professor and his also unemployed best friend (who has his own obsession with a painter of landscapes, specifically, with finding the precise physical vantage point that each of his paintings are based on) end up on a quest that takes them along with the narrator's cousin and ex-girlfriend and her current husband among others to Antarctica. It is on this frozen terrain that they discover a lost race of creatures representing Whiteness. This means its opposite, a tropical island representing Blackness that Poe also wrote about in his novel, is possibly out there as well. When the world as we know it seemingly comes to an end, the narrator and his motley crew perhaps being the lone survivors of Armageddon only to have become slaves of the primitive creatures in Antarctica, the search is on for whatever paradises (whether man-made or otherwise) may still exist. That's about as well as I can describe Pym's quirky plot. Best to read this enjoyable book for yourself....more",Notes are private!,0,9,1,"Sep 25, 2017","Sep 25, 2017","Sep 24, 2012",,Hardcover,view (with text),/book/show/8501708-pym
405,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Very Short Stories to Read Together        (You Read to Me, I'll Read to You, 1)","Hoberman, Mary Ann",0316013161,9780316013161,0316013161,32        pp,4.26,867,2001,"Apr 05, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,If you have an early reader in your life you'll love this book. I know I did and so did my read-along daughter. This is just one in a series so I'm loIf you have an early reader in your life you'll love this book. I know I did and so did my read-along daughter. This is just one in a series so I'm looking forward to checking out the others to see if they're equally well done....more,Notes are private!,0,0,1,not set,not set,"Sep 12, 2012",,Paperback,view (with text),/book/show/39928.Very_Short_Stories_to_Read_Together
406,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Infinite Jest,"Wallace, David Foster",,,,"1,088        pp",4.26,"91,908","Feb 01, 1996",2005,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I gave up about 70 pages in. This book did nothing for me other than agitate and repeatedly put me to sleep midway through a sentence. Serpentine run I gave up about 70 pages in. This book did nothing for me other than agitate and repeatedly put me to sleep midway through a sentence. Serpentine run on sentences in a tiny font filled with 6-syllable words may be attractive to some readers. They may even be attractive to me if used to establish a plot, a setting, a central cast of characters that I come to care about. Perhaps the author was paid by the word or character count, in which case a great deal of money must have been earned. I don't give up on books easily. I fought mightily to get through the pages that I read. The battle was lost. I didn't want to fight in the first place but simply wanted to enjoy a good book. Perhaps the next one will accommodate me. I won't give a star rating since I only got through .01% of the book....more",Notes are private!,0,2,1,"Feb 02, 2013","Feb 14, 2013","Sep 07, 2012",,Paperback,view (with text),/book/show/6759.Infinite_Jest
407,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Underworld,"DeLillo, Don",0330369954,9780330369954,0330369954,827        pp,3.94,"31,411","Oct 03, 1997",1999,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 07, 2012",,Paperback,view,/book/show/11761.Underworld
408,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,White Noise,"DeLillo, Don",0140283307,9780140283303,0140283307,310        pp,3.86,"115,129","Jan 21, 1985","Jun 01, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 07, 2012",,Paperback,view,/book/show/11762.White_Noise
409,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Before I Forget,"Pitts Jr., Leonard*",1932841431,9781932841435,1932841431,365        pp,4.25,718,2009,"Mar 20, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 08, 2012",,Paperback,view,/book/show/6098089-before-i-forget
410,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Freeman,"Pitts Jr., Leonard*",1932841644,9781932841640,1932841644,432        pp,4.33,"3,832","May 08, 2012","May 08, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"FREEMAN is a fantastic book. Readers will highly empathize with the well developed characters. History buffs fascinated by the Civil War time period wFREEMAN is a fantastic book. Readers will highly empathize with the well developed characters. History buffs fascinated by the Civil War time period will be enthralled. Those who take great interest in this nation's troublesome history of race relations will be deeply drawn in, and on numerous occasions will shake their head at the realization that centuries old truths stubbornly remain valid to this day. Those in eternal search for bittersweet love stories should immediately add Freeman to their reading list. The only bone I had to pick with it is that in order for certain events to go the way the author intended them to, there were a couple instances of characters leaving incriminating evidence lying conveniently around, allowing for trails that otherwise would have gone cold to remain hot. I temporarily felt the presence of Leonard Pitts Jr. directing the narrative when this happened. ""No way she doesn't toss that newspaper in the fire immediately"" I may have said aloud at one point near the end of this riveting story. This is probably the only thing keeping me from going with a 5-star , but please don't let it prevent you from following up on my recommendation to read this wonderful novel. From its first sentence to the last, it packs a powerful emotional punch. Bravo to a job well done....more",Notes are private!,0,6,1,"Jul 05, 2013","Aug 04, 2013","Aug 08, 2012",,Paperback,view (with text),/book/show/13235659-freeman
411,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wolves in the Walls,"Gaiman, Neil*",0380810956,9780380810956,0380810956,56        pp,4.04,"18,191","Aug 05, 2003",2003,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,From the author/illustrator team that brought us Crazy Hair. This one doesn't rhyme but it is filled with laughs and a quirky set of characters that kFrom the author/illustrator team that brought us Crazy Hair. This one doesn't rhyme but it is filled with laughs and a quirky set of characters that keep both kids and adults entertained. The combination of bizarro storyline and vivid imagery is a delight. Well done!...more,Notes are private!,0,0,1,not set,not set,"Jul 18, 2012",,Paperback,view (with text),/book/show/22341.The_Wolves_in_the_Walls
412,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Deep End of the Ocean        (Cappadora Family, #1)","Mitchard, Jacquelyn*",0140286276,9780140286274,0140286276,434        pp,3.87,"120,329",1996,"Oct 01, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 05, 2012",,Paperback,view,/book/show/5161.The_Deep_End_of_the_Ocean
413,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hemingway: A Life Without Consequences,"Mellow, James R.",0201626209,9780201626209,0201626209,736        pp,3.89,229,1992,"Sep 21, 1993",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 04, 2012",,Paperback,view,/book/show/773213.Hemingway
414,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Papa Hemingway,Hotchner,,,B0000BROMC,381        pp,4.19,"2,591",1955,1966,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 04, 2012",,Broché,view,/book/show/10791.Papa_Hemingway
415,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Is How You Lose Her,"Díaz, Junot",1594487367,9781594487361,1594487367,217        pp,3.75,"97,833","Mar 22, 2010","Sep 11, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A fine follow-up to Oscar Wao. Not nearly as ambitious, which is fine, because that might have meant waiting a decade or so for another book from DiazA fine follow-up to Oscar Wao. Not nearly as ambitious, which is fine, because that might have meant waiting a decade or so for another book from Diaz. He's much too good a writer to make us wait that long again. This is How You Lose Her (love the title) is basically a series of scenes, collection of short stories on the same theme, rather than a novel. One might say it's Drown II, featuring a character from his Pulitzer Prize winning novel rather than his debut work. If you have the time you may devour this book in a single sitting. His prose goes down easy and resonates long after you've read the last page. No synopsis required because the title tells you all you need to know. ...more",Notes are private!,0,3,1,"Jun 29, 2013",not set,"Jun 01, 2012",,Hardcover,view (with text),/book/show/13503109-this-is-how-you-lose-her
416,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Harriet the Spy,"Fitzhugh, Louise",0440416795,9780440416791,0440416795,300        pp,3.95,"99,430",1964,2002,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It isn't often that you come across a children's book where the author really doesn't pander at all. Harriet is not written as a character. That is, sIt isn't often that you come across a children's book where the author really doesn't pander at all. Harriet is not written as a character. That is, she is not a collection of traits and quirks that readers are sure to find endearing and will transfer nicely to subsequent volumes of a series. Harriet the Spy is a novel that happens to feature a child as lead character, similar to how certain other novels meant for a more mature audience - such as To Kill a Mockingbird to give one example - can also be described. The author Louise Fitzhugh doesn't go to places as dark as Harper Lee or J.D. Salinger, so Harriet the Spy is firmly categorized as children's literature rather than a book one might recommend to adults. But grown folk, particularly parents, will enjoy this book because they know that kids along with being adorable can also be real pains in the ass. They can be selfish. They can be bratty. They can be unreasonable. They can be cruel. In short, they can be a lot like immature adults. Being young, they will have more difficulty coping with a traumatic event like the sudden departure of a loved one than an adult. Not enough life wisdom and experience with disappointment has been amassed yet. A child is more likely to respond by acting out, magnifying their less endearing qualities. Kids start out being quite imaginative but this trait dulls over time until a great many end up as adults who have virtually no imagination. Often imagination is rekindled upon becoming a parent and revisiting that part of one's personality. But a few fortunate people (those who end up becoming writers and other types of artists, for example) retain the ability to sculpt universes with their minds. Harriet is an 11 year old with her powers of imagination still strongly intact even though she's reaching an age where more serious things are supposed to be of concern. Her imagination is enhanced by the power of observation. She is curious about everything and everyone, and she documents all that she sees and feels in an attempt to figure the world out. She is a spy of the human condition, which I suppose is just another way of saying that she's a writer. Since she writes unflinchingly about what and who she knows, this gets her in trouble when her beloved notebook falls into the hands of her peers and they learn of the various uncomplimentary opinions she holds about them. She is ostracized. Even her two closest friends abandon her. Rather than dealing with this in a cutesy manner that you would expect to find in a children's book, Harriet responds with rage and indignation. If everyone is going to hate her, she may as well truly earn their disdain. But she's neither villain nor hero, just a girl who wants to understand and maybe also be understood, and who doesn't plan to change for anyone because she likes herself just fine as is. Kids will relate to Harriet. To them reading this book will be like looking into a mirror and discovering that their fears and insecurities and concerns are not so unique after all. They are what growing up is all about, unequal parts of wonder, delight, heartache and triumph. Harriet is a book character you'll remember because she feels like a flesh and blood person who has figured out at an early age not to try to be like everyone else, or to be liked by everyone. And she has learned that honesty can sometimes be a complex policy. She discovers that it makes the most sense to be yourself (even if that isn't always a particularly simple thing to do) and with any luck things will work out just fine....more",Notes are private!,0,3,1,"May 27, 2014","Jun 06, 2014","May 13, 2012",,Mass Market Paperback,view (with text),/book/show/232576.Harriet_the_Spy
417,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Penny Dreadful,"Snyder, Laurel*",0375861998,9780375861994,0375861998,320        pp,3.95,823,"Jan 01, 2010","Sep 28, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I had never heard of this book or the author before deciding to give it a shot as bedtime reading for my six year old daughter. From the cover copy I I had never heard of this book or the author before deciding to give it a shot as bedtime reading for my six year old daughter. From the cover copy I saw it shared traits with books we've read to her so far such as Charlie and the Chocolate Factory, Holes, Half Magic. These books each feature young protagonists and the element of magic. The twist in Penny Dreadful is that by the end we're not certain if magic ever really played a part in what took place or if certain critical events were instead the result of chance. Did Penny wish things into being or did they coincidentally take place shortly after she wished for them? With Penny being such a vague wisher, asking for improved circumstances rather than for something specific to change them with, we can't be 100% sure. The story takes a little while to get going in the eventful sort of manner that children enjoy. I thought my little one might grown impatient with the set-up and ask for another book. But she remained sufficiently intrigued so we kept reading. Once Penny and her parents leave The City and move to the interesting house they have inherited, the narrative picks up steam. In her new home the formerly rich and sheltered Penny learns the value of friendship and using her inner resources to get by in a world where everything is no longer handed to her on a silver platter. Her feisty best friend Luella is the character my daughter was most amused by and related to best. Her pivotal role is basically to introduce Penny to normalcy and childhood experienced the way it ought to be done, with joy and exuberance and curiosity and daring. Before meeting Luella, Penny knows of adventure through books. After, she finds that no adventure is greater than life itself. ...more",Notes are private!,0,6,1,"May 10, 2012",not set,"May 10, 2012",,Hardcover,view (with text),/book/show/7594284-penny-dreadful
418,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Night Women,"James, Marlon",1594488576,9781594488573,1594488576,417        pp,4.38,"13,737","Jan 17, 2009","Feb 19, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"May 07, 2012",,Hardcover,view,/book/show/4682558-the-book-of-night-women
419,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Poisonwood Bible,"Kingsolver, Barbara",0060786507,9780060786502,0060786507,546        pp,4.10,"743,727","Sep 24, 1998","May 31, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"[image]Is a gif as entire  a cop out? I suppose so. So I'm back to add that this is one fantastic novel that I suggest everyone pick up and read[image]Is a gif as entire  a cop out? I suppose so. So I'm back to add that this is one fantastic novel that I suggest everyone pick up and read. For starters it's about a missionary who brings his family (wife and their four daughters) to the Congo where he intends to convert as many people on the continent of Africa to Christianity as possible. No matter that he is seen largely as a fool to humor until it no longer suits them. No matter that his family is made miserable by his relentless pursuit. No matter that he puts his supposed loved ones in grave peril. But after a while the story stops being about him and becomes multi-focused narratives of the women who manage to survive his impact on their lives. Some of them leave Africa. Some do not. All of them are brilliantly etched characters who make the pages of this masterful novel breathe with life. In the end it isn't about religious conversion, or family, or Africa, or coming of age, or race relations, or clashes of cultures, or politics, or any of the various topics that are intimately examined. Ultimately the Poisonwood Bible is about what each and every one of us has to do - figuring out how to make the best of the lives we've been given and navigating the chosen and unchosen experiences that inevitably shape our efforts to pursue happiness. This is a truly wonderful book that I cannot recommend strongly enough....more",Notes are private!,0,17,2,"Dec 16, 2018not set","Dec 16, 2018not set","Apr 30, 2012",,Hardcover,view (with text),/book/show/7244.The_Poisonwood_Bible
420,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Moveable Feast,"Hemingway, Ernest",,,,192        pp,4.02,"151,138",1964,"Sep 06, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 22, 2012",,Paperback,view,/book/show/4631.A_Moveable_Feast
421,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Junie B., First Grader (at Last!)        (at Last!) (Junie B. Jones, #18)","Park, Barbara",0375815163,9787940039949,0375815163,96        pp,4.06,"8,481",2001,"Aug 20, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Fantastic! This book is filled with laugh out loud moments. My daughter could not have been more amused by the antics and attitude of Junie B. Jones, Fantastic! This book is filled with laugh out loud moments. My daughter could not have been more amused by the antics and attitude of Junie B. Jones, and adults reading aloud will smile throughout as well. We will be plowing through the series with hope that all of them are as entertaining as this one....more",Notes are private!,0,3,1,"Apr 10, 2012",not set,"Apr 10, 2012",,Paperback,view (with text),/book/show/295665.Junie_B_First_Grader_at_Last_
422,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Thomas and the Dragon Queen,"Crum, Shutta*",0375857036,9780375857034,0375857036,272        pp,3.73,408,"Jan 01, 2010","Jul 13, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 31, 2012",,Hardcover,view,/book/show/7793985-thomas-and-the-dragon-queen
423,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Home,"Morrison, Toni",,,B0060AY85C,148        pp,3.82,"25,212","May 08, 2012","May 08, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"– The divine Toni Morrison has been giving us shorter novels to enjoy lately. As with A Mercy, Home comes in at an unintimidating page count. But in t– The divine Toni Morrison has been giving us shorter novels to enjoy lately. As with A Mercy, Home comes in at an unintimidating page count. But in this novel, in addition to brevity (it can easily be read over the course of a day if you have some spare time) we are also gifted with greater accessibility. Many non-book readers, and non literary fiction readers, steer clear of Toni Morrison because her exquisite use of language does not make for light reading. Her poetic verse can be challenging to those unable/unwilling to sit still and focus. If you have been avoiding her magnificent body of work for these reasons, avoid no more. Home is the book for you. Morrison’s prose, which remains as lush and eloquent as ever, is more straight forward here than in her previous books. Faithful fans will get their fill and I encourage new ones to jump on board. Just don’t expect a leisurely beach read. She has not gone quite that far. A synopsis comes easily, contained in one sentence. A veteran of the Korean War, haunted by blood soaked memories of his time there, returns to his hometown in Georgia to rescue his ailing sister. Along the way, Toni Morrison paints the backdrop of their lives. Cee has spent the majority of hers dependent on the kindness or lack of it displayed by those she encounters via circumstance. Frank comes back to save her life, but in order to claim and do something of worth with it, Cee realizes she must develop her own inner strength. Frank is wrestling too many demons to always reliably be her hero. Much has changed over the course of the years since Frank last set foot in the town where they were raised. Plenty remains more or less the same. Home is there to provide familiar comforts, even though our return to it is inevitably in the form of a different version of ourselves....more",Notes are private!,0,12,1,"Apr 30, 2013","May 02, 2013","Mar 29, 2012",,Kindle Edition,view (with text),/book/show/12993086-home
424,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Shipping News,"Proulx, Annie",0743225422,9780743225427,0743225422,337        pp,3.88,"146,085",1993,2002,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Annie Proulx has a lovely way with turns of phrase. That said, I expected a little more from this book since it won a Pulitzer Prize. Extra expectatioAnnie Proulx has a lovely way with turns of phrase. That said, I expected a little more from this book since it won a Pulitzer Prize. Extra expectations are not the fault of a book or its author though. The story is quite simple and proceeds at a measured pace. It does contain some dramatic events (heartless adultery and abandonment, sudden accidental deaths, murder, beheading, stalking, return from the dead even) but these things happen ""offstage"" and are described in matter of fact fashion. Far more attention is paid to the smallest of day to day details such as fishing, boat building, house repair, small town newspaper business. The Shipping News is in part a love story, a finding love again after being hurt story, yet this aspect of the tale is largely devoid of heat and passion as well. The story is all quiet observation of a man named Quoyle and those closest to him getting by the best they can. While remaining a decent man and father he learns a new way to live and a new way to love. Along the way he discovers that his worth is greater than he had been previously led to believe, once he finds people better able to appreciate him for who his....more",Notes are private!,0,7,1,"Feb 29, 2012","Mar 31, 2012","Feb 29, 2012",,Paperback,view (with text),/book/show/7354.The_Shipping_News
425,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bedknob and Broomstick,"Norton, Mary",0140304452,9780140304459,B0006XKV50,188        pp,4.01,"11,533",1943,1983,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 25, 2012",,Paperback,view,/book/show/474211.Bedknob_and_Broomstick
426,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Borrowers        (The Borrowers, #1)","Norton, Mary",0152047379,9780152047375,0152047379,180        pp,4.03,"97,412",1952,"Apr 01, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 25, 2012",,Paperback,view,/book/show/348573.The_Borrowers
427,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Magician’s Nephew        (Chronicles of Narnia, #6)","Lewis, C.S.",0060764902,9780060764906,0060764902,221        pp,4.05,"541,306","May 02, 1955","May 24, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 23, 2012",,Mass Market Paperback,view,/book/show/65605.The_Magician_s_Nephew
