,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Jeanette's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
309,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret of Bow Lane,"Ashley, Jennifer*",163808520X,9781638085201,,unknown,4.34,"1,718","Aug 02, 2022","Nov 01, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"If you like extremely cozy and wordy who dun its or upstairs/downstairs kind of British semi-mystery (like a much less police centered Midsomer MurderIf you like extremely cozy and wordy who dun its or upstairs/downstairs kind of British semi-mystery (like a much less police centered Midsomer Murders)- you will like this one. It's a much earlier age than modern London. And the prime character is a high class Mayfair house neighborhood cook. Dresses are still long frocks and it is of most first concern what the woman's reputation is. The circumstances were complex but rather well thought out though. It just had too much repetition in language and in attitude for me. And the romance aspects almost seem misplaced in spots. And of course- what other ending could occur!If you are a cozy reader you will like this to a 4. All the various neighborhood / shops/ interchanges are filled with the characters of dialect or of saying ""hello"" for about 10 straight minutes. (10 paragraphs of greeting before any subject re the topic is introduced.)Somehow I didn't find the Grace situation staying with her friend (and not living with her Mom) while still being as pliable and biddable as she was very realistic. This is like most cozy stuff- filled with good intent people who choose to hide actions they did because they are ""helping"". Or characters that, like Dickens, are good as gold or bad as demon evil....more",Notes are private!,0,9,1,"May 24, 2023","May 26, 2023","May 24, 2023",,Library Binding,view (with text),/book/show/69706755-the-secret-of-bow-lane
310,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Fakes, Forgeries, and Frauds","Moses, Nancy",1442274441,9781442274440,,216        pp,4.00,22,unknown,"Feb 15, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Quick high quality page and photo included read which exactly puts perimeters upon the entities in the title. She doesn't define as much as describe cQuick high quality page and photo included read which exactly puts perimeters upon the entities in the title. She doesn't define as much as describe cross over.Regardless, it's worth reading upon these examples alone. I picked it up for loan because of St. Cecilia. One of my favorite Roman teen agers. But I assume most readers will like the art related examples of length better.I read the hard cover version which had some excellent photo plate pages....more",Notes are private!,0,5,1,"May 24, 2023","May 25, 2023","May 24, 2023",,ebook,view (with text),/book/show/42351668-fakes-forgeries-and-frauds
311,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Winter in Sokcho,"Dusapin, Elisa Shua",1922585017,9781922585011,1922585017,160        pp,3.57,"20,282","Aug 19, 2016","Sep 14, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.5 stars. I would have made it 5 with a slightly more satisfying stop. Not a conclusion, nor a deduction but just a tad more pure essence to chew or 4.5 stars. I would have made it 5 with a slightly more satisfying stop. Not a conclusion, nor a deduction but just a tad more pure essence to chew or sniff before the leave.Quite like life, especially for the young of drifting intense spells which don't slowly decline as much as flutter in and out. No more so than on self concentric thought patterns.Delicious and clear language. Adore the form, space and speed. 5 stars for style and place feel. Would do another of hers in a minute. One sit down delightful composite. Dichotomies surround.....more",Notes are private!,0,3,1,not set,not set,"May 23, 2023",,Paperback,view (with text),/book/show/57643548-winter-in-sokcho
312,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Courage to Be Free: Florida's Blueprint for America's Revival,"DeSantis, Ron",,,B0BBGJZDV9,282        pp,4.04,"2,904","Feb 28, 2023","Feb 28, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Serious man upon serious business.,Notes are private!,0,4,1,"May 23, 2023","May 31, 2023","May 23, 2023",,Kindle Edition,view (with text),/book/show/65146137-the-courage-to-be-free
313,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Fool Me Once: Scams, Stories, and Secrets from the Trillion-Dollar Fraud Industry","Pope, Kelly Richmond",1647823919,9781647823917,,256        pp,3.52,402,"Mar 21, 2023","Mar 21, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is exactly what is in the title- but told in a voice that is circular. As much as she designates types and categorizes- the gist and the copy areThis is exactly what is in the title- but told in a voice that is circular. As much as she designates types and categorizes- the gist and the copy are extremely repetitive. The Whistleblower chapter and aftermath of such was 4 star, nearly 5. They suffer. Greatly and never do you hear about numerous real world and cultural bias reactions in the aftermaths of payback. Even from the social welfare or criminal justice systems, let alone the closest of family/friends/associates.There are parts of this book that are weird. Worse than weird. Inappropriate and within the author's various comments, judgments, or reaction summations. Worse than snark. It's (arrogance and inappropriate flip) revealed the most in her various chartings and reaction in the chartings' columns. But come on. Beyonce and other various tastes for entertainment etc.(among other entirely irrelevant criteria) do not belong in the seriousness of the prime copy here. Being so core knowledgeable to the exact cases (especially the Dixon IL story and that documentary that I have seen- it was a 3 as well) and every single place she visits/ resides/ mentions in IL and in the Chicagoland area- made a BIG difference for me in reading this book. As compared to other posters here. The one highlighted core case of fraud listed and described too was in Englewood (Chicago neighborhood) where I was actually born and lived. And because of that, I do understand her paranoia and suspicion completely. They are quite often more than justified. Regardless, she does not write well at all. White collar crime of every single type has become endemic. (Not only in the big welfare haven cities either.) This is just the tip of the iceberg in Chicago. Even the ""honest"" hold almost no objective moral values. (10 commandment values being OBJECTIVE moral values.) A mindset exists which holds HUGE personal subjectively to ""mine"" or any version of entirely selfish right or wrong based principles. If any item becomes lost or in any avenue of minute diversion over-looked - it is available for snatching. Write offs for business and expense account reimbursements are a joke, they are so universal and flagrant cheats. And the few honest people, as I am- are continually falling over cheats in doing ANY accounting process for various jobs in that category, nearly everywhere. From a drugstore to an educational campus. And I've held such exact jobs for 40 plus years and within different decades and centuries at that. It got worse in the 2000's. Indiana is even putting men's socks and underwear under lock and key cases now. Stealing without consequence and virtually approved has overcome. So I read his book because of my own witness history. And also because of how this in larger and larger degrees of others calling this ""white-collar"" crime with almost no retribution or, if any, prison or even service required level consequences. It's far more than that- this collapses entire systems. It's the reason entire huge areas have no stores and no hope. Any types of stores. Time and again- some ventures try. But only for months. All is carried away. Not even a carnival can exist. It was flash mobbed last weekend and moved away in a day very near to me. Who suffers this lack of reprisal?If you see her interviewed- it's the exact same cases as the book. Actually with all the corporation and other scam embezzlements done by internet and other digital tech- she should have had a much wider case base. How about the facts or process merely mentioned once or twice here in Fool Me Once- the billion $ which disappeared into nowhere that was COVID designated....more",Notes are private!,0,11,1,"May 22, 2023","May 24, 2023","May 22, 2023",,Hardcover,view (with text),/book/show/75361494-fool-me-once
314,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Days of Dogtown,"Diamant, Anita*",0743225740,9780743225748,0743225740,263        pp,3.46,"12,103",2005,"Jul 18, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Deep dive into intense characterizations. 3.5 stars. Very sad and also quite realistic.I would have rounded it up if it had flow /continuity between yDeep dive into intense characterizations. 3.5 stars. Very sad and also quite realistic.I would have rounded it up if it had flow /continuity between years and people that was smoother. It read more like jumping to a series of short stories. It took me some time to read as I was always stopping to ponder the connections....more,Notes are private!,0,3,1,"May 22, 2023","May 25, 2023","May 22, 2023",,Paperback,view (with text),/book/show/15398.The_Last_Days_of_Dogtown
315,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Code of the Hills        (Mick Hardin, #3)","Offutt, Chris*",080216191X,9780802161918,,271        pp,3.99,615,"Jun 13, 2023","Jun 13, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Yes, 5 stars. Even better than Killing Hills. Quite a lot for some ponder consideration. He does Eastern Kentucky rural life better than most. And in Yes, 5 stars. Even better than Killing Hills. Quite a lot for some ponder consideration. He does Eastern Kentucky rural life better than most. And in this one he got the pace, flow, intersect of the plots- just perfectly. I thought I was in the middle or the ending of the past drama series ""Justification"". But not, because Mick has left the Army and is just on a home visit to his sister before he starts a new life quite elsewhere. Or will he? Lots going on as soon as he shows up. Not only with Sandra past history or Linda (the sheriff who is his sibling) either. And does he get embedded.There is an excellent trip to Detroit and the dialogue and cultural interchanges are SUPERB. This could be a top notch limited series on a specialty cable channel. Higher end body count and yet ever single ""solution"" makes immense sense. SO rare in this genre. The characters from former Mick Hardin also shine and reveal. Plus a couple of new ones of youth are drawn so concisely into the circle. Mrs. Shifty is entirely herself and yet comes to perform some ""help"". Start with #1 and enjoy. But never forget that most everybody in this part of the world DOES know everyone else in the same couple dozen sets of hollers and ridges.I doubt the 1963 truck will make it much longer....more",Notes are private!,0,4,1,Jul 2023,"Jul 02, 2023","May 20, 2023",,Hardcover,view (with text),/book/show/68044997-code-of-the-hills
316,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Weyward,"Hart, Emilia",125028080X,9781250280800,125028080X,329        pp,4.09,"139,760","Feb 02, 2023","Mar 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,No rating. Terrible generic switching and a trio of female victim narrators make this impossible for me to continue. Beyond the torture and the breathNo rating. Terrible generic switching and a trio of female victim narrators make this impossible for me to continue. Beyond the torture and the breathless sighs of various extreme effusions? History? Chick lit. at its most juvenile level eyes. Not history. Silly when it is supposed to be serious on top of it. Not an author I will return to again. Some of this would not earn a two star level for any continuity either. I suffered the trio until page 90.This doesn't just jump as in jumpy. It's rambling leaving the atmosphere in various directions blast offs....more,Notes are private!,0,8,1,"May 18, 2023","May 22, 2023","May 18, 2023",,Hardcover,view (with text),/book/show/60654349-weyward
317,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Woman of Influence: The Spectacular Rise of Alice Spencer in Tudor England,"Wilkie, Vanessa",1982154306,9781982154301,B0B3Y948PF,266        pp,4.15,183,"Apr 18, 2023","Apr 18, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book is absolutely in my top 5 non-fiction for the last 5 t0 10 years. Because it is seated in the 16th century- it is hard to compare to contempThis book is absolutely in my top 5 non-fiction for the last 5 t0 10 years. Because it is seated in the 16th century- it is hard to compare to contemporary placed (post 1900 say) non-fiction? No, not really. It's better.This is the biography of the woman in the title. And it is NOT all about corsets, silk, satin, and flowers. But about power and influence and money, the same if not more. All the very singular paths that the top 1 or 2% of ""celebs"" care about NOW. Or did. Or will. And what has truly changed in law and access since Alice did all her negotiations and suits against/ within the dual court systems of her day? (Ingenious system by the way- and that is why English law is so often copied in types.) If you believe that women were voiceless before their first emancipations or votes in the last century- you NEED to read this book. Wealth was only a meager start to the climb. And you absolutely cored the whole journey on having the mind of a lawyer, financial entrepreneur savvy coupled with the arts of guile AND complete objectivity (not subjective feelings of like/dislike much either). And mates/ spouses not at all chosen by attraction but by realities.I do NOT recommend this book to those who only want to hear about the plays, the music, the progress (Elizabeth I) parties etc. You need to know that entire chapters are given to jointure rights and how they were obtained. And how 2nd and 3rd marriages spliced into the inheritance law and custom. Plus why the money and value WERE what they WERE. This is the only book in at least 3 dozen categories that gives you the present day pound and dollar value for goods, servants, dowries, tenant rents, vast estate maintenance etc. etc. Your mind will be boggled. During the last year of Elizabeth I's life they (Alice and her second husband) spent more than 5.5 million dollars on a 3 day party for Queen Elizabeth's visit to their place. And it was not at all unusual to have more than 48 servants for Alice and her three daughters alone- on other such estate visits when they were all still ""at home"" status before their own marriages. How could a wool farmer's daughter have done such a thing as live this life? Read this book. From the highest realms of art, literature, music, playwrights and poets' patronage as just an aside or two. I would LOVE to see her tomb. Designed and contracted by herself. Be warned that the associates of their (the 4 Spencer women) different ages are not all kindly Earls, Counts or Knights. Woman had their VOICES heard but in very different ways then they do now. And some of the time- the advantages were to THEM in comparison to the women alive presently, IMHO. Medicine being what it was- the fall outs for multi, successive marriages were vastly different too. Kudos to this author. She has to be a top notch detective just to get the meaning out of the verses that have been kept. Or letters, or law documents or church records etc. Endless footnotes/ references. I wouldn't mind meeting her at all either. Masterful eyes. As good as the one on Philby- Spy among Friends (Ben Macintrye) And I found this book entirely serendipity too while waiting for the other Mah Jongg players to show up. Best unknown to me find of the year for sure. I could NOT put this book down. If you are interested in James I or Charles, his son- their different styles of reign? This is also the book for you....more",Notes are private!,0,16,1,"May 18, 2023","May 20, 2023","May 18, 2023",,Kindle Edition,view (with text),/book/show/61272262-a-woman-of-influence
318,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Reflections in a Golden Eye,"McCullers, Carson",0618084754,9780618084753,0618084754,136        pp,3.83,"6,327",1941,"Sep 08, 2000",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a reread after 40 plus years. I remembered it and wondered if I would appreciate it more now.Nope! I did FAR MORE appreciate the After post wrThis is a reread after 40 plus years. I remembered it and wondered if I would appreciate it more now.Nope! I did FAR MORE appreciate the After post written by Tennessee Williams with a terrific posit for the so called Gothic Southern USA authors as a group and Carson McCullers in particular.I do recommend reading this 4 or 5 page excellent after thought if you can get the paperback with that inclusion.Overall, this tale it is just nasty....more",Notes are private!,0,6,1,"Jun 17, 2023","Jun 18, 2023","May 15, 2023",,Paperback,view (with text),/book/show/243924.Reflections_in_a_Golden_Eye
319,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Best Minds: A Story of Friendship, Madness, and the Tragedy of Good Intentions","Rosen, Jonathan",1594206570,9781594206573,1594206570,576        pp,4.12,"7,110","Apr 18, 2023","Apr 18, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Fully 3.5 stars and it should be rounded to 4 for the references alone. But I can't do it.Why? Read the other lengthy and inclusive s. You will Fully 3.5 stars and it should be rounded to 4 for the references alone. But I can't do it.Why? Read the other lengthy and inclusive s. You will see it is an extremely long book with 200's of asides, tangents and immense erudite and supportive chorus. At every level yet. And still the horrific crime. This is a personal eyes case of knowing almost too much in this field to appreciate the width of this particular lens demonstrated in this book. And in memoir telling style yet! Way too much theory and empathetic enabling while lacking real savvy toward practical applications of a dangerous situation.It is the terrorized ""help"" or bystander that really pays the price. As she did here....more",Notes are private!,0,10,1,"Jun 14, 2023","Jun 16, 2023","May 15, 2023",,Hardcover,view (with text),/book/show/61724281-the-best-minds
320,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dangerous Beauty: A Novel,"Koslin, Melissa*",0800740173,9780800740177,0800740173,346        pp,4.21,518,Sep 2022,"Sep 06, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Intense beginning and this puts you right into the embedding. That was better than average.Nothing else was and as the story progressed it became muchIntense beginning and this puts you right into the embedding. That was better than average.Nothing else was and as the story progressed it became much more the opposite of ""I couldn't put the book down"" syndrome. The writing is clear and the characters knowable. Always seeming to border believable/ actual too. Personality and thought patterns made sense. Yet, the logistics? And the succinct tied up ending?This is a novel, plot, entire scenario for post 2020 movie fare brilliance in the right hands of a genius screenwriter. You would need some excellent actors and to be truthful I cannot think of any in the American actor industry that would be a good Meric. Possibly Alan Ritchson. But he needs to look colder. Clint Eastwood would have been perfect in his youth. No semi-girly guys. Or sensitivity prone males.So basically, this was ok. Because the entire category of romantic comedy or semi-comedy or even wider romance category genre with little or no comedy is nothing more than hook ups and their aftermath presently. Or for the last 10 years at least. So this outlier particular ""Dangerous Beauty"" couple would have huge potential in visual/ digital/ film etc. Kind of like a old Clark Gable / Claudette Colbert with the ""walls of Jericho"" or the girl Audrey Hepburn (doing the beautiful lost waif role era she did so well) in Roman Holiday. That brand of intense interchanges without any ""coupleship"" assumed. But in print copy? Some better savvy dialogue between them here in the middle parts of this novel would have helped, possibility....more",Notes are private!,0,2,1,"May 20, 2023","May 23, 2023","May 13, 2023",,Paperback,view (with text),/book/show/59857157-dangerous-beauty
321,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Weeds,"Smith, Katy Simpson",0374605475,9780374605476,0374605475,320        pp,3.58,408,"Apr 18, 2023","Apr 18, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"No rating. DNF Just can't abide in the stilted poetic effusive style. Not the order, nor the connecting context either. You may choose to dig it out. No rating. DNF Just can't abide in the stilted poetic effusive style. Not the order, nor the connecting context either. You may choose to dig it out. Ugh!...more",Notes are private!,0,5,1,"Jun 15, 2023","Jun 16, 2023","May 11, 2023",,Hardcover,view (with text),/book/show/60784664-the-weeds
322,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Violeta,"Allende, Isabel*",0593496205,9780593496206,0593496205,322        pp,4.03,"80,116","Jan 25, 2022","Jan 25, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really am trying to be kind enough to not be/ seem abrasive. I might fail re Violeta. Telling, telling, telling, telling. The writing style of telliI really am trying to be kind enough to not be/ seem abrasive. I might fail re Violeta. Telling, telling, telling, telling. The writing style of telling, despite being in chronological order? Not unclear, but 100%, to me, monotonous. Killed all the passion too, despite all the sighs and cloyingly effusive language during different ages/ eras / places of her life.The first 1/3rd I could have given a 3 star. Barely. But these ratings? I learned more about Chile than I did for ANY of the dozens of characters coming in and out. And when they did, the very same repetitious word descriptions of them. Especially for the big lout with tiny eyes guy who became the hero. Her style of writing is just not for me. I tried time and again several attempts for her books over the years. No more. Telling, telling, telling and not doing or dialogue cracks to discern depth. And it ends up so SHALLOW as a result. The only reason I could finish this was because I was stuck in a waiting room for myself AND for another. Later near the ending portion, I had to check how many more pages several times the last hour. I could barely crawl to the finish.If I live to be 100, I sure hope I do a better job than boring people to death with my telling....more",Notes are private!,0,23,1,"May 16, 2023","May 22, 2023","May 08, 2023",,Paperback,view (with text),/book/show/57933338-violeta
323,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Cancel Wars: How Universities Can Foster Free Speech, Promote Inclusion, and Renew Democracy","Ben-Porath, Sigal R.",0226823806,9780226823805,0226823806,206        pp,4.00,18,unknown,"Jan 16, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Excellent discourse. Especially upon examples of science inquiry being cancelled because of identity or other completely subjective criteria.Free speeExcellent discourse. Especially upon examples of science inquiry being cancelled because of identity or other completely subjective criteria.Free speech is essential for a democracy. Read this U. of Chicago voice for why.When opposition views are boycotted, cancelled or forbidden or physically curtailed that is oppositional to common good agreements. Schools in lower grades section was 5 stars. Civility AND real civics are not being supplied and students come to college ignorant of any other than highly subjective taught truths. ...more",Notes are private!,0,12,1,"May 08, 2023","May 10, 2023","May 08, 2023",,Paperback,view (with text),/book/show/60557138-cancel-wars
324,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Killer's Alibi        (Philadelphia Legal, #3)","Myers Jr., William L. *",1503958310,9781503958319,B078H6PXD5,466        pp,4.29,"2,892","Feb 19, 2019","Feb 19, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Complex with two quite different plots going on. The legal defense for a murder trial told through the eyes of Mick. With the other plot a case of inqComplex with two quite different plots going on. The legal defense for a murder trial told through the eyes of Mick. With the other plot a case of inquiry to get a new trial for another long incarcerated client who it seems has been wrongly convicted. That was his wife, Piper's, onus/ lead in.Brutal gang enforcements and Philadelphia mafia embedding. With all types of subsequent tangent tales for the offspring or associated by past witnessing. Which are all long, wordy and filled with legal aspects/ jargon etc.I enjoyed it until about the half way point, and then I didn't. For my taste, just too many stereotypes, swears, and somewhat also lack of common sense among the most educated? Well, truthfully, many lawyers know too much that isn't good for them. This will be more highly appreciated by those who like long trial or gunplay action and some really evil players....more",Notes are private!,0,4,1,"Jun 24, 2023","Jun 28, 2023","May 08, 2023",,Kindle Edition,view (with text),/book/show/37679020-a-killer-s-alibi
325,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Glass Hotel,"Mandel, Emily St. John*",052556294X,9780525562948,052556294X,301        pp,3.69,"172,145","Mar 24, 2020","Feb 16, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Too bad for me to describe all the negatives. It also doesn't do white collar crime reality justice. It was not just the long winded style structure eToo bad for me to describe all the negatives. It also doesn't do white collar crime reality justice. It was not just the long winded style structure either. The characters were such I never felt embedded. The ending wss a 1 star. Disappointed as I liked some of her stuff. This one tried to be aesthetic way too hard. Going to places that are absolutely not my interest cuppa.This book has issues and actions that make no sense whatsoever. Not real people at all. Lack of any common sense is the core feature. Ugh!...more,Notes are private!,0,2,2,"Aug 02, 2023not set","Aug 03, 2023not set","May 08, 2023",,Paperback,view (with text),/book/show/51578488-the-glass-hotel
326,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Divided: Why We're Living in an Age of Walls,"Marshall, Tim",1783963425,9781783963423,1783963425,272        pp,4.01,"5,455","Mar 08, 2018","Mar 08, 2018",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,2.5 stars at most and far less definitive than his geography books.So much theory and assumption. Few things are as uncomplicated as his summation mak2.5 stars at most and far less definitive than his geography books.So much theory and assumption. Few things are as uncomplicated as his summation make them. Identities themselves are far more complex than he asserts....more,Notes are private!,0,6,1,"Jun 17, 2023","Jun 20, 2023","May 06, 2023",,Hardcover,view (with text),/book/show/36570350-divided
327,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Silence for the Dead,"St. James, Simone*",0593550188,9780593550182,0593550188,384        pp,3.85,"12,614","Apr 01, 2014","Jul 04, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was MORE than 4 stars for my read, 4.5 stars. It embedded me into Portus House from the very beginning- and none of the nuance or intensity brokeThis was MORE than 4 stars for my read, 4.5 stars. It embedded me into Portus House from the very beginning- and none of the nuance or intensity broke at all for me until the very end. Excellent pace too.Kitty was a marvelous character, but here you got at least a dozen more done well. And with all of their baggage from the trenches plus! Nothing seems less than real either.Normally I am not a steady fan of any type of ghost encumbered, but here! For me, it was done just as well as Haunting of Hill House or a few others of solid classic fame. And I didn't have a stop at any point of need to jump over a believability barricade either. SO rare in overall mood sustaining as well. I would have liked to know a little more about the 4 or 5 main ""patient"" characters, but what was done was done superbly. Matron, Nina, Martha- they were 5 star portraits.I have read maybe 50 novels with ""aftermath"" mental states of WWI (really the worst and most horrible war) within all the labeling of ""coward"", as well. This one was absolutely in the top 3 of being most poignant.The ending was a bit confusing for a page or two but overall fairly a true part of the era of 1918, as well. I like her work, all around but this one was near the top.Recommend for those who like an excellent locale context and nuance of ""other"" as well....more",Notes are private!,0,5,1,"Jun 19, 2023","Jun 26, 2023","May 04, 2023",,Paperback,view (with text),/book/show/62926981-silence-for-the-dead
328,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sun Walks Down,"McFarlane, Fiona",0374606234,9780374606237,0374606234,352        pp,3.75,"2,876","Oct 05, 2022","Feb 14, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It is fully 3.5 stars. And unusual too for 2023. Better than most of the ""new"" fiction. The core chapter about 2/3rds of the way through when Denny beIt is fully 3.5 stars. And unusual too for 2023. Better than most of the ""new"" fiction. The core chapter about 2/3rds of the way through when Denny becomes and self realizes that he is ""not the before Denny"" but instead full of knowledge to humans situation/ death/ reality beyond his 6 years. That was the 5 star part of this book. Well done. The Catholic Church puts that at 7 years of age and calls it reaching ""the age of reason"". But this book for a 6 year old- connoted it superbly.Yet I can't round it up. It's overlong and with considerable repetitions, especially re Cissy. She's outlier, we get it- already. But that can be forgiven too- because the tone, pace, depths of trying to wheat farm or ranch within detail minutia in desert South Australia during this period was constant. The locale and the core dozen folks never being obscured or leaving the whole locale or period as a one piece tale.And that's a difficult thing to achieve with these many folks and so wide a place for natural consequence AND adventure. Depending upon how you define adventure. Some of the aspects (Minna was one) seemed to be added just for the steamy scenes. But still overall the time, place, and natives to settlers- all well embedded/ entwined and just a good tale.Sharpness of the writing without constant circular placement or descriptive introductions to switching eye narrators or locations could be honed better by this author. I do hope she improves. Denny, Tai and Mary were all 3 done to 4 star levels. Brava! And she also kept the entire huge stage setting all of one piece to time and place. She didn't give them revisionist agendas or attitudes or dialogues. With these many characters, that is not a given either. But the prose flow doesn't reach past 3.5 stars, IMHO. This could have been vastly improved by a good edit. Give yourself some time to read this one. It's also fairly tense- but not at all over the top considering the subject matter. I just read some lengthy pieces on Australian geography. This is NOT where people live now. Almost the entire population is on the Coasts, but easily the Eastern coast side. I enjoyed it to a 3.5 stars too- some parts of it re Grandma or Arthur etc. etc. - put me to sleep. They sure didn't seem to EVER appreciate any old people. Or the author didn't. Hard to tell....more",Notes are private!,0,6,1,"May 10, 2023","May 13, 2023","May 03, 2023",,Hardcover,view (with text),/book/show/60784798-the-sun-walks-down
329,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Magistrate        (Inspector Lu Fei #3),"Klingborg, Brian*",1250855012,9781250855015,1250855012,320        pp,4.02,156,"May 02, 2023","May 02, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 stars rounded up for the vast 2 city action modern China plus the subject matter of sex trafficking the incoming female Koreans. Lu is intrepid. D3.5 stars rounded up for the vast 2 city action modern China plus the subject matter of sex trafficking the incoming female Koreans. Lu is intrepid. Dozens of characters and a rather wide view plotting which doesn't include much of Lu himself until halfway through. Massive corruption amid leaders' cabal becomes prime.Huge body count and despite all of that mayhem some excellent meals graced various dining along the way. High-end except for a stint in winter unheated jail.Very difficult to understand this depth in various Chinese politico with so many dozens of players. You will need to wear your most useful thinking cap. With patience for ""te ma di""....more",Notes are private!,0,3,1,"May 23, 2023","May 28, 2023","May 02, 2023",,Hardcover,view (with text),/book/show/61885133-the-magistrate
330,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Diary of Saint Maria Faustina Kowalska: Divine Mercy in My Soul,"Kowalska, Maria Faustina",1596141107,9781596141100,1596141107,730        pp,4.59,"5,385",1981,"Jan 02, 2001",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Others have said it better. Hard to follow her sufferings and perceptions in light of some mental and physical conditions. Yet her sanctity is clearlyOthers have said it better. Hard to follow her sufferings and perceptions in light of some mental and physical conditions. Yet her sanctity is clearly described within her personality and responses. Mystics in many cases would be deemed NOT owning full mental health for some of these issues of input. Our own modern post 2000 period barely if ever recognizes relationships of the soul or concepts of connections through eternity.I'd only recommend this book to.Catholics who need or want information to dealings with despair or depressions. She had huge periods of black night isolation factors.Divine Mercy Sunday I knew much about but in detail for how the dating for it started etc. hardly any other information other than it is a favorite. Sunday after Easter and quite joyful.I've noticed that portrayal of Jesus Risen in that exact criteria within many Polish and Lithuanian homes within the Chicagoland area.Read St. Therese's Story of a Soul. This one is much harder to embed within. The Little Way more kind and understandable for most humans that own objective morality for their actions and their souls....more,Notes are private!,0,4,1,"May 10, 2023","May 11, 2023","May 01, 2023",,Paperback,view (with text),/book/show/243427.Diary_of_Saint_Maria_Faustina_Kowalska
