,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,theduckthief's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Monuments Men: Allied Heroes, Nazi Thieves, and the Greatest Treasure Hunt in History","Edsel, Robert M.",1599951495,9781599951492,1599951495,473        pp,3.79,"50,489","Aug 20, 2009","Sep 03, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""The reconstruction of Europe after World War II was one of the most complicated and comprehensive international efforts of modern times. The identity""The reconstruction of Europe after World War II was one of the most complicated and comprehensive international efforts of modern times. The identity and infrastructure of the nations of Europe had to be rebuilt and the restitution of artwork was a vital component. To say the war was the greatest upheaval of cultural items in history would be a grave understatement. In the end, the Western Allies discovered more than one thousand repositories in southern Germany alone, containing millions of works of art and other cultural treasures, including church bells, stained glass, religious items, municipal records, manuscripts, books, libraries, wine, gold, diamonds, and even insect collections.""This book tells the little known story of the Monuments Men, experts in the art field tasked with locating, recovering, preserving and repatriating art looted by the Nazis. This small band of men faced an almost insurmountable task. The amount of irreplaceable art and artifacts taken by the Nazis was staggering and whole of the Monuments Men consisted of less than 400 people to look after the entire western half of Europe.What I loved about this book was how these men came from ordinary backgrounds and accomplished extraordinary things. They were architects and scholars, working in museums and universities; some had little to no training in the preservation and transportation of precious artwork. The odds were against them from the start but it's their dedication and the fact that they were willing to put their lives at risk to save mankind's art history that make you root for them. They are the ultimate underdogs where they not only fought against the Nazis but against the clock. ""What if we win the war, but lose the last five hundred years of our cultural history on our watch?"" Much of the art was stored in mines to protect them from bombing but these places were not always suitable for storing fragile works of art for years at a time. They were prone to cave ins and flooding while the art was also susceptible to moisture and looters.I really liked the chronological nature of the book. As the war unfolded, so did the search for the art. I was caught up as much as the Monuments Men were and I found myself filled with anxiety over certain works that were missing. I also got to follow various members of the group as they tramped around Europe, following troops, striking out on their own, stealing supplies, commandeering vehicles, men and the help of local civilians if needed.There are also some great photos and maps to illustrate what Edsel is talking about. A main character crew list with photos and short bios is included in the beginning which puts faces to the men the reader follows. I wish the art photos hadn't been clustered together though but rather interspersed throughout. For example, whenever the Ghent Altarpiece was mentioned I had to keep flipping back to the photo to remind myself what it looked like as there's a wide variety of works mentioned and it's tough to keep everything straight.Learning about these men and everything they went through, I shared in their triumphs and failures. I worried about them and feared for their safety. Edsel made me feel like I was there. It was exciting and nerve-wracking and hearbreaking, a great read! If you like art history and WWII then this book is for you....more",Notes are private!,0,0,1,not set,Jan 2011,"Feb 11, 2012",,Hardcover,view (with text),/book/show/6514074-the-monuments-men
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Midsummer Night’s Dream,"Shakespeare, William",0743477545,9780743477543,0743477545,240        pp,3.95,"540,249",1595,Jul 2016,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""The course of true love never did run smooth.""Theseus, King of Athens is getting married to Hippolyta, Queen of the Amazons and everyone's invited! T""The course of true love never did run smooth.""Theseus, King of Athens is getting married to Hippolyta, Queen of the Amazons and everyone's invited! This includes Oberon and Titania, King and Queen of the fairies who are having some marital issues as well as a group of young lovers with their own twisted quadrangle: Hermia, Helen, Lysander and Demetrius. Things go awry when Oberon plays matchmaker and messes in the love lives of his wife and the quartet of mortals running around the woods.Oberon and Titania are married gods who need to attend couples therapy. It is their argument that leads to all the strife in the story. If not for Oberon, Bottom wouldn't have been transformed and the lovebirds would most likely have sorted out their own issues without the confusion caused by a love potion. I saw Oberon as a selfish and cruel manipulator, despite directing Puck to help the mortals out. His meddling caused more problems than it solved and what he does to his own wife to ""teach her a lesson"" felt like a form of abuse. What I didn't understand was why he wasn't omnipotent. Yes Puck makes a honest mistake, using love potion on the wrong people but why does Oberon allow him to make the mistake in the first place?I liked the idea of the play being set in Greece but combining Celtic and Greek mythology with Brits playing was a weird mashup.I also wondered why Bill chose to have two Robins in the play. Usually stories don't contain characters with the same or similar sounding names to avoid confusing the reader but here Bill doesn't seem concerned. We have Robin Starveling and Robin Goodfellow, names which may reference Robert Dudley and Robert Deveraux, both favourites of Queen Elizabeth I, monarch at the time of Shakespeare.When I read this play I enjoyed it but wasn't blown away with what I consider to be seond-tier Shakespeare. Looking closer though, there's a lot more going on than meets the eye. Bill manages to juggle four different storylines within a small space and all blend together seamlessly. Theseus and Hippolyta's wedding, the play within a play, Oberon and Titania and Bottom and the four lovers in the forest. And as always, Bill is a master wordsmith and plays the funnyman. Look at what he does with alliteration.""Whereat with blade, with bloody blameful blade,He bravely broached his boiling bloody breast.""Talk about a tongue twister!My major complaint was I found it tough to keep track of who was enchanted and who was in love with who, a major plot problem. But as with all of Bill's plays, I suspect it works better on stage than on paper. There's something about the spoken word that glosses over all the archaic language and long-forgotten references. It was a solid read and I'd highly suggest it for those interested in Bill's comedy plays....more",Notes are private!,0,1,1,not set,"Jan 20, 2012","Jan 28, 2012",,Mass Market Paperback,view (with text),/book/show/1622.A_Midsummer_Night_s_Dream
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Killer Angels        (The Civil War Trilogy, #2)","Shaara, Michael",0345348109,9780345348104,0345348109,345        pp,4.33,"86,097",1974,"Aug 12, 1987",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"”No need for hurry now, too tired to run, expecting to be hit at any moment. Over on the right no horse, Kemper was down, impossible to live up there.”No need for hurry now, too tired to run, expecting to be hit at any moment. Over on the right no horse, Kemper was down, impossible to live up there. Armistead moved on, expecting to die, but was not hit. He moved closer to the wall up there, past mounds of bodies, no line any more, just men moving forward at different speeds, stopping to fire, stopping to die, drifting back like leaves blown from the fire ahead. Armistead though: we won’t make it. He lifted the sword again screaming, and moved on, closer, closer, but it was all coming apart; the whole world was dying.”The Civil War has dragged on for three long years. General Stonewall Jackson is dead and there is no end in sight for the conflict that has ripped apart families and destroyed friendships. The Confederate Army has crossed into Pennsylvania and is on the brink of exhaustion. A chance encounter of Confederate scouts and Union cavalry bring the two armies rushing towards one another, to converge upon a little town called Gettysburg. The next three days bring fire and flesh together in what some call the decisive battle of the war, vanquishing the might of one side and raising up the other.Growing up in Canada I knew only the very basics of the American Civil War and had only heard of Gettysburg and the blood that was spilled there. I always imagined it was on a promontory and that the Confederates were massacred to a man. I had assumed the issue of slavery was the entire cause of the war. I could not have been more wrong. What I didn’t know was many states had already seceded from the Union and that the Emancipation Proclamation was signed after the war started. I assumed the victory of the Union was an open and shut case. Instead I was surprised to see how close the South came to winning. And I was fascinated to see how one tiny detail could change so much about an event: If only Ewell had taken that hill; if only Stuart had showed up; if only Lee had listened to Longstreet.Each chapter is from the pov of a character from the war. Shaara provides their thoughts and fears, their strong sense of duty and their opinion of others. He gives us both sides of the war and by allowing us into the minds of these men, we learn to identify and sympathize with both the Union and the Confederacy soldiers as we’re meant to. After all, they were simply men following orders. In fact, Shaara manages to increase the tension by alternating chapters between the North and South. The reader may know everything but the two armies only have half the information. While reading I even started to have favourites on both the North and South side: Lee, the Chamberlain brothers, Armistead, Burton, Longstreet; I willed them to live, worried about them and felt rather motherly towards these men whom I’d never met and who had lived and died in another century, far separated from my own.You also really sense the passage of time throughout the book. The story only takes place over four days but you feel every hour, you experience the slow inevitable drawing together of these two armies, you wait for the battle just as they do. The world was more patient and slow moving in those days but Shaara has made the action immediate. You feel as if you’re right there with them, holding a rifle, hunkered down against a rock, trying not to get shot. And the language! This book is a feast. The lyric lines, the description, the images he creates and the profound thoughts and words by these men are sumptuous and a joy to read. I once claimed ”The Red Badge of Courage” was the most poetic book I’d read about war but ”Killer Angels” has taken its place. Shaara manages to keep the words from getting in the way of the story and what words they are!Prior to this I’d never read anything about the Civil War and I’m not sure anything else will ever measure up. The book won a rightly-deserve Pulitzer Prize in 1975 and if you looking for a book about Gettysburg that focuses more on the people than the schematics, this is story is for you....more",Notes are private!,0,0,1,not set,Dec 2011,"Jan 28, 2012",,Mass Market Paperback,view (with text),/book/show/682804.The_Killer_Angels
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Herald,"Shaara, Michael",0070563764,9780070563766,0070563764,unknown,3.65,139,1981,"Jan 01, 1981",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"”He did not feel it for a long moment. It was very quiet in the car and very gray in the sky and the road was black and calm and empty, and there was ”He did not feel it for a long moment. It was very quiet in the car and very gray in the sky and the road was black and calm and empty, and there was a quiet sound from the engine and the patient thump of the wipers, and then he saw a black bird come out of the sky on the left and cross over him, flying to the right in the light rain, disappearing behind the trees. It was the first motion. And then he felt the current.”Nick Tesla is flying to Jefferson, Georgia in his small plane. When he can't reach anyone at the airport he is concerned. When he lands and can't find any people he gets worried. When he starts to find dead bodies he gets scared.I have this morbid fascination with apocalyptic and post-apocalyptic novels. I think it's watching how people pick up the pieces that fascinate me, the choices they make, for the good or the bad and choices are extrememly important in this book.I was interested in this book purely on the merit of one of Shaara’s other books, ”The Killer Angels” about the Battle of Gettysburg in the American Civil War. This book proves how versatile a writer he is, moving from historical to apocalyptic fiction. If you love books about the US Civil War or even if you know nothing about it, I would highly recommend this book. Look for my  on this book soon.Shaara slowly builds the tension because we only get the story in pieces; we learn as the characters learn what’s going on. I had so many theories apart from what I had read on the dust jacket. And the way he writes to create an atmosphere of cold terror is exquisite.”At that moment Ring saw a man break from the side of the radio truck and come running back down through the field, running away. But no one else ran. They all stood there like dark wet statues, in dead silence, looking toward the Wall, and for a long moment Ring had no idea, then it began to come, and he broke forward toward the gate. Faces turned toward him. Black faces: a nightmare of wet man with death in their eyes. He felt his skin prickle.”I did not like the tongue-in-cheek joke about our protagonist’s name. Nikola Tesla was an amazing man with a brilliant but damaged mind. His scientific genius doesn’t translate to Nick’s character. If Nick had been a closet engineer or did science experiments in his basement I would have seen the connection. As it was, I saw no connection and felt the character was sloppily named.As well, the scope of the book expanded exponentially when Rome and several other cities were brought into the plot. This felt unimportant. Our main focus is not the team trying to stop the “circle of death” from expanding. If it had been, these other cities would hold more importance on an apocalyptic remaking-the-world scale. But our focus is Nick, a man concerned more with Jefferson than Rome and who wouldn’t be? He has problems surrounding him with Ruth and Sheperd, wild animals, the machine that keeps the circle expanding, other survivors, etc. I think it would have been more effective to focus just on Jefferson.I don’t know that I agree with the title either. ”The Herald” refers to Sheperd but the story is really about Nick and his experiences, his choice. We follow him through the book. Sheperd is a mysterious scientist until near the end of the book. The title fits in the sense that Sheperd’s machine will usher in a new era but I still feel that Nick’s journey is far more interesting. He’s an ordinary man who has to make an extraordinary choice...more",Notes are private!,0,0,1,not set,"Dec 21, 2011","Dec 28, 2011",,Hardcover,view (with text),/book/show/1058144.The_Herald
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Medea of Euripedes,Euripides,,2940012220653,,0        pp,3.93,"76,275",-431,"Nov 30, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""For in other ways a woman is full of fear, defenseless, dreads the sight of cold steel; but, when once she is wronged in the matter of love, no other""For in other ways a woman is full of fear, defenseless, dreads the sight of cold steel; but, when once she is wronged in the matter of love, no other soul can hold so many thoughts of blood.""My first introduction to Medea was with Jason and the Argonauts. She was, at most, a side character, despite the fact that it was only with her help that Jason attained the Golden Fleece. He then marries her and brings her back to Corinth, has two children and this is where our story picks up.Jason has essentially thrown Medea over for another woman from Corinth and marries her, despite remaining married to Medea. As you can understand Medea doesn't take this news well and sees this ""other woman"" as usurping her rightful place. She still loves Jason but is bitterly resentful towards him. He even recommends she go into exile with his children and would be smart to take his advice. That's enough to make anyone angry.Medea then commits a horrible crime to avenge herself against Jason and his actions. And the strange thing about the entire reading experience was I did feel some small measure of sympathy for her. I didn't see her actions at all justifiable but I can understand why she would be angry. She's the one who left her home and her family to come to a foreign land only to have the only person she knows well desert her for another woman.As well, it only serves to show just how much of an idiot Jason is. Not only is he bigamous, he also shouldn't be considered among the great heroes of Greek myth like Odysseus or Perseus. He's always been at best, a B level hero but his lack of heroic deeds in the Argosy and his philandering ways make him less than worthy of the hero canon.I found the play powerful but also maddening. Both Jason and Medea are acting only for their own self interest, to the detriment of each other and those around them.From my Greek and Roman studies classes I understand the story to highlight Medea's position as a foreigner and as such, a barbarian with barbarian ways in sharp contrast to the civilized Greeks. She does not act as a dutiful wife, she has violent thoughts and doesn't accept the position Jason has put her in. Those watching the play are supposed to view foreigners as ""other"" and uncivilized, a group that must be civilized to avoid what happens in this play....more",Notes are private!,0,0,1,not set,not set,"Oct 30, 2011",,Nook,view (with text),/book/show/11434588-medea-of-euripedes
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Diary of a Young Girl,"Frank, Anne",,,,283        pp,4.19,"3,730,943",1947,Jul 1993,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“Who would ever think that so much went on in the soul of a young girl?”For several years during WWII, the Frank family hid in a secret attic, existin“Who would ever think that so much went on in the soul of a young girl?”For several years during WWII, the Frank family hid in a secret attic, existing on the kindness of others and an ever diminishing food source. They lived in constant fear and took extreme precautions to avoid being discovered. Anne Frank was all of 13 and a precocious child before going into hiding. Once secluded with her family, the van Daans and Mr. Dussel, she decided to document daily life within the secret annex in a diary. Her writing betrays a maturity beyond her years as she develops a meditative internal life, an inner monologue that is strong, stubborn and independent. I found this book difficult to finish. It might sound weird but right when Anne starts to spend time with Peter I just wanted to put it down. I knew the ending before I started and in my head I wanted her to remain happy. Sounds silly right? But I’ve never been one to not finish a good book. The closer I got to the end the more nervous I became. It reminded me of something I read when I was a kid. It was called “The Monster at the End of this Book”. It was a Sesame Street book starring Grover. It broke the fourth wall because he spoke to the reader and was scared to reach the end and find the monster. He would construct all sorts of elaborate walls of brick, cement and wood to keep the reader from turning the page, all the while begging them not to finish the book. I loved seeing Anne's opinions develop over time and how confident she became with her own voice. She can be quite cruel at times towards the other occupants of the attic, revealing an articulate mean streak that pokes at others flaws. I didn’t like to read how she tore other people down but it showed me she’s not a character, she’s a real person with real feelings. We see her voracious appetite for books, the emergence of young love and a penchant to examine issues you wouldn’t expect to hear from teenagers, like the hatred of Jewish peoples within German occupied territory. She writes truth and never holds back, revealing a complex young woman with dreams beyond the attic. It is this honesty that makes the writing fresh and new, despite the diary being almost 70 years old. If you want to know how a regular Jewish family lived and suffered through the war or if you want to read about life from the prospective of a strong young woman, read this book....more",Notes are private!,0,0,1,not set,not set,"Oct 30, 2011",,Mass Market Paperback,view (with text),/book/show/48855.The_Diary_of_a_Young_Girl
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Study in Scarlet        (Sherlock Holmes, #1)","Doyle, Arthur Conan",1420925539,9781420925531,1420925539,123        pp,4.14,"444,479",1887,"Jan 01, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“There’s the scarlet threat of murder running through the colorless skein of life, and our duty is to unravel it, and isolate it, and expose every inc“There’s the scarlet threat of murder running through the colorless skein of life, and our duty is to unravel it, and isolate it, and expose every inch of it.”“A Study in Scarlet” was the world’s first introduction to Sherlock Holmes. In fact, it was also the first story where Dr. Watson and Sherlock meet. Watson was injured and has had to retire from military life. Fortunately Sherlock Holmes is looking for someone to share the rent in his flat. Thrown together Sherlock and Watson make an effective team when called to the scene of a murder in a deserted house where a mysterious message “RACHE” is drawn in blood on the wall. This is a case that spans the globe and introduces us to one of the greatest fictional detectives ever created.I was excited but apprehensive to start this book as it was published so long ago (1887) and my experience with older books has been dry dialogue accompanied by a dry plot. They end up making me want to tear my hair out and I didn’t want the book to ruin my appreciation for Sherlock Holmes. But I actually found the book interesting. I liked seeing his process, how he deduced solutions and then had to explain himself. Some of the references were archaic, interrupting the flow of the plot but this wasn’t a major concern.My main problem with this story is Part II. Right before Sherlock explains how deduced who the murder was, Part I ends. Part II starts in the desert in Utah with an entirely different cast of characters and there’s Mormons. This completely jarring break brought me right out of the story. I assumed it was a misprint the first time I read it. In fact, I read the opening four times to try and see how the parts connected but alas. This frustration I think would be enough to turn some readers off the book. I don’t think Sir Arthur Conan Doyle had settled into a rhythm yet as Sherlock only appears again near the end to explain how he deduced the identity of the murderer.This is a difficult introduction to Sherlock Holmes but it lays the groundwork for the friendship and partnership between him and Watson. If you want to start at the beginning of the series I suggest you start here....more",Notes are private!,0,0,1,not set,not set,"Oct 30, 2011",,Paperback,view (with text),/book/show/102868.A_Study_in_Scarlet
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fahrenheit 451,"Bradbury, Ray",0307347974,9780307347978,0307347974,158        pp,3.97,"2,416,917","Oct 19, 1953",Oct 2004,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""There must be something in books, things we can't imagine, to make a woman stay in a burning house; there must be something there. You don't stay for""There must be something in books, things we can't imagine, to make a woman stay in a burning house; there must be something there. You don't stay for nothing.”Guy Montag is a fireman. He burns books for a living, protecting society from the evils of the written page. The only problem is Guy isn’t sure what exactly he’s protecting everyone from. You see, he’s never read any of the books he burns. That is until one night when raids a house he expects to be empty. Instead he finds a woman who refuses to leave despite the threat of fire as Montag prepares to burn the house with its illegal material. As he lights the kerosene he spots a book that’s fallen open to the passage “time has fallen asleep in the afternoon sunshine”. The incident disturbs him. What follows opens his eyes to a world under constant threat of destruction.This book has become one of my favourites as Bradbury provides an example of what a dystopian world without books would look like. While fast and flashy it lacks inspiration and fragility. There is a lifeless numb feeling to everyone’s lives except those who secret books within their homes. And Bradbury communicates this as only a poet could. His diction is lyrical and though provoking. I actually checked to see if he’d published any poetry and he’s done everything but.The story itself is somewhat like the Matrix movies in that what Montag has been told to believe is not the truth. We also encounter several other characters such as his wife, Mildred who wants bigger and better gadgets to cement their social status; Clarisse who is a mysterious neighbour who questions the authorities and Captain Beatty, the fire chief and Montag’s boss who eventually grows suspicious of Montag.My one complaint would be that the book wasn’t longer and closer to the end began to lose the lyrical quality that had drawn me in at the beginning. Despite these issues though it’s still an amazing book and made me want to read more of Bradbury’s work. If you’re looking for a dystopian novel with a great story read this! ...more",Notes are private!,0,0,1,not set,not set,"Oct 30, 2011",,Mass Market Paperback,view (with text),/book/show/4381.Fahrenheit_451
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Red Badge of Courage,"Crane, Stephen",1580495869,9781580495868,1580495869,149        pp,3.29,"104,308",Oct 1895,2006,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“All around us are people of all classes, of all nationalities, of all ages. For three days these people, these strangers to one another, are brought “All around us are people of all classes, of all nationalities, of all ages. For three days these people, these strangers to one another, are brought together. They sleep and eat under one roof, they cannot get away from each other. At the end of three days they part, they go their separate ways, never, perhaps to see each other again.”Hercule Poirot is travelling back from Pakistan on the Orient Express and is lucky to get a berth. He finds the train strangely crowded for winter. Populated with a variety of people of varying nationalities and classes, this group is a cross section of the world in miniature, confined to the living quarters of a train. Their interactions inform us on the attitude of the times and Poirot, being the nosy eavesdropper he is, learns all about his fellow passengers through conversation. All seems to be well until the second night when a snowstorm strands the train in the mountains. A series of strange noises precede the death of one Samuel Ratchett, who is discovered the next morning with 12 stab wounds to his chest. Poirot reluctantly takes the case only to find the evidence either nonexistent or bizarrely inconsistent. Each suspect is questioned in turn and Poirot slowly comes to realize he is dealing with a mastermind. Will he uncover the truth and discover the real killer before the train can be dug out from the storm?This book is somewhat different from a traditional mystery in that it’s divided into three sections: “The Crime Scene”, “The Evidence” and “The Solution”. It’s a strange melding of storytelling and criminal investigation. It’s somewhat jarring at first but doesn’t detract from the story or suspense created by Christie. Again this is another genius plot and as always with her books, I tried to discern the identity of the killer and as always, failed miserably. This definitely makes for one of the more frustrating plotlines and trust me you’ll be kicking yourself once you get to the end. It’s far more complex than you realize. Just make sure you watch out for red herrings.I love this book, maddening as it is. It's full, in terms of plot and characters. It's fufilling and it's in the top echelon of Christie novels where it deserves to be. If you've never read any of her books and want to experience her talent to its full extent, reading this book would be a great start. ...more",Notes are private!,0,0,1,not set,not set,"Oct 30, 2011",,Paperback,view (with text),/book/show/35220.The_Red_Badge_of_Courage
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Scarlet Pimpernel,"Orczy, Emmuska",1576469239,9781576469231,1576469239,182        pp,4.07,"135,430",1905,"Feb 28, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“All around us are people of all classes, of all nationalities, of all ages. For three days these people, these strangers to one another, are brought “All around us are people of all classes, of all nationalities, of all ages. For three days these people, these strangers to one another, are brought together. They sleep and eat under one roof, they cannot get away from each other. At the end of three days they part, they go their separate ways, never, perhaps to see each other again.”Hercule Poirot is travelling back from Pakistan on the Orient Express and is lucky to get a berth. He finds the train strangely crowded for winter. Populated with a variety of people of varying nationalities and classes, this group is a cross section of the world in miniature, confined to the living quarters of a train. Their interactions inform us on the attitude of the times and Poirot, being the nosy eavesdropper he is, learns all about his fellow passengers through conversation. All seems to be well until the second night when a snowstorm strands the train in the mountains. A series of strange noises precede the death of one Samuel Ratchett, who is discovered the next morning with 12 stab wounds to his chest. Poirot reluctantly takes the case only to find the evidence either nonexistent or bizarrely inconsistent. Each suspect is questioned in turn and Poirot slowly comes to realize he is dealing with a mastermind. Will he uncover the truth and discover the real killer before the train can be dug out from the storm?This book is somewhat different from a traditional mystery in that it’s divided into three sections: “The Crime Scene”, “The Evidence” and “The Solution”. It’s a strange melding of storytelling and criminal investigation. It’s somewhat jarring at first but doesn’t detract from the story or suspense created by Christie. Again this is another genius plot and as always with her books, I tried to discern the identity of the killer and as always, failed miserably. This definitely makes for one of the more frustrating plotlines and trust me you’ll be kicking yourself once you get to the end. It’s far more complex than you realize. Just make sure you watch out for red herrings.I love this book, maddening as it is. It's full, in terms of plot and characters. It's fufilling and it's in the top echelon of Christie novels where it deserves to be. If you've never read any of her books and want to experience her talent to its full extent, reading this book would be a great start. ...more",Notes are private!,0,0,1,not set,not set,"Oct 30, 2011",,Paperback,view (with text),/book/show/136116.The_Scarlet_Pimpernel
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Murder on the Orient Express        (Hercule Poirot, #10)","Christie, Agatha",0425200450,9780425200452,0425200450,322        pp,4.20,"622,136","Jan 01, 1934","Aug 31, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“All around us are people of all classes, of all nationalities, of all ages. For three days these people, these strangers to one another, are brought “All around us are people of all classes, of all nationalities, of all ages. For three days these people, these strangers to one another, are brought together. They sleep and eat under one roof, they cannot get away from each other. At the end of three days they part, they go their separate ways, never, perhaps to see each other again.”Hercule Poirot is travelling back from Pakistan on the Orient Express and is lucky to get a berth. He finds the train strangely crowded for winter. Populated with a variety of people of varying nationalities and classes, this group is a cross section of the world in miniature, confined to the living quarters of a train. Their interactions inform us on the attitude of the times and Poirot, being the nosy eavesdropper he is, learns all about his fellow passengers through conversation. All seems to be well until the second night when a snowstorm strands the train in the mountains. A series of strange noises precede the death of one Samuel Ratchett, who is discovered the next morning with 12 stab wounds to his chest. Poirot reluctantly takes the case only to find the evidence either nonexistent or bizarrely inconsistent. Each suspect is questioned in turn and Poirot slowly comes to realize he is dealing with a mastermind. Will he uncover the truth and discover the real killer before the train can be dug out from the storm?This book is somewhat different from a traditional mystery in that it’s divided into three sections: “The Crime Scene”, “The Evidence” and “The Solution”. It’s a strange melding of storytelling and criminal investigation. It’s somewhat jarring at first but doesn’t detract from the story or suspense created by Christie. Again this is another genius plot and as always with her books, I tried to discern the identity of the killer and as always, failed miserably. This definitely makes for one of the more frustrating plotlines and trust me you’ll be kicking yourself once you get to the end. It’s far more complex than you realize. Just make sure you watch out for red herrings.I love this book, maddening as it is. It's full, in terms of plot and characters. It's fufilling and it's in the top echelon of Christie novels where it deserves to be. If you've never read any of her books and want to experience her talent to its full extent, reading this book would be a great start. ...more",Notes are private!,0,0,1,not set,not set,"Oct 30, 2011",,Paperback,view (with text),/book/show/16304.Murder_on_the_Orient_Express
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Watchmen,"Moore, Alan*",0930289234,9780930289232,0930289234,416        pp,4.38,"558,059",1987,2005,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“On Friday night, a comedian died in New York. Somebody knows why. Out there, somebody knows.”In an alternate world superheroes are real and helped to“On Friday night, a comedian died in New York. Somebody knows why. Out there, somebody knows.”In an alternate world superheroes are real and helped to win the Vietnam War, becoming trusted caretakers of the nation. Soon enough though, the public turned on them, forcing the passage of legislation in 1977, essentially banning the existence of superheroes and raising the questions, “Who watches the watchmen?” In this world it’s 1985 and Edward Blake, otherwise known as The Comedian, is dead. Authorities have no leads but an old friend named Rorshach has taken it upon himself to discover the truth. Instead he finds Blake wasn’t the first to die under mysterious circumstances. Someone is killing superheroes and Rorshach wants to know why. He contacts former colleagues to warn them and they in turn become involved, lead on a merry chase filled with red herrings, all with the threat of nuclear war with the Soviet Union looming large on the horizon. I think I was rather spoiled with this book as it was the first graphic novel I’d ever read and I doubt anything else I read in the genre will measure up. The attention to detail is amazing. I really liked how there were things going on in the background that informed the reader on the story. Whether it was graffiti or newspapers, it was an economical way of communicating, to fill in the gaps without taking up space on the page. As well, throughout the book there are documents and reports interspersed, with coffee mug stains and words purposely spelled wrong to create authenticity. This makes the world feel more real. As well, the characters are an interesting study in human nature. We see a broad cross-section of all types, from the regular Joe of Night Owl, to the brilliant and successful Ozymandias, to the unfeeling and logical Jon. The dialogue is realistic, covered in a thin film of grit. The reader is surrounded by amoral characters and good guys who commit atrocities, painting the world a dark grey. But the story I believe is the strongest aspect of the novel. Alan Moore did a fantastic job. It may have slowed down in parts, ie plot interruptions in the form of a comic book but I found overall that it was really strong. He showcases the anti hero that was popular during the 80s highlighting the fact that not every superhero was sunshine and rainbows. At their core the majority were regular human beings with a unique set of skills they put to use.One thing I didn’t like was the comic book story wedged into the plot. While I understand the tie-in to the main story, it felt more like filler than anything and I don’t think the novel would have been the lesser if it had been removed. I was also not a fan of the explicit violence splayed across the page. I’ve never been a fan of guts and blood so this was somewhat of a turn off. Fortunately Moore’s story was compelling enough to hold my interest. If you enjoy a good story with realistic characters then read this graphic novel. I highly recommend it.Rating: 5/5...more",Notes are private!,0,0,1,not set,Jan 2009,"Jan 31, 2011",,Paperback,view (with text),/book/show/472331.Watchmen
