,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Edward's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
184,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Quincunx,"Palliser, Charles",0345371135,9780345371133,0345371135,787        pp,4.02,"7,939",1989,"Jan 01, 1991",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 31, 2018",,Paperback,view,/book/show/824986.The_Quincunx
185,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ghostwritten,"Mitchell, David",0375724508,9780375724503,0375724508,426        pp,4.05,"31,049","Aug 19, 1999","Oct 09, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 31, 2018",,Paperback,view,/book/show/6819.Ghostwritten
186,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Vegetarian,Han Kang,,,,216        pp,3.58,"165,655","Oct 30, 2007",2016,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Vegetarian is a dramatic exploration of the imbalanced dynamics inherent in relationships between men and women, and the lack of control that womeThe Vegetarian is a dramatic exploration of the imbalanced dynamics inherent in relationships between men and women, and the lack of control that women have over their own minds and bodies. Han Kang depicts Korean society as being strongly gendered, with women clearly subservient and beholden to the expectations of their husbands and families. This is reflected in the structure of the novel itself, in which Yeong-hye is treated as a passive bystander to her own story, which is recounted almost entirely from the perspective of others. From the male perspectives, her own wishes and desires are never considered; she is rarely more than a slave, a useful ornament, a source of shame or an object of desire. Her persistent decision to cease eating meat is in this case a subversive act, unfathomable to those around her, the response to which is authoritarian, violent and abusive, leading eventually to abandonment and marginalisation.There is a fascinating play on words in the title, which represents not only Yeong-hye’s aversion to meat, but her slow transition to a vegetative state, a state of silent acquiescence, in which her hands are bound to the earth and her legs open and “flowering” towards the sun - a striking image, and perhaps a troubling metaphor for societal expectations of women....more",Notes are private!,0,29,1,"Nov 30, 2019","Dec 03, 2019","Oct 21, 2018",,Paperback,view (with text),/book/show/27191166-the-vegetarian
187,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Of Grammatology,"Derrida, Jacques",0801858305,9780801858307,0801858305,456        pp,3.96,"5,076",1967,1997,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 18, 2018",,Paperback,view,/book/show/85326.Of_Grammatology
188,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bleeding Edge,"Pynchon, Thomas",1594204233,9781594204234,1594204233,477        pp,3.60,"12,878","Sep 17, 2013","Sep 17, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 01, 2018",,Hardcover,view,/book/show/17208457-bleeding-edge
189,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Very Short History of the World and A Short History of the 20th Century,"Blainey, Geoffrey",,9780143205722,,561        pp,0.00,0,unknown,2010,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 22, 2018",,Paperback,view,/book/show/40738408-a-very-short-history-of-the-world-and-a-short-history-of-the-20th-centur
190,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sellout,"Beatty, Paul",1786070170,9781786070173,1786070170,289        pp,3.75,"68,710","Mar 03, 2015","May 24, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"In The Sellout, Paul Beatty combines a lighthearted, playful narrative with intelligent and relevant social satire. It's less a story than a series ofIn The Sellout, Paul Beatty combines a lighthearted, playful narrative with intelligent and relevant social satire. It's less a story than a series of connected anecdotes, though that's not really a shortcoming: the writing is engaging and provocative throughout. Beatty's approach to the analysis of race-relations in America through what often appears to be a validation of racist tropes can be discomfiting, but I guess acknowledging and confronting these unspoken foundations of the cultural experience is really the whole point of the novel. ...more",Notes are private!,0,7,1,"Nov 04, 2019","Nov 08, 2019","Sep 22, 2018",,Paperback,view (with text),/book/show/31308100-the-sellout
191,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Umbrella,"Self, Will",1408820145,9781408820148,1408820145,397        pp,3.15,"1,935",2012,"Aug 30, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 12, 2018",,Hardcover,view,/book/show/12383443-umbrella
192,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Childhood of Jesus,"Coetzee, J.M.",1922182265,9781922182265,1922182265,318        pp,3.47,"6,866","Mar 07, 2013","Apr 23, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 07, 2018",,Paperback,view,/book/show/38459250-the-childhood-of-jesus
193,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Julian,"Vidal, Gore",,,,504        pp,4.22,"7,492",1964,1970,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 07, 2018",,Hardcover,view,/book/show/8554591-julian
194,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Our Souls at Night,"Haruf, Kent",144729937X,9781447299370,144729937X,179        pp,3.92,"76,165","May 26, 2015","Apr 26, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 07, 2018",,Mass Market Paperback,view,/book/show/27807379-our-souls-at-night
195,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pedro Páramo,"Rulfo, Juan",1852427264,9781852427269,,122        pp,4.05,"70,453","Mar 19, 1955",2000,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Pedro Páramo is filled with beauty and sadness. Told in fragments, the novel constantly shifts perspectives, blending past and future, living and deadPedro Páramo is filled with beauty and sadness. Told in fragments, the novel constantly shifts perspectives, blending past and future, living and dead, in chaotic, unpredictable ways. This makes the narrative challenging to follow, but creates a chilling, dreamlike atmosphere, and a kind of extra-temporal unification of cause and effect. There is an implied tragedy at the heart of the novel, the nature of which is gradually revealed, though never completely.Because of its disconnected and cryptic structure, and perhaps also my own cultural distance, I felt quite detached from the narrative. This novel would benefit from multiple readings, though I suspect that even with close study it will never fully relinquish its mystery and ambiguity....more",Notes are private!,0,45,1,"Nov 22, 2019","Nov 24, 2019","Sep 04, 2018",,Paperback,view (with text),/book/show/214598.Pedro_P_ramo
196,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hard-Boiled Wonderland and the End of the World,"Murakami, Haruki",,,0679743464,400        pp,4.13,"136,457","Jun 15, 1985","Mar 02, 1993",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 20, 2018",,Paperback,view,/book/show/106484.Hard_Boiled_Wonderland_and_the_End_of_the_World
197,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Crimson Petal and the White,"Faber, Michel",1782114416,9781782114413,1782114416,835        pp,3.88,"43,437","Apr 10, 2002","Apr 10, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 16, 2018",,Paperback,view,/book/show/25094260-the-crimson-petal-and-the-white
198,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Capital in the Twenty-First Century,"Piketty, Thomas",0674979850,9780674979857,0674979850,793        pp,4.06,"31,939","Aug 30, 2013","Aug 14, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 16, 2018",,Paperback,view,/book/show/34758240-capital-in-the-twenty-first-century
199,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Strange New Things,"Faber, Michel",055341884X,9780553418842,055341884X,500        pp,3.66,"31,438","Oct 06, 2014","Oct 28, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 16, 2018",,Hardcover,view,/book/show/20697435-the-book-of-strange-new-things
200,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Auto Da Fe,"Canetti, Elias",1843432587,9781843432586,1843432587,464        pp,4.02,"6,059",1935,"Jul 26, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 15, 2018",,Paperback,view,/book/show/591855.Auto_Da_Fe
201,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Letters: A Novel,"Barth, John",039912425X,9780399124259,039912425X,772        pp,3.85,257,1979,"Oct 08, 1979",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 07, 2018",,Hardcover,view,/book/show/2065664.Letters
202,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everything and More : A Compact History of Infinity,"Wallace, David Foster",0297645676,9780297645672,0297645676,unknown,3.73,"3,847",2003,"Jan 01, 2003",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I never intended to read this one, given that it's almost universally panned. But I found a hardback copy for sale for a literal dollar, and sometimesI never intended to read this one, given that it's almost universally panned. But I found a hardback copy for sale for a literal dollar, and sometimes a bargain of that magnitude can feel strangely like divine providence... The subject is perhaps DFW's most incongruous since Signifying Rappers, but you have to give him credit for the commitment: this is a thoroughly researched book, and the effort needed to put this together must have been immense, especially for a non-expert. But the problem here is that the author's writing style is totally at odds with the subject matter. DFW as a nonfiction writer is at his most compelling when exploring hidden facets of mundane things. He uses frequent digressions and footnotes to create complexity, and he uses complex language to frame simple concepts. This creates a sort of fervent energy, which (since there is no risk of losing the reader on the subject matter) allows him to generate interest on the strength of his voice alone. While this approach works well when writing about something as quotidian as a concert or sporting event, it is misapplied to the already very complex subjects tackled in Everything And More. DFW tries earnestly to explain each concept, but he constantly gets in his own way, offering branching digressions where they are not needed, and serving only to obscure the core narrative or point, making the whole thing more difficult to understand, and less enjoyable. What he needed to do is rein himself in; simplify; focus on clarity and the logical organisation of his ideas....more",Notes are private!,0,25,1,"Dec 24, 2020",Jan 2021,"Jul 27, 2018",,Hardcover,view (with text),/book/show/1626679.Everything_and_More_
203,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Requiem for a Dream,"Selby Jr., Hubert",1560252480,9781560252481,1560252480,279        pp,4.11,"60,358",1978,"Oct 12, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 18, 2018",,Paperback,view,/book/show/46945.Requiem_for_a_Dream
204,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Echo Maker,"Powers, Richard",0374146357,9780374146351,0374146357,451        pp,3.44,"11,401","Oct 17, 2006","Oct 17, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 12, 2018",,Hardcover,view,/book/show/19794.The_Echo_Maker
205,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Suite française,"Némirovsky, Irène",,,,573        pp,3.85,"74,156",Sep 2004,"Mar 16, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jul 10, 2018",,Mass Market Paperback,view,/book/show/847770.Suite_fran_aise
206,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sacred and the Profane: The Nature of Religion,"Eliade, Mircea",,,,256        pp,4.11,"8,148",1957,"Oct 23, 1968",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 12, 2018",,Paperback,view,/book/show/28024.The_Sacred_and_the_Profane
207,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Doctor Zhivago,"Pasternak, Boris",1846553792,9781846553790,1846553792,513        pp,4.01,"96,750",Nov 1957,"Oct 14, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 25, 2018",,Hardcover,view,/book/show/7932812-doctor-zhivago
208,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,No Longer Human,"Dazai, Osamu",,,,177        pp,4.00,"158,423",1948,"Jan 17, 1958",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 24, 2018",,Paperback,view,/book/show/194746.No_Longer_Human
209,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Middle C,"Gass, William H.",0307701638,9780307701633,0307701638,395        pp,3.49,"1,024","Mar 12, 2013","Mar 12, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 20, 2018",,Hardcover,view,/book/show/15741474-middle-c
210,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A History of Christianity,"Johnson, Paul",0684815036,9780684815039,0684815036,576        pp,3.93,999,1976,"Aug 01, 1979",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 13, 2018",,Paperback,view,/book/show/89448.A_History_of_Christianity
211,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We,"Zamyatin, Yevgeny",1847496768,9781847496768,1847496768,233        pp,3.89,"97,211",1924,"Nov 23, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 09, 2018",,Paperback,view,/book/show/34496163-we
212,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dom Casmurro,Machado de Assis,1907970509,9781907970504,1907970509,262        pp,4.32,"31,898",1899,"Feb 19, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Dom Casmurro was at first striking to me for its unique setting: Brazil in the mid-19th Century, a place which seems at once familiar and exotic. A plDom Casmurro was at first striking to me for its unique setting: Brazil in the mid-19th Century, a place which seems at once familiar and exotic. A place where slavery has not yet been abolished; deeply Catholic, yet modern and European in its sensibilities.The synopses of this novel tend to focus on the theme of jealousy, but this is not the whole story. For me, the novel is a study of human failings, of our tendency towards self-destruction; the ways in which we are slaves to our nature. There is a kind of amorality, or at least a sense of pessimistic resignation that as humans we inevitably impose on ourselves these subtle tragedies, and though we may feel we can and must rise above them, in fact we cannot help but repeat these same mistakes - we are simply drawn to them by our nature. And it is not that we are evil, only that our passions inherently contain an opposing counterpart – in the case of love, that counterpart is jealousy, which is not love’s antithesis, but is in fact an inseparable component of love itself. Along with our failings we have been given an incredible capacity for rationalisation, an ability to re-frame and reconcile ourselves to any personal wrongdoing. As Bentinho looks back on his life, we are never really sure which of his reminiscences are fact, and which are a product of this rationalisation. But it is the quality of his experience that is salient, rather than the question of truth. Though we cannot confirm it, we suspect that certain pieces of the narrative have been distorted, and we see exemplified in Bentinho that very human trait - the complete inability to sacrifice the ego. We see what fragile and tragic creatures we are, who are unable to face the fact of who we are in reality; who must instead twist the narratives of our lives so that they can compare tolerably when held up against the ideal self, which we believe ourselves, falsely, to embody....more",Notes are private!,0,36,1,"Mar 10, 2019","Mar 13, 2019","Apr 20, 2018",,Paperback,view (with text),/book/show/34391370-dom-casmurro
213,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The City & The City,"Miéville, China*",033053419X,9780330534192,B005M97WLE,373        pp,3.90,"69,500","May 26, 2009","May 06, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The premise alone is worth the price of admission. The world of Besźel and Ul Qoma is alien and strange, yet its underscoring of the powerful human apThe premise alone is worth the price of admission. The world of Besźel and Ul Qoma is alien and strange, yet its underscoring of the powerful human aptitude for compartmentalisation rings true. Its complex rules are fascinating. They are at once absurd, yet so logically consistent and congruent with human psychology that the strange premise feels somewhat plausible. The City & the City is also a powerful metaphor. I think about the ways in which we live overlapping but divided lives in our cities, and intellectually in the ways we separate along ideological lines, selective in what we choose to see and “unsee.”Apart from the premise, there is the story, which is a police procedural centred around a murder case. Neither the novel’s characters nor the details of the case itself, along with potential conspiracies and mysteries being revealed, are in themselves particularly noteworthy, except when they further build upon or test the rules of the world they inhabit. But it's all well-executed, and there is more than enough here make this fascinating and innovative piece of science fiction worth reading....more",Notes are private!,0,27,1,"Jul 05, 2019","Jul 08, 2019","Apr 20, 2018",,Paperback,view (with text),/book/show/9791714-the-city-the-city
214,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Perdido Street Station        (New Crobuzon, #1)","Miéville, China*",0330534238,9780330534239,0330534238,867        pp,3.98,"69,897",Mar 2000,"May 06, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 20, 2018",,Paperback,view,/book/show/10362658-perdido-street-station
215,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Martin Luther: Catholic Dissident,"Stanford, Peter",,9781473678484,,448        pp,4.14,97,"Mar 16, 2017","Mar 16, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 03, 2018",,Kindle Edition,view,/book/show/34604857-martin-luther
216,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The New Life/La Vita Nuova: A Dual-Language Book (Dover Dual Language Italian),"Alighieri, Dante",0486453499,9780486453491,0486453499,128        pp,3.88,"7,386",1292,"Dec 15, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"La Vita Nuova an unusual book: written in alternating prose and poetry, it is part ode, part autobiography, part literary analysis, part metaphysical La Vita Nuova an unusual book: written in alternating prose and poetry, it is part ode, part autobiography, part literary analysis, part metaphysical exploration. It is historically important as it provides much of the background to Dante’s life, especially his relationship with his distant love and muse, Beatrice.My attempt to brush up on my Italian with this dual-language edition of the book was a bit of a failure. While the language has remained incredibly static over the past 700 years, Dante’s Italian is different enough to be a challenge to my moderate abilities. Additionally, his prose style is quite complex, employing long sentences with cascading dependent clauses, and his poetry takes many freedoms with the language, such as inversion of word order and a lot of elided letters, all of which make it difficult to follow. I would, however, still recommend this dual-language edition to anyone reading La Vita Nuova, even if they have no understanding of Italian. The poems must be read in Italian, even if one relies on the English translations for the meaning. Italian is a language that is made for poetry. Of course the gendering and inflection allow rhymes to flow much more easily than in English, but simply the sound, the cadence of Dante’s metre (which I always naturally read with a lowering of pitch on the final syllable), takes on this wonderful, lugubrious tone, which you just can’t get in English....more",Notes are private!,0,22,1,"Mar 04, 2018","Mar 05, 2018","Mar 04, 2018",,Paperback,view (with text),/book/show/189546.The_New_Life_La_Vita_Nuova
217,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Drown,"Díaz, Junot",1573226068,9781573226066,B007EQMQ7S,208        pp,4.02,"36,011","Dec 25, 1995","Jul 01, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 28, 2018",,Unknown Binding,view,/book/show/531989.Drown
218,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nine Stories,"Salinger, J.D.",0316767727,9780316767729,0316767727,302        pp,4.18,"147,446","Apr 06, 1953","Jan 30, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 28, 2018",,Paperback,view,/book/show/4009.Nine_Stories
219,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,2018 on Goodreads,Various,,,,unknown,4.16,"1,283",2018,2018,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This has been a very full year in life and in reading. After an incredibly rewarding 2017, where I challenged myself to read only long and difficult nThis has been a very full year in life and in reading. After an incredibly rewarding 2017, where I challenged myself to read only long and difficult novels, I was eager for something simpler. I switched to short novels, and completed my 2018 Reading Challenge of 50 books in exactly 3 months, after which I was feeling a little burnt out. I picked up a couple of long non-fiction books for a change of scenery, then mellowed the pace a bit, finishing only 28 more books in the remaining 9 months of the year. Looking back over this year's books, I try not to be overly preoccupied with my ratings, though I find that the books I enjoyed most at the time are not always the books I remember most vividly or fondly at the end of the year.The absolute highlights for me this year were Gödel, Escher, Bach: An Eternal Golden Braid (Douglas R. Hofstadter), which is almost a sort of love letter to the universe; a wild and boisterous exploration of science, art and philosophy, Moby-Dick (Herman Melville), an immense work which has only grown in my imagination since finishing it, and Elena Ferrante's Neapolitan Novels (1, 2, 3, 4), which are unparalleled in their depth and breadth of storytelling, and apprehension of the human experience.Here are some other standouts, which apart from my initial enjoyment have all remained with me in some way during the year:- The Mezzanine(Nicholson Baker)- Post Office(Charles Bukowsi)- The Waves(Virginia Woolf)- The Abortion: An Historical Romance 1966 (Richard Brautigan)- Will You Please Be Quiet, Please?(Raymond Carver)- The Days of Abandonment (Elena Ferrante)- Invitation to a Beheading (Vladimir Nabokov)- The Pale King (David Foster Wallace)- Augustus (John Williams)- Under the Skin (Michel Faber)This year, I find myself wanting to return once more to longer novels. The experience of reading the Neapolitan series has reminded me how satisfying that level of intensity and immersion can be. So I am starting the year with The Karamazov Brothers, and I'll see how I go from there. I make no commitments. Happy New Year to all my friends, and all the best for 2019!...more",Notes are private!,0,50,0,not set,not set,"Feb 24, 2018",,,view (with text),/book/show/37851639-2018-on-goodreads
220,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vox,"Baker, Nicholson*",0140140573,9780140140576,0140140573,169        pp,3.43,"6,137","Feb 21, 1992",1992,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I’m sure this high rating probably reflects poorly on me, but I don’t care. I enjoyed the hell out of this smutty little book. Perhaps it’s only modesI’m sure this high rating probably reflects poorly on me, but I don’t care. I enjoyed the hell out of this smutty little book. Perhaps it’s only modesty and some form of self-conscious restraint that prevent me from awarding it the final star. The structure and dialogue reminded me of Richard Linklater’s Beyond Sunrise. Both have this awkward, yet somehow too-perfectly scripted flow, but nevertheless possess an endearing, unashamed honesty, which, despite the unrealistic nature of the fantasy, manages to capture something essentially sweet and human – in this case the simple need to talk, and to make an honest personal connection. Both Linklater and Baker wonderfully capture those anxious, beautiful moments of connecting profoundly and unexpectedly with someone for the first time. Maybe I’m just a softie, but this kind of thing just makes me effusively happy (Oh, and the sex stuff was pretty good too)....more",Notes are private!,0,24,1,"Feb 27, 2018","Feb 27, 2018","Feb 22, 2018",,Paperback,view (with text),/book/show/1267512.Vox
221,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Luminaries,"Catton, Eleanor",1847084311,9781847084316,1847084311,834        pp,3.74,"80,394","Aug 24, 2013","Aug 01, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 19, 2018",,Hardcover,view,/book/show/18699472-the-luminaries
222,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Too Loud a Solitude,"Hrabal, Bohumil",0349102627,9780349102627,0349102627,112        pp,3.99,"22,696",1976,"Jan 01, 1993",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 18, 2018",,Paperback,view,/book/show/87280.Too_Loud_a_Solitude
223,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Temple of the Golden Pavilion,"Mishima, Yukio",0679433155,9780679433156,0679433155,247        pp,3.98,"19,743",1956,1995,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 17, 2018",,Hardcover,view,/book/show/62798.The_Temple_of_the_Golden_Pavilion
224,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Elegance of the Hedgehog,"Barbery, Muriel",1933372605,9781933372600,1933372605,325        pp,3.80,"184,422",Aug 2006,"Sep 02, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 17, 2018",,Paperback,view,/book/show/2967752-the-elegance-of-the-hedgehog
225,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Reader,"Schlink, Bernhard",0375408266,9780375408267,0375408266,216        pp,3.78,"210,755",1995,"Jun 26, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 17, 2018",,Hardcover,view,/book/show/101299.The_Reader
226,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Celestial Harmonies,"Esterházy, Péter",0060501049,9780060501044,0060501049,846        pp,3.86,624,Sep 2003,"Mar 02, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 17, 2018",,Hardcover,view,/book/show/441142.Celestial_Harmonies
227,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Choke,"Palahniuk, Chuck*",0385720920,9780385720922,0385720920,293        pp,3.71,"210,433","May 22, 2001",Jun 2002,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 17, 2018",,Paperback,view,/book/show/29059.Choke
228,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Double,"Saramago, José",0151010404,9780151010400,0151010404,324        pp,3.96,"21,106",2002,"Oct 04, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 17, 2018",,Hardcover,view,/book/show/54120.The_Double
