,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Pamela's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Sell a Haunted House,"Hendrix, Grady*",0593201272,9780593201275,0593201272,448        pp,3.70,"97,362","Jan 17, 2023","Jan 02, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 11, 2023",,Paperback,view,/book/show/199139356-how-to-sell-a-haunted-house
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Master Slave Husband Wife: An Epic Journey from Slavery to Freedom,"Woo, Ilyon*",1501191055,9781501191053,1501191055,416        pp,4.02,"8,967","Jan 17, 2023","Jan 17, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 08, 2023",,Hardcover,view,/book/show/61272711-master-slave-husband-wife
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Cold Cases,"St. James, Simone*",1405962291,9781405962292,B0C7K9QY7V,346        pp,3.79,"110,814","Mar 15, 2022","Aug 03, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 07, 2023",,Kindle Edition,view,/book/show/175741821-the-book-of-cold-cases
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wall,"Rinehart, Mary Roberts",,,B00E4UXDT2,433        pp,3.96,788,1938,"Aug 13, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Classic mystery. Convoluted and hard to follow at times. Though I had no idea who the killer was, it did make sense, for the most part.",Notes are private!,0,0,1,"Nov 06, 2023","Nov 11, 2023","Nov 06, 2023",,Kindle Edition,view (with text),/book/show/19097140-the-wall
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Weight of Ink,"Kadish, Rachel*",,,B076V7Z8FN,704        pp,4.15,"36,714","Jun 06, 2017","Jun 06, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Absorbing and thought provoking. A book I liked that makes you think enough, my sister might also like it. The characters, both modern and 17th centurAbsorbing and thought provoking. A book I liked that makes you think enough, my sister might also like it. The characters, both modern and 17th century are relatable and I learned quite a bit about Jewish history....more",Notes are private!,0,2,1,"Oct 27, 2023","Nov 05, 2023","Oct 27, 2023",,Kindle Edition,view (with text),/book/show/40776163-the-weight-of-ink
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Life Flight        (Extreme Measures, #1)","Eason, Lynette*",0800737334,9780800737337,0800737334,336        pp,4.21,"4,734","Jan 04, 2022","Jan 04, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 24, 2023",,Paperback,view,/book/show/58211240-life-flight
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Deadly Wilderness: The Ties that Kill,"Irvin, Kelly*",1594148430,9781594148439,1594148430,354        pp,4.16,75,2010,"Jan 20, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Christian characters struggle with real world problems amid a murder investigation. My kind of book.,Notes are private!,0,0,1,"Oct 22, 2023","Oct 26, 2023","Oct 22, 2023",,Hardcover,view (with text),/book/show/7605963-a-deadly-wilderness
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lost Boys of Barlowe Theater,"Wright, Jaime Jo*",0764241443,9780764241444,0764241443,352        pp,4.33,664,"Oct 10, 2023","Oct 10, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 21, 2023",,Paperback,view,/book/show/90203406-the-lost-boys-of-barlowe-theater
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Burnout,"Kinsella, Sophie*",0593730399,9780593730393,0593730399,416        pp,3.71,"33,273","Oct 10, 2023","Oct 10, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A little predictable but a lot of fun!,Notes are private!,0,1,1,"Jan 20, 2024","Jan 23, 2024","Oct 20, 2023",,Hardcover,view (with text),/book/show/131120162-the-burnout
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The September House,"Orlando, Carissa",0593548612,9780593548615,0593548612,344        pp,3.94,"27,788","Sep 05, 2023","Sep 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 20, 2023",,Hardcover,view,/book/show/64623481-the-september-house
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Thursday Murder Club        (Thursday Murder Club, #1)","Osman, Richard",,,B07S5D5TH7,382        pp,3.89,"475,925","Sep 03, 2020","Sep 03, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Fun read for a murder mystery! Set in a retirement village and filled with likeable, quirky characters, it kept me guessings. Lots of twists. I've beeFun read for a murder mystery! Set in a retirement village and filled with likeable, quirky characters, it kept me guessings. Lots of twists. I've been enjoying books about older people more and more lately. Wonder why. lol...more",Notes are private!,0,0,1,"Jan 12, 2024","Jan 16, 2024","Oct 19, 2023",,Kindle Edition,view (with text),/book/show/46000520-the-thursday-murder-club
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Drop in the Ocean,"Ogden, Jenni*",,,B01DEVMZIQ,329        pp,4.15,"3,481","May 03, 2016","May 03, 2016",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A good book to read before bedtime.,Notes are private!,0,0,1,"Oct 18, 2023","Oct 22, 2023","Oct 18, 2023",,Kindle Edition,view (with text),/book/show/30129954-a-drop-in-the-ocean
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Battle Worth Fighting,"Hanks, Sarah*",,9798985478938,B0BZ6C2HVT,286        pp,4.59,56,unknown,"Mar 21, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,4.5 stars. Split time novel about two women fighting for their marriages and finding true love from God. Parts of this were serious-the Civil War scen4.5 stars. Split time novel about two women fighting for their marriages and finding true love from God. Parts of this were serious-the Civil War scenes-and parts of it were laugh out loud funny. Highly recommend!...more,Notes are private!,0,0,1,"Oct 14, 2023","Oct 17, 2023","Oct 14, 2023",,Paperback,view (with text),/book/show/123161056-a-battle-worth-fighting
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Door to December,"Koontz, Dean*",,,,510        pp,3.83,382,Jun 1985,Oct 1994,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This had me intrigued for awhile, but it slowed down in the middle. I liked the ending, but not one of my favorites of his.",Notes are private!,0,0,1,"Oct 08, 2023","Oct 14, 2023","Oct 08, 2023",,Paperback,view (with text),/book/show/58723273-the-door-to-december
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lighthouse Burning        (Harlan Winter, #1)","Farmer, Jordan",1662509928,9781662509926,B0BG17WPKB,227        pp,2.87,"1,727","Jun 06, 2023","Jul 01, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Dark story about a man raised by an outlaw, who had a chance to become a doctor but threw it away, and instead got mixed up with a cult, and started bDark story about a man raised by an outlaw, who had a chance to become a doctor but threw it away, and instead got mixed up with a cult, and started believing and practicing a form of witchcraft that uses artistic talent and attempt to make it real. Well written, but not my thing....more",Notes are private!,0,0,1,"Sep 26, 2023","Sep 30, 2023","Sep 26, 2023",,Kindle Edition,view (with text),/book/show/74881410-lighthouse-burning
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fall Back and Find Me,"Hanks, Sarah*",,,B0CC8FVDX1,350        pp,4.65,63,unknown,"Sep 19, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A dual time-line novel with stories intersecting in shared roots and similar health conditions. Amber is a modern-day pastor’s wife who finds her purpA dual time-line novel with stories intersecting in shared roots and similar health conditions. Amber is a modern-day pastor’s wife who finds her purpose in church outreach. Willow is a young woman who strives for her father’s approval, but when faced with being shut inside for her own protection, leaves home, and joins the Union army with her brother. When faced with a debilitating disease, both women come to grips with who they are and more importantly, whose they are. Authentic, poignant, and hopeful. ...more",Notes are private!,0,1,1,"Jun 15, 2023","Jun 17, 2023","Sep 26, 2023",,Kindle Edition,view (with text),/book/show/193383509-fall-back-and-find-me
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Dangerous Things,"Willingham, Stacy*",1250803853,9781250803856,1250803853,326        pp,4.08,"170,269","Jan 10, 2023","Jan 10, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 25, 2023",,Hardcover,view,/book/show/60784636-all-the-dangerous-things
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Autobiography of George Muller,"Müller, George",0883681595,9780883681596,0883681595,240        pp,4.42,"6,584","Jan 01, 1899","Feb 01, 1996",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 25, 2023",,Mass Market Paperback,view,/book/show/739923.The_Autobiography_of_George_Muller
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Speak,"Anderson, Laurie Halse*",0374311250,9780374311254,0374311250,224        pp,4.05,"592,443","Oct 22, 1999","Jan 15, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I listened to this on audio, so I hope I didn't miss anything. I'll find out when we discuss in Book club. Well written and produced. I listened in twI listened to this on audio, so I hope I didn't miss anything. I'll find out when we discuss in Book club. Well written and produced. I listened in two sessions, because I couldn't find good places to pause. This was an entertaining treatment of a hard subject. Melinda is relatable as are the adults and her friends. High school was hard enough without the trauma of being raped. Anderson doesn't shy away from the trauma but ends on a note of hope....more",Notes are private!,0,3,1,"Oct 03, 2023","Oct 04, 2023","Sep 25, 2023",,Hardcover,view (with text),/book/show/39280444-speak
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Passengers,"Marrs, John*",1473558522,9781473558526,,400        pp,4.07,"38,856","Apr 01, 2019","Apr 01, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Tight, fast-paced thriller. This also brought up the idea that we all judge people based on limited information. It should be a good discussion in my Tight, fast-paced thriller. This also brought up the idea that we all judge people based on limited information. It should be a good discussion in my book club....more",Notes are private!,0,2,1,"Sep 25, 2023","Sep 26, 2023","Sep 19, 2023",,ebook,view (with text),/book/show/40718386-the-passengers
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Magician's Assistant,"Patchett, Ann",,,,357        pp,3.72,"44,006",1997,"Dec 01, 1998",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Not even close to what I was expecting, but I liked it.",Notes are private!,0,1,1,"Sep 18, 2023","Sep 25, 2023","Sep 18, 2023",,Paperback,view (with text),/book/show/16055.The_Magician_s_Assistant
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Run Time,"Howard, Catherine Ryan*",1982694688,9781982694685,1982694688,386        pp,3.43,"6,583","Aug 16, 2022","Aug 16, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Sep 08, 2023not set","Sep 16, 2023not set","Sep 17, 2023",,Hardcover,view,/book/show/60235814-run-time
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Lost Names,"Harmel, Kristin*",198213190X,9781982131906,198213190X,416        pp,4.43,"198,246","Jul 21, 2020","May 25, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 04, 2023",,Paperback,view,/book/show/54681871-the-book-of-lost-names
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Present Danger        (Rocky Mountain Courage, #1)","Goddard, Elizabeth*",0800737989,9780800737986,0800737989,384        pp,4.18,"1,345",Apr 2021,"Apr 06, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 03, 2023","Sep 17, 2023","Sep 03, 2023",,Paperback,view,/book/show/54022603-present-danger
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lost Manuscript,"Rushmeyer, Mollie",1335508422,9781335508423,1335508422,368        pp,3.55,480,Aug 2023,"Aug 29, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 02, 2023",,Paperback,view,/book/show/63028673-the-lost-manuscript
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sweeney Sisters,"Dolan, Lian*",0062909045,9780062909046,0062909045,304        pp,3.74,"10,338","Apr 28, 2020","Apr 28, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Interesting look at a complicated sibling relationship. Parts of it were really good, but other parts dragged.",Notes are private!,0,0,1,"Aug 31, 2023","Sep 03, 2023","Aug 31, 2023",,Hardcover,view (with text),/book/show/49978226-the-sweeney-sisters
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shadows in the Mind's Eye,"Tromp, Janyre*",0825447399,9780825447396,0825447399,288        pp,4.27,339,Apr 2022,"Apr 19, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2023",,Paperback,view,/book/show/58651260-shadows-in-the-mind-s-eye
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Winners        (Beartown, #3)","Backman, Fredrik*",1982112808,9781982112806,1982112808,688        pp,4.46,"110,864",2022,"Sep 12, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 29, 2023",,Paperback,view,/book/show/101159892-the-winners
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fifth Avenue Story Society,"Hauck, Rachel*",0310350921,9780310350927,0310350921,400        pp,4.03,"9,559","Feb 04, 2020","Feb 04, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I enjoyed this ensemble piece, mostly because of the complex characters. All five of the main cast, plus the librarian had a secret. I've seen severalI enjoyed this ensemble piece, mostly because of the complex characters. All five of the main cast, plus the librarian had a secret. I've seen several one-star s but they were all from readers who didn't realize this was Christian fiction and found it preachy. I didn't think it was preachy at all. ...more",Notes are private!,0,1,1,"Aug 28, 2023","Aug 31, 2023","Aug 28, 2023",,Paperback,view (with text),/book/show/49479568-the-fifth-avenue-story-society
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Vigilant        (The Night Guardians, #1)","Davison, Sara*",,,B07RB87SYW,320        pp,4.46,170,unknown,"Jun 01, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Well written, but I had a hard time buying some of the decisions the characters made. Also, it included a trope that I don't like and normally won't rWell written, but I had a hard time buying some of the decisions the characters made. Also, it included a trope that I don't like and normally won't read but which I wasn't expecting because I thought this was Romantic Suspense. Still, the premise was intriguing, and I'll probably read the rest of the books in the series. At least the major plot was wrapped up, and though some threads were left open, it didn't end with a cliff-hanger which forces you to read all the books in the series to get one story. That irritates me to no end....more",Notes are private!,0,0,1,"Aug 23, 2023","Aug 27, 2023","Aug 23, 2023",,Kindle Edition,view (with text),/book/show/45449198-vigilant
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Good Bad Girl,"Feeney, Alice*",1250843960,9781250843968,1250843960,306        pp,3.66,"46,765","Aug 29, 2023","Aug 29, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 15, 2023",,Hardcover,view,/book/show/83668030-good-bad-girl
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Suddenly a Murder,"Muñoz, Lauren*",0593617533,9780593617533,0593617533,308        pp,3.64,"4,104","Sep 05, 2023","Sep 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 15, 2023",,Hardcover,view,/book/show/66087070-suddenly-a-murder
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Mystery Guest        (Molly the Maid, #2)","Prose, Nita*",0593356187,9780593356180,0593356187,293        pp,3.87,"63,938","Nov 28, 2023","Nov 28, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Decent mystery plot done in dual timeline. I enjoyed the flashbacks to Molly as a ten-year-old more than the present day. The first half of this draggDecent mystery plot done in dual timeline. I enjoyed the flashbacks to Molly as a ten-year-old more than the present day. The first half of this dragged, but the conclusion was good. ...more",Notes are private!,0,0,1,"Mar 25, 2024","Mar 28, 2024","Aug 15, 2023",,Hardcover,view (with text),/book/show/157062582-the-mystery-guest
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Echo of Old Books,"Davis, Barbara*",1542038154,9781542038157,B0B9RNFT4S,431        pp,4.31,"72,338","Mar 28, 2023","Mar 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 12, 2023",,Kindle Edition,view,/book/show/62060274-the-echo-of-old-books
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hold for Release,"Glick, Heidi*",1522304142,9781522304142,B0BZBGM3FL,282        pp,4.35,17,Jun 2023,"Jun 09, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 11, 2023","Aug 14, 2023","Aug 11, 2023",,Kindle Edition,view,/book/show/123454534-hold-for-release
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Am In Here,"Mapes, Creston*",,9798845953988,B0BBY2JLYW,192        pp,4.54,"1,387",unknown,"Aug 26, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A tight little thriller I read in a day! Hale lies in a hospital bed in a screened in porch-turned-bedroom in his father’s house, unable to communicatA tight little thriller I read in a day! Hale lies in a hospital bed in a screened in porch-turned-bedroom in his father’s house, unable to communicate or control his body. Almost everyone thinks he’s in a vegetative state, but he can see and hear everything. Add to that his father’s grief at losing his wife, two years before the bus accident that killed one son and left Hale as he is, and the depression that brought about desperation enough that the father borrowed money from a loan shark. An intense and satisfying read that includes Biblical principles of clinging to God in the tough times instead of falling away. ...more",Notes are private!,2,2,1,Aug 2023,"Aug 02, 2023","Aug 02, 2023",,Paperback,view (with text),/book/show/62684316-i-am-in-here
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The House on Foster Hill,"Wright, Jaime Jo*",1683668677,9781683668671,1683668677,12        pp,3.93,"5,065","Nov 21, 2017","Nov 21, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 01, 2023",,Audiobook,view,/book/show/35888224-the-house-on-foster-hill
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dutch House,"Patchett, Ann",,,,352        pp,4.10,"446,658","Sep 24, 2019","Apr 30, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I wasn't looking forward to reading this, probably wouldn't if it hadn't been for book club, but I really enjoyed it. I even gasped in one place, I waI wasn't looking forward to reading this, probably wouldn't if it hadn't been for book club, but I really enjoyed it. I even gasped in one place, I was so involved with the characters....more",Notes are private!,0,4,1,"Jul 28, 2023",Aug 2023,"Jul 28, 2023",,Paperback,view (with text),/book/show/51824776-the-dutch-house
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Downfall        (Collapse #0.5),"Shelton, Angela D.*",1957649046,9781957649047,B0B57J2MD2,140        pp,4.27,22,unknown,"Jul 01, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was an odd little book. It started out as a YA read about a stressed and driven thirteen-year-old who at her mother’s prompting sets up a rival fThis was an odd little book. It started out as a YA read about a stressed and driven thirteen-year-old who at her mother’s prompting sets up a rival for a cheating rap in order to be class president. I was expecting for her to realize she’d done wrong and apologize. Lesson learned, she goes on with her life. She does get the chance to apologize but not before the world collapses due to a rampant virus. Lizzie and her dad end up leaving their home due to people looting and toting guns. Though I knew this was a prequel to the Collapsed series, I still didn’t expect that from the beginning of this book. I did enjoy it, and look forward to reading the series. ...more",Notes are private!,0,0,1,"Jul 26, 2023","Jul 27, 2023","Jul 26, 2023",,Kindle Edition,view (with text),/book/show/61362350-downfall
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Silent Bride,"Boland, Shalini*",1662507070,9781662507076,B0BH96MK41,267        pp,3.82,"25,086","Jun 01, 2023","Jun 01, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A fun, quick read. It kept me guessing until the end!",Notes are private!,0,0,1,"Jul 24, 2023","Jul 25, 2023","Jul 24, 2023",,Kindle Edition,view (with text),/book/show/62921149-the-silent-bride
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Malibu Rising,"Reid, Taylor Jenkins*",,,,369        pp,4.04,"1,018,265","May 27, 2021","Jun 01, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I had a hard time getting into this because of the omnicient author point of view. I didn't relate to any of the characters either. The story was inteI had a hard time getting into this because of the omnicient author point of view. I didn't relate to any of the characters either. The story was interesting. Made me glad I didn't attain my childhood goal of becoming famous. ...more,Notes are private!,0,1,1,"Jul 20, 2023","Jul 23, 2023","Jul 20, 2023",,Hardcover,view (with text),/book/show/55404546-malibu-rising
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Red Lamp,"Rinehart, Mary Roberts",1575662132,9781575662138,1575662132,349        pp,3.41,461,"Jan 01, 1925","Oct 01, 1997",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Interesting but told in a journal format, so it was hard to follow at times.",Notes are private!,0,0,1,"Jul 12, 2023","Jul 16, 2023","Jul 12, 2023",,Mass Market Paperback,view (with text),/book/show/1079021.The_Red_Lamp
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,You Can't Catch Me,"McKenzie, Catherine*",1542019036,9781542019033,1542019036,335        pp,3.76,"6,111","Jun 09, 2020","Jun 09, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Quick, fun read, but it went darker than I expected. Lots of twists and turns.",Notes are private!,0,0,1,"Jul 09, 2023","Jul 11, 2023","Jul 09, 2023",,Hardcover,view (with text),/book/show/50935960-you-can-t-catch-me
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Fourth Wing        (The Empyrean, #1)","Yarros, Rebecca*",1649374046,9781649374042,1649374046,498        pp,4.59,"1,500,582","May 02, 2023","May 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 07, 2023",,Hardcover,view,/book/show/61431922-fourth-wing
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Appalachian Daughter,"Salyers, Mary Jane",,,B00MSZ3TGW,205        pp,4.03,"5,329","Aug 16, 2014","Aug 16, 2014",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"While this book included some interesting scenes, and one fantastic line of dialogue, (""I aint never gonna be ready to pass no English test.""), overalWhile this book included some interesting scenes, and one fantastic line of dialogue, (""I aint never gonna be ready to pass no English test.""), overall, it wasn't well written. Too much telling and not enough showing, and I'm not a stickler for showing. I don't mind a little telling here and there. My critique group would have bled all over this. ...more",Notes are private!,0,0,1,"Jul 06, 2023","Jul 09, 2023","Jul 06, 2023",,Kindle Edition,view (with text),/book/show/23129452-appalachian-daughter
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Tress of the Emerald Sea        (The Cosmere, #28)","Sanderson, Brandon*",,,,483        pp,4.43,"114,159","Jan 10, 2023","Apr 04, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Fun and imaginative!,Notes are private!,0,2,1,"Feb 10, 2024","Feb 16, 2024","Jul 03, 2023",,Kindle Edition,view (with text),/book/show/60531406-tress-of-the-emerald-sea
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Where the Blue Sky Begins,"Powner, Katie*",0764240390,9780764240393,0764240390,352        pp,4.32,687,Oct 2022,"Oct 11, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 03, 2023",,Paperback,view,/book/show/60324201-where-the-blue-sky-begins
