,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Kat's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Home and the World,"Tagore, Rabindranath",0140449868,9780140449860,0140449868,213        pp,3.83,"5,344",1916,"Apr 26, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 07, 2022",,Paperback,view,/book/show/174216.The_Home_and_the_World
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sea of Poppies        (Ibis Trilogy, #1)","Ghosh, Amitav",071956896X,9780719568961,071956896X,513        pp,3.97,"27,415","May 01, 2008","May 01, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 07, 2022",,Paperback,view,/book/show/1330324.Sea_of_Poppies
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Stop Time,"Haig, Matt*",0525522891,9780525522898,0525522891,339        pp,3.84,"171,935","Jul 06, 2017","Jun 11, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What if certain people on earth aged very, very slowly in comparison to the rest of us? A human being who could live for nearly a thousand years couldWhat if certain people on earth aged very, very slowly in comparison to the rest of us? A human being who could live for nearly a thousand years could watch one historical period give way to the next, could witness massive changes in the way human beings live. But how could such a person explain theirself to others? This is the problem that besets Tom, the main character of this highly entertaining novel. Heinrich, who is almost nine hundred, has implemented a solution to the problem. Initially Tom finds relief that way; later he finds himself imprisoned by it. Is there a way out? The author switches adroitly back and forth between eras as we come to know Tom's history, his pain, and his desires. Can a man whose first love lived during the time of Shakespeare find romance in the 21st century? I love any narrative that plays with time, so this one was right up my alley....more",Notes are private!,0,0,1,"Jun 04, 2022","Jun 16, 2022","Jun 04, 2022",,Paperback,view (with text),/book/show/45152372-how-to-stop-time
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Death in Florence        (Inspector Bordelli #4),"Vichi, Marco",1605989290,9781605989297,1605989290,400        pp,3.58,"1,055","Aug 27, 2009","Oct 15, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I greatly enjoyed this murder mystery set in Florence, but if you are looking for a fast-paced read this isn't it. Inspector Bordelli spends as much tI greatly enjoyed this murder mystery set in Florence, but if you are looking for a fast-paced read this isn't it. Inspector Bordelli spends as much time reflecting on his memories of World War II as he does tracking down the murderers of a boy whose body is found on the outskirts of Florence. However, not all of those musings prove to be irrelevant. The description of Florence during the historic flood of 1966 is detailed, it makes those events vivid to the senses; I recommend this book for that alone. ...more",Notes are private!,0,0,1,"Jun 03, 2022","Jun 05, 2022","Jun 03, 2022",,Hardcover,view (with text),/book/show/25622130-death-in-florence
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Postmistress,"Blake, Sarah*",1101185252,9781101185254,,336        pp,3.35,"44,492","Dec 24, 2009","Feb 09, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 03, 2022","Jun 03, 2022","Jun 03, 2022",,ebook,view,/book/show/7494876-the-postmistress
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fresh Water for Flowers,"Perrin, Valérie",1609455959,9781609455958,1609455959,476        pp,4.28,"72,414","Feb 28, 2018","Jun 02, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The cover said: Italy's favorite lockdown book. Since I'm interested in all things Italian I took it on, though in fact the author is French. The mainThe cover said: Italy's favorite lockdown book. Since I'm interested in all things Italian I took it on, though in fact the author is French. The main character grew up in foster care and married young. We meet her as the keeper of a cemetery, though the story moves back and forth in the timeline of her married life. It's a leisurely novel--a bit too leisurely for me in its first half, with its many mentions of funerals and encounters with minor characters that seem only to mark the time. Once the central event of the novel occurs the story picks up. But the central question--can healing happen?--is there from the start, and makes one ache for the answer to be yes. ...more",Notes are private!,0,0,1,not set,"May 26, 2022","Jun 03, 2022",,Hardcover,view (with text),/book/show/52649136-fresh-water-for-flowers
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eternal War: Armies of Saints,"Gambarini, Livio*",8899216304,9788899216306,B012K84C9O,174        pp,4.03,377,"Jun 05, 2015","Jul 25, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Though I give it three stars, I doubt this fantasy set in medieval Italy will appeal to readers unfamiliar with the era. It begins at the famed BattleThough I give it three stars, I doubt this fantasy set in medieval Italy will appeal to readers unfamiliar with the era. It begins at the famed Battle of Montaperti between Florence and Sienna, and is peopled with the august families of the day who were at war with one another according to whether they were Guelph or Ghibelline. (Some of these characters appear in Dante's Divine Comedy.) However, the more important characters of the novel populate the spirit world, which is trying to influence the members of those families. The majority of these are Ancestrarchs, bound to a particular family through its many generations, but there are others, reaching from ""extincts"" (former soldiers of the Roman empire) to an appearance by St. Peter himself. The tone is humorous and there is fun to be had. I especially enjoyed meeting the poet Dante Alighieri at age 15. I am reading Dante's masterwork now and had fun fitting the books together; if you're doing the same, go for it!...more",Notes are private!,0,0,1,not set,"Apr 05, 2022","Apr 11, 2022",,Kindle Edition,view (with text),/book/show/26041024-eternal-war
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Inferno        (Robert Langdon, #4)","Brown, Dan*",0385538170,9780385538176,0385537859,463        pp,3.89,"550,461","May 14, 2013","May 14, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 11, 2022","May 02, 2022","Apr 11, 2022",,Hardcover,view,/book/show/17212231-inferno
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dante's Purgatory,"Alighieri, Dante",0253179262,9780253179265,0253179262,384        pp,4.05,"26,848",1321,"Sep 22, 1981",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Some people find Part 2 of Dante's Divine Comedy stuffy after the Inferno, but I actually liked it better. But then, I'm interested in things moral anSome people find Part 2 of Dante's Divine Comedy stuffy after the Inferno, but I actually liked it better. But then, I'm interested in things moral and theological. I was especially interested in the fate of those whose chief sin is sloth, as I am among them. Turns out their purgatorial bodies have to keep running and running. I hope my knee joints have been celestially repaired by then!...more",Notes are private!,0,0,1,"Apr 11, 2022","May 28, 2022","Apr 11, 2022",,Hardcover,view (with text),/book/show/3440878-dante-s-purgatory
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Divine Comedy, Volume 1: Inferno","Alighieri, Dante",0142437220,9780142437223,0142437220,432        pp,4.02,"182,085",1320,"Dec 31, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Were I to assign a rating to a classic of this stature I fear I would end up on level one of the seven-story mountain (purgatory) bent low to the grouWere I to assign a rating to a classic of this stature I fear I would end up on level one of the seven-story mountain (purgatory) bent low to the ground from the great weight on my back put there to help me to unlearn the sin of pride....more,Notes are private!,0,0,1,"Mar 26, 2022","Mar 29, 2022","Mar 26, 2022",,Paperback,view (with text),/book/show/19155.The_Divine_Comedy_Volume_1
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hamnet,"O'Farrell, Maggie*",1472223799,9781472223791,1472223799,372        pp,4.20,"255,741","Mar 31, 2020","Mar 31, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'm not as enthusiastic about this novel as many are. Although there are several point of view characters, it's principally the story of Agnes (also cI'm not as enthusiastic about this novel as many are. Although there are several point of view characters, it's principally the story of Agnes (also called Anne), the wife of William Shakespeare. In sections that move back and forth in time we follow their courtship and early marriage, his departure for London, the death of their son Hamnet, and Agnes' experience of grief. O'Farrell's prose is beautiful and she has brought the period to life convincingly, those two feats alone may satisfy many readers. But for me the characters were types rather than individuals, and lacked the complexity that really excites me when I find it in fiction. This isn't necessarily a criticism, call it instead a preference on my part. Add to it the fact that I was disappointed not to see how Will's grief affected his writing of Hamlet , which was sorta promised but not shown, and my lack of enthusiasm is complete....more",Notes are private!,0,0,1,"Mar 26, 2022","Mar 30, 2022","Mar 26, 2022",,Hardcover,view (with text),/book/show/43890641-hamnet
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Every Heart a Doorway        (Wayward Children, #1)","McGuire, Seanan*",0765385503,9780765385505,0765385503,176        pp,3.82,"110,709","Apr 05, 2016","Apr 05, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 26, 2022",,Hardcover,view,/book/show/25526296-every-heart-a-doorway
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Tea with the Black Dragon        (Black Dragon, #1)","MacAvoy, R.A.",1585861979,9781585861972,1585861979,140        pp,3.95,"5,122","Jan 01, 1983","Feb 01, 2001",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 13, 2022","Feb 10, 2022","Mar 26, 2022",,Paperback,view,/book/show/435415.Tea_with_the_Black_Dragon
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Children's Bible,"Millet, Lydia",0393867382,9780393867381,0393867382,240        pp,3.73,"36,050","May 12, 2020","Feb 16, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Oops, I carelessly clicked on THE Children's Bible and had it on my Read shelf for several months. This is the one I read and that gets four stars froOops, I carelessly clicked on THE Children's Bible and had it on my Read shelf for several months. This is the one I read and that gets four stars from me! A group of adults are vacationing together in a compound. The children are disgusted by their parents, who drink and sleep with each other to numb themselves about the coming destruction of climate change. They withdraw, refusing even to identify which adult belongs with which child. At last the storm comes, further separating children from parents. Riveting events ensue, and there's both pain and beauty in the ending. But it's not a book written for those already seriously depressed about the future....more",Notes are private!,0,0,1,not set,"Oct 29, 2021","Jan 02, 2022",,Paperback,view (with text),/book/show/55298364-a-children-s-bible
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Marion Fay,"Trollope, Anthony",0140438483,9780140438482,0140438483,880        pp,3.75,247,1882,"Aug 02, 1994",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Not one of Trollope's best, but then, I've already read all his best. This one tells two stories, awkwardly interwoven: the romance between Lady FrancNot one of Trollope's best, but then, I've already read all his best. This one tells two stories, awkwardly interwoven: the romance between Lady Frances Trafford and lowly post office clerk George Roden, and the romance between Frances' brother Lord Hampstead and lowly daughter of a Quaker clerk, Marion Fay. Of the latter it can only be said that it's Victorian in the worst way. Added to these criticisms, the novel drags. In spite of all that, I mostly enjoyed it anyway. That's Trollope for you.If you're looking for Trollope's best, try his Chronicles of Barsetshire series or his Palliser series; his novel THE WAY WE LIVE NOW or HE KNEW HE WAS RIGHT. Be forwarned, Trollope is anti-semitic. But he also has some unusually well developed and interesting women characters, and a keen eye for the way class and income influence politics, relationships, and marriage. ...more",Notes are private!,0,0,1,Jan 2022,"Mar 26, 2022","Jan 01, 2022",,Paperback,view (with text),/book/show/149787.Marion_Fay
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Gather, Darkness!","Leiber, Fritz",1585861065,9781585861064,1585861065,172        pp,3.60,"1,187",1943,"Apr 01, 2000",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Jan 2022,"Jan 10, 2022","Jan 01, 2022",,Paperback,view,/book/show/561311.Gather_Darkness_
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Weather,"Offill, Jenny*",0385351100,9780385351102,0385351100,208        pp,3.56,"36,096","Feb 11, 2020","Feb 11, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Jan 2022,"Mar 26, 2022","Jan 01, 2022",,Hardcover,view,/book/show/37506228-weather
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lathe of Heaven,"Le Guin, Ursula K.",0060512741,9780060512743,0060512741,176        pp,4.12,"73,973",May 1971,"Aug 19, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 29, 2021","Dec 11, 2021","Nov 29, 2021",,Paperback,view,/book/show/59924.The_Lathe_of_Heaven
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Reeds in the Wind,"Deledda, Grazia",0934977631,9780934977630,0934977631,208        pp,3.79,"4,846",1913,"Sep 29, 2008",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 29, 2021","Dec 06, 2021","Nov 29, 2021",,Paperback,view,/book/show/130971.Reeds_in_the_Wind
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Factoring Humanity,"Sawyer, Robert J.*",0812571290,9780812571295,0812571290,352        pp,3.82,"3,700",1998,"May 15, 1999",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Nov 28, 2021","Nov 29, 2021",,Paperback,view,/book/show/337133.Factoring_Humanity
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Penric’s Demon        (Penric and Desdemona, #1)","Bujold, Lois McMaster*",,,B0114LJ3BU,103        pp,4.20,"10,513","Jul 06, 2015","Jul 06, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Nov 15, 2021","Nov 29, 2021",,Kindle Edition,view,/book/show/25791216-penric-s-demon
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Wise Man’s Fear        (The Kingkiller Chronicle, #2)","Rothfuss, Patrick*",0756404738,9780756404734,0756404738,994        pp,4.55,"556,335","Mar 01, 2011","Mar 01, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Nov 07, 2021","Nov 29, 2021",,Hardcover,view,/book/show/1215032.The_Wise_Man_s_Fear
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Hallowed Hunt        (World of the Five Gods, #3)","Bujold, Lois McMaster*",0060574747,9780060574741,B0072AY2Z0,423        pp,3.88,"12,306","May 24, 2005","Jan 01, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Oct 27, 2021","Nov 29, 2021",,Mass Market Paperback,view,/book/show/61887.The_Hallowed_Hunt
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Light from a Distant Star,"Morris, Mary McGarry",0307451860,9780307451866,0307451860,336        pp,3.56,"1,436",2011,"Sep 13, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 08, 2021","Aug 16, 2021","Aug 08, 2021",,Hardcover,view,/book/show/10574574-light-from-a-distant-star
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Western Wind,"Harvey, Samantha",1787330591,9781787330597,1787330591,294        pp,3.41,"3,996","Mar 01, 2018","Mar 01, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The life of a medieval village priest in southern England is perfectly recreated in the gorgeous yet spare prose of Samantha Harvey. The priest's dileThe life of a medieval village priest in southern England is perfectly recreated in the gorgeous yet spare prose of Samantha Harvey. The priest's dilemma: the richest citizen of the village has met his death by drowning, and the rural dean is insisting that someone be found responsible. The story is told from back to front, with each successive section of the book detailing the day previous to the one just described, so that the final section narrates the day the man died. This treatment brings a powerful impact to the last section of the novel--one that leads the reader to immediately reread the first section. The novel isn't really a whodunnit, whatever the cover may say. It's a thought-provoking story about seeking to be good, and all the things that can interfere with our best intentions. ...more",Notes are private!,0,0,1,not set,"Aug 07, 2021","Aug 08, 2021",,Hardcover,view (with text),/book/show/35277865-the-western-wind
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Call Me By Your Name        (Call Me By Your Name, #1)","Aciman, André*",1786495252,9781786495259,1786495252,248        pp,4.11,"493,021","Jan 23, 2007","Sep 21, 2017",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jun 27, 2021","Aug 08, 2021",,Paperback,view,/book/show/36336078-call-me-by-your-name
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Woman,"Aleramo, Sibilla",0520049497,9780520049499,0520049497,256        pp,3.88,"3,891",1906,"Mar 16, 1983",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is worth reading for its portrait of what life was like for an intelligent woman in the Italy of the early years of the twentieth century. HoweveThis is worth reading for its portrait of what life was like for an intelligent woman in the Italy of the early years of the twentieth century. However, the claustrophobic point of view and the fact that it is almost entirely narrated, rather than shown scenically, diminishes the pleasure of the read. It's impressive that in 1910, when women in Italy were so oppressed politically, religiously, legally, and personally, the author had the courage to publish this challenge to patriarchal forces. It is also painfully honest in its conclusions about the depth of maternal love and its very high cost. ...more",Notes are private!,0,0,1,not set,"Jun 12, 2021","Aug 08, 2021",,Paperback,view (with text),/book/show/1559221.A_Woman
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Klara and the Sun,"Ishiguro, Kazuo*",059331817X,9780593318171,059331817X,303        pp,3.75,"336,707","Mar 02, 2021","Mar 02, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"May 19, 2021","Aug 08, 2021",,Hardcover,view,/book/show/54120408-klara-and-the-sun
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ties,"Starnone, Domenico",1609453859,9781609453855,1609453859,150        pp,3.95,"19,169","Oct 14, 2014","Mar 07, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Apr 06, 2021","Aug 08, 2021",,Paperback,view,/book/show/31243077-ties
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Happiness, as Such","Ginzburg, Natalia",0811227995,9780811227995,0811227995,176        pp,3.97,"3,481",1973,"Jun 25, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Apr 05, 2021","Aug 08, 2021",,Paperback,view,/book/show/42191431-happiness-as-such
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Days of Abandonment,"Ferrante, Elena",1933372001,9781933372006,1933372001,188        pp,3.87,"42,753",2002,"Sep 01, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 22, 2021","Mar 28, 2021","Mar 22, 2021",,Paperback,view,/book/show/77810.The_Days_of_Abandonment
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Roderick Hudson,"James, Henry",0140432647,9780140432640,0140432647,398        pp,3.69,"1,059",1875,"Jul 01, 1986",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 22, 2021","Apr 09, 2021","Mar 22, 2021",,Paperback,view,/book/show/856226.Roderick_Hudson
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Crow Trap        (Vera Stanhope, #1)","Cleeves, Ann*",033038998X,9780330389983,033038998X,560        pp,3.86,"25,952",1999,"Jan 01, 2001",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Feb 28, 2021","Mar 22, 2021",,Paperback,view,/book/show/97569.The_Crow_Trap
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Purposes of Love,"Renault, Mary",0140081372,9780140081374,0140081372,346        pp,3.55,135,"Jan 01, 1939",1986,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jan 25, 2021","Mar 22, 2021",,Mass Market Paperback,view,/book/show/1987691.Purposes_of_Love
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Spirit Ring,"Bujold, Lois McMaster*",0671578707,9780671578701,0671578707,384        pp,3.68,"4,332","Jan 01, 1992","May 01, 2000",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 25, 2020","Mar 22, 2021",,Mass Market Paperback,view,/book/show/28677.The_Spirit_Ring
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Name of the Wind        (The Kingkiller Chronicle, #1)","Rothfuss, Patrick*",075640407X,9780756404079,075640407X,662        pp,4.52,"961,472","Mar 27, 2007",Apr 2007,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Oct 17, 2020","Mar 22, 2021",,Hardcover,view,/book/show/186074.The_Name_of_the_Wind
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Claw of the Conciliator        (The Book of the New Sun, #2)","Wolfe, Gene",0671416162,9780671416164,0671416162,303        pp,3.99,"14,740",1981,"Feb 01, 1982",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Oct 12, 2020","Mar 22, 2021",,Paperback,view,/book/show/463376.The_Claw_of_the_Conciliator
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"CryoBurn        (Vorkosigan Saga, #14)","Bujold, Lois McMaster*",1439133948,9781439133941,1439133948,345        pp,4.07,"15,999","Oct 19, 2010","Oct 19, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Aug 20, 2020","Mar 22, 2021",,Hardcover,view,/book/show/7841670-cryoburn
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Shadow of the Torturer        (The Book of the New Sun, #1)","Wolfe, Gene",0671540661,9780671540661,0671540661,262        pp,3.83,"29,378",May 1980,"Jun 03, 1984",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,not setnot set,"Aug 06, 2020not set","Mar 22, 2021",,Paperback,view,/book/show/60211.The_Shadow_of_the_Torturer
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lying Life of Adults,"Ferrante, Elena",1609455916,9781609455910,1609455916,336        pp,3.66,"70,648","Nov 07, 2019","Sep 01, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 07, 2020",,Hardcover,view,/book/show/48616787-the-lying-life-of-adults
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What Are You Going Through,"Nunez, Sigrid",0593191412,9780593191415,0593191412,210        pp,3.74,"13,623","Sep 08, 2020","Sep 08, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 07, 2020",,Hardcover,view,/book/show/51152434-what-are-you-going-through
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Windup Girl,"Bacigalupi, Paolo*",1597801577,9781597801577,1597801577,359        pp,3.75,"74,912",Sep 2009,"Sep 01, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 06, 2020","Aug 09, 2020","Jul 06, 2020",,Hardcover,view,/book/show/6597651-the-windup-girl
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Calculating Stars        (Lady Astronaut Universe, #1)","Kowal, Mary Robinette*",,,,431        pp,3.96,"33,492","Jul 03, 2018","Jul 03, 2018",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This novel is an alternate history that posits a huge meteor crash in 1952 which accelerates climate change and a race to space as a solution to that This novel is an alternate history that posits a huge meteor crash in 1952 which accelerates climate change and a race to space as a solution to that change. The opening section, in which the meteor falls almost immediately, is a real page turner. After that the novel tells the story of the main character's fight against patriarchal prejudice and her own anxieties (about being in the public view, not about going into space). Much of that, for me, moved very slowly, though the final chapters picked up the pace a little. My greatest criticism of this novel is that the characterizations are too slight to bear the weight of a gradual or ""quiet"" plot. They are done in broad strokes, without nuance or surprise. That can work in a fast-moving plot, but doesn't work in this one--at least or me.A more minor complaint is that the author felt compelled to give us many, many quick peeks into the coy and cozy sex scenes between the narrator and her husband. Sex scenes, like all scenes in novels, should either characterize their participants or move the story forward. These do neither. They seem to shout: See, I'm NOT afraid to show my characters having sex! There should surely be a better reason to include them....more",Notes are private!,0,0,1,not set,"Jul 06, 2020","Jul 06, 2020",,Paperback,view (with text),/book/show/33080122-the-calculating-stars
