,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Uzma's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
24,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In My Dreams I Hold a Knife,"Winstead, Ashley*",1728243203,9781728243207,1728243203,336        pp,3.85,"96,595","Aug 03, 2021","Apr 19, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 01, 2023",,Paperback,view,/book/show/60000306-in-my-dreams-i-hold-a-knife
25,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anon Pls.,DeuxMoi,0063257807,9780063257801,0063257807,288        pp,3.41,"9,684","Nov 08, 2022","Nov 08, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Wildly entertaining and seriously unputdownable, here we have the origin story of the famed Instagram celebrity gossip account, Deuxmoi. Some things IWildly entertaining and seriously unputdownable, here we have the origin story of the famed Instagram celebrity gossip account, Deuxmoi. Some things I couldn’t gloss over — like the boring characters with barely any depth OR DM’s incessant desire to note every piece of clothing ever once mentioned in this book with the brand emblazoned on its tag OR the out of place sext scenes (yes I spelled that intentionally) that never failed to take me by surprise! They just happened all of a sudden! But if nothing else, this book reminded me of a movie I would put on in the background while I painted a Homecoming poster for student council in high school — and that’s actually a compliment, don’t fret! It was like something Anne Hathaway would act in in between her serious projects. I appreciated it for what it was and perhaps my desire to be an objective er (impossible) has brought us to the 3 star rating you see on your screen right now. Yeah....more",Notes are private!,0,15,1,"Feb 19, 2023","Feb 20, 2023","Feb 19, 2023",,Hardcover,view (with text),/book/show/60461939-anon-pls
26,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cloud Cuckoo Land,"Doerr, Anthony*",1982168439,9781982168438,1982168439,626        pp,4.26,"214,085","Sep 28, 2021","Sep 28, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Oowee!! Well I finished this a while back and forgot to update Goodreads but what a treat this book was. Nothing compared to the feeling of being swepOowee!! Well I finished this a while back and forgot to update Goodreads but what a treat this book was. Nothing compared to the feeling of being swept away by these three connecting storylines presented intermittently… one in the past, one in the present, and one in the future. Although I wasn’t completely dedicated to the plot of our medieval timeline, it seems as though a little love for the other stories can get you to push through the ones you didn’t really like as much. And that’s not to say that I didn’t like them at all! As a matter of fact I adored the present and future so much so that the past had paled in comparison for me. While I am not quite sure how to begin to describe this book, just know reading from these pages is the warmest feeling. This book is hope and love!...more",Notes are private!,0,17,1,Jan 2023,"Feb 19, 2023","Jan 01, 2023",,Hardcover,view (with text),/book/show/56783258-cloud-cuckoo-land
27,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All's Well,"Awad, Mona*",1982169672,9781982169671,1982169672,384        pp,3.73,"22,845","Aug 03, 2021","Aug 02, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 24, 2022",not set,"Dec 24, 2022",,Paperback,view,/book/show/59366193-all-s-well
28,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Love in the Time of Serial Killers,"Thompson, Alicia",0593438663,9780593438664,,336        pp,3.33,"47,153","Aug 16, 2022","Aug 16, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Nothing makes me feel instantly better than a romance! Since I haven't read that many, I often get in my head about ing it whenever I finish theNothing makes me feel instantly better than a romance! Since I haven't read that many, I often get in my head about ing it whenever I finish them...but I do remember a lot of you enjoyed my The Love Hypothesis ...but to be fair that  was more of me pretending I was a journalist and it was my job to go ham on it...I'll stop talking. Let me just get to the book.Phoebe is in her last year of graduate school and is finishing up her dissertation on the world of true crime in literature. We get a lot of references to Truman Capote's In Cold Blood, which really made me wish I had read that book prior to picking this up so that I can pride myself for being so well-read. Her obsession with this genre causes her to be a bit skeptical of certain people and their possible proclivities for homicide, specifically our love interest, Sam! Sam lives next door to Phoebe's dad, who had just recently passed away. The girl came in town to help her brother get the house in ship-shape condition so that it could be ripe for the market, and that's where our story begins. I don't have many remarks as to the romance itself, as it follows your average plot and takes your average turns. I mean, it was simple, and that's exactly the kinda thing I was looking for. I enjoyed it, I was squirming, I was blushing, but I didn't get incredibly invested to the point of me completely swooning over it. Sam's a sweet guy, and Phoebe's a... girl, for sure. Although I feel like the dissertation plotline had a healthy amount of page time (screen time), it also felt blah? Like it was just there? I will note that I loved hearing Phoebe's perspective on how the method of spreading true crime in the media influences our perception of the modern world, but its integration in the story fell apart after she and Sam started getting things going. This didn't exactly take the innovative direction I pictured it would go to, where all the puzzle pieces link up to form a full picture, but I'm not mad about it....more",Notes are private!,0,12,1,"Dec 21, 2022","Dec 23, 2022","Dec 21, 2022",,ebook,view (with text),/book/show/59722215-love-in-the-time-of-serial-killers
29,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Baby Teeth,"Stage, Zoje*",1250170753,9781250170750,1250170753,304        pp,3.60,"69,389","Aug 09, 2018","Jul 17, 2018",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** About midway through, the plot point of the 7-year old pretending to get raw dogged by a devil turned me off from this entire book (**spoiler alert** About midway through, the plot point of the 7-year old pretending to get raw dogged by a devil turned me off from this entire book (no intro for this one, let’s just dive right in). It’s a shame because the characters were quite well written, the mother Suzette being my favorite of the three. I cannot deny that I was interested in seeing what would happen next in this story… would the father come to reckon with the fact that his sweet little Hanna would want to kill his beautiful wife? Would Hanna successfully get the job done? Were the child’s motives truly influenced by her alter of a witch?Since this is a spoiler , I’ll go ahead and answer those questions for you. Yes, no (but the book ends with the child being placed in a mental facility plotting kindness as a means of returning to her family), and no. I have a problem with the last one there… all of the s emblazoned across the cover of this book offer compliments like “deliciously creepy” and “do you have goosebumps yet?” I’ll answer that one for you too. No! This did not make me scared in the slightest ...more",Notes are private!,0,20,1,"Dec 20, 2022","Dec 21, 2022","Dec 20, 2022",,Hardcover,view (with text),/book/show/35410511-baby-teeth
30,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Paul,"Lafarge, Daisy",0593538846,9780593538845,0593538846,304        pp,3.50,"2,426","Aug 05, 2021","Aug 16, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What better time to be pulled away into a dreamscape of a novel like this than in an airport waiting for a flight that you thought was 4 hours earlierWhat better time to be pulled away into a dreamscape of a novel like this than in an airport waiting for a flight that you thought was 4 hours earlier than it actually was so now you’re bored out of your mind and decided to finish this book because you have nothing better to do? Now! Riverhead gave me an ARC of this (ty to Riverhead who won’t read this) and then I postponed reading it until after it was published because I didn’t feel like it so what’s the point of it being called an ARC at this point. Anyway. I got to it though!Frances is a 21 year old English student studying medieval literature when she decides to come work for a couple of host families in France in exchange for room and board. This first person she stays with is a guy named Paul… oh my god I just said the name of the book. Don’t you love hearing the name of the book inside the book? With one of the main characters being named Paul, you get that feeling all the time! I’m sorry this is irrelevant, it’s the airport air getting to me. I swear it’s infectious, and the disease is me rambling. Oh wait I do that all the time! God I’m sorry I’m going to stop rambling. Nonetheless, Paul and Frances develop quite the relationship with each other, and the book stems from that point.I actually quite enjoyed this! Although it wasn’t my favorite read ever, I felt wept away into the countryside of France as I watched our protagonist reckon with the idea of standing up for herself in the face of all these authoritarian type male characters surrounding her. I wish I had read this before so I could have firsthand told you guys what a “vibe” this was, for lack of a better word, but alas. I did note as I was reading that Frances is a bit of a flat character, herself, but walking away from this book, I realize her malleability (derogatory) was the driving point underlying this book’s prose. Yeah this was nice....more",Notes are private!,0,12,1,"Dec 16, 2022","Dec 17, 2022","Dec 16, 2022",,Hardcover,view (with text),/book/show/59627481-paul
31,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"City of Saints and Madmen        (The Ambergris Trilogy, 1)","VanderMeer, Jeff*",0374538603,9780374538606,0374538603,704        pp,3.87,"7,163","May 01, 2002","Jan 11, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,DNF. Entirely too dense! So no rating,Notes are private!,0,13,1,"Dec 14, 2022","Jan 02, 2023","Dec 14, 2022",,Paperback,view (with text),/book/show/56268888-city-of-saints-and-madmen
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girls' Guide to Hunting and Fishing,"Bank, Melissa",0143035479,9780143035473,0143035479,274        pp,3.36,"137,040","Dec 29, 1998","Mar 29, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I already made a YouTube video (yeah yeah link in bio (the link is in my Instagram bio (wait do you guys have my Instagram (it's @uzmalli)))) hitting I already made a YouTube video (yeah yeah link in bio (the link is in my Instagram bio (wait do you guys have my Instagram (it's @uzmalli)))) hitting my main points on this book - which is more of a collection of short stories all revolving around this one girl Jane and her connection to her relationships or other relationships surrounding her. I basically devoured this book in one day (and forgot to write a  on it here on goodreads (sorry about all the parentheticals btw I'm in a phase rn)) because each little story was such a savory little bite of someone else's mind. Although they were all written from the same girl's perspective (except for one story (we'll get to that later)), reading the excerpts from different stages of her life altered her outlook on relationships slightly, and that was so satisfying for me to read idk. Yeah so that one story that wasn't narrated by Jane was a bit of an outlier for me... I found it quite unnecessary since she was essentially not in it. It makes sense... in a sense... because the author most likely wanted to include a story about children, and Jane didn't have any children. But at the same time, I think it could have been executed with a bit more integration yeah perhaps that's just me. I must also note that a lot of these s went into this book expecting it to be some kind of chick lit thing, but it is definitely far more serious than your typical lighthearted chick lit read. Do take that into account if you glance at any of the other thoughts on this book here. I personally appreciated the outlook that this book gave me because I love reading from a different person's perspective!! We can often find a lot of similarities in people that we wouldn't normally identify with, so yeah. So that's all for me. Yeah. I'm not gonna proofread this  I'm just gonna put it out there now I'm too lazy....more",Notes are private!,0,6,1,"Nov 27, 2022","Dec 14, 2022","Nov 27, 2022",,Mass Market Paperback,view (with text),/book/show/33926.The_Girls_Guide_to_Hunting_and_Fishing
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Trial: A Dramatization Based on Kafka's Novel,"Gide, André",0805200533,9780805200539,0805200533,140        pp,3.83,367,1947,"Jan 01, 1963",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I found this little number at a book sale on campus, and in all truth, I picked it up cause I thought the cover was cute, and Kafka himself is being hI found this little number at a book sale on campus, and in all truth, I picked it up cause I thought the cover was cute, and Kafka himself is being heavily discussed among all the cool girls on the internet. Yes, I knew Kafka before then. I'm not stupid. I read the Metamorphosis in high school English. I don't even know what I'm saying. Let's just get into it.This play is a dramatization of Franz Kafka's novel by the same name, The Trial (duh), which I've never read before. I thought it was a bit silly because I thought to myself... you know, this story is almost, dare I say, Kafkaesque... until I had to re-realize that it's quite literally based on what he wrote. We as readers are introduced to a very unique set design, drawn out on the page and manipulated cleverly to communicate different locations and plot progression. I really enjoyed seeing the stage used in such a meaningful manner, although I question how quickly stage managers were able to relocate set pieces from place to place so quickly. It seemed like every 4 pages we were getting a whole new setting... I don't know, that's not really for me to wonder. I'm sure the live audience back in the 60s witnessed it firsthand and can vouch for the playwrights, but it was such intricate design......sorry that's enough from me.As for the story itself, it was silly. Joseph K, big boy banker, is flanked by guards in the middle of the night who claim that he is under arrest - for what reason? He doesn't know. The man jumps from law authority to law authority trying to get himself out of it all the way up to his trial where he attempts to give a ""and then everyone clapped"" moment, but fails. I guess this says a lot about society and the judicial system and what not. I was enjoying it in the beginning and then quickly got tired of it though. That's why it's a 3 starrer. I don't really have any such good reason except that it wasn't entirely for me. And that's all....more",Notes are private!,0,5,1,"Nov 20, 2022","Nov 27, 2022","Nov 20, 2022",,Paperback,view (with text),/book/show/1163814.The_Trial
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Disorientation,"Chou, Elaine Hsieh",0593298357,9780593298350,0593298357,403        pp,3.85,"14,381","Mar 22, 2022","Mar 22, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"How am I meant to describe the utter pure enjoyment I got out of reading this book.... I've truly never been prompted to laugh that hard, been so enraHow am I meant to describe the utter pure enjoyment I got out of reading this book.... I've truly never been prompted to laugh that hard, been so enraged by the insolence of certain characters, or been entertained as fully as I had with this book. I don't understand why I saw so many negative s of this on Instagram. This may be my peak. I'm afraid nothing will be topped. This is being added to my all time favorite books list.Ingrid Yang is in the last year of graduate school, this close to obtaining her PhD and finishing her dissertation on Xiao-Wen Chou, the Chinese-American author she had been studying for the full length of these past eight years. I would go into deeper depths, but I think the greatest experience you can get out of this novel comes from walking into it not knowing anything. So yeah. Do with that what you will and take this as encouragement to pick this up immediately (not sponsored).Fine, I'll be the first to say it! This is one of those stories that could be deemed comparable to the comedies of Shakespeare. It was both so camp and so raw in its depiction of jealousy, fear of academic failure, and of course, its theme of integration of Asian culture in America. It posits a barrage of questions regarding what is right and what is wrong, some the author answers for us through her perspective, and some she leaves up for us to decide. I wish I could read this again for the first time....more",Notes are private!,0,53,1,"Nov 02, 2022","Nov 09, 2022","Nov 02, 2022",,Hardcover,view (with text),/book/show/58350424-disorientation
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Singer Distance,"Chatagnier, Ethan*",1953534430,9781953534439,1953534430,288        pp,3.93,"1,211","Oct 18, 2022","Oct 18, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"In lieu of my usual  style, here's the crazed list of notes I wrote on a white board while reading this book:- what a WRITER. Plot progresses foIn lieu of my usual  style, here's the crazed list of notes I wrote on a white board while reading this book:- what a WRITER. Plot progresses forward as he comments on certain aspects of the human condition. He multitasks in a way I have never seen done so efficiently before- emotion of curiosity in a book- anecdotal. I feel like he writes a bunch of short stories (in the sense that he gives them all much attention to communicating in metaphor) & somehow melds them together (pg. 102 proved me right)- like reading the script of someone's dream- he writes little lines that each deserve their own beginning of ""Keep calm and...""- still a cohesive story though- fluid. Reading this feels like being carried down the stream's current- some of the characters lack the same depth as the others have- very academic. Treats them as regular people rather than scholars (the foil to The Secret History)- feels like all the best parts of university- I love the way he writes love- science is written with the same respect & dignity as poetry- NO WAYYYYY- I'm crying- if this book were a song I think it'd be ""Satellite"" by Harry Styles...more",Notes are private!,1,41,1,"Oct 23, 2022","Nov 02, 2022","Oct 23, 2022",,Hardcover,view (with text),/book/show/60583990-singer-distance
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Letters to Jackie: Condolences from a Grieving Nation,"Fitzpatrick, Ellen",0061969842,9780061969843,0061969842,384        pp,3.95,904,2010,"Mar 02, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 15, 2022",,Hardcover,view,/book/show/7483786-letters-to-jackie
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,11/22/63,"King, Stephen*",1451627289,9781451627282,1451627289,849        pp,4.33,"540,617","Nov 08, 2011","Nov 08, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I never thought I'd pick up a Stephen King (too many monthly listeners). But he's my boyfriend's favorite author, and after his incessant attempts borI never thought I'd pick up a Stephen King (too many monthly listeners). But he's my boyfriend's favorite author, and after his incessant attempts bordering on nuisance to get me to read SOMETHING by him, he ended up just buying this book for me so I would read it. Well, I wasn't gonna let a good $20 go to waste. And I cannot deny... this slapped.Boyfriend is aware that my taste in books tend to be those in which literally nothing happens. Given the fact that the majority of Stephen King's works have relatively infamous storylines, he specifically recommended this one because the biggest chunk of it was just focused on main character's life. Outside of the main plot is some pretty thorough character exploration, and that's the kind of shit I live for. So let's get a quick synopsis shall we....Jake Epping is a teacher who has been donned with the responsibility of traveling through a portal hidden in the back of a closing burger place that takes those who use it back to the year 1958. Just what has he been tasked to do? Prevent the assassination of beloved former President John F. Kennedy, of course! I feel like I've been doing this far too often with my recent s, but I'll leave my spoilage at that. You can figure out for yourself what happens in the rest of the novel. It's a journey, and it's better traveled alone.But boy do I admire Stephen King's writing. I love an author who knows how to sew a common thread from the beginning of the story to the very end, and for a massive brick of a book like this one, I think that's an awesome feat. I really don't know how to explain it, but King can tell a cohesive story. One thing I'd like to note is that I didn't feel terribly connected to the main characters... I loved the side ones, but for a story that was so focused on Jake's double life, I wasn't terribly invested. Maybe I just didn't like him all that much, and that's fine! It was still crazy and wonderful. After reading this, I'm definitely more inclined to lean into more of Stephen King's work. Perhaps I was blinded by the fact that all of his books are shelved in the horror section of every bookstore even though not all of his books even fall under that genre. My boyfriend's master plan is unfolding, I guess. Let me know if you guys have any recs from here....more",Notes are private!,0,20,1,"Jun 28, 2022","Nov 20, 2022","Jun 28, 2022",,Hardcover,view (with text),/book/show/10644930-11-22-63
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Milk Fed,"Broder, Melissa*",1982142499,9781982142490,1982142499,304        pp,3.57,"57,031","Feb 02, 2021","Feb 02, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I liked this so much I don’t know where to begin. Here is a bio of our main character: Rachel is a young gay Jewish woman working at a talent agency (I liked this so much I don’t know where to begin. Here is a bio of our main character: Rachel is a young gay Jewish woman working at a talent agency (enjoys a bit of stand-up on the side) who has an eating disorder and mommy issues. Seeing as this is a character driven novel, that’s truly the best description of Milk Fed you’re going to get from me. I’m still processing what I just read cause that shit was so enjoyable in the way that it pinpoints any similar flaw you as a reader have to Rachel and brings it out into the limelight. Like you really get to see yourself in her whether that be good or bad and…. Man it was fun and horny and surreal and Idek. I can’t cohesively organize my thoughts rn cause all my internal narration is saying is “good good good.”Also this book can be triggering in like 72 different ways so be forewarned. ...more",Notes are private!,0,34,1,"Jun 17, 2022","Jun 19, 2022","Jun 17, 2022",,Hardcover,view (with text),/book/show/54304105-milk-fed
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bloodline,"Lourey, Jess*",1542016290,9781542016292,B07ZQFT4B1,347        pp,3.88,"26,388","Jan 01, 2021","Jan 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 16, 2022",,Kindle Edition,view,/book/show/50416762-bloodline
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sun Down Motel,"St. James, Simone*",0440000173,9780440000174,0440000173,327        pp,4.02,"149,231","Feb 18, 2020","Feb 18, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Another 5 star read?????? I was AUDIBLY gasping literally saying “oh my god” out loud good god this was SO GOOD.True crime and supernatural elements….Another 5 star read?????? I was AUDIBLY gasping literally saying “oh my god” out loud good god this was SO GOOD.True crime and supernatural elements…. Shitttt I loved it. In 1982, Viv Delaney moves out her parents’ place and ends up in small town Fell, New York, where she gets a job as a night clerk at a motel. In 2017, her niece Carly goes to Fell to investigate her Viv’s disappearance 35 years ago. The story alternates viewpoints between Viv and Carly in such a way that the mystery unravels itself beautifully. It was a bit of a refreshing story seeing it was written by a woman as well… idk exactly how to explain this without giving much away. I JUST HAD SO MUCH FUN.Real quick… my negative takes on this (bc we all know I have some… but in this case I don’t think they make the book any worse… it was just diff): this was marketed to me as a thriller ghost story. But I never really got that bone-chilling effect at all while I made my way through this novel (and I scare EASY). Just be mindful of that if you’re planning on reading (which I completely recommend).That’s all I am providing here idc ! Please do yourself the treat of reading this book because I truly have not had this much fun reading a book in a long time. ...more",Notes are private!,0,31,1,"Jun 05, 2022","Jun 09, 2022","Jun 05, 2022",,Hardcover,view (with text),/book/show/45885644-the-sun-down-motel
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,With Teeth,"Arnett, Kristen*",0593191528,9780593191521,0593191528,304        pp,3.51,"8,527","Jun 01, 2021","May 31, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 31, 2022",,Paperback,view,/book/show/60621086-with-teeth
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Leviathan Wakes,"Corey, James S.A.*",0316333425,9780316333429,0316333425,576        pp,4.30,"267,289","Jun 02, 2011","Sep 21, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Speechless…. I’m literally dude like- I’m, oh my god. Jesus. That was so good.Listen maybe it’s cause I haven’t picked up a sci-fi fantasy in a reallySpeechless…. I’m literally dude like- I’m, oh my god. Jesus. That was so good.Listen maybe it’s cause I haven’t picked up a sci-fi fantasy in a really long time, but Leviathan Wakes literally pulled me into this dystopian world like none other. “What kind of dystopian world is this, Uzma?” you ask. Well, humanity has colonized essentially every planet and rock in the solar system, so that’s our grounds for where we start. But the heart of this book lies in its mystery.Detective Miller has been assigned to a small, throw-away job to find a missing girl (except she doesn’t really want to be found, her parents kinda want her back… so it’s a kidnap job). As he finds more clues, his storyline begins intersecting with that of Holden’s, ship member of the Canterbury, alongside some of his crewmates. The story alternates viewpoints between the two men, and I don’t really wanna give too much away but yeah. Some crazy stuff happens. It’s fun. It’s REALLY fun.Yeah yeah I have my criticisms. After reading a huge ton of literary fiction novels and ogling at the beautiful writing, Corey’s writing is a bit lackluster. But I mean, like come on… you don’t really read a sci-fi for exceptional writing. It’s still good, but a bit juxtaposed to the novels I have been reading in the past. I guess that did kinda make it difficult for me to get comfortable with the book at first, but I eventually just stopped caring and focused on the plot.It did take a couple hundred pages for the book to really pick up steam as well. Never was I ever bored, but it did feel like the story was dragging on until we hit a certain point where things finally began picking up. When it did, it was wildly entertaining like I could not put it down. Whewww. I really really wanna get into the next one in the series like now. But that would require purchasing a book. Whatever. Gonna break my bank for the Expanse series. It is what it is! ...more",Notes are private!,0,18,1,"May 31, 2022","Jun 05, 2022","May 31, 2022",,Hardcover,view (with text),/book/show/57796255-leviathan-wakes
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Acts of Service,"Fishman, Lillian*",0593243765,9780593243763,0593243765,240        pp,3.09,"11,071","May 03, 2022","May 03, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I REALLY really liked this one. Not just for the reasons that you would think okay!! How dare you accuse me!! I have more depth to me than just… that!I REALLY really liked this one. Not just for the reasons that you would think okay!! How dare you accuse me!! I have more depth to me than just… that!! What!!Okay fine I did partly like it for the reasons that you would think.Allow me to break it down for you: Eve posts some nudes online, woman finds her profile and asks to meet, Eve becomes a third for said woman and the guy she’s sucking. Even though our main character originally went into this whole thing being interested in the woman, she ends up finding herself a lot more pleased when submitting to the man. Enter questions of inherent power dynamics between men and women, morality regarding certain kinks, the influence of gender in sexuality, etc. A lot more shit happens in this that makes the book feel like a steaming pot of gossip that you probably shouldn’t be reading. So sorry… I was very intrigued.One thing I love about Acts of Service is that it tackles real ideas about sexuality very seriously. In this s o c i e t y (dare I say), sex is still really taboo, so that makes conversations about its effects in our human interactions pretty difficult. But I honestly think these effects are important to discuss, and Lillian Fishman opens the door to a bit of that dialogue over power and desire. Even though we might be into certain things, there are real world implications for it, and this book just kinda got me thinking, which is something I wasn’t really expecting it to do. I liked it a lot more than I thought I would....more",Notes are private!,0,54,1,"May 29, 2022","May 31, 2022","May 29, 2022",,Hardcover,view (with text),/book/show/58678518-acts-of-service
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Loose Woman,"Cisneros, Sandra",0679755276,9780679755272,0679755276,115        pp,4.22,"4,658",1994,"Mar 14, 1995",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I will keep this short because I don’t read poetry all that often… I don’t feel particularly as qualified to go in depth but-Someone said that Sandra I will keep this short because I don’t read poetry all that often… I don’t feel particularly as qualified to go in depth but-Someone said that Sandra Cisneros writes with her ovaries and there is truly no better description of this collection of poems than that. I’ve never read anyone with such a sensual and similar outlook on love, sex, and culture the way she writes. It’s awakening in a way. And I simply think if you’re a woman of color this will speak to you ...more",Notes are private!,0,26,1,May 2022,"May 20, 2022","May 01, 2022",,Paperback,view (with text),/book/show/32956.Loose_Woman
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Seasonal Fears        (Alchemical Journeys, #2)","McGuire, Seanan*",1250768268,9781250768261,1250768268,482        pp,3.83,"3,610","May 03, 2022","May 03, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I cannot in good conscience rate this any higher than 3 stars. I looked at some of the other s written by dedicated fans of Seanan McGuire’s MidI cannot in good conscience rate this any higher than 3 stars. I looked at some of the other s written by dedicated fans of Seanan McGuire’s Middlegame, and the lot of them were just happy that they got more lore in this fictional alchemical world. And I certainly enjoyed that aspect of it yes!! McGuire is still a wildly talented writer, but I was disappointed anyway.Middlegame (the companion novel to Seasonal Fears that came out before this one) literally rewired my brain and blew me out of the water. Never have I ever been more confused with the puzzle of a novel that I kept turning the pages to learn just what the hell was going on. And the characters were so so lovable!! Dear god it was so good. In Seasonal Fears, I think the one thing that is just as well accomplished is McGuire’s brilliant characterization. In the first 50 pages, you already feel emotionally attached to the main characters, which is like… how do you do that?? Instead of Roger and Dodger, Melanie and Harry, two 17-year-old lovebirds, are the stars of the show. They’ve been friends (and progressed into lovers) ever since childhood since they lived in the same neighborhood. But on the night of their Valentine’s Day dance, they both drop dead on the football field, become resurrected, and learn about how closely their identities are tied into the fantastical world they never knew existed. Now, they must embark on a journey to compete for their positions as the living embodiments of Winter and Summer.Sounds awfully confusing, right? Ehhh… McGuire makes sure that you get what’s going on, and that’s honestly the biggest downfall of this novel. While Middlegame revealed only tiny bits and pieces of information about the rules of the world, so it’s more of a mindfuck once you reach the end, Seasonal Fears just explains everything to you. For pages on pages. And it’s overkill. All of this is basically done through one of the secondary characters whose purpose seemed to serve as just the world-builder. I guess she got a bit more depth later, but like… eh. There was just way to much exposition instead of actual action, or even just a more artful way of telling the story. It got tiring to me having to hear a different iteration of these rules just so that McGuire ensured the reader got it. Yeah, we got it.I do think Middlegame and Seasonal Fears work wonderfully as companion novels, as each book fills in some gaps that you may have missed from the other one. Seasonal Fears was still kinda fun to read, but after devouring the masterpiece that is Middlegame, it just really wasn’t the same. Idk. ...more",Notes are private!,0,47,1,"May 20, 2022","May 24, 2022","Apr 26, 2022",,Hardcover,view (with text),/book/show/58724596-seasonal-fears
