,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Steve's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Fatal Grace        (Chief Inspector Armand Gamache, #2)","Penny, Louise*",0312541163,9780312541163,0312541163,313        pp,4.10,"125,521","Sep 30, 2006","Feb 15, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"May 11, 2015",,Paperback,view,/book/show/9648240-a-fatal-grace
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Let Me Be Frank With You,"Ford, Richard",0061692069,9780061692062,0061692069,240        pp,3.64,"5,219","Nov 04, 2014","Nov 04, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Frank contemplates his karmic footprint. And I wonder, by way of a schematic, how to lead readers to this book (and the three in the series preceding Frank contemplates his karmic footprint. And I wonder, by way of a schematic, how to lead readers to this book (and the three in the series preceding it).  [image]...more",Notes are private!,0,62,1,not set,not set,"May 05, 2015",,Hardcover,view (with text),/book/show/20828358-let-me-be-frank-with-you
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Light We Cannot See,"Doerr, Anthony*",1476746583,9781476746586,1476746583,531        pp,4.32,"1,661,151","May 06, 2014","Jan 01, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A book topping the charts for weeks and weeks hardly needs my help, but I’m going to do this one the favor of a recommendation anyway. For efficiency’A book topping the charts for weeks and weeks hardly needs my help, but I’m going to do this one the favor of a recommendation anyway. For efficiency’s sake, I’ll be addressing categories of friends en masse.To those who like big-boughed characters (i.e., more than just stick figures): You get two compelling souls with this one: Marie-Laure, the valiant and inquisitive French girl who went blind at age six, and Werner, the tow-headed German orphan who had a knack for gadgets and science. Set in the years leading up to and during WWII, these two were influenced by the great conflict, but were not defined by it. A whole host of related characters were also amply drawn. Marie-Laure’s loving father gave her what he could to engage her and make her self-sufficient. This included a wooden model of their neighborhood so she could learn her way around. Her extended network in Paris and later Saint-Malo played an important role, too, including a reclusive great-uncle who used to write and produce a science program for radio. Werner rigged up a receiver that he and his younger sister loved listening to when they were kids. Their favorite show was one broadcast from France discussing the wonders of the physical world.To STEM-types who don’t often read fiction: Consider making an exception here. Werner is clever and technologically savvy. Doerr must have become so, too, since he presented it all in such an appreciative way. Werner was recruited into an elite school that unfortunately had only one agenda for all the Science, Technology, Engineering and Math that they taught. Werner’s own STEM passions had nothing to do with Reich interests, but he had no choice but to play along. From a nobler perspective, we’d all do well to remember a line Marie-Laure read in Braille from Jules Verne: “Science [...] is made up of mistakes, but they are mistakes which it is useful to make, because they lead little by little to the truth.” To history buffs: This will be of special interest if WWII floats your flotilla. The book does a creditable job describing the climate in both Germany and France. You get a feel for how the Hitler Youth programs instilled aggression as well as how the Résistance encouraged sly subterfuge. Doerr clearly did his homework. As with most good historical fiction, the education you receive may seem almost incidental to the story itself, but it’s an obvious side benefit.To those who like plots that could win the Grand Prix of Monaco: This one’s got plenty of torque, and it takes corners well, too. You’d expect that from a war story / Bildungsroman. It’s filled with pathos, dramatic turns, and adventure. The two young people do meet, but the how, when and where of it is up to the book to divulge. Added to the generic perils of war is a side story involving a priceless diamond and a Nazi Arschloch – one who’s three-dimensional only if you count tenacious, greedy and cruel as dimensions.To those who like pretty sentences: I thought this one struck a good balance. It featured occasional flourishes, but not so much that it ever got in the way of the plot. Here are a few examples: “What mazes there are in this world. The branches of trees, the filigree of roots, the matrix of crystals, the streets her father recreated in his models... None more complicated than the human brain, Etienne would say, what may be the most complex object in existence; one wet kilogram within which spin universes.”  “To shut your eyes is to guess nothing of blindness.” “Abyss in her gut, desert in her throat, Marie-Laure takes one of the cans of food…” To those who like page-turners (or similar methods of advancement involving clicks, swipes or presses): This one is paced well. Descriptive passages are rarely long or tedious. It switches perspectives often, but never to the point of distraction. And any jumps in time feel natural, part of the flow, not confusing.To barely literate, reactionary xenophobes: No, this one’s not for you. But then who of you would fit in this category anyway?4.5/5...more",Notes are private!,0,198,1,not set,not set,"Apr 15, 2015",,Hardcover,view (with text),/book/show/18143977-all-the-light-we-cannot-see
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Team of Rivals: The Political Genius of Abraham Lincoln,"Goodwin, Doris Kearns",,,0743270754,916        pp,4.28,"186,407","Oct 25, 2005","Sep 26, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"When Rod Blagojevich was impeached and hauled off to prison, that made four of the previous seven Illinois governors to have done time. Countless reprWhen Rod Blagojevich was impeached and hauled off to prison, that made four of the previous seven Illinois governors to have done time. Countless representatives and aldermen have been locked up, too. Then there was my wife’s favorite: a former Secretary of State found after his death to have $800,000 stuffed in shoe boxes. Our reputation for corrupt politicians is, I dare say, unsurpassed. Fortunately, we here in the Land of Lincoln (as we call it on our license plates) have one historical figure capable of tipping the scales back towards respectability.I’ve taken a real interest in Abe and his legacy in recent months (more on why in a minute). Of the books I’ve read, this one and David Herbert Donald’s Lincoln are my favorites. They both deserve credit for finding unique space within what is arguably the most densely populated expanse of American history. Goodwin focused on Lincoln’s clever leadership in bringing together a group of his former opponents, thinking them to be the most capable cabinet members at a very challenging time. We get thoroughly researched sketches of:Edwin Stanton – a bitter rival contemptuous of Lincoln when they were both involved in a famous court case. He called Lincoln a long armed ape, but was subsequently recruited by a magnanimous Lincoln to be Secretary of War and grew to love the President.Salmon Chase – one of the founders of the new Republican Party who felt he was owed the nomination that Lincoln ultimately won, later did laudable work as Lincoln’s Treasury Secretary.William Seward – a senator and later governor of New York, was certain he was going to win the nomination in 1860. After Lincoln offered him the Secretary of State post, Seward figured on seizing power by essentially running his own government within the cabinet only to discover Lincoln’s skill at bringing different factions together. In Seward’s capacity as the anti-yes man, he became Lincoln’s best ally and friend.Edward Bates – a senior presence within the party who was coaxed into running against Lincoln in the primaries. After losing that battle he reluctantly took the job as Attorney General for the good of the troubled nation. He initially thought of Lincoln as an incompetent bureaucrat, but ultimately concluded that he was “very near being a ‘perfect man.’” Naturally, most of the spotlight fell on Lincoln himself. Goodwin showed us the tricky waters that led to the Emancipation Proclamation on 4/1/1863 – a Good Friday in every way – as well as other less famous but still important milestones that required a masterful helmsman. I give her ample credit for underscoring his sound judgment, his political savvy, his wry sense of humor, and his superabundant humanity. So why my sudden interest in Lincoln? I thought you’d never ask. Aside from the fact that he is probably the most analyzed and lionized figure in American history, it looks like I have a personal connection as well. I was revisiting some genealogical research I’d started years ago, knowing that the internet now reveals more ties than those dusty tomes I used to find in libraries and court houses ever did. One of my ancestors, Joseph Hanks, had a sister named Lucy who I’d never bothered following up on before. Anyway, according to ancestry.com, she was the mother of an illegitimate daughter named Nancy who was, by all known accounts, Abe’s mother. It was one of those can-this-really-be-true moments. But I triple-checked every link and am as sure as anyone can be given existing records that Abe is my second cousin six times removed. I’d originally thought to look into a DNA test like the one they did to explain all those red-haired, brown-skinned kids running around Monticello, but then decided against it. I wouldn’t know who to contact, it would likely be expensive, and I’d rather just assume that it’s true.Of course I realize this is a watered down relationship, and for all I know hundreds if not thousands of other people can make this same claim. I have to confess, though, that for a while I thought of myself differently. My gaunt face and hollow cheeks were no longer flaws, but indicative family traits. And though I haven’t tried to grow a beard in years, I’m certain if I did, it would be scraggly. I even looked for examples where I could count myself as a cut above in probity, eloquence and fair-mindedness. Before I got to the point of imagining Daniel Day-Lewis playing me in a biopic of my soon-to-be famous life, I realized that I was still just me – a guy who needs to remember that humility is one of his few attractive traits. Besides, (this is the really weird part) I did more digging into my family roots and discovered that my great-great-grandmother, Cora Claudine Flickinger from Byhalia, Ohio had a sister named Lula Dell Flickinger who the internet shows was the grandmother of one Barbara Pierce Bush. That makes me a somewhat less diluted third cousin once removed of George W. Bush. Suffice it to say I now think of these genealogical ties as less meaningful. I lack the power and initiative to unshackle an oppressed segment of society, but then I don’t feel any compulsion to invade Iraq either.So please understand I’m not obsessed by my connections, but today of all days, after ing this wonderful book, I feel enough of a kinship to quote my famous cousins. As Lincoln said, “You can fool all the people some of the time, and some of the people all the time, but you cannot fool all the people all the time.” Cousin Dubya modified the quote (for real) observing that, “You can fool some of the people all the time, and those are the ones you want to concentrate on.”Are any of you picturing Pinocchio in a jester’s hat right now, perhaps in place of a white Rubik’s cube? Any theories on why I feel compelled to do this? I’m curious myself. Am I dissatisfied with reality and need the artifice to spice things up? (No, I’m luckier than most and I know it.) Am I simply attempting to entertain? (Hmm… sounds a little too noble and generous – probably not.) Am I trying to switch the focus away from anything relevant to shine the light on me, myself and I? (That’s probably closest to the mark. Either that or I’ve got a genetic predisposition for dishonesty.) If there’s any good that’s come of this, it’s that I’m now truly eager to read Team of Rivals....more",Notes are private!,0,73,1,not set,not set,"Apr 01, 2015",,Paperback,view (with text),/book/show/2199.Team_of_Rivals
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Swerve: How the World Became Modern,"Greenblatt, Stephen",0393343405,9780393343403,0393343405,356        pp,3.87,"32,722","Sep 26, 2011","Sep 04, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 19, 2015",,Paperback,view,/book/show/13707734-the-swerve
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crossing to Safety,"Stegner, Wallace",037575931X,9780375759314,037575931X,335        pp,4.16,"46,374",1987,"Apr 09, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Does it seem ironic that a book I’ve awarded a full pentad of stars is also the cause of great frustration? Not when I tell you that my problem has noDoes it seem ironic that a book I’ve awarded a full pentad of stars is also the cause of great frustration? Not when I tell you that my problem has nothing to do with the novel itself, but rather in conjuring the right words to do it justice. You see every account I run through my head makes it sound more boring than it is. I guess I should just start by telling you it’s about two couples who met during the Great Depression. Sid and Charity Lang live well on inherited wealth. Larry and Sally Morgan struggle in comparison, but have inviting prospects in the groves of academe. While Larry and Sid were junior colleagues in the English Department at the University of Wisconsin, their wives met at a mixer that led to the alliance. Despite the generally hard times, the two couples shared lots of laughs and slathered layers of glue on to their friendship. Hard knocks ensued and health became an issue, yet the ties stayed intact. But nothing much happened you’d call sensational. In fact, the dearth of drama was something that Larry himself hit upon early in his narration: How do you make a book that anyone will read out of lives as quiet as these? Where are the things novelists seize upon and readers expect? Where is the high life, the conspicuous waste, the violence, the kinky sex, the death wish? Where are the suburban infidelities, the promiscuities, the convulsive divorces, the alcohol, the drugs, the lost weekends? Where are the hatreds, the political ambitions, the lust for power? Where are speed, noise, ugliness, everything that makes us who we are and makes us recognize ourselves in fiction?But would a failure by those measures be so bad? I’m lucky in that most of the people I spend time with are pretty fully evolved. (That includes GR friends, I say in the least unctuous tone possible.) Their deviations from the norm are more subtle, and all the more fascinating for how well I can imagine them playing out in my own outwardly conventional world. Stegner was a master observer of more nuanced traits. When he profiled characters (as was the case in about 90% of this book), depth was a foregone conclusion. Charity, with her outsized personality, was the natural ringleader. Larry was the most accomplished, and in his role as narrator, the closest to all-knowing. Sally had the oldest soul, the most empathy, and the biggest shoulders for a heavy load. Sid, the wealthy scion, turned out to be the most conflicted – a would-be poet and dreamer sometimes at odds with Charity’s agenda and will.I’m hardly a Stegner expert with this being only my second sampling (Angle of Repose being the first), but he strikes me as the wise litterateur who makes most other writers look bush-league in comparison. Every page has a reminder that his wording is superior, that his insights are better written and, for that matter, better conceived. Here are a few short examples to illustrate the writing and to hint at the thematic core.Larry, having been dealt another blow:Accept? I get tired of accepting. I'm tired of hearing the Lord shapes the back to the burden.Tenure hopefuls sharing a bit of dark humor:You hear what the dean said about Jesus Christ? Sure He's a good teacher, but what's He published?I can’t remember which character said this, but figure it might as well have been Stegner himself: Unconsidered, merely indulged, ambition becomes a vice; it can turn a man into a machine that knows nothing but how to run. Considered, it can be something else -- pathway to the stars, maybe.And another one that could have come directly from Stegner, maybe from a master class in writing:Drama demands the reversal of expectation, but in such a way that the first surprise is followed by an immediate recognition of inevitability. And inevitability takes careful pin-setting.Speaking of writing classes, Stegner was evidently very good as a teacher. Students such as Wendell Berry, Larry McMurtry, Thomas McGuane, Ken Kesey and Raymond Carver speak to that. I always wonder, though, if Lesson #1 is to first become brilliant. In a way it doesn’t matter, craftsmanship vs. innate intellect, since to me Stegner had both. And speaking of pin-setting, the closing scenes he built towards featured plenty of drama even if most of it was subcutaneous.This was the last book Stegner wrote, published at the age of 78. It was paced well at 368 pages, but I’d have happily read more had he cared to stretch it into an epic. The span of history was wide, from their early days in Madison to their elder years at the Langs’ summer home in Vermont. But most of the intervening decades were skipped. Maybe Stegner’s time and energy for a longer book were running out. Besides, he likely said all he intended to say as it was. It made me think that part of the wisdom we gain as we age comes in recognizing what truly matters: the people around us and the ways we connect. This book was a great paean to mature realizations....more",Notes are private!,0,300,1,not set,not set,"Mar 10, 2015",,Paperback,view (with text),/book/show/9820.Crossing_to_Safety
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,True History of the Kelly Gang,Carey,0571207936,9780571207930,0571207936,421        pp,3.83,"22,795",2000,2001,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jan 27, 2015",,Mass Market Paperback,view,/book/show/2132025.True_History_of_the_Kelly_Gang
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Scorecasting: The Hidden Influences Behind How Sports Are Played and Games Are Won,"Moskowitz, Tobias J.",0307591794,9780307591791,0307591794,255        pp,3.82,"5,602","Jan 01, 2011","Jan 25, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 14, 2014",,Hardcover,view,/book/show/9379180-scorecasting
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Brothers K,"Duncan, David James",055337849X,9780553378498,055337849X,645        pp,4.39,"15,892","Jan 01, 1992","Jun 01, 1996",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"With an average rating of 4.40, it’ll be hard to argue that this book is under-appreciated. But that’s precisely what I intend to do. To bolster my caWith an average rating of 4.40, it’ll be hard to argue that this book is under-appreciated. But that’s precisely what I intend to do. To bolster my case, I’ll be using graphs to display falsely precise measures in an attempt to gain credibility. The real goal (apart from the gimmick) is to highlight the mix of traits this gem of a novel possesses, the combinations of which are rare and enticing. For instance, many books are either strong on plot or strong on character development, but not so many are good at both. In the figure below, note where The Brothers K ends up.   [image]Duncan gives us some of the most memorable characters in recent history. Four brothers are front and center, as you might guess. They have younger twin sisters, too, who play more than just bit parts. Their parents have interesting stories, as well, stemming from Papa’s minor league pitching career and his wife’s repeated chugs of Seventh-Day Adventist Kool-Aid. First born, Everett, is quick-witted, sarcastic, irreverent and outspoken. Much of the book was set in the 60’s and early 70’s, the perfect time for one born to be a campus radical. Peter is the contemplative one with a talent for abstraction. His skill on the ball field is somewhat at odds with his bookish mindset and obsession with Eastern religions. Next in line is the biggest of the brothers, Irwin. He’s slow to understand things, but earnest in his beliefs and genuine with his laughs. His loyalty, kindness and good intent could give Christianity a good name. Kade is the youngest brother, and the narrator for much of the book. Ironically, we learn the least about him. He’s the ordinary one against which the extraordinary traits of his brothers stand in contrast – a sort of benchmark, and an unbiased observer.A lot happens to drive this epic family saga. I don’t want to give much away, but there are fall-outs, crushing blows, young love, and moral issues to sort through. In those days, Vietnam was a point of contention, too, as some of you might have heard.Back to my visual aids, you see that I’ve put other books onto the plots, too. They’re meant to provide context. A book doesn’t have to be in the upper right quadrant from me to like it (Angle of Repose and The Martian are prime examples), but it’s a notable accomplishment when one does well in both dimensions. The Art of Fielding may be worth special mention. Not only does it share great characters and baseball as a metaphor, but it was edited by one Michael Pietsch, who is known for having worked with David Foster Wallace on Infinite Jest as well as with the other three-named David of note. In an interview, Duncan mentioned a bond with Wallace, citing a quote by the latter: “Few artists dare to try to talk about ways of working toward redeeming what’s wrong, because they’ll look sentimental and naive to all the weary ironists. Irony’s gone from liberating to enslaving…” This shared bravery in the face of perceived sentimentality shows up in The Brothers K.The next plot points to another trait the two Davids share: a willingness to tackle weighty issues. Neither wanted pure gravitas, though, recognizing that humor can not only co-exist with it, but also enhance it. The mature and subtle wit in Duncan’s work was a nice complement, I thought, tickling the same temporal lobe.  [image]I’ve only ever read the Classic Comics version of The Brothers Karamazov, but even that pointed to total heaviosity. I can’t speak much to the parallels between the Duncan and Dostoevsky books, aside from the fact that they both featured dissimilar brothers and metaphysical themes. As it is, though, my lack of knowledge about the older work did not lessen my appreciation for the newer one. In the third plot I’m drawing a distinction between feelings (love, pathos, and matters of organs below the brain) versus more cognitive pursuits. The more abstract our thinking becomes, the further it often strays from the gut and/or heart. I thought this novel did well, as it ventured down certain rather philosophical paths, to keep it relevant to our flesh and blood world. Angels on pins were not nearly as important as the better angels we might enlist to make ourselves tolerable. Duncan was no doubt shaped by a boyhood experience with a religious jerk who told him that his hospitalized older brother died because young David hadn’t prayed sincerely enough to prevent it. In an interview he said, “I think a lot of fundamentalists are wounded people whose hurt makes them want the world to be much simpler than it really is. They want something that is absolutely secure, that never waivers, that does not require hard decisions. When you can cling to a dogmatic system, the gray areas disappear.” This statement might seem a little condescending to some, but certainly less so than the too-bad-you’re-going-to-Hell-for-your-wrong-beliefs” world view that those wounded folks promote. Duncan thankfully takes this unkind and narrow-minded brand of religion to task.  [image]I like to think I’m one of those people who can handle negativity and bad behavior when a writer presents it honestly. But if the brush stroke is too wide, and the dreck is too pervasive, I often think the author is trying to appeal to a bias we may have in equating cynicism with realism. Granted, when it comes to politicians and televangelists, that view is mostly right. : ) But when it comes to my own circle, I’m not seeing it so much. I think this relates to that non-redemptive irony the Davids discussed. Anyway, a well-positioned book in the upper right of the following plot can be refreshing. The Brothers K gets there by way of imperfect, but striving characters who are reminded by the wise ones among them that respect and love by themselves can make for a pretty good religion. As for the rest of the church experience – the rituals, the rules, and the fellowship – it’s not so different from baseball.   [image]I haven’t said anything yet about the writing. It’s a long book, but well-paced; it’s creatively structured, but not to the point of distraction; and it’s semi-literary, but never flouncy. The top-right quadrant in this final plot speaks to its flair and invention in tackling complex issues without being cryptic or obscure.   [image]I could keep going in other dimensions, too (e.g., wisdom, breadth, social conscience), but you get the idea. This book excels in so many good ones. Instead, I’m going to close with a quote that I hope gives more color on the kind of applied philosophy you can expect. It’s from daughter Freddy (Winifred), echoing the words of her father. “He said there are two ways for a hitter to get the pitch he wants. The simplest way is not to want any pitch in particular. But the best way, he said--which sounds almost the same, but is really very different--is to want the very pitch you're gonna get. Including the one you can handle. But also the one that's gonna strike you out looking.” ...more",Notes are private!,4,210,0,not set,not set,"Oct 11, 2014",,Paperback,view (with text),/book/show/19534.The_Brothers_K
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Ebenezer Le Page,"Edwards, G.B.",1590172337,9781590172339,1590172337,394        pp,4.26,"1,998",1981,"Jul 10, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Crusty old man lit is more likely to show up on my shelf than my wife’s. But since she got me to read (and enjoy) Jane Austen, I figure I’m owed the cCrusty old man lit is more likely to show up on my shelf than my wife’s. But since she got me to read (and enjoy) Jane Austen, I figure I’m owed the chance to sell her on this unassuming little treasure – one that may well be the beau ideal of the whole curmudgeonly male canon. That’s my main goal with this . For those of you who have already read the book (including 10 friends who gave it a total of 50 stars), please help me entice her. For those of you who have not, maybe we’ll convince you of its worthiness, too. Here are my top five reasons to give it a go. I considered doing ten reasons, but then remembered that (notwithstanding asides like this) brevity is the soul of wit (and, with luck, the torque of an arm twist).1. The setting has more than just potato peels to interest us. Ebenezer is a Guernseyman. As such, he has all the independence of thought and intransigence of spirit you might expect from a rustic island existence. Guernsey is influenced by both France (it’s situated off the coast of Normandy) and England (it’s technically owned by the British Crown), but is ruled by neither. Beyond autonomy of state, they have their own distinctive culture and way of speaking. The patois Ebenezer used in his very conversational narration was a fun and constant reminder of the local color. Of course we all know that islands make great metaphors, too, positioned conveniently on the insularity/connectedness spectrum. John Fowles, in the introduction, made a good point: “Provincialism is not merely lacking city taste in arts and manners; it is also an increasingly vital antidote to all would-be central tyrannies.” Ebenezer’s Guernsey was a good case in point – proud of the different beat it marched to. And smaller ponds can give the fish within them a feeling of greater importance. That may explain why young Ebenezer’s pride in being the one to climb the greasy pole at the local fair to snatch the flavorful prize seemed so satisfying. To him it was like Olympic gold. To us, it’s a reminder that accomplishments are relative. Not to sound condescending, but it’s all the more heartwarming at the Special Olympics, all smiles at the more intimate glories.2. There’s an epic sweep to the story. Ebenezer was born in the late 1800’s and his book ended in the 1960’s. Many changes took place both to the narrator and to the island. The Great War, WWII (and the German occupation), the dawning age of the automobile, the advent of TV, the bloody tourists – they all had their influences. The book accommodated a myriad of characters across both time and type. The older generation played an important role when Ebenezer was young and the younger generation got its due when he was old. And it was fascinating to see the scope through Ebenezer’s wide-open eyes. Which, after burying the lead long enough, brings us to…3. The narration – it’s more affecting than I can tell you. It’s not that plot spoilers prevent me from telling you, it’s that my powers of description aren’t up to the task. The elements of a great story are there – conflict, death, Nazis, love, lust, and more – but the tone is somewhat prosaic and the action may seem underwhelming. So what does this backward, cantankerous old fellow bring to the party? I think the key may be the fact that someone who on the face of it was such an unlikely figure to write a book felt compelled to write one anyway. He was not well-educated, articulate, or a student of island history, but there was a passion he had for telling his side of things. And while he may not have been book smart, I think most would agree he could read people. He was an iconoclast, but one with an integrity we can admire. There’s something appealing about an energized old-timer who wants his life to have meant something, wants his perspective to have registered, and wants some kind of legacy to mark his existence despite the long odds. He had such a distinctive voice for it, too, never boring. There’s a knack good storytellers have for when to jump ahead and when to backfill in an otherwise linear narrative. Edwards, by way of Ebenezer, had that and more.4. Human temperaments are on full display. And we get quite a motley assemblage. The range of character traits is wide, spanning dimensions twixt petty and empathetic, magnanimous and mean, cowardly and brave, and combative and kind among others. Raymond, a younger cousin, was highbrow and philosophical, and gave Edwards (who in most ways led Ebenezer’s life) a vehicle to deliver his views on religion and the bigger world. Best friend Jim showed a bromantic closeness that Ebenezer lacked with women, even the special one in his life that he might have married. At least with his mother, sister, and aunts, Ebenezer realized that women could vary, even if he didn’t understand most of them. To his credit, humor was something he did get. One of his favorite accounts was when a bird dropped his calling card on a visiting Frenchman. Despite dirtying his new jacket, the man just laughed and said, “Dieu merci les vaches ne volent pas!” (Vache = cow in case you need help with the translation.)5. It’s like a fine wine: improved with age, boasting a great finish. Ebenezer mellowed over time. I was pleased to see such a clear example of personal growth in later years. (There’s hope for me yet!) Redemption might not be the right word, but it’s not far off. In real life, G.B. Edwards befriended a young artist who inspired him to write this pseudo-quasi-memoir in old age. Ebenezer made friends with a similar young man, one who had a mischievous past (at one time breaking a greenhouse window where Ebenezer grew his tomatoes). Neville, the misunderstood artist, was a kindred spirit. He was just what the book needed to tie loose ends together. Neville’s girlfriend, another simpatico soul, once said he painted in patois. Ebenezer liked that. In a way, it characterized his own artful reflections on life. I liked it, too. The whole book was as distinctive and prismatic as any patois could be. So have I convinced you yet Susan? You know it’s a compliment to your fine taste that I’m trying this hard....more",Notes are private!,0,94,1,not set,not set,"Oct 02, 2014",,Paperback,view (with text),/book/show/750407.The_Book_of_Ebenezer_Le_Page
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Best of Plimpton,"Plimpton, George",0871135035,9780871135032,0871135035,368        pp,4.02,151,1990,"Jan 19, 1994",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A cartoon in The New Yorker shows a guy in an operating room who looks up at the masked surgeon and says, “Wait a minute! How do I know you’re not GeoA cartoon in The New Yorker shows a guy in an operating room who looks up at the masked surgeon and says, “Wait a minute! How do I know you’re not George Plimpton?” There was very little Plimpton would not do in the name of “participatory journalism.” He would stand in as the amateur Everyman experiencing and describing a wide variety of jobs done by professionals, most famously in the world of sports. Actually, maybe Everyman is not the right word for Plimpton. He was a gawky patrician, educated at Phillips Exeter, Harvard, and King’s College at Cambridge and brought on as the first editor in chief at The Paris Review. In any case, he would somehow get people to play along as he inserted himself into situations he could later write about: pitching to a lineup of major league all-stars, running a series of plays as the Detroit Lions’ last-string quarterback, sparring with Archie Moore, and playing goal for the Boston Bruins in an exhibition game. Much of this collection is based on those experiences as the outsider on the inside.We develop a truer appreciation for the skills involved when we view them through the Plimpton lens. With his literary background, of course he wrote well, but he also knew not to let flourishes get in the way of the story. He put just enough of his own fears and shortcomings in to let us know the challenges involved. One of my favorite descriptions was when he played goalie. He said they had coached him to keep his eye on the puck at all times. But in a game situation he said that this was like catching occasional glimpses of a mouse scurrying about. The sports stories were fun not only for the laughs we have at his difficulties, but for the personalities surrounding them. He was a wry observer of the boyish pranks oddly coupled with the professionalism.Plimpton’s experiences went beyond sports. He also wrote about the time he did stand-up comedy, which sounded more perilous than you'd have thought. The most nerve-racking job he ever did, though, was as a percussionist for the New York Philharmonic. In sports, he explained, mistakes are a part of the game. In fact, the whole goal is to force the opponent into miscues and missed opportunities. With music, it’s all about just getting the thing right. His role in this case was an apparently simple one: sounding the gong when given the cue. But Leonard Bernstein was not the sort to laugh off mistakes. Plimpton, who didn’t even read music, came in at the right time (whew!), but with so much force that they joked about it for months. Character profiles were another major part of the collection. He wrote about poet Marianne Moore (training her artistic eye on baseball), another poet named Muhammad Ali (as pretty a pugilist as you’ll ever find), Hunter S. Thompson (the gonzo man himself), Norman Mailer (who may have been even crazier than Thompson, or at least more challenging to be with), Vince Lombardi (a sonuvabitch, but one you’d sacrifice plenty for), and various other literary figures and sportsmen. A young Caroline Kennedy was also featured, full of “vigah” as she competed in games at the beach.A few other stories stood out as well. One described the day Plimpton took his young daughter to a classic gridiron battle pitting Harvard against Yale. Her unique take-away points were later put in print in a newspaper she created. Then there was a story about an aspiring young writer who bid more than he could afford at a charity auction for a day with George. Once the man’s wife explained their finances to Plimpton and his wife privately, they wanted to make sure he got something both generous and sui generis out of the deal. They ended up going to Elaine’s where writers and assorted other artsy, intellectual types hung out. He met quite a few famous people including a normally stand-offish Woody Allen. My favorite piece, though, had to be The Curious Case of Sidd Finch. This was an article he wrote for the April 1, 1985 issue of Sports Illustrated. It profiled an amazing young pitcher trying out for the Mets. He had somehow combined the yogic mind-body training he received in Tibet with mechanics borrowed from cricket to master the art of the pitch. His fastball was clocked at 168 MPH. (For context, Nolan Ryan's record fastest was 108.) The article had photos of the lanky Sidd (short for Siddhartha), quotes from stunned teammates including a very sore-handed catcher, and only the vaguest of hints that it was an April Fools’ Day hoax*. It was brilliant! Plimpton pushed the boundaries of plausibility about as far as they’d extend describing the quirky Sidd. Most readers loved it, though some threatened to cancel their subscriptions not only to SI, but to all magazines the parent company offered. Count me as one who loved it.*Take the first letter of each word in the article’s subheading: “He's a pitcher, part yogi and part recluse. Impressively liberated from our opulent life-style, Sidd's deciding about yoga — and his future in baseball.”...more",Notes are private!,0,40,1,not set,not set,"Sep 24, 2014",,Paperback,view (with text),/book/show/215252.The_Best_of_Plimpton
