,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Di'ana's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kalėdų atvirukai,"Swan, Karen*",,9786094667718,,480        pp,4.23,"3,661","Oct 27, 2022","Oct 12, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 28, 2023",,Hardcover,view,/book/show/199225318-kal-d-atvirukai
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Jo bučinys        (Bridžertonai, #7)","Quinn, Julia*",,9786090157961,,368        pp,3.99,"151,816","Jun 28, 2005","Dec 21, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 28, 2023",,Hardcover,view,/book/show/202678242-jo-bu-inys
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Meilė devyniaragė,"Spell, Lavisa",,9786099609386,,240        pp,4.56,93,"Dec 05, 2023","Dec 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 28, 2023",,Paperback,view,/book/show/201946736-meil-devyniarag
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Heaven Official's Blessing: Tian Guan Ci Fu (Novel) Vol. 7,Mò Xiāng Tóng Xiù,1685791115,9781685791117,B0CC41BRXR,404        pp,4.76,"7,203",unknown,"Sep 12, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Dec 27, 2023","Dec 29, 2023","Dec 27, 2023",,Kindle Edition,view,/book/show/60044950-heaven-official-s-blessing
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Remina,"Ito, Junji",197471747X,9781974717477,197471747X,256        pp,3.70,"15,734",Aug 2005,"Dec 15, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Dec 26, 2023","Dec 26, 2023","Dec 26, 2023",,Hardcover,view,/book/show/51323375-remina
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rajeno Kalėdos,"Ross, L.J.*",,9786094902505,,192        pp,4.31,"15,227","Dec 23, 2019",2023,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Agatos Christie bangomis.,Notes are private!,0,3,1,"Dec 26, 2023","Dec 26, 2023","Dec 25, 2023",,Hardcover,view (with text),/book/show/202339328-rajeno-kal-dos
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Heaven Official's Blessing: Tian Guan Ci Fu (Novel) Vol. 6,Mò Xiāng Tóng Xiù,1638585512,9781638585510,1638585512,412        pp,4.82,"8,829",unknown,"May 30, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Dec 25, 2023","Dec 27, 2023","Dec 25, 2023",,Paperback,view,/book/show/60044941-heaven-official-s-blessing
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jaujininkas,"Kivirähk, Andrus",,9786098120981,,208        pp,4.09,"4,329",Oct 2000,Oct 2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 23, 2023",,Paperback,view,/book/show/200986227-jaujininkas
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Heaven Official's Blessing: Tian Guan Ci Fu (Novel) Vol. 5,Mò Xiāng Tóng Xiù,1638585504,9781638585503,1638585504,465        pp,4.67,"10,759",unknown,"Dec 20, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Dec 14, 2023","Dec 25, 2023","Dec 14, 2023",,Paperback,view,/book/show/60044932-heaven-official-s-blessing
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bevardė mergina,"Regan, Lisa*",,9786094445149,,384        pp,4.27,"13,497","Apr 19, 2018","Jul 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 12, 2023",,Hardcover,view,/book/show/181084295-bevard-mergina
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blogio žaidimas,"Carrisi, Donato",,9786094444685,,320        pp,3.83,"6,143","Dec 03, 2018",2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 12, 2023",,Hardcover,view,/book/show/62023463-blogio-aidimas
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dienų atlasas        (Ypatingų vaikų namai, #4)","Riggs, Ransom",,9786090156131,,560        pp,4.12,"46,561","Oct 02, 2018","Jul 26, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 12, 2023",,Hardcover,view,/book/show/185338099-dien-atlasas
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kitokios,"Blau, Sarah",,9786094794339,,272        pp,3.15,"1,323",Aug 2018,"Jun 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 12, 2023",,Hardcover,view,/book/show/58079401-kitokios
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Carienės duktė,"Alpsten, Ellen*",,9786094940811,,504        pp,3.92,"1,525","Jul 08, 2021","Oct 23, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 12, 2023",,Paperback,view,/book/show/199226755-carien-s-dukt
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Visi mūsų vakar,"Ginzburg, Natalia",,9786094667664,,330        pp,3.99,"3,359",1952,"Sep 04, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 12, 2023",,Hardcover,view,/book/show/197769164-visi-m-s-vakar
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Pasienio žemės        (Inspektorius Rajenas, #14)","Ross, L.J.*",,9786094902284,,224        pp,4.32,"11,187","Sep 30, 2019","Sep 01, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Dec 11, 2023","Dec 14, 2023","Dec 11, 2023",,Hardcover,view,/book/show/197718806-pasienio-em-s
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Heaven Official's Blessing: Tian Guan Ci Fu (Novel) Vol. 4,Mò Xiāng Tóng Xiù,1638583528,9781638583523,1638583528,419        pp,4.78,"12,769",unknown,"Sep 27, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 23, 2023","Nov 27, 2023","Nov 23, 2023",,Paperback,view,/book/show/59742204-heaven-official-s-blessing
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pavojingos vietos        (D.I. Lottie Parker #4),"Gibney, Patricia",,9786094902390,,368        pp,4.34,"6,382","Mar 22, 2018",Oct 2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 23, 2023",,Paperback,view,/book/show/199225280-pavojingos-vietos
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Jackie. Jacqueline'os Kennedy Onassis gyvenimo, meilės ir stiliaus istorija","Johnson, Chiara Pasqualetti",,9786094940484,,224        pp,4.40,15,unknown,"Jul 31, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Nov 19, 2023","Nov 19, 2023","Nov 19, 2023",,Hardcover,view,/book/show/195393277-jackie-jacqueline-os-kennedy-onassis-gyvenimo-meil-s-ir-stiliaus-istor
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Grafienė, kokios niekas nesitikėjo        (Somerseto grafystės meilės istorijos, #1)","Fletcher, Jenni*",,9786090308097,,320        pp,3.80,203,unknown,2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 10, 2023",,Hardcover,view,/book/show/61106874-grafien-kokios-niekas-nesitik-jo
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Belladonna        (Belladonna, #1)","Grace, Adalyn*",,,B09N74RHP1,408        pp,4.02,"85,448","Aug 30, 2022",Mar 2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 10, 2023",,Kindle Edition,view,/book/show/123248627-belladonna
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Friends, Lovers, and the Big Terrible Thing","Perry, Matthew",1250866448,9781250866448,1250866448,250        pp,3.90,"250,309","Nov 01, 2022","Nov 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 10, 2023",,Hardcover,view,/book/show/59641216-friends-lovers-and-the-big-terrible-thing
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Kraujo troškulys        (Zoe Bentley Mystery, #3)","Omer, Mike*",,9786094940835,,456        pp,4.35,"12,048","Jun 23, 2020","Oct 09, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Nov 29, 2023","Dec 10, 2023","Nov 10, 2023",,Paperback,view,/book/show/199226586-kraujo-tro-kulys
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tolimi krantai,"Hannah, Kristin*",,9786094902307,,384        pp,3.76,"48,641",2002,"Aug 09, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 09, 2023",,Paperback,view,/book/show/197717886-tolimi-krantai
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Įdomūs laikai,"Dolan, Naoise",,9786090308387,,288        pp,3.24,"63,833","Apr 01, 2020","Nov 29, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 04, 2023",,Hardcover,view,/book/show/63844748-dom-s-laikai
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Meilė ir kerštas        (Nedorėlių taisyklės, #1)","MacLean, Sarah*",,9786090309131,,480        pp,3.93,"43,631","Feb 28, 2012","Sep 25, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Feb 18, 2024","Feb 20, 2024","Nov 04, 2023",,Hardcover,view,/book/show/199056478-meil-ir-ker-tas
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lemtingos Kalėdos,"Walsh, Catherine*",,9786094445354,,352        pp,4.06,"39,542","Sep 29, 2022","Oct 26, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 01, 2023",,Hardcover,view,/book/show/201004560-lemtingos-kal-dos
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Stiklo sostas        (Throne of Glass, #1)","Maas, Sarah J.*",,9786090157152,,512        pp,4.19,"1,479,798","Aug 07, 2012","Oct 30, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,9,1,"Jan 07, 2024","Jan 10, 2024","Oct 26, 2023",,Hardcover,view,/book/show/199859573-stiklo-sostas
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Heaven Official's Blessing: Tian Guan Ci Fu (Novel) Vol. 3,Mò Xiāng Tóng Xiù,1638582106,9781638582106,1638582106,466        pp,4.70,"14,962",unknown,"Jul 12, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Oct 15, 2023","Oct 22, 2023","Oct 15, 2023",,Paperback,view,/book/show/58825608-heaven-official-s-blessing
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Thousand Autumns: Qian Qiu (Novel) Vol. 1,Meng Xi Shi,1638589321,9781638589327,1638589321,396        pp,4.17,"2,423",unknown,"Mar 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 15, 2023",,Paperback,view,/book/show/62145800-thousand-autumns
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Guardian: Zhen Hun (Novel) Vol. 1,Priest,1638589364,9781638589365,1638589364,412        pp,4.30,"1,524",unknown,"Aug 29, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 15, 2023",,Paperback,view,/book/show/62145801-guardian
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Grandmaster of Demonic Cultivation: Mo Dao Zu Shi (The Comic / Manhua) Vol. 2,Mò Xiāng Tóng Xiù,163858625X,9781638586258,163858625X,216        pp,4.61,"1,902",2022,"Jun 06, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Oct 15, 2023","Oct 15, 2023","Oct 15, 2023",,Paperback,view,/book/show/61648272-grandmaster-of-demonic-cultivation
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Katė, išgelbėjusi Kalėdas","Hayward, Lili",,9786094445286,,256        pp,4.11,570,unknown,"Oct 09, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 07, 2023",,Hardcover,view,/book/show/199054026-kat-i-gelb-jusi-kal-das
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Parašyta krauju,"Carter, Chris",,9786094902000,,384        pp,4.38,"8,775","Jul 23, 2020","May 03, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 07, 2023",,Hardcover,view,/book/show/172034284-para-yta-krauju
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sužalota,"Wardere, Hibo",,9786090127483,,256        pp,4.57,891,"Apr 07, 2016",2017,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 07, 2023",,Hardcover,view,/book/show/34728903-su-alota
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stranger things. Tamsa miesto pakraštyje,"Christopher, Adam*",,9786090151730,,432        pp,3.53,"5,191","May 28, 2019","Aug 23, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 07, 2023","Oct 15, 2023","Oct 07, 2023",,Hardcover,view,/book/show/61993980-stranger-things-tamsa-miesto-pakra-tyje
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tutanchamonas,"James, T.G. Henry",,9786094940347,,320        pp,4.50,4,unknown,2023,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Sep 26, 2023","Sep 27, 2023","Sep 26, 2023",,Hardcover,view,/book/show/199147891-tutanchamonas
