,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Maggie's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Glass Bead Game,"Hesse, Hermann",0312278497,9780312278496,0312278497,558        pp,4.11,"38,677",1943,"Dec 05, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 14, 2022",,Paperback,view,/book/show/16634.The_Glass_Bead_Game
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Siddhartha,"Hesse, Hermann",,,,152        pp,4.07,"771,326",1922,"Dec 01, 1981",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,slayed,Notes are private!,0,3,1,"Feb 10, 2022","Feb 14, 2022","Feb 10, 2022",,Mass Market Paperback,view (with text),/book/show/52036.Siddhartha
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,No Matter the Wreckage: Poems,"Kay, Sarah",1938912489,9781938912481,1938912489,143        pp,4.21,"15,017","Mar 18, 2014","Mar 18, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 09, 2022",,Paperback,view,/book/show/18288210-no-matter-the-wreckage
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Divines,"Eaton, Ellie*",0063012197,9780063012196,0063012197,320        pp,3.17,"7,128","Jan 19, 2021","Jan 19, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 09, 2022",,Hardcover,view,/book/show/53018367-the-divines
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret History,"Tartt, Donna",1400031702,9781400031702,1400031702,559        pp,4.17,"742,019","Sep 16, 1992","Sep 11, 1992",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,literally i can't describe how vivid and expansive this book is. it was one of those books that i feel like i can't close the book after the last pageliterally i can't describe how vivid and expansive this book is. it was one of those books that i feel like i can't close the book after the last page because of the realization that it would be over. ...more,Notes are private!,0,4,1,"Jan 31, 2022","Feb 09, 2022","Jan 31, 2022",,Paperback,view (with text),/book/show/29044.The_Secret_History
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,2666,"Bolaño, Roberto",843396867X,9788433968678,843396867X,"1,128        pp",4.21,"41,675",2004,"Oct 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 30, 2022",,Paperback,view,/book/show/63032.2666
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Silence,"Endō, Shūsaku",0800871863,9780800871864,0800871863,219        pp,4.09,"34,204",1966,"Feb 15, 1980",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 20, 2022","Jan 31, 2022","Jan 20, 2022",,Paperback,view,/book/show/25200.Silence
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A River Runs Through It and Other Stories,"Maclean, Norman",0226500667,9780226500669,0226500667,217        pp,4.18,"27,323",1976,"Oct 01, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 07, 2022",,Paperback,view,/book/show/30043.A_River_Runs_Through_It_and_Other_Stories
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Empire Falls,"Russo, Richard*",0375726403,9780375726408,0375726403,483        pp,3.94,"121,787","May 08, 2001","Apr 12, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2022",,Paperback,view,/book/show/187020.Empire_Falls
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Exhalation,"Chiang, Ted",,,,368        pp,4.28,"91,591","May 07, 2019","May 07, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Jan 05, 2022","Jan 27, 2022","Jan 05, 2022",,Kindle Edition,view,/book/show/41160292-exhalation
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tokyo Ueno Station,Yū Miri,1911284169,9781911284161,1911284169,168        pp,3.48,"22,912","Mar 19, 2014","Mar 04, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"Jan 05, 2022","Jan 13, 2022","Jan 05, 2022",,Paperback,view,/book/show/43398196-tokyo-ueno-station
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Diary of an Oxygen Thief,Anonymous,908105841X,9789081058414,908105841X,140        pp,2.74,"56,949","May 10, 2006","May 10, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 01, 2022",,Paperback,view,/book/show/1561703.Diary_of_an_Oxygen_Thief
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Gilead        (Gilead, #1)","Robinson, Marilynne",031242440X,9780312424404,031242440X,247        pp,3.85,"110,307","Oct 28, 2004","Jan 10, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Dec 24, 2021","Jan 02, 2022","Dec 24, 2021",,Paperback,view,/book/show/68210.Gilead
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I'm Thinking of Ending Things,"Reid, Iain*",,,B0176M1BVG,241        pp,3.56,"155,255","Jun 14, 2016","Jun 14, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 02, 2021",,Kindle Edition,view,/book/show/40605223-i-m-thinking-of-ending-things
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Neverwhere        (London Below, #1)","Gaiman, Neil*",0060557818,9780060557812,0060557818,370        pp,4.17,"529,996","Sep 16, 1996","Sep 02, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 20, 2021",,Paperback,view,/book/show/14497.Neverwhere
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Love in the Time of Cholera,"García Márquez, Gabriel",140003468X,9781400034680,140003468X,348        pp,3.94,"504,655",Nov 1985,"Oct 05, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Nov 19, 2021","Dec 15, 2021","Nov 19, 2021",,Paperback,view,/book/show/9712.Love_in_the_Time_of_Cholera
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lolita,"Nabokov, Vladimir",,,,368        pp,3.88,"850,121",Sep 1955,1995,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Oct 28, 2021","Nov 19, 2021","Oct 28, 2021",,Paperback,view,/book/show/7604.Lolita
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lord of the Flies,"Golding, William",0140283331,9780140283334,0140283331,182        pp,3.69,"2,904,216","Sep 17, 1954","Oct 01, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2021",,Paperback,view,/book/show/7624.Lord_of_the_Flies
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Their Eyes Were Watching God,"Hurston, Zora Neale",0061120065,9780061120060,0061120065,238        pp,3.98,"347,191",1937,"May 30, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2021",,Paperback,view,/book/show/37415.Their_Eyes_Were_Watching_God
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Things They Carried,"O’Brien, Tim",0767902890,9780767902892,0767902890,246        pp,4.14,"313,556","Mar 28, 1990","Dec 29, 1998",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Aug 28, 2021","Oct 28, 2021","Aug 28, 2021",,Paperback,view,/book/show/133518.The_Things_They_Carried
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Brother, I'm Dying","Danticat, Edwidge",1400041155,9781400041152,1400041155,272        pp,4.15,"7,081","Sep 04, 2007","Sep 04, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Aug 27, 2021not set","Aug 27, 2021not set","Aug 27, 2021",,Hardcover,view,/book/show/430027.Brother_I_m_Dying
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Nickel Boys,"Whitehead, Colson*",,,,213        pp,4.26,"245,129","Jul 16, 2019","Jul 16, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 27, 2021",,Kindle Edition,view,/book/show/42270835-the-nickel-boys
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Vegetarian,Han Kang,0553448188,9780553448184,0553448188,188        pp,3.58,"165,703","Oct 30, 2007","Feb 02, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 14, 2021","Jul 17, 2021","Jul 14, 2021",,Hardcover,view,/book/show/25489025-the-vegetarian
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One Hundred Years of Solitude,"García Márquez, Gabriel",,,,417        pp,4.11,"971,242",1967,"Jun 24, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,literally one of the best books i've ever read literally one of the best books i've ever read ...more,Notes are private!,0,4,1,"Jul 14, 2021","Jul 14, 2021","Jul 02, 2021",,Mass Market Paperback,view (with text),/book/show/320.One_Hundred_Years_of_Solitude
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Stranger,"Camus, Albert",,,,159        pp,4.02,"1,094,404","May 19, 1942","Mar 28, 1989",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jul 02, 2021","Jul 14, 2021","Jul 02, 2021",,Paperback,view,/book/show/49552.The_Stranger
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Song of Solomon,"Morrison, Toni",140003342X,9781400033423,140003342X,338        pp,4.14,"112,926","Aug 12, 1977","Jun 08, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 02, 2021",,Paperback,view,/book/show/11334.Song_of_Solomon
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beloved,"Morrison, Toni",,9781400033416,1400033411,324        pp,3.95,"435,380","Sep 16, 1987","Jun 08, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 02, 2021",,Paperback,view,/book/show/6149.Beloved
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Slaughterhouse-Five,"Vonnegut, Kurt, Jr.",0385333846,9780385333849,0385333846,275        pp,4.10,"1,369,606","Mar 31, 1969","Jan 12, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Aug 27, 2021","Oct 28, 2021","Jun 28, 2021",,Paperback,view,/book/show/4981.Slaughterhouse_Five
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bell Jar,"Plath, Sylvia",,,,294        pp,4.05,"960,149",Jan 1963,2006,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 26, 2021",,Paperback,view,/book/show/6514.The_Bell_Jar
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Never Let Me Go,"Ishiguro, Kazuo*",,,1400078776,288        pp,3.85,"694,153","Apr 05, 2005","Aug 31, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 26, 2021",,Paperback,view,/book/show/6334.Never_Let_Me_Go
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Light We Cannot See,"Doerr, Anthony*",1476746583,9781476746586,1476746583,531        pp,4.32,"1,661,503","May 06, 2014","Jan 01, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 26, 2021",,Hardcover,view,/book/show/18143977-all-the-light-we-cannot-see
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Sympathizer        (The Sympathizer, #1)","Nguyen, Viet Thanh*",0802123457,9780802123459,0802123457,371        pp,4.01,"113,608","Apr 02, 2015","Apr 07, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 26, 2021",,Hardcover,view,/book/show/23168277-the-sympathizer
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Olive Kitteridge        (Olive Kitteridge, #1)","Strout, Elizabeth*",,,,270        pp,3.85,"236,076","Mar 25, 2008","Mar 25, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 26, 2021",,Hardcover,view,/book/show/1736739.Olive_Kitteridge
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,To Kill a Mockingbird,"Lee, Harper",,,,323        pp,4.26,"6,123,249","Jul 11, 1960","May 23, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 26, 2021",,Paperback,view,/book/show/2657.To_Kill_a_Mockingbird
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pride and Prejudice,"Austen, Jane",,,,279        pp,4.29,"4,269,269","Jan 28, 1813","Oct 10, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 26, 2021",,Paperback,view,/book/show/1885.Pride_and_Prejudice
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wuthering Heights,"Brontë, Emily",,,,464        pp,3.89,"1,805,449",Dec 1847,2002,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 26, 2021",,Paperback,view,/book/show/6185.Wuthering_Heights
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,1984,"Orwell, George",,,,298        pp,4.19,"4,598,587","Jun 08, 1949","Sep 03, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 26, 2021",,Kindle Edition,view,/book/show/40961427-1984
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Giovanni’s Room,"Baldwin, James",,,,159        pp,4.32,"156,607","Jan 01, 1956",Jun 2000,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 26, 2021",,Paperback,view,/book/show/38462.Giovanni_s_Room
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Color Purple,"Walker, Alice",0143135694,9780143135692,0143135694,304        pp,4.27,"685,379","Jun 01, 1982","Dec 10, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 26, 2021",,Paperback,view,/book/show/52892857-the-color-purple
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Alchemist,"Coelho, Paulo*",0062315005,9780062315007,0062315005,182        pp,3.91,"3,056,363",1988,"Apr 15, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 26, 2021",,Paperback,view,/book/show/18144590-the-alchemist
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Life is Elsewhere,"Kundera, Milan",0060997028,9780060997021,0060997028,432        pp,3.96,"19,368",1973,"Jul 25, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 26, 2021",,Paperback,view,/book/show/44559.Life_is_Elsewhere
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Americanah,"Adichie, Chimamanda Ngozi",,,,477        pp,4.32,"371,126","May 14, 2013","May 14, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 26, 2021",,Hardcover,view,/book/show/15796700-americanah
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Personal Matter,"Ōe, Kenzaburō",0802150616,9780802150615,0802150616,165        pp,3.90,"13,319",1964,"Jan 13, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 26, 2021",,Paperback,view,/book/show/25191.A_Personal_Matter
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Unbearable Lightness of Being,"Kundera, Milan",0571224385,9780571224388,0571224385,314        pp,4.11,"469,595",1984,"Oct 27, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 26, 2021",,Paperback,view,/book/show/9717.The_Unbearable_Lightness_of_Being
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bel Canto,"Patchett, Ann",,,0060838728,318        pp,3.93,"283,435","May 22, 2001","Feb 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 26, 2021",,Paperback,view,/book/show/5826.Bel_Canto
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Women, Race & Class","Davis, Angela Y.",0394713516,9780394713519,0394713516,271        pp,4.58,"28,410",1981,"Feb 12, 1983",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 26, 2021",,Paperback,view,/book/show/635635.Women_Race_Class
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Colorless Tsukuru Tazaki and His Years of Pilgrimage,"Murakami, Haruki",,,B00IHMEAYK,308        pp,3.87,"179,467","Apr 12, 2013","Aug 12, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 26, 2021",,Kindle Edition,view,/book/show/41022133-colorless-tsukuru-tazaki-and-his-years-of-pilgrimage
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kafka on the Shore,"Murakami, Haruki",1400079276,9781400079278,1400079276,467        pp,4.13,"468,873",Sep 2002,"Jan 03, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 26, 2021",,Paperback,view,/book/show/4929.Kafka_on_the_Shore
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Catch-22,"Heller, Joseph",0684833395,9780684833392,0684833395,453        pp,3.99,"831,197","Nov 10, 1961","Sep 04, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 26, 2021",,Paperback,view,/book/show/168668.Catch_22
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rebecca,"du Maurier, Daphne",0316323705,9780316323703,,449        pp,4.24,"628,923",Aug 1938,"Dec 17, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 26, 2021",,ebook,view,/book/show/17899948-rebecca
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beneath a Scarlet Sky,"Sullivan, Mark T.*",1503943372,9781503943377,1503943372,509        pp,4.43,"339,482","May 01, 2017","May 01, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 26, 2021",,Paperback,view,/book/show/32487617-beneath-a-scarlet-sky
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sula,"Morrison, Toni",0452283868,9780452283862,0452283868,174        pp,4.03,"98,814",1973,"Apr 05, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,2,"Feb 09, 2022not set","Feb 14, 2022not set","Jun 26, 2021",,Paperback,view,/book/show/11346.Sula
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Power and the Glory,"Greene, Graham",0142437301,9780142437308,0142437301,222        pp,3.98,"39,523",Mar 1940,"Feb 25, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 26, 2021",,Paperback,view,/book/show/3690.The_Power_and_the_Glory
