,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Ali's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Upgrade,"Crouch, Blake*",0593157532,9780593157534,0593157532,352        pp,3.81,"91,931","Jul 07, 2022","Jul 12, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Super solid author (have enjoyed his other books. This one took me awhile to get through. Liked it, didn’t love it.",Notes are private!,0,4,1,not set,"Sep 24, 2022","Sep 24, 2022",,Hardcover,view (with text),/book/show/59838811-upgrade
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The House Across the Lake,"Sager, Riley*",139970060X,,B09GX9L4TF,369        pp,3.60,"249,427","Jun 21, 2022","Jun 21, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Just bananas.,Notes are private!,0,7,1,"Aug 16, 2022","Aug 20, 2022","Aug 20, 2022",,Kindle Edition,view (with text),/book/show/58909880-the-house-across-the-lake
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The It Girl,"Ware, Ruth*",1982155264,9781982155261,1982155264,423        pp,3.86,"234,456","Jul 12, 2022","Jul 12, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I liked it but didn’t love it. Lots of skimming toward the end. I needed something like this to get me back in the habit of reading again (quick thrilI liked it but didn’t love it. Lots of skimming toward the end. I needed something like this to get me back in the habit of reading again (quick thrillers often do that for me) but in the end the overall story was just okay for me. ...more,Notes are private!,0,0,1,"Aug 09, 2022","Aug 16, 2022","Aug 16, 2022",,Hardcover,view (with text),/book/show/59345249-the-it-girl
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Displacements,"Holsinger, Bruce*",,,B09JJY5LJY,448        pp,3.97,"5,270","Jul 05, 2022","Jul 05, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jul 10, 2022","Sep 24, 2022","Jul 10, 2022",,Kindle Edition,view,/book/show/58977487-the-displacements
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Aurora,"Koepp, David",,,B09FK2H6R2,304        pp,3.79,"9,461","Jun 07, 2022","Jun 07, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Enjoyed. Would have been willing for it to be longer. Made me think.,Notes are private!,0,4,1,not set,"Jul 02, 2022","Jul 02, 2022",,Kindle Edition,view (with text),/book/show/59425135-aurora
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lies I Tell,"Clark, Julie*",1728247594,9781728247595,1728247594,302        pp,4.10,"74,282","Jun 21, 2022","Jun 21, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Enjoyed this one.,Notes are private!,0,2,1,"Jun 07, 2022","Jun 08, 2022","Jun 08, 2022",,Hardcover,view (with text),/book/show/59412817-the-lies-i-tell
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Breath Less,"McCullochh, Amy",,,,unknown,3.43,806,unknown,unknown,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Fast read. Okay thriller. If you don’t like reading about climbing mountains I’d skip this one.,Notes are private!,0,1,1,not set,"Jun 04, 2022","Jun 04, 2022",,,view (with text),/book/show/61197341-breath-less
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Keeping Lucy,"Greenwood, T.*",1250164222,9781250164223,1250164222,320        pp,4.11,"10,659","Aug 06, 2019","Aug 06, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Read for Book Club. Looking forward to the discussion to come.,Notes are private!,0,1,1,"May 09, 2022","May 30, 2022","May 30, 2022",,Hardcover,view (with text),/book/show/41150385-keeping-lucy
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lightmaker's Manifesto: How to Work for Change without Losing Your Joy,"Walrond, Karen*",1506469949,9781506469942,1506469949,234        pp,4.19,"1,139",unknown,"Nov 02, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,May 2022,"May 22, 2022","May 22, 2022",,Hardcover,view,/book/show/56822980-the-lightmaker-s-manifesto
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Untangled: Guiding Teenage Girls Through the Seven Transitions into Adulthood,"Damour, Lisa",0553393057,9780553393057,0553393057,352        pp,4.52,"14,037","Feb 02, 2016","Feb 09, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This book is honestly one of the most impactful I’ve read. It’s impacting my parenting in truly positive ways.,Notes are private!,0,5,2,not setnot set,"May 21, 2022not set","May 21, 2022",,Hardcover,view (with text),/book/show/25614847-untangled
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Club,"Lloyd, Ellery*",,,,320        pp,3.30,"100,327","Mar 01, 2022","Mar 01, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Just okay for me. I kept getting the characters confused but continued reading.,Notes are private!,0,2,1,"May 02, 2022","May 21, 2022","May 21, 2022",,Hardcover,view (with text),/book/show/58536005-the-club
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sea of Tranquility,"Mandel, Emily St. John*",0593321448,9780593321447,0593321448,259        pp,4.08,"231,511","Apr 05, 2022","May 05, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Loved Station Eleven + loved this one. Didn’t love The Glass Hotel as much but now I kind of want to go back and re-read it again. This is a quick, beLoved Station Eleven + loved this one. Didn’t love The Glass Hotel as much but now I kind of want to go back and re-read it again. This is a quick, beautiful read that I will likely read again. ...more",Notes are private!,0,5,1,"Apr 20, 2022","Apr 30, 2022","Apr 30, 2022",,Hardcover,view (with text),/book/show/58446227-sea-of-tranquility
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Paris Apartment,"Foley, Lucy",0063003058,9780063003057,0063003058,360        pp,3.67,"516,135","Feb 22, 2022","Feb 22, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This one was just meh for me (and I don’t often feel that way about thrillers).,Notes are private!,0,6,1,"Mar 24, 2022","Mar 26, 2022","Mar 26, 2022",,Hardcover,view (with text),/book/show/58468990-the-paris-apartment
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Cold Cases,"St. James, Simone*",0440000211,9780440000211,0440000211,344        pp,3.79,"110,803","Mar 15, 2022","Mar 15, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Not my favorite. Fast read. I kept thinking there would be another twist. If you don’t like the inclusion of paranormal stuff skip this one.,Notes are private!,0,2,2,"Mar 18, 2022not set","Mar 21, 2022not set","Mar 21, 2022",,Hardcover,view (with text),/book/show/58371432-the-book-of-cold-cases
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Girl A,"Dean, Abigail*",,,,352        pp,3.63,"76,316","Feb 02, 2021","Feb 02, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,It took me a bit to get into this one but I’m glad I kept going. It’s a heavy story about heavy stuff ❤️.,Notes are private!,0,0,1,Mar 2022,"Mar 11, 2022","Mar 11, 2022",,Hardcover,view (with text),/book/show/55271524-girl-a
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Were Never Here,"Bartz, Andrea*",,,,304        pp,3.51,"124,661","Aug 03, 2021","Aug 03, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Read this on a travel day. Not the best, not the worst. Decent travel read.",Notes are private!,0,1,1,not set,"Feb 22, 2022","Feb 22, 2022",,Hardcover,view (with text),/book/show/56084054-we-were-never-here
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The House in the Cerulean Sea        (The House in the Cerulean Sea, #1)","Klune, T.J.*",,,,394        pp,4.41,"626,924","Mar 16, 2020","Mar 17, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,100% goodness. Definitely not a genre I read the most but man this was just good. We can all use more compassion + kindness + empathy.,Notes are private!,0,20,1,"Feb 16, 2022","Feb 20, 2022","Feb 20, 2022",,Kindle Edition,view (with text),/book/show/45047384-the-house-in-the-cerulean-sea
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Golden Couple,"Hendricks, Greer*",125027320X,9781250273208,125027320X,329        pp,3.99,"201,414","Mar 03, 2022","Mar 08, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Super fast read that kept my attention and kept me guessing.,Notes are private!,0,3,1,"Feb 11, 2022","Feb 13, 2022","Feb 13, 2022",,Hardcover,view (with text),/book/show/57693416-the-golden-couple
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The School for Good Mothers,"Chan, Jessamine*",,,,336        pp,3.54,"105,710","Jan 04, 2022","Jan 04, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I knew very little about the premise of this book before reading + I’m glad that was the case because it made the whole story even more crazy. There wI knew very little about the premise of this book before reading + I’m glad that was the case because it made the whole story even more crazy. There were a bunch of moments I said out loud to Aaron, “this book is bananas.” I found the writing to be smart and it totally held my attention and made me think all kinds of things about the mothers we are, how we were mothered, and the kind of mothers we want to be (and can totally see this becoming a show). ...more",Notes are private!,0,12,1,Feb 2022,"Feb 07, 2022","Feb 07, 2022",,Hardcover,view (with text),/book/show/57846320-the-school-for-good-mothers
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wintering: The Power of Rest and Retreat in Difficult Times,"May, Katherine",0593189485,9780593189481,0593189485,241        pp,3.86,"48,826","Feb 06, 2020","Nov 10, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Been working through this one the last couple of months and really enjoyed it. I loved the seasonal angle on life and the recognition that we all liveBeen working through this one the last couple of months and really enjoyed it. I loved the seasonal angle on life and the recognition that we all live through various winters in our lives. I’ll probably re-read this one again in a future winter. ...more,Notes are private!,0,10,1,Nov 2021,Feb 2022,"Feb 01, 2022",,Hardcover,view (with text),/book/show/52623750-wintering
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cultish: The Language of Fanaticism,"Montell, Amanda*",0062993151,9780062993151,0062993151,309        pp,3.87,"79,191","Jun 15, 2021","Jun 15, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Fascinating look at language and the ways it can be used to manipulate people.,Notes are private!,0,2,1,"Jan 19, 2022","Jan 31, 2022","Jan 31, 2022",,Hardcover,view (with text),/book/show/55338982-cultish
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Are What We Eat: A Slow Food Manifesto,"Waters, Alice",0525561536,9780525561538,0525561536,208        pp,3.88,"2,007","Jun 01, 2021","Jun 01, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jan 12, 2022","Jan 15, 2022","Jan 15, 2022",,Hardcover,view,/book/show/56212574-we-are-what-we-eat
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Reckless Girls,"Hawkins, Rachel*",1250274257,9781250274250,1250274257,320        pp,3.57,"125,188","Jan 04, 2022","Jan 04, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Tore through this one within a day. Kept my interest. A perfect one for getting back into a reading groove.,Notes are private!,0,5,1,"Jan 12, 2022","Jan 13, 2022","Jan 13, 2022",,Hardcover,view (with text),/book/show/57693168-reckless-girls
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The High House,"Greengrass, Jessie",1982180110,9781982180119,1982180110,272        pp,3.99,"3,143","Apr 01, 2021","Jan 04, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Quick read. Interesting story (climate disaster related). Complicated characters and lovely writing style. I think this one will revisit me from time Quick read. Interesting story (climate disaster related). Complicated characters and lovely writing style. I think this one will revisit me from time to time. ...more,Notes are private!,0,0,1,"Jan 02, 2022","Jan 12, 2022","Jan 12, 2022",,Hardcover,view (with text),/book/show/58438623-the-high-house
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A History of Wild Places,"Ernshaw, Shea*",1982164808,9781982164805,1982164808,354        pp,3.93,"58,705","Dec 07, 2021","Dec 07, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really, really liked this one. Loved the atmospheric storytelling.",Notes are private!,0,6,1,"Dec 15, 2021","Dec 28, 2021","Dec 28, 2021",,Hardcover,view (with text),/book/show/56898223-a-history-of-wild-places
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Flicker in the Dark,"Willingham, Stacy*",1250803829,9781250803825,1250803829,357        pp,4.00,"390,103","Jan 11, 2022","Jan 11, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Fast read but just okay for me. Felt disjointed with inconsistent character development.,Notes are private!,0,4,2,"Dec 15, 2021not set","Dec 22, 2021not set","Dec 22, 2021",,Hardcover,view (with text),/book/show/57693172-a-flicker-in-the-dark
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bewilderment,"Powers, Richard",0393881148,9780393881141,0393881148,278        pp,3.92,"59,177","Sep 21, 2021","Sep 21, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This on left me feeling very tender.,Notes are private!,0,1,1,"Oct 04, 2021","Oct 19, 2021","Oct 19, 2021",,Hardcover,view (with text),/book/show/56404444-bewilderment
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Hunter-Gatherer's Guide to the 21st Century: Evolution and the Challenges of Modern Life,"Heying, Heather E.",,,B08VF32DXK,320        pp,3.78,"4,798","Sep 14, 2021","Sep 14, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Listened to this one. Lots to think about.,Notes are private!,0,2,3,not setnot setnot set,"Oct 08, 2021not setnot set","Oct 08, 2021",,Kindle Edition,view (with text),/book/show/56883406-a-hunter-gatherer-s-guide-to-the-21st-century
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Project Hail Mary,"Weir, Andy*",0593135202,9780593135204,0593135202,476        pp,4.51,"565,440","May 04, 2021","May 04, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,It took me awhile to get into this book mainly because of all the science. I’m so thankful to a friend who encouraged me to keep going. Totally worth It took me awhile to get into this book mainly because of all the science. I’m so thankful to a friend who encouraged me to keep going. Totally worth it. ...more,Notes are private!,0,6,1,Sep 2021,"Oct 03, 2021","Oct 03, 2021",,Hardcover,view (with text),/book/show/54493401-project-hail-mary
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Quiet Zone: Unraveling the Mystery of a Town Suspended in Silence,"Kurczy, Stephen*",0062945491,9780062945495,0062945491,336        pp,3.48,"1,592","Aug 03, 2021","Aug 03, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I’m interested in the impact technology/cell phones/social media is having on society and this one was a unique look at a specific area of the county.I’m interested in the impact technology/cell phones/social media is having on society and this one was a unique look at a specific area of the county. Lots of different things covered over a period of years that the journalist was in the area (white nationalism, poverty, etc)....more",Notes are private!,0,0,1,"Sep 26, 2021",Oct 2021,"Oct 01, 2021",,Hardcover,view (with text),/book/show/53240805-the-quiet-zone
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Dark Vanessa,"Russell, Kate Elizabeth*",006294150X,9780062941503,006294150X,373        pp,4.10,"326,046","Mar 10, 2020","Mar 10, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Intense + challenging.,Notes are private!,0,1,1,"Sep 18, 2021","Sep 22, 2021","Sep 22, 2021",,Hardcover,view (with text),/book/show/44890081-my-dark-vanessa
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Irresistible: The Rise of Addictive Technology and the Business of Keeping Us Hooked,"Alter, Adam",1594206643,9781594206641,1594206643,368        pp,3.87,"11,580","Mar 07, 2017","Mar 07, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Listened to this one (something I don't often do but am starting to do a bit more especially for nonfiction) after deciding to take a month-long IG brListened to this one (something I don't often do but am starting to do a bit more especially for nonfiction) after deciding to take a month-long IG break. I was looking for something to fuel some of the changes I'm wanting to make in my life + the content in this book supported those changes. ...more,Notes are private!,0,0,1,"Sep 14, 2021","Sep 20, 2021","Sep 20, 2021",,Hardcover,view (with text),/book/show/30962055-irresistible
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rock Paper Scissors,"Feeney, Alice*",1250266106,9781250266101,1250266106,294        pp,3.93,"422,910","Aug 19, 2021","Sep 07, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Totally satisfying thriller. Nothing wasted.,Notes are private!,0,7,1,"Sep 17, 2021","Sep 19, 2021","Sep 19, 2021",,Hardcover,view (with text),/book/show/56269064-rock-paper-scissors
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Every Last Fear,"Finlay, Alex*",1250268826,9781250268822,1250268826,368        pp,3.94,"43,847","Mar 02, 2021","Mar 02, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I really enjoyed this thriller + the twists + turns. Couldn’t put down.,Notes are private!,0,0,1,"Sep 11, 2021","Sep 15, 2021","Sep 15, 2021",,Hardcover,view (with text),/book/show/53138046-every-last-fear
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Slow Fire Burning,"Hawkins, Paula*",073521123X,9780735211230,073521123X,307        pp,3.50,"154,725","Aug 24, 2021","Aug 31, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Not my favorite. I had a hard time picturing the characters for some reason and sometimes had to reread to remember which one was which. It was just oNot my favorite. I had a hard time picturing the characters for some reason and sometimes had to reread to remember which one was which. It was just okay for me....more,Notes are private!,0,3,1,"Sep 05, 2021","Sep 11, 2021","Sep 11, 2021",,Hardcover,view (with text),/book/show/56213354-a-slow-fire-burning
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What Strange Paradise,"El Akkad, Omar*",0525657908,9780525657903,0525657908,256        pp,4.05,"13,888","Jul 20, 2021","Jul 20, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 04, 2021","Sep 05, 2021","Sep 05, 2021",,Hardcover,view,/book/show/53773242-what-strange-paradise
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Not a Happy Family,"Lapena, Shari*",1984880551,9781984880550,1984880551,349        pp,3.80,"169,280","Jul 27, 2021","Jul 27, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Super fast read. All plot, no extra stuff. Satisfying vacation read for sure.",Notes are private!,0,9,1,"Sep 03, 2021","Sep 04, 2021","Sep 04, 2021",,Hardcover,view (with text),/book/show/56366617-not-a-happy-family
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Damage,"Wahrer, Caitlin*",0593296133,9780593296134,0593296133,400        pp,3.93,"12,727","Jun 15, 2021","Jun 15, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Swallowed this one over a couple days. Decent pacing. The kind of book that always seems to launch me into a reading a bunch of books in a row. Solid Swallowed this one over a couple days. Decent pacing. The kind of book that always seems to launch me into a reading a bunch of books in a row. Solid but not amazing. ...more,Notes are private!,0,6,1,"Aug 20, 2021","Aug 22, 2021","Aug 22, 2021",,Hardcover,view (with text),/book/show/55801221-the-damage
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Four Winds,"Hannah, Kristin*",,,,464        pp,4.30,"669,413","Feb 02, 2021","Feb 02, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Started, stopped, and started again because I really wanted to get to the end. This one for me was a struggle to get through and I think it had to do Started, stopped, and started again because I really wanted to get to the end. This one for me was a struggle to get through and I think it had to do with pacing. I appreciated learning about the migration to CA and what life looked like at that time for so many families but it just didn’t do it for me overall. I am a super fan of her last book The Great Alone and found that one super hard to put down....more",Notes are private!,0,5,1,Aug 2021,"Aug 05, 2021","Aug 20, 2021",,Hardcover,view (with text),/book/show/53138081-the-four-winds
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Transcendent Kingdom,"Gyasi, Yaa*",,,,264        pp,4.11,"146,872","Aug 31, 2020","Sep 01, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is one of the books in my pile that I started, stopped (for no other reason than I got distracted by another story), and then came back to and I’This is one of the books in my pile that I started, stopped (for no other reason than I got distracted by another story), and then came back to and I’m so glad I did. I really liked her first book (Homegoing). I appreciated the thread of science + faith and how the main characters life was impacted by the choices of others in her family (and the choices she was faced with along the way). ...more",Notes are private!,0,0,2,"Aug 04, 2021not set","Aug 20, 2021not set","Aug 20, 2021",,Hardcover,view (with text),/book/show/48570454-transcendent-kingdom
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Push,"Audrain, Ashley*",1984881663,9781984881663,1984881663,307        pp,4.06,"337,255","Jan 05, 2021","Jan 05, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Whoa. Super heavy subject matter about mothers + children + partners but also amazingly good, richly detailed writing. I had a super hard time puttingWhoa. Super heavy subject matter about mothers + children + partners but also amazingly good, richly detailed writing. I had a super hard time putting it down. ...more",Notes are private!,0,5,1,"Jul 18, 2021","Jul 20, 2021","Jul 20, 2021",,Hardcover,view (with text),/book/show/52476830-the-push
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nothing to See Here,"Wilson, Kevin*",0062913484,9780062913487,,288        pp,3.96,"183,967","Oct 29, 2019","Oct 29, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Loved it. I’ve had this in my pile for a long time and I’m so glad I finally read it. Completely unique story full of heart.,Notes are private!,0,9,1,"Jul 16, 2021","Jul 18, 2021","Jul 18, 2021",,ebook,view (with text),/book/show/42519313-nothing-to-see-here
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,56 Days,"Howard, Catherine Ryan*",1838951628,9781838951627,1838951628,428        pp,3.75,"52,835","Aug 17, 2021","Aug 19, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Like not love.,Notes are private!,0,3,1,"Jul 05, 2021","Jul 12, 2021","Jul 12, 2021",,Hardcover,view (with text),/book/show/57009922-56-days
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ones We're Meant to Find,"He, Joan*",,,B08BKL8BBG,384        pp,3.56,"10,500","May 04, 2021","May 04, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I am fascinated by people who are able to imagine/create/conceive other worlds and I kept coming back to that over and over with this story. At some pI am fascinated by people who are able to imagine/create/conceive other worlds and I kept coming back to that over and over with this story. At some points in the book I felt totally lost but I wasn’t deterred and basically became obsessed with finishing it. Probably not a story for everyone but I definitely find myself taken with dystopian narratives and the human choices along the way. ...more,Notes are private!,0,0,1,Jul 2021,"Jul 07, 2021","Jul 07, 2021",,Kindle Edition,view (with text),/book/show/44084665-the-ones-we-re-meant-to-find
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Malibu Rising,"Reid, Taylor Jenkins*",,,,369        pp,4.04,"1,018,099","May 27, 2021","Jun 01, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Enjoyed. Easy, quick summer read.",Notes are private!,0,10,1,"Jul 03, 2021","Jul 05, 2021","Jul 05, 2021",,Hardcover,view (with text),/book/show/55404546-malibu-rising
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Goodnight Beautiful,"Molloy, Aimee",0062881922,9780062881922,0062881922,289        pp,3.76,"38,128","Oct 13, 2020","Oct 13, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Quick read. Enjoyed the twists!,Notes are private!,0,5,1,"Jun 22, 2021","Jun 29, 2021","Jun 29, 2021",,Hardcover,view (with text),/book/show/50175311-goodnight-beautiful
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When the Stars Go Dark,"McLain, Paula*",0593237897,9780593237892,0593237897,370        pp,3.85,"55,885","Apr 13, 2021","Apr 13, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"Jun 10, 2021","Jun 22, 2021","Jun 22, 2021",,Hardcover,view,/book/show/54895727-when-the-stars-go-dark
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Other Black Girl,"Harris, Zakiya Dalila*",1982160136,9781982160135,1982160136,357        pp,3.37,"76,891","Jun 01, 2021","Jun 01, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,Jun 2021,"Jun 13, 2021","Jun 13, 2021",,Hardcover,view,/book/show/55711688-the-other-black-girl
