,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Mark's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Recapture the Rapture: Rethinking God, Sex, and Death in a World That's Lost its Mind","Wheal, Jamie",006290549X,9780062905499,,320        pp,4.01,"1,031",unknown,"Apr 27, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 17, 2021",,ebook,view,/book/show/46205669-recapture-the-rapture
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Castle Shade        (Mary Russell and Sherlock Holmes, #17)","King, Laurie R.*",0525620869,9780525620860,0525620869,360        pp,4.09,"5,308","Jun 08, 2021","Jun 08, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 16, 2021",,Hardcover,view,/book/show/55421263-castle-shade
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Midnight Library,"Haig, Matt*",,,,288        pp,4.00,"1,767,204","Aug 13, 2020","Sep 29, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"There are so many things to say about this book. I could write as many words about it as were in it. Don’t worry, I won’t. The Midnight Library is aboThere are so many things to say about this book. I could write as many words about it as were in it. Don’t worry, I won’t. The Midnight Library is about all of the possibilities in one’s life and the regrets we may have in the choices we have made. There was ample opportunity for things to go terribly wrong with this book - it could have gotten corny, schmalzy or overly sentimental or even cheesy at any moment. But it never did. It was a very insightful examination of our choices and the impact they have not only on ourselves, but on those we care about. I will leave it at this. It is a beautiful book that causes you to gaze inward and outward simultaneously. I even fell a little bit in love with the author. Read it. Read it. Read it....more",Notes are private!,0,5,1,"Apr 10, 2021","Apr 11, 2021","Mar 08, 2021",,Hardcover,view (with text),/book/show/52578297-the-midnight-library
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Homeland Elegies,"Akhtar, Ayad*",0316496421,9780316496421,0316496421,368        pp,4.14,"23,272","Sep 15, 2020","Sep 15, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 08, 2021",,Hardcover,view,/book/show/50358133-homeland-elegies
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Exit,"Bauer, Belinda*",,,,336        pp,4.05,"10,148",2020,"Jan 21, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was a delightfully written mystery because it had interesting characters, a well-paced plot and made me laugh out loud more than once in spite ofThis was a delightfully written mystery because it had interesting characters, a well-paced plot and made me laugh out loud more than once in spite of the fact that there were dark doings going on with many twists. ...more",Notes are private!,0,0,1,"Mar 13, 2021","Mar 23, 2021","Mar 08, 2021",,Kindle Edition,view (with text),/book/show/53153603-exit
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Klara and the Sun,"Ishiguro, Kazuo*",059331817X,9780593318171,059331817X,303        pp,3.75,"336,736","Mar 02, 2021","Mar 02, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It is important to start out by saying that Ishiguro is such an accomplished and talented writer. Remains of the Day, which I re-read this year, was sIt is important to start out by saying that Ishiguro is such an accomplished and talented writer. Remains of the Day, which I re-read this year, was such a fascinating book for its even pace and the ability to look so closely at a life overlooked, even by the person who was leading it. And in some ways, that is what Klara and the Sun seemed to me to be. There was even a very strong echo from Remains of the Day - a scene where a servant being mocked by a party of gentlemen who ask him questions to which his response is that he regrets he cannot be of service is mirrored in a scene with Klara where a party of teenagers put her in a similar position and where her response is similar. But while this book was a pleasant read and was about a provocative main character who is an artificially intelligent being, I did not get it. This is likely my failing as I am quite literal and quite linear much of the time which makes deep symbolism a challenge. It is a good read for sure, but I was disappointed in the end either with the story, or myself. I did not debate it. ...more",Notes are private!,0,0,1,"Apr 16, 2021","Apr 27, 2021","Mar 02, 2021",,Hardcover,view (with text),/book/show/54120408-klara-and-the-sun
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Professor's House,"Cather, Willa",1844083764,9781844083763,1844083764,288        pp,3.77,"9,236",1925,"Sep 07, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"On the recommendation of a friend, I decided to pick up this book and got a lovely volume in a used bookstore - the kind with a ribbon in it to keep yOn the recommendation of a friend, I decided to pick up this book and got a lovely volume in a used bookstore - the kind with a ribbon in it to keep your place. It is a very unusual novel written in 3 distinct and somewhat disparate parts, which I found a bit off-putting at first, but which in the end came together for me. It is a novel about a life examined close-up and very personal, more personal I think that the character lets on in the narrative. An extremely attractive man - a professor - with a very idyllic life - interrupted by the presence and the passion of a student - who never leaves him. And his reckoning with that student causes him to reckon with his life. I’m going to leave it at that, and to your own interpretation when you read it. In addition, there were some lovely passages and sentiments. ...more",Notes are private!,0,4,1,"Mar 02, 2021","Mar 10, 2021","Mar 02, 2021",,Paperback,view (with text),/book/show/48203.The_Professor_s_House
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Transient Desires        (Commissario Brunetti, #30)","Leon, Donna",080215817X,9780802158178,080215817X,272        pp,4.10,"9,720","Mar 04, 2021","Mar 09, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is the 30th in this series and I have read them all. So needless to say I am a fan. The thing that compels a return to these books for me has beeThis is the 30th in this series and I have read them all. So needless to say I am a fan. The thing that compels a return to these books for me has been not only the sense of place - Venice - a place I used to visit with some regularity - but the characters who are good people. They are the type of people you want for a friend and who you secretly long to be more like. This installment was very good, though I felt a little jilted by the setting at the end, the sentiment at the end was, as always for Guido Brunetti, thoughtful and sensitive. ...more",Notes are private!,0,0,1,"May 02, 2021","May 16, 2021","Feb 16, 2021",,Hardcover,view (with text),/book/show/55016385-transient-desires
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Squirrel Seeks Chipmunk,"Sedaris, David",0316038393,9780316038393,0316038393,163        pp,3.38,"63,235",2010,Sep 2010,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 18, 2020",,Hardcover,view,/book/show/7857195-squirrel-seeks-chipmunk
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Barrel Fever: Stories and Essays,"Sedaris, David",0316779423,9780316779425,0316779423,196        pp,3.79,"55,044","Jun 01, 1994",1994,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 18, 2020",,Paperback,view,/book/show/4143.Barrel_Fever
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Me Talk Pretty One Day,"Sedaris, David",0349113912,9780349113913,0349113912,272        pp,4.01,"698,902",2000,2001,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 18, 2020",,Paperback,view,/book/show/4137.Me_Talk_Pretty_One_Day
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Naked,"Sedaris, David",,,,304        pp,4.09,"265,134","Mar 01, 1997",1998,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 18, 2020",,Paperback,view,/book/show/4138.Naked
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Let's Explore Diabetes with Owls,"Sedaris, David",0316154695,9780316154697,0316154695,275        pp,3.85,"144,187","Apr 23, 2013","Apr 23, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 18, 2020",,Hardcover,view,/book/show/15790837-let-s-explore-diabetes-with-owls
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dress Your Family in Corduroy and Denim,"Sedaris, David",0965904830,9780965904834,0349116709,257        pp,4.11,"278,291","Jun 01, 2004",2004,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 18, 2020",,Paperback,view,/book/show/10176.Dress_Your_Family_in_Corduroy_and_Denim
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When You Are Engulfed in Flames,"Sedaris, David",0316143472,9780316143479,0316143472,323        pp,4.07,"209,094","Jun 03, 2008","Jun 03, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 18, 2020",,Hardcover,view,/book/show/1044355.When_You_Are_Engulfed_in_Flames
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,SantaLand Diaries,"Sedaris, David",0349119759,9780349119755,0349119759,138        pp,4.32,"46,267","Oct 01, 1998",2006,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 18, 2020",,Paperback,view,/book/show/178357.SantaLand_Diaries
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Best of Me,"Sedaris, David",0316628247,9780316628242,0316628247,387        pp,4.21,"22,870","Nov 03, 2020","Nov 03, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I love David Sedaris and have read almost all of his books, if not all. The Best of Me I thought might be a double entendre intended to give us the beI love David Sedaris and have read almost all of his books, if not all. The Best of Me I thought might be a double entendre intended to give us the best of his writing along with the best things about himself. But I think it was only the former now. Anyway, there are many laugh out loud moments in this book, which can always be counted on. And something that began a few books ago, there are also poignant and highly personal moments. I will voice one disappointment though - that sprinkled into the chapters of writing for which he is best known - personal stories - there are short stories included, several of which come from the perspective of a pet or an animal and one from a fictional character. On their own, they might be entertaining, but juxtaposed next to the personal essays they did not stand up. ...more",Notes are private!,0,1,2,"Jan 12, 2021not set","Jan 23, 2021not set","Dec 18, 2020",,Hardcover,view (with text),/book/show/53487334-the-best-of-me
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Zealot and the Emancipator: John Brown, Abraham Lincoln, and the Struggle for American Freedom","Brands, H.W.",0385544006,9780385544009,0385544006,448        pp,4.17,"1,275","Oct 06, 2020","Oct 06, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The juxtaposition of writing a history that includes the trajectories of both John Brown and Abraham Lincoln is striking and make for an excellent reaThe juxtaposition of writing a history that includes the trajectories of both John Brown and Abraham Lincoln is striking and make for an excellent read. This was a very compelling composition, well-written and at times, reading like a novel. While we are so readily familiar with the sage President who freed the slaves, John Brown has often been written off as fanatical and crazy, this history allows us to come to an understanding that neither man was entirely what we might think he was - that both were flawed and both were on a trajectory that would change the course of history. . ...more",Notes are private!,0,0,1,"May 05, 2022","Jun 11, 2022","Dec 18, 2020",,Hardcover,view (with text),/book/show/50486038-the-zealot-and-the-emancipator
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Promised Land,"Obama, Barack*",1524763160,9781524763169,1524763160,751        pp,4.34,"227,485","Nov 17, 2020","Nov 17, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 16, 2021",not set,"Dec 18, 2020",,Hardcover,view,/book/show/55359022-a-promised-land
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cleanness,"Greenwell, Garth*",0374124582,9780374124588,0374124582,240        pp,3.80,"8,507","Jan 14, 2020","Jan 14, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 11, 2020",,Hardcover,view,/book/show/45892271-cleanness
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hamnet,"O'Farrell, Maggie*",1472223799,9781472223791,1472223799,372        pp,4.20,"255,753","Mar 31, 2020","Mar 31, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"So when I began this book, about a third of the way through I thought this is 3-stars. There is all of this kind of magical forest stuff that felt morSo when I began this book, about a third of the way through I thought this is 3-stars. There is all of this kind of magical forest stuff that felt more like the Hobbit than what I thought this was gonna be. Then halfway through I was like ok, maybe this is 4 stars. This authors, whose previous book was non-fiction and about her brushes with death through her life - she knows and understands death and dying. By the end, it was 5 stars, because it is a rather brilliant and very imaginative story of Hamlet. ...more",Notes are private!,0,1,1,"Jan 23, 2021","Feb 11, 2021","Dec 11, 2020",,Hardcover,view (with text),/book/show/43890641-hamnet
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Troubled Blood        (Cormoran Strike, #5)","Galbraith, Robert",0751579939,9780751579932,0751579939,944        pp,4.37,"125,944","Sep 15, 2020","Sep 15, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I never thought I would like this series and I very much do. This installment was very worthy of the series and the characters have developed really nI never thought I would like this series and I very much do. This installment was very worthy of the series and the characters have developed really nicely. I have no idea what the controversy was surrounding transphobia - it was not there, sorry. Anyway, on the up side, she can really weave a tale and all of the things she brought to the Harry Potter series, she brings here. But that is a two-edged compliment in that while the Hogwarts novels had a huge cast of characters, that was great in a fantasy novel. In a mystery, it can be daunting to keep track of everyone and all the threads. That is what makes it fun too but it can be overwhelming. Like the HP novels, with each progressive book they get longer and more involved and more intricate. For me, this one was a bit of a challenge at times keeping track of who was who and what they did. But it was still good to spend time with Strike and Robin, and to get a special glimpse of Strike’s more personal side. ...more",Notes are private!,0,0,1,"Sep 24, 2020","Nov 24, 2020","Nov 24, 2020",,Hardcover,view (with text),/book/show/51807232-troubled-blood
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Educated,"Westover, Tara*",,,,352        pp,4.47,"1,525,801","Feb 20, 2018","Feb 20, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was a difficult read in many respects, particularly for anyone who suffered from on-going trauma during childhood. It was very insightful, thoughThis was a difficult read in many respects, particularly for anyone who suffered from on-going trauma during childhood. It was very insightful, though kind of ignored, to see a failed parent who was himself the product of a failed parent, convey that damage on down the line with his own children. The book is very well written, but memoir can be tricky for both the writer and the reader. Here I was struck by the clarity of many of the childhood memories, but lack of clarity related to more recent events. Some memories related in the memoir had obvious issues - where for example a person said to be involved in a particular traumatic event has no memory of it, yet the author includes them in the setting anyway. In any case, it is obvious that the author experienced a good deal of trauma growing up and overcame huge obstacles to emerge on the other side of it, and her story is compelling and at times inspiring. ...more",Notes are private!,0,0,1,"Oct 06, 2020","Oct 14, 2020","Oct 06, 2020",,Hardcover,view (with text),/book/show/35133922-educated
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Remains of the Day,"Ishiguro, Kazuo*",,,,258        pp,4.14,"303,616","May 01, 1989",2005,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I am in the process of going back to re-read books that I read from years ago to see how my perspective might have changed given life experience and mI am in the process of going back to re-read books that I read from years ago to see how my perspective might have changed given life experience and my stage in life. There was nowhere better to start. When I first read this story of a butler whose primary tenet in life is a focus on dignity as defined by his role and his ability to fulfill it, I was not that moved by it, nor did I understand the nuance. I saw someone whose world was so narrowly defined and in which he was a willing captor. Now I was much more focused on the aspect, also inherent in the story of course given the title, of taking stock of one’s life and this time that was the emphasis for me. It is beautifully paced and written and was a delight to re-visit, as one might with an old friend you have not seen in years. You appreciate how he or she has changed, and even has aged, and you may take stock of them in a whole new light. ...more",Notes are private!,0,2,1,"Aug 30, 2020","Oct 06, 2020","Aug 30, 2020",,Paperback,view (with text),/book/show/28921.The_Remains_of_the_Day
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The History of the Hudson River Valley: From Wilderness to the Civil War,"Benjamin, Vernon",1590200799,9781590200797,1590200799,624        pp,3.81,52,"Apr 03, 2014","Jun 04, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 30, 2020",,Hardcover,view,/book/show/18114375-the-history-of-the-hudson-river-valley
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,True Grit,"Portis, Charles",1585673692,9781585673698,1585673692,224        pp,4.17,"59,301","May 21, 1968","Dec 30, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I read a piece in the New York Times Book Review by Donna Tartt about Charles Portis, saying he was one of the more overlooked American authors. I havI read a piece in the New York Times Book Review by Donna Tartt about Charles Portis, saying he was one of the more overlooked American authors. I have not enjoyed her books, but some of what she wrote about Portis intrigued me. I remember the film of True Grit from my childhood and thought - what the heck? Wow, what a treat. I think no matter who you are, or what kind of fiction you like, or whatever your genres, this book is for you. Tartt had said that there were passages by him that, like Wodehouse, you will want to read out loud to others. I did not find this to be the case for me. But what I did find was a simple narrative with compelling characters and an exciting plot and pace of action. And I thoroughly enjoyed it and could not wait, after each pause, to get back to it. And... it is somewhat different from the movie, which is not a bad thing. ...more",Notes are private!,0,0,1,"Aug 12, 2020","Aug 24, 2020","Aug 24, 2020",,Paperback,view (with text),/book/show/257845.True_Grit
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tennessee Williams: Mad Pilgrimage of the Flesh,"Lahr, John*",0393021246,9780393021240,0393021246,784        pp,4.23,900,"Sep 11, 2014","Sep 22, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Drama Queen doesn’t begin to describe it. Drama Queen in that he was a queen. Drama Queen in that he reigned over the entire realm of play-writing. DrDrama Queen doesn’t begin to describe it. Drama Queen in that he was a queen. Drama Queen in that he reigned over the entire realm of play-writing. Drama Queen in that everything seemed fraught with drama in his life, not only in general, but daily. On this last point, it is exhausting. It took me months to finish this book. I wanted this book to end and at the same time, I was sorry when it was over. That is just some of what I felt going through this journey. And not only was it exhausting on those levels, be on personal ones - being gay - being from St. Louis - getting older. It is all a tough slog. The book itself also presented some challenges for me in that it sometimes skips about chronologically, making it difficult to keep your bearings, which is probably not unlike its subject. It is well researched and very thorough and in fact, sometimes for some perhaps, too thorough in its detail. It is an important and sad read. The sadness is really rooted in the fact that this was someone who really achieved what he wanted to professionally, but did not seem to understand his own life. On the latter, I think it is something with which we can all identify. One last point, I thought the book was not well named. This was not a pilgrimage of the flesh as much as it was a torture of a spirit I think. ...more",Notes are private!,0,0,1,"Aug 11, 2020","Jun 17, 2021","Aug 11, 2020",,Hardcover,view (with text),/book/show/20663684-tennessee-williams
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Let the Great World Spin,"McCann, Colum*",1400063736,9781400063734,1400063736,351        pp,3.95,"104,956","Jun 16, 2009","Jun 23, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"So all of our lives have threads that run through them connecting us to others. Sometimes intimately, like a family. Sometimes remote, though a sharedSo all of our lives have threads that run through them connecting us to others. Sometimes intimately, like a family. Sometimes remote, though a shared experience - we all went to school together. Sometimes even more remote. Our lives just bump into one another. Colum McCann has put together an ensemble piece that brings tougher one story of many experiences told from the perspectives of people who barely, or never, know each other, centered around a single day. It is a beautiful necklace that has been crafted here. Do yourself a favor and wear it. You will feel rewarded for it....more",Notes are private!,0,2,1,"Jun 09, 2020","Jul 30, 2020","Jun 09, 2020",,Hardcover,view (with text),/book/show/5941033-let-the-great-world-spin
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"My Name Is Lucy Barton        (Amgash, #1)","Strout, Elizabeth*",1400067693,9781400067695,1400067693,193        pp,3.58,"161,442","Jan 12, 2016","Jan 12, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 28, 2022","Nov 05, 2022","May 13, 2020",,Hardcover,view,/book/show/25893709-my-name-is-lucy-barton
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz","Larson, Erik*",,,B07TRVW6VX,546        pp,4.30,"115,985","Feb 25, 2020","Feb 25, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 22, 2020",,Kindle Edition,view,/book/show/51187948-the-splendid-and-the-vile
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Olive, Again        (Olive Kitteridge, #2)","Strout, Elizabeth*",0812996542,9780812996548,0812996542,289        pp,4.11,"97,090","Oct 15, 2019","Oct 15, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"How fortunate to have come across the two Olive books. It seems to have become a thing to write about characters who are so deeply flawed that they arHow fortunate to have come across the two Olive books. It seems to have become a thing to write about characters who are so deeply flawed that they are not really likable people. I have read a number of these novels and not liked them at all. But Olive is not unlike able. But like all of us, she is deeply flawed. And human. And it is the remarkable ability of this author to strike that balance in this character. At times you wonder, why did she do that - why did she say that? But by the end of this novel, and with the previous under your belt, you just know Olive as you would yourself. And you understand that these questions don’t really need an answer. We do things because we are human. And Olive Kitteridge and Olive Again remind us of our flawed humanity. I want to hug her. And she would hate that. ...more",Notes are private!,0,1,1,"Apr 30, 2020","May 13, 2020","Feb 29, 2020",,Hardcover,view (with text),/book/show/43984883-olive-again
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Olive Kitteridge        (Olive Kitteridge, #1)","Strout, Elizabeth*",,,,270        pp,3.85,"236,078","Mar 25, 2008","Mar 25, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Well it is easy to see the Pulitzer Prize thing. A writer that reminded me much of Richard Russo with the ability to paint a deeply intimate portrait Well it is easy to see the Pulitzer Prize thing. A writer that reminded me much of Richard Russo with the ability to paint a deeply intimate portrait of individuals living in a small town. A group of stories comprising a novel all centered around one character, but from different points of view, and done with a deeply human touch and lovely writing. One of my rare 5 stars and I look forward to reading Olive Returns. ...more",Notes are private!,0,1,1,"Feb 29, 2020","Mar 30, 2020","Feb 29, 2020",,Hardcover,view (with text),/book/show/1736739.Olive_Kitteridge
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,City of Girls,"Gilbert, Elizabeth*",1594634734,9781594634734,1594634734,470        pp,4.04,"289,179","Jun 04, 2019","Jun 04, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I am really of two minds about this book. In the first place, it is well-written and takes on the aspect of a good yarn. Characters really come to lifI am really of two minds about this book. In the first place, it is well-written and takes on the aspect of a good yarn. Characters really come to life and it is entertaining and really well crafted.. The downside for me was that the main character is someone I found a bit hard to take. One of the book’s characters says to her - you will never be an interesting person - and in fact, she wasn’t very. Everyone around her was. But she was one of those people who just seemed to let life’s currents carry her wherever. Not that everyone has to be a take-life-by-the-horns kind of person, but she was beyond passive. She was almost passively destructive. By the end, she vindicates herself somewhat and you kind of feel that her being a big mess really isn’t that big of a deal after all. All that aside, it is very engrossing and at times, lovely. ...more",Notes are private!,0,0,1,"Feb 06, 2020","Mar 04, 2020","Feb 06, 2020",,Hardcover,view (with text),/book/show/42135029-city-of-girls
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Pale Blue Eye,"Bayard, Louis",0060733977,9780060733971,0060733977,432        pp,3.79,"9,270","May 23, 2006","May 23, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Oct 08, 2022not set","Oct 27, 2022not set","Jan 21, 2020",,Hardcover,view,/book/show/110076.The_Pale_Blue_Eye
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Courting Mr. Lincoln,"Bayard, Louis",1616208473,9781616208479,1616208473,381        pp,3.73,"2,989","Apr 23, 2019","Apr 23, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Louis Bayard is a soulful writer. This was a very well conceived and well-written book taking a particular aspect of the lives of this famous couple aLouis Bayard is a soulful writer. This was a very well conceived and well-written book taking a particular aspect of the lives of this famous couple and bringing it to life against the relief of Lincoln’s pre-existing friendship with Joshua Speed in the early days in Springfield. The writing is clever and sensitive, switching vantage points between characters with very different perspectives but highly similar needs. I was a fan of Mr. Timothy by Bayard and this one is right up with it. ...more",Notes are private!,0,0,1,"Jan 21, 2020","Feb 03, 2020","Jan 21, 2020",,Hardcover,view (with text),/book/show/40591951-courting-mr-lincoln
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An Instance of the Fingerpost,"Pears, Iain",1573227951,9781573227957,1573227951,704        pp,3.94,"25,487",1997,"Apr 01, 2000",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Well. This is a read for those who love reading and love mysteries and love history. I do all of those, and even then, as well written as this book waWell. This is a read for those who love reading and love mysteries and love history. I do all of those, and even then, as well written as this book was, it was also a slog for me. It is four different accounts of events in 17th Century Oxford. At least two of the accounts are from people who themselves are very difficult to endure. That is what makes it a bit of a slog, yet they represent human nature and also are essential. The end is a reward. But you have to stick with it. ...more",Notes are private!,0,3,1,"Dec 20, 2019","Jan 20, 2020","Nov 26, 2019",,Paperback,view (with text),/book/show/15888.An_Instance_of_the_Fingerpost
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trace Elements        (Comissario Guido Brunetti #29),"Leon, Donna",0802148670,9780802148674,0802148670,278        pp,3.88,"8,392","Mar 03, 2020","Mar 03, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"So I have read every single of the 29 novels. I am in love with the characters which is what brings me back time and time again. I am one of the touriSo I have read every single of the 29 novels. I am in love with the characters which is what brings me back time and time again. I am one of the tourists that Donna Leon so clearly disdains, but not for many years. But reading each book is not only revisiting the characters - Guido and Paola - but to eat a sandwich in a bar in Venice. ...more",Notes are private!,0,0,1,"Apr 05, 2020","Apr 21, 2020","Nov 22, 2019",,Hardcover,view (with text),/book/show/52703417-trace-elements
