,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Ed's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girls Who Stepped Out of Line,"Eder, Mari K*",1728230926,9781728230924,1728230926,400        pp,4.00,"2,592","Aug 03, 2021","Aug 03, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Enjoyable read of women heroes.,Notes are private!,0,8,1,"Oct 14, 2022","Oct 20, 2022","Oct 14, 2022",,Hardcover,view (with text),/book/show/54717141-the-girls-who-stepped-out-of-line
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shocking the Conscience: A Reporter's Account of the Civil Rights Movement,"Booker, Simeon",1617037893,9781617037894,1617037893,352        pp,4.23,22,"Dec 18, 2012","Apr 01, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I enjoyed reading this extensive chronicle of the civil rights movement written by an editor for Jet Magazine. Mr. Booker covers the whole gamut of evI enjoyed reading this extensive chronicle of the civil rights movement written by an editor for Jet Magazine. Mr. Booker covers the whole gamut of events from his firsthand experience. He has a journalist's eye to pick out the right key details to include in his writing. I also learned about Jet and the other Black publications from the era. There's a little humor, too. An interesting and useful for me. ...more",Notes are private!,0,5,1,"Oct 06, 2022","Oct 14, 2022","Oct 06, 2022",,Hardcover,view (with text),/book/show/16148560-shocking-the-conscience
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tell Me Everything: The Story of a Private Investigation,"Krouse, Erika*",1250240301,9781250240309,1250240301,288        pp,3.76,"16,231","Mar 15, 2022","Mar 15, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Sep 23, 2022","Sep 29, 2022","Sep 23, 2022",,Hardcover,view,/book/show/57693601-tell-me-everything
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Path Lit by Lightning: The Life of Jim Thorpe,"Maraniss, David*",1476748411,9781476748412,1476748411,672        pp,4.03,"2,163","Aug 09, 2022","Aug 09, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Insightful, well-told biography of Jim Thorpe who got screwed out of his Olympic medals. Lots of vivid sports descriptions of baseball and football gaInsightful, well-told biography of Jim Thorpe who got screwed out of his Olympic medals. Lots of vivid sports descriptions of baseball and football games. The biographer has an easy-to-read prose style. I learned a lot about Jim Thorpe and admired him even more....more",Notes are private!,0,10,1,"Sep 09, 2022","Sep 22, 2022","Sep 09, 2022",,Hardcover,view (with text),/book/show/59365050-path-lit-by-lightning
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Three Girls from Bronzeville,"Turner, Dawn",1982107707,9781982107703,1982107707,336        pp,4.29,"4,347","Sep 07, 2021","Sep 07, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"Sep 09, 2022","Sep 13, 2022","Sep 09, 2022",,Hardcover,view,/book/show/56898086-three-girls-from-bronzeville
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Blue Knight,"Wambaugh, Joseph*",0440215811,9780440215813,0440215811,320        pp,3.89,"1,986","Feb 28, 1972","May 01, 1993",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This entertaining, somewhat rambling tale is the narration of an LAPD-beat cop retiring in three eventful days. I think it was made into a TV cop seriThis entertaining, somewhat rambling tale is the narration of an LAPD-beat cop retiring in three eventful days. I think it was made into a TV cop series by the same name, starring George Kennedy. I vaguely remember watching it. I enjoy reading cop novels, so it was in my wheelhouse. Lots of police jargon is used as well as male humor. Solid read. ...more",Notes are private!,0,14,1,"Aug 26, 2022","Sep 06, 2022","Aug 26, 2022",,Mass Market Paperback,view (with text),/book/show/21500.The_Blue_Knight
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dead Are Arising: The Life of Malcolm X,"Payne, Les",1631491660,9781631491665,1631491660,612        pp,4.34,"4,281","Oct 20, 2020","Oct 20, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I wanted to learn more about Malcolm X, and this biography gave me what I sought to learn. It's a generally sympathetic, fair-minded, and informative I wanted to learn more about Malcolm X, and this biography gave me what I sought to learn. It's a generally sympathetic, fair-minded, and informative biography of the Black religious leader. I thought the author wanted to present a well-balanced discussion of her controversial subject and succeeded. It's well researched. By the end of the book, I felt as if I'd satisfied my curiosity and may continue my reading on Malcolm X. ...more",Notes are private!,0,6,1,not set,not set,"Aug 13, 2022",,Hardcover,view (with text),/book/show/50489321-the-dead-are-arising
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sentence,"Erdrich, Louise",006267112X,9780062671127,006267112X,387        pp,3.96,"68,598","Nov 09, 2021","Nov 09, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Enjoyable tale of magic and Covid-19.,Notes are private!,0,11,1,"Aug 05, 2022","Aug 14, 2022","Aug 05, 2022",,Hardcover,view (with text),/book/show/56816904-the-sentence
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How the Word Is Passed: A Reckoning with the History of Slavery Across America,"Smith, Clint*",0316492930,9780316492935,0316492930,336        pp,4.72,"33,081","Jun 01, 2021","Jun 01, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Excellent read.,Notes are private!,0,11,1,"Jul 25, 2022","Jul 29, 2022","Jul 25, 2022",,Hardcover,view (with text),/book/show/55643287-how-the-word-is-passed
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Assume Nothing,"Haywood, Gar Anthony",0727880837,9780727880833,0727880837,224        pp,3.53,123,"Aug 25, 2011","Dec 01, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This engaging crime novel by one of my favorite authors is a standalone title. I read it strictly for hardboiled entertainment value, and I wasn't disThis engaging crime novel by one of my favorite authors is a standalone title. I read it strictly for hardboiled entertainment value, and I wasn't disappointed. The protagonist is an ex-cop with a violent past who finds himself in another jam. The dialogue rings true, the characters are well-drawn, and the pace is snappy. Good stuff. ...more",Notes are private!,0,12,1,"Jul 20, 2022","Jul 24, 2022","Jul 20, 2022",,Hardcover,view (with text),/book/show/11222802-assume-nothing
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,18 Tiny Deaths: The Untold Story of Frances Glessner Lee and the Invention of Modern Forensics,"Goldfarb, Bruce*",1492680478,9781492680475,1492680478,336        pp,3.70,"3,114","Feb 04, 2020","Feb 04, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I liked reading this biography. The subject is a wealthy old lady who constructed ""dioramas"" of the different types of crime scenes as a teaching aid I liked reading this biography. The subject is a wealthy old lady who constructed ""dioramas"" of the different types of crime scenes as a teaching aid in modern forensics at Harvard University. Her dioramas are still in use today. In a male-dominated profession, few men took her too seriously. Harvard condescended to her because they wanted her pile of money when she died. And yet she did more than her better-educated peers to establish forensics as the serious field of medicine it is today. She befriended the mystery writer, Erle Stanley Garner, and Hollywood even called on her to make a movie. I admire Ms. Lee's pluck, grit, and doggedness. True crime buffs might especially enjoy her biography. ...more",Notes are private!,0,11,1,"Jul 15, 2022","Jul 20, 2022","Jul 15, 2022",,Hardcover,view (with text),/book/show/46159525-18-tiny-deaths
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One-Shot Harry,"Phillips, Gary",1641292911,9781641292917,1641292911,274        pp,3.47,778,"Apr 05, 2022","Apr 05, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"After scoring a well-deserved favorable  in the WaPo, I decided to read One-Shot Harry, a freelance photographer for the Black publications of 1After scoring a well-deserved favorable  in the WaPo, I decided to read One-Shot Harry, a freelance photographer for the Black publications of 1963. He also has prodigious private investigator skills which he puts to good use when he looks into the murder of a friend. Events soon cascade into more trouble. There is much to enjoy about this top-notch hardboiled novel, including the vivid Los Angeles setting, sturdy African-American characters, and sharp eye for details. The cameos of historical figures add to the appeal. Dr. King makes an appearance, for instance. If you're a fan of private eye novels like me, this one hits all the right notes, and plenty more. ...more",Notes are private!,0,9,1,"Jul 07, 2022","Jul 15, 2022","Jul 07, 2022",,Hardcover,view (with text),/book/show/58658349-one-shot-harry
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On Juneteenth,"Gordon-Reed, Annette",1631498835,9781631498831,1631498835,148        pp,4.18,"9,049","May 04, 2021","May 04, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Short, informative discussion about the Juneteenth holiday.",Notes are private!,0,6,1,"Jul 07, 2022","Jul 07, 2022","Jul 07, 2022",,Hardcover,view (with text),/book/show/55298325-on-juneteenth
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"They Can't Kill Us All: Ferguson, Baltimore, and a New Era in America’s Racial Justice Movement","Lowery, Wesley",0316312479,9780316312479,0316312479,256        pp,4.04,"3,963","Nov 15, 2016","Nov 15, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Mr. Lowery won a Pulitzer Prize for his reporting of the painful and poignant events covered in his book.,Notes are private!,0,6,1,Jul 2022,"Jul 04, 2022","Jul 01, 2022",,Hardcover,view (with text),/book/show/29467267-they-can-t-kill-us-all
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chasing History: A Kid in the Newsroom,"Bernstein, Carl",1627791507,9781627791502,1627791507,384        pp,4.18,"1,623","Jan 11, 2022","Jan 11, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Carl Bernstein of Woodward & Bernstein fame recounts his first years during the early 1960s in the newspaper profession. He began his career at The WaCarl Bernstein of Woodward & Bernstein fame recounts his first years during the early 1960s in the newspaper profession. He began his career at The Washington Evening Star, which went of out business in 1981. I liked reading the Star's sports section and book s. While maturing into a news journalist, Bernstein did the boys-will-be-boys antics like cutting class and drag racing. I liked his deadpan humor, unpretentious tone, and chatty prose. Be sure to read the Epilogue where he tells what became of his bosses and coworkers. All in all, a satisfying read. ...more",Notes are private!,0,5,1,"Jun 23, 2022","Jun 29, 2022","Jun 23, 2022",,Hardcover,view (with text),/book/show/55077570-chasing-history
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rickey: The Life and Legend of an American Original,"Bryant, Howard*",0358047315,9780358047315,0358047315,448        pp,4.24,"1,152",unknown,"Jun 07, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I usually like to read baseball books during the winter offseason to tide me over until spring training begins. But I went ahead and read this book. RI usually like to read baseball books during the winter offseason to tide me over until spring training begins. But I went ahead and read this book. Rickey (yes, spelled with an ""e"") probably ranks as the best leadoff hitter in baseball history. This earnest, sympathetic, and funny biography looks at the all-time stole-base leader. I recognized many of the ballplayers' names who are mentioned. Rickey loved controversial Manager Billy Martin, which I'd forgotten. Rickey had his share of warts as the book shows, but don't we all? He was immense fun to watch play baseball, and I admired his prodigious talent. From what I've read, he didn't ""juice"" in an era when many of his fellow ballplayers did. The guy played pro ball until he was 46! It was an enjoyable read in the middle of the baseball season. ...more",Notes are private!,0,15,1,"Jun 09, 2022","Jun 23, 2022","Jun 09, 2022",,Hardcover,view (with text),/book/show/58311924-rickey
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Travels with George: In Search of Washington and His Legacy,"Philbrick, Nathaniel*",0525562176,9780525562177,0525562176,374        pp,3.84,"3,550","Sep 14, 2021","Sep 14, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I liked reading this chatty, informative, and engaging travelogue formatted to read like John Steinbeck's classic title, Travels with Charley, which II liked reading this chatty, informative, and engaging travelogue formatted to read like John Steinbeck's classic title, Travels with Charley, which I recently read. Like Steinbeck, Philbrick and his wife Melissa follow the routes George Washington took during his fact-finding tours throughout the newly-formed United States. He'd just been elected the first President and wanted to bring the states together as one nation. Sound familiar? The author devotes a lot of thought-provoking discussion to Washington and his enslaved laborers. I learned some things, good and bad, about GW that I didn't know before. If you like American history or biographies, this title might be of interest to you. It moved fast for me, and I took to the lively prose style. I came away with a greater admiration for George Washington....more",Notes are private!,0,19,1,"Jun 04, 2022","Jun 13, 2022","Jun 04, 2022",,Hardcover,view (with text),/book/show/57070600-travels-with-george
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Daisy Jones & The Six,"Reid, Taylor Jenkins*",1524798622,9781524798628,1524798622,355        pp,4.21,"1,486,563","Mar 05, 2019","Mar 05, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I liked reading this entertaining oral history of a fictitious rock-and-roll band. The time period, setting, and plot reminded me of Stevie Nicks and I liked reading this entertaining oral history of a fictitious rock-and-roll band. The time period, setting, and plot reminded me of Stevie Nicks and Lindsay Buckingham (and their troubled relationship) of Fleetwood Mac. The author mentions them in the Acknowledgements. Sex, drugs, and rock-and-roll pretty much sum up what happens to the seven (if you count Daisy) band members. Their different personalities provide the conflict and fireworks. The ""oral history"" structure works, for the most part, and keeps the story bubbling along. Ah, to be young again in the 1970s. This book takes me back to those times. ...more",Notes are private!,0,25,1,"May 31, 2022","Jun 03, 2022","May 31, 2022",,Hardcover,view (with text),/book/show/40597810-daisy-jones-the-six
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Lost Family: How DNA Testing Is Uncovering Secrets, Reuniting Relatives, and Upending Who We Are","Copeland, Libby*",1419743007,9781419743009,1419743007,294        pp,4.02,"2,728","Mar 03, 2020","Mar 03, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This exposé, for the lack of a better term, exposes the seedy underbelly of recreational DNA testing where in many cases family dark secrets are reveaThis exposé, for the lack of a better term, exposes the seedy underbelly of recreational DNA testing where in many cases family dark secrets are revealed. Adoptions, sperm donations, affairs, incest, rape, and other bad things come to light, and the traumatized families are left to deal with cleaning it up. Of course, there is the fun element in learning about your family's roots. There is a lot of genetic science explained in detail that I found a challenge to follow at times, but that's probably just me. The different ""seekers'"" stories are interesting as they sometimes spent years tracing back their ancestral lines. At any rate, I'll think twice before I spit into a vial from a DNA kit and mail it off to one of the popular DNA testing companies. ...more",Notes are private!,0,17,1,"May 12, 2022","May 15, 2022","May 12, 2022",,Hardcover,view (with text),/book/show/50158836-the-lost-family
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Great Stewardess Rebellion: How Women Launched a Workplace Revolution at 30,000 Feet","Wulfhart, Nell McShane",0385546459,9780385546454,0385546459,320        pp,4.03,"1,064","Apr 19, 2022","Apr 19, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This enjoyable nonfiction book is a sympathetic, well-written account of the airline ""stewardesses"" struggle to gain workplace rights (the same treatmThis enjoyable nonfiction book is a sympathetic, well-written account of the airline ""stewardesses"" struggle to gain workplace rights (the same treatment as their men colleagues) during the 1960s. The first flight I ever took was on a Braniff airliner in 1973, so I don't remember much of the stuff covered, but I do recall seeing the airlines' sexist ads in magazines and on TV. The rules were stupid and arbitrary (the weight requirements, for instance), but the airlines had an economic incentive to keep the payroll low for their flight attendants who still unionized. I like reading stories about underdogs who succeed in their struggles and win the fight....more",Notes are private!,0,12,1,"May 06, 2022","May 11, 2022","May 06, 2022",,Hardcover,view (with text),/book/show/58783800-the-great-stewardess-rebellion
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Writers and Their Pets,"Krull, Kathleen",1947458523,9781947458529,1947458523,192        pp,3.94,97,unknown,"Jun 11, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I didn't realize this is a YA nonfiction book until I started reading it. But I liked the cute topic and went ahead and finished it. The variety of wrI didn't realize this is a YA nonfiction book until I started reading it. But I liked the cute topic and went ahead and finished it. The variety of writers and their respective pets is fairly impressive. Dorothy Parker had a poodle she named Cliche, for instance. Most of the pets I hadn't heard of before. Hemingway's five-toed cats are fairly well-known. Some of the writers with serious mental issues took comfort in their pets (like Virginia Woolf, for instance). If you're looking for a short, breezy read, this title might be the one for you. ...more",Notes are private!,0,18,1,"May 05, 2022","May 06, 2022","May 05, 2022",,Hardcover,view (with text),/book/show/40593447-writers-and-their-pets
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Fear of the Dark        (Aaron Gunner, #1)","Haywood, Gar Anthony",0312017960,9780312017965,0312017960,185        pp,3.60,97,"Jan 01, 1988","Jan 01, 1988",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I decided to read Gar Anthony Haywood's first title in his P.I. series. It's a winner. Aaron Gunner gets involved in a violent race war, and in the enI decided to read Gar Anthony Haywood's first title in his P.I. series. It's a winner. Aaron Gunner gets involved in a violent race war, and in the end, he decides to become a full-time private eye. If you like hardboiled gumshoe tales, give this one a try. ...more",Notes are private!,0,8,2,"May 04, 2022not set","May 30, 2022not set","May 04, 2022",,Hardcover,view (with text),/book/show/3489873-fear-of-the-dark
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Black Women's History of the United States,"Berry, Daina Ramey",0807033553,9780807033555,0807033553,273        pp,4.29,"3,127","Feb 04, 2020","Feb 04, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book is a well-written, fast-paced overview of the historical role Black women played in the United States. Since I was a history major in collegThis book is a well-written, fast-paced overview of the historical role Black women played in the United States. Since I was a history major in college, I remain interested in learning about new historical things. I learned some new insights about race relations, a topic I find important. ...more",Notes are private!,0,11,1,"Apr 21, 2022","May 03, 2022","Apr 21, 2022",,Hardcover,view (with text),/book/show/45153160-a-black-women-s-history-of-the-united-states
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,French Braid,"Tyler, Anne*",059332109X,9780593321096,059332109X,244        pp,3.65,"48,672","Mar 22, 2022","Mar 22, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I decided to read Anne Tyler's newest work of fiction since I've been a longtime fan of her novels. I wasn't disappointed, I'm happy to report. She reI decided to read Anne Tyler's newest work of fiction since I've been a longtime fan of her novels. I wasn't disappointed, I'm happy to report. She returns to her Baltimore (and its suburbs) setting and features the same type of eccentric, slightly dysfunctional while still likable and sympathetic characters. I like her narrative arcs, spanning multiple generations, and how she depicts their interactions. Her eye for detail and spot-on insights leave me in awe sometimes. There was one scene, however, which left me a little cold and disapproving. However, I didn't let it interfere with my overall reading pleasure. Plus, she infuses her stories with a lot of warm humor and gentle wit. I've included her earlier books on my wish list for my future reads. ...more",Notes are private!,0,17,1,"Apr 09, 2022","Apr 22, 2022","Apr 09, 2022",,Hardcover,view (with text),/book/show/58065401-french-braid
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Working Stiff: Two Years, 262 Bodies, and the Making of a Medical Examiner","Melinek, Judy*",1476727252,9781476727257,1476727252,258        pp,4.25,"23,398","Aug 12, 2014","Aug 12, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I liked reading Working Stiff, although I found the subject matter to be grim and gruesome, at times. Judy Melinek is an intrepid, brilliant, and gritI liked reading Working Stiff, although I found the subject matter to be grim and gruesome, at times. Judy Melinek is an intrepid, brilliant, and gritty M.E. who was on the front lines, working at the 9/11 tragedy in New York City. She plays something of a detective in identifying the killer with the ""clues"" that she discovers, which interested me. Her profession helps to catch and lock up the worst of the bad guys. She also has a happy family life with her husband and two children. She explains a lot and uses loads of details. All in all, this was a satisfying read but might not be for those who tend to shy away from the gory material. ...more",Notes are private!,0,12,1,"Mar 28, 2022","Apr 09, 2022","Mar 28, 2022",,Hardcover,view (with text),/book/show/18775327-working-stiff
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,State of Terror,"Clinton, Hillary Rodham",198217367X,9781982173678,198217367X,495        pp,4.10,"76,450","Oct 12, 2021","Oct 12, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This deftly plotted, briskly paced, and neatly written political thriller isn't my usual cup of tea, but I found it fun and entertaining. Lots of twisThis deftly plotted, briskly paced, and neatly written political thriller isn't my usual cup of tea, but I found it fun and entertaining. Lots of twists and turns heighten the suspense. I liked the literary references sprinkled in, too. It's a long book that flies by while you're reading it. Louise Penny's writing shines through. ...more",Notes are private!,0,12,1,"Mar 28, 2022",Apr 2022,"Mar 28, 2022",,Hardcover,view (with text),/book/show/56898262-state-of-terror
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"It's Not a Pretty Sight        (Aaron Gunner, #4)","Haywood, Gar Anthony",0399141324,9780399141324,0399141324,230        pp,3.68,44,"Sep 09, 1996","Sep 09, 1996",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I've been a big fan of Gar Anthony Haywood's fiction for over 20 years. I read a few of his P.I. Aaron Gunner novels back then and decided to read anoI've been a big fan of Gar Anthony Haywood's fiction for over 20 years. I read a few of his P.I. Aaron Gunner novels back then and decided to read another one now. I'm happy to report his sturdy, compassionate, and well-plotted private eye novels hold up quite nicely. He spins a good mystery, too. Think of Walter Mosley's Easy Rawlins. At any rate, I plan to read some more titles in the series. ...more",Notes are private!,0,7,1,"Mar 15, 2022","Mar 24, 2022","Mar 15, 2022",,Hardcover,view (with text),/book/show/846448.It_s_Not_a_Pretty_Sight
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Storyteller: Tales of Life and Music,"Grohl, Dave",0063076098,9780063076099,0063076098,384        pp,4.48,"133,610","Oct 05, 2021","Oct 05, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I enjoyed reading Dave Grohl's memoir which he wrote during the Covid-19 pandemic's early days. He's very exuberant about his music, family, and frienI enjoyed reading Dave Grohl's memoir which he wrote during the Covid-19 pandemic's early days. He's very exuberant about his music, family, and friends. He's risen high in the music world, playing at The White House and at the Academy Awards. He knows lots of famous people like Paul McCartney and others. Dave grew up in Springfield, Virginia, not far from where I now live. His mom was a public school teacher. He sounds like a pretty cool guy to hang out with and visit. Good discussions about his days with Nirvana and Kurt Cobain. ...more",Notes are private!,0,12,1,"Mar 06, 2022","Mar 14, 2022","Mar 06, 2022",,Hardcover,view (with text),/book/show/57648017-the-storyteller
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Renegades: Born in the USA,"Obama, Barack*",0593236319,9780593236314,0593236319,320        pp,4.32,"2,351","Oct 26, 2021","Oct 26, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Imagine two middle-aged dudes sitting down and talking to solve all the world's problems. This extended interview reminds me of that kind of situationImagine two middle-aged dudes sitting down and talking to solve all the world's problems. This extended interview reminds me of that kind of situation. Springsteen is 1o years older than Obama. But they seem to connect and have become good friends. Their wives are also close friends. There are lots of photos, which on my primitive Kindle don't look all that clear. Both men reveal a lot about their different backstories, especially when growing up. Both remain optimistic and clear-eyes about where the USA is and where it will be going. Enjoyable and fast-paced. I've been a Springsteen fan from back when he appeared on the front cover of Newsweek and Time. Anyway, good stuff. ...more",Notes are private!,0,11,1,"Mar 02, 2022","Mar 08, 2022","Mar 02, 2022",,Hardcover,view (with text),/book/show/58542840-renegades
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bent Halo,"Lynskey, Ed*",,,B09RJRH1TY,157        pp,0.00,0,unknown,"Feb 18, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,2,"Feb 05, 2023not set","Feb 07, 2023not set","Feb 26, 2022",,Kindle Edition,view,/book/show/60501480-bent-halo
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fowl Play,"Lynskey, Ed*",,,B09RJR289X,157        pp,4.67,3,unknown,"Mar 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Apr 02, 2022not set","Apr 09, 2022not set","Feb 26, 2022",,Kindle Edition,view,/book/show/60501440-fowl-play
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fur the Win        (Piper & Bill Robins #2),"Lynskey, Ed*",,,,175        pp,3.58,12,unknown,"Jan 16, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 24, 2022",,ebook,view,/book/show/28093861-fur-the-win
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Smoking on Mount Rushmore: 16 New & Selected Short Stories,"Lynskey, Ed*",,,,123        pp,3.83,18,2013,"Jan 08, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 24, 2022",,ebook,view,/book/show/17228169-smoking-on-mount-rushmore
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dirt-Brown Derby        (P.I. Frank Johnson #2),"Lynskey, Ed*",,,,172        pp,3.49,43,"Jul 22, 2006","May 03, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 24, 2022",,ebook,view,/book/show/17880288-the-dirt-brown-derby
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ask the Dice,"Lynskey, Ed*",,,B005ZVJIHU,222        pp,3.60,45,unknown,"Oct 25, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 24, 2022",,Kindle Edition,view,/book/show/12966107-ask-the-dice
