,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Robert's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Pixie's Kiss (paranormal erotica, M/f)        (paranormal erotica, M/f) (Pixies' Desire Book 3)","Hayne, Stella",,,B007ZI2BNE,13        pp,3.00,3,"Apr 30, 2012","Apr 28, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Sep 22, 2020","Sep 22, 2020",,Kindle Edition,view,/book/show/20873114-pixie-s-kiss-paranormal-erotica-m-f
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Grilled Shrimp Recipes : The 10 Greatest Grilled Shrimp Recipes Ever,"Marriot, Alexander",,,B008A6SCMY,17        pp,1.50,2,"Jun 08, 2012","Jun 08, 2012",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 21, 2020","Sep 21, 2020","Sep 21, 2020",,Kindle Edition,view,/book/show/19211930-grilled-shrimp-recipes
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Is Shop,"Summers, Michael",1476213879,9781476213873,B008D131B8,20        pp,3.25,8,"Jun 19, 2012","Jun 19, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 21, 2020","Sep 21, 2020","Sep 21, 2020",,Kindle Edition,view,/book/show/19230380-the-is-shop
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gelato - The Famous Italian Ice Cream Recipes,"Sobhy, Sherief",,,B009MYZVQS,40        pp,2.00,1,unknown,"Oct 06, 2012",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 21, 2020","Sep 21, 2020","Sep 21, 2020",,Kindle Edition,view,/book/show/55421816-gelato---the-famous-italian-ice-cream-recipes
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fuck My Pussy Or Else…,"Love, Kathy",,,B007BXYY7O,4        pp,3.67,6,"Feb 21, 2012","Feb 21, 2012",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 21, 2020","Sep 21, 2020","Sep 21, 2020",,Kindle Edition,view,/book/show/20706246-fuck-my-pussy-or-else
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,From My Cracked Out Heart,"Pudge, Jimmy",,,B006LO9UNW,11        pp,3.60,5,"Dec 12, 2011","Dec 12, 2011",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 21, 2020","Sep 21, 2020","Sep 21, 2020",,Kindle Edition,view,/book/show/21305252-from-my-cracked-out-heart
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,'Nids,"Garton, Ray*",,,B00J90CJCE,150        pp,3.74,122,2006,"Apr 01, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 20, 2020","Sep 21, 2020","Sep 20, 2020",,Kindle Edition,view,/book/show/39942702-nids
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Zombie Fallout        (Zombie Fallout #1),"Tufo, Mark*",,,B003A022YO,405        pp,4.04,"12,327","Feb 25, 2010",Jul 2020,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 19, 2020","Nov 13, 2020","Sep 19, 2020",,Kindle Edition,view,/book/show/54346937-zombie-fallout
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Indian Vegetable Recipes : The 10 Greatest Indian Vegetable Recipes Ever,"Marriot, Alexander",,,B008A6TNOK,19        pp,3.50,2,"Jun 08, 2012","Jun 08, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 19, 2020","Sep 19, 2020","Sep 19, 2020",,Kindle Edition,view,/book/show/19416343-indian-vegetable-recipes
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Slime Night!,"Pauley III, William*",,,B007C8FIP0,20        pp,4.02,42,"Feb 21, 2012","Feb 21, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 18, 2020","Sep 19, 2020","Sep 18, 2020",,Kindle Edition,view,/book/show/13503084-slime-night
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bigboobenstein,"O'Brien, Jeff*",,,B00ZYE5NZE,190        pp,4.24,111,"Aug 01, 2013","Jun 17, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 17, 2020","Sep 18, 2020","Sep 17, 2020",,Kindle Edition,view,/book/show/25781924-bigboobenstein
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ink,"Maberry, Jonathan*",1250765889,9781250765888,1250765889,453        pp,3.96,970,"Nov 17, 2020","Nov 17, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 15, 2020",,Paperback,view,/book/show/49127389-ink
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harrow the Ninth        (The Locked Tomb, #2)","Muir, Tamsyn*",,,B07WYSGHC7,538        pp,4.30,"65,468","Aug 04, 2020","Aug 04, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 14, 2020",,Kindle Edition,view,/book/show/53086262-harrow-the-ninth
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,23 Delicious and Nutritious Vegetarian Lunch Recipes,"Lynne, Shelley*",,,B006ZCGLLE,70        pp,3.41,22,unknown,unknown,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 13, 2020","Sep 13, 2020","Sep 13, 2020",,Kindle Edition,view,/book/show/15718642-23-delicious-and-nutritious-vegetarian-lunch-recipes
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blood Kiss,"Synthia, Molly",,,B007LES1XQ,10        pp,3.00,5,"Mar 16, 2012","Mar 16, 2012",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 12, 2020","Sep 13, 2020","Sep 12, 2020",,Kindle Edition,view,/book/show/13563814-blood-kiss
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Little Wars; a game for boys from twelve years of age to one hundred and fifty and for that more intelligent sort of girl who likes boys' games and books.,"Wells, H.G.",,,B008473H4C,42        pp,3.64,325,1913,"May 16, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 10, 2020","Sep 12, 2020","Sep 10, 2020",,Kindle Edition,view,/book/show/18935228-little-wars-a-game-for-boys-from-twelve-years-of-age-to-one-hundred-and
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Slutty Teen Sex Stories XXX: Slutty Teen Gets Banged Hard,"Horn, Anna",,,B007BEVF52,10        pp,2.00,1,"Feb 19, 2012","Feb 19, 2012",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 10, 2020","Sep 10, 2020","Sep 10, 2020",,Kindle Edition,view,/book/show/22314139-slutty-teen-sex-stories-xxx
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rico Slade Will Fucking Kill You,"Sands, Bradley*",,,B004UVQTPK,112        pp,3.66,530,"Feb 04, 2011","Apr 01, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Sep 10, 2020","Sep 10, 2020",,Kindle Edition,view,/book/show/11469789-rico-slade-will-fucking-kill-you
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Prof's Sex Curve,"Hayne, Stella",,,B0083NU83U,14        pp,1.50,2,"May 15, 2012","May 15, 2012",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 10, 2020","Sep 10, 2020","Sep 10, 2020",,Kindle Edition,view,/book/show/21387326-prof-s-sex-curve
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Premature Burial Grounds        (31 Horrifying Tales From The Dead Series 2),"Von Stoller, Drac",,,B008128XNK,5        pp,2.60,30,"Apr 22, 2012","Nov 17, 2013",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 10, 2020","Sep 10, 2020","Sep 10, 2020",,Kindle Edition,view,/book/show/20501667-the-premature-burial-grounds
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Porn Can Be Fun,"Koehler, Tracy",,,B0043M4NG8,7        pp,2.33,3,"Sep 18, 2010",unknown,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 10, 2020","Sep 10, 2020","Sep 10, 2020",,Kindle Edition,view,/book/show/9471930-porn-can-be-fun
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Poesisms,"Moffat, Luke",,,B007N25BBQ,35        pp,1.00,1,"Mar 20, 2012","Mar 20, 2012",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 10, 2020","Sep 10, 2020","Sep 10, 2020",,Kindle Edition,view,/book/show/22077681-poesisms
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Panty Fetish Boss,"Leilani, Nadine",,,B007GTWLJ6,12        pp,2.00,1,"Aug 11, 2012","Nov 25, 2013",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 10, 2020","Sep 10, 2020","Sep 10, 2020",,Kindle Edition,view,/book/show/21027555-panty-fetish-boss
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hackettstown,"Hartman, Brian*",,,B0070NFVHC,50        pp,3.50,2,"Jan 21, 2012","Jan 21, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 09, 2020","Sep 10, 2020","Sep 09, 2020",,Kindle Edition,view,/book/show/21122840-hackettstown
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Grilled Vegetable Recipes : The 10 Greatest Grilled Vegetable Recipes Ever,"Marriot, Alexander",,,B008A6SD2S,17        pp,4.33,3,"Jun 08, 2012","Jun 08, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 09, 2020","Sep 09, 2020","Sep 09, 2020",,Kindle Edition,view,/book/show/20525806-grilled-vegetable-recipes
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Grilled Dessert Recipes : The 10 Greatest Grilled Dessert Recipes Ever,"Marriot, Alexander",,,B008A6QW9O,15        pp,3.00,3,"Jun 08, 2012","Jun 08, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 09, 2020","Sep 09, 2020","Sep 09, 2020",,Kindle Edition,view,/book/show/22551321-grilled-dessert-recipes
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Golem,"Maternowski, Todd*",,,B005G6CB5U,16        pp,3.21,58,"Jul 01, 2011",unknown,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 09, 2020","Sep 09, 2020","Sep 09, 2020",,Kindle Edition,view,/book/show/12412676-the-golem
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ghost Writer,"Underhill, Tom C.",1465780165,,B007EEVZF4,8        pp,3.17,23,"Feb 26, 2012","Feb 26, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 09, 2020","Sep 09, 2020","Sep 09, 2020",,Kindle Edition,view,/book/show/20802727-ghost-writer
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Street That Wasn't There,"Simak, Clifford D.",,,B004TIKRMA,26        pp,3.66,323,"Jul 01, 1941",unknown,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 07, 2020","Sep 08, 2020","Sep 07, 2020",,Kindle Edition,view,/book/show/11071540-the-street-that-wasn-t-there
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Losing My Soul: Poems,"Raffaelle, Selena",,,B006P83XHI,11        pp,1.50,2,"Dec 22, 2011","Dec 22, 2011",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 07, 2020","Sep 07, 2020","Sep 07, 2020",,Kindle Edition,view,/book/show/20487480-losing-my-soul
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"How To Make Amazing Vegetarian Breakfast - Top 30 Fast, Easy & Delicious Vegetarian Recipes Volume 1","Roberts, Linda",,,B00859NB2W,49        pp,2.50,2,"May 21, 2012","May 21, 2012",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 07, 2020","Sep 07, 2020","Sep 07, 2020",,Kindle Edition,view,/book/show/19093678-how-to-make-amazing-vegetarian-breakfast---top-30-fast-easy-delicious
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Butterfly Story,"Montressor, TR",,,B007QYC77M,2        pp,3.00,1,"Apr 02, 2012","Apr 02, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 07, 2020","Sep 07, 2020","Sep 07, 2020",,Kindle Edition,view,/book/show/26069035-a-butterfly-story
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Contagion,"Gehlert, Jason",,,B00JMLIXQQ,220        pp,3.38,13,"Aug 23, 2013","Aug 23, 2013",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 04, 2020","Sep 07, 2020","Sep 04, 2020",,Kindle Edition,view,/book/show/23301266-contagion
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Compulsory Killing,"Millar, Chris*",,,B00729GZR4,3        pp,1.00,1,unknown,"Apr 27, 2012",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 04, 2020","Sep 04, 2020","Sep 04, 2020",,Kindle Edition,view,/book/show/55233479-compulsory-killing
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chinese Beef and Pork Recipes : The 10 Greatest Chinese and Pork Recipes Ever,"Marriot, Alexander",,,B008A6P4TI,18        pp,2.00,2,"Jun 08, 2012","Jun 08, 2012",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 04, 2020","Sep 04, 2020","Sep 04, 2020",,Kindle Edition,view,/book/show/21524619-chinese-beef-and-pork-recipes
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chemotherapeutical Nightmares,"Pelloni, Stefano",,,B006TCGQ42,50        pp,1.00,1,"Jan 03, 2012","Jan 03, 2012",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 04, 2020","Sep 04, 2020","Sep 04, 2020",,Kindle Edition,view,/book/show/25396521-chemotherapeutical-nightmares
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Appetizing Vegetarian Breakfast Recipes:100 Appetizing Vegetarian Breakfast Recipes,"Thompson, Nancy J.",,,B007A3Q33I,49        pp,2.00,1,"Feb 15, 2012","Feb 15, 2012",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 04, 2020","Sep 04, 2020","Sep 04, 2020",,Kindle Edition,view,/book/show/20568588-appetizing-vegetarian-breakfast-recipes
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Virus,"Rayne, Aimee",,,B007QVE8TA,66        pp,1.00,1,"Apr 01, 2012","Apr 01, 2012",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 03, 2020","Sep 04, 2020","Sep 03, 2020",,Kindle Edition,view,/book/show/22053088-the-virus
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Scourged Land Book I: Arrisal, Chapter I","Tsaonii, Cero",,,B0076LC8NI,13        pp,1.00,1,unknown,"Feb 07, 2012",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 02, 2020","Sep 03, 2020","Sep 02, 2020",,Kindle Edition,view,/book/show/55217748-scourged-land-book-i
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Molly Synthia Collection - 3 Erotic Short Stories!,"Synthia, Molly",,,B007QWXGYW,unknown,3.00,1,unknown,"Mar 29, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 02, 2020","Sep 02, 2020","Sep 02, 2020",,Kindle Edition,view,/book/show/55217516-molly-synthia-collection---3-erotic-short-stories
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Love Affair With Cold Pasta Salad:Delicious Cold Pasta Recipes Your Family Will Love,"Lane, Rachel",,,B0083F64LI,39        pp,3.56,9,"May 02, 2012","May 02, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 02, 2020","Sep 02, 2020","Sep 02, 2020",,Kindle Edition,view,/book/show/17565961-a-love-affair-with-cold-pasta-salad
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Death Before Wicket,"Woodall, Clive",,,B0071INRIQ,105        pp,3.50,2,"Nov 17, 2013","Nov 17, 2013",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Sep 2020,"Sep 02, 2020","Sep 01, 2020",,Kindle Edition,view,/book/show/21142891-death-before-wicket
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Chapathi, Paratha and Naan Recipes : The 10 Greatest Chapathi, Paratha and Naan Recipes Ever","Marriot, Alexander",,,B008A6P4HA,23        pp,3.33,3,"Jun 08, 2012","Jun 08, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Sep 2020,Sep 2020,"Sep 01, 2020",,Kindle Edition,view,/book/show/20804628-chapathi-paratha-and-naan-recipes
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Resurrection        (Resurrection #1),"Totten, Michael J.",,,B00IY1GV32,315        pp,3.84,"1,039","Mar 10, 2014","Mar 10, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 29, 2020",Sep 2020,"Aug 29, 2020",,Kindle Edition,view,/book/show/21446060-resurrection
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Peculiar Collection,"Hinsley, Lisa C.*",,,B007A53WEY,99        pp,3.38,32,"Nov 21, 2009","Feb 15, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 29, 2020",not set,"Aug 29, 2020",,Kindle Edition,view,/book/show/19278089-a-peculiar-collection
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ghost Cabin Temptation,"Hunt, Amber",,,B0079EMV5C,13        pp,1.00,1,"Feb 14, 2012","Feb 14, 2012",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 29, 2020","Aug 29, 2020","Aug 29, 2020",,Kindle Edition,view,/book/show/22601378-ghost-cabin-temptation
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Dog of Flanders,Ouida,,,B00847FZR4,33        pp,4.10,892,1872,"May 16, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 27, 2020","Aug 29, 2020","Aug 27, 2020",,Kindle Edition,view,/book/show/18751004-a-dog-of-flanders
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,21 Stress Relief Smoothie Recipes,"Lawrence, Grace",,,B007O13NBG,22        pp,3.32,47,"Mar 12, 2012","Mar 12, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 27, 2020","Aug 27, 2020","Aug 27, 2020",,Kindle Edition,view,/book/show/15838143-21-stress-relief-smoothie-recipes
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Influence of Love,"Josephine, Patricia*",,,B007HCNTYI,unknown,3.04,26,"Nov 14, 2011",Mar 2020,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 26, 2020","Aug 27, 2020","Aug 26, 2020",,Kindle Edition,view,/book/show/52377526-influence-of-love
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Indian Curry Recipes : The 10 Greatest Indian Curry Recipes Ever,"Marriot, Alexander",,,B008A6SBJ8,21        pp,3.67,3,"Jun 08, 2012","Jun 08, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 26, 2020","Aug 26, 2020","Aug 26, 2020",,Kindle Edition,view,/book/show/20804630-indian-curry-recipes
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Things to Come and Go,"Howland, Bette",0394530322,9780394530321,0394530322,165        pp,3.69,126,"Feb 12, 1983","Feb 12, 1983",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 26, 2020","Sep 06, 2020","Aug 26, 2020",,Hardcover,view,/book/show/2854500-things-to-come-and-go
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blood Type Infected 2: Fallen To The Flame,"Marchon, Matthew",,,B07HSR1H8Z,252        pp,4.26,38,unknown,"Sep 28, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 25, 2020","Aug 26, 2020","Aug 25, 2020",,Kindle Edition,view,/book/show/42404964-blood-type-infected-2
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,'Better than Winning the Lottery',"Whiteley, Karen",,,B00829J8B8,10        pp,3.20,5,"May 10, 2012","May 10, 2012",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 25, 2020","Aug 25, 2020","Aug 25, 2020",,Kindle Edition,view,/book/show/21090828-better-than-winning-the-lottery
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An Axe to Grind,"McMickle, Hope Sullivan",,,B008C4MSX8,28        pp,2.47,15,"Sep 23, 2011","Jun 16, 2012",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 24, 2020","Aug 25, 2020","Aug 24, 2020",,Kindle Edition,view,/book/show/15732357-an-axe-to-grind
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pasta Recipes        (Top 30 Easy & Delicious Recipes Book 7),"Roberts, Linda",,,B008HJKG64,73        pp,3.20,10,"Mar 17, 2013","Mar 17, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 24, 2020","Aug 24, 2020","Aug 24, 2020",,Kindle Edition,view,/book/show/18938705-pasta-recipes
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Morning Wood,"Lee, John",,,B008JG3WOI,30        pp,3.00,1,"Jul 09, 2012","Jul 09, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 24, 2020","Aug 24, 2020","Aug 24, 2020",,Kindle Edition,view,/book/show/18930571-morning-wood
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Moofy's Journey,"Sluncik, Vaclav",,,B008D696AI,13        pp,3.00,1,"Jun 19, 2012","Jun 19, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 24, 2020","Aug 24, 2020","Aug 24, 2020",,Kindle Edition,view,/book/show/22584770-moofy-s-journey
